,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH8811Abulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
QDPR,0.04256620918578736,-0.02573126335030465,0.009675365763517461,0.057095556198886975,-0.08891379378438713,0.16583518620102614,0.01973984401027084,-0.023618996218689934,-0.05234725990748166,0.02374972757722511,0.031153886697342672,0.045799655430662924,-0.19416648675197729,0.07917936153430426,0.020949437471088038,-0.05534570180827472
POMC,0.05153244496737672,0.00759985658821413,-0.017352663005180964,-0.03809642182623478,-0.010290071565128497,0.04977620320682605,-0.052704634530577596,-0.018451345719354306,0.026844182868738214,0.010894246217310962,-0.031914463759592754,0.007860790077098211,,-0.019427193516148456,0.08047228966426972,-0.04517196536219224
CCL18,0.09311008808674967,-0.030614397411124417,,,,,,,-0.058056085407770054,0.08892698167333542,-0.03228859075835987,-0.06791535328793623,,,,
CCL17,,,-0.017677479968539165,,,,-0.0101540283092161,0.007431793782099274,,,-0.01251767534457774,,,-0.005321931287536275,,
VEGFD,0.03881482581189335,-0.019418578824815968,0.11524994358403855,-0.018113427501601744,,-0.11504953341052397,0.0021813134824943538,0.13920407022325137,-0.029561127090533094,0.020360794631305634,,,,,,
TNFSF13,,0.03502229992070945,-0.012193530048614181,,-0.014474592385478043,,,,,,-0.024019538802562326,-0.03140791022787351,,-0.0029426560398156713,0.054112764567419806,
WNT5A,-0.006715396152528077,0.022580863634480634,-0.006857011365365428,0.040586186274670276,0.003406606160679405,-0.42131498702997433,0.03393640498770532,-0.0044173507441099425,0.04096039504824811,0.055548496062761216,0.015938666008286567,0.0516562379630083,-0.031229269134231446,0.10080330945910772,0.04713671000766607,-0.07280831849580052
CXCL8,-0.014714375271154436,-0.02659617328685174,0.04057403149094271,-0.08134251028808928,0.015599877255759164,-0.14592292321392503,-0.07344528949194462,-0.013997165484143734,-0.05462876604245649,0.007720796404413707,-0.022723454591869682,0.005079136039509835,-0.055881419227384814,0.0036347041615639587,-0.0727927127621224,0.07595685255235293
GRN,0.05820558970546853,0.0690629811323941,-0.017128548363800632,-0.10247681059057527,-0.00950274700058663,-0.5475456533810373,0.03901393692381718,-0.03411520319652689,-0.09938813921209094,0.02791567208062575,-0.022335318173621145,0.020104054778223225,0.02168404001587438,0.03822524373063622,-0.012678173627984318,-0.09606155489124801
MIA,-0.022177561697252372,-0.0029113865288706853,-0.013935477503114994,-0.021093704727287266,0.08724256388716903,-0.20783729558866448,-0.001190512663476392,-0.017094163105334778,,0.03231483711234697,-0.04583305583223533,0.15338044635952225,,0.001628613038495103,0.13092369721515593,
COL4A4,0.1713444583173539,0.05159427412519972,0.026689824673163852,0.043521243255506284,-0.013771935161271419,-0.06788983419238813,0.07838461877218345,0.053352915040595555,,,-0.03307523876771833,0.007887928504627467,,0.01203888997126943,-0.020033018210895426,
TAC1,0.003983845129962447,-0.014377649912249636,0.02691403509610599,0.02513801642749457,0.012782860016970479,0.5973139310678702,0.1272521663704497,-0.012252797556301537,0.04881461434518284,,,0.021095884793323354,0.08955961192117115,-0.0037930304884779536,-0.021078574829875456,0.1597089730753843
RARRES2,0.032126461117663235,-0.030327130782775717,-0.030473623910491313,-0.04179179083944577,-0.061251752787211455,-0.5923752682979961,-0.003924599316693329,-0.022506225635549455,-0.06083833254661117,0.06368781097543737,0.014307052756935673,0.06531583232118582,-0.061878629623083777,0.01905842995316039,-0.043948056700832544,0.007992067040398959
FGF7,-0.06689593532442231,,-0.03133497341128971,-0.03468194577416095,-0.018359966354098155,-0.1316128740411632,0.04979574425613598,0.06766111430807643,-0.014761385859017054,-0.011989103909407326,-1.2273842910326189e-05,0.018350898630802928,0.09465696571887519,0.08921959130115618,0.09610909938695014,-0.006291775849758225
HBEGF,0.07969990520407685,0.07344577553369706,0.020403615015988842,-0.03809171416810579,0.05468806978467206,-0.20815566620844517,-0.14131365479888666,-0.038600069438557164,-0.055002189255944946,0.03788708652235793,0.008981935164354277,0.11723764157544535,0.018334136994750908,0.122294377160412,0.058281121542883646,-0.06740777883305858
CSF3,-0.013276130004095117,,-0.021070014769327475,-0.03803551173809809,,-0.051417176117910926,,,,-0.0025624352263452317,-0.007320709309170747,0.0004510728303066968,-0.04876725527615916,-0.02434788557997551,-0.0008859699227496101,
PI3,0.08503567548758192,-0.03220763683320158,0.06656255679196564,-0.05556469696590653,,-0.09824262199427748,,,,,0.011416023126213256,0.05479640952150065,,-0.052899866573280774,-0.021373311126653437,
PCSK1N,0.057824323049021985,0.01525060716727197,-0.05798666394071317,-0.004297186166561856,-0.0024859514165872214,0.3298809084355094,-0.04522672967650416,-0.043132881445242376,0.13497036016816494,-0.01923554532237656,-0.05194333457591215,0.05758689699510669,0.2145795601335952,-0.0006599704180149546,-0.04949148292222523,0.20044350098742525
NTS,,,,-0.046887143470036065,-0.0168124037356202,-0.11085135924652419,-0.05646894833025236,-0.0195339958199147,0.0162694579265205,,-0.029202433536919033,-0.021700563651003344,,0.09883148826986099,,
SFRP1,-0.04996495719400805,0.02771791787827115,-0.015424284570622003,-0.020664283953410016,-0.03683970525783675,-0.12115663136815957,-0.03119293604296048,-0.020491303100285213,-0.07178689417599154,0.0073172255767586635,0.05879519869058535,-0.053020638810489726,-0.014413292349100883,-0.03521805070247877,-0.009824919122005024,-0.05929303220868559
CXCL13,,,,0.015653852754069778,,,,,,0.005069300307973569,-0.02811726530696456,0.016399463232058393,,,0.017788540624982592,
MICA,-0.031679684796408335,-0.010885204805011376,0.09805159739064664,-0.03995706706930871,0.04264169148029722,-0.17762659289585805,-0.01635988045933723,0.029041215202092296,0.001375294503929766,0.0746880773686409,0.0670664204445439,0.015406359059950457,0.05988150161270889,0.06311049375921185,0.032308839485426726,-0.004806542501219286
TG,-0.0034275130600927707,-0.025780644615119273,0.05122902429035021,0.01811591097250484,-0.019405945883712986,-0.02242167674414039,0.003397600302029521,0.08097105183824076,,-0.04160717758057311,0.0879595230579265,0.011138324471086427,,-0.010478420483820727,-0.04108098741276546,
ADA,-0.02189817142724017,-0.021202548966050117,0.03229507674692323,-0.01194432941543878,0.009917500752913805,-0.3820153751075154,0.05145306929708597,-0.024084246861949238,-0.025789799185852863,0.039667429503944036,0.00501851178841606,0.0037804234741374825,-0.09331698769548616,0.016217911205664362,0.1287580861212364,0.0025989644977181337
LAMC3,-0.009266760843662562,0.10523798191533013,0.009896388166908177,0.041483810602459925,0.04464418176284256,-0.26980343236035037,-0.0622635320537907,-0.05449814687936657,0.0066997800202371555,0.005145974298018987,-0.024454592429212496,0.10025027592003152,0.026841264564534558,-0.00539287230589824,-0.028500529351690368,-0.01935500995138185
CCL7,,-0.019473342989352105,-0.012034486832083892,-0.02715080198323319,,,,,,,0.07253429715320885,,,-0.00876642874881629,-0.01125248733012462,
NGF,-0.018643768977334774,-0.011937100794311008,-0.02757408308455823,0.06123449131738289,0.04242875565218166,,,,0.04034610343461033,-0.03308040770467245,0.059734754846897956,0.05711218628153053,,-0.007116241422639449,-0.052084822844693617,
TNFSF15,-0.0230646690308381,,-0.01340098968673651,-0.020102361654241084,0.14219450871685915,,,,,-0.018649463059124786,-0.01828997556837367,-0.024900259774538927,,0.06807923837989287,0.018489928411611237,
HMGB1,-0.01427024794397476,0.017349798941023026,-0.03961690743539106,-0.022100084996054724,0.02171647540301876,-0.5157708604278495,0.1298957692288827,-0.008515906748937922,-0.048102539957976094,0.08364132492854409,-0.023560599419264725,-0.05043796373155978,-0.054536297976809936,-0.0475058243730604,0.022597842402257907,-0.11782048621320834
ITGB3BP,-0.022196665709618417,-0.029390434034880904,0.021208834061145973,-0.06530207369422278,0.051142596492961725,-0.36089918489000544,-0.00768060854868374,-0.04826256220459345,-0.038364524857030846,0.03997360573287724,-0.021011969104210687,-0.02797017390868811,-0.04102618309376046,-0.016545692574242193,0.028812725279588346,0.09017678414831744
AANAT,-0.015105712771084662,-0.004489059272965082,-0.012193531350006434,0.00152964404991143,,-0.01718742184387552,-0.04989383872044163,0.05108085957133753,-0.005463453172867964,,-0.016458787205634304,,,0.03604479016802269,0.009123851620970758,
RELN,-0.013206225546917192,0.023682151465907412,-0.007691409494952462,0.03304865195388751,-0.03361583958708901,0.27639978957094213,0.07211484624595974,-0.04390017806100309,0.13780639003545753,,,0.05990543690334481,0.0573103232344407,,-0.0052953806366919254,-0.08243759030695388
IL15,-0.014554006387041678,-0.024192498078690863,-0.005298206244782179,-0.04322090242549339,-0.01599976387772137,-0.13364371380995693,0.03806013824219134,0.04257395713585204,-0.04449472048778503,0.022704346988273567,0.1342755328075565,-0.022954567124465447,-0.05157878370414276,-0.01143583105013654,-0.012161862175863318,
UTS2,,,,,,-0.21377935351120383,,,,,-0.014015861884539542,,,,,
BSG,-0.08116103187147439,0.00968821960835821,0.054464450570722696,0.01849545123445957,-0.0248954597136202,0.3148355046414262,-0.09184225484769844,-0.0051222873832716155,0.09911996101481041,0.052620759366473625,-0.017887576223460638,0.041167668904355005,-0.0711844125178987,0.05061836932637274,0.0048495394114773,0.16594021674229165
ADAMTS3,-0.030983892821260788,-0.008187420899615218,0.0623601438603521,-0.011296878838844976,0.0023972897461099476,-0.4729620129938,0.0408111700626139,-0.019407238512373165,0.006959829609050572,0.12848909436336253,0.0503855953846778,-0.009773391581094842,-0.0014007823271042618,0.06154084704567841,0.036044079473408076,
CD34,0.04348377216509915,0.04168025770182558,-0.018357504564261537,-0.020513424990575974,0.05357496049891652,-0.27572115981642564,-0.009272544385494476,-0.03198271680674378,-0.003946597442218211,0.024841163442817192,0.006575817251628569,0.021129988844711182,-0.030248013040302838,-0.01869423754220478,-0.007968423083584348,0.0021614241998160967
CCL23,,,,,,-0.08239998255891814,,,,,,,,,,
PLAT,-0.07376988850804575,0.04950522153009028,-0.06932499087672978,-0.0982846933359648,0.0689123544701776,-0.45924812959792566,-0.09554443811359252,-0.011708555405039654,-0.02152600896845553,0.006280419518172919,-0.07223193282805922,-0.07985977257316292,-0.07737709308029421,0.038146625008844366,0.027212946813241105,-0.005429607309255675
NTF3,,,,,,,,-0.006331278717465927,,-0.03972446240069608,-0.013156792387367798,0.033864278084955304,,,,
LTA,,,-0.015424283849049725,,,,-0.02829060656229625,,,,,,,0.1158658554189665,,
CKLF,0.003839962907848097,0.025751843876820432,-0.027369408926026094,-0.04126356154452658,0.010878279915278281,-0.5727067424451163,-0.06453685402708201,0.005785720902528041,-0.09991641145277666,0.052815842998263036,0.028585924232805805,-0.008482497679964947,-0.1153284485838442,0.015644907840376688,0.03118053672129586,-0.007391087364092743
APELA,,,,,,,,,,0.07142302311506063,,,,,,
CD24,0.04231176286406379,0.03563286350676505,0.01487893136760646,0.034820634899805726,-0.000538892648146205,-0.07481637506941813,0.02762041979366108,0.052866800297331276,-0.015884762551455985,-0.035048778074000364,-0.00220445536013725,0.07361649402364509,0.11439048009739321,0.0673553961926404,-0.0175554112091329,0.19431689088914011
HSP90AA1,-0.06528031735081637,-0.02099385628931674,-0.05612482747010763,0.019561641670395178,-0.08267654825179412,0.6225282536940484,-0.14528719260273706,0.03794455214178933,0.14581836064645626,-0.058098217036279515,0.014759848146779157,0.0019644991747217815,0.23625043001949853,-0.007172419823433541,-0.027022855634626024,0.14178204473757283
BMP4,0.051532759244241444,0.04087898641226501,0.049817000750927536,0.02111712435342855,0.042074191492967775,0.0793082493547893,0.07737281302150928,-0.0074735573799721644,0.05859767828574052,-0.0040440529723987885,-0.018149534078264924,-0.06578890285697332,,0.09137295081253419,0.027965541061854383,
SCGB3A1,,0.04981193006189472,,-0.0215708591383465,0.05439696971693297,,,-0.014419094574077715,-0.063993125416546,0.0835758288645354,-0.028555202558329072,0.0760273570956227,,-0.004126426382833491,-0.0009234531030520373,
IGFBP4,0.03166426463228243,0.05724851783033066,0.04094460782626999,-0.07933946677289296,0.07925095721701712,-0.28781164039440066,-0.05231901123126689,0.047388540814289205,-0.06035464514400858,0.04298298699828407,0.020061878105522978,0.09609473730690153,-0.05053117241218927,-0.03715733867818538,-0.049140657375611935,0.010330121003888722
RSPO4,-0.02277527523539005,,0.0006492418502633815,-0.009538414108468313,,,-0.037094872825454074,-0.01441909246495895,,,,-0.03482447250634119,,0.0617147505988696,0.05234202948215703,
LEFTY2,-0.03814873334508267,0.06437640513763097,-0.034464220817231564,-0.03864287177292576,0.01969957224275231,-0.36010440005408867,0.014759031098331264,-0.015810711237203023,-0.00926727550999967,0.08898267927358904,-0.015926057870190673,-0.0393922993899968,0.11158318373043319,0.04967723195758151,0.06997753029613264,
PF4,,0.06840822412018958,-0.010499852667465255,,,,,,,,,,,-0.0004455983817024704,-0.027719188743066527,
ANGPTL2,0.04143280701058034,0.038759777463868605,-0.03561327925622935,-0.03459417147155794,0.03267002251037381,-0.3840034204206287,0.08167467455146946,-0.0031927738972461063,-0.11386534867032568,-0.10713323063670918,-0.045461301891928395,-0.11654612422159794,-0.07486857561002644,0.037345576041069875,0.033048595859699895,-0.16149864189975013
LRIG2,0.06486451355621263,-0.038707018553520434,0.016795144892679168,0.04429534964914855,0.007595907670336688,-0.14976164879688184,0.05804789047799896,0.006122618330580826,0.029947785561184055,0.050991406823306155,0.045365883385964416,0.04429953355184413,-0.12920315021513035,0.02994248443181274,-0.006300410399278366,-0.03569057121654725
ICOSLG,0.06247225207324376,-0.013307154368287152,0.001286972621521505,-0.019275967261588155,0.012190081358127151,-0.27109912439857703,-0.010427214036473146,-0.006172715840151155,-0.044461854662050306,0.01441361996677785,0.001048309087715832,-0.004565606515838469,-0.06001551517603522,0.05261701667508097,0.04597182353356916,-0.09275052638565623
WIF1,0.09598428700066484,-0.03634745868763669,,0.004032166273428681,-0.0038816219162981867,0.6118723767359812,0.022660104267380892,0.015327070557688316,0.003766905333834635,,,-0.032372720359429216,0.16297427801094427,,0.09540068557102216,0.19423081491592148
NPPC,0.00727266397945391,-0.053769508894353134,-0.0162878608183731,0.06658365526049159,0.01995265848768393,0.08480705498625032,0.05310861606026593,-0.020039009868127303,0.0014246753048240564,,0.03862300650898468,0.13129772611091725,0.0821661945746577,,-0.04922185175192851,0.023825301541817463
LYZ,-0.01372588782333579,0.009149138821215425,0.0023229902887827486,-0.0787625680280007,0.020269631364020404,-0.3485029755695755,0.054898482588795476,0.027328676781968608,-0.05744112432160872,0.0972008133645481,0.017661950846757254,0.023494722083007343,-0.015855548775079702,-0.01612906101309389,-0.03519791928949609,0.013996093308279216
EREG,,,,-0.035034970132795586,,,,,0.021318737158966334,0.008196895996510604,-0.025438477353196137,-0.006738444888597013,,0.07661390622362048,0.03562727474483009,
SPTAN1,0.03789003971431256,0.012109748314721613,-0.06558015015028293,0.01895848873997825,-0.008774332161444867,0.3533663860664269,0.09545646431190398,0.03868323440201806,0.10750866497490051,0.09187543467574488,0.0197647563147164,0.015855715108001583,0.10140032843506513,-0.042409903871359886,-0.03914248944883554,0.07784149504486249
PTH2,,,,,,,,,,,,0.018694563868184313,,,,
LIPC,0.0291382249533746,0.08688549098044726,-0.0188690172446655,-0.024103694700287365,-0.024811531220841017,-0.1403589952885752,0.012190647008354372,,-0.027948188305447385,-0.03083125280653005,,,,0.019450577399201047,0.003569690434725536,
COL8A1,-0.011337000017110634,0.06755850550414531,0.005121626202215834,-0.07472307610707718,-0.006647622378820085,-0.18901269805641277,-0.008855762377044643,-0.026698244059718452,-0.04134547625601568,-0.03811219246547738,-0.009505940543525252,0.0886200646136175,0.09803044753003214,0.1182001118001365,0.03836257578263108,
GSTM2,-0.058805422536412764,-0.011006910709939383,0.0019906100467450625,0.008022743420321343,-0.013529954768599929,-0.12160322222229432,-0.06329514367236846,0.008719633293548107,0.009204657429455903,0.12422069408831231,0.021182115892520403,0.04482885774051571,0.028558592030314467,-0.017051045910134805,-0.0162082737405871,
SPX,-0.025167706952288434,-0.031248661273184063,-0.030919006051233575,0.03604606498874874,-0.04369537968648769,0.26731798167392073,0.07286282267775943,-0.019172186923614692,0.039305320728491494,,-0.01891581533100661,-0.025355464939797363,-0.14390545874854224,-0.03831274367093375,0.03740004731252251,-0.07328249481829541
MFGE8,0.012944082885543858,0.044426916512873026,0.0454779107194504,-0.06535439096255881,0.06379371614350005,-0.15037683548474792,-0.022214900696965557,-0.011070586452898299,0.030973407326668097,-0.04192296381851098,-0.06951301218800433,0.017719207682491606,0.027847787375419087,-0.022586768557892226,-0.046520528163971314,0.031174059341014106
TGFA,-0.03693248656221865,-0.010004131443481732,-0.024160639436188625,0.05396915787541321,0.03937209295022014,-0.3561141865479416,-0.10047293206063321,0.00420390709557154,0.024473431380324557,0.017407972687243336,0.0013222068812152325,0.11249627622853042,-0.1203582595076036,0.09483421871704693,-0.043136896339829346,-0.07291822865997553
SLIT2,0.026014371948194562,-0.030568416508724112,0.029838908914646918,-0.02828683529916869,-0.0037130065246864046,0.25760684600248385,0.09010156820479708,-0.04071545337765877,0.0379977910403097,0.011785526022342958,0.012869351374608392,0.0651886571282852,0.047711561560627225,0.11912542075418246,-0.02243569484685708,0.17788514283562185
PLTP,0.02159842474971462,0.04693791737392156,-0.014038940025084589,-0.09643578134513842,-0.026300901038577025,-0.5447243381268618,-0.05614184294675691,0.02789819971425667,-0.171351660125821,0.04703832660104274,-0.00012541387391284349,0.12858512603051567,-0.1958074008590922,-0.017900976953743507,0.016516382686178853,-0.05626746155068658
APOD,-0.039428868085985815,0.02911600449137104,-0.029684008577937418,0.01358105934268653,-0.1086813279703899,-0.6016025889243134,-0.03850335788798725,-0.060870298560844756,0.006203187993463809,0.02358496654118376,-0.036183290871609514,-0.0836984281003296,-0.08316002280621151,-0.1290817323189529,-0.03937127168369686,-0.19756868164458752
B2M,0.015000724771585164,0.04807312921395414,0.023321540048644812,-0.10689275280163052,-0.0007469801623911816,-0.6786855621304524,-0.01992652892376881,0.024410306263589435,-0.11936236579625205,0.15003992642335182,0.04573259623619153,0.043744835409031936,-0.20548577563752293,-0.029155063219422413,0.045608558230113894,-0.1632130785665857
OMG,0.008389753016797943,-0.01881536503055535,-0.03437794941177085,0.10448991407453934,0.014469035049417352,-0.09072374472760794,0.11536339373061182,-0.04280878126512639,0.04995241173885209,-0.015615839906026819,0.038384471337179364,0.027807160210343525,-0.06569715431926398,0.04197805498054171,0.014329863956465981,-0.15763903083626746
CXCL3,0.012073098496611983,-0.04988444114169951,0.08327786268361026,-0.08232685534483529,,-0.05354991652555347,-0.09094144026046148,0.002727316822881906,0.023079548240283923,0.13318356506838583,-0.005135798280717775,0.0980591868325895,-0.043814592078215524,0.044387215157211675,-0.013771441966608153,
CXCL10,-0.03769632219899557,0.009701386595343791,0.017929139898644017,-0.00768110242092739,0.01131689071279779,-0.4898377560551237,-0.08449262763892543,0.012983046822222075,0.027024676483154153,-0.02127818157997333,0.025347616054306032,0.012329288273935687,,-0.019595300108481692,-0.05642440831516963,
RSPO3,,0.02576148512363856,-0.012193530449042523,-0.024103679839177175,0.05925877208226072,0.24219767440313852,0.021117572819397887,-0.029545241188023923,0.18329986796441503,,-0.04261355894830765,0.14165169303742675,0.0018859623864712224,0.02204753727902922,-0.009645083119106154,0.18916194712532586
CORT,-0.025535096279096683,0.022730841382592678,-0.00470667424266344,0.00945748506203115,-0.036810586135425476,0.26674045120217155,-0.04677651245350249,-0.0506802588893385,0.04031638568260383,,-0.0010089450248244418,0.07132290916481919,-0.018701813337597503,,,0.0326086731032448
NCAN,-0.05094497854010886,0.05799110932931535,-0.06290097806146307,0.062382465046480505,-0.061730367124810635,-0.24477657053310134,0.043015162514334765,0.04644808167766049,0.065748852155693,,-0.0428001622675926,-0.12676904700703262,-0.08424498947245052,-0.012993636282102468,-0.039336421686679286,-0.0703141653337834
PRG4,-0.034849411030091156,0.031055118109076796,-0.01203448870748002,-0.01725814822819537,,-0.07226191295307945,-0.018132979272005707,,,,-0.020548607187343103,-0.009573202125882417,,0.02747081256996344,0.14057597695904997,
ZG16B,,-0.027003646595789143,-0.01396749595988344,,,0.08117277894135533,0.012441303573014609,,,0.026530695260586115,,,,0.006621751130933588,-0.023647310872613375,
TGM2,0.0624880522058969,0.003968531919023363,0.011334255526873423,-0.026287896864566274,0.0425512523594014,-0.1804970349067888,-0.0619584928449431,-0.017099498743251954,-0.029408456336110965,0.042335110111127075,-0.024217796964468782,-0.06284757591581505,-0.0778856014529853,-0.02085287222298584,-0.015111965006614858,0.023050687900609684
VEGFC,-0.025005148205787163,0.010947923358963994,-0.008092376740160426,-0.026566008920710576,0.01757293446258508,-0.02177532918129981,0.03252252643432023,0.0061015537711400485,-0.04494947213856515,-0.04642968016019221,-0.02414447080262109,0.061796822393308366,,0.013881895383681047,-0.04237172584354037,
WNT6,0.0460079394245205,0.011398438342639948,-0.016645247477678933,0.023249960926159854,0.1872568814715196,-0.060769371429421105,-0.011463968241746407,,,-0.031105387867772186,-0.012123738655815813,0.0036538834001549974,,-0.017092653603145498,-0.02443476683661625,
NRG4,-0.02363379380548437,-0.01793563255427095,-0.014646523285196522,-0.010110351328967936,0.10836246621550216,0.007849556200201413,-0.017888070112251502,0.009300313695891224,0.05173843226284128,,,-0.03701901019896041,,-0.025891951130882447,-0.03674614154390508,
PMCH,,0.04756373425891664,-0.020294184927558617,,,,0.0024062550613743483,,,,-0.01906937689434738,-0.026477196823185823,,0.04063500094544014,-0.04705872265450408,
COL9A1,0.03252107492426263,0.04020504588392487,0.022372101514501246,-0.037440203013592355,0.04173143628355367,-0.15231964449214597,-0.01268711638008465,0.016514438985292083,-0.03922700765024447,,0.03662175729594736,-0.04491898132666242,,0.03753071534624613,0.023792203229096254,0.0190530789491229
GDF11,-0.005915931716841306,-0.05577052306786681,0.04155680792343904,-0.009760458925434048,0.008081582813601582,-0.30221767416922407,-0.008092166696520197,-0.004768293603751095,-0.007993689359642071,0.03442094218907356,0.06884847439387423,0.06710064568918546,0.019058940239811948,-0.0026268719504670217,-0.019440791792281892,-0.006347961571380322
RAET1E,,,,,,,,,,,,,,-0.013962736556717398,,
IL24,,,,,,,,,,-0.017541471783234747,-0.014217667898979406,,,,-0.04108096382291576,
SORBS1,0.05459535544567292,0.04914414030994785,-0.04223121719012983,-0.052149572049375065,-0.0031057017475230046,0.0006484878078985421,0.03901767057194569,-0.004694665852989035,0.03837490048084994,0.009539877627812688,0.029723010638644083,0.031339396248328356,0.03928332981308314,0.038665651880057834,0.012868959436945378,0.0771475211250083
DLL1,0.05646061844793394,0.05008118690496242,-0.015902093948895055,0.03634222824446222,0.012984973764267375,-0.24630982971345725,0.05841144767253828,0.03266191970257291,-0.0442292375467433,-0.0013732363669024413,-0.0584903251207217,-0.026507649559580383,-0.07846628433696771,-0.010107425301422644,-0.026503726961263414,0.04622867199375498
TLN1,-0.022175017630732034,0.00013774590227396238,-0.05742247831935438,-0.0830793865621728,0.028979834447065946,-0.533560537419163,0.02579843923275734,-0.026269544300410112,-0.0859813127854683,0.07805966722110498,-0.0014527809907536981,0.025259145380357048,-0.022306836370786513,-0.013953102935915965,0.05334491887044598,-0.020926596887296624
COL2A1,-0.024190744288828253,0.05924627232837187,,0.008071399566950136,-0.017779089615342743,-0.03220007286267094,,,,,-0.0171435414512444,0.04279649604928959,,-0.01573925938676214,-0.017859651875396426,
SHH,,,0.07866568458687098,-0.019930150022094178,-0.019405947958279806,0.03021618765931063,-0.021546607671237863,0.01727058901346599,,,0.004729615448240445,0.04534053738751242,,0.036459949340870476,0.07225567312430851,
PON2,-0.015522001716078468,0.04804688433516042,-0.09752669118297974,-0.01899115385145992,0.021656864937390285,-0.6234948944530297,-0.009096259662638556,0.011442838959223767,-0.040353747855809294,0.07273639972408813,-0.07494287763661109,-0.05011873390901813,-0.05679158232621982,0.03630809957636304,0.06465610479855112,-0.04464914713515298
ICAM5,0.0711481003618318,0.019372855174611223,-0.004787348452990722,-0.03145350146862698,0.06356608586630605,0.2876813212127122,0.01935262610055797,0.06969385101426089,0.11100150163310671,-0.016605158341099824,-0.026450056575030117,0.11015968919406954,0.2371374286032253,0.04018635959136729,-0.010284278107640156,0.1236020087561261
HPX,-0.03852219527579456,0.07101071494090201,0.03501190477770234,0.008183894790211754,0.02916626697816543,-0.09594162272713284,-0.02211195849631769,0.045058382527663504,,-0.021412884428027718,-0.022947804353925114,0.0805307298316317,,0.024082413761849757,-0.019755572031388918,
SFRP2,-0.031494949317918644,-0.025889858810683362,-0.014242761952659614,,-0.038795148892833003,0.0328155696202415,-0.02482378804994027,-0.002235699443950174,-0.02124602254919482,0.07240885359268842,0.013496129551075596,-0.004522502709583752,-0.03239798456878215,-0.0022235446850835763,0.04099938327315347,-0.04937415337756942
CFC1,,,,,-0.027730284808850744,,0.003815305579015376,,0.012130379720238688,,,,,,-0.03251455353538648,
CD70,,0.013951883392545024,-0.00026904844727523364,,,,-0.0476380943383595,,,0.03435704593578445,0.046035159778529386,0.01622799486658912,,-0.00564849782253239,0.0021284320137712797,
