,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
FGF7,0.10622199192984155,-0.003349057300182899,,-0.02583575971616324,-0.019074537257976403,-0.02298144131349685,-0.0008645471255765645,-0.014936641506561748,-0.022045827717556248,-0.03948286115411054,0.06353453341627094,0.00728940463850165,-0.042621684331038315,-0.010961554412779835,0.011563397742333734,-0.04040362283550066,0.07777995069121035,-0.005089135985696623,-0.03640324996958951
EFNA2,,,,,,,,,,,,,,,,-0.014636433054956832,,,
HBEGF,0.02764322049644246,0.0026297259696294417,-0.039743375666196484,-0.027126116089358894,0.00935890281043913,-0.06031209967384008,0.03447538113067422,0.04659905872403671,0.04266840166838176,-0.01597606436421684,0.046104271724500476,0.06729148839772052,0.05178158353012921,0.08486326709223092,0.00848854972157355,-0.04861233054685539,-0.034083823384157164,0.014644948196426455,0.046184198645797175
CSF3,,-0.029335232693675536,,,0.025154859920847657,-0.05034237556496611,-0.014761244230836216,,,,0.14506870435408226,,,,-0.026200538795727445,0.04255053618459693,,0.019403051531048127,-0.022468484241826108
PI3,,-0.0347519576244039,-0.004055991606877846,,-0.0018491660474108287,-0.07288367155614496,-0.016621355831257203,,,,,,,,0.009662692798969733,0.06883087219979916,-0.02040954584188318,-0.017665224821267415,-0.003483191469612328
PCSK1N,-0.020473294901266516,0.09231047508934723,0.004387626949764151,-0.011680924941386426,-0.05186651992213141,-0.011696145571787811,-0.02173043641112617,0.05434565796081662,-0.007485019275997475,-0.003917952848244322,-0.026959492635332715,0.0005035635063370426,0.08562958379281597,0.03017951391504621,-0.039292114468632594,0.0029216096827929996,-0.018213452058125138,0.01081798749118647,-0.054660655808409224
NTS,,,,,,-0.007537312712648195,0.06630458993784896,-0.009471153402989702,0.029078535213754746,-0.032112699767901355,,,,,0.02325024197505393,-0.017831716217815763,,0.03505969409913858,0.017516788140935137
SFRP1,0.054182626545638414,0.06240578518224256,0.028213388848368312,0.029988047904955736,0.08285197927606898,-0.03084733466026662,-0.030135680697451515,0.011296960269548526,-0.017336620497305305,0.04226442773092363,-0.0061819597016315245,-0.01727335014630794,-0.04714531296400525,0.010684186064156604,0.02210631458464062,0.013281208735646859,-0.021758731681042334,0.09051674423766641,0.05965735681723805
CXCL13,,,,-0.029365154953202983,,-0.006849378478591618,,,,,-0.009137943848836006,,,,5.695520416000401e-05,0.0927727117835889,,0.014434769152438973,
MICA,0.007052422423806716,0.020761618162747734,-0.006145783924856249,-0.004110179749388609,0.03025267170022941,-0.016239831387087983,0.039975483381999084,0.07085559145075171,0.011543312003500622,0.053272052696667786,-0.021977256843789678,0.049186711128367124,-0.03843785997185521,0.059542734145165914,0.03588110212206391,0.073088729126918,-0.030887601408502788,-0.012021033584001053,-0.01483474213792887
TG,-0.018796035182172537,-0.023384862705620357,-0.03105707473041892,0.03863969706602261,-0.02195703369447188,-0.01040653662821978,-0.01781550112798404,-0.024624063935273853,0.03333314134502807,,0.0035923233418773595,-0.04459226310220017,0.056596520812301494,-0.01984597901138029,-0.01768832030709835,-0.021961707821728054,,-0.01594955120152648,-0.004911768826137345
ADA,0.00737143314272557,-0.03458239164770147,-0.02398984058129091,-0.04489434180876405,-0.020594120473013552,-0.012303200784041242,0.05082065166297889,0.03198507559231454,0.03519217435300847,0.043705944680879856,-0.03997354427922887,0.03509989202744277,0.008331068625885046,0.03441565886409537,0.09827229112649438,0.07733266658564636,0.06765803616364637,0.01802754862883505,0.07980859145738509
LAMC3,0.0539111774337264,0.056767095214457663,0.002409299425665496,-0.0031034067626945685,0.010923897895969542,0.0297437218395165,0.04148069813992489,-0.0161396343587795,0.052934102510822305,0.005726582052452644,0.01915231960699068,0.14311237618695505,0.04255212533353321,0.1046991747768099,0.07108288016652202,0.09031830410537585,-0.016999109127238236,-0.010720066978962087,0.039720172024535316
CCL7,,,0.041989786744590765,,-0.015874900279706963,0.02304723391614413,,,,,,,,,0.023224789155176985,,,,-0.02354479350987294
NGF,,-0.016900861452773797,-0.021538696727207957,,-0.03637345118071131,-0.006536431803483171,,,,0.0810853683672841,-0.04544331130905684,,0.01786915974860674,-0.035272776997524735,-0.00401565055506207,-0.01443969477057573,,-0.03327020987398998,-0.03950984119516198
TNFSF15,,-0.020908474902160204,,,0.049644664521110285,0.022431499665329858,,,,,0.0186575704876762,0.054200120560195214,-0.046816221483956325,0.2471967201644887,0.06995928601531921,,,-0.012034280134144542,0.031843766793378976
HMGB1,-0.031544574147161754,0.05713376690492199,-0.026387419492032365,-0.010222796907482441,-0.00076133622056402,-0.028391132589658093,0.07065185014658114,-0.0018990924005569546,-0.0239317195594037,0.04047842667102254,0.001880561390033438,-0.09850425024977044,-0.07232098124554341,-0.11924286263571225,0.0577166997198605,0.04282498507915118,-0.005717692685488371,0.026712397340113332,0.00570354067560983
ITGB3BP,0.01217746842521767,0.008343458965460676,0.030508622598505862,0.005062425856868269,0.005835614065547001,0.024047581034508686,0.06936046730795423,0.00820035570745894,0.0014040231405993988,-0.029856942651378907,0.03386663928209555,0.05762862532093141,0.021193412550042017,0.03120791002840678,-0.021797875110346678,0.048496582239694316,0.07940266626616856,0.041004118247983806,0.045395809217455126
AANAT,,-0.011628240435832092,0.0011089467443954012,,-0.016084698661414716,-0.027039458081925434,-0.013315041763833085,-0.022144564600469336,-0.014462478716452395,0.06271818849123582,,,,-0.024721746299295924,0.0075843529686836905,-0.019696674677977796,0.16084618583246219,,-0.024911373402620108
RELN,-0.015582411489368772,0.07497208984297547,0.03036872803120357,-0.05099665006811325,-0.017630020337326593,0.011250805225512276,-0.03907051026320521,-0.03637378111732437,-0.021059436009112732,-0.033423601411427646,,,-0.04520660742948096,,,,-0.03715781181830239,0.08713357385044943,
IL15,-0.020377127434819887,0.00998467157425235,0.005842511834369095,-0.004775525592202481,0.029590985850466787,-0.022571341557937045,-0.03473105474376992,0.012382092305863623,-0.021580879429218967,-0.06186744760663292,-0.02994044891305879,0.04824832946171957,0.09497798230143922,-0.04179057955702436,-0.03206658046593782,0.034556844496624405,-0.03700202081908827,0.04798218376302045,0.018928554938701776
UTS2,,,,,,,0.04764054749978421,,,,,0.063534242060075,,,-0.014905256249447019,,,,
BSG,0.008999174313518224,-0.04987065306667583,-0.024721641137184256,-0.019087572901391597,-0.025701436198423643,0.022450424762898526,0.05113008846931965,0.02223900302985281,0.0011168625628553155,-0.005830745014114172,-0.04136084197814454,0.07674960918502542,0.036647881349216725,0.03150672439907429,0.06700281591699073,0.05017190350150591,-0.04152669363460628,-0.08292347960390316,0.051918394330666626
ADAMTS3,-0.007421724037434987,-0.05543479688776123,0.03589071596841354,0.08731497728097172,0.03243318720796013,0.05250603653959905,0.040299949710870746,-0.039490475448018036,-0.004428962993094196,0.013363552515387976,-0.0392189017115316,0.03784708058735387,,-0.029601774415308455,-0.04326125147207373,0.051525567081883154,-0.02197647396164804,-0.017530462220772456,0.037373765449899295
CD34,0.015339474210294229,0.05685180877549531,-0.023204700156629725,-0.026702184713513065,0.010879620486068602,-0.03592957421204328,0.03453813427086719,-0.015004046441046021,-0.027058904991922525,-0.028264444994767865,-0.010656019051252526,0.06203127361466443,0.043148805871417076,0.14406883435140128,0.06291264603315419,0.12070528218765592,-0.0664241031754191,-0.008697055757107296,0.0771367162934573
CCL23,,,,,,,-0.015150403903478953,,,,,0.04277485247530052,,,,,,,
PLAT,0.03408664755952569,0.08268261768561067,-0.030668944784879772,-0.05071287448084582,0.001315281826196721,-0.04236531989499913,0.0701193303114089,0.037298918308390897,0.06762239102870926,0.0005637222813809568,-0.05751314568536445,0.05545074355265093,-0.00014163578397230166,0.14964798760396575,0.04956924073069497,-0.023076332768750776,0.04740938485802836,-0.0014860367948207962,0.05077813262453057
NTF3,,,,,,,,,0.024499070760090908,,-0.03357522952139672,,,,0.03270630507972242,0.030864544549418893,,-0.011015745710346476,
LTA,,,,-0.015981397815237802,-0.0063865102560001046,,,-0.021327523534808743,,,,,,,,,,,0.0045778882784027536
CKLF,0.017873954344045543,-0.015737786740141133,-0.024836044006207602,0.0056232250473588555,0.03836620345176728,0.04335840125661745,0.08079859702170734,0.004261034328441646,-0.05503602208094564,0.06037356055291409,0.09218379224056328,0.06749402683507673,0.013338210944381156,0.0697466346160259,0.029836646479084405,0.07155195977823213,-0.04767445158327594,0.03389202700543674,-0.02064530945336886
APELA,,,,,,,,,,,0.03590205618948891,,,,,,,,
CD24,0.10324020154018296,0.06348511354831783,-0.019043883733139862,-0.0284830269016522,0.011835659259648284,0.04319714551046712,0.005823496154561129,0.05075911581293249,0.010300718460102647,0.04751151180278113,0.006327537086980565,0.022768364567243068,0.0269723638023604,0.02439101719729093,-0.03847638583272776,-0.06468497488765969,-0.056275044132949835,0.08695290758480712,-0.027896016409066436
HSP90AA1,-0.03980560507805036,0.040138436022281815,0.04536951714275527,0.04186829923576746,0.008370779791718623,-0.013624233083165899,-0.05817779887651064,0.06033560421337268,0.009042766720971674,0.03430703811611555,-0.051050336016421144,-0.06277132251285084,-0.014362653924150403,-0.011610209570960263,-0.03533988318984039,-0.0629071677681064,0.005864244772634393,0.010593633587278896,-0.037610583410186145
BMP4,-0.01934384892410348,0.031201336939800414,-0.0436532460003293,-0.016941218513782986,-0.047470687732293675,0.12897122028554972,-0.030451060220178256,-0.008754883031511122,0.009240522044360898,0.05729458586251521,0.0054734507319579295,0.0897906335148335,-0.038581355163696034,-0.007852586245665946,0.01147077713696308,0.03686305308684862,-0.052551565195779144,0.011081299470304489,0.132056748528295
SCGB3A1,,,-0.01254473939060119,,,0.07520069187888462,,,0.03457097433482831,0.09412623990658744,-0.04185013375835511,0.047631407875871834,-0.04464149748880065,,0.08754016588670682,-0.028017894115176446,,-0.02499140249341454,0.058737785106275774
IGFBP4,0.009031205150732207,0.047906822849591614,-0.0037950329873625427,0.019249357660101843,0.05472532863185114,-0.008451978179458199,0.08583880151918953,-0.00601544094448285,0.03229821784050761,0.03838036106671117,-0.025103096434290487,0.06969533999380499,0.04007373208829894,0.06922463104728033,0.08008165465582061,0.15000684781400928,-0.04566527491057896,-0.06040375233370487,0.0767103218350116
RSPO4,,-0.020646135004679933,,0.07702551809171111,-0.0020299545615001433,-0.016252564890733925,,0.04494797882398274,0.07968946778310111,,,,0.14739856383421118,,,,,0.02628042443004673,0.03518890676456149
LEFTY2,0.08084251325907084,-0.034582409685931646,-0.020010919363998302,0.024247718043574246,-0.02373547080256096,-0.008853660927635374,0.06078787846828389,-0.0227704480463753,-0.013376616370876587,0.05316979734718146,-0.02260216117218439,-0.051885160199836036,,0.12006981579302074,-0.01693666615397823,0.03161979100509313,-0.003334704127946571,-0.022888566634103626,0.08053430980471163
PF4,,,0.09154888980233812,-0.014537253412103152,-0.013850537739859992,,,,,,,,,,,-0.013415304222334676,,,0.09548884210923136
ANGPTL2,0.020859528675254556,-0.012433857641115644,0.001324711523064264,0.02589334295955662,-0.021104286989204517,-0.017193420184624168,0.049246304201179376,0.012133742716367758,-0.01708381629039165,0.06970474041374215,-0.015660609183152166,0.06224385602921668,-0.008864735302034304,0.010500325185521242,0.0048324055028578835,0.04611604242248009,0.006979228996564097,-0.002187587618240768,0.08138807928221431
LRIG2,-0.025496273706766742,0.0014153452505870198,-0.03829926083022332,-0.05470871269865389,-0.009143516983704823,-0.013982060647159731,0.025079125108845503,0.07137611459635948,0.048329716327419135,0.04849787653875702,0.0012033697358597294,0.06994731239577796,-0.05662539499884964,0.05118437373469217,0.07055968547714535,0.013034124826987133,-0.06160295706537238,0.03906834786120927,0.03417780351905287
ICOSLG,0.08248643370425571,0.00960509422337889,-0.027747260990672054,-0.035435042147889714,0.03811480992666555,-0.02736994721795976,0.004471992395401671,-0.005212241155787738,-0.023151880294959144,-0.010216941777800711,-0.031224180949853464,0.051263594081224245,-0.017540046963440737,0.044390065081737554,-0.02410980752842226,0.03666022211953637,0.034717688865617824,0.031981257464751014,0.059552733553520254
WIF1,,0.0972997938914444,-0.023415057321832286,,,-0.004012538071858918,-0.04323079909050923,0.040313891058234956,0.001885412991990018,0.039884904499593386,,,,,,,,-0.015645715708879966,
NPPC,0.010572914167002994,-0.04213575991211708,0.008598182222217764,,0.031334183763541176,0.005956011381111846,-0.0022032264811823396,-0.006067286934670826,-0.01695395883440149,0.006255513378665996,,0.14158083036801825,-0.0711332770815482,-0.029601717563328085,0.08873667540064548,0.07502846170394614,-0.028188875344665583,-0.03493037993005944,
LYZ,-0.012183756870092903,0.10308859600792346,0.060308945070390294,-0.062083966449633245,-0.030798930254811504,-0.05707944942669441,0.08799666843924099,-0.019777825882861637,0.03495099550199951,0.020054697521173875,-0.0006860496302688692,0.14139545591171948,0.028312248819042478,0.01026245269446446,0.018938691686339902,0.007674963675377779,-0.04505749296867191,0.01844596839158637,0.006728545335367152
EREG,,,,,,0.015748580635379164,,,,0.08034867533027845,0.03103567421844658,,,,-0.01687699855452773,0.03431726519463674,,-0.02096285336347065,-0.015146447457973965
SPTAN1,-0.02000082950154584,-0.009844551481139408,-0.04690754815477276,-0.04230835084633865,-0.0003161047906227962,-0.01372627195752329,-0.04313163106614698,0.03385433255001013,-0.027874859459450202,0.024791955146607782,-0.02663948084567028,-0.004606027910652592,0.10809607630099198,0.014565827595422094,-0.008454431854814228,-0.005506518890696052,0.02820919311177265,0.05677841415343825,-0.023574086404710922
PTH2,,,,,,,,,,,,,,,,,,-0.012820648940173603,
LIPC,-0.024064551607940785,0.013697238221962602,0.005143600380451167,-0.007381834055439007,-0.012592173431767478,-0.00402004008842623,0.04295873984177845,-0.021720194489447897,,-0.021052932922139993,-0.03304694439841601,0.025327975182690223,-0.06475002488497618,-0.023795572012130596,,,-0.03460042253169854,,0.018853379419375
COL8A1,0.08856095603325694,-0.044807037186633716,-0.005907104059169749,0.046190849356184116,0.025356460663961695,0.027031457480844602,0.08251801655617362,0.025782909618108564,0.03319947919673184,0.07132780834113614,-0.013677733095449968,0.04807197463109967,0.02523752509856833,-0.0073948326768424515,0.012854059119997449,-0.014602678823340227,0.03774018765142125,-0.03024748353878435,-0.06542582398753156
GSTM2,0.004996672677608803,0.004489909395974339,0.040110534338693035,-0.021837620022623013,-0.03040690922638432,-0.007342615577942082,-0.014875108425071509,-0.012503563650607296,0.02588152887422288,-0.010993853092676625,0.10617277975280635,-0.035377115060219795,0.028682509694463815,0.04189729499416313,0.037391745489691805,0.07342305363793399,-0.02850762900423656,0.00680248110757039,-0.010238563462610461
SPX,-0.04818377439594937,0.025401115398297147,-0.025766716908983633,0.03254847455144687,0.01056704624324,0.04447676871697173,-0.01043351619793,0.021695795166257408,-0.050926972065467035,0.055785605421522874,,-0.010321115005429184,,-0.027791407806783252,-0.020116142481888807,-0.01665681491725959,-0.003447389285647558,0.03166060012068479,-0.04707846465028136
MFGE8,0.02024107887004804,-0.08165093595547959,-0.022231670854905926,-0.0009095441994452075,0.03265378848196509,-0.010005645223953422,-0.003035653800164431,-0.03205874407826014,-0.012850116046902862,0.042732910331938934,-0.06115008051696721,0.07108385010161362,0.11382809403646182,0.10545105257501339,0.008143788447702069,0.09017399126480802,-0.014788349118790461,-0.06686366090112691,0.06077266908615919
TGFA,0.10101814680030567,-0.027347664232579772,0.023870880529389987,0.03714373062352935,-0.04904622298815135,0.04395408750544103,0.02515705409683686,0.019863271217161884,-0.03280742778355199,0.07333215413667338,0.08601628892170333,0.12332680017784277,-0.06097517252681873,0.018827452600785125,0.005426430954602234,-0.004312561319831733,-0.004727018884791475,0.015797226587560744,0.049482081684570696
SLIT2,0.07517340800376633,0.05899454954456991,-0.04825168257649047,-0.020191356161045365,-0.034786254377634954,-0.013330982830842681,-0.02736721404787722,0.0005525877214807469,-0.05831525396710716,-0.03122406619133885,-0.04377452165107149,0.13490049454830338,0.08154602094682539,0.07159142510326558,0.052560719937519165,0.020505967516595447,0.03421398370752761,0.027734196147569813,0.009117175028686248
PLTP,-0.0013627411929211233,-0.06022212726603973,0.03574945960843239,0.028170350927683656,0.05309884729199202,-0.02493506843856661,0.06652466504209796,0.03939531033295906,-0.0008892226742033839,0.03766640390721119,-0.017323580169990988,0.08829103999983091,0.10153358052140056,0.020850041711801617,0.0919634506798388,0.13635193469016454,-0.017476478030849407,-0.03991932626176947,-0.02918946412056693
APOD,0.0750309853972024,0.01576276573561909,-0.050076431140013665,-0.015015888929383606,-0.02356135858005834,0.0030556222449868585,0.01975999033911287,0.048364635319135735,0.054280559383621425,0.05863790673868867,-0.03124397162804476,-0.015303541836394494,0.013043511005765852,-0.04241525044202012,0.022263736755501428,-0.011800309102065518,-0.010908210263912475,0.01403032773656887,-0.10852022656035554
B2M,0.039802010639091036,0.03833951767505631,0.010407192375163956,0.04071932301340736,0.016267777798412972,-0.020678549012509404,0.06560433973554217,0.03783680891892828,0.025238711779150474,0.020922053851707867,0.03281381659827869,0.08984567851212115,0.05010582289842136,0.04981377188253728,0.1258125472131062,0.14960137933059237,0.011645909757567076,-0.04396227510420458,0.06654662389339963
OMG,0.07193340483754086,0.013300302201137435,-0.018293217772547856,0.03434956097711097,0.06748327355846578,-0.028838262574494372,0.03158278230683301,0.03852326188451874,0.00015134938713630484,-0.023243007102273394,-0.01673807406878172,0.05637679777682339,-0.03151872786131119,-0.04080606347813616,0.0360372333372559,0.04757893816217968,0.03822533185135557,0.01804186764756149,-0.027645421143684623
CXCL3,-0.015136506746456927,-0.0061667945275081,-0.02043784840191531,0.012358007026521052,-0.042587924704215054,-0.01564312071301536,-0.017482013342530658,0.023270677399724875,-0.013050608663496164,-0.022000198960177488,0.03171202622195566,0.00721852929956908,,,0.024810348446470676,0.07545658084946133,0.07762617769222994,0.02374325002310236,-0.005282149400449593
CXCL10,0.010868677868467187,0.037657842599380285,-0.003265047014514427,0.01747817434541423,-0.03255625579676728,0.024329050512013818,0.07521500443426084,0.09446723835219596,-0.01982482975609442,-0.029776236787933803,-0.022807340589930405,-0.0449867163885861,-0.0775522349341638,0.12321274992263907,0.1061515384499147,-0.017993812011737456,-0.02818887227958948,0.009107603713208765,0.0929781406932735
RSPO3,,,-0.01704043452686453,,0.0015758126317237332,-0.0359816135037344,-0.021864004597994452,-0.022637970610282696,-0.022071859359657144,0.05822471533646846,,,,,-0.04531765659920445,0.035278653124158565,,-0.015432586886990464,-0.023893361452799154
CORT,-0.018796039115378017,-0.023147954950573906,-0.037199637728571135,0.025378771255923496,-0.02811416304573925,0.02454318222043365,0.003990042413255408,0.0345556229395229,0.02390258727171966,-0.042779428018314275,,,,,0.014346518336837946,-0.014038434021026345,,-0.027991621575878072,
NCAN,0.010497622671739823,-0.056895995583220366,-0.014459264251697234,-0.04774292118028042,0.006990703891299621,0.0074655044444418995,0.018752260800107907,0.03272121645467899,-0.02844588479120306,-0.009469618963939837,,-0.12363031598449656,-0.011366874763856592,0.027481507528993948,0.0029854445431955873,0.005692940843117229,0.0238824895331058,0.04984894352601223,-0.0019190677691082565
PRG4,,-0.03159152359409551,0.05375892124298647,,-0.01587490275357452,-0.011820923866999544,0.0008605346165771643,-0.022587895881454326,,,,,,,0.055725500393878837,-0.02071456846659772,,0.02591335095521184,0.013241221089588568
ZG16B,,,0.06416523786623798,-0.01749322176159216,0.027919955366842972,,-0.020448955183371784,-0.0169466535286195,,,0.03536542578630807,,,-0.02748230525828181,,,,,-0.029792450330919717
TGM2,0.03970205244367271,-0.023318405646672126,0.003605338396439941,-0.044742188773174624,0.00549920416196993,-0.014510003375582987,0.006277505764114839,-0.007961255687372723,-0.009676589538403816,-0.003217493032340931,-0.0052363250910157375,0.10493741805088236,0.08232080979120945,0.04396488608454087,-0.0030902456413130445,0.10298820583951841,-0.04854120185616131,0.02139445523704421,0.0892109736287795
VEGFC,-0.018796040325595585,0.003913251378000974,0.03594544291485152,-0.02246197039753927,-0.028293327366637467,0.05388887360522586,-0.024971422526024196,0.014855111632137643,-0.022890932953626396,-0.009104496896250739,-0.018494015696576865,0.049969607631589925,0.0846035890714726,0.04430949179477466,-0.025676588945081635,0.12087720069430549,-0.02759888645362935,-0.02872514489272567,0.051468718254455384
