,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.07393141950311449,,,,,,,,,,,,0.07008741766721759,
BMP1,0.03916223319323758,0.0037003289780488734,0.006602615307395513,-0.046092959217053496,0.001730418772953352,0.06664154025093015,-0.03499334320102099,0.036945859564371915,-0.017329943574577705,0.05136994603371081,0.033768833948264076,0.07055642924876346,0.011558898716117854,0.09211309926892572,-0.039772646493460496,0.019947535598553248,-0.02970066835190866,-0.015321802019438452,0.01685384281156817,0.06078319632840709,0.013758934830258304
NDP,0.01865734508733527,-0.04299108573284771,0.06429813131645859,0.016796602159791646,-0.002355294183384379,0.011997302533083716,0.046081463068656285,-0.02561664031292303,-0.046720527345411864,0.0033085652646804922,0.02479851262331554,0.001546878042196204,-0.016180340684993546,0.010641622691394565,-0.09006504603209346,0.06644416050554519,-0.014557343323237763,0.04642974986137352,0.037245377846302094,0.046901893977844826,-0.02574289278263621
TNFSF18,0.13223694200731023,0.0007184187704267635,0.029588132500774182,-0.00020224572632807035,,,-0.016121189615145075,-0.024723661414623396,-0.015018611761194327,,,,-0.03189161889133929,,-0.04451293367640407,,,,,0.07432938273989778,-0.03904967936652994
IL36G,,,,,,,,,,,,-0.022381631365647598,,,,,,,,,
RTN4,-0.0020637417288875697,-0.004325959877742967,0.013606758437553823,0.019274090449643514,-0.052191968170686456,-0.028953681075388215,0.05473198370044851,-0.059200161792361664,0.029486953546304952,-0.008210017404587211,-0.07053393499843486,-0.014187448180536147,-0.10053276515660547,-0.08542762333761686,-0.03139141171586724,0.019180662670072617,-0.02956371457743124,-0.0958963379775174,-0.010840661254469787,0.007117374177198441,0.009812438592057795
HEBP1,0.022036386195054228,-0.006545897863725132,0.02150256910607345,-0.008814860851908331,-0.05136588725667149,0.015300232281504204,-0.06091001325284388,0.0022066457596444356,0.021192952608463666,0.025065836805479018,-0.012115388173654948,-0.0005196154893392478,-0.11971212412210012,0.026133217212673063,-0.020683110432740237,0.02921746288472047,-0.004329662893259867,0.04593680927653224,0.053863895097294556,0.017054098428689494,0.08916597363151314
WNT7B,0.06721747600687304,0.021296032056983993,-0.05403063509541724,-0.023141891999086634,0.04678931875680727,0.01844418434206447,0.011409436954798116,-0.011169046241154716,-0.027792485088235407,-0.011566944733267722,-0.019763937765508076,-0.024599992161368052,-0.035109559604831454,-0.08147787207952058,,-0.04217648860040181,0.027698721541892124,0.06262036330432345,-0.025385185064404465,-0.009361743626707567,0.1933851671709626
PTMA,0.033182060388443665,0.02841785093069258,0.0809255572105302,0.09199699773593284,0.027627028240748138,-0.006979894241456713,-0.02380079843467031,-0.03116282070183986,0.016716808616508334,0.04007419871968738,0.09065061875547117,0.003906330607811424,-0.010535313275176454,-0.12917591657279545,0.011033309594689707,-0.08479036204036071,-0.03851953927105931,-0.08207604213344234,-0.03518386171784762,0.009893051773352032,-0.022080038392587622
FASLG,-0.020783302516180113,,,,,,,,,,,,,,,,,,,-0.025751532128645966,
CEACAM1,0.08427040351636864,,0.0071919517888928116,-0.017760010218220636,0.00872737492626238,-0.0017462454777517715,,0.11197227870040258,0.000825743921094948,,,,,0.04726818966175428,0.06778109537761007,0.11361435753601207,0.07553669838999069,-0.02409134594886216,-0.016848516521772616,-0.03582947474538723,
