,UKF248,UKF259,UKF260,UKF266,UKF275,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk
COL4A4,-0.025976648126209024,-0.045712968467511834,0.05085836355548254,-0.0031437727227658983,-0.027493422035103826,-0.017888230829369873,,-0.02487016426552904,0.0005041634825397283,-0.009890216681343385,-0.005061586592547722,,0.004500759029375699
TAC1,-0.038665664314174536,-0.005976877176292379,0.06533493697473224,-0.06068621970533545,0.005105146567725789,-0.03170168871892075,,,,,0.03651399805039357,0.19235275852022302,-0.015518189296726529
RARRES2,0.004270768068483516,0.009040873076529584,-0.06633847026314835,0.08950173800380144,0.022932757024752018,0.051686407107951055,-0.06383358765346629,0.062470876503087545,0.031124442333426757,-0.06219671629549094,-0.03848986223124196,-0.06282316107730411,-0.09354513875841367
FGF7,,-0.01483675425457465,-0.026676070878973203,-0.05421447541275035,-0.01001496965548457,0.09543468290424353,0.06918615791727238,0.10772595856356525,-0.027714577807710937,0.022938887762614293,-0.00032381613522089816,0.0031062636249768226,0.11618132082980293
EFNA2,,,,,,,,,,-0.020223369272102082,,,
HBEGF,-0.027134613335146836,-0.010849578534097928,-0.03655909454161861,0.03165356836657299,-0.03685863780131,-0.008746531616909987,-0.01665380003218713,-0.05718922498948607,0.011486401707429103,0.061888934285747044,-0.0624703638301286,-0.05210396311254282,0.013075903706568557
CSF3,,-0.022606979062042155,-0.04641834905048189,,,,,,-0.013364982949506311,-0.04513664827627114,-0.004518617442449568,0.10813923007310897,-0.014545529900787939
PI3,-0.022754965802329552,-0.014124803176853199,-0.04273831128977508,,,,0.03709793880123327,,-0.0649251319294899,-0.06345369293757262,0.015845139142618956,,-0.011370565056613933
PCSK1N,0.04843528455641631,0.022214000912451137,0.027015989954839507,-0.08103400097958569,0.002844665015749936,-0.011310888592670302,0.06731383462279757,-0.04076685973250228,0.004752524217794005,-0.011350074040873655,0.06740272488195155,0.08179346893502255,0.009724477097020769
NTS,,,-0.030835071012412743,-0.03482299868849277,0.0315437165890229,,,,0.011368108343926786,-0.008118858915887787,0.047009036113641524,,
SFRP1,0.05853517967111127,0.018600833249593666,-0.015894203485407824,0.06287660072041426,0.05212860980132758,-0.03587485654020446,0.08143481311869244,-0.04644075907618572,0.05733605551049372,0.019962138581153924,0.1072388484689267,-0.0848201785122374,0.014155942087209218
CXCL13,,,0.05391404853433171,,,,,,-0.024810110178676473,-0.012174174930670774,0.011031225021536578,,0.01595395070678971
MICA,0.008008260458415179,-0.016790018975627534,-0.01475888561846034,0.09410140469153838,0.0022795218062656906,0.05778273326084997,0.06180134424132361,0.03698260216478103,0.007685584264655598,-0.011152278431119479,0.059459596765900784,0.05334522690460663,0.042353108831885415
TG,0.04723941133012084,0.047439578109555645,0.012549934579682237,0.01028624493994859,-0.02653042283256393,-0.018872412685289667,0.04384920829995764,-0.0320288247660531,-0.021637768421212063,0.10623492355367826,0.05071179943117126,,-0.027789854056148984
ADA,0.014652494007083235,0.03348886346610683,-0.04025650058724839,-0.0077639940911494315,0.04374174497147828,0.0661551638514803,0.103942627941065,0.03620384690234384,-0.048700545803879926,0.08175936707494177,-0.03594450699548477,-0.07315653743641608,0.011236437707836305
LAMC3,0.03916194661749389,-0.04131416192379922,0.011848393922974407,-0.026788484426775436,-0.028364781011100574,0.020394833861233516,0.030519261772473556,0.022164259153199372,-0.024002146588662374,0.05978440743711905,-0.010369034961818981,-0.058547733775890204,0.05828131460113268
CCL7,-0.013758080298612627,-0.012912349365383307,-0.020883393418638634,,,,,,-0.024406417831822555,,,,-0.04291294047871087
NGF,0.0068537409168080675,-0.00871871629851819,-0.02229084890310614,-0.03835673491973905,,,,0.06725073432423614,0.04868992911839382,0.12172355735939261,-0.006126055363441648,,-0.006354556817700254
TNFSF15,,-0.014378532553271914,-0.015461993620981074,-0.04657348525683878,,,,-0.02952205028898125,-0.02379351678167389,,0.06431629801258164,,-0.034407803989753814
HMGB1,0.07345027582238521,-0.019306272217544225,0.02915330623909215,0.038124750359187644,-0.03343882023554636,0.013251617812253773,-0.026986218241851035,-0.007355555301706575,-0.0464793493257842,0.019536659350565776,0.012234454213831342,-0.08412914582407366,0.08906632603764723
ITGB3BP,0.04099347471815672,0.005310027864251577,0.012951633274725005,0.08142311668855028,-0.007182580921929081,0.01742953317540191,-0.006600031756546096,-0.027494837416894173,0.06264623042831977,0.02219449064328942,-0.021923419353279558,0.061035257604134356,-0.04481236707893585
AANAT,-0.019960881367508374,0.031035331068549395,-0.01393218096871269,,-0.0003170895652911168,0.10334359062944559,0.09166097553019863,-0.02048806727052156,-0.021411315073619926,0.04680747392379814,,,0.0869528634174901
RELN,0.029232175099184736,-0.022709150275653296,-0.011856825982460217,-0.023389915166222162,-0.041508669158046026,-0.0007771684305263165,,,,,0.010814370760520832,0.0828625167788581,-0.0048462358527869434
IL15,-0.043502663703086995,-0.008285272071799474,0.03647555016226802,0.046921927125605875,-0.006371270557487407,-0.015630349204753258,0.12058785075769808,-0.034633807615070566,-0.039226406472506165,0.03619144422810589,0.008733621779995109,-0.031502603028750374,-0.010744298263325071
UTS2,,,,,,,0.03359676829075463,,0.0746330807875357,,,,
BSG,0.07631981244365982,0.08084916370570036,-0.003138445334285301,0.0992528889722469,-0.027529102429656463,-0.004443345319762504,0.06203961407812983,-0.03129170898949603,0.028537602402350516,0.01766762937118644,-0.007780488964985113,0.00883392320784554,0.0675634646822137
ADAMTS3,-0.04242394706970542,0.07570312664144245,-0.050816951160812335,-0.0006144138504427975,-0.007435216408710883,-0.025972595802781096,0.10558709105793931,-0.024532374784742298,-0.008793084688351873,0.026177742801493972,0.0076913005328016195,-0.008653614188427621,0.04941707164871769
CD34,0.019346456608456932,0.01578296173235706,0.023861652747499386,-0.013301169146719739,-0.027010901807356456,-0.03619738446670034,0.0868159993005937,-0.05305378669309323,0.04869957726192247,0.04649328256707108,-0.01494108848375276,-0.003901670778480314,-0.04063428627198171
PLAT,0.07038556251994271,-0.0007501541193195861,-0.009073037784968204,0.03588978257920177,-0.009405834384338367,0.07268627220654796,0.05914792376673973,0.09631812047569083,0.07696864908671437,0.032188053145408554,-0.029955334243072725,-0.013113508370097409,0.15857512181956418
NTF3,,,,,,,,,0.07241924898633503,0.048489619685449195,0.10842360447794688,,
LTA,,-0.016549417066858186,,,0.04059217779760635,-0.01563035113417086,,,,,,,
CKLF,0.02800222761131654,0.0016468519681895096,-0.03131991706911222,0.056641947752248484,-0.025949465869084278,0.0364822506935026,0.019708596843820727,0.014495728657088165,-0.008330522818702193,0.10711168089925956,0.06123056664478892,0.04877147857332709,0.028172416411255317
CD24,0.06006751632005436,-0.006218809867765336,0.06754193946436263,0.16324431957132043,0.06499783019956037,0.0026033022393001947,0.11322525293126708,-0.024366543014926738,0.004379748867125493,0.03222850301456029,0.04655258260932013,-0.043499209375068015,0.02473523479873436
HSP90AA1,0.006920795706750369,-0.007193315959624095,0.03571548594629586,-0.0040568785734897885,0.05119879194049555,-0.03287888754647469,-0.1684381975512365,-0.0010635593330905642,-0.013720227123600772,-0.0750171108851915,-0.010474385346625373,-0.039629702893138934,-0.014982237059048466
BMP4,-0.03287785157727498,-0.03861177669241436,-0.013351282703027932,0.10996679612319449,0.021840229294990302,-0.01331867353815036,0.255510894152504,-0.03211631173117171,0.006390313214163194,0.03289825284583588,0.03618310969567952,,-0.052644101671108584
SCGB3A1,-0.013758078922822981,,-0.016591507611536223,0.02196310358586839,,-0.01090665231867554,-0.030917715001274784,,-0.037147599718533375,-0.02791784266266716,-0.028487335488501356,,0.05730949378188298
IGFBP4,-0.05505532083683838,-0.018356864933611796,0.03100039752090743,0.052864745607435905,0.00827312137170577,0.011671270455672995,-0.03138216214401115,-0.026987412565024217,-0.061507966417163405,0.025164527070106777,0.0005273334748959384,0.029547748390400388,0.042219720607783125
RSPO4,,-0.013284114388843,-0.01914929681893659,,-0.0050407782103540355,0.041101325844667885,,,,,0.04585003347609086,,0.0828475924673789
LEFTY2,0.0592588676908239,0.05594348209070298,0.036348183087209426,0.039633815150847795,0.0466924203395873,-0.0010191733441637743,0.16374363314872195,-0.026182013611448354,-0.02071828493065538,-0.023253241187704023,-0.024405091142286086,-0.04877722933085028,0.06898552457104863
PF4,-0.014271798387719678,-0.01126577043284583,,,,,,,,0.06916111578136956,,,-0.01875106364861378
ANGPTL2,-0.003259190038419355,-0.028846224987124615,0.057554033858511384,0.09535442831709308,0.03658688747938455,0.029422110999341333,0.18236550652871242,-0.03356266794029634,-0.0051536879983312255,0.03780032302140303,-0.033692419715299245,-0.045873401870232776,0.08697164747942376
LRIG2,-0.017524685893890064,-0.024424760911019663,-0.023228387123868342,0.03915879423273904,-0.010493627442256188,0.018962866619215937,0.0504993522079162,0.023296438473429867,0.028812565843292393,0.016453972476539142,0.0953851960519208,-0.10148912945371762,0.051571490693511426
ICOSLG,-0.01644125513300321,-0.04179611357405764,-0.018031458537164407,0.11305086791698975,-0.0028950749989016043,0.03592353768546214,0.030464445433602154,0.025695127514867043,0.08595384064146518,0.01072437962078523,-0.02036987661353072,-0.062488327416098124,0.10290678354182692
WIF1,0.030770777941784906,,-0.018941441214337256,-0.07350233078173107,0.01997765797335537,-0.05219697628287857,,,,,-0.024304682688533526,0.1009922389622321,-0.03440780116607671
NPPC,0.032105615134939404,-0.0004633084686524276,0.09396904734170718,-0.004901094270212684,0.018113444449386486,-0.003119143768654417,0.09021007400190924,0.0032669863946597276,-0.03643438052462322,0.05775836912375517,-0.008886498118863337,-0.03611291093057515,-0.045063137202887835
LYZ,0.006162117727005057,0.009110482007205616,-0.05587166504398836,0.03918559543061147,-0.020377556412152924,-0.016686862830713873,-0.08685778631532641,0.08470390545001277,0.0190087876098939,0.012712359725062601,0.0028637540915169286,0.058065070965528036,-0.007930123948439526
EREG,,,-0.02694760416820283,,,,,,0.052733461643776756,-0.05889931044743285,-0.008833715813931104,,-0.021588028939454593
SPTAN1,0.032861783028590975,0.032419551500263016,-0.020361973924321854,0.036130116098798105,0.03249309927530635,0.0026112831132224356,0.13423587060003095,-0.011682078256234558,0.037518246649017,-0.006835411740242167,0.06119193448188558,0.027234496255125685,0.03328031638251167
PTH2,,,,,,,,,,,-0.014013929556065209,,
LIPC,-0.017472432494445415,-0.020245428512581955,0.04055719059229514,0.001140923314848715,0.02918076130756912,-0.02455381996530238,-0.059955685368921804,-0.02245869114944728,,,,,-0.029241161340738172
COL8A1,-0.003113664959390006,-0.014330557553563926,-0.09727919723407395,0.016031353566802412,-0.014651702887405695,0.043875766463484726,-0.00768687420055814,-0.06047150890399281,0.052124197763559615,-0.03074779549781437,0.030519043864239377,0.10400319532850959,0.05963594558397043
GSTM2,-0.010624223151074037,-0.049662327083043724,-0.004622505845845461,-0.014531944039156905,-0.028660552254002568,-0.000797792843656486,-0.11559633659166774,0.14961025929864438,0.15264291711480743,0.042798003761218464,-0.012442157669237543,0.01418795527109223,0.04837559657517841
IL4,,,,,,,-0.019195276795925358,,,,,,
SPX,-0.028258899111242936,-0.033174410652855126,-0.037183056643086715,-0.04736066065315867,-0.019178274419797046,0.08393549394374486,,0.01930835616206497,-0.024607674725142907,-0.023014959840554725,-0.019950466944254477,-0.024282372747624,-0.056063205219486996
MFGE8,0.013014238250891857,0.01100976780310199,0.013577874333825036,0.0698364421326565,0.01460535599500797,-0.022271567499308736,0.11245014965270544,-0.035616695537178486,-0.011036019528987593,0.03971972077879234,-0.03754284678641735,0.033738820854441354,-0.02677565608257197
TGFA,0.05411261546270578,0.032429274342147534,-0.0370385042216859,0.025028494842742204,0.01543291914260147,-0.016705215877950683,-0.05030535089349955,0.052982620049520084,-0.007250786731506795,0.011609489601443087,0.055375077263295706,0.09508482442699119,0.018672108708262025
SLIT2,-0.040141925896066515,0.017477358420257365,0.023834182535679108,-0.009894864608440508,-0.051128968816130695,-0.03515866638634324,0.013396359840760833,-0.0018410367040547252,0.004845905965781794,0.022101050557164034,0.033125691744991415,0.03016309512864233,0.05974552255381818
PLTP,0.012550439591279551,-0.012396306587719355,-0.050008246483680005,0.03595928520435042,0.04536232745944441,0.06572254725365528,0.04250178013424204,-0.06581955761156849,-0.0645490380960554,0.06325797275611687,-0.042636555461919044,-0.00021040889237623097,0.03637542772166487
APOD,0.052096395263739936,-0.011619242550548622,0.04576034358914973,-0.02223049732307728,0.04783116826930982,0.0028326060522539244,-0.03895965032684384,0.028634062897929635,0.017341588862259564,0.04192263514086692,-0.041838999138784534,-0.027830052303876772,-0.012393107279732949
B2M,0.05889106076925826,-0.04914305289983219,-0.02210024187810172,0.017307610805992787,0.05892039771395127,0.07640937774731943,0.03605781121764477,-0.103681884086271,-0.055115487693724506,0.12209151514138676,-0.013150549676582303,0.0717199651771651,0.09339392727602332
OMG,0.035911402064652716,-0.038073084592638674,0.050138843189043346,0.004842818137333138,0.04457829494780618,0.04578931582411873,0.16632324622727915,0.07483535130580335,-0.004307114781599199,0.10044474075740165,-0.047678418482879986,-0.012125992270305091,-0.022799780107832218
CXCL3,-0.03524377644116828,-0.013532787964708403,-0.050644709622314786,,0.02399938581435239,-0.011256683260452602,-0.07411679311305616,,-0.026682088377195767,-0.051525653890900115,-0.022930922977577383,-0.019947831933342805,0.01773346202516745
CXCL10,0.0010807168629573221,-0.0007444664237997457,-0.03796559047815836,-0.045298357073047364,0.06281572952159815,0.0010340215547567568,-0.045924181564299824,-0.011574842803164412,-0.025202757451953606,0.042880261611506904,0.008431557577912313,,0.0016359552553276572
RSPO3,0.05708015122799103,-0.013082994510054463,-0.018539659684060027,0.024630340351929243,0.02897969418485221,-0.011763017055854972,,,0.05618294514924428,0.028086764979747384,-0.01792872727807714,-0.05507383144091751,-0.020717132962158435
CORT,-0.020659857807595317,-0.029339619768342547,0.041592057722048,-0.017385953637160684,0.04635362819748938,-0.03120691896006801,,,0.06656813790732563,0.04404257797743087,-0.007263339972205289,-0.044519584522381236,
NCAN,0.0866221948141201,0.0652543067172352,-0.01598259775531968,0.020769568700126636,0.002631038472535911,0.0628002263543547,0.07449563519448085,-0.030019556378997513,-0.009281440114099848,0.08964560232199605,-0.003422556487908446,0.08008520090813716,0.0518789227804958
PRG4,-0.004441543541456388,-0.01291235137758128,-0.013274329772989885,,-0.01739099651568055,-0.013752911436744552,,,-0.026731781468177628,0.016267579102874297,-0.014672499301288715,,0.012867822125673025
ZG16B,-0.0016448481536345848,-0.014986362950913205,,,-0.002388814022397732,,,-0.02277587157735382,,,,,-0.0159965803978243
TGM2,-0.009062338885581979,-0.03774356714823723,-0.0405641324424096,-0.003076647409341956,-0.025927468022027927,0.010957736172858713,-0.016023292653788983,0.04794467002213835,0.023293977790788747,0.028415144708985884,-0.02264725563607521,0.058559924010852506,-0.009794184754371202
VEGFC,-0.02627071828856923,-0.02301326756264369,-0.020433592208321086,-0.044938397543525535,0.03942944426277604,0.08048236074197093,-0.028845344250858582,-0.005572588073272583,0.04115781961156162,0.05651279240221378,-0.035858544148525885,,-0.03664936048638376
WNT6,-0.02219835841197744,0.04824863201467813,-0.018290748447092126,0.02242185063191275,0.002714225801581486,0.09950424450551819,-0.03605065671664139,-0.0216598565440349,-0.03643438544027463,-0.03605038743485637,-0.02419469778219055,,-0.01652926687138467
NRG4,-0.01267167496731286,-0.01571492231330407,-0.018907546843842667,0.004329514957470751,0.06235100402780407,-0.016373924540280926,,,,,-0.02389720730881771,,-0.02485748213331401
PMCH,-0.014604787337762284,0.0320658123356029,,,0.013674785303478572,,,,0.09987411073582776,0.07963829250326077,-0.019878461251463565,,-0.03183358329481365
COL9A1,0.0722690855506358,-0.016413089391223358,-0.009237177440466047,0.11138461478382873,-0.02525533132049439,-0.01865769774925569,0.0806994883447762,-0.07710353253894044,0.10326497512699687,0.07455773894018904,-0.024635415454194117,,0.05791535432232872
GDF11,0.05444290737043012,-0.011369250331240753,0.001808782644327689,0.13275203217738202,0.03411494537618273,0.04378175811726312,0.04350833935700022,0.02953448268716352,0.024465816316982733,0.0034194571088118496,0.05202108648965741,0.05609052179093151,-0.02774482392145581
IL24,,,,,,,,,0.07627465191112105,-0.018240569088493173,,,-0.027789838098439067
SORBS1,-0.004696172994396126,0.037561616534298056,0.04191213293103401,-0.0093778685589344,0.0009850554239610107,0.05149217499482502,0.07533994260102164,0.02663101944959573,0.07255317844079022,0.012296207870999106,0.002634895257272328,-0.07428072557005626,0.0003992031225166684
DLL1,0.05546330181609337,0.021057528607740673,0.01293867171145892,0.08881604573221653,-0.008018618255381119,0.024938360323037735,0.15333599680747062,-0.04732482643704026,0.023343395685928386,0.06295820889230999,-0.0139025578465482,-0.0035013310316653204,0.09171466734466054
TLN1,0.023243900649437335,-0.02636984556802797,-0.018787526192617202,0.08644562220974335,0.0010574591303427893,-0.0023940342282318824,0.05263269804415079,0.01837140397024456,-0.03457659385033241,-0.021165086304576294,-0.010248740190927894,0.02600367462145347,0.046740795470174054
COL2A1,0.06501190213635495,,-0.011855990226924525,0.06467793964471762,,-0.01142784454038692,,,-0.04043431393617946,0.07916071241746915,-0.023240846000249067,,0.1345007768524649
SHH,,-0.013418053109481727,-0.030055737378980894,-0.03114635087694753,0.011443222221506287,-0.010906651365366232,-0.027068096655994373,,0.024263358427793712,0.029512015191737552,-0.002186386370364309,,0.0027461940574556466
PON2,0.1047392193515253,-0.0159463542674507,-0.02081109382686849,-0.0256868012434367,-0.028746948217692015,0.10026569103689438,0.2278833813035011,0.11884483829871981,-0.016765803899774293,0.06927286785928007,-0.06189257619761359,0.05286916581186376,0.01929541064441592
ICAM5,0.002461452132789937,0.0066397443699672196,-0.00743441732297561,-0.032665022291030674,-0.01815209935347883,-0.021300100972264126,,,0.01487671168868691,0.015579478687005049,0.03323939771359846,-0.030801618044891454,0.0719811248013783
HPX,-0.03437919090040954,-0.01388553408717246,0.009328243655815662,0.0536209316997281,-0.02814443171327567,-0.015294224503457562,0.012774345881472617,0.04348850752576627,-0.014906762271583458,0.02749042492796472,-0.04844953015068315,,-0.01392945230864377
SFRP2,-0.01829140259234844,-0.015281708379158569,,-0.0218709194956718,-0.010568425724328121,-0.021396058819318983,-0.03570134224002584,0.04781057341007016,-0.03494592278697658,0.04097886006461479,0.030234299643063012,0.04621883853456947,0.021519568847625258
CFC1,,,,-0.01563374071140011,0.024991081408835505,,,,,,,,-0.021994960548792877
CD70,0.011078944097644318,-0.01421311831791607,,,0.010477009219742215,,,,0.0336042191317861,0.003247604316552962,-0.0179021417607439,,-0.020093351568781285
HP,-0.010407168957350653,0.09427478810841071,-0.03775316631780155,,0.031745400442107836,0.016086357237966104,0.0181276873908396,-0.05251691188213366,-0.01687822753191672,0.07100669951585421,0.039226708009917864,,0.11410938403874572
CXCL2,0.023139361204034706,-0.027270232888210996,-0.020204679396388887,0.03048326614331356,-0.0024947975628631463,-0.02158688440563317,0.04923819618132768,,-0.017877129259918335,0.012614169943228974,-0.03579278252731271,-0.037297793904032914,-0.03051452406132009
NPPB,-0.01774925338076398,-0.041189445868381344,,,0.0076946893898245895,-0.014035395331202521,,,-0.04872961380549309,0.07385598520821228,-0.02971041487185028,,
CCK,0.06820787779312584,0.029587144628070855,0.05127127712033037,-0.14122162584967585,0.015701042012565152,-0.03428613353795413,,0.020798825484403954,0.08195406331189503,0.013824435943840772,0.08074185656440906,-0.02409780928226469,-0.0603066384469788
SEMA6A,0.001609676237582826,0.034760387453346996,-0.010779068359518078,0.06794398257986403,-0.01765165707828027,0.04139344868500311,0.08322225101782602,0.005222883717811337,0.0009664253860674567,0.03789390938279744,-0.01175692107041919,-0.018635861897223476,0.10276678680810007
IRAK4,0.02130697454481898,0.024716205798589515,0.013345724427675393,0.031100331065376085,-0.012664299661646616,-0.0073013523935972794,0.007082936995421207,0.01759779035555143,-0.016557137099370633,-0.00879847273301333,-0.007760460994556594,0.062354865741403115,0.020006537040119187
GSTP1,0.057175721811714916,-0.04181777174028089,-0.01083739258625804,0.0579929637471386,0.002504745924138191,0.04429380999099074,0.04161882826629429,0.06266202115372023,0.08948558551142578,0.06773228400124742,0.008824567593908086,0.07805732409171036,0.07530205957191217
VCAM1,0.007332195174163623,0.04275327772458497,-0.06033758876015441,-5.774994707009332e-05,0.035990218173216064,0.011350297011964657,0.027462818525594387,0.04649326392142619,0.040620767949307544,-0.0070881192605699505,0.05710912784057542,-0.08008277415027537,0.00031607409921506483
NXPH3,-0.02817524897167711,-0.031879190094922974,0.007885584087174847,0.07014076172503417,-0.007189823296848165,0.022426987262045346,0.06560253209994087,0.021379033254746584,0.004053747832732834,0.03380328771468698,0.014100484069833923,0.014349359287997285,0.04298649333933422
MTMR4,0.010541847343900087,-0.03230618998201559,-0.023652919622848215,0.04330230447629494,0.019140288214675595,-0.021397733810013714,0.05874765984648211,0.039252902383637246,0.0244820836005501,-0.0195965079261745,0.007089510475259095,-0.06298199816723969,0.07617972741897906
LAMC2,-0.013931307985800173,0.021476740368941576,,-0.012153075503524182,-0.025330167739138185,,,,0.016743302481453,-0.006936051073655989,-0.01929514724348755,,0.017491502284307948
IL10,0.019697120051963442,0.022976601787503572,-0.03675184047738953,,0.003682755143904637,-0.01256367424277226,-0.012605800141752147,-0.020450401596686478,-0.00816721894169274,0.044661263813624855,0.06216563471358019,,0.07144001996867376
SEMA4D,0.022457155140795975,0.022661693324633622,-0.06459416449809292,0.06103860620972283,0.02422869269572815,-0.03220679605643817,0.014803186780253372,0.11461680120441993,0.0489178517029119,0.059304182722329714,0.012383931855695187,0.10041755455149964,0.027390915433414983
TRH,-0.05250672912288107,0.045222413181326006,-0.011667193262073784,0.04648094701055975,-0.012128293975015934,0.020670851238551606,-0.07968965974581202,,0.01567634794860932,-0.0025639780664374564,0.02337150341591332,-0.03314013552644876,0.12634873867925372
SEMA6D,-0.012801660078284639,0.06471837684928076,-0.024165014944109508,0.09425678396790876,0.029564741632817606,0.05986927533881535,0.010939304520402177,-0.02610293583499726,-0.09210274438865364,0.040219997776125345,0.01212230512313442,0.06825126353984824,0.10859242453322808
CEL,,,-0.02301815697363961,,,,-0.07341025056611607,0.014724863077180102,0.0021723840579912336,0.02445093177239351,0.04563512823498445,,0.07134056922492742
PDCD1LG2,-0.03885857047171564,-0.029565130441464103,-0.025940992957086004,-0.010601893812558522,0.028073335509278437,0.009947585566907493,-0.0005906233811492473,0.02018081494240612,-0.0025954512385093723,0.017993986566073834,0.012472887196192899,,-0.009164410018698102
SPINT1,-0.014886705273062047,-0.004570354008654332,-0.03111990665686847,-0.004964096164390373,-0.018765520475829457,-0.0184407690616055,-0.04846008718707561,-0.027396120922567397,0.0849882622075305,0.08872416782577487,0.0681062578114944,,-0.007247663738525876
CTHRC1,-0.03304095968888644,0.007338921136702462,0.052367692619571415,0.07683437811286951,0.055522100443189976,-0.012821934375487256,0.09187123223585861,0.020742174320524547,-0.0854621769471157,0.028236096872657986,-0.010678998423129811,,0.010265494299639308
PODXL,-0.023071161771421038,0.01609623718314296,-0.029584446808744617,0.045734806404728705,-0.010633776728624894,0.029486152965243324,0.09637013028450153,0.020488574301310167,-0.024167691060593684,0.0617254412764152,0.007308791353380878,0.0025314343289835448,0.15839130541237187
