,UKF255,UKF313,ZH8811Abulk,ZH881T1,ZH916T1
LYZ,0.06438037252290776,0.027211104927761232,0.07260863256308495,0.013787050141241522,0.05144669688839027
EREG,-0.012254104051650663,-0.01931095297618929,-0.02794088305979502,-0.022992821218250543,-0.036570063370248845
SPTAN1,0.05476232948168439,0.023609470392090524,0.04250773234584872,0.030535575521402517,0.010685487918608655
PTH2,,,,-0.01702867977807636,
LIPC,,0.12235747325226118,,,-0.03061676147567452
COL8A1,-0.03634815522002281,-0.013664152453932875,0.0026486804780688675,0.00029581104505743504,0.07512065698986183
GSTM2,0.03703064159915714,-0.02425330683526431,0.0012126942243428731,0.06887733952803711,-0.01769932740321356
SPX,,,-0.02337002772163804,-0.0019440246965402672,-0.0032004233737621215
MFGE8,0.005160710954207816,-0.0012045484058333228,-0.020745387102072032,0.04324406563635058,0.015179984158141518
TGFA,0.11756863680770531,0.0027021560931799306,-0.02030161159290287,0.04721245716584182,0.004548313177251311
SLIT2,-0.023129791522958843,0.03309358851946026,0.00617803905700384,0.029184509811840766,0.009225323912556685
PLTP,0.03882019111570992,0.0469198031867318,0.06019128382256299,0.037383766387647094,0.02212961152302514
APOD,0.06530697518245976,-0.04183522853938429,-0.049394931460648134,0.02586767347120809,0.017783830902909636
B2M,0.1017056560435588,0.03497921283508147,0.05641257080167856,0.014625564780664978,-0.029126607792087693
OMG,0.07571379542348142,-0.012229732621739807,0.03012072899403398,-0.044857881873074594,0.018259855975400637
CXCL3,-0.05481583631531704,0.03683263652020467,-0.03640277151641724,-0.005039454590518734,-0.06280392216782318
CXCL10,,0.030495797526244924,-0.023935180665895072,0.004003413633820506,-0.013528400517279235
RSPO3,-0.029113035665782744,,0.030102447229260684,0.06445006399590959,-0.017257003988182744
CORT,0.08536746204497152,,-0.026430072105864615,-0.03070223024240687,
NCAN,0.04387877874783474,,0.04596644719017355,0.029387143366258486,0.005987056993533709
PRG4,0.01522529390262337,,-0.025387302170479787,0.09327043427140795,0.004708537848882707
ZG16B,,-0.021785424895451634,,,-0.02151762677654494
TGM2,-0.04157789240327256,-0.02723781894350739,-0.05312944743207521,0.054545184438719904,0.0013427527809873167
VEGFC,-0.04328861357414586,0.0012866842539304034,0.028466584961183972,0.03289984579224887,-0.008483979451981462
WNT6,-0.03477002139709295,-0.02436055819011992,-0.03460191209736979,-0.024500050654168735,0.03894924031928062
NRG4,-0.021821785215377244,,,0.05169867104082154,-0.017257005922281167
PMCH,,,0.04931965974603343,0.012041244508410353,-0.01382780036146144
COL9A1,0.04754730261381986,,0.07678444935938426,-0.054002091874374235,0.10717754724781793
GDF11,0.10271580347859333,-0.010734161527400527,0.061819501800786644,0.012036486276510583,0.05753707535307147
RAET1E,,,,,0.06641158435442024
IL24,,-0.013737814359761655,-0.017565581346712707,,
SORBS1,0.049370804787735784,-0.04140306985459965,0.039858131887546604,0.022297699185814927,0.060262017714847814
DLL1,0.018557140329645217,0.01386209082337908,0.014695351254122057,0.015928443090085845,0.0008369860057923102
TLN1,-0.03636141001242771,0.06791017880456113,-0.029146216116475786,0.03225472273332904,-0.031960702978531805
COL2A1,,,-0.016278969949993883,-0.004203272298979389,0.09593628117204439
SHH,,,0.0046831407882502825,0.040887092999071374,0.019525358666391296
PON2,0.08510375230501134,0.07146334917237188,0.03147379872770071,0.002519655488867042,0.07444838102185124
ICAM5,-0.031118957358690365,-0.01300452923924556,-0.028800020397435292,0.01540572198599313,0.020795535254847397
HPX,-0.010880670962414872,0.03777714585075227,0.03142835593573014,0.059352332901596125,0.014810168355941396
SFRP2,,-0.013558009304472431,0.049986215366060384,0.021317067508842855,-0.015332912659946489
CD70,,-0.010210528673392517,0.00919379288748039,-0.035499834780790974,0.09950053441842509
HP,0.07173901289518389,,0.04754687604112797,0.006112007811772883,-0.025814593386994655
CXCL2,-0.054027523224762626,0.02514661453086922,-0.01410529379973013,-0.054225714519660455,-0.03238576309838785
NPPB,-0.03599243759879347,,-0.02569484281380711,-0.02097761262553415,-0.017505310591601028
CCK,0.18047421353227644,,-0.006817072743009729,0.05210563472092857,0.049546984452609445
SEMA6A,0.10852730204535117,-0.030488487733712565,0.08433615490487768,-0.04859359627953102,-0.007454258232698718
IRAK4,0.03411605663091121,-0.025770528983288552,0.02803002834936084,-0.00995949967024302,0.06809033887297071
GSTP1,0.08388031833729702,0.004174198378557515,0.0350439617871494,0.0349081786717213,0.03633662640547942
VCAM1,0.09690291219974388,-0.02524210572818637,-0.05792813986650685,0.03348432323450503,0.08815312336976165
NXPH3,0.011369014627870917,-0.025923730530474025,0.07802070290489777,0.03661853855628059,0.09404936768144825
MTMR4,0.03572206895010148,0.02458154626276316,0.0655499538221319,0.017178166910681646,0.007918038203528835
LAMC2,,-0.01995480079015419,-0.021595279889119367,0.0934304676989783,-0.020953041707855644
IL10,-0.03038040021053002,-0.03241421931810962,0.019920928961998725,0.010553157206240605,-0.014305508197927055
SEMA4D,0.04186763383289478,-0.026357805418909978,0.05767655105335422,-0.04146916709221842,0.052006733993309184
TRH,-0.02248465743898006,,0.002605010155843971,0.024277380455937834,0.09009755835818159
SEMA6D,0.07151616332205414,-0.018512138069041117,0.016403951221101668,-0.005343928814586386,0.019788642518740452
CEL,0.1441446757331847,,0.006004377021197129,0.0827666672815574,0.043569821331253006
PDCD1LG2,-0.030380384467676613,-0.015059737099487078,-0.03042778270744161,0.01457963627720858,-0.014197603919505076
SPINT1,0.005508294563767574,-0.006433611587052141,0.02133343747317632,-0.005052401229326398,0.050812756835257746
CTHRC1,-0.02641780802689262,-0.012798641194897284,0.026430771989054826,0.03334136900665251,-0.02499035502641764
PODXL,0.030989520688035826,-0.01955750212607472,0.08040932721571728,0.01842131016027079,-0.030735081680647484
JAM3,0.048993371613318244,0.05966204368687469,0.0867764474366477,0.02201679192192019,-0.01527038029605759
TGFB2,0.02399121730245623,-0.02792136992848374,0.055183444118382545,0.04104633613924213,0.04201465929453989
COL18A1,0.14879588134891597,0.04191757376683868,-0.06509043079031107,0.04129959329251131,-0.014472458860999423
NODAL,,,-0.009953536413118037,-0.015579736038647674,-0.026834129237413736
INHBB,-0.0046723056667655576,0.05914143347388732,0.00475119475040112,0.02569983232457064,0.052374290029250654
LCN1,,,0.039011218127301316,,-0.019827788752094278
ARF4,-0.03530516655710859,-0.03794491569898929,0.009966496037839345,0.0033074125208345418,-0.01977610950445841
CXCL14,-0.013105597138230417,0.07790297120390872,0.1101725684643451,-0.006819149771560406,0.06957859854094191
LIF,-0.06497343548750749,-0.030323926400551735,0.05147664873869154,0.007775846602551742,-0.023735358897780567
IL17B,0.02334113779261437,-0.009778898419056749,-0.02430541734912153,-0.0003360011895196916,0.019600219129555622
MMP1,-0.04429364225201723,0.0034260094207128975,-0.0384006671844037,-0.014035570640783337,0.011885867923660667
MATN1,-0.03591917820710512,-0.0137378163399071,0.04167498663034425,-0.01997589065660745,-0.023846449895420504
ADAM28,-0.024131668892390806,-0.01626168289794712,-0.006418550882928037,0.04572503804732828,0.07657365542691538
TCN2,0.025472969839932996,0.0039722472447350525,0.05855888270662622,0.01982194297508479,0.03286137859000991
THPO,,,,0.024698702255613107,0.12011922539053904
CUBN,-0.005147952634371383,0.06010955117974234,0.06099244161238557,0.008867882898205266,0.0008699347163229349
TIMP3,0.030784853577002128,-0.05611628205991441,-0.09266117014608986,0.020295816115108858,0.021439064228360723
PIGF,0.04299961470049312,-0.012452284506304088,0.040319247053311844,0.0019521987478485089,0.06187005776840205
CRH,,,0.0017149586851671263,-0.025313673428434637,-0.029402073013684332
BDNF,0.015518161245541612,0.015766079201974714,0.04242792377019898,-0.004996691948342029,0.06669781456844177
CCL5,,0.017705644332424744,0.004618460594430711,0.09156127121337149,0.04262075911003953
GAD1,0.04772831733080769,0.018247945868682995,-0.04445836587138423,0.031559968256133115,0.07278659579567243
COL14A1,0.11724684940796568,0.053334297020062635,-0.022180195859948567,0.019523505340595677,0.06039536325608678
HLA-A,0.05200762055057112,-0.025955079545750295,-0.007116774698806625,0.017354777123223884,-0.053931302679111816
FGF18,-0.022484632330101763,-0.0142644018941396,-0.02873482524177484,-0.02425446480759873,0.1331959354638528
ADM,-0.08685224532529982,-0.009906028069582271,-0.035985843925979755,0.028557174942334156,-0.03737528858378655
CCL15,,,,,-0.017005256574545713
GNAI2,0.0016628139608113955,-0.01227979451109126,-0.002932223538307553,0.012597683516745945,-0.015412195312127749
HDC,,,,,0.07999100785080027
COL11A1,-0.060785884851755054,-0.019076594896534634,-0.046853188409118035,-0.0218071783259862,-0.007949342585288148
NUCB2,0.02170677833791828,0.01697615013478798,-0.04533318447919984,-0.0023126434074188596,0.011469918674942813
CXCL1,-0.022155526821712453,0.04312671378616605,-0.02266037267733927,-0.031012058053094753,-0.001055220580474708
VCAN,0.07922365058211452,0.04708414050692412,0.0446341650106582,-0.010129984257479614,-0.08290517558663714
MMP7,,-0.01382726569208281,0.03346191849758735,0.02221094254034412,-0.029347923706501664
PTPN6,0.02650584716066397,0.017317131781553023,-0.02033041176893711,0.04742321817343777,0.07116441638965111
PTGS2,-0.1095702843261428,-0.01357360678254001,-0.03711359795129384,-0.005348793018361513,-0.017597803449730297
XCL1,,-0.009660527913533433,,,
CD58,0.09672004575336723,0.0016996924925972764,0.03089077850169108,-0.004768877187799741,0.011947755501145935
TNFSF14,0.12237011358476575,,0.12957478562139954,-0.020266627402505254,0.06547329006386782
CNTN4,-0.005832261171332537,,0.06036096769499322,-0.0035008362770805775,-0.00018500217377664444
INSL3,,,-0.008680610981915509,0.09133534825920754,0.012413813760060967
BTLA,,,,,-0.022514515497046497
MFNG,0.0693946215770626,0.033320781138268744,0.03511185238011601,0.031117306267126783,0.015082406600815609
ICAM1,-0.01685510335929312,-0.00652025961001102,0.03802155617767362,0.05799802372923949,0.006529684347040533
PROS1,0.018518572631438388,0.00344937766217336,-0.018913139097735183,0.013388219445303825,0.016203148575716565
CLCF1,0.008058634461520957,0.16377355524371606,0.027544157660913025,-0.014095257412258439,-0.03307640070355504
PSAP,0.10329680462978258,-0.008890430450588455,0.005999163692406383,0.0453563046877668,0.061516318192049294
EFEMP1,0.09016578571302909,0.01147910856569705,0.08900252749627136,0.027661182199321486,0.004045092342407452
C1QTNF1,-0.030011046298059844,0.01669840686777461,0.017215732696555762,0.03206271932272636,-0.050969769529171594
ALB,,-0.013004533514630018,0.09859574557361862,-0.022974740893424894,-0.02632868885494577
CCL13,,0.005594592535483234,-0.017063479156506415,-0.022733231761571132,
EFNA3,0.015756030112770623,0.013864992059445429,-0.031971605914449905,0.03892340275255576,-0.0016488949917190018
DRAXIN,-0.06555533524195156,0.0011152973401009482,0.01845296366227978,0.022680388501410298,0.020788432164351316
RAET1L,,,,-0.024622060253344527,
NPTX2,0.05353233187531123,-0.01698704190563003,-0.01919386470664987,0.07867526626187961,0.01759773780158695
FGF11,-0.024082923435429105,-0.007086102607096578,0.04154793321625922,0.01720426216231846,0.02511886954157416
CD59,0.07323886280739826,-0.04017558617354375,0.0015132079298971002,0.04651662417316938,0.004353010854159144
COL9A2,0.07706690022272111,0.06499075679664339,-0.03703803273463852,-0.053126998067131566,0.08071347934409907
DLL3,0.07228009300385924,0.006707728387038438,0.01882788998601894,-0.02467905511769396,0.04776569630268347
FGF5,,-0.019470395755382213,,,0.024050363502750444
LIN7C,-0.015146127695766025,-0.04671563483072674,0.04712322327864187,-0.007231773226329222,0.029116862866771325
GDF7,,,,0.07295207840445164,0.01881309306023977
PSPN,0.013917567572575737,-0.027456045233799325,-0.02111495673722656,0.04984572372154403,0.07500346047285408
ANGPT1,-0.026417806470158716,0.009012068313022063,-0.02299589963105671,-0.00036350676909208406,0.10396237722568259
PNOC,0.0909386871359135,-0.013004533514630018,,-0.019532477195152026,0.028713655108193674
L1CAM,-0.0023430576436243235,0.02685578248511433,0.050966508795527145,0.06352275056867016,-0.0012409764418523147
APOA1,0.10461923619830849,0.012996363983817566,-0.012485688048407667,0.004460392225338457,0.041874635232585944
PSEN1,-0.03019642087748472,0.007288762681796149,-0.027022616240434918,0.0424689417079306,0.0001050322440717777
CALM2,0.057595075552979574,0.011156832087190316,0.06397961557591299,0.015534533555322333,0.061119592585367755
CLEC2B,-0.06684417712274084,-0.025739633917353778,-0.016345077425106866,0.01359088802225029,0.07653149178806136
NTNG1,,0.052842581833208196,0.04446342786342942,-0.023177871237467347,-0.0062966603732444145
LRIG1,0.0846149330776642,-0.0029376911350738064,0.05906504012023008,-0.02543204580715887,0.03729293326199799
CPAMD8,,,,,0.04378473692871716
GHRL,,,,-0.017821542347687163,0.005007168662046993
NPY,-0.020790531590903168,,0.03957948458731862,0.03691477879262113,-0.029402064794014467
MMP2,0.039561833550753635,-0.012118100948978286,-0.044992445950632266,0.019147665019698175,0.014172685299842773
PPY,,-0.012028613598716032,-0.05327873904996042,0.05633718236252523,-0.02785455374567898
ALKAL2,,-0.018292594563918005,-0.03261637858897176,0.001302252016524893,0.004352941926546747
CSF1,0.060704355263386425,-0.0008295589589704078,0.003659529905838454,0.03943264007937047,0.021514967276309645
SEMA4C,0.09874445758292856,-0.0414700938607381,0.016736662936930612,0.018568087965045842,0.017297992320875352
BMP8A,,,,,-0.02089869136032629
ICAM2,0.11732360677364446,0.0002033162542855763,-0.016338497694017448,0.05928781282334314,-0.008449878287553824
SYTL3,-0.016919062043220783,0.01405486777560674,-0.031444055860654546,0.0658197330267413,-0.00817172664474402
IL1A,0.008629848140648209,,0.04048240842066172,0.04866391728962238,0.013036522463776531
HLA-G,,,0.009844923920144048,-0.004450311725471509,
PGF,0.048188498097182016,-0.03650247694012791,-0.0431838297613016,0.0694241455459835,0.02486178413158395
LGALS8,0.013484321668453111,0.05864979331807303,-0.015579195978149982,-0.00599784012807442,0.03046869028143259
DKK3,0.06835518515684524,-0.012401862388821273,-0.004678410835757413,-5.926427779730337e-05,0.06845192874681161
COL16A1,0.08596895815259817,0.035175329253096695,-0.04615710742743901,0.02867658681328722,0.039932832027551386
TPH1,-0.030874486777342277,,0.0008554143809756389,0.05569291761339547,0.032206337568585375
TNC,0.07558881849456678,-0.030046043947626114,0.07997970352339796,0.051325071159705804,0.004173703709478783
TNFSF9,0.024700617545349256,-0.013744652635995783,0.00994919034101488,-0.025462128561680744,0.030498796815103445
C4A,,-0.014264409635027467,-0.01899704166156134,0.07217854355418139,0.031448880987321404
CNTN2,0.03790388972626288,0.010434711256313138,0.08199377775918228,0.011260095537520078,-0.006567720296661537
F7,,0.19677249282309903,-0.023935175675406137,-0.016475585127032528,
LUM,0.020560677975581327,-0.037446202192607976,-0.02064452768078159,0.013568937804791414,-0.0077827123533381675
BTC,,,-0.01731625812905608,-0.01594374172118321,0.06663894026768959
APOC1,0.07217087347070718,0.04089736891029857,0.07428278427583239,-0.027648293268462392,0.11841347441331046
PKM,-0.0544511739255401,-0.013933802098284761,-0.00370806315509238,-0.012410271820394654,-0.05956063638593403
TNF,,-0.018512139573038208,-0.016807137592142186,,0.029111161195434682
GNAS,-0.056799040148779796,-0.045205208379746405,-0.011436250611285134,-0.02548572797277557,-0.013070559626386717
BMP8B,0.021013800478165694,0.03734828547368543,-0.012254035125612467,0.005498506091208979,0.023576889881992056
LIPH,-0.022155524492386596,,-0.017063485432038963,-0.026163957896719613,0.00874802645979241
CCL28,,,,,-0.01622787903093593
PTPN11,0.04153710808598717,0.048944625003308616,0.01857550025367294,-0.00404296492729046,-0.04068679391041521
ADAM12,0.056107126497241554,-0.007829283846754654,0.02904240814214027,-0.009408109963605143,-0.011756280070969707
EPO,,-0.011824225343104204,0.07481591088747927,-0.01576272069629577,-0.017257000684099435
EDN3,-0.026134569533057022,,-0.03305865066298539,0.033043240555869914,0.021830759344204885
CCL22,,,-0.02097353191194121,-0.013831101217409544,0.036790073461288327
CCL2,0.030340408550509332,0.06862440424432026,0.05744515026066657,0.03476799126523092,-0.057490288935043966
DSCAM,0.05889063666728408,-0.01739609285017385,-0.06356791601869763,-0.03984795459616167,0.017037048790507672
ANG,-0.08297279531469397,-0.028207080382936515,-0.03400161481437745,-0.0338707679127784,0.04093276466215742
FBLN2,0.03698130225295196,-0.01854033943024169,-0.07577942795269173,0.043694850739719154,0.01185865305333589
VTN,-0.025848525892212173,,-0.021182636600367045,0.05379643406137325,0.04687562649647286
VEGFA,-0.11959165458169903,-0.048849737466020164,-0.03953566921109141,-0.014973493604038556,-0.10146620684016348
F10,,-0.02796940778919587,,0.072918113686671,-0.03046714382740902
SERPINA1,0.05856155179864328,-0.01751418259303326,0.03506099434835366,0.008204494791151117,0.043130181601492366
VWF,0.0592702615950536,0.04610316865504707,-0.010470111367761426,0.04083018556724239,0.019134555409343928
GDNF,-0.013102320187293112,-0.03928997124448695,-0.046719900634125,-0.02207259290730767,
VASP,-0.023108229805771652,-0.01184026606880977,0.009236049894195374,0.030684906737666846,-0.021791530557082706
ADAM15,0.08151798977601057,-0.04111144113467603,0.04668494707751536,0.010936096660299805,0.01139458934189272
WNT2,-0.02519909857269872,,-0.0229863384064531,0.07820470546266481,0.04185747410809821
CALCB,-0.03944231919594621,,-0.02011725042108091,0.005935167647222719,
OLFM2,0.03187390223987867,0.0454435660720423,-0.014408890985951394,0.0017249719069971177,0.04656263436029941
MFAP2,,0.029010930896200368,-0.06277421526988673,0.039441885331681976,0.03811436373764064
HLA-C,0.10155185406346157,0.0413404493639735,0.10026162159304337,0.008974368849606925,0.039149937142803626
THBS1,-0.057396828810948174,0.05216797657459354,0.03842039845822252,0.028085343152385325,-0.06987441852618548
HSPA4,0.039455177194186015,0.02511377876614326,0.018490142178102298,0.00587778171380986,0.02130043962886187
LMAN1,-0.08859441722951827,0.010313616918506357,0.0016577465266149208,0.04225805245467014,-0.010277735049550245
LYPD3,-0.030380400710303547,-0.016150940079507396,0.030384100295219336,-0.025105017526016342,-0.0357872225041051
APOE,0.1401159962993012,-0.0012960968876768561,-0.004808086250310952,-0.022521026986047712,0.0983692194117443
SOSTDC1,,,-0.004438222871780699,0.03403264031713086,-0.02877854262020133
ANXA1,0.010817599228103795,0.07013839242534109,0.02243991642869663,0.01986460649511844,0.030998111522969368
WNT2B,-0.01280974708576005,-0.020332441050925486,-0.013176379001498945,0.09349218708079662,-0.0168186592042431
AMH,0.04331608718189397,-0.02902908547117994,-0.0368657947051532,-0.050561714694018926,0.021700961939373084
GDF10,,,-0.02857549851586984,-0.0005884793320201097,-0.02689761990767702
EFNB3,-0.013758693170061427,-0.009888116178453353,-0.009010828637178182,0.02885102268149479,0.006287022723855832
LTB,,-0.023381517801130264,0.04523786997227793,-0.01137880950996391,0.030649036372076388
ANGPT2,0.006722806537251993,0.027711708386344038,-0.033650087320717254,0.04112294852744323,-0.010051151299020398
NRTN,,,,-0.014035571752314738,
ADAM17,0.01271747577822515,-0.047114403994687776,0.035292855577725255,0.038466693897415555,0.0070687465643221046
LRPAP1,0.07469606218224904,0.06232146993123421,0.04601586977048088,-0.039762842982247325,0.05363651737802167
NID1,-0.014910175967729788,0.008325016405280597,-0.036386477753714404,0.031161514092697663,-0.0077421031045050515
MST1,-0.007220256325006383,-0.045048900265234795,0.01144659095083565,0.0362590334917535,0.045550566178341384
CCL14,,-0.018238920994593302,,,
DCN,0.10478912252275839,-0.04737531456754025,-0.061840691320135595,0.04062876520375857,0.02156672872008772
IGFL2,,,,,-0.045595882866781234
COL7A1,0.029711578352706755,-0.0045180502903257105,0.031227570047736117,0.06528052281297725,0.06854810552097744
CALR,-0.014149058290665328,-0.020834642368222092,0.033117899054363555,0.02311319229624655,-0.02038143910251222
PIGA,-0.013888059376617598,-0.034668822982002086,-0.0005607178070302899,0.039492645182782685,0.056180195077206785
CD200,0.035120806729644974,0.03037700748478182,0.01146752066016477,0.045629631424979264,0.02890013856043922
GRP,,,,-0.015394728092963925,0.162274114967634
CDH1,,,0.04631285377547708,0.026560346999042004,0.0040023296003496266
LPL,0.005753920882380172,-0.01230438205974031,0.01799687722546706,0.009817705833817936,0.030626839925377833
SEMA5A,0.08133385360000875,0.027935058691018415,0.013914297393399652,-0.0021305095873869456,0.026220092626467007
SEMA7A,0.001554076919577435,-0.006979848749996417,-0.038673863068719005,0.038449002931692525,0.06459658893004792
SEMA4G,-0.0029312936350179924,-0.03475268371510209,0.019004042301728447,0.04103446557630923,0.01663402382214882
SEMA3B,0.04513804194773661,0.04930827719791517,-0.07082200164792295,0.006952987505355697,0.06809466870654808
RPH3A,0.004988954408744724,,0.0011811610353661586,0.018287810267363553,-0.041497592717579385
JAG2,-0.05256705879828085,0.030635230852056192,0.008591973000197088,0.06532645000606206,0.0382295749245609
CGN,0.08951309204040897,,0.019772876709897275,0.07619920726849605,-0.022675163533120435
GDF15,-0.06584642246422537,-0.015932072510823687,-0.07673335772255524,0.04852364797628388,0.04242728367096292
SEMA4F,0.02734733614998904,-0.034575075573419246,0.011564511919671538,-0.005541462443122498,0.031211523754392543
NXPH1,0.05639973398367392,,0.06284927619171961,-0.018883700507484266,0.05032246618533559
ARF1,-0.12995711570169907,-0.012689207585265368,-0.05000193744031161,-0.009200622059285532,-0.02553688182684048
DSC3,,0.0504909572969739,,,-0.017257005922281167
EBI3,0.02190277613961433,0.025562643189237767,0.029309984340823863,0.05371747162416912,0.11477918000372905
TIMP1,0.001895919255795498,0.020828258763194624,-0.051169681732051116,0.005408783288447929,-0.07634414866780338
SEMA3C,0.08417709892087513,-0.012919298149221953,-0.007019307137303317,0.005162140392063909,-0.011261856460047534
GNRH2,,,,,-0.01870031784415532
GAS6,0.038022136918871095,0.009934712157747137,-0.002641479882330253,0.024383291826034034,0.04508954672821435
MEPE,0.03659651162366252,,-0.01870046568653296,-0.023756758383840882,-0.023846453184340092
SERPINE1,-0.04537939833337049,0.005077177010937776,-0.03738197725323019,0.03390614382837005,-0.11794112589717318
RSPO2,-0.022484653992658445,,0.04354677031838816,-0.03200165592823836,0.008885164756147819
SHBG,,,0.03486197554139469,0.12876309565046384,0.015378188009334682
