,UKF248,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
BMP4,-0.03272884739985357,-0.005897261570665078,-0.02091380921140943,-0.056745110587772304,0.006174091908532993,0.04548292180072815,0.07224360081656471,0.017270934892001173
SCGB3A1,-0.021546137145610846,-0.01764888356623567,0.020367107779868335,-0.036780912750398,0.07686612221007622,-0.017711086661011646,0.041081892292029715,0.03860752124669833
IGFBP4,-0.024222603308495457,0.024799494555468243,-0.0029451651781376496,0.05164885301156807,0.013767460612283382,0.03252207354745241,0.1236250093878276,0.08116213772311577
RSPO4,,0.038220774345819275,,,,0.07404277658665627,-0.004833440163774687,-0.02626638894986497
LEFTY2,0.07521119016879053,0.025251808957856392,0.09178491322172376,-0.020513773060608594,-0.028667811764680275,-0.003412225936713312,0.17347118224668293,0.02903728512615486
PF4,-0.02235065862765239,,,,-0.022852295699429016,,0.04306568378742297,-0.02057594873987775
ANGPTL2,0.005122693996543678,0.07760345959314714,0.07186677411981593,0.010609168483239029,-0.009667758942242286,0.064967454447638,0.10890466774464937,0.09679019318269101
LRIG2,0.009931080397696253,0.046463237014920354,0.029113363871642844,0.0640696556539733,0.010210700309100608,0.0529331817825759,0.04390401091760118,-0.03895913604618234
ICOSLG,0.0004080075595338668,0.010496214485207886,0.16237821810250253,0.06989315688056683,0.08598543474680491,0.05690244740402479,0.11636528025354581,0.026177977343230904
WIF1,-0.04021638239105421,-0.04618500898383103,,,,-0.02771696107229999,,0.05554482577423044
NPPC,-0.03901058697930149,0.06883639433269254,-0.02094733638689832,0.030782653215553877,0.03250319702918522,0.06127856701888075,,-0.0016365512551241687
LYZ,0.07377486144816858,5.020289240114541e-05,0.0603236659392926,0.06517278716349408,0.04494679019660222,0.009057322076767876,0.024881113740454524,0.07862163806953738
EREG,,,,0.009711537601035667,0.026714759744865545,-0.006274227289962986,0.04688629240411498,-0.02368901227030144
SPTAN1,-0.14508743240703728,0.011892997649999022,0.01705928104355135,0.0008491678648179002,-0.0080732931461375,-0.003638428053278998,-0.1028376921044813,-0.012480980508813662
PTH2,,,,,,0.01059448985206911,,
LIPC,-0.014418781357303236,-0.021723098667773402,-0.022212505982631643,,,,-0.02079319598730587,0.07749454372265546
COL8A1,0.13674019191360318,0.010912701862002128,0.033156153694262495,-0.032482606754289454,-0.0576622553394211,-0.03600568131034372,0.07942685254659315,-0.0271659301427017
GSTM2,-0.02676259846976351,0.10893259000403753,-0.04361282045813587,-0.05814112741227486,0.059723226506803874,0.013958979598838024,-0.04782349361131592,0.09231544245247032
SPX,-0.011879846971304718,-0.043379302317166045,-0.02776971265254494,0.05068008333970368,0.08824283882194484,-0.03158168183601607,-0.05098615449584208,-0.04307717731454491
MFGE8,0.01811157946001351,0.05129487625419352,-0.02397152468977155,-0.05523287016937544,-0.013502934643422011,-0.0036578970245473657,0.13105943400909076,0.05128395375252342
TGFA,-0.07820852756323292,-0.0004232149555446362,0.08079742411848942,0.02925581625621846,-0.004677536463084089,0.01847536370012263,0.0037121518245260628,0.014859782595408983
SLIT2,0.07008350900994711,0.004301595080458157,0.08255143459950419,0.039543650950822386,0.011054586546224657,0.043342181926662456,0.06405053854954729,-0.00907121853367062
PLTP,-0.0007580716276882858,0.0018819354369001401,0.006661274003518036,0.0537180746220461,0.04501060228897538,-0.0037548541326937373,-0.059614369496125155,0.019039580510397832
APOD,-0.10262018094786214,-0.03560776753498597,-0.06820764253731457,-0.08850679743567194,-0.05417561469515216,0.10795489865795166,-0.17833064784023664,0.027440009442607327
B2M,0.08905109987037423,0.06706106458826287,0.12556506415514,0.0713427604442166,0.08084329228149899,-0.0499973432817759,0.051783943362962506,0.08938437905557281
OMG,-0.1552741168184599,-0.02771115968190701,-0.03948088814206545,-0.0253075728965036,0.014880430452372974,-0.036182646069896,-0.008410958398374304,-0.01209742170866639
CXCL3,0.10014693522116327,-0.01821529525292941,-0.021588330801685013,0.04240049781873459,0.08110768644972209,-0.04243060943977836,-0.042730136683617886,0.015716844730293326
CXCL10,-0.01945152206962088,0.018319467948679096,0.03039771483267309,0.08430037329213258,-0.0029325184038527536,0.02361062283185977,-0.0765911235325228,-0.047659132798048835
RSPO3,0.02047932005133093,-0.019034632473884466,,-0.046317681091437864,0.0682067836524051,0.02243739059496606,-0.023371270070742425,0.004718883960420152
CORT,-0.013917193802367245,0.08486047652034502,,-0.027555065208967576,-0.023913765956295806,-0.0422370114915028,,
NCAN,-0.15577896067466085,0.023506533751110063,-0.03815746324394303,-0.0479210348170055,-0.027748945303060667,-0.011779368121744963,-0.11550548142477515,0.035066078261050244
PRG4,0.07729232573004782,0.024681007340505642,,-0.026467909886334,-0.03528622504860177,0.022993042107782868,-0.04477582290868063,-0.028638917434953347
ZG16B,0.05403041119263434,,,,,,0.10040202855355429,-0.017553394540543783
TGM2,0.108823239389821,0.022630216341558824,-0.0006431357402803114,-0.0354062641362317,0.05405846230102055,0.055880727237350776,0.04919317656154076,-0.002592632112621896
VEGFC,0.03433919694797428,-0.022711738923385155,0.029090615240879487,-0.0033185420589632816,-0.030931020956865302,-0.035149365573800696,0.08303400538233612,-0.03527186920572581
WNT6,-0.004854572518638599,-0.01982165885932179,,0.10411236501225773,-0.02574421409856497,-0.010589404804225032,0.035497060879797704,-0.018137922958760454
NRG4,-0.01984475072732795,-0.013278240455385993,,,,-0.03937294512437194,-0.023371272690104205,-0.02727665415477951
PMCH,-0.00781511799608841,,,-0.024562567410360156,0.01567651191002613,0.043290506153219145,0.1130271146127066,0.02587948838486284
COL9A1,0.00045525120588250624,-0.03019143964338073,-0.03069027709911153,0.05251360864849286,0.028544667499670405,0.06256337769918943,-0.0567319339118303,0.0363839145739897
GDF11,-0.07259746869925386,0.01218189421642687,0.06999919281568807,-0.034435763620909395,-0.03451424230540212,-0.08076371239739408,0.029145282775036883,-0.061928952929337686
RAET1E,,,,,,,0.037782523036253214,
IL24,,,,-0.018313258378689513,-0.022487927463035948,,,-0.030494391940547646
SORBS1,0.028501883779876194,0.023687381126169436,0.02927067858011206,0.004890618209895808,-0.0465158757295772,0.06014369950155682,-0.06813033671591152,-0.0233223987445553
DLL1,-0.057357435883765226,0.04157067949130744,0.08890649889254125,-0.05380612691675609,0.010590381788972392,0.011316323583293845,0.07647366425804825,0.011780259309394766
TLN1,0.0011123666739039425,0.07157113059740373,-0.010495495905606366,0.042418077400328276,0.03740927618764615,0.00513653616036525,0.038270466256813775,0.0775975387431329
COL2A1,-0.07932438929213345,-0.018492264336782586,,0.06569069020747392,0.06300301271514147,-0.015183810119326364,0.08853823036555356,-0.024574801333114606
SHH,,-0.01764888202361338,0.08668468149512863,0.0015340595440566786,0.01429454762832661,-0.036013648761352254,0.04752611280318889,-0.019605615404436047
PON2,-0.08931647766984824,0.005515705923548563,0.06936182430643809,0.0023840762232319747,0.025286241814901873,-0.06491780076753421,-0.08093753218207367,-0.016733547814768355
ICAM5,0.006767978061916139,-0.024900656908676943,,-0.05119059455162849,-0.025473674680023577,-0.008401689375698537,-9.55376551151478e-05,0.020598030030500966
HPX,-0.02725837773712124,0.0028879884889293963,-0.02158831950713431,-0.006215241306446969,0.05073090747246582,0.031531167910799456,0.09123517200251414,0.004064832543017678
SFRP2,0.02112816954505482,-0.0049266235330407485,0.0028590535729674147,0.06447046568177288,0.002559642046988369,0.03379345017241885,0.05588091899035517,0.11913680318260703
CFC1,,,,,,,,-0.024135547149137477
CD70,0.023483973895637854,,,-0.009227771054530853,0.0579141666450115,-0.016808153118405486,0.011908464044503903,0.018877322157943726
HP,0.020677451164469302,-0.0018526024956304636,-0.027000781214369968,0.037184209708543296,0.07139392109115604,0.0217659684855034,0.1280000849974814,-0.0019368936918197752
CXCL2,-0.047665361370897844,-0.00500969188344296,-0.03874652270393432,0.08069097927198084,0.06447884826513973,-0.031069042660761378,0.061030957488690675,0.03840940037926544
NPPB,0.07277660142801663,-0.02271174057527506,,0.07338940442295162,0.014787332616272542,0.033252105302168454,0.011838259330052052,
CCK,-0.09586671108185635,-0.03491802529288931,0.17569770224180264,-0.0554909561253501,-0.043953051027568364,0.007378147106509209,-0.01752747410604921,-0.050542320767274315
SEMA6A,0.010987979925549365,0.10447829623874276,0.0053233850755544715,0.039107858862547404,0.018722311947040306,0.04546129838359804,-0.10371781716337675,0.0693048006313839
IRAK4,0.028561032668268475,0.06706916509245218,-0.0033817326243794042,0.0751612704283218,0.00303683541693621,-0.0011969405624793498,0.04899757130256581,0.004738513525141391
GSTP1,-0.11200144874552088,0.06115153643859901,0.018011003719501303,0.036992854805206914,0.08593439462248849,0.036232917554575916,0.023168990313727548,0.007184445369893772
VCAM1,0.07172339399657128,0.033843042131982734,0.019321963634046552,-0.020587429601718082,0.024256784982751165,0.033093775163023954,0.07016211342923002,0.038310851213714664
NXPH3,-0.057793475104341734,0.05686660726456995,0.03027124615150855,0.0025567819165327665,0.04061490166977649,0.03131120351802401,-0.04354239811240153,-0.017419645455229657
MTMR4,0.04411864866115881,0.05030569796838022,0.10574423445130936,-0.0013007709131721643,-0.013656825447863195,0.010545753663935032,0.0300755200014287,-0.032897939573062786
LAMC2,-0.021817426267402452,,,0.055443744967375044,0.027833709109918645,-0.02200410726959832,-0.026298479295122693,-0.02626640340944141
IL10,0.010190154119821954,0.14889407623452897,0.08645833152926045,0.024438603690925424,-0.011925714882955211,-0.03276962578338946,0.0974927679114464,0.0336332387809462
SEMA4D,-0.03283140133475088,0.0006005793866933535,0.010793362206064389,-0.00675058240426027,0.027368075068570304,0.02513873341853777,-0.04347150729394521,0.035239647881946085
TRH,0.12165662786293242,0.08225846406100656,0.1391099054018131,0.030487047575819045,0.03908741322231914,0.05284266234419503,-0.0265540495374279,0.05607488891688341
SEMA6D,-0.009351685392517779,0.01562720895983766,0.06400901873177593,0.0335981577187497,-0.00015149382782712406,-0.04030480425980476,-0.025988539707170858,0.022351161585963293
CEL,,,,-0.027732630552651228,0.12082348126522204,0.14124628004975265,-0.06381851610938168,0.008407893886209612
PDCD1LG2,0.01856012559816688,0.0447016607663011,0.04145612406443148,0.048019459217588115,0.007011010426698302,-0.00258000671206007,0.051831228510683454,-0.03302972557441862
SPINT1,0.11835416012171816,-0.029840410836497532,0.027602988316042413,-0.010526137549606499,0.034611840400976764,0.03609103026210491,0.03836153121224288,-0.011384243854647312
CTHRC1,-0.06915400416753949,0.038755048757457305,0.08482281678691386,-0.021183969664482542,-0.024753653458483595,0.04168072138119908,0.08595182224287164,0.05700428672772655
PODXL,-0.06978474615870008,-0.022058731318693913,0.03018484553617831,0.007702161711351136,0.056367457123948785,0.02670350326826915,0.07057203317065544,0.0751864744641819
JAM3,0.04732831941516346,0.023561559018659906,-0.013563118300357288,0.05383134721633147,-0.011628532100893816,0.08360611438882039,0.03332434517814549,0.03918770454423262
TGFB2,0.0957747365026104,0.09224013437156856,0.041804081411800906,0.02476598567016984,0.035826134651264226,0.018593667341097984,-0.029997599046926428,0.04526114971245494
COL18A1,-0.04164159835506845,0.026174929593026895,-0.03705835723373699,-0.025767226536641884,-0.009285288554148341,0.008262902384635824,0.16008311888262564,0.08940059450348417
NODAL,-0.0448287013012649,-0.031223502640640343,0.03176610971320812,-0.027376494248060382,-0.01346534632404149,0.004618020502683883,-0.03634163160362369,-0.015198870928087038
INHBB,-0.045420609822523376,0.08128994913517332,0.0465670512436193,0.03356725586895614,-0.00018710144351270907,-0.06721346244550874,-0.05415635021497599,0.03516294617734704
LCN1,-0.021817431176412196,,-0.028522111431627518,0.030796662452735782,-0.026232701518203654,,0.25087445333675856,-0.01842364099575625
ARF4,0.07368501992513629,0.06091535868831265,0.05952264576023871,-0.032207725750913414,-0.0253409541288375,0.03138483785000649,0.10009741814285295,0.032277115019440875
CXCL14,0.04832814924826112,0.03335480521763885,0.17929600577481208,0.10361160406428671,0.05485259477179294,-0.054846280974955884,-0.08894763103985907,0.015779556831886924
LIF,0.08101045129195723,0.03575119022021815,0.18577800416389031,-0.03224460341755918,0.008375863402148298,0.081342259028387,0.12277535760761762,0.08531541899078904
IL17B,,,-0.03404332607996239,0.046571940851436955,-0.04200265932749669,-0.03130554189879197,0.019913818024185397,0.02843241815089207
MMP1,0.02811498238128933,,-0.044331191612144896,-0.016978610341911622,0.05704499270945786,-0.02266931439143953,0.2088441714542979,-0.035257198309359986
MATN1,-0.028645650657910016,-0.018492262035508772,,0.014407209171114006,0.06210963282725788,0.01359569251453819,0.05876541065728761,0.08409219734011283
ADAM28,0.09781496427364778,-0.0015191912704624567,0.06090423886239918,-0.04105515673923105,0.06160896950775629,0.06203766862236216,0.026619391621060366,-0.001629148045022174
TCN2,-0.04754704247361839,-0.044338033649785634,0.026397563131528568,0.01768830771673596,-0.015028522632090275,0.00507338213192944,-0.0006180584758032267,-0.06557612587838778
THPO,-0.03732646888978123,-0.018492264159761497,,,,0.06454388156188047,-0.034960878370929004,-0.028447761106253088
CUBN,0.050982054655596645,0.08072849232027804,0.1198257987791162,0.07685799828569566,0.03513545081816019,-0.007414439684814807,0.06657503655199251,-0.00413125430779078
TIMP3,0.04163701841876262,-0.048066670320865555,0.035286051200437187,-0.0024676424781959775,-0.05677334305608584,-0.05957964844306224,0.025120573780183127,0.08099959253661013
PIGF,-0.04397100566916334,0.019928853961519395,-0.04658774240295054,0.026133451954645965,0.054082016608095085,0.022964919340936182,0.027786308449374776,-0.009180938926107787
CRH,-0.025561718173959788,-0.02529265440347819,,-0.03064849599517082,0.017299270729917344,-0.004557606020352824,-0.018213294721078452,-0.041575780359262404
BDNF,0.019797433253218123,0.01261502716318568,-0.026210570377919358,0.027594090874123733,0.046816195718889245,0.06724626365821249,0.027696010477262924,-0.014547528166319748
CCL5,-0.056578693906767015,-0.025086980130831167,0.08512612599586344,-0.006860304463856223,0.03499072888358267,-0.012486103897665224,0.05522397555622159,-0.01107019432943555
GAD1,-0.0005886110121813124,-0.028387473808554595,0.0849707544624923,0.00609107995719125,0.045554378355039414,0.002048984231334361,-0.0340975238196543,-0.015507218917176884
COL14A1,-0.05169831179916021,0.036344300990814364,0.029330351202855657,-0.027958113925969346,-0.027044922423642093,-0.037970884922336696,0.12131985463103159,0.01124750907731076
HLA-A,0.09268895188290825,0.06735461467428037,-0.03456258879912871,0.04985707419026572,-0.004877118413500166,-0.012312961221796962,0.09872288921612457,0.07650876403891631
CD5L,-0.0255617152166637,,,,,,,
FGF18,0.02177851980063552,,,0.013726971862459861,0.0709126237196659,0.04488380826452045,0.08753229149053646,-0.026060241039816256
ADM,0.15369662676183043,0.09388684677155415,0.034980151303300976,0.07865466774545439,0.017668633519479674,-0.03887913235106563,0.031996491572686483,0.022915002540180793
CCL15,-0.042647457611202304,,0.11618222828015395,,,,-0.023030326950039037,
GNAI2,0.011502455307610057,0.027425389598456314,-0.0129872157730796,0.009274466351041328,-0.014354121108659582,-0.03188294686135178,0.054197230435194435,0.072981132634491
HDC,,,,,,,-0.04652471659873047,-0.01898299785169219
COL11A1,0.04107710326909967,0.007464530073499592,0.09236961596543573,0.05929660769292397,-0.023489526916967863,0.033844394262599796,-0.02542344798064895,0.06058328831227564
NUCB2,0.04475135524355183,0.00137243442629572,0.009272554975525787,0.026280986842860687,-0.029125007878875505,-0.04446159726172682,0.029720548188483638,0.058046732792390476
FGF16,,,,,,,,-0.01870527660854606
CXCL1,-0.02499690845473244,0.016728683841746538,0.008948225037482575,0.02128059500119388,0.025142956373645522,0.01993736810066805,0.033832636633858534,-0.041000508210051384
VCAN,-0.0339047392958814,0.06232014268963833,-0.08538565396329599,0.04636484538704059,0.002307876764883348,0.09840749256965554,0.11414442201744932,0.0793010776694692
MMP7,0.15361692971995872,0.032452239937550184,0.13136235488591003,0.023959574204925158,0.07354514785448235,-0.07363597152087872,0.24663805841897252,0.060400998216298664
PTPN6,-0.042935732845252185,0.0015729480878146327,-0.029395965270651057,-0.015839034707455388,0.06428650244958477,-0.011883776678990874,0.05493981340932039,0.09186531939075206
PTGS2,0.06730579799647762,-0.026505243790283996,-0.029979369765363383,0.01278025461234883,0.02486181964849518,-0.019740224526340923,0.05904004809185072,-0.08591642898632773
XCL1,-0.028011067905511923,,,,,,,-0.03378368435387583
CD58,0.020060570492547954,0.1166380149658311,0.041244755440598094,-0.011380834274323704,0.016951754747853702,0.06765773323518101,0.0051427556240654605,0.02993789249969657
TNFSF14,-0.028224038591140536,,0.025986027128185388,0.04973887526184208,-0.024732805686450386,-0.02069580460303313,-0.016875050345942163,-0.015308212487222346
CNTN4,-0.027826932564488347,0.017002719339336555,-0.02567297022805114,-0.04893743869187683,-0.055458415318096844,-0.03317597558181837,-0.017995722079336526,-0.024340637069672506
INSL3,0.002548390630433574,,,-0.026651802219204847,-0.02591336672570919,-0.032733297107150984,0.07536342296342438,
BTLA,,,,,,,0.038634034624458934,
MFNG,-0.04107476595440967,0.013760134700877166,0.056688611854779775,0.06875854929899079,0.03343796777930948,0.005989059228670019,0.006456069932998319,0.0030450071516987596
ICAM1,0.08855834758736938,-0.00445359592805515,0.1017482257200407,0.061093173579690435,0.049090275859471934,0.025962112992438786,-0.021610646605495238,0.05384776147790107
PROS1,0.1043086151011543,0.014687692351401285,0.09473606910406934,0.020713713161333473,0.018955576083583434,0.008718383830368048,0.077979566065596,-0.0037211246146539824
CLCF1,0.08800160582243081,0.04947253705290728,-0.03300551319325883,-0.06585682744817378,0.11610168383319366,0.010682394374057897,0.07428299480637005,0.03412422003727189
PSAP,0.13523231622672555,-0.020829463865791775,0.021829627962847337,0.039081399145609874,0.014640234485175931,-0.06380702907931368,0.01726044441479437,0.1227178479429507
EFEMP1,0.173967915724357,0.07125827335304288,0.018076964501903752,0.11426551249682938,0.014326509226073206,-0.045847036242618655,0.13839100286298803,0.06493902856772577
C1QTNF1,0.04053385988818459,0.0829006589308685,0.06506860557620464,0.08044854852927624,-0.01282526203933484,0.03072287729454623,-0.07019268941217863,0.07929314604088046
ALB,-0.0033398682501081817,0.039802795858314234,-0.029258279095692438,-0.03950699572097568,0.010677624378648849,0.035322045401176366,-0.012593943549385832,-0.02687651703164359
CCL13,,,,0.029659869694721747,,0.01793918731881562,,
EFNA3,0.011768641835656818,0.08157772071161934,-0.035105793950705226,-0.046595239865997506,0.06889145650068193,0.08476079193543376,0.05502085425036576,-0.003081853622983
DRAXIN,-0.056801987711904964,0.06608718792484501,0.055519448478093654,0.08029815186673367,0.03056593926131413,0.015412698043806633,0.052994833239546166,0.0001925947741688407
RAET1L,0.0487826610706586,,,,0.05188910392355474,0.05654023124495777,,
NPTX2,0.00878362555640223,0.11649905781643582,0.026036213694055767,-0.0156416221955275,0.08002750667339675,-0.03472397067807916,0.08600473775664906,-0.0054655953271597075
FGF11,0.0656028443186496,0.1438954005423913,0.04476599245576682,0.04872107133238927,0.008178908296112522,-0.06111161267258176,0.01934371328654788,-0.044021432712696734
CD59,0.017055480113154598,-0.06203218160890344,0.051551770403159475,-0.004665896494508504,-0.018831555762948336,-0.03653844257184864,0.052730729929338443,0.06806080333905029
COL9A2,-0.10048899798017977,0.006775746753820354,-0.03404088489348557,-0.009947911304739342,0.01728727283219574,0.027822632342689245,-0.023261657906433905,0.07381211713776245
DLL3,-0.16637658228106875,-0.043945027335549225,-0.002444612923296483,-0.06437982735769719,0.004620611054960311,-0.011022832669309205,-0.09213667486956015,0.0006784115102662369
FGF5,,,,,,,0.08969025206692348,-0.03208695074032165
LIN7C,0.039165547294328674,0.0356333643673465,0.05176387334570372,-0.054648551341078454,-0.08175178751770455,0.020679303656204767,0.03853508667868745,0.015770516620502214
GDF7,-0.023550478059622505,,,,-0.004691606581591155,-0.026610259922513035,0.03841011747334343,-0.010792905930492166
PSPN,0.0419601137417242,0.0008830776562068338,0.012978295306825514,-0.041259390671122866,0.0660202216973638,0.04553593523407711,0.03800163446024575,0.02840999984709854
ANGPT1,0.006672891841586354,0.05089958175417038,0.039910626826865005,0.030421738733495667,0.030104599636432694,-0.023799523403042915,0.01968518424686892,0.010050031047052602
PNOC,-0.023342891867838094,-0.036589997149606084,,,-0.023913768558040668,-0.0315475499865969,-0.032545748592059984,0.0487972440717159
