,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.048317862249477636,,,,,,,,,,,-0.03498307021094975,,-0.005873631596578089,,
BMP1,0.01779810937635837,-0.01345375263019689,0.06718669656049074,0.010353204108221244,0.004310566380867543,0.003861009351462026,0.029656185583869458,0.0009844328021397385,0.16028114019720732,-0.04359920257409529,-0.01968094871403146,0.006614864440138938,0.06410306858835,0.006779647890978663,0.13766937812587224,-0.04375319841393805,0.14376460741165184,-0.034144075682089894,0.0466722456380989,0.09093507049882489,0.0018612657796841718,0.08880052089645145,0.10295783981848594,0.01194939006738357
NDP,-0.03701572197544962,0.0695685547786956,0.07505654768968475,0.09581934532984397,0.060851469230635044,-0.030001156870568188,0.07788362246301567,0.025764549872505565,0.009699920037644296,0.011207572722057356,0.014891079298625327,0.05194581096641557,0.06228364238660799,0.033134071045018816,0.038384221383086926,0.029329767902563676,0.06281183739931426,0.046853607588086994,0.08891875694297563,0.008375314883580672,0.01873722947682537,0.1559252078399914,0.05354606739018855,0.04095442645518017
TNFSF18,0.02823719305388776,0.005473547687015371,0.04200634442266426,0.026609446915175944,,,,0.024374329262223795,0.16931983532141928,-0.03929335194739135,,,,0.03291995912283763,,-0.008492661107501444,,,,-0.006500938316070131,,-0.0008756231116672687,0.06787695837535662,
IL36G,,,,,,,,,,,,,0.014640741952672709,,,,,,,,,,,
RTN4,-0.019051296551977317,-0.07013721458358498,0.00597481128519064,0.027097157603542338,-0.0009704075671133263,0.04765638889655247,0.008955421954131624,-0.05775998214522224,-0.17507724337989924,0.00980846582581172,0.054720731434986555,0.10941634899040795,-0.028527473511212383,-0.06508006507719993,-0.04783042919131236,0.05561955438536878,-0.029501164616998792,0.06011591812829704,-0.028149691562568916,-0.11561974816746698,0.07624353588907139,0.014904871352789796,-0.0916570136478962,0.09936939545614827
HEBP1,-0.00560817612081331,0.028221811107612654,0.01276725195850451,0.015246512374116656,-0.027352722236291323,-0.013029346000821134,0.022643406413306675,0.024034745403742033,0.05261326771956897,-0.04738943072264597,-0.029506344554951804,0.0990043974960164,0.03766168484005515,0.011853226070186245,0.012542805680143902,-0.04781118544845978,0.02034659878742506,0.06905430097821935,0.07472537496998004,0.010640722177369034,0.010558981841929735,0.006425235250479883,-0.015616400774324536,-0.02638397372965436
WNT7B,0.11765970154065977,-0.05654099466145368,0.02042166336985788,0.014823517703519713,-0.00370137471000689,-0.0072790718838465565,-0.0035044276518205546,-0.014816627351760437,-0.05397780278384494,0.007150963744767688,-0.01802034839822782,,0.0199420286505657,0.04122894873579963,0.09136385005290279,,0.026225785756127752,-0.013701639508979355,0.033431742161644566,0.005962120398694918,-0.026566923701055,0.027190247905597837,0.09910413953704499,-0.03721207703723915
PTMA,-0.0354737341007342,-0.13053852991900647,0.0011628494601603867,-0.003590989182464794,0.030148540849048777,-0.013174029167284891,-0.011813579705841895,0.11057690439933729,-0.12144239663541005,-0.012828637756955958,-0.02999376307579554,-0.08046250345046951,0.06290962565176826,-0.04298052128666686,-0.16427800907503942,0.021605083481971713,-0.12057909719274278,-0.11144606615681356,-0.0017862969171939162,-0.06956038000532765,-0.042758465931024794,-0.01263708943622675,-0.016249567078382758,-0.022999380556345345
FASLG,0.03897228414121433,,,,,,,,,,,,,,,,,,,,,0.04690501279321797,,
