,UKF248,UKF251,UKF260,UKF269,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
DCN,0.046409429682374444,-0.019840810088489962,-0.007711574985852136,0.07983432468205531,-0.017288686865833507,-0.0017826515309694087,-0.0680367395835434,0.06232048277360852,-0.026238734820628194,0.03852574591248681,0.06230201310620839,0.039310289983187835,0.0010466696326406307,-0.043452251628584404,-0.009383135044690051,0.008491422315090945,0.05230815930128193
RARRES2,-0.030450900611898445,0.07317552115303821,-0.07847799944061314,0.08033720205701517,-0.012249863200075334,-0.06558247954393019,0.1945265255311697,0.033605134768746846,0.0796001299630605,-0.06006439920079562,-0.01388181427631414,-0.05737239550523068,0.006718576626571998,0.07107572822965547,0.045174784395271374,-0.02820411767548859,0.12044978082852029
SEMA4A,0.0909058662541994,-0.013095735666145733,0.01251481422319598,0.014965745357899395,0.04472517928713495,0.1484747665635893,-0.007952839079395948,-0.03155207370579073,0.0057062966236442435,0.044740781071566406,0.1258680673954433,0.058391836230934885,0.06278791964715032,0.05674146782978637,0.12395837639600372,0.06901544817377106,0.026336297123890174
GDF11,0.06216679367662093,-0.022586152630610777,0.016681573216508813,0.08035231620648373,-0.014436504391061753,0.0403634670979327,0.03309097252763731,0.04968799757511522,0.11408448986569047,-0.0022089919443947616,0.033484266609269245,0.009822591969576371,-0.03267818992624596,0.020302216003775724,0.17643177602813323,0.09510589430547124,-0.002239488261365969
GPC3,-0.02990792399265228,-0.08053698271402628,0.05664964088617815,0.002275030528545751,0.0009644336104683945,0.006007371749599859,,-0.07443480408483197,0.046736456972932584,0.08610003379670585,0.13685628228628272,0.08585697041153277,0.04641410292007571,,0.1893427391801095,-0.028692281745372368,
OSTN,,,-0.0439581828049415,0.09970014963279286,-0.005479014643109274,,,,,,,-0.03248711282546108,,,,0.0590142330117785,
GRN,0.02541833371692906,-0.018623787472680554,0.04918938697010717,-0.004096095552808071,-0.044400582805503234,-0.16313119424963707,-0.015779613749822,0.10302085681331244,0.008695535204640803,0.019398749573737828,0.010301233376541444,0.10805934132187443,-0.07750171771066998,0.04576802081332005,0.03175620462631466,0.01722612804299505,-0.035889149106749965
CALM1,0.029973754976305975,0.024383923003577605,0.027577115947024014,-0.02687809862609072,0.059547910203132444,0.23984304176591323,-0.040745305839533626,-0.015455119931323695,-0.039163254705559286,0.12701543296157686,0.0577610938851119,-0.029951710030770733,0.06997608024940061,0.03305125358678323,0.15231474244065465,0.08532729740158795,0.16517414435437658
ANGPTL4,-0.05026581972942199,0.027908639515409537,-0.0603159804749938,-0.011446116231800927,0.03694624132405698,0.058883051425313505,0.10459865032965175,-0.009701121101221928,0.08999995081319817,-0.12442700403838523,-0.19100468474695612,-0.05036021700499691,-0.03919615469515341,-0.05507830993140355,-0.006405526419531758,-0.11581564755952764,-0.020387833720808924
BMP8B,0.03872932491116881,-0.019794127593708775,0.009196922034647219,-0.011261533241149419,0.0010431357542511645,-0.08861823167036555,0.05201210056937893,0.11755989891756442,0.10939502798391412,0.11460067433021405,-0.007866589013541989,0.0411520195433911,-0.05902176820947267,0.05895949245327898,0.1482794402318275,0.053808112857997886,0.011836036022307041
TNFSF4,0.016300792281603162,0.035276884046446355,-0.0076256896498394485,0.006764143491102641,-0.01879901751213699,0.0026063989768148766,0.028678232960098658,0.010967149010454768,0.03774442372913271,0.03487494765802485,0.15433970311041895,-0.005182574259947342,0.006691804503373957,,0.11912047002332633,-0.049895128932051364,0.0502925106375837
RBP4,0.08282070313810604,-0.007624752625221373,0.003990618069836445,0.031171071324178307,0.07377047464314064,0.1428880914223568,-0.05222940217993882,,-0.003309320556162036,0.1672234823560987,0.142612103031002,-0.010676492907231837,0.004464000687344815,0.08788892351843777,0.04586702813337701,0.04130881972247056,0.09697833348231803
DKK3,0.09932469743366268,-0.059330454179143746,0.05853332638691626,0.016424218997104025,0.046343757199733875,0.23792358590381046,-0.100752786082271,0.036519806819654506,-0.0007083224883936214,0.09630096069088227,0.12540863547910358,0.06689593157827192,-0.07650635344910912,0.09458579834742657,0.08903830959902302,0.09870193071284773,0.08683094310679153
COL11A1,0.03217380472161033,0.05296424954166421,0.04997197704552715,0.04766513127086073,0.03474528510758423,0.015429490347872879,0.018465051341376777,,0.001852957132145545,0.10244672960580811,0.05891704662938643,0.04512622659201054,-0.006391057734241905,,0.04768477471169477,0.0033886058336051713,0.011288959080477026
