,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
DRAXIN,0.13851791521405332,0.09460557062477401,-0.01236249811282587,0.0037688505581785084,-1.6448570837987393e-05,0.016562672251234138,0.09122435138589155,-0.11009161203729066,-0.09897441601832943,-0.024470911893726785,-0.009253586609782163,0.004529093847561045,0.016069582940600388,-0.006380968701916586,-0.020301027289098016,-0.04566983841659762,-0.004868952696973106,0.06732209453688617,-0.01471639965839002,0.05400441410131708,0.004878477039485765,0.13555775811365264
RAET1L,,-0.0364213691072567,,,,,,,,-0.012045143709481674,,,,,,0.039101742157347526,,0.009125554472216302,,,,
NPTX2,0.21900027868566185,0.11121847529012278,0.09519025163809809,0.030209455616127905,0.11404719051145788,0.038428921259605155,0.07267173836358924,0.251524261796317,0.17031253846736188,-0.0028786170453513156,-0.07775128020168787,-0.04380458079964363,0.060583186878508055,,0.022739088875697738,0.027847705360116264,0.018259117607686896,-0.018249248184875926,0.04461994454963133,0.027300357736226317,-0.0034291111989910397,0.14968791029000825
FGF11,-0.20204993280191258,0.054703356980937694,-0.00262174539077659,-0.06716534615014402,-0.013184525424482925,0.035476577286127624,0.052497923111278495,-0.06736186737991177,-0.034864937877159795,-0.029077642194719346,0.007308545098067498,-0.02026031277637206,-0.10538401224258148,0.0008229844904957317,0.001371190746393436,-0.09069908795766704,0.016176861608435077,0.02596286196432737,0.019566536943081397,0.09557487115347538,-0.05990578858496099,-0.0073673942552342515
CD59,0.09538130325683673,-0.031307233053809204,-0.0017107376420958031,0.007066786535330998,0.0008607003166191074,-0.01747800751409193,0.06657469206025632,0.17033485079763894,0.0027483662333264644,-0.05126778148948673,-0.08415908485111544,0.07161333336936136,0.02721168205612624,0.08203648642426063,0.08989310090765557,-0.0580156408813364,-0.008106863854715521,-0.12808892393137022,-0.02709756625400454,-0.031306359415917355,0.06856059603224528,0.028746246239190594
COL9A2,-0.0796793981759187,0.05326502016094326,0.006720823763976119,0.019667532775255632,0.023875763885390294,0.06486557104304587,-0.032715502556045786,-0.1271343814376329,0.07006517874276141,-0.002659656914636749,-0.07656185401310336,-0.03153460158148348,-0.04735697791790457,0.0400092117204984,0.07404392299098156,0.21160071699218896,0.0274809712229932,0.07401274885096729,-0.03769788079623235,0.15446404897292287,0.052593154680039764,-0.01698727761052598
DLL3,0.30183590486058465,0.023439833565942727,0.0015956420976886098,0.09892356672137755,-0.018987860218392452,0.013247085239931402,-0.06792102365725057,-0.006577363982036522,0.06320223221582506,-0.028315203975439133,0.1752963398626328,0.005205768472787762,0.015298742055034243,0.0967437779506599,0.05572792353039875,0.21629174349284083,-0.10055094753300711,0.06472566751010744,-0.09001497160769384,0.09210997624827456,0.030292392954762905,0.029476760860212482
FGF5,,,,,,,,0.008527042954275543,,,0.07820974940921459,,,,,,,,,0.03823269386129814,0.02681745287104927,
LIN7C,0.00037958586320544315,0.07831514440604459,0.046869193907284855,0.05446694990679291,-0.01686812612584773,0.08518480475147946,-0.03575200929295426,-0.03688148200159912,-0.022032838312514298,-0.0647334518977954,0.08275443857001213,-0.0026831840292783596,0.015916172108291417,0.0022946585775376438,0.004494030625631592,0.06037247484704553,-0.056954408337022436,0.14284510428633865,0.021938669068698343,0.019887399407995537,0.020502670321143203,0.03275507843332174
GDF7,-0.029821223437222485,0.07655483380659706,0.017851542496861276,,0.011212170622162574,,-0.00174969257370784,-0.053105329773478566,-0.009523104627518689,-0.012896207375039243,0.12346434482356325,,,,,0.03489353240497346,-0.021426087538965223,0.025004421545830137,,0.03937658433238771,-0.013246559064186756,
PSPN,0.029298078564092094,-0.01579540291541088,0.05249004598745181,-0.03561453831947349,-0.031736126986660125,-0.01917141672284786,0.047373979001387366,0.010585405457456842,-0.03125551636410012,-0.02914828917794984,0.02783063346809317,0.02721113417342204,0.009070822617062118,0.018106625540101333,0.04066416328321616,0.06699233522676316,0.02733898764190039,0.017818025245977195,-0.043576125818146454,0.080654457447974,0.08493366826684894,0.08181611740349015
ANGPT1,0.013473959503551819,-0.006104187548521106,-0.02258859463484216,0.06410905277839797,0.007592422884426718,0.014911144868431552,0.010444314067262019,-0.07717445526326668,0.15279327672648468,0.021072481029930572,-0.10486958631808395,0.03896899177085411,0.054045524616911346,0.09997713597206916,0.06581597418683888,-0.02136991759614077,0.012979792314886643,0.015181825477734,0.04847401926684757,0.037515172340428324,0.004684952956425276,-0.1128237537429868
PNOC,0.3734106775594458,0.09707561466411725,0.007903431827724372,0.07613794611521084,0.15986979982062724,0.05046439944553442,0.14330904655364038,0.23658996267923757,0.1407865948818244,0.04540569099481727,0.20747263290246856,0.07622415244292145,,,,0.025970024479295674,,-0.06998823667643751,0.2093527167614437,0.054559374766871574,0.1278848422153584,0.15452458236242086
L1CAM,0.4282319183180294,0.1349677679924171,0.028079670094679807,0.06501037397719298,0.0255667601425749,-0.0017232215919815272,0.05118982295553422,0.17698888159575743,0.07495359925970799,0.05355895748685937,0.19283884486074912,0.24065779250690492,-0.04035741171501034,0.04079035968311236,0.05039392323974732,-0.08392218103894153,0.013967038096803367,0.1525082378736604,0.17336615335999633,-0.03834486961526718,0.16865373624860625,0.21300507677384745
APOA1,-0.0026831760566320196,0.055263651384160485,-0.01864080597083227,0.008726820267280598,-0.038981747426108576,0.052498042805328,0.007976415844498078,-0.0052695321764212825,-0.011438117029788369,0.013908452442362017,0.06089416222176673,0.03760506819315789,0.08329198277183261,0.12926211434085982,0.05674896123842434,0.08524660469035807,-0.04351177659470038,-0.026843914434101467,,0.08932178347486783,0.012535983401945776,-0.05171017169323631
PSEN1,0.06801666865667266,0.043211561594470926,0.01387773937603417,-0.05175291762557546,0.006883921967191029,-0.021695384419640924,0.003653772360295936,-0.041894617517259446,-0.02509016821020166,-0.07489232439393731,-0.14931036599471403,-0.0800765146178737,0.16053426159178413,0.058130568460635704,-0.007777164177225108,0.0008329159556161694,-0.06460623240777426,-0.04041508554249121,-0.009010308551897307,0.009953399059230575,-0.01194736073349335,-0.031851508584795726
CALM2,0.301769400193523,0.03879122027312865,0.012457306344249661,0.08064534069475389,-0.03663644150017592,0.07014472826840748,0.05413534869728308,0.18610001083418187,0.15650388667768036,0.02206595955558632,0.3411398507650088,0.17832005560491365,0.0007017061733623875,0.0969283197501917,0.12459574446765367,0.18775028606016606,-0.007460415770964299,0.2049217602948629,0.1940936954409615,0.05610161088366498,0.14976759063152534,0.033744502241507456
CLEC2B,-0.1578339267275507,-0.027208571446163864,-0.019630230096910395,-0.09873171813781069,-0.047841779814946694,-0.03132817753537538,-0.033435274607938756,-0.08620911575039553,-0.03306521192639518,-0.013642456529719512,-0.07454985263269566,-0.024173269666939473,0.003614079974628117,-0.04923796973505002,0.04497320437031643,-0.09129060847241728,0.055201430331076294,-0.10203258727469178,-0.015265611196602585,0.10898171980681301,-0.004205983259770557,-0.06892070522521092
NTNG1,0.18556655179076392,0.10132524069069034,0.021613462786172193,,0.04842464416866039,0.049524829967254116,0.022732328131587775,-0.0015451008372591786,-0.029613315381396516,0.0244593199885314,0.1218370425578026,0.06164551842730304,-0.03913364057357616,-0.05410935295249107,0.03808973833900299,0.14816662914808232,0.07169945233484912,0.029854524527595235,0.0054822315721183386,0.1440214065916274,-0.0170077855305124,0.045197672245665226
LRIG1,-0.05086046978203777,0.07646316935496277,-0.08317003821942351,0.09833076892613754,0.05476648710012469,0.06786774283106936,-0.03865482456975557,-0.11546103414890545,-0.02749988248292108,-0.012753485323488366,-0.0772472703711015,-0.1112328518469334,-0.01320586976954688,0.06794120754571563,0.13010704728654787,0.16117977985137938,0.06636613131355668,0.023253128291353453,0.04116980613451264,0.08356628476051894,0.029195012198223062,-0.07945055548147656
CPAMD8,,-0.04226686903737986,,,-0.02960728298639624,0.02553640335722991,8.954408580928727e-05,-0.04467571991024369,0.029818684735912763,-0.006602362123257399,-0.052252722739607925,-0.011996013231327835,,-0.054660628732851116,,0.038425198549263434,0.014005593446310308,,0.030721390854599115,0.021122616999965656,0.04083122332417364,-0.07028760866957075
GHRL,,-0.051403463518225855,-0.02648107437964297,,-0.002372629777690433,0.031295309680571766,0.11819647448888898,-0.008292629085653841,-0.008705753637074282,-0.004533736265696218,-0.048464541194730676,0.015546635768819086,0.027888783349032394,-0.024111171662306623,,,-0.011855018221448835,0.011548043116104467,,0.1053193826709199,-0.041509992339993355,
NPY,0.20789091539141488,-0.009122139144284221,-0.025085620955325065,-0.028800073679897224,0.00638011052368758,0.04856209395731662,0.055475127015068335,0.19872152078033073,0.06575129730317518,0.039860371573021386,0.027917052067462284,0.04458403795518869,0.03594110153045945,,0.03633600738397484,-0.034620412274947866,0.09517121092504935,0.007842356018137828,0.1176232821885807,0.04710366214972219,0.05996808021615447,0.025110387487824327
MMP2,0.10699080263847373,0.05632765241859404,0.058754699012412134,0.08172066431305684,-0.0037442036270963572,0.038253127712448154,-0.029231621412509585,-0.1373793305380278,0.010826306616864338,0.03270777957607903,-0.07023280878760893,-0.14295181880157548,-0.040128147634861965,0.07047697227151459,0.07728817110059867,0.0903270393457801,0.07089312103725293,-0.03516088754577223,-0.03296525327697682,0.04138282440857311,0.024439588659881033,0.01719363686419858
LHB,,,,,-0.0029081204276232607,,,,,,,,,,,,,,,,,
PPY,,0.0590568416672535,,,0.022021024336986977,,,,-0.036091212730134145,,,,,,0.07353638013019785,-0.0507734086975624,,-0.05238933273516289,,-0.02679980089178556,-0.03588593364517142,
ALKAL2,-0.023885082016306847,-0.0132260666854922,0.07370306191115318,,0.04701069979282667,,0.06715210766583013,0.043917550457156965,-0.0294040135380742,-0.028169180610717718,-0.08592454368969142,0.023726738794314563,0.09656504948074296,,0.024064551742403562,0.05160150959216316,-0.027706059329315712,0.047425717892167304,,-0.0019280862249456663,-0.012736587583262179,0.012262970552003167
CSF1,-0.20538266419804926,0.023080524070917412,0.01284200627162664,0.11017602034728435,-0.02389052813470401,0.04809271624627321,0.010081579719546272,-0.11137555650276687,-0.039902216902027804,0.014870887909904948,-0.15268020790657255,-0.0682942734244201,-0.043816758030887804,0.014223356430025062,-0.006507838588204701,-0.07350165053547714,0.0731073571692823,-0.09892631434458826,-0.07974986844149715,0.06559427378432002,-0.07787000537510724,-0.03348467322949613
SEMA4C,0.019357825176823645,0.06654576146209057,0.022202677734719563,0.06592725349788316,0.02309997762422221,0.024551758133037255,-0.021978899047304663,0.0272514938680269,-0.020887858369701928,-0.021526596331306363,0.01612502871285702,-0.057048407769553035,0.06645236235820966,0.07981437493165025,0.06727706149000255,0.1333810170491203,-0.023268405149715433,-0.033860512859164395,0.0047678623216340105,0.029061647932840336,0.06184798115121183,0.042382946692075506
BMP8A,,,,,,,,,,,,,,,,,,,,-0.027435602059137615,,
ICAM2,0.08007707324259092,0.026779237516657655,0.07841209404587021,0.05073271791961899,-0.013367816172402004,0.047907293672819366,-0.02776655524398939,-0.020709937379383123,-0.07691860933523333,-0.013569640175466443,0.040125090822251616,-0.02817683696738286,0.0773570747093123,0.0998700226362371,0.09369723068525647,0.07905393165677209,0.09986698870256558,0.015788627217964934,-0.0747375590381283,0.11193599953429473,0.09517183093219715,-0.012606850695387221
SYTL3,0.008934280872919307,0.0085324782632543,0.030785300954739615,-0.03397615959160261,-0.00462525106737535,-0.021936816533929666,-0.002459869557406582,-0.0682958125662576,-0.028461739235393003,0.03423122504580731,0.010368729131560256,0.003316598688765919,0.0021373821415657246,0.13926781685562414,0.046279064915668126,0.005576442896759184,0.00847916461916571,0.05653866796004309,-0.050042329398157434,0.042916019686350136,0.08468172387313389,
IL1A,0.011333420551241034,-0.034885041420657216,0.0056846861570559425,-0.08352257619923849,0.038054238560412984,0.011200539500612101,0.028981307073812752,-0.07115595367434585,-0.044701734865995636,-0.03232255071167055,-0.02208493878525827,-0.009238456950837559,0.05340918746679753,0.002014671432289797,0.0028364970963061296,0.010087054002658542,0.031107628293651938,0.00765929747961788,0.10209101189520155,0.08639449903459846,-0.003619216514857204,-0.05053020745501432
HLA-G,0.015350265782111095,0.007284907425308002,,,-0.006517006827682812,,0.13670329251826363,,,,,,0.06231088869332604,0.009180672806942647,0.08585321545357018,0.06400379266689078,,0.09759053753206166,,,,
PGF,-0.09125756550671596,-0.012128114027083756,0.0045219631405844975,-0.06707830086523332,-0.04996741687708717,0.0364854370984366,-0.0128021919784716,-0.04756472862494226,-0.026578541763441856,-0.01675245834093858,-0.07492009768260559,-0.05063414814609282,0.060592586763133234,-0.05298992198615262,0.04219771505253378,0.06355626661328612,0.09444770466539835,0.008742421280821982,0.0029584224233039262,0.042210139534218566,0.10870596914369937,0.0774714317410964
LGALS8,0.06263132602933706,0.012314742082815912,0.015963092910053746,0.03828535562276702,-0.0241633769998861,0.05684905478053173,0.030152686841282212,-0.005530082521375812,0.045582973468776454,0.006201606384483314,0.14860030104184968,0.06090496905055289,0.06749190371396224,-0.030944278261075573,0.0570434352526751,0.026368202477420957,-0.022885640345160194,0.05051151939512674,0.019455969540554428,0.06300470634889702,0.017583894487114407,0.035110302521349286
DKK3,0.2790267371953156,0.06746279265338116,0.01789581703234019,0.04543264665132433,0.02287275995320401,0.04838775233012885,0.0400010625043307,0.23042778745256468,0.05698728923352681,0.06846748992203958,0.2873715516260504,0.18991411902393526,0.00666286716443626,-0.010182281542512498,0.1702136070598341,0.12366180479608889,0.047944140630913,0.039397807110492275,0.05436685641169048,0.07679906919260845,0.1781812519020283,0.11882275353560666
COL16A1,-0.03933393765208703,0.06652717618311534,-0.022037990344231297,0.1392308066279119,0.030817783985481902,0.07258014957492406,-0.02159522703184357,-0.0742762384040008,-0.005219857690433997,0.01656028248289886,0.03035815282822523,-0.16265537096942914,-0.07148780228537653,0.009180505898571832,0.05635156080652627,0.08590979137997166,0.033302317418212685,0.025533584404601663,-0.04993541756313681,0.12904249683884728,0.04853489433716971,0.06908450550571528
TPH1,0.03450420880134866,-0.032977529254750323,,0.12029104322289026,0.020849508278663446,-0.03128969049265008,-0.007173124429132359,-0.01066877772469953,-0.0540959768269809,,,-0.016516522419424806,-0.054549165509820904,-0.05857799693640862,0.06849536285220972,0.010262898678954739,0.03886965175150298,0.08059969587882777,,0.05023910114914079,-0.017794983905754964,0.00403133603372549
TNC,-0.18580902393976548,-0.0473789296738988,0.059164390327942774,0.005271898531298061,0.05949726761184253,-0.06864865407998531,-0.1068544949438664,-0.20532717713483825,-0.15918456195316164,0.05217463061251092,-0.24044187953321738,-0.13252922854474988,0.03794236645389553,0.049261336147972325,0.01401385671181526,-0.10957220436524891,0.030478962337796647,-0.13975023324239547,-0.11590753397990312,-0.035649972235930104,-0.08064446389563035,-0.10770830634741517
TNFSF9,0.29507392196842763,0.0020165515991471643,0.00015189875766724278,0.009355582077873617,-0.03116341850871595,-0.014375850388293438,0.04517526466415363,0.16589782686776222,-0.044637081319668655,0.008015647086593315,0.08225916865010663,0.0968018728506419,,0.075219459813017,0.05138773946622025,-0.06415586898022213,0.07603777084481986,0.009180117156917147,-0.04993203165645538,-0.03791347346283896,-0.02646269647032099,0.011970110582177906
C4A,,,0.03895011732285448,,0.06806591133448059,,,,-0.042784322403052064,,-0.03486673094783903,-0.031178741447240164,-0.04926102433884397,,-0.004919019625476136,,-0.04296941042158894,-0.02569256555173307,0.09644623333089708,-0.01214814555252597,,
CNTN2,0.18175541929617778,0.022288736474019192,0.03731004843165419,-0.015509761568803975,0.026720533209210598,0.023743383705312312,-0.005496000840078215,-0.14948544368468109,0.030130794433586204,-0.010516472347323096,-0.24102917995097667,0.0052906876668385875,0.06661331874575845,0.000524835129238243,0.11149010661157575,0.19180768485192554,-0.09342762149686468,0.1047766034147946,-0.05651417207068623,0.08463327371723026,0.19903603194052358,-0.09769638253147883
F7,,0.06662916648418922,,,,,0.014427580805353099,0.09652444617172849,,,,,,,0.06507055078703952,,,0.03816326935814445,,,0.05792958604721827,
LUM,0.0004470204422715029,-0.047380643109953186,-0.012465302790832895,0.07976600023405335,-0.032004206386729114,-0.03643638173625451,0.04695856178218616,-0.05567574964603384,-0.03467986963493864,0.04688802181326506,-0.08294540044561098,0.06374024712036801,-0.01564285866406097,0.06147165449031036,0.05146764286177842,0.03717270928220395,0.05029499719574296,-0.05323762268640191,-0.02310763445543871,-0.015523679028070265,-0.00415268665783716,
BTC,,0.007780318394375514,0.04331787678833329,,-0.04140240882605681,0.005906045180332175,,,,-0.014065105079914295,0.023127126827470416,,,0.014767061812949366,0.0739055938314041,0.06903141018420435,0.14863652747451403,-0.005354247150987425,,0.08774898586807824,-0.016681543865503783,
APOC1,0.15793721026514768,0.007199384230607282,0.01737681412085724,0.11090229755609923,0.07851347681522193,0.018873099882630612,-0.027893098435597393,-0.18721863570238637,-0.010333098903727907,-0.05186580948033207,-0.3592100023058799,-0.1209516509814344,0.059480674002734345,-0.07186251819118383,0.04173791976137637,0.14281835819218364,0.026904656519835025,-0.01169314629852682,-0.040075666668110216,0.11479432920859638,-0.030841362026626948,-0.13195387501551734
PKM,-0.16152168228300703,0.05730510311030772,0.016904472088314772,-0.07891516225391267,-0.021847877403015116,-0.05016187207899632,0.05892054271977408,0.09513613494572351,-0.09005807032272184,0.013380120274843064,0.27171808235567263,-0.06798644215581238,-0.0006752991379906928,-0.09732783278513399,0.00535917180000703,-0.20259870338945285,0.05247061240235808,-0.10824089013101883,-0.04367782756798606,-0.027430453118887504,-0.14209208924103173,0.10425313554133424
TNF,0.10254314471289482,-0.0037931313587953115,0.02223443344110008,,0.010602870882969488,0.005826901204971436,-0.014200157819178987,0.01397673906409191,-0.025002685781256535,-0.04289127617308076,-0.05431903167543124,-0.0015926444222097778,-0.010738495165633912,0.008461059763358352,0.0617420157120429,-0.05664435136735184,,,,0.10527952908000818,0.030461463340949835,-0.11769707808604674
GNAS,0.2524004776321328,0.07444072300177842,0.07032026959977228,0.04506077257582706,0.037422309318775576,0.027984662140204918,0.09787015711738722,0.25937315539393024,0.04454133453799454,0.032796600414056,0.35513728411626233,-0.11777978116655238,-0.10517920055505925,0.048398520108535036,-0.10987382478007217,0.030215935383470865,0.02659073205224077,0.08593160032008204,0.10445932765790901,-0.055801786974703234,0.174461973176121,0.13464216396113438
BMP8B,0.002822043354092774,0.1099522906939056,0.06682151765258443,0.06148373065815551,-0.024896132822220408,-0.004779410556744169,0.03814108806608519,0.02482502251763768,-0.041913989026742225,0.014627747118681464,-0.09701547125076111,0.018453182230661135,0.022685700152912484,0.015061162284801144,0.046100764755005914,0.013369200159847064,-0.02367918969160189,-0.010567995640997283,-0.011757102409732819,0.00817834321551363,0.03944690952724409,0.029509743386361996
LIPH,-0.0408007719964284,-0.03209154098599138,,-0.030690929426580502,0.11711308166202336,,,,0.07331607403942726,,,,0.06591821368824162,,-0.022988047344253314,0.062219738223127395,,-0.03298857009961516,,0.10093429744264293,0.045576335997304894,
CCL28,0.0898290083871049,-0.025041851338594313,,,,,0.09286221491933941,,0.12084968538211367,0.019837049654182533,-0.0257555441673729,0.01167026789343143,-0.00771851178778541,,,,-0.029702108633894993,,,-0.024882794469204418,0.013334625670510447,
PTPN11,-0.05721853821326204,-0.007453342983459665,-0.01098628054034663,0.024983316714259622,0.017004904754426745,0.046645060504770325,-0.0008438069251450425,-0.13842446001345685,0.0021084177587168762,0.00442569669292998,-0.07425272810351587,-0.06908271484138154,-0.009470740421168024,-0.011556652908397023,-0.09247002367984365,0.0023708822941019753,-0.0238578029289742,0.013312284459010506,-0.10630174170863829,0.004466000914670299,0.1063902508543949,-0.10427460422885053
ADAM12,-0.014405370904114066,-0.045800983359077715,0.049032278690514235,0.04039201400657382,0.01940899925587145,0.030959874418943874,0.006917321976859519,-0.04451289584690291,-0.088627338561073,-0.029234033973801275,-0.04304112442599529,-0.05793960539491142,0.02591293942449128,0.03311210102649825,-0.015709856746687435,0.0025991655007131936,0.10334522657097465,-0.04527474417943937,-0.07282417021314001,-0.028039576313625563,0.009874056003269412,
EPO,-0.08228234877592949,0.0384834026132207,,,0.022554992374287545,0.062373603782752356,,,-0.0360912143055227,,,0.013612680195710478,,0.06218719928345688,0.07347491700761541,-0.0244173226108441,,0.011429811889485357,,0.03189948363823278,,
EDN3,-0.04115667666130613,-0.004732576555241155,0.06022720032764162,-0.036202899615792955,-0.023423177866915893,-0.0024723853058551525,0.008201217692491141,0.014242046450593534,-0.00024694074118294365,0.04567214058052081,0.05770328585518029,0.004812129896735124,,,0.10040162683835625,0.016587546086214395,0.02461711624525362,0.03309373776596882,,-0.0177353595315844,0.016117010894033872,0.10883197048694798
CCL22,,,-0.023297931837263728,,,,,,-0.051038372006846265,,,,,,0.10851179127025495,-0.04648894632630664,0.019733403499276724,-0.0014825349499638246,-0.021647137718218853,0.0967499951555543,,
CCL2,-0.19794997690535895,-0.06367143515704063,0.06246697854660282,0.040283312154873394,-0.00417569850406142,-0.04263156116381061,-0.06280173392292304,-0.05113520770814337,-0.08142032160376612,-0.022899005790558678,-0.21314785044236711,-0.07530777603184517,0.07940881687955524,-0.0460575935776965,0.04042016932167548,-0.054989725021274194,-0.009700881680857488,-0.05675714335333513,-0.04982536113008995,-0.0775496239751957,-0.07012430113536307,-0.17107067877860554
DSCAM,-0.001712775846992024,0.060509053469384975,0.026870979639450846,0.014513839786920604,0.04302076638594072,0.0037793003236617014,0.01805479826489977,-0.006812177360367072,0.061029461301909636,0.020198260034933548,0.09655332441556443,-0.02519061075057733,0.007483108319334994,0.007124370578530066,0.0913309716916567,0.13582351885575905,0.021611462341913662,0.03464260215451985,0.05251340618785326,0.014264352738383697,-0.01822130333072323,0.03390978037656549
GPHA2,,0.024623737408334012,,,,,,,,,,,,,,,,,,,,
ANG,-0.20373370211992414,0.047531197425621334,-0.039854899712195364,-0.0433444772007087,0.058698385734221245,-0.011321407650484016,0.05705390904151047,-0.12305409389167844,-0.01874240649022702,0.030560837877075055,-0.08881982589738979,-0.05214749062225291,0.09331738216487105,0.0026309304619609513,0.07207891092501408,-0.03206200334326855,0.007695787082535898,0.012612778693112612,0.018329744972843502,0.1061568767563221,-0.002009856055495054,
FBLN2,0.10328115148416343,-0.031005760615633777,0.06041355395038403,0.08569199523734737,0.08198737247263053,0.028121098833062894,0.09864964772068058,0.0638310168924129,0.10630214259660943,0.001728198120643312,0.000520792114884846,-0.008647399161048726,-0.018095194999211348,,0.11016889972363891,0.02425852602379131,0.024877200170142225,0.0030577256255273654,0.08534947820866418,0.09737264451932971,0.018577484761961017,0.05137346304906973
VTN,0.040628823615548024,-0.01654447476494449,,0.02398796877580965,0.07371420395023605,0.02334322331781276,0.031057798437983695,-0.03429080652087927,-0.0173093110775442,0.007549028366285509,,0.03132431893206738,-0.03642076461340929,0.06617461419773313,-0.04473025038508924,0.036640205714215834,,-0.01973192071270168,,0.02618869640214181,0.05789789501174808,
VEGFA,-0.2872796573779788,0.03244298609782306,0.024254818575396415,-0.09411921652845803,0.007931601463539701,-0.032243691034090555,0.04397857164869604,-0.001840239854691489,-0.10147126518180423,0.014817226783033688,0.057840600903636505,-0.13688594870014145,-0.006872986095534554,-0.10663778715621332,-0.05798408458550222,-0.2136142269959226,0.04789282793491412,-0.12013251727956178,-0.014819920898792237,-0.17593695730336076,-0.1357732759358826,0.046709576992488254
F10,,,-0.038107546158483226,,,-0.05258330728720369,0.02126910799868173,0.06251202043587253,0.0998665743164138,-0.004458624410218734,-0.016788026545752427,,,-0.004303858623683453,,-0.025747897128599123,0.0002572036456087113,0.08466622435431077,0.04637108967942549,0.01997774401524515,0.057162701763446545,
SERPINA1,0.003717868467142938,0.05515277995608829,-0.017995441478799345,-0.008704785407146146,-0.0446374490103093,-0.010472919090895677,-0.030048284462628624,-0.08796047398802752,0.038245589657309266,-0.005186620663135159,-0.22209681519934682,-0.03581234369857167,0.0016198177311108582,0.015628475210217135,0.032422059336228146,-0.08952916244769729,0.06891284118471622,-0.10860236091818336,-0.05866423439963118,-0.0030775241969759177,-0.0023263094221760545,0.002704986032169282
VWF,0.17530837695020624,-0.029334319412178882,0.025362851741432747,0.08469316826662715,-0.08523890416926569,0.010432572240642481,0.020088644579860544,-0.12261216682539415,-0.037103025601713024,0.02166461313087158,-0.04595560108639714,0.07878343402471608,0.04854758187799007,0.0682416926098125,0.054622355156257074,0.027481642776958044,0.1183662526467442,-0.048994213205713524,-0.037131749052059876,-0.005662706532758809,0.11057694564136851,0.041521526149323425
GDNF,,0.05835417155321968,,0.004921897447350958,-0.03211497553439651,,0.00022174998309288488,,,,,-0.03546916518594067,,0.003800576978411883,0.0772193052996684,-0.007046137210375968,,0.0012068162678908342,,,,-0.017890510662103946
VASP,-0.07785649905556671,0.06882521097789383,0.009856175420478341,0.002444696486889328,0.0138882996816306,0.025412487327645353,0.041580536923828335,-0.060924097472413556,0.01985473533653831,0.038300162193611764,-0.1365038001123758,-0.07722910576753012,0.03893864165892365,-0.02267787295230499,0.05228297259274695,-0.003144286783436268,0.04312734888513751,-0.040605098272529075,0.0021182692766391355,0.02694735761203054,-0.0844996217125973,0.08851373465102184
ADAM15,-0.03913022886187711,-0.019369804298422943,-0.04203572515466124,0.04959642160817741,0.0006136053097417353,0.012468078477341651,0.029215435825303088,-0.10762956386262963,-0.050576262639331834,0.04950026342477429,-0.09252683695405943,-0.06548042686657446,0.1210904386921134,0.06167797398106931,0.0015197094344661039,-0.03516616709438046,-0.015481397393809427,-0.039305221279978896,0.016715906268644286,0.051879093169569554,0.06919592784619255,0.019022443746585422
WNT2,0.21508906278827303,-0.009966947416047303,,0.055873453552720054,,0.05468194104882903,-0.01003663296645106,0.13047329089140686,,0.0019419108875739718,0.00782326407441179,0.07640349347066344,-0.021684062828124056,,0.06341468564351557,-0.05420358457946455,,0.04821008846026044,,0.001925536904954809,0.018407984609298145,
CALCB,-0.0362932640639824,,-0.013312972008784034,0.06107927850158779,,0.05107484086607533,-0.011414820533429508,0.11863830336692154,,,0.030715892980595662,,,,0.03492057845268298,0.03549122827279482,,0.011271769687748566,,,-0.005442929355417051,
OLFM2,0.02627385988372747,0.05358427748618029,0.026946459988725153,0.13501370050234066,-0.05300410385611118,0.09354976614547365,0.05133327066203884,0.18308112496968482,0.037072167495288084,-0.0014161177061998286,0.16117931901288626,0.07059288243886262,-0.0016786228073311412,-0.037131738459361026,0.13515264638935356,0.1471977378732701,0.04932609246475711,0.11401151122850907,0.03551371185714034,0.10884586713558136,0.00694419813293183,0.12084999112246213
MFAP2,0.00437451843326514,-0.04965649928513229,0.008940184836921309,,-0.04342963651860171,0.01933275311051909,0.07112911948562585,-0.07744750545477991,0.011062632976080759,0.055394915260911115,-0.06856724252299194,0.0003942532799640133,0.048139688704716424,-0.007654989517381826,0.021673083792755104,0.057741451060346755,0.04334079987074843,-0.00681096322216265,,0.06632468421056283,-0.03233236203380335,
HLA-C,-0.17148301198169494,-0.0020678242964497105,-0.0077681193706150954,0.08228443814252222,0.023283314891117034,-0.05321119552683584,-0.10649352939366637,-0.18193460477621093,-0.0093998267890351,0.0009308938483537115,-0.281719929066754,-0.11976436670158082,0.06049228955971172,0.012975830112564604,0.09311318998818711,-0.14078704384770566,0.06841536534425532,-0.11556512750124677,-0.009821324693239186,0.07016768327659399,-0.01387642939817198,-5.9788371163417896e-05
THBS1,-0.050283306313376706,-0.032428173386008036,0.0474259976401057,-0.021442522977796016,-0.0168213527168923,-0.03316053147288029,0.0018684413750551703,0.006074844185879351,-0.10652892040957286,0.04103009104672269,-0.1372963365645087,0.043071931621130474,0.03696169881490222,-0.05504815525508118,0.06452832652464781,-0.0330687997298819,0.10892381237118312,-0.1338691253854745,-0.001442357618550686,-0.1250786680777358,-0.05897217581296297,0.022076839094508846
