,MGH258,UKF266,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IL15,-0.04343912064237792,0.04674833099374771,0.011437914573856551,0.06586756326447074,0.04994206384726203,-0.017500507015285997,0.0687562349544788,-0.027915232194503866,-0.03435057837952458,-0.010354859983323828,-0.035671128299912,0.018055261871619467,-0.01968413647416464,
UTS2,,,0.010738859046850494,0.04854407501399031,,,-0.018937608581426464,,,,,,,
BSG,-0.058972861294939685,-0.038766056482443016,0.06263290058615475,0.06530329995591129,0.1265367101842765,0.06261027901765791,-0.03751707038176541,0.019150521607215327,0.012257582666316144,0.051225372478372305,-0.18473805095877696,0.09448356020039798,-0.011265076110292807,0.019245506476812228
ADAMTS3,-0.050003761059755146,0.016219630774404952,0.010743532570389382,0.01912292348105417,,0.07834940192333208,-0.053758275957748076,0.07855291275670993,0.0642781579304352,-0.05688895389809369,-0.07844742917291464,0.08760998524095373,0.041583164453708465,
CD34,-0.01784352996043179,0.0822873259019839,0.04744239045486284,-0.0008385242973279117,0.007359258803818889,0.014746455985670549,0.029982770605411293,0.01136967183822149,-0.008027935388141486,0.005853562450861431,-0.14860610745367261,0.03355046084285265,0.002512939926245588,-0.09210386086619692
CCL23,,,-0.01996077665989839,,,,,,,,,,,
PLAT,-0.005340919085931158,0.04385401001895473,0.016188378290549508,-0.0012876344677356455,-0.03667994765796906,0.06553194781538851,-0.0054824029582987155,0.04913809015262341,-0.007220312091079071,-0.030080558719058334,-0.020620529291618235,0.054561200746207676,0.012995127909907324,-0.07612333399749728
NTF3,,,,,,,-0.018913606039019187,0.009169721960560954,,-0.048272717481315855,,,,
LTA,,,,,,,,,,,,0.10157418758421007,,
CKLF,0.047127449759366474,0.014929982669657777,0.007340080888121024,0.08995079331715541,-0.1406937903031615,0.044873537139114,-0.00263262871607194,-0.0352102224582279,0.03262829598268278,-0.03552048329499365,-0.022946279371881727,0.07006554435344782,0.01396807728311378,0.03274556055612774
CD24,0.07780495213177703,0.009518381615479816,0.05094410812437177,-0.011817881528881774,0.05965798741249089,0.1473482488097369,-0.09131879731758469,-0.004453639483439541,-0.053482082519708346,0.01573648956681169,0.028341591427201718,0.0318390920262233,-0.048745678018478227,0.06633639199129661
HSP90AA1,0.08329725909862476,-0.038680446478457475,-0.05491292709221915,0.04903499721871114,0.12797325836222315,-0.013101382646768116,-0.02611773542502188,0.030716719836140955,-0.01774714533524954,0.014529356011850238,0.18488033415897437,-0.0017640904818686809,-0.039216124097395576,0.06219720450508092
BMP4,0.01618409504185755,0.10365009393870483,0.010705129591722673,-0.042021151767281814,-0.03594469560304266,0.07500523878954869,-0.02969250040512239,0.025061805297658175,0.0512205877469887,-0.05726172918141157,,0.030944613877178,0.005120174985999704,
SCGB3A1,,-0.015926109244128836,0.13767170323421665,0.003437316855321699,-0.02688744387984027,,-0.015272105078775185,-0.0008106353187002451,,0.02766276957752268,,-0.00039063230297778394,0.13255262698987436,
IGFBP4,0.03263298476711704,0.0744041230749516,-0.05571821201725277,-0.0005801101759444055,-0.08626634236237139,0.1140211969491572,0.03773384054482363,-0.0009192602398901132,0.03568492165532341,0.025409706167701298,0.05144736684764779,-0.02432853297524489,0.01792199508944649,0.056477149268576665
RSPO4,,,,,-0.0670053492384078,,,,,-0.03162817336757215,,0.04100145404434514,0.04553662419867019,
LEFTY2,0.07444933415306262,0.02849346564034086,-0.027940560397307884,0.04912207916317856,,0.09836799975454733,-0.021518580353842128,0.009218864547423497,-0.06346073908453058,0.005614421423586542,-0.030885285006876578,0.04923399644428251,0.05355721953021833,
PF4,,,,,,,,0.0212654500618763,,,,0.052246276128251695,0.05664801788905419,
ANGPTL2,-0.0022712536360477865,0.03312228202197092,0.06302572261917896,0.0485729192224886,-0.00931547440550588,0.05709261490218378,0.012347906421564688,0.023849847302864918,-0.021221846505829697,-0.053991369634672534,-0.08135964150497484,0.019855125224636772,0.07403942485378626,-0.058032369469995015
LRIG2,-0.02989611392097976,0.03245756421641357,0.01847353583347116,0.036920911246647654,0.024352050838057273,0.15371378466401517,-0.03300725454442637,0.008370209451667013,-0.028086463241087878,0.029320490362046935,-0.10616273471892004,0.0866861834799374,0.023263294635952468,-0.11352644279479034
ICOSLG,0.06390300541625953,0.05638389973507873,0.060243423612275145,0.029533912653679405,0.017048265290270443,-0.022863755669512847,0.07153350562399675,0.007723544031479056,0.019523199049928157,-0.04569759181921061,-0.046761090772098286,0.08613627292039537,0.056440417885200184,0.03467632009711998
WIF1,,-0.04317305827363422,,,,,,,,0.026175968438155225,-0.004259365362613205,,-0.02204539619675257,0.11446118748101713
NPPC,-0.07498373779807913,0.007617040577926513,0.03551457635734743,-0.026632315230653937,0.02396447209646006,0.013848309791965604,0.01058856045912768,-0.025946280273263667,0.039673362694171384,0.014330683102910047,-0.06523508895874627,,0.04865346411827528,0.032324830565602695
LYZ,0.017416126984212184,0.016280568555389514,-0.03310176887666826,-0.013001586327374822,0.027104816734861824,0.06906573750473131,0.009533105263734378,0.02962273901788754,-0.0305579628185892,0.016079309351695086,-0.042838260732723066,-0.02733596707245627,0.012247273530405093,0.005335372373591203
EREG,,,,,,,-0.03126759182136611,0.10312442176890446,,0.026686600128883853,,-0.03609690037513338,-0.029162661465798427,
SPTAN1,-0.12196255350690642,-0.04605928591989965,0.0339914073677534,-0.0064516261181090506,0.09182473971414305,-0.023184125596329645,-0.004390208767689951,0.01861871959193468,0.020956664282626023,-0.01903625920710354,0.0652535241559168,0.07373414885475933,0.057589747600505135,0.08453464904968191
PTH2,,,,,,,,,,-0.029483606694566875,,,,
LIPC,-0.018304171629813445,-0.019347410564670414,-0.06019284319950791,0.08004171422255862,0.036698561846877434,0.0677142138516734,,,0.008241943164612565,,,0.08381791698672598,0.056490941237416284,
COL8A1,-0.04068123023858685,0.020150059123674565,0.09092895699381967,0.01524090071850857,-0.018011924845532785,0.06062433683635049,0.0017851891990841647,0.04371851772427276,-0.018279422215353225,0.05736450078438978,-0.08368132169862211,0.025341344709262803,-0.030651549783066435,
GSTM2,0.0359093722157038,-0.010550319829097998,0.007778329269411385,0.017171670192790894,0.12270436440314257,0.04036036759782074,-0.035785659156101365,-0.022740233332071414,0.09747386289477475,0.05012788376919713,-0.02083989882635856,0.0359369213717273,-0.02660806087541748,
IL4,,,,-0.053007208164218764,,,,,,,,,,
SPX,-0.027788573612511813,-0.03151177545889037,-0.06149823824031623,,,0.07613383633883081,-0.025558207528592343,-0.024578156000186053,-0.052188446623538665,0.017819868752746545,-0.007941053229683496,0.06756084669284011,0.06310927783172282,-0.10281318157183457
MFGE8,0.00189240324290854,0.06744951925837704,-0.047349071346602385,-0.030673847620868198,0.0014220428587771285,0.004066488235234405,-0.017195333157527727,0.04490155408563871,-0.07844222667466205,0.01788102043599703,-0.0942799249112581,-0.03347581779381645,0.00810806098529689,0.052635412868524405
TGFA,0.032129307613171884,0.02559801558848798,0.06278716681869745,-0.012925791185896932,-0.00316283655661872,0.06008591480051363,0.04007185600022903,0.02916857231863296,0.03884677056850914,0.05681293132698189,-0.007292674477772017,0.07790592194046161,-0.04379011900353871,-0.08643497439931207
SLIT2,0.02514233477525884,-0.02251106018735489,-0.0061601091544496904,0.08166121381349288,-0.014286323011261589,0.048398203570141,-0.004837548443612742,0.02543787980784919,-0.015071352190739315,0.008449199143168232,-0.011596462471081296,0.014495105547069214,-0.011720296587001657,0.07973089975559894
PLTP,-0.04950648678907954,0.009758172832440685,-0.06107887094964763,0.09119601317800834,0.10894045395404145,0.0763151185249766,-0.00932651561841068,-0.0027352601497256817,0.04321921769796387,0.09156496898178493,-0.08481314460827348,-0.05325963226101296,-0.011251655395300581,0.01820855835221356
APOD,0.04472602162799089,-0.04996450583999306,-0.03911386455402372,-0.1443352299916026,0.011149367773835935,-0.14814588761617747,-0.015480573464607615,0.04046147260307291,-0.023544942212439475,0.0017392032247590897,0.0017409853950775007,-0.02057367242458925,0.0032380494467983962,-0.08244764543618278
B2M,-0.021820608032408838,0.046339118609750506,-0.030784480833459752,0.041014480042174416,-0.09136635411396025,-0.03422830374155304,0.0354937524529503,-0.022212991920205236,-0.030125950789081053,0.02442294709769521,-0.2525068780122564,-0.12126920541668446,0.12048663316134947,-0.2221364623585894
OMG,-0.012550022245976468,-0.000413361621072815,-0.042387096720813366,0.07275466274946933,0.02461665636805008,-0.12030366564541782,0.02649687220587222,-0.005964568210071656,0.04353864536820733,0.005485309132909869,-0.053533764189635694,0.16124836108263463,0.04569820220790637,-0.12721083170504635
CXCL3,-0.005789814803874726,,0.05097258382721722,-0.0347306823611021,,,0.010907636191557752,0.028325706599121453,-0.03792943281994361,0.02468564125355421,0.12030835879187639,0.03201814166600952,0.017956685109247732,
CXCL10,-0.04141937130908446,-0.017053572647958176,0.02453137291040318,0.019432346957780594,0.03771149844001418,0.13034521172641217,0.006918704334064423,-0.02655097753438118,-0.03151815356943778,0.030494627700939053,,0.06277267388116804,0.031576007732932815,
RSPO3,,-0.0012642463474346855,,,,,-0.04138424112681145,0.02252925919743758,,0.06806857740161838,-0.14124662627753548,-0.0002807768278893878,-0.05512449597197701,0.1319121171531908
CORT,0.06814765913702112,0.022019303501988212,,,,,-0.013991396113236661,-0.0013020589226490885,,-0.040885389877813684,-0.03437366637038338,,,0.0536032377368788
NCAN,-0.0022860370083212776,0.009111445074201995,-0.011346741122880078,0.010418954021685384,0.027615050836701453,-0.06003076072357774,-0.005197974785101477,-0.02747651317776117,-0.017148357942876006,-0.03291254251667667,-0.0029138564436809455,0.09980312802840371,-0.007433334846351388,0.03565987333197316
PRG4,,,,,,,0.03492858887611973,-0.030565621205349607,,0.01045479426612083,,-0.007664715231960009,0.021075066979414785,
ZG16B,,,,,,0.028593290601352298,,,,,,0.01811044300095758,0.07082630645769955,
TGM2,-0.03241614483443199,0.029303754679983578,-0.07220535338826575,-0.04067677169540441,-0.014659979968851813,0.02956898911414389,-0.033320680443422665,0.035607697546507694,-0.028450025147923465,-0.019859914065569726,-0.09027890269961453,0.009059036337679094,0.05613995160564139,0.0034495782522785123
VEGFC,0.04232954378034277,-0.025576391466643266,-0.023160613184241945,0.00871637956875509,-0.016950029127667143,0.06003944823762819,-0.01807752659275493,0.04218348444658945,0.07851655458244063,0.025407376884719387,,0.012287550171425002,0.006910542944071158,
WNT6,,-0.012796752506569718,,0.0018837471827170041,,-0.040556818743359604,-0.03784175443882191,0.039985313513933224,,0.009352330742701268,,0.005726020925169051,-0.022328921987270902,
NRG4,,-0.015665590695711263,,,-0.0005440666707016988,,,,-0.027500540612670488,0.0019830322281208894,,-0.03209037703257268,0.014756142077728985,
PMCH,,,,,,,-0.008708625856962594,-0.029063655216051098,,0.004366251893982657,,0.06781182570415875,0.039594996092005334,
COL9A1,0.03838532971882999,0.025249606272799142,-0.006319413499339537,0.04947197062395233,0.011143074650391068,-0.019072822623758562,0.016898801395660266,0.018102792413672474,0.043974949521474696,0.06523984018487179,,0.08277889629864313,0.02087677118510253,-0.09863583768811696
GDF11,0.015661958109410408,0.028693585477146427,-0.019623838022992307,-0.0025872772548665647,0.07328915627203161,0.021813566159668594,0.07696975606647531,-0.02158760947163712,0.07221368108078927,0.029938835730824773,-0.006261439773858579,0.12982964796543994,0.060689081857198984,0.04184376802242386
RAET1E,,,,,,,,,,,,-0.03443425767573211,,
IL24,,,,,,,-0.019210279883578457,0.06645451842053465,,,,,-0.024426704166875656,
SORBS1,0.008690901495885075,0.014865229036657915,-0.03602685046948193,0.037263856582264054,-0.002197086091930247,0.02473600867760872,0.023554740016197746,-0.05547711431530885,-0.04719953913280475,0.028146915282819707,-0.14745889488311842,0.04005998226738931,-0.00389867825521105,0.043516121166798066
DLL1,-0.058827773283969535,-0.0034151594541679212,0.016367582204803912,0.10872053601579332,-0.07348087784210994,0.012795693543008642,0.023554235877994625,-0.04233473478073278,0.005791745879743524,0.0015136574603377665,-0.033737244060161146,0.057836388106551374,0.04844186520367168,0.029511638478361257
TLN1,0.016930921064479246,0.06376264570313937,0.016723156606573312,0.0724645431718573,-0.03762642249841691,0.026973143500757135,0.03893257989641849,-0.005235419737471689,0.011411418674664898,-0.005277511150697984,-0.06000540350469652,-0.05250426364208543,0.017215670238183867,-0.11333773004202376
COL2A1,0.021344644693017317,-0.013863688749897497,,,,,-0.031681483904263556,0.0029229839154318233,,-0.001961126367405152,,0.024884696064451827,-0.03025312341812357,
SHH,,0.010010928722726452,0.021872450259934822,-0.037811532111998156,,,-0.05468812583381951,0.010331117386577444,0.002084034871725853,0.021863377887163173,,0.07480700189617355,0.007092668394588435,
PON2,-0.10579395873046347,0.02694156467849578,-0.050605430835619594,0.048117132539697224,0.058996175383588284,-0.0645464268365036,-0.013794414156574203,-0.020432786995231787,0.025545228473128463,0.003544740135949037,-0.07941182783736886,0.08747931679841683,0.01377320908235011,0.08793330618286653
ICAM5,,-0.023765393996655598,,,,,-0.04520343226956505,0.06934486489984702,,0.057259216458095626,0.0850669723876919,0.013386067294289905,0.05757228099906534,0.17703918472945007
HPX,0.056497397634852405,-0.012796753369800991,0.10019665492354761,-0.007535058254647532,-0.0682808744923904,-0.010541992465668532,-0.0023505001265109967,0.0009025496427225478,-0.014625251018765162,0.05706347284959297,,0.035198075959520264,0.04651618649139314,
SFRP2,,0.018028940487319095,-0.013665592625783438,0.03130671318289007,,0.060779790921845975,0.037587510049207726,0.026176216900184415,-0.0385130319127082,-0.08387748345531928,-0.0010321351850657518,0.08804024438758191,0.030617994557630153,-0.08269867953750942
CFC1,,-0.021623381503412614,,,,,,,,,,,-0.011640160298318587,
CD70,,,,,-0.04085969144802018,,-0.047550873194964816,0.051757568850021606,,0.01562243067270478,,0.09139488409574836,0.0029363442843650315,
HP,0.04857228719640494,,0.03102942762253596,-0.054950900903276215,-0.046182285440341454,0.0028755003597563606,0.006621442493457744,-0.05682664992937158,-0.012160056821869608,0.06260299893644855,,0.047658331725437084,0.012173186292642784,
CXCL2,-0.026875324341554447,0.11043019279517911,0.047121774361187,0.129564771707691,-0.035805488571770794,,-0.01074661195416456,0.05864716832737377,0.0012454570391623458,0.02565746841946422,0.1659873594563864,0.007765813397941938,0.0020369209769463,-0.05431826003538603
NPPB,,,,,,,0.03572463527356625,-0.0011878917942789646,,-0.006462168226064267,,-0.011147993645209497,,
CCK,-0.013413456569183595,-0.034802016861648216,0.06844669868232967,,,0.04035288134499367,-0.06550449959611675,-0.03988976002112297,-0.00864242729750651,0.022532854264203477,0.080583532398502,-0.022685044817470017,0.0771349079195229,0.09264769809249115
SEMA6A,-0.0678757229519838,0.022875642891838754,0.04585828905042511,0.05108930136600467,0.03509023145952028,-0.027830989785169454,0.04444339000165832,0.004610544103120298,0.03001741984624808,-0.036045305662495086,-0.05474087255270969,0.1003761653207828,0.027111493885793272,-0.03397505731456187
IRAK4,0.02287832113834686,0.053083177351821664,0.05121259830293185,-0.0030394739936131987,0.016621310497799597,0.10863399334688888,-0.03164788079449419,-0.04803756028705532,0.02760535471180783,-0.03398685594820357,-0.06365000938516628,0.06481437009720975,-0.016166879657919592,0.11236563948820175
GSTP1,-0.025403152884169156,-0.002546584581413542,0.007336431762146,0.09189611451907348,-0.023008038357903486,-0.043650809113875644,-0.03519641298646653,-0.013611113400284624,-0.008246392228603983,-0.021478616027223403,-0.03501652796729747,0.039424935368735814,0.011671646063790841,-0.12863993390421957
VCAM1,-0.06428956497077801,-0.0351645451160659,0.09649640342843849,-0.014210647687853328,-0.0904950469468821,0.036413930028467295,-0.006543184423348296,0.07168802921287946,-0.002428497168501145,-0.035809749988074006,-0.0560062148270649,0.13644277733715177,0.0019434161582074642,0.02251180035464264
NXPH3,-0.0761709112088075,-0.052158297475326465,0.08150025562782678,0.005988957419715813,0.014854885159082166,0.06385477425231925,-0.056412974903890314,-0.05793547515017418,0.04852300856892857,0.028908577539027973,0.02350253501591664,0.0739802894120108,0.04991712373249637,0.0486135558662185
MTMR4,-0.0571728663104506,0.003064510801454665,0.03807854902410927,0.06366321126126664,-0.04502849507402647,-0.019716178540157267,-0.03789697509058997,-0.02748578777973794,-0.059986036959514426,-0.02775830212285869,-0.0977126552589421,0.08840149112741792,0.020131846216970027,0.030315719833815754
LAMC2,,0.06538135245303235,,,0.04396320436204336,,0.06658633651798902,-0.02558202893600644,-0.038841084510319736,0.058745549735195836,,-0.0017372362601268444,-0.016392005689271443,
IL10,0.042496730427281824,,-0.10080528083666983,-0.04674642581713669,-0.05102761474439357,0.06730046902672224,-0.014224564773848989,-0.0027973482723780414,-0.03746595610443624,-0.03117946650645471,,0.020369545501442873,-0.027708425715576745,
SEMA4D,0.04118722291164058,-0.06694490584854469,0.07792076038252445,0.045577140029912054,0.024331209756896996,-0.05121360612608931,-0.014651134096348271,0.03743709265297282,-0.07105854789792443,0.0005436519915066461,0.03539371812763638,0.08594225193846358,0.06365646412007187,-0.06218995377097107
TRH,0.06333447182694017,-0.023986331155059493,-0.030851286164412833,0.08985077317867672,,,0.048872891304290005,0.009538980462290958,-0.054837173141107,0.008751728324387753,0.08857664582081427,-0.036539313880374964,0.04073179268629592,
SEMA6D,-0.006416835593099145,0.03520751703298339,0.08575062505703654,-0.0046739523179492445,-0.005268889223410648,-0.07766608033758751,0.030073318725577277,0.026867041566050662,0.05410506703124428,0.016828230230953804,0.002371732918679334,0.07134517991178137,-0.016259356182991264,0.009032243801489695
CEL,,,,-0.02431157655076874,0.09817815344720389,-0.06103243940521117,-0.029091032508133736,0.049131803341063124,0.009937596471567426,-0.03665304098409572,,0.04498667826851695,0.02511053702804978,
PDCD1LG2,-0.006317991342886399,-0.012312997230490697,0.08192142094131052,0.012994013377211941,0.0006716553959583056,0.07234441305601907,-0.03128743141156446,0.011436111385311464,-0.002776892034427088,-0.009052959450803961,,0.10857403167926424,0.009087046407912597,
SPINT1,0.012995585700193827,-0.015926114110356257,-0.027139461206634585,0.12000493106287506,-0.05365323459889595,0.03434307902969078,-0.021004489108693767,-0.002243862911982654,-0.005470337617691177,-0.0017940904034797372,,0.09045623325862724,0.06814050787610249,
CTHRC1,-0.07809950469328025,0.03061653370908801,0.016494335757676004,0.033185467891785815,-0.02806573984996063,0.023656123516622805,0.01187544320447577,0.03906550414325711,0.029545048818262275,0.0025822328356413272,,0.0006444093126313142,0.06130158629294188,-0.009207010926114565
