,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.031925308163642696,,,,,,,,,,0.036758923553948,,,0.022589614134346347,,
BMP1,-0.04662247294519511,0.10839276659129636,0.13563582966961435,-0.007028399003923692,0.11430394261928582,-0.03239529766883405,0.10637562744456183,-0.0262918363382547,0.08018912470376706,-0.011691123729367937,0.02737425528307608,0.14977605720628734,0.09060011191070452,-0.11716587735426473,0.07674644843043843,0.04341753480861245,0.08878353426682639,0.026947375519404276,0.07020813589451315,0.22935587426297727,0.057338002910691764,0.24188021297194337,0.1076916983583699,0.030006248980314745
NDP,0.005374559768752833,0.0065037580776750575,0.007308179853880368,0.037340850529414486,0.04115680328512381,-0.024776357923454503,-0.023130271524475148,0.06492688399652635,-0.0554302085295886,0.025701981664066342,-0.043083891171462975,0.009654458998492073,0.12873079402772047,-0.04796017187120744,-0.023668009700070554,-0.09688098349961968,0.11290829077381366,0.1445247777421663,0.05511196428445572,-0.09473624368525452,0.0679308841273773,0.008515561159688793,-0.0812798789853275,0.09105258213862664
TNFSF18,-0.019279987219288242,-0.05631336633684545,-0.01265617463298789,0.024961255574544677,,,,-0.034286120732900854,0.052501638750264874,-0.011674763952453069,,,,,-0.04996532071567196,,,,0.02543442886138643,,-0.05359402603207721,0.05496898339502024,0.13153664815934266,
IL36G,,,,,,,,,,,,,,-0.02788272380910972,,,,,,,,,,
RTN4,0.047726385172423016,0.08531273012945022,-0.035923014013409284,0.06036814222207096,0.09758803350016582,-0.06817361241360231,0.004302948874075417,0.03247983076412787,0.019521265951291274,0.021949244547014454,-0.008262045555038528,-0.27618318663986086,-0.16840778034220358,0.15509418656221294,0.0676117784744309,-0.021967779263470735,-0.08780367058995693,-0.14045618732126486,-0.11133185889256708,-0.2114498681108001,-0.06607854411729805,0.022204137952624565,-0.1330479787108163,-0.027346882036823943
HEBP1,0.09602989346490741,0.03553374705427393,0.0497180427439911,0.012391417838768721,0.011919226723884993,-0.01808561519177953,-0.01999309662438789,0.009562316530136186,0.007952760029154264,-0.022255988229042765,-0.023565420933609513,0.09054230009373429,-0.02511463753143893,-0.02197419337869249,0.044216069292923016,0.0163853523384019,0.004154611962002247,0.08293925372213806,-0.014561617525110343,0.014441571386157983,0.024643284381612268,0.031724589185979445,0.04724100194438664,0.04589702002301935
WNT7B,0.1797109171723881,-0.04775892988673267,0.003164849295806357,-0.02909765609981426,0.021568509530831,-0.03774732222344488,-0.048049517700530814,0.01601585789548086,0.07717422389760058,0.03582682079778647,-0.002743920214323507,,0.027915015663382732,0.049717017500744705,0.061677461207478794,-0.030878627732151546,0.0347414523159877,-0.011011292496769224,0.02767353734533869,-0.03027562852666672,-0.034984386922241865,0.034306998136615856,-0.02828793834985238,0.001880720713714028
PTMA,0.04998505366335861,-0.030087626443000323,0.01880325306581421,-0.04174368280344663,-0.013538951557906914,-0.021830557732054966,-0.0001837549961528047,-0.05704032322435961,-0.07954604563770774,0.01914482250422744,0.0073670589220772645,0.3258027057479377,0.30392734394197557,-0.16703973875337166,0.007364311595405653,-0.08203134142737542,-0.06215768701066978,-0.01047863918843832,-0.046800858943777286,0.03702100140182006,0.09518102532370139,0.17599109400410937,0.14415217218910578,0.032649604899136965
FASLG,-0.0169850696758353,,,,,,,,,,,,,,,,,,,,,0.11327471325783556,,
