,UKF248,UKF266,UKF269,UKF296,UKF304,UKF334
IGFL3,,,-0.01203081050049445,,,
BMP1,0.04567467560431209,0.0048149012572531605,-0.07674247540325241,-0.007777940628905127,-0.07824192515312516,-0.1169525030965928
NDP,-0.00908583682256484,0.009196171722093811,0.03948024972407443,-0.001002903589814529,0.010897845568019567,-0.01751139999945824
TNFSF18,-0.010254032141756618,-0.022181093899101938,-0.01786539241840575,,,
IL36G,,,,,,-0.013143808973766198
RTN4,-0.010483582515811512,0.08007753432092472,0.11422729223553844,0.10102556741415054,0.04414765468865565,0.13730236235613108
HEBP1,0.012649290716448155,-0.030304601448755516,-0.06879440278511054,-0.03986557987690143,-0.017799694506778638,0.017661722582072308
WNT7B,-0.03674642317934705,0.05070552356900643,0.032265874782039614,0.03875719172970844,,-0.014446560773109756
PTMA,-0.012392514560967195,-0.07237447213401052,0.009475081974950124,-0.07176862331518509,-0.12993426070535,-0.13818309465215883
CEACAM1,-0.01580393568753256,,-0.023509838885953777,,,
PDAP1,0.04764718780972759,-0.05826203316670232,-0.04269289969938519,-0.008755648566905144,-0.03506368756993044,-0.09961035807115012
QDPR,0.04108283351867601,0.001652245173477215,0.07295681142274706,0.022877918435433936,-0.06470421602830935,-0.001893110203979579
POMC,-0.03745709290698404,-0.044019234069364185,-0.030305485703453327,0.061567992630295554,0.006703764174402806,0.009388067489640132
CCL18,0.04805163597182668,,,,-0.0020154202025538474,
CCL17,,,,0.024690196561896402,,-0.012007242650145668
VEGFD,0.015365015182960037,,-0.020154834778228735,-0.017859176463492662,-0.02214213516547348,-0.01286853385253128
TNFSF13,0.16686970773555282,-0.0031909720695890115,,,,
WNT5A,0.005389651927572264,-0.05328327508628707,-0.07506139203275322,-0.05578511521124716,0.0380808623795698,0.013750860707837424
CXCL8,-0.02932226131152729,0.0166940725833317,-0.028424459038050867,-0.01663124166561338,-0.0027662051375447485,-0.03869075732978034
GRN,0.03186099606079816,-0.0413662272170108,-0.07581518048645906,-0.017854209406254887,-0.05617436532868241,0.019523666102974194
MIA,-0.02060164245150002,0.05051057911863578,-0.03436712055843211,-0.020311052119680387,,0.002102531052438253
COL4A4,-0.023685743805620017,-0.020466798337019688,-0.01185547075931716,-0.01734792438249457,,-0.017095979275463725
TAC1,-0.001727593171620805,0.12865446554737153,0.13303089051412106,0.019500549526386114,0.09379654961932889,0.07435292679344285
RARRES2,-0.02100965815995332,-0.028880874630866943,-0.09448616368606776,-0.009856645551862773,-0.04311558974501301,-0.10822029982496674
FGF7,,-0.045807270677911224,-0.03378628657009229,0.08068942153952915,-0.028337064293985977,-0.02812459188311317
HBEGF,-0.004181223719639937,-0.008342798572449064,0.007597269480742828,-0.031851160797523925,-0.04900927838184674,-0.023326887974243253
CSF3,,,-0.012542859873881367,,,
PI3,-0.020748184587981264,,-0.01412342576582176,,,
PCSK1N,-0.0009939008958046523,-0.029957510716398576,0.0624275649716717,0.06130376461029763,0.1449265498428478,0.1423604599020943
NTS,,0.03293544255755549,-0.015416683582732876,-0.03984387717588336,-0.019935034302727812,
SFRP1,-0.00463816089877171,-0.004373669934703767,-0.03447889629241311,-0.02434748766028638,-0.042595302890116954,0.021587221059634457
MICA,0.033329526721122715,0.06321053542195966,-0.044924259288280775,-0.006119970788787668,0.0006091188168839268,-0.06846598468356731
TG,0.01687939440295727,0.05224229281683683,-0.015138109683496546,0.06304944631379272,,-0.018036572717743504
ADA,-0.03520287238578605,-0.019888741806148726,-0.07780625176759712,-0.028616574573553506,-0.04404928395027571,-0.03784744196222341
LAMC3,-0.0033859034159897743,-0.0206241439535504,-0.0576367047473715,-0.010990156929923113,-0.070417588317686,-0.007614936081545101
CCL7,-0.012544742632953531,,,,,
NGF,-0.021538700140325016,-0.02752074690797862,,,-0.019935047428625233,
TNFSF15,,0.03206905085772047,,,,
HMGB1,-0.017369145816520493,-0.009735511420187836,-0.10492964319596179,-0.013283649562648946,-0.04294720656797068,0.019396091954130903
ITGB3BP,0.03757253875560953,-0.030057575342716168,-0.07923997996963325,0.027755497335106887,-0.042504024410324956,-0.03611473642780081
AANAT,0.02019471715042954,,-0.011313999040118558,-0.020311053249432966,-0.018741876354511,-0.01610656751000564
RELN,-0.03929266879068625,0.020271561483867176,0.039867129213637206,0.009782559060727666,0.07173173642780295,0.058243654236898625
IL15,-0.00046381798952882096,-0.023777627246324044,-0.02951151990380223,0.030752787652512013,-0.03840629094328695,-0.014938096932089705
UTS2,,,-0.03732085827367194,,,
BSG,0.010492494194276634,-0.0626844599277437,0.08217220017815559,0.005042782894777284,0.08609686579550994,-0.09947703811707526
ADAMTS3,0.01342249029142728,0.02425925496375039,-0.09922187298116095,0.009442031161896642,-0.03009504956808868,0.03161798165865293
CD34,0.012866908857865397,-0.013741586726882667,-0.04355108890672898,-0.006530547070087187,-0.009292499088211684,0.006922050443539844
CCL23,,,-0.012873534928517113,,,
PLAT,-0.01663361917262474,-0.09492394595489913,-0.10413753627816003,0.0028529029018452105,-0.01944810858364369,-0.09457313344317216
NTF3,,,,0.020391263057083678,,
LTA,,,,,,-0.014938098776055363
CKLF,0.03849859490374859,0.0005170848114383777,-0.1110293708829607,-0.014055059596440973,-0.09313079102750844,-0.10665626096470536
CD24,0.050066189591492095,0.07831193761320075,0.0006328044011691365,-0.11079647760857682,0.042347858732505544,0.00997582579338489
HSP90AA1,0.021604345259915753,0.09887806728283707,0.13204044167172624,0.021565785154647035,0.1366380729421558,0.13329856263693057
BMP4,0.0065538077235641435,-0.02651435553456498,0.02545258188214913,-0.020687934079864592,-0.01167545930909208,-0.012728803030148872
SCGB3A1,-0.012544741378496026,0.029467061561795602,,-0.017132572072001268,0.034427502920021225,-0.010423607777837112
IGFBP4,0.03657412612949557,-0.004310340332524209,-0.05636449629929714,-0.045338260143874126,-0.09386358843448181,-0.03787387024217468
RSPO4,,,,0.06421909843277775,,-0.020721494734601057
LEFTY2,-0.024266696230609775,-0.0032064288485402835,-0.07119265967130782,-0.018786072065021274,-0.019935047428625233,-0.018440916115815525
PF4,-0.013013155454645703,,,,,
ANGPTL2,0.009316798786337397,-0.07076943157967039,-0.10266052768551075,0.0010716541768231403,-0.052669060292877316,-0.09875681048495763
LRIG2,0.0024107973006376967,-0.04736206891263885,-0.03751775043572249,-0.013067550801305443,-0.031199990315681277,0.025083978765249124
ICOSLG,0.013456232083816336,0.0028701133695149396,0.00936332229849443,-0.014346197298964594,-0.006115049696971918,-0.06102781213550636
WIF1,-0.02341506103228574,0.041891851587317105,0.09845320723892619,-0.01380218868092612,0.04300098197954922,0.21003415238327777
NPPC,0.04143934839945763,0.07345500566985215,0.07966962932699681,0.048314468064936354,0.16106612876195828,-0.08743050595844276
LYZ,0.04255071684142985,-0.04315085772836133,-0.06948168370587428,-0.030971172981062507,-0.12082045709194274,0.008905663503152231
EREG,,,,,-0.02050733801843563,
SPTAN1,0.03535898484935938,0.0456848381015571,0.08344060203500116,-0.020240276724384044,0.08235521431346504,0.1489962757381511
LIPC,-0.01593152271662311,0.05557059173695917,-0.02959160600494105,,-0.03672826862090906,-0.00802151572939517
COL8A1,-0.0033981790423268233,-0.06953088915105313,0.008018210376715006,0.014693359918125846,0.0006077039775693996,-0.08728578021704338
GSTM2,0.0276902086743949,-0.0201071855563665,-0.04144642153169629,-0.001810373333609309,-0.03261717377051728,-0.04151091306447537
SPX,0.0017336055254029434,-0.028750194208942263,0.011316169758259647,-0.04742132185528337,0.019320317241260643,0.17910635695021393
MFGE8,0.012320533997587344,0.001869192702633868,-0.06341867017117453,-0.026280381445338806,0.04074501378385112,-0.029165389021913672
TGFA,-0.021348487236747753,-0.010701699144483897,-0.05288460759392368,-0.041252515680676526,-0.08069641902402273,-0.004866464899552357
SLIT2,0.0033851256506990087,0.05303700119103691,0.08335936360344386,-0.013449016312615839,-0.006853827413087481,0.02134488095967074
PLTP,0.03323464067277524,-0.06098041471384844,-0.07949367662651166,-0.052937428052944956,-0.15880271416499844,-0.008427909465341197
APOD,0.03397641597203458,0.02539487455941281,-0.07264833004184104,-0.02404685189409374,-0.09467058629252195,0.06122537719695412
B2M,0.005708582659927013,-0.07649884709374469,-0.1225866938746379,-0.05998474076307581,-0.12744214485730757,-0.12637442801237836
OMG,0.044426407546376535,-0.06232036655364232,0.06324834127100794,0.05986582930803814,0.06508086955983826,0.09060237418525022
CXCL3,-0.03213559561157606,,-0.014854739901303336,-0.018328228009783582,0.026609250618274488,-0.010758136205129465
CXCL10,-0.05058121503407863,0.0747358583097655,-0.09946520248761229,0.015209457241498388,-0.05728572191698261,-0.017095980355508654
RSPO3,0.023121550715455,0.031452678821249344,0.042695057015678085,0.07390628774395189,0.11080503679421981,-0.011242044991595564
CORT,0.01910064884910102,-0.012087115220050171,0.028471996016477277,-0.017619080128889145,0.10135153193468155,0.00708816077796642
NCAN,0.03237499047811792,-0.023629569771450636,-0.027288838762543132,0.018185644034184493,0.09325824448712276,-0.10750329695195096
PRG4,0.01853414277735051,,-0.016093756821362583,,,-0.013143808973766198
ZG16B,0.022300653062652075,,0.005209065657123489,,,
TGM2,0.02787927384691915,0.0032949331320421132,-0.03217372416551898,0.01752354304077485,0.0026723518294029434,0.07163176562057112
VEGFC,-0.023953879651811553,0.05339460523162029,-0.021218607909833546,-0.05874807478982328,0.09081366286794428,-0.013413780968157709
WNT6,-0.002621948405678566,-0.024388519147906625,-0.01582610244754402,,,-0.011706870674297784
NRG4,-0.011554148379945825,-0.02985605593680709,-0.020045795080961985,-0.040790974662082924,0.14410925682334602,0.026715514721445885
PMCH,-0.013316777805092599,,,,,
COL9A1,-0.015173579627286242,-0.0149507471040639,-0.04125206970427492,-0.012889216038455876,-0.02022304946280461,-0.01783136728789504
GDF11,0.012642453337619734,-0.037658070439336985,0.012390648080533204,-0.014631634560139122,0.03440233326318079,-0.04251648413272537
SORBS1,0.0583186004217998,-0.023959720710939693,-0.013998762072342904,-0.007497653822987025,-0.0893193412873768,-0.006167652500007673
DLL1,-0.008914995259975132,-0.04793812327523535,-0.021657521654994797,0.08720416236777911,0.03704234365072846,0.024075492809408544
TLN1,-0.006289965508634498,-0.019289091931372224,-0.05905595237360125,0.016474513028209695,-0.07312773481916972,-0.10341000700506078
COL2A1,-0.05094049868571481,0.03007102854114507,-0.014854744956535961,,,-0.010921716926019684
SHH,,-0.014815610617429061,0.1848254335758133,-0.01967124820295262,,-0.010423606866748902
PON2,0.008388485591999919,-0.027419965731550783,-0.0985529476649362,-0.06517227136661573,-0.08359592782522092,-0.06403193163668679
ICAM5,-0.033810689319163235,0.00021435642334727823,0.0666565404333117,-0.013553146683677401,0.03433952687342255,0.06393120604394394
HPX,-0.03134725865921178,-0.024388520793084366,-0.021631603473525763,-0.01713257032537681,,0.00048761117056792875
SFRP2,-0.01667826709369396,-0.020915196954050478,-0.011855467268311765,-0.004394526885422153,-0.014576564694388243,-0.020448449130649173
CFC1,,0.013252077242811746,,,0.02909286856605481,
CD70,-0.018893255568537843,,,,,
HP,-0.003807912409321091,,-0.03122938546107019,0.02973527930279099,-0.0475335782657407,-0.016988593167138934
CXCL2,-0.0016380532539552412,-0.027756276118070033,-0.007157121983108052,-0.023810077129612642,-0.05458629893812376,-0.020630823245785218
NPPB,-0.016183930516179473,,,,,-0.013413781943780463
CCK,0.0018486310737146287,0.07007199662512575,0.1224091983783676,0.05076707966249026,0.12792128913926268,0.17201605471168344
SEMA6A,0.0241122548004689,-0.05314426596280868,-0.015926406151149677,-0.04104431433115188,-0.07866353514682262,-0.12234910724708374
IRAK4,-0.023152909882848658,-0.08845697436355739,-0.04369193483605926,-0.028710271281846677,0.04749830436080667,-0.027910345748224787
GSTP1,0.010257305346079692,-0.049338990198619266,-0.12668019118286117,-0.006644394966646515,-0.09830858683064682,-0.09750384297766285
VCAM1,-0.039933383793396865,-0.019024630554774383,-0.10205431664267285,-0.02964633448170747,-0.05483623376439181,0.007660930633521094
NXPH3,-0.041966288971973645,-0.029753195416517393,0.06128023816483946,-0.030198590456486384,0.031400014440108544,0.0651602713414315
MTMR4,-0.049491116848316884,0.0537258811230057,-0.05397763632798337,0.06418633689911801,0.025184984015994123,0.04181241138828156
LAMC2,-0.01270269321221339,0.026237200729089295,,,,
IL10,-0.014059823526012876,,-0.01949274208824075,,-0.043426176517495016,-0.012007241885847135
SEMA4D,-0.005220816854584473,0.03978128283501505,0.0377832799391055,-0.029063834548414273,-0.03652324293254447,0.022557920039260826
TRH,0.004008645028477197,-0.03680535910532654,-0.030774810003495787,,-0.01681986277263359,-0.040379207485894394
SEMA6D,0.045120802913123745,-0.025993869908207828,-0.06906174536884388,0.03134894448402938,-0.009504344410382365,-0.01941113627330828
PDCD1LG2,0.004873939734253613,-0.0234665606426142,-0.03558100799981693,-0.013150393009506269,-0.03582680278096253,-0.020539813461857702
SPINT1,-0.02032319312708394,-0.030352570992739095,-0.03704583195841493,-0.017642623096916426,0.09372470640912012,0.059539807530479834
CTHRC1,0.03427986212246487,-0.06978498838827728,-0.05754132755082996,0.05494570299961364,-0.04322410793637142,-0.0460984457723698
PODXL,-0.01165980030498094,-0.028991467763109926,-0.05986019187879196,-0.011182479797718619,-0.0027398738736492895,0.014648266087525416
JAM3,0.0022165205095948277,-0.08857760310915132,-0.11149469918809331,-0.06510071880607583,-0.05203137111483024,-0.07024497758143351
TGFB2,0.0017725283659569796,-0.06894012932039803,-0.11471003241033946,-0.038458080535591375,-0.016725933379197495,-0.08694823641729958
COL18A1,0.015140760987440856,-0.05201573975144482,-0.059509657667264716,-0.041308043083200394,-0.08132424885500336,-0.02791705204192619
NODAL,-0.012998767195377108,-0.035793875813759084,-0.039147349487494945,,,0.018587014830837092
INHBB,-0.0007825109173009563,0.0024265649901091496,-0.06254238403472957,0.027443632541265434,-0.01670247887217267,-0.06693680235196983
LCN1,-0.012702696070371085,,-0.013035900350411111,,,
ARF4,0.022847103670894993,-0.09874661324515757,-0.07445713517695408,0.028152426018827736,0.013053413078669201,-0.11780408500358996
CXCL14,-0.07029446082546183,0.01407421289313371,0.05063255086700584,0.014488037464222064,0.0022752136870289132,0.15002562458498006
LIF,-0.03160910816669612,-0.029604954640070326,-0.006966862947250427,-0.020311053249432966,-0.02866042347896422,-0.02221483163921969
IL17B,,,-0.021528983090886633,,,
MMP1,0.0026742721803758467,,,,,
MATN1,-0.016678269366508198,-0.002270998823126567,-0.01366725527197565,,,-0.010921715566864273
ADAM28,0.033321198491200854,-0.05211321159323363,-0.060973300830240225,-0.005493775651990465,-0.047086461460660235,0.033784382514711754
TCN2,-0.009943326656924704,0.009384760515717116,-0.08078329705256514,0.04341923225434281,-0.11911060805352701,0.02360756952349883
THPO,0.07479301341251246,-0.040642504101847804,0.03511059831037386,-0.021135579698174756,-0.02845043317551918,0.11198784285544845
CUBN,0.020060329482602616,0.08691636021199092,-0.033272639949528726,0.04434644595098692,-0.021877472929277598,0.07732941898184265
TIMP3,-0.006428205319357796,-0.05889451298139972,-0.028571368337928917,-0.017910071926489878,-0.026288965402455813,0.03272846490550645
PIGF,0.021722844195218992,0.07436623521512652,-0.08570085614014417,0.005277932193939238,0.0039427660813428885,-0.06318220601009446
CRH,-0.01488272081047483,0.0373560077732228,0.01745193787235738,0.01753116300375422,-0.024406401684945563,0.18940455554747948
BDNF,0.06831728024782904,-0.035863202487916496,0.06768239497757611,0.042241506920909375,0.068288417121441,-0.012300658242067107
CCL5,-0.02378339737018799,-0.013647917222827951,-0.02959160437558475,-0.052814636650556884,-0.024259196207661333,-0.014816622265810068
GAD1,0.0328204683107417,0.046619277056293526,0.045718389410682694,0.0323079883754274,0.13508184894281844,0.14778458452054327
COL14A1,0.0631098363966275,-0.037285224393958254,-0.023124933561318152,0.05700482794461427,-0.050180985678758463,-0.03658757185346275
HLA-A,0.019930195490037616,-0.0602744384507527,-0.08613925851337131,-0.04144091530169821,-0.14875415199464775,-0.11696486485943783
CD5L,-0.014882719088657393,,,,-0.029691194159511738,
FGF18,-0.013466170812705049,-0.010103832629711911,,,,
ADM,0.003438026874010197,0.06342481910123475,-0.04067097745316957,0.014928102153098744,-0.035207943976192736,-0.10396489420958405
CCL15,0.0039619710001890735,,,0.010553549290451738,,
GNAI2,-0.022446978212110953,-0.01943043056986686,-0.12098945956159457,-0.045963081465364874,-0.06300352524706679,-0.09576381301438917
HDC,,,-0.042666562158853734,-0.002817522655818664,,
COL11A1,-0.031398767443598256,-0.06134009699144833,0.11201686830296584,-0.031180248999971582,0.06902798992883095,-0.020960150103056723
NUCB2,-0.04818472280390286,-0.05221575097369323,-0.03312262885859842,-0.00933602305630274,-0.05463121969195762,-0.011173302422071676
CXCL1,-0.045922103628182775,,-0.033346330976784584,-0.019233503706108043,-0.0007535647972156674,-0.01481662477784266
VCAN,-0.04239321317189613,-0.10312206174310677,-0.05499233481890903,-0.016082464219103986,-0.06034314302427402,-0.1374304925797361
MMP7,0.03938665043410953,-0.029604946330106286,-0.009515132192554648,-0.037154962481924195,-0.01747284209977271,-0.016880626034197755
PTPN6,0.0023994123425945153,-0.050108649951195273,-0.0036017972996725653,-0.03842730623500672,-0.05350208188260866,0.011414687989466245
PTGS2,-0.0027403570778731174,0.04298786811983791,0.055810207763036704,0.006409628784384591,-0.012410233039462657,0.060927590598351435
XCL1,-0.016308798195955012,,,,-0.022919397261112525,
CD58,-0.04987722999157023,-0.03870462604864137,-0.07138933799951515,-0.027564918354508788,-0.031570345653065476,-0.05181103710021963
TNFSF14,-0.016432795465366076,,-0.019826176280225843,-0.018786072065021274,-0.04976895543393856,
CNTN4,0.11264433757514712,0.10079725579998504,-2.3443955648166465e-05,0.08187863266229967,0.08896642249677578,0.18238312936333193
INSL3,-0.01460967324767268,,,,,
BTLA,,,,-0.023990456558420865,,
MFNG,0.030384854606537406,-0.035995880833378784,-0.0422722151533563,0.010503089157838376,-0.01816777217285305,0.01161214393304731
ICAM1,-0.02295795830683926,0.03386979971973463,-0.07979235381996619,0.0397670726160674,-0.05958406476380958,-0.04988524426605237
PROS1,-0.002945752331760179,-0.09086566375262078,-0.0981466424441841,-0.04070164734580941,-0.03589455109542096,-0.002525256463423855
CLCF1,-0.06824112274188691,0.025557242805716543,-0.029760262730911518,-0.02656482414276605,-0.04019001643393494,-0.032525474597013174
PSAP,0.025812447751959185,0.019489985005643282,0.02438537323344642,-0.008921421699072693,-0.04232667706745007,0.14225372093677824
EFEMP1,-0.002433101054262484,-0.05931727854412614,-0.06736962268021846,-0.01675902716091939,-0.0878605636258243,-0.07325133344029618
C1QTNF1,-0.01678247638827173,0.03891054235231966,-0.04094540499476669,-0.00505672246685936,-0.023064824581625197,-0.029102645649992834
ALB,-0.022586936079225302,-0.028318888193612245,-0.015960437103686685,-0.021337010109941316,-0.05245801843434939,-0.023629115374035482
