,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.08025333297039192,,,,,,,,,,,,-0.03055485546223934,,0.03226856911416458,
BMP1,-0.009334898661009053,0.14270344814232833,0.0447758272168224,0.025002522185142068,0.09916424731916984,-0.07138426970641792,0.0703899909404178,0.17568272211656263,0.26051818715683567,-0.010034154974083826,0.009696928753266564,-0.014358192831205898,0.1028625393382227,0.07120950812503654,-0.07278552000108322,-0.053629589078350116,0.03968355382824317,0.11769345728358371,0.0003344244606342604,-0.010484129752373127,0.07642010912885239,0.03755683373633508,0.02020125763340423,0.12533694929978248
NDP,0.039326560518724914,0.15290604326884719,0.02566718792119741,0.011084455212753327,0.10780735657261173,-0.02240630415879666,0.07699876316784617,0.03566134997369785,0.03134360981525277,0.011132684809470567,-0.005241975140701729,0.08588070052192924,0.08209161156911625,0.03570404564159177,0.05828244328349596,-0.017392472449482863,-0.06959540260531635,0.06012675201962227,0.03627188240988642,0.12465554539208538,-0.006783760233847629,-0.015819654595271914,0.15038939092235096,-0.004051968681019119
TNFSF18,-0.02671185445763595,0.0455148126139056,-0.009490668367985075,0.0012896169544145825,,,,0.020303245116221637,0.0891233320599549,0.00565966944706874,,,,,-0.05432770110002458,,-0.035155509986736624,,,,-0.03151068311333665,,0.05697006138138651,0.04760291132164538
IL36G,,,,,,,,,,,,,,-0.009558673004719584,,,,,,,,,,
RTN4,-0.025554872809072815,-0.10792997244141543,0.0174431904766613,-0.030547004458245923,0.007385072768674309,-0.04365707142942694,0.01951496696911417,-0.3237178818062164,-0.3692719893848036,-0.06822743394798858,0.0035052126420524266,0.023775390076468266,-0.030299819695386806,-0.14422349870204731,0.004722053960835282,-0.009123252305724156,0.050342347617745524,-0.03598374906759612,0.03987518092799093,-0.06912488544720184,0.04915626418045876,0.20040343054057166,-0.022546256042684672,-0.14769863128200575
HEBP1,-0.02095534810300282,0.027641469408756614,0.034755647652654376,-0.025112102613057803,-0.00017276293060142114,-0.005596803422858737,-0.009309110977756017,0.11374411564744712,0.14999298484354195,0.054198574187007756,0.03472369532841982,0.05385391317982389,0.02303901590245037,0.054008632172227476,-0.06661978596350739,-0.05838796430363862,0.09098963719266895,-0.035954317280690894,-0.014542988052637384,0.04720549948856199,-0.02725137622704999,0.09326769727295678,0.12738682883853109,0.0363602900867567
WNT7B,-0.055066815291791874,-0.006203729786802349,-0.0759417439743521,-0.03261431775842457,0.017265701176750855,0.08923562097886605,0.038569664681779595,-0.009558408784271074,-0.12200512983235128,-0.02501282224318691,-0.0420143939510955,,0.03665045294127203,-0.004592105440735633,0.011373888386710721,-0.08866700990194187,,-0.025558452527004696,0.038911122904481836,-0.02216424674948365,-0.04000758378929693,0.017840428358059487,-0.0070192714686377064,0.03876596920010954
PTMA,0.022067584645505255,-0.046294181468249485,0.012853504204841435,0.07650220911734303,0.07305326122426056,0.06351470027597265,-0.0615486351540849,0.4063671700364198,-0.2061583600773016,-0.06392117080848356,0.08260189752117036,0.07936042356846258,0.14834667731636605,0.037384679537393405,-0.06604938279861015,-0.06652989254411754,-0.029964151398178693,-0.20129734764689852,0.029391766420709738,0.005086663146706772,0.0713699979738653,0.13325025303399124,-0.07711963102821455,0.018637429742231554
FASLG,0.024259981160552002,,,,,,,,,,,,,,,,,,,,,,0.04657962584307227,
