,UKF243,UKF248,UKF255,UKF259,UKF266,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH881T1
IGFL3,,,,,,0.006485928230512747,,,
BMP1,-0.020459563756166872,-0.03648986280726985,-0.003949522407752868,-0.014923861822019968,0.07121186601522786,0.020944105899789976,0.08300635223352486,0.08557753727512604,-0.03116632206149387
NDP,-0.07369369987693307,-0.07070161105613885,0.076909356635257,0.011416898769924163,0.016347263668570533,0.013409369970800498,0.020107186357391404,0.09102075045253241,0.02225445627681824
TNFSF18,-0.021544812823825487,-0.04622860597478076,,,-0.02437235980510521,0.0852219954671028,,,
RTN4,-0.0069988891574065265,0.04278837951101394,0.042122228924434,0.005616324077850205,-0.096958849096342,-0.07319778250335104,-0.0348465174548889,-0.0141578717865664,0.05757510433062923
HEBP1,-0.02690016000370629,-0.0256998685828413,0.03960392335029836,-0.05168362971987022,0.0719225851788662,0.003079611830819837,0.04250225594525759,0.028273053506657254,-0.0031828778214105903
WNT7B,-0.050285832626564476,0.03055197741659665,0.051145319348097004,0.005289204772960757,0.007878254861784863,0.050450293251375136,0.10348006591077924,0.051809512616291964,-0.021509669237817185
PTMA,0.020398244133769183,-0.05684801195128467,-0.028629078536286812,0.04808085308178279,0.13628824738847967,-0.008755075735928241,-0.0357868875274176,0.009924576320023432,0.01244923880258285
CEACAM1,,0.053744179569482055,,-0.02913684122462066,,0.016718939919796113,0.04000961137912098,0.004708204167370113,-0.01169925820053884
PDAP1,0.02739981862250913,-0.020484682057590797,-0.003553090869712969,0.004390874664909741,0.07126215660147886,0.05577701115084417,-0.012896275085267478,0.03746398396098275,0.03258775597156747
QDPR,0.017078891652214646,-0.03586077846672649,0.03786182770920601,-0.015615207169386679,-0.07316710445736847,-0.06823631342800292,0.043620060237976724,0.0594627679288371,-0.014779121218991904
POMC,-0.02554012181412056,0.0910053165231974,,-0.034774246752265967,0.03249770444723199,-0.041548512183429295,0.007430828134871495,-0.021394798582544228,0.036445186731733206
CCL18,-0.028893365502320956,0.052064073000860626,,,,,0.0423588044702255,0.058052706863002436,-0.0564167112257988
CCL17,,,,-0.021643798705944517,,,0.010263290496471008,0.02879280497819846,
VEGFD,0.04495842529760007,0.018598136650261072,,-0.024113581877063233,,0.02831993937544383,,-0.016397706040930275,
TNFSF13,,-0.027708155552815732,,-0.014929407944841848,0.03801129009144963,,0.016065982494908537,-0.032459192111654184,0.07518469934263078
WNT5A,0.009809662133980088,0.0045401765791569255,0.0866419516804641,-0.004416987130894469,0.17309146155121435,0.06148323451593155,-0.013413853209744121,-0.008336862223974568,-0.014789552587189362
CXCL8,0.09427640061913091,0.08034272100728843,0.03804709068842421,-0.03488833992049305,0.04853799493370552,-0.010708025365659323,0.09729450602214178,0.06544879128968188,-0.013572217330432458
GRN,0.024987820775776503,-0.007932880972440316,0.05942889251879274,-0.02818071757085525,0.10503817990955487,0.04919188093634072,0.01924684508727411,0.017993111969818173,-0.06167345759320242
MIA,-0.01902736342030175,0.03943731599819147,0.06589541633741855,-0.017285290993693383,0.020671069998814424,0.05054852378229307,0.04756685074014607,0.06676566065109345,-0.0535535872459164
COL4A4,-0.032771662708185434,0.021170583845622173,0.019238671810461017,-0.000889414302378616,-0.022488709321435638,0.030878974628197,0.01136352650246216,-0.03347528177443846,0.03268219518068392
TAC1,-0.04104395263154781,-0.01108834628430871,0.07766638942173827,0.04446598477774381,-0.13089134517307072,-0.012945926956212198,,,0.027023966166394645
RARRES2,-0.049628853198571354,0.07540600227730859,0.07097923010915395,-0.0025787454870653463,0.07741928616934145,0.07041095660137466,0.08250699979392907,0.08499882240645709,-0.02985220575494105
FGF7,-0.016408111782581256,,-0.022123800844377615,-0.008837537588503456,0.04603056084628092,0.04358312519992197,-0.03277097864537638,-0.0509960540007394,0.049016065263963314
EFNA2,,,,,,,,-0.04729793794291179,
HBEGF,-0.028897528810765377,-0.00884309668005055,-0.04432413315475096,-0.01769871490224468,0.09608568403878946,-0.009734082025659377,0.018369980348398044,0.06218658601820554,0.023206420390323005
CSF3,-0.014397305126436605,,0.0004109546892825469,-0.025797520868936826,,-0.017196133115451852,0.08008652199866197,0.12241794089621434,-0.010669137668644852
PI3,-0.006880071089728389,-0.010314288481318674,0.07127827249240706,-0.018033455364687603,,-0.019363072852389154,0.05732759708931038,0.057912469180176486,-0.07006219352975891
PCSK1N,-0.06438364380178632,0.0019683518455371482,0.010775063188675785,0.04482882832489088,-0.04854131496383695,-0.01767027703674956,-0.06452824992925729,-0.13135330838890547,-0.044566841655973084
NTS,,,,,0.029928477725912603,-0.021136116145212,-0.061343238629748734,-0.057623561964793964,-0.00044384888008526817
SFRP1,0.00015438751464463086,0.03306731815704374,,-0.018885050981468397,0.10729541627823004,0.005975926266366671,-0.012623753671012563,0.007785063437216429,0.039572470296080964
CXCL13,,,-0.017257115906364206,,,,0.01816908352976622,0.034301304731822524,-0.060420730732887715
MICA,0.001987848280690041,-0.018975193921975043,0.05708469997934587,-0.016911813329542065,0.01295838764948914,0.010182454477725058,0.03018455476773193,0.05857308873077546,0.00924931453732345
TG,0.06283224281014635,0.0058132896200750635,,0.008231344447027814,-0.03168869668465983,-0.02075419416713635,0.000852412687666271,0.01594584347704169,-0.006377528804604241
ADA,-0.005993478519381654,-0.004366603182228552,-0.006980372057819768,0.06857453184815712,0.04678063616461513,0.07089796992323537,0.004854255848598811,0.006008277837642831,-0.052622246389748044
LAMC3,-0.03522834066503866,-0.025493624453962388,0.07262455579595847,-0.019929407870694475,0.054323078046400325,0.046182806359668614,0.01928965181442416,0.01619154846305911,-0.0014502529868235857
CCL7,,-0.023355383763725052,,-0.014734679998875911,,,0.0010767473431926935,,
NGF,-0.01888067152190963,0.057044481058797725,,0.029314713774842713,0.05418829972247112,,-0.020874005423032676,0.0356702444011917,-0.019929708438596733
TNFSF15,-0.023357747044721718,,,-0.016407786842715485,-0.036717402028854554,,-0.03357109144706195,,0.03258545150126358
HMGB1,-0.023406202324723204,0.004280292766958065,0.05048020123379616,0.0014041604294965538,0.01484620231496017,0.0458148799106334,-0.08123573424080015,-0.005510210434408709,0.015399935872352373
ITGB3BP,0.03193983039598427,0.05367522764216948,0.13523715117472254,0.0818443628651892,0.1143055442995322,0.05794001904591515,0.0352753356589837,-0.0016950823479345144,-0.00013786609089638913
AANAT,-0.033840618298130454,-0.03388510856760723,,0.0044014000978360055,,-0.015511377430525969,0.015970166681027943,0.06623039985718739,
RELN,-0.03255436093382162,0.0033186888589858687,-0.013090264045298915,-0.025914111591125073,0.030065884037549045,-0.045515248231662364,,,0.04668861312214101
IL15,-0.03320263423632202,-0.030789553159405313,,-0.013862765628273885,-0.012184107879407904,0.020017251831231424,0.006670797909307069,0.048688223256489124,0.043702259506494166
UTS2,,,,,,0.043391391021005796,-0.025491988031429873,,
BSG,-0.04232790470157115,-0.057976485753490695,-0.0009562307981672142,0.003383564368053748,0.03655588838810595,-0.0017234194280534064,0.14068644390354068,0.1536877482870613,-0.06851194431883133
ADAMTS3,0.05359001810145378,0.016531413776077405,,-0.010345709600727114,-0.04208241764605566,0.03325644187321331,0.011246344230394573,0.011465506116556787,-0.013652032966036879
CD34,-0.05648024958879195,-0.0405937026092295,0.06994449135543708,0.017395945094314975,0.02271363886796225,0.07693320679251091,0.02445070348671494,0.050019978208172965,-0.042516922411062384
CCL23,,,,,,0.1140750977990826,,,
PLAT,-0.01135799714233669,-0.03516510051704985,-0.014809616142894848,-0.021796811979646863,0.098691311106028,0.07254368440000077,-0.018213800500158316,-0.03128717058509498,0.03311521346117581
NTF3,,,,,,,0.04674136584603448,0.02417597298684045,0.010270505901410815
LTA,,,,-0.003929417779217656,,,,,
CKLF,0.05912199497354305,-0.05123369565542149,0.08269772479286998,0.0028868803722640487,0.08178726806232355,0.05823929636353231,0.010995767173840962,0.017000775664770568,0.03608761218913673
CD24,0.12692012395110847,0.00965222996701169,-0.014127973248034494,-0.07674391506744113,0.08931977786321765,-0.023628314617924067,-0.0728369680145961,-0.07121090072482529,0.02651235815270232
HSP90AA1,-0.05122033316074011,0.01870290760349628,-0.08129100685950257,0.0017949782997669608,-0.1277349765734366,-0.0799926631007484,0.03777200974937998,0.0066803441549195645,-0.034941783631168545
BMP4,0.05251024865967641,-0.008529412788439494,0.026896835553805662,-0.014387099349413845,0.09526204401276109,0.05375023004176605,0.009216540889075867,0.0027959027831283363,0.00935882054691576
SCGB3A1,,-0.023355381428217876,-0.010469273764757238,,-0.00048663855050967887,,0.0016726816243462673,0.08893202570119703,0.002270016476892918
IGFBP4,-0.04381649444431178,-0.024931603666584635,0.07314824885750204,-0.06990870543624665,0.10721461609074633,0.024376775434986564,-0.009217115636793467,0.008301973749774818,-0.09740485563571086
RSPO4,-0.023064675981731404,,,-0.02890687784335614,,,,,0.025708852215729747
LEFTY2,-0.0070693349092485,0.03753577288265435,0.05298838657427005,-0.028498829585108677,0.1194954669738423,0.10309743033271454,0.10710695139653234,-0.046978199642074586,0.014442723315421657
PF4,,-0.02422745914466846,,-0.012855718008513891,,,,-0.043351834713470726,
ANGPTL2,-0.011857261447132426,-0.036518599636424384,-0.014490654666126045,0.027708236901051026,0.12441360840908898,0.030833970470063032,-0.005085490534006542,-0.00839846101969861,0.03847808433526672
LRIG2,-0.008459791513613245,0.08210464990609306,-0.03339409939247454,-0.00708204870081602,0.059593655888443564,-0.01690070100792927,-0.00013300471895190508,0.08376745767155223,0.02150223432963169
ICOSLG,-0.045088022695813613,0.0002653835617118149,0.015916072665044557,0.003610602731952006,0.04636114580019339,0.01615215443745368,0.09217435785026913,0.06823148409009325,-0.05406778699396541
WIF1,-0.053675187289760846,-0.04359338029171852,0.07867959448747958,,-0.10309838550246284,-0.05067409774472456,,,-0.040777786817900535
NPPC,-0.03405216440275074,-0.011393563469497528,0.06045372892122622,-0.005379756886771182,-0.05205610297101561,-0.01214250773311683,0.0074128336858121785,0.03000821775328091,-0.015723615719814486
LYZ,-0.08481913036651592,-0.04627899792355642,0.008694088886995582,-0.0054149962021888985,-0.021430711262470654,0.09072128104038675,0.030666006160769234,-0.036854551594169144,-0.014206301705831207
EREG,,,0.049287973755677894,,,,0.054797205432948984,0.07522688933096014,-0.05463596434040725
SPTAN1,-0.1364832083939316,-0.015613848169318946,-0.04175598665088996,0.04428082180903226,-0.05907649441317556,0.0165173458418249,0.006462484627542381,-0.01466282117837559,0.10193700465310686
PTH2,,,,,,,,,-0.03262686496299924
LIPC,-0.04837431647173712,-0.02966077805453011,,0.027736720869901744,-0.002383723129234423,0.07524635303299626,,,
