,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.016179714532539,,,,,,,,,-0.027143786615229933,,0.09426909498838812,
BMP1,-0.04999727579216555,-0.02037800719633842,-0.0425483787574804,-0.022361076739571703,0.020419548841592854,0.016382076638152505,-0.035593745487491425,0.010614316428035217,-0.06326327045931793,0.017690836477295628,-0.0027137307788615804,0.05131404884903412,0.07466111976651986,-0.018238441415112192,-0.023127424241155187,0.06474372641903288,0.020631580466952196,0.0351419219435317
NDP,0.08463978244264576,0.0020063629876259526,0.027191497032611686,0.13413121088078114,-0.010519632855390591,-0.008547415498091949,-0.04318015371932816,-0.03680880111087451,-0.06667714041392409,0.046164793060386636,0.010586675425352448,0.04008849933276977,0.07473239180395816,0.07552803421348939,0.04267119188231625,0.011552685905904907,0.06781268098310994,0.09260280994325798
TNFSF18,0.028959642648297756,-0.0108853272376352,,,-0.02061180188939949,0.1528414693709872,-0.01888898402359491,,,,-0.06110553101614982,,,,0.10158599750384725,,0.016137835960593264,0.06510259858314829
IL36G,,,,,,,,,,-0.0010798027988620116,,,,,,,,
RTN4,-0.007636736384623598,-0.04547732081611562,0.01213603047995361,0.07911277913280278,0.03654806704768751,-0.0400034000110303,0.003599345468351557,-0.003633387134840095,0.07294538945685307,0.037021892420811685,0.04339452118638895,-0.09448889185350044,-0.050542342322277764,-0.03665583382392116,-0.07560225737712044,0.001380669096720349,0.08823116777426349,-0.051544755238762875
HEBP1,-0.05392841275394339,0.02785567739502864,0.04019987842332023,0.03484962436998811,0.02952774320658596,0.0137250430875317,-0.028703645090801314,0.013228515899705388,-0.041608580776500925,0.04285766919589403,-0.004064427492738072,0.02317103019073125,0.022377760014018977,0.01676906510139875,-0.0303022449453137,0.009171929018072032,-0.00717919050404431,-0.0070456661349540374
WNT7B,0.011814314758953655,0.011459027661454398,0.09718192898484786,0.046464955082248925,0.06130916197972642,0.0372913748862784,0.014550023130060675,-0.035641093719006804,,0.047082809657438204,,0.1784884638531058,0.06774159471019445,0.10075966117645477,-0.003948978792874532,-0.022338912311980718,0.09849971815291526,0.1568328488012275
PTMA,0.035181208106286596,0.02703193345649486,-0.02499864238502578,-0.027900010829015373,-0.0429108656976151,-0.0010243114697829057,-0.06529242543849915,0.005416425804814112,-0.12057348921178997,-0.08295012976282551,-0.03054391359659072,-0.1235960227669772,-0.09034365154718903,0.007254238305032147,-0.08691400811831707,0.03498190836852845,-0.043976110005875424,-0.0779755342541902
FASLG,,,,,,,,,,,,,,,,,0.06819061629816343,
CEACAM1,0.028293124555931724,-0.02442526133326273,-0.01078883572216845,-0.01893238273125881,,-0.031617361262990855,-0.010611112197100897,,,,0.04352333691789936,0.06308094450433403,-0.01930057884150299,0.02493144152169276,0.03684459019938101,-0.014826660991910582,0.06859574172220673,
PDAP1,-0.012978400998430789,-0.006347134642782245,0.07647237138517535,-0.010504017016847726,0.03976079396645085,0.0525319046498506,0.021531861761160464,0.009423427349930449,-0.0015452980596334012,-0.02904443695463976,-0.024495481243197368,-0.0056259929025983075,-0.02321359755549928,-0.012212852650339334,0.07191337955760349,-0.028402188356195384,0.029880066860888108,0.022643851170264528
QDPR,0.05653807943737887,-0.01269395491009178,-0.027600032463168563,0.06669573424765532,0.005161903460791691,-0.05199264092405611,-0.04061195952046465,0.011041153828200105,-0.11696900364631689,-0.010624674346180554,-0.015039646727651413,-0.11114943677490224,0.02770621199831661,0.051707627828004435,-0.03543845412403613,0.023473897276765066,0.05755861650686716,0.016466633736758655
POMC,0.037248547325535245,-0.005036861481121119,-0.011780424034980839,0.06616648058812519,0.005139821884915947,-0.02197718203271938,0.01607209272551409,-0.0020709287936824155,-0.01420405571866191,0.08050028142931491,-4.5910318661133714e-05,-0.0068804931640831,0.006844896567630929,0.02683979837914507,0.12388489200275,0.007301628200857617,0.039307457436161895,0.03636279710585263
CCL18,-0.019721818518551773,,,,,,,,-0.04239323270528567,,,-0.021103587040256135,0.04019105403699536,-0.028303779935474435,,0.07824511663630572,,
CCL17,,,0.009631450919486353,,,,-0.023558240649651795,0.03207010191927992,,-0.017070504766001676,,,-0.013692826513771466,-0.027188517537450125,0.007381083191853104,,0.1319011876568324,
VEGFD,-0.019721824781152864,-0.03498428643520035,0.016660818855837044,0.06323786783100666,,-0.02710536194954011,-0.02509931282879522,0.0020349251411650123,0.10432916867927537,0.055322415843307333,-0.05841345459293247,,,0.023602517719530505,0.041908608808079,,,
TNFSF13,-0.01488272184950288,,0.06857875501836537,,0.2202835685487134,,,,,,,,0.07192577616979266,-0.029552989017367286,0.028240880286336457,0.006027627369022754,-0.039067754073437586,-0.02071100920376821
WNT5A,-0.027094259038226657,0.02205892985158453,0.023082583043933246,-0.027997374662826036,0.011490257494282756,0.030704407699930332,0.07893637285811829,0.036528850097950226,0.010014142648159382,-0.02081519505570723,-0.02313122710344892,0.1279926189463648,0.025362211608549144,0.0618625853267379,-0.028027660020286865,0.0008025945886245525,0.005651307818009231,-0.017261512586976665
CXCL8,0.02952824360059653,-0.03275721223313421,-0.023370238364878032,-0.08617028936642611,-0.015125880557161527,-0.015920335042633443,-0.0008315594056386599,-0.03013310192477908,-0.04079549536094117,-0.024043950610410324,0.029217742834726657,-0.03715618760134717,0.01863777565540267,-0.12038865324348445,0.05845329333881484,0.010798854283266317,-0.0332129233963296,-0.016342192731859422
GRN,-0.026651972350726378,0.03620265990491388,-0.06537392854964628,-0.020536509680416874,0.010960294869295967,0.00030348955998842374,-0.009441829470641596,0.016679004762020517,-0.06322445532539823,0.029153570071122042,0.055470438074826774,0.05303349297830311,0.03293067064105254,-0.03207988620952417,0.031465632425574215,0.035560051979578976,0.009725976717752284,-0.002423265811242996
MIA,0.03831975841817914,0.09626593205725455,0.020400695968103615,0.010519106722812017,-0.025537686526829893,-0.04621884784220738,0.015093036746801108,-0.012269515107298751,,-0.011573032040804522,0.08728819007888804,0.07048309473967217,0.07150957963173112,0.10427782569968737,0.0048656838834362235,0.10197868224333557,0.009599552503020971,0.01699522036072996
COL4A4,-0.00826051560046787,-0.03982511453491486,0.007493269670535913,-0.05640948586919883,-0.01901879116295616,0.008459012545835243,-0.02459553209890499,0.0020687783643100043,,-0.02430508020904607,0.01856566736588661,-0.02668152790369446,0.03735813395581033,-0.002180729827682613,-0.055127773496544075,-0.0032086871474090255,-0.034761231237029934,-0.013156312121165033
TAC1,0.040037649338285936,0.03617350026415815,0.010079884090139036,0.05303562672425613,0.03786045937061408,-0.0065255750549271805,0.014798276149616475,-0.01834493847150033,0.10147767771380223,0.015945038541976122,,,,,,0.07440471751728789,-0.031519586461466596,0.03167234231059521
