,UKF269,UKF296,UKF304,UKF334,ZH8811Abulk,ZH881T1,ZH916T1
WNT5A,0.08490607662197294,-0.04215124563098607,-0.05130047902211646,-0.016001979576963147,0.01363950922174366,-0.014800933167543336,0.050644170701314835
CXCL8,0.0664392567855847,-0.011155675731152028,-0.042301375920973217,0.01639606425578588,0.012564052471741192,0.023635664299154154,0.02214900277139677
GRN,0.0730112473280516,0.029519056578246654,-0.07427956395242381,-0.011903933692794553,0.04341048945066108,0.027186101758221268,0.07135691732531925
MIA,0.03498877264539033,-0.013623968418074561,,0.04001884093611519,0.0816884646428008,-0.02231438909064824,-0.00821523410168937
COL4A4,-0.013038938378821755,0.002324112472517187,,0.03273137228346062,0.009312218050538069,-0.029150139401954565,0.1078262706435244
TAC1,-0.07117643931835708,-0.036767678838269785,0.11007949853084403,-0.03554683374109085,,0.08537774273062401,-0.015733818827404877
RARRES2,0.03516638659841736,-0.008277423846297328,0.02232872441361671,0.11019946441111658,0.028317764078964972,0.026060881080765687,-0.007456086102666284
FGF7,-0.014913754002639232,-0.040561477798572734,0.12581483824987555,0.05514977085366738,-0.03231095917843685,0.04897493174834005,0.0692130241300991
HBEGF,0.04785670785429676,-0.021121040444014253,-0.056560067953416844,0.057019432281161325,0.0019034127467207858,-0.015967186869554024,-0.00033081809001742014
CSF3,0.013537322010632362,,,,0.019959035434886193,-0.020736247936582155,-0.012600991003822112
PI3,-0.015533291085357132,,,,-0.024024074445293316,-0.002986672670347406,-0.027377767182441785
PCSK1N,0.020922609740145877,0.0249241777162154,0.1655637266948822,-0.07435072914988763,-0.0005906480165629169,0.03625403738075176,0.01799901581568117
NTS,-0.01695564784579039,-0.03142423327498185,-0.01671365301699136,,0.019160148021862486,-0.014276148363597585,-0.018660349390185738
SFRP1,-0.03269224094395711,-0.01633147317965828,-0.051330256556578316,0.04175229825204265,0.0384937729674182,-0.020869437912676807,-0.01822673014526842
CXCL13,,,,,-0.03159054829272791,-0.0338251355121077,
MICA,0.03743096635459743,-0.013946848474688502,0.005644790388234872,-0.029573079665040566,0.05142930026967777,-0.04284531948431642,0.02614050735222188
TG,0.005988268627741953,0.15845194192228787,,0.03525606680181244,-0.018687492928948876,-0.017066250697036916,0.025463888935291328
ADA,0.02371905035109875,-0.01919503263180556,-0.06447196233113549,-0.005696232713074091,-0.02650626885576935,-0.03347867079644294,0.026052765902994483
LAMC3,0.09098523300434685,0.03217758067483101,-0.0191395140212772,-0.03193452053645885,0.01459891218810732,0.024968838290364708,0.05046358214254135
CCL7,,,,,0.021151167982475034,,-0.01320461709884552
NGF,,,0.014672749312106525,,-0.024344143312472002,0.06663130241876733,0.012311254730129966
TNFSF15,,,,,0.1033804759249809,-0.012876853971165378,0.012814300941432221
HMGB1,0.05337505637180479,-0.04810730887350014,-0.0420644816048822,0.006906909454037807,-0.0582968312597222,-0.06475926914543102,-0.04119603234451107
ITGB3BP,0.09365360557976204,-0.03500862759078712,0.041825840990939056,0.06692520282639385,0.02783203703134541,0.024878333893056374,0.03436431560494107
AANAT,-0.012443414462155973,-0.013623969175874473,-0.015713302195511595,-0.017214941784675187,-0.01849191613704106,,-0.01397103555187383
RELN,-0.03651288227826212,-0.00473143210582913,0.007590545005601343,-0.039914936739458895,,0.05632482120253186,
IL15,-0.032457495556525016,-0.029282374600608063,-0.03220006601181922,0.10003605926116751,-0.03387794800800308,0.030309463155453967,0.013382072271101587
UTS2,0.07512349038300363,,,,-0.015747219969435587,,
BSG,-0.05170482892590969,-0.014168015741710975,0.09016013636219682,0.03259692496679836,0.12343880269075838,-0.02500141434589829,0.024887247036429465
ADAMTS3,0.06704013693270804,0.06533065577968113,0.08549237497648693,0.026872478574319774,0.03703570068175326,0.00875164695552386,0.010547054786208866
CD34,0.05322256234616927,-0.013858243114595702,0.0075415411654250735,-0.04157391918220553,0.04458905246478381,0.03147816176863607,0.025479798249034392
CCL23,-0.014158630395897688,,,,,,
PLAT,0.10316427292213035,-0.010606282892696628,0.03673592542092572,0.0368544113386895,0.033617676753665206,-0.04865534579558209,0.017487159811900313
NTF3,,-0.021992336309325265,,,-0.020147247290298525,0.08793319538188875,
LTA,,,,0.11429339544218318,,,-0.01880290836723268
CKLF,0.11051332397552355,-0.0019247955316384331,-0.01748934960519406,0.03229136223904936,-0.025540315227493143,0.05827659540016825,0.022474650484060894
CD24,-0.0396743253690026,-0.012687271958784654,0.01786979766180402,-0.004101288368894538,-0.007636473492301675,0.006845445413509689,0.047230462278643234
HSP90AA1,-0.06036901830157012,0.02414602765587542,0.13313676596548912,-0.058649087172863976,-0.06013029721203772,-0.03026188383661093,-0.07066822589077279
BMP4,-0.03811460296820398,0.003987590315732161,-0.02506305796282975,0.04512355809688455,0.06868054448446517,-0.017488636932633975,-0.001728519139565694
SCGB3A1,,0.03803288628526207,-0.00870532752078206,0.038077398878293714,-0.017991585681000302,-0.026741162483766075,0.045954335436099725
IGFBP4,0.0636632951853486,-0.0047498970181005,-0.002459095818239689,0.015665352818314673,0.008534870808587539,-0.029038680538914157,0.03338064015824094
RSPO4,,-0.011491949570704084,,0.12138121158600822,,0.04439933321481562,0.150593661502351
LEFTY2,0.06119627667842779,-0.012601063253908388,0.20299122931568334,0.038932366131867166,-0.017893379557663392,-0.024491097670263084,-0.023539724131252614
PF4,,,,,,,-0.018802904016100217
ANGPTL2,0.08576126205039404,0.0032819181585190677,-0.0626535788834595,0.077574188377976,0.025718725489162358,0.0022188896979116086,0.06477742901588543
LRIG2,0.02623441496152213,-0.0030263502437223194,0.0638141400962823,0.07655481955663372,0.09644624425239963,-0.041874454974254204,0.01049108728167798
ICOSLG,0.05751897266930734,-0.021809574256675596,-0.03685922525417408,-0.03604361462852474,-0.015685204098191328,0.05624998697073016,0.05945458252047627
WIF1,-0.0655087002246297,0.0051670300088347484,0.019010292739540503,-0.02656146983365424,,0.005666084597899646,
NPPC,0.07729727865927993,-0.015970997579147297,0.0013733833855816215,0.11869997216178388,-0.017929074882975717,0.059762130451198804,
LYZ,-0.012933728989828506,0.012630105648517648,-0.1302947978764375,0.0036642283480830063,-0.009389841107286292,0.005716735509228754,0.01306644363334484
EREG,,,-0.01719347590464832,,0.09503595463622258,-0.022430556590957478,-0.013689135497013177
SPTAN1,-0.01470052279585288,0.015196355094318298,0.12643567268639685,0.022757452209726897,-0.012613208261090969,0.08325451180077312,0.009213239054553766
PTH2,,,,,,-0.0286403650423306,
LIPC,0.03921512656892831,,0.0627479182583648,0.045737863051690496,,,0.08072761627802498
COL8A1,-0.01330560483696667,-0.0129876800711401,-0.07087858959772357,0.005466208991361713,0.02256018122460184,-0.007587333975226271,0.08644653895442876
GSTM2,0.011638615126236578,-0.005809793507978287,-0.0273464352514679,0.011437373279619932,0.03320614519582631,-0.019314712188126342,-0.018523268728247264
SPX,-0.043640193518412265,0.020325426314936633,0.05214186587773605,-0.03512221633016482,-0.021252457206870443,0.033287984493598606,-0.004776333197877786
MFGE8,0.04429254956445758,0.02191532931423423,-0.05532467626318091,0.00717533148507452,0.060000678187948284,-0.015105352181086152,-0.04305046161054716
TGFA,0.06466971372214526,-0.03834885226156395,-0.09012480256771098,0.05040378950253458,0.009545398119110485,-0.008837614907217642,0.013925173496278998
SLIT2,-0.04134756010076758,-0.0027433214742639917,0.0052881186719460046,-0.016047878772293488,0.09327468846482101,0.03399754761035408,0.03920590022870142
PLTP,0.029894066883966567,-0.02350072409970488,-0.1505633634600128,0.07609311280436057,0.02826066047131195,0.013466052848946456,0.01193002776102455
APOD,0.07489814076154212,-0.02823142806460413,-0.10175134122559294,-0.021245728720677707,0.03645685938240092,-0.09252434662454741,0.062115247567169914
B2M,0.08876038415345933,-0.02114934777961696,-0.1591483881321974,-0.011989682956308126,0.035571312498639256,-0.008345055651262739,0.01106273223304756
OMG,-0.00888002657191665,0.05415459517028696,0.03538670625915496,-0.038981883118017,0.044307094786375324,0.08587659834938584,0.03507077206765322
CXCL3,-0.01633760836146459,-0.012293956910415847,0.01944900514483952,-0.02408174784554471,0.032092748009499544,0.09148446757967053,0.05250041363343233
CXCL10,0.07568585635058808,-0.018675420362536742,0.05743982132328877,-0.03826881164577992,-0.021766401345329416,-0.024607688941427643,0.04453113049106647
RSPO3,-0.020432746351146888,0.03204807270533573,-0.0077599786481036435,-0.02516496236836919,0.11256777078098294,-0.004235861952575202,-0.013400104318444317
CORT,-0.0353634453974115,-0.032061242215771946,0.00859755491223743,0.027543887872228577,0.10021832934179771,0.006505429864227334,
NCAN,0.03232124367739475,0.029009160377026097,0.0836512396951559,0.042619521213737604,0.022449879589833382,-0.005929615704404831,-0.02000864327939635
PRG4,-0.01770030964924547,,,0.029602372406286777,0.051154255732217484,-0.033908518388200214,0.09519205880228326
ZG16B,0.0005058425001128569,,,,,,-0.016708487967465355
TGM2,0.07779867159433612,-0.02379120032719075,0.026903444195988176,-0.028875599061367305,0.0482273533974922,-0.029724711215575236,0.03066194525869289
VEGFC,-0.023336746944718944,0.03002509921166076,-0.01942855290960491,0.0409120295141648,-0.027127000530298116,-0.03073632090670034,0.01139247795692257
WNT6,0.0703129146084575,,,-0.026205459966608453,-0.017929077301929486,-0.0075697881499349595,0.0008674420803044248
NRG4,-0.022046858545008645,0.052447509546296324,0.003941837251926477,0.004375801452895859,,0.1647500407557384,-0.013400105820276308
PMCH,,,,,-0.021424987996392916,-0.013692346993367095,0.033267019839532445
COL9A1,0.09946329307109845,0.120837869516032,0.10680169768052583,0.04159747390526694,0.01807705054505429,-0.02885407906182218,0.010705310091754886
GDF11,0.05864724891203477,0.04413422180813011,0.05459172912314761,0.05804701114819635,-0.008887927777048353,0.012388044862889405,-0.01764860137906379
RAET1E,,,,,,,-0.014699820874523001
IL24,,,,,-0.015973954773668007,,
SORBS1,-0.037718109080957705,-0.06745737330351888,-0.020079475416682483,0.0026009361738806866,0.043241926759425627,0.005260785754819751,0.04874138117079987
DLL1,0.030350461438605272,-0.03610993129943465,-0.03230314819550136,0.08217208982051816,-0.012329251705989225,0.11729571802631059,0.050906145704947614
TLN1,0.08578159693139346,0.009669733886809214,-0.11108961060348983,0.04717665465380963,-0.0390781709617233,-0.015798011890134807,0.040574224859551915
COL2A1,-0.016337613921333784,,,0.03320613971532428,0.014240988183414885,0.054756834124028646,0.023396016217613082
SHH,-0.012843349666071978,-0.013194809539258359,,-0.02333291449558428,0.012686546482203251,-0.028211832783700184,-0.027820166681820514
PON2,0.07899182664796534,0.0689210352729135,-0.00040154732692441466,0.02118486860789952,0.08611923926128592,-0.0359250114245649,0.049620988449992645
ICAM5,-0.03192529416084209,-0.002434136971773989,0.07005253961906009,0.019784125858316876,-0.02410567145388757,0.03447976996367508,-0.028895717501108593
HPX,-0.007470175388871291,-0.011491950080085168,,0.005543673679153843,0.013150927528151708,-0.015106005413683624,0.009709167137758126
SFRP2,0.1019253292162138,0.025998603762118776,-0.05415274163199476,-0.045773207032083235,-0.01657881828889893,-0.043737610613053104,-0.005267748945268738
CFC1,,,0.0735221436628105,,,,
CD70,,,,,0.0606889441864382,0.03005580485345054,0.00019794717791281924
HP,0.05894960159364087,-0.015049600177752179,-0.03985243876309168,0.04649066588795629,0.05790367341190457,-0.011897966654177824,-0.020045092680098422
CXCL2,0.0755731491901198,-0.015970996329207718,-0.04576548232017464,-0.00014907987792260924,0.028174298225017397,-0.002490274929777211,0.026256376646433564
NPPB,,,,-0.00722243607121985,0.020794066416080857,-0.020464627749409776,-0.013592914981931565
CCK,-0.09785480149370474,0.049393744420547066,0.16393792891306982,-0.06513697951412899,-0.030473624809298928,0.05425385074793322,0.00527558078559576
SEMA6A,0.07660319194588215,-0.07035824334380175,-0.07625876586109546,0.08383387414328661,0.053046257024765134,-0.034317806288051575,0.03850983532908086
IRAK4,0.07736310037310214,0.007810735449730018,-0.03675022917348056,0.05132676646413898,0.03708997115071793,0.044314308566291635,-0.009821600686058656
GSTP1,0.09443844838309397,-0.037427798744797715,-0.12779896087181766,0.05555072820998051,0.04565285635862133,0.03848856635648229,-0.048172689442524314
VCAM1,0.06971979880992536,-0.03453431558015839,-0.029205500291307234,0.02934517132412283,0.07722110560342955,0.06087117388100793,0.09083648494259139
NXPH3,0.016411457488441902,-0.024243655668360176,0.10152740359450958,0.026119504314938653,0.05159547353911879,0.014148756266933326,-0.02987029836916655
MTMR4,-0.007725169077824263,0.014785702317945815,0.009334169000275106,0.05503744056186843,0.03557000323443489,0.023260518920581168,-0.0041399834278690074
LAMC2,,,,,-0.019638520209753978,-0.01329055845942254,0.03874282979250438
IL10,0.04927094505934988,,-0.04507208723381363,-0.014577801488709947,-0.01281199557689868,-0.009199856030322407,0.02197389292095469
SEMA4D,-0.013823578078398712,-0.023222658607672926,-0.05258775244862126,0.008425039538918336,0.014150129533507699,0.05483500303377866,0.009626304215408261
TRH,-0.022747770573461112,,0.20549015048243163,-0.015615424615022366,-0.007158546288596418,-0.038894238217948504,-0.015224976340678972
SEMA6D,0.03151545657192531,0.01208661928227287,-0.028232920334445525,0.058272088764786796,0.09022560037107122,0.07645546649512015,0.018093704945130493
CEL,,,,,0.047212172314719504,0.03571340994215963,0.008085183525826944
PDCD1LG2,-0.019344091561464338,-0.004024475662466945,-0.02608212227604675,0.04041054585357883,-0.006933377292004843,0.0002715984362795724,0.11183039513973402
SPINT1,0.03820106248464735,0.011636268090598704,-0.026710649959355914,0.07167023820299621,0.034650344641563094,0.08039012608602335,0.07313436262896869
CTHRC1,0.13930516472868254,0.011167443757777624,-0.002126446081633672,-0.04330110056002473,0.027463357526227243,-0.01523223876721094,0.03945033929052417
PODXL,0.02571971923084849,-0.008134366276281734,-0.002226634662830197,-0.04374495069191623,0.048827435797346205,0.0183068555839744,0.03280285461659746
JAM3,0.018424878290300588,-0.038858127655977175,-0.12450700458121103,0.04128914540405157,-0.013194036981983397,-0.03722963086312072,0.003692801158999591
TGFB2,0.028996542482742943,0.0153236615567029,0.0177382558146129,0.06783368705796906,-0.011214694452326649,0.008793386104157329,0.06392441600250483
COL18A1,0.12123421440336583,-0.02917957755417723,-0.04408714994756804,-0.012825572671139259,0.017296795586850627,-0.012018243373766661,-0.0031491280534594827
NODAL,0.059044096923236394,,,-0.009126173915502417,-0.023879468739925712,-0.015198750408657159,-0.02083676467376343
INHBB,-0.01974283659800211,0.04425254172433269,0.004005305687128499,0.05172824938008641,0.04184215298322418,0.07267907263951184,-0.01697387135519005
LCN1,0.09340705104538351,,,,-0.025399674821515356,,-0.015396324753942375
ARF4,0.025013722265648342,-0.03398082357158088,-0.01251157079213048,0.03462575501868416,0.029353817866482772,0.00655906566587135,-0.051488859996121406
CXCL14,-0.03722191834758119,-0.013145813034050251,0.024485528939442194,-0.01591472940866993,0.027799087230266535,0.03228574430292229,0.01283862007793984
LIF,0.00807684055395889,-0.013623969175874473,-0.024029071938034923,0.055761194566415505,0.018455854361248157,-0.0480409895709542,0.03968894375248517
IL17B,-0.023678105203891096,,,,0.016815430063452597,-0.018908657807020023,0.03889046589427618
MMP1,,,,,0.02973441218597071,-0.013692345909016997,-0.008850966981357171
MATN1,-0.015031583554694835,,,0.018963008077199885,-0.018632511758735502,-0.019487401810098733,-0.018516824614632322
ADAM28,0.03259035802419221,-0.0014003147777659967,-0.08298243491641764,-0.0005603152466400008,0.0768022279104696,-0.020301461419400656,0.08851061926994519
TCN2,0.03832407602410444,-0.03198201384065049,-0.04392956380210229,-0.035226479322730354,0.03055136397489913,0.03500559224995129,0.06967029046746324
THPO,-0.003096033642854898,-0.014177033696182641,-0.00158533839467876,-0.024447917884666843,,-0.016904418456243814,0.14326787502066704
CUBN,-0.015927997433741552,-0.03355229735594874,-0.018342205279202023,-0.0066836516142904645,0.06096165163444113,-0.0263747196496586,0.045468203018122225
TIMP3,0.0044813873486654,-0.02654786124244981,-0.0012924648235964624,-0.03212390200700211,0.033076569841865085,-0.02156580658604314,0.02904987090284218
PIGF,-0.02453348690931357,0.059915977052636724,0.03791505812346286,0.04449320106505544,0.03120684940811244,0.01115947144121949,0.0563829238546547
CRH,-0.022046849403829068,0.0747526377210352,-0.020462474403652058,-0.033438454728924184,0.02086590998739372,0.051404623878817605,0.013131349084461164
BDNF,-0.016895894458452645,-0.02306256590932978,2.9927994312444588e-05,0.025987566128216753,0.013230416358358312,0.013454736400357268,0.04614669460781916
CCL5,0.03854625080200295,-0.0354262761721766,0.005765400752471999,-0.012782659005733324,0.00714894459548856,-0.03445366119086868,0.029973439262333597
GAD1,-0.06181109173878136,0.025160459977194637,0.1402737015786679,-0.05811935665954836,0.03848771903775241,0.0012603474173123852,0.0551812069982629
COL14A1,-0.00950481399836436,-0.01856993015040789,-0.015427446868301142,-0.0007215959063470233,0.07404864113810036,0.030591896983239292,0.0509471635115159
HLA-A,0.09234168119325781,0.0010815136033526878,-0.14951094646782373,0.03496508114042498,0.0034496579499439435,-0.06170465947928132,0.010781670612733649
CD5L,,,-0.02489327629470372,,,,
FGF18,,,,,-0.009408445261060891,0.07350857029381874,-0.015224977562166876
ADM,0.006683158400831036,0.0014846067584977684,-0.033276284873109935,0.15140759692922692,-0.01696526455592391,-0.0026553360574821344,0.04634436684523732
CCL15,,0.05582067399565865,,,,,-0.01320462185770288
GNAI2,0.08787245151949695,0.025010614055581883,-0.09026122925417493,0.03575359559183822,0.009510142474590933,-0.05646197072128058,0.026641560728716204
HDC,-0.009705675955725192,-0.017258715043105263,,,,,-0.00750552639746828
COL11A1,-0.01145550286196008,-0.03472994354286446,0.07610565729273418,0.016910683484813928,0.039746047476230124,-0.029660799741998093,-0.006384446899491406
NUCB2,0.015800479827963863,0.02447262937520638,-0.037228072084809154,0.051265462105276924,-0.008177363904487332,-0.004835005330561541,-0.059353075624698055
CXCL1,0.01920721675741692,-0.01290118530132842,-0.033962159549960104,-0.012401129274893138,0.03644817479659824,-0.017529409615240688,-0.020864294874727022
VCAN,0.023532916673254536,-0.034869402487839894,-0.01725405408414935,0.07934827918887888,-0.005002616146326706,-0.011792186405355717,-0.0006690835329604114
MMP7,-0.010464976452121006,-0.012738827286783891,-0.014649336220922338,-0.028613229202027562,0.019947724234892487,-0.021114767197156777,-0.008990063675126406
PTPN6,0.007134010085817526,0.010960655336252047,-0.05580974332693798,-0.02104277557636566,0.058143984316141706,-0.0140647612919012,0.05974508222835725
PTGS2,-0.05983958110679447,-0.005793176815676754,0.03386946025375049,0.01957191919830034,0.015918241937762583,-0.004209475824860802,0.05455258257276183
XCL1,,,-0.019215760924394296,,,,
CD58,0.07413659159929267,0.015546241043642757,0.012623697151478116,-0.01712686758483599,0.12739030487045938,-0.009532567548970777,-0.003535804087044109
TNFSF14,0.04691745496907116,0.14789741036002932,-0.041726592465764344,,-0.020903543655768256,0.016925845600524597,-0.03167099927582389
CNTN4,-0.037158969962683294,-0.027526651597580287,0.0831124725745813,0.028824393389019553,0.009459239162738976,0.012001849292126186,-0.00395501103656794
INSL3,,,,,-0.02324734760373037,-0.01977102699246105,0.028147829164436682
BTLA,,-0.016091988763615995,,,,,0.03059603531567962
MFNG,0.031167875763393485,-0.005756414115871786,-0.04427939200146154,-0.018725976922141258,0.03104470061234665,0.003408284347970261,0.016990445844570986
ICAM1,0.11091878977520646,-0.04824119827011362,0.018025913276326803,-0.037484050352425,0.03188817081933104,0.006119951505420215,-0.008639035419976633
PROS1,0.043001590707118356,0.02177280991633612,-0.016146843702656382,-0.05698712394243783,0.06622422823326313,-0.00830830683397987,0.03269246196748564
CLCF1,-0.00521554128524157,-0.009043024095190932,-0.033695552223456875,-0.0042249280849057545,0.017322889097534024,0.0017809547386629567,0.0317990229768856
PSAP,-0.037466154396157636,0.0006568146697159809,-0.08626188364618276,-0.04461613751493181,0.0645158381944945,0.02231927331930786,0.09446969318901319
EFEMP1,0.024155750118403575,-0.00245212869508931,-0.1439433481226324,0.057855638176574416,0.024519324177265964,0.029890173335107215,0.06697743778261668
C1QTNF1,0.07304762232874085,0.036610149778144384,0.013793604429108193,0.023409355012630258,0.038585935830550505,-0.005683316536232562,-0.04657568633000551
ALB,0.0254019789659596,-0.014312146419648517,-0.05239613858681757,0.09097964623672576,0.015952840263213686,-0.03309620869025226,-0.020444289024081526
CCL13,,,,,0.040616642967342464,-0.0221773151142725,
EFNA3,-0.034664978448179756,-0.026764277895315557,-0.00960137722883021,0.022741377047394287,-0.025720127202029593,0.02387613939685635,-0.010802111959667005
DRAXIN,0.04270816731209341,0.08868486570967946,-0.020054661423588385,0.0043564900752588636,-0.007747497144216336,0.019296136663683836,0.08257787204611822
RAET1L,,-0.013764197902716447,,,,0.03669335629567384,
NPTX2,-0.07906160507012777,-0.058996471298629886,-0.05706108225661951,0.06620444518822013,0.039623559464309364,-0.01238429545549817,-0.008791510169692346
FGF11,0.11388813364198519,-0.015172365834333451,-0.039134799929339104,0.047713226324538706,-0.03204457009542113,-0.0006284729176311483,-0.013864008080696384
CD59,-0.03392201296304079,0.010220099503251303,-0.04078782871741217,-0.08216533686038223,0.07843992945349208,-0.03866849163215919,-0.012045415750443404
COL9A2,0.02565510135552496,-0.007318904814402486,-0.08115278544999674,0.03802259667901986,0.036134415957840754,0.04391003456696207,0.0379531307153843
DLL3,0.0034903905430474728,0.014734355986639431,0.03772345832177584,-0.00988634801925713,0.01316395495140708,0.018557804412311512,0.008846182039405164
FGF5,-0.013977897636712356,,-0.014089034840231907,,,,0.05912226249415086
LIN7C,0.01810887958363616,-0.043557463553845537,0.09970943252188119,0.022506084595655503,0.01248897723504757,0.019994964646298827,-0.029624148473576518
GDF7,-0.025004174654555643,-0.012601062764231048,0.09740255783119225,,,-0.016072690920264008,0.03885552280816655
PSPN,0.031003232517067127,-0.034146196177102475,-0.02573961094286257,0.014105047190124368,0.003891148781626466,-0.02039044235545447,0.01653197255959578
ANGPT1,0.08844121504983697,0.05561834769298491,-0.05024311535549858,0.013265883723072325,-0.0016424074146760294,-0.041405571111243815,0.049918815273237514
PNOC,-0.023603585127279635,-0.04137410084157886,0.0028182427528539024,-0.013236392188997796,,0.060547504976047106,-0.018660364838341544
L1CAM,-0.015079766821605825,0.05937459853427372,0.16383852850468084,-0.05494409857392531,0.02030588617215971,0.04985019474407823,-0.022710554974774505
APOA1,0.05964217384177297,-0.020393610252695735,0.007906993324884808,0.02723099012080359,0.024034283953826077,0.052436080799690386,0.09691791856753598
PSEN1,-0.03275377166387409,-0.061470099845246116,-0.015037429494751222,-0.002872506075817729,0.003189773063558968,0.002731578450021263,-0.008685014406324224
CALM2,-0.08822015621746603,-0.05178934783146802,0.17070656609792254,-0.043800715693243654,0.04900342223228475,0.06044695883647015,-0.021934296925299926
CLEC2B,0.09029350967731278,-0.023579147189626018,-0.061823281358584496,-0.02660773614015886,-0.0045037597632127495,-0.010001546643347249,0.019724971503305464
NTNG1,0.11946516301915792,0.019519330677078478,-0.010209135276775139,0.066799024522729,-0.011515121743499468,-0.01377025394748457,0.09675014899708118
LRIG1,-0.013094839487185799,0.03437125422616389,0.000904114724435675,0.06549227052444068,0.0753885655758544,0.028931013998375645,0.02151860332921517
CPAMD8,-0.012644889510045432,-0.02332352523766683,-0.03178302978084996,-0.020431412309518428,,,0.0029759528765338616
GHRL,0.0027130637104489158,0.038789476144155864,-0.015713302332651866,-0.0312021618235247,,0.11090289337243453,0.023199258831366712
NPY,-0.03953302800431279,-0.05419060963181164,0.0036268319820128595,-0.020365281205165627,0.047115994118989306,0.020159773384846657,-0.022830772693061323
MMP2,0.054376525096640003,0.01423866824694072,-0.06455130473434406,0.02814443550422278,0.019748210667170786,-0.034495431183357884,0.04098795664846935
PPY,,,,,0.06322883219783001,-0.024287642447515675,-0.011672613305511267
ALKAL2,0.09085599971684907,-0.010120891098661131,-0.035659833192833786,0.06618843375565851,0.03927276949478022,0.014752040822944033,0.028192529639168924
CSF1,0.07384366206954296,0.004323456606608028,-0.09326823704371104,0.004940978776425614,0.03921879179782966,-0.011532899746229296,0.06696087569880042
SEMA4C,0.03759468825599075,0.020492643751655982,-0.03126959768418452,0.005549858795775271,0.024964110837570972,0.07242987316622604,0.047018683017333446
BMP8A,,,,,,,-0.016227883156260052
ICAM2,0.06413238356952777,0.006936821558861757,0.017801425526427796,-0.04303353497517293,0.03809479980894584,0.014201432165995755,0.03309284229586592
SYTL3,0.06821765336694452,0.0186602627009766,0.015390008691515156,0.05466570107623434,-0.04111243612010604,0.05887565497022178,0.028203639195667336
IL1A,0.08323514184353559,0.004030392044764758,-0.03475294330866165,-0.024338955869416666,0.0330288094341614,-0.011491656978087333,0.017407663893787607
HLA-G,,,,,0.06779134208738148,0.023780520654896286,
PGF,0.09148704991719726,0.03432375267874629,-0.007541369706717444,0.051857835472051736,0.01129225055006665,-0.016297096510100487,0.01237660275380431
LGALS8,0.019221750661532946,0.03929004006800183,0.08312388449750754,-0.026687178965208606,0.02496807654923434,-0.026878270604767593,-0.022445801111403714
DKK3,-0.060466916912508384,0.0001344628656103221,0.12843131903950097,-0.05226730253953255,0.02930322031690093,0.02559063421206138,0.033015553005471716
COL16A1,0.025837184072444792,0.033230181098652736,-0.03487488939234678,0.07327547701406101,0.030041087850390977,0.0075292329514978,-0.033412412062694345
TPH1,-0.015031583412803013,,,-0.029421998900929818,0.0668785828647635,-0.0033029749282002673,0.03916517619313025
TNC,0.06891719871931343,-0.03587913359586636,-0.13029801605513233,0.06011862060241378,0.02331043338244565,0.015217300739839757,0.059713920179906885
TNFSF9,-0.03393236799669318,-0.0191950291453511,-0.007976451351010537,-0.022832964070863493,0.029430782252150182,0.09256864779117674,-0.025681819055137552
C4A,,,0.16727361234568958,0.0015047458816554473,-0.01727570971581069,-0.016242203904698,-0.021853324715482507
CNTN2,-0.029465656891150997,-0.06500648622949086,-0.11914205368782282,0.01370700785390687,0.052795164276160385,0.0211109013184608,0.028795472305403424
