,UKF269,UKF296,UKF304,UKF334,ZH8811Abulk,ZH881T1,ZH916T1
IGFL3,-0.013231781339424776,,,,,,-0.01522498211498803
BMP1,0.07540816696596304,0.05101690248376269,-0.033902214879594786,0.058092198315770616,0.0639764532700758,0.00031889288719184455,0.041322858005580644
NDP,0.04568116667369295,0.04506276609701068,-0.03900120132116226,0.022096155004793016,0.059361153622156576,-0.035457739449928624,-0.011136123428996825
TNFSF18,-0.0004039182976816818,,,,,,0.03984031851311206
IL36G,,,,0.0770300580261741,,,
RTN4,-0.0699416280679993,0.042386578721756066,0.1187606389254788,-0.05923430367465902,-0.06432263495942757,0.02494551748069079,-0.0503445135736493
HEBP1,0.06684090056592361,-0.03887221528224684,-0.050171776437937056,0.04012741884004402,0.06067903843346088,0.05980724440377191,-0.00305130316517764
WNT7B,-0.054765934303476815,-0.013194807664520062,,-0.032338169655027144,-0.03537741907029231,-0.005062725299955526,-0.006714107660672434
PTMA,0.029551401100497567,-0.041125382445839305,-0.14821744721573635,0.10158660996944578,-0.09350083884830963,-0.0039258643792161405,-0.04420817122500105
FASLG,,,,,,,-0.013204621794251416
CEACAM1,0.12752427768323407,,,,-0.01982371278543824,0.011154078342216468,-0.01837229182077399
PDAP1,0.0378190576498205,-0.04521434290357093,0.03526088030401839,0.02411356715231919,-0.040229614537789934,0.01565503457287532,0.02262878094322198
QDPR,-0.0549818686065955,-0.03603975182372847,-0.13735862948728317,-0.019586519484707736,0.04001551543532517,-0.03925275865980571,0.019022039383525466
POMC,0.0008892952266537239,-0.0005501819542549421,-0.009668894434679966,-0.0572409811129052,0.017593098925121026,-0.008254496162185489,-0.010195077714176085
CCL18,,,-0.023165684337801234,,0.010639406211011924,-0.009526469620706834,
CCL17,,-0.016331473015186934,,0.04890913082105264,0.017130755133126282,,-0.01196850651840097
VEGFD,-0.02216678308637611,-0.011979332960092534,0.038806713446984484,-0.0163190258931149,,,
TNFSF13,,,,,0.0358738942969077,0.029779940952421063,-0.019501682401085494
