,ZH881T1,ZH916T1
IGFL3,,-0.012284605316009252
BMP1,0.03763043145611354,0.058219419208077605
NDP,-0.012654894154551725,0.034488304760104886
TNFSF18,,0.025814590235591257
RTN4,0.03514361649575907,-0.007661166164033241
HEBP1,0.005803029406571894,0.03131546311277439
WNT7B,-0.024159455749945154,-0.027683059109278256
PTMA,-0.0667285991415293,-0.009171573744821608
FASLG,,0.062403163424769134
CEACAM1,-0.016034982149125996,0.05596954927033342
PDAP1,0.02272253188067523,-0.04092424149749864
QDPR,0.03958701752360429,0.03274556604595614
POMC,-0.026231124350413554,0.044232071146678625
CCL18,-0.04852430708355474,
CCL17,,-0.02168483101014716
TNFSF13,0.022905557873018925,-0.011559989572669247
WNT5A,0.055394377514504246,0.06911958766981272
CXCL8,-0.039307668995398795,0.05422626962992571
GRN,0.05849201963972076,0.11579767396584999
MIA,0.07015200033129228,0.023527637688495626
COL4A4,0.07201286345241353,-0.042461584913258445
TAC1,-0.027664912292922162,0.08957513414793476
RARRES2,0.041081606862564596,0.020113068689357184
FGF7,0.04834898149249049,0.0381121659248661
HBEGF,0.04803452144924109,-0.030019834815694264
CSF3,-0.022988337267941205,-0.02283078177366228
PI3,0.035558387361001954,-0.03279129988696096
PCSK1N,0.06498857946871264,0.04104298900631174
NTS,0.005379842951759577,-0.03380927457359502
SFRP1,-0.030911732226624154,-0.03302363268633674
CXCL13,-0.016381202510286495,
MICA,0.04205214238696909,0.1011026737145001
TG,0.02002328973721652,-0.005470623923636363
ADA,-0.007018353634818048,0.09006078914006663
LAMC3,-0.056509315962191345,0.13418358301197578
CCL7,,-0.023924446204038212
NGF,-0.03946595147375034,0.10112985835453162
TNFSF15,-0.014275362782336055,-0.0003973871418962263
HMGB1,0.038341327401032105,-0.059522989111226644
ITGB3BP,0.03683929726510195,0.0007425275192719737
AANAT,,-0.025313061785391278
RELN,-0.017243091186764693,
IL15,0.010922320058625028,0.02651725935183953
BSG,0.05456497020897427,0.0009062828638613197
ADAMTS3,0.019257167921114992,0.09814871145677953
CD34,0.03630392889509748,0.07130064937416507
PLAT,0.014189677417074215,0.10071404614751364
NTF3,0.03225029101056702,
LTA,,0.015403492425202293
CKLF,-0.0234247382986017,0.04477049449761372
CD24,0.041264525084046946,0.00329489432986133
HSP90AA1,0.01552607290591925,-0.1084611187056321
BMP4,0.036864975403101144,0.0675542535962666
SCGB3A1,-0.002278613648611771,0.06462217493132608
IGFBP4,0.012489295820136956,0.11220793533780493
RSPO4,-0.0013527063531814552,0.06957708270001006
LEFTY2,-0.027150987730661488,0.043786396031571695
PF4,,-0.03406755850968325
