,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
EFNA2,,,,,,,,,,,,,,,,0.017635391746720606,,,,,
HBEGF,0.017568313068654997,-0.041872719638053314,-0.038272848279670826,0.022012888912503897,-0.01791984162283609,0.05341178657616527,-0.0435390621302979,0.002767510214951696,0.06716724363780019,0.031213598095049033,-0.004900261159490345,0.09509457746342524,-0.015504990551816361,0.05847073753356558,-0.03390916460809085,0.06332499557144658,-0.011719878319857688,0.03544065113565502,-0.00746644038395185,0.008574567033927845,0.06322044634292659
CSF3,,-0.03598022288723166,,,0.07500069621860075,0.11798724156644473,-0.029626631605039946,,-0.029081813776377072,,,,-0.036389145480069426,,,-0.027009499878205504,,-0.022988335463029776,-0.03273936495558952,0.005848294057792936,-0.002195763847778275
PI3,,-0.0109452564015325,-0.027046224822326555,,0.11178703335069586,0.056935330801840905,-0.01736105542186047,,-0.032746506150595545,,,,,,0.10833763454928938,-0.07954039380897016,-0.022082798726903354,-0.013485746659104072,,-0.016430449683957127,-0.0027130952706207394
PCSK1N,0.007319840814186534,0.02267265295715339,0.046383302623176796,-0.02695644518015228,-0.045554795964757464,-0.04994776719185277,-0.013425415779132454,0.003989501455637086,-0.031775909206590416,0.04279339137887523,-0.032407670387519835,0.0050185980178948965,0.0009967307683740724,-0.02204214354836581,0.02520749426014432,0.007762789773763735,0.007102016595157804,-0.006083841629977807,-0.04575217451883504,0.07444667308520343,-0.09647281808888532
NTS,,,,,,,-0.00019283897078470344,-0.014776050468350543,-0.01402242647560223,-0.011979720620114691,0.0308611593030532,-0.0032414111629908747,,,,0.038542099202700374,,0.0809494839860393,,0.08765144738867806,
SFRP1,-0.03141037660609004,-0.05388307995571996,-0.026075099598349843,-0.0077828359675304526,,-0.018098820031493823,0.0035567374668866412,-0.017059642785189177,0.04245786252982785,0.008810343324042251,-0.015973963707937428,0.06387602458303475,0.028941398503153026,0.04137839926366427,-0.018446948297817314,0.08940986471041337,0.019183744641246274,0.028067451744836932,-0.02260007811848751,-0.025723147749371542,0.06659510407064956
CXCL13,,,,-0.05238776449295415,-0.02267058676466175,,-0.005354216417249891,,,,,,0.026344307584705323,,,-0.02407217105803214,,0.18594646958939123,,,-0.03514051269403654
MICA,0.004462425233919703,0.03846051872210515,-0.03740163045324274,-0.024562402764207344,0.05148637271934261,0.07673327892369082,-0.05628237195147059,-0.007549988964205805,0.05946026367379633,0.04995439385377516,0.01934835357581348,0.051912800442195456,0.012805551349657008,0.049237041146122505,-0.004192587951599954,0.05800573408668825,-0.003300371404878014,0.018056156094458594,-0.01627030849242242,0.029983913830455552,0.0908512370950218
TG,-0.025000978362900453,-0.031195636229516106,0.05758978008397264,0.03105957661606943,,-0.021675632563901766,-0.04695323371507897,-0.017055457403530216,-0.03509914733708847,0.015177901989766332,0.034556267989344275,,-0.028749343615592542,0.029115114016052233,0.005612098240648257,-0.03218265789866633,,-0.01891975333818829,,-0.010992969382482499,-0.030481118005647814
ADA,-0.04944479862813169,0.01016004503725127,-0.049330044751960386,-0.0003684917686401801,-0.05184447978110459,-0.01061783602927543,0.0796220024855012,-0.03331951137022521,0.018121167062485604,-0.03043737190890623,-0.017074179983007393,0.057357478246055964,0.024818391867130675,0.049063775689576206,-0.07715350519248511,0.019305941481267786,0.012609449746332732,-0.03341368260642513,0.06422036004396296,0.026176413694299242,0.08493946227981453
LAMC3,0.0345419097545777,-0.02034577453781251,-0.07976352658080502,-0.0112309795268876,0.021417667063681183,-0.08374239197493541,-0.024659550346252144,0.06717999640578638,0.10199700810313339,0.020102941560569076,0.01653973960080047,-0.04276718688695836,0.011436238840890667,-0.048937716802715844,-0.04330752420986489,0.09982932908934852,-0.03018900442995288,0.05721115088758079,0.11645171294540944,-0.07187599407344265,0.012858113276137943
CCL7,,,-0.016352656211937898,,,0.015145023174003404,0.07428572268145496,,,,,,,,,,,,,-0.018635504772404634,-0.026105509401462484
NGF,,0.009244390611245027,-0.028076698657932383,,,0.08565466879321662,-0.0344991872853167,-0.016275480926991315,,,,0.027609405199216876,-0.0037619952432603656,,,0.05486932524025699,,-0.009774435321274774,,-0.02417808897531379,0.049456982842787725
TNFSF15,,-0.012310666226505318,,,,0.0822971130430939,-0.030260448925194028,-0.019762001968814807,,,,,0.06006657419945626,,,,,0.011652033292834863,,0.04239771375824565,0.07546519222776252
HMGB1,-0.008546073340965736,-0.057386324017374375,0.00933409485058547,-0.0037389112200715536,-0.017683756025972754,-0.0012630827844228325,0.0669073360448079,0.03357115873484457,0.0627427711924893,-0.030732289038867964,0.0006190949590306731,0.010829497149735915,0.029214149227212816,0.029101084078174286,-0.05594498636520145,-0.023960979300474382,-0.018055471419512366,-0.015446682321457626,0.09576826685346547,-0.008994502153747993,0.0071586648538992164
ITGB3BP,-0.05315940455962586,-0.036343128676614836,-0.007875865980155793,0.024661321474947876,0.01602500423473577,0.019028346801673313,-0.019726549632991544,0.0041019702442094,0.1288285753049539,-0.0283767033388536,0.005880250884225718,-0.018413865698159095,-0.03577817813248283,0.05529469323897415,-0.07664891414311346,-0.014184431401445926,-0.05360943013229498,-0.010023674066929375,0.07455464084790303,0.04478865587334908,0.04184799966715566
AANAT,,-0.007530168336451312,0.03452614516039751,,,-0.03540377707233917,0.05563570042509145,,0.02141025336486414,-0.021886418370189748,-0.020824027850268503,-0.015163954107357,,0.047679335316406675,-0.05569105722951103,0.0008727003115476248,-0.032148876044593815,,,0.0013086692115897058,-0.005144562131485726
RELN,-0.020726473892590955,-0.07494204586642042,-0.004157896370024041,0.03227557945433586,-0.03516030899238717,-0.013971873074071453,-0.011564289709705015,-0.0032025584046123,-0.050615921261565444,-0.046530107083016456,-0.011015862809613315,0.024966837136855043,,-0.03552352950829484,,,0.00010394303635767137,-0.017243089832936796,-0.05935715941996057,,-0.02035536071726543
IL15,-0.030772234528553658,0.10494036711942871,0.026861975237099017,0.053090560426397385,,-0.034095247991017257,0.06823210341179668,-0.014061839238253448,0.06359753322846572,-0.05043232015504515,0.04569576699074678,-0.00029004247475572433,0.0066700903357240875,0.0062717150519667276,-0.029168034709077483,-0.052329223124447655,0.012615736923908613,-0.01192999667282905,-0.03462685390212798,0.05367395831690789,0.04017050564443405
UTS2,,,,,,,,,0.01811782303626415,,,,,,0.09909875504630179,,,,,,
BSG,0.003227107648829924,0.10961051321647182,0.011724204075740914,-0.06184048977285195,0.03846990959449753,0.07773585053674185,-0.009412584971365686,0.03705643250862497,0.02903682714325293,0.04139353413050576,-0.040458246034557804,-0.06438476896186791,0.03339929450976363,0.09012941708890639,0.12062625844833161,-0.06777082617193245,-0.01066256159890728,0.010263193937845064,0.02308840701062038,0.05736039208268474,0.09239367849500991
ADAMTS3,-0.0032354654971010585,0.05223028641355503,-0.012871841330315636,0.050748061903365456,,0.012459300303307979,-0.0204547222123748,0.07719004316052129,0.10329083619534202,0.014752309174606945,-0.03187844584073273,0.013481813126729327,0.014445083723296953,-0.009812450215986163,0.07733001372532465,0.05107455123153101,-0.039712865403052806,0.08049753731564263,-0.013448375207614582,-0.08054271461728733,0.05125626502868343
CD34,-0.03268799605300445,0.010676066436498058,-0.029853065927879795,0.005703855218020018,0.023936938404771544,0.022308507231957875,-0.0029044286586985026,0.02692403401201669,0.13187306708458346,-0.034711478350083556,-0.012994626315238745,-0.03681313155067254,-0.038153042847231575,-0.0016901482429361049,-0.01924358568078148,-0.005317509036528312,0.015060035316086018,0.025655289539474005,0.06881820270994904,-0.03905013679268896,0.06969253630265769
CCL23,,,,,,,,,0.034425783530446986,,,,,,,,,,,,
PLAT,0.05042432056785317,-0.026317305085112114,-0.0026291283440855956,-0.00014307206746119616,-0.05595552844814892,-0.04909293947602403,0.030848052002229898,-0.03402363800897447,0.0734946183116279,0.054338499251373365,-0.040089418190572546,-0.012660247116888075,-0.011103724777008108,0.04209786969937837,-0.022952982470689543,0.0031477843515162634,0.004552970094870034,0.0003241387493314234,0.013396709521264477,-0.05716187794230245,0.05539512429268773
NTF3,,,,,,,,,,,-0.019628779259401142,,0.05334275026931613,,,0.0373383360401199,,-0.017083858627177817,,,
LTA,,,,-0.015552192059842667,,-0.024105491883491065,,,,-0.00018810222028446254,,,,0.030460847697918583,,,,,,-0.010403745438847804,
CKLF,0.011376148937734433,-0.013326791504722168,-0.08499719832988654,0.02123650481898821,0.0013529272689462586,-0.027284970801996516,0.01603912603122399,0.045477915081998756,0.13824632392979885,-0.06377810645919585,0.05436609134348691,0.05317572972868302,0.007661102719897698,0.03468051835020386,0.05045484885582948,0.036851054203664045,0.0030586024576493417,-0.01875237058482109,0.0025571681681713938,-0.003994820092360917,0.05747831309635448
APELA,,,,,,,,,,,,,-0.04271877916556599,,,,,,,,
CD24,-0.014399474519876748,0.028134641889005187,0.050214869920484885,0.0014715293474844673,0.025007139860234666,0.06383228497602722,-0.03962060108754044,-0.006708494298509502,-0.052114292315989984,-0.03631361247989104,0.07392129018004372,-0.034833663896350155,0.0004210348525698291,0.05200567088971812,0.004870141099178757,0.004122537192786767,-0.07946449182400595,-0.0023861082729215058,0.08761641928766095,0.054706812582994736,-0.011070824835073604
HSP90AA1,-0.05527257955265949,-0.00975942418746993,-0.034320794387259775,0.04754689085547538,-0.050497180178870504,-0.06710458724578937,0.005674265785165756,-0.01844885386747788,-0.13986293118437684,-0.0159922504084835,0.011452027553033534,-0.04875151167220974,-0.07575850080538064,-0.008331379378750454,0.015841885061114207,-0.10123958569237695,0.022551977536992694,-0.005099760610103763,-0.12192374551518448,-0.044477974432565306,-0.13544036929675993
BMP4,-0.025729636262088965,0.05390555606431406,-0.04509443876402394,0.004740831822912284,0.03802298847939298,0.03711663262278224,-0.04499691863311995,0.019157094974013942,0.0771152995503225,-0.013630376389181608,0.034637315333315474,-0.020287083675742713,0.08551855135206941,-0.011434260182384312,-0.04209018747712315,-0.02447585761549149,-0.03876872294841775,0.03257378445924353,,0.027901470188802326,0.0341819146411772
SCGB3A1,,,-0.016352654576694124,,-0.002114180295654981,,0.03744923716377615,-0.01795018648972911,,,0.03444114197335421,0.013496296401509456,-0.012758658321391003,0.0023050469296190886,-0.046070831461654284,0.08816062768859752,,0.021273083231669616,,-0.039073671164806756,-0.02448553612672543
IGFBP4,-0.0013696594025807958,-0.050154651316210025,-0.03622421811825357,0.04899145337385291,-0.012270557573954234,-0.04532217027446339,-0.014693026964420305,0.006346644245125538,0.08507634891924615,-0.018227325451250758,-0.06576392807074533,0.05580424245304493,-3.880153066006367e-06,0.06007679551325346,0.043076260904621674,0.02010182299003213,-0.0164754281018126,0.023680275184636806,0.10339541917012565,-0.07174183211945807,0.032360317735421223
RSPO4,,-0.0061736201863464134,,-0.03710391084336904,,-0.05094506835168164,0.04337945614119277,,,-0.007668939282034316,-0.044689649004456516,,,0.09136863617182124,,,,0.05421768705433895,,0.08833045584866751,0.09855718942279675
LEFTY2,0.07194750661946743,-0.015720804404859446,-0.06134276302554463,-0.027987094209051263,-0.023186434493014985,-0.07998762683004226,-0.007012093965553453,-0.030804877032506842,0.09805898115252586,0.00894091740932949,-0.03040797355520671,0.20561965846369673,-0.02620184145525584,0.026782517074350684,-0.029267128413734248,0.009144862458317294,0.011482486657456983,0.00018141679889283123,0.047960975120929776,-0.009573379801487153,0.00014778862856771905
PF4,,,-0.01696325413829746,0.04062903258257003,,0.046554886154240624,,,,,,,,,,-0.019658769249574666,,,,-0.02653629445701515,-0.005382132034509081
ANGPTL2,-0.03620066908925852,-0.016604084239247495,-0.04355599317862547,-0.054946550509705074,0.01244441138919421,0.027698884079038047,0.04041291353204151,0.01145594874652462,0.06604223113830303,-0.02476275707370722,0.06603914353654396,-0.0029402866077952944,0.013302804867913043,0.06911328018982431,0.038311363806314315,0.06702682144018648,0.027168658349644444,-0.019177172017321876,0.07209405481137676,0.01076691537990153,0.02159951141940578
LRIG2,0.02124692961648857,0.12998426850976263,0.06622626272734618,0.059302764234166076,0.012445740058576142,-0.027140128274802958,0.06558808473280955,0.003264275261246622,0.09320779564481717,0.0020486103129616707,-0.03209316844176328,0.014484115002318151,-0.02903216290993189,0.1013189972619067,0.03991069521493372,0.0556246692709489,-0.016151999829567307,0.023391941573195508,0.08917934437534392,0.04686422742345385,0.030762911283712363
ICOSLG,-0.040364047080699635,0.056680146037810734,-0.014679253713531666,0.04970187393660566,-0.020856941193216703,-0.005232557539594784,-0.029575728429464,-0.03917338723067878,-0.012545990485196178,0.05164507641793324,0.01766033188446018,0.004148778522692851,-0.01631248738285338,0.014503205938335102,0.09856767752181538,0.07549997117113659,0.06451404277534362,0.030653042593240303,0.03821833155362409,0.09821341574019343,0.07268248169720842
WIF1,,0.032906644298477165,0.015329697598088096,,-0.022778724027913717,,-0.03566222966191546,-0.02346219292705399,-0.05077412400314658,0.028277982179021218,0.0578059695912002,0.0330977115136722,,-0.01922717377598927,,,,-0.01855933613875582,-0.035235824206996495,,0.06664193110506082
NPPC,-0.006340479646290332,0.03525313679765984,0.03922950766028287,,0.050162450814024984,0.03865631328799809,0.03167892527721043,-0.02318171619764904,-0.04588080983188512,-0.024676556487081364,0.003934394268352154,-0.02232656571958187,,0.10138506591908905,-0.05755542097165806,-0.0025912298347526824,-0.0304999075136981,0.0333594648624792,0.009869752691695642,,-0.050475219871450164
LYZ,-0.027426196130927116,0.004000124581289015,-0.039342191921845925,0.01659917746557981,0.030399864915553135,-0.015551111511348983,-0.011891984120735739,0.0501079724178954,0.05761182781017971,-0.028549964999690473,-0.026547254771690735,0.06197472436579484,0.03863102438587166,-0.007974135175674147,0.031861769060024664,0.009629111404358003,0.06090671021269452,0.10247662673717968,0.06000932080601312,-0.017570613822710936,0.008769712468878818
EREG,,,,,0.021587989095703856,,-0.03732418531529189,,,,,-0.035337969412473295,0.0208976577221605,,,0.003424712362540549,,-0.024866656741007048,,0.02362100504162457,0.010925421719427258
SPTAN1,-0.03186434189661469,-0.030490186561171417,0.0920312028696751,0.05144068748323309,-0.056804402259874535,-0.10030962095006653,0.0022361931358680326,-0.00038856600947091474,-0.04586987886077529,-0.04708686302910456,0.013851948095871425,-0.05259042546722347,-0.041895502980858715,-0.031346947655417665,0.04737747115009187,0.019366085522114856,0.010316563809040658,0.01187411380134107,0.10403465909857612,0.018506594287183428,-0.05295265249315178
PTH2,,,,,,,,,,,,,,,,,,-0.0072609712692681665,,,
LIPC,0.029877845098548673,-0.001119256753478844,-0.020767481768279156,-0.01911464332354161,,-0.010231524776206341,0.14783912692339327,-0.021806307014829596,0.08393885070547806,-0.031105020086660495,,-0.0466125966902889,-0.03831008862876218,0.04823892542840829,0.009744013025428988,,0.060127994709718274,,,0.0543187435490435,0.025665727270127673
COL8A1,-0.03017231967248492,-0.08460955728310422,-0.0389392672613943,-0.032057278016765764,-0.03898075621407261,-0.042477630256541055,-0.00410671789192585,0.015969537671217154,0.08634828153777799,0.03145110967362011,-0.0028228474652811373,0.08278835888399617,-0.01349904323823807,0.04946548599263588,-0.02365767744905927,-0.0010759663069140675,-0.018996443080774073,0.04182384551382786,0.08673995023495647,-0.043857003201435,0.05535355163610711
GSTM2,0.044954346894118064,-0.020185800815928148,-0.032694829281452856,-0.0306168162158967,-0.010720499151635678,-0.001044371742600396,-0.028002329215168383,-0.011891178539316571,0.040925623394186525,0.008279616971259758,-0.002908695314325842,0.057898099595677606,0.006478322851378691,0.026475879336304357,-0.0036081332788461848,0.024973705954028418,-0.053890377960886804,-0.002350285820838956,0.07385907563532383,-0.016343120493324644,0.012079077843190797
IL4,,,,,,,,,,,,,,,-0.03966565810816916,,,,,,
SPX,-0.06409019186442963,-0.0055661772727847395,0.09548198603828766,-0.023675785986017026,,-0.027039394246827955,0.02972803674706308,0.04771533788057181,0.005690514000550598,0.012654098015304805,-0.012069827494830106,0.004745406645576355,,-0.03449663637281249,,0.11331055821214588,0.02162808456814863,-0.04139232659175907,0.0013162781720711982,0.060401780445803153,0.058187274264894534
MFGE8,0.048460583131278566,-0.04924630516565666,-0.04366342108366991,0.0030414544165037363,-0.0030707070553223186,0.0007372554915196176,0.07621283157022983,0.029065253762879894,0.04540733384589341,0.02935650972468151,0.04717004130111993,0.009883401040925692,-0.005688658727835301,0.07551724970840257,0.033714611515177274,0.061973957484612686,-0.05486546856347832,0.044185264344186286,0.12426544794551096,-0.07742492400192139,0.04591921361637738
TGFA,0.01969711943963191,0.12324481642455065,0.017140541748915713,0.015989360922122418,0.011228430325003062,0.06612898239515683,-0.020015427516669744,0.042979864711246867,0.0001412738091062616,0.03046995713632042,-0.007662724854015389,-0.01988079105314148,0.03740052617036992,0.04098440669609479,-0.0022827115200851,0.020608104321455097,0.0048011346908185554,0.061354182244085634,-0.016773328576135938,0.10913605230315258,-0.0096150404344356
SLIT2,-0.025729632144961313,0.0003100549833625182,0.010764565314076118,0.032299374948353984,0.01668069116348205,-0.013071102900153477,0.025336973040943685,-0.02853419716829874,0.009122661201867634,-0.007747600855352601,-0.032727566496171596,-0.016817973139887834,-0.035711030871606896,-0.036300089938717306,0.0024202320045627968,0.04624848885986371,-0.0009009858778761481,0.06591301759837144,-0.03981888486079804,0.01722035824180665,-0.004224542685719996
PLTP,0.0333956299911101,0.02360577690478852,0.05735922190347103,-0.029213291993457277,0.0011010739029165295,-0.019800064960993447,-0.011102809546342378,0.021207458392657117,0.11109172885091634,-0.057321216637174,0.05689918439113301,0.0606578001898197,0.02247745226224622,0.06756607804195613,-0.01282822619571647,-0.03884181486320744,-0.03940801135858414,0.06142971595652499,0.03454144997285123,-0.011948614856660161,0.04999317154364434
APOD,-0.02529225769635081,-0.04020237793120388,0.06026193770496443,0.03934842497598645,0.015567044838328853,-0.038071551019702644,0.016367542437627166,-0.08596549693651594,-0.023077252648915424,-0.028428266700485417,-0.08135413254872337,0.004914649049251222,-0.013571053151691728,-0.024927338361157368,-0.046059911717476185,0.0803828867139322,0.008201441464287841,0.004273618844209464,-0.06668107350708774,-0.022259185216851243,0.019377088347496584
B2M,-0.045373292753493916,-0.02122452715837118,-0.0452533351450535,-0.02469452792414258,-0.05975743086899264,-0.028088838559122215,-0.007997674167773668,-0.03536199504794875,0.13058557382674799,-0.002698074037330829,0.04294451499625343,0.05358843724938964,-0.0052382500614228935,0.0433219709078968,-0.0029540810955046536,0.05798636540330908,0.03494515574533538,0.06130043290561257,0.12096864385417865,-0.09644391078266214,0.006046918537377345
OMG,0.010775720648139343,0.05618645641210734,0.12355604989644856,0.0017610788240114712,0.030854053727776897,-0.0075251347990682345,0.00047873175533012633,-0.0545256801811203,-0.05798619528396217,0.022899780008403436,0.006075231083550604,-0.08402183616937987,-0.01940382424828811,-0.10184197174266418,0.07554618196519054,0.07247017433648498,0.09699824761863737,0.010041921157806645,-0.026323216649096277,0.07948795666289885,-0.02515000821189777
