,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,0.01970447205481942,,,,,,,,,0.042823184694620195,,0.011208045887569866,,
BMP1,0.06831327273678367,0.04785183181350851,-0.012136253418069906,-0.0028033200515448914,0.025988688627206297,0.11270641901137095,-0.06298637853949553,-0.03444569256611152,-0.03913175755896531,0.02488278868608903,0.028919622189102514,-0.03468735744051784,-0.015249323451473359,-0.011032073086653982,-0.03904454835331276,0.08814419787041713,0.00261498382569758,0.0007858700103250908,0.038572540137333286,-0.07244650094328302
NDP,0.016557984206948876,-0.013322927580993996,0.036067190071911975,0.015920490509076877,0.06116932743057539,0.0059213439770295015,-0.005334595060832761,-0.04268139272210646,0.029910505613147016,0.033262210576185,0.049145387854066885,-0.06573202812259639,-0.03666957690775276,0.01650954319802416,0.010685127236451777,0.03129051269368943,-0.004870777950838692,0.1785632037707721,-0.05869498059152102,0.0092262345556754
TNFSF18,0.10741884939700658,0.07543881837550206,0.06237746168348189,,,-0.005879933266524868,-0.0361786386536415,-0.022773754450657404,,,,-0.03423134585697672,0.04992580072947131,,,-0.031217529341455233,,0.03546613872950099,-0.01826757905409985,
IL36G,,,,,,,,,,,-7.814456856751414e-06,,,,,,,,,
RTN4,0.10341271808724302,0.007467834130512365,0.018015191411427017,-0.013769124569299379,0.07196949234494594,-0.056674331031737676,0.08667327314261969,-0.0012792150507760904,-0.010967490951255146,0.06268004834693203,-0.03346949195025899,-0.006931021160298887,0.017249093937460564,0.040762438013003166,-0.02913120094468408,-0.08972581845732593,-0.04524737405469432,0.05467128613582174,0.05689327533134215,-0.00813866561751591
HEBP1,-0.038012545167299606,0.002245065114785885,-0.007519465867568262,0.03179199010847735,0.015125334168256016,-0.015132863413408942,-0.020934314355906817,-0.05683331012943172,-0.002094468734548945,0.10168792597124007,0.029052468308500518,0.039817012752076955,-0.010480258775000273,0.0006917715058515572,0.046933066430722654,-0.004232433975836743,0.029282463652611307,0.10079404795605872,0.02170904300780313,-0.022807103355725656
WNT7B,0.09851710325504591,0.01771698396506918,0.02726759975468507,0.017988412970702614,-0.02712264625304787,0.04996225153361512,0.005645266672898358,-0.06033692161152827,-0.01807010402326188,,-0.006293347256138755,-0.03768537062398882,,0.08328721927599746,0.034777544722289964,0.0214003034844575,0.05087134441724534,0.10768162046876983,0.011896375209699852,0.02045090437520621
PTMA,0.030391748671193278,-0.005223510566958887,-0.0035147185439271616,0.005874478749360995,-0.0920980179209906,0.08771965506578092,0.061059177041889276,-0.054849938338372504,-0.004957979411781881,-0.01784175509845097,0.02159838117954005,0.02614404458579887,0.046093412638546945,0.016712975398664752,-0.062104284408767696,-0.08823825260602017,0.05559552030542735,-0.15515486433568382,-0.01580347141190742,0.02121481004936051
FASLG,,,,,,,,,,,,,,,,,,-0.016818107539950503,,
CEACAM1,,-0.022315899377644968,-0.022527924102661988,-0.01377296575055736,0.04514345743497725,,-0.019893081629712674,-0.02803258937259385,,,,,-0.0292228788490043,-0.024697655468422498,-0.023187173745036573,-0.03296197557075249,-0.023830511583228565,0.09141102384293703,,
PDAP1,-0.062468982975507306,-0.00018890818249442281,-0.03458736171959496,0.011590674962995446,-0.009396931229725044,0.08998245119212366,-0.07072891450135967,0.05097042650790411,0.02553025052766091,0.031739515575197254,0.007970880045158049,-0.0517814721146079,0.016095947583480145,0.040366171423031214,-0.022139684207946674,-0.00533769637898077,-0.018664239474038995,0.04056398423300865,0.024746532738310092,-0.023558426563218965
QDPR,0.008505871768767744,-0.051897570845564026,0.00977944961146084,0.023012994289345185,0.07132854059997816,0.014033662436843735,0.10765565261616271,0.018983018034559263,0.059215116414854656,0.028839715056746817,0.00012622944962999453,0.04622505520777774,0.07969259744318886,0.014196018250383465,0.03302853610856978,-0.016912480108478716,-0.03509301338628451,0.08960793287270499,-0.010262090258503631,0.07952264445564336
POMC,0.014204344790944136,-0.001610794460597387,0.044866646744189935,0.010177150387226708,0.0647595710661582,-0.005619064748268884,0.026302317117638647,-0.02642486375846247,0.06396687030466784,-0.0032795848610750675,-0.049482086537144664,-0.010942126191031524,0.09177077364248513,0.05292737685505399,0.04910629394665002,0.01600202473034683,0.0467553002316365,0.11778008763788222,-0.0009106350526746061,-0.08002897792193675
CCL18,-0.0345298344788003,-0.027848133927257844,,,,,,,,-0.03562410320594839,,,,0.11387388301763147,0.07979009327963958,,-0.017058575690366326,,,
CCL17,,,,-0.03170994930885854,,,,0.032030238894206704,0.003572706437309966,,0.0826611582847018,,,-0.017521791154719236,-0.03347214097860158,-0.013279375403811765,,0.0703414475159264,,
VEGFD,-0.03890503091343573,-0.02784814277034469,0.032342621182973014,0.04118035680850476,-0.02826933569346833,,-0.004567487687609641,-0.011630576673323444,-0.016405528464066125,-0.0075053270388378435,0.020834876976852094,,0.00801326882309302,,0.012186718690363366,-0.005735559517293949,,,,
TNFSF13,,-0.02101510217616166,,-0.02187281334362907,,0.06079796632746578,,,,,,,,0.020597785429406153,0.07918293412195403,-0.019032575954783602,0.02772867917548968,0.037768905614206996,-0.05365035907296953,
WNT5A,0.07545858267141434,0.043046297919596,0.011115456245686505,0.011789407362171973,0.030474385391539193,0.057171443856353636,-0.02922603229909008,-0.05915708604282383,-0.043142860957562285,0.024644297476433694,0.0036758579140868802,-0.02371850656250726,0.06770576049963799,0.0389870060401425,-0.03160423516094215,0.05451463442253395,-0.012668397302308952,0.05778042225802414,0.04932301219142493,-0.11073870409682225
CXCL8,-0.06465874706507685,-0.009941369225561167,0.002926134646636583,0.01908263743690779,-0.01666598222568044,0.03014515008034227,-0.07056990104760509,0.005307277646433206,0.07566605658724981,-0.06133824301907296,-0.040229717236433815,,0.008102650494274957,-0.031156717315692,-0.06146827186541773,0.028394102970604122,0.002474291012380884,-0.01646041346760123,0.07807978532784378,-0.011917320310078914
GRN,0.016657543753918907,0.001983119341598413,0.02672857282770627,-0.019700341707852037,0.04110231149369501,0.04209429473774586,-0.02707434770321657,-0.03511941717321092,-0.02852671178249076,-0.023152345272388474,0.05832633484538225,-0.08388155483247513,0.0028428872472471014,0.033014421671915824,-0.01810601618000483,0.12289677719850185,0.034046048469003755,-0.060207476152059174,-0.057116153348971375,0.010986920237688174
MIA,0.020009746859349118,-0.022882088552403836,-0.028695774504850776,-0.005472002418435826,-0.05478682011900487,0.12335425448010884,-0.04234849294546267,0.08022433452061928,-0.01865783365575087,,-0.012652184183012817,-0.0373750405212025,0.05536009202287092,0.07167913498798352,0.09909154579737763,0.021754968578038617,0.05693705699597515,0.11541144961815003,0.10022797481514839,
COL4A4,0.05027264352297601,-0.011729082242995747,-0.034420509018227456,-0.029098456852282392,0.035822936676849236,0.02658280255276991,-0.029754805938184966,0.03802181597714448,0.007329954830369699,,0.028749605359940242,,-0.03110769945983335,0.09438529722519276,-0.002722085749765148,-0.061478174593665835,0.003280952899917821,0.01682967576772102,0.1461414967017062,
TAC1,0.12205853346926195,9.115158033268057e-05,0.005683685498353055,-0.015495157506509016,0.05372853306718771,0.010399893250777736,0.05811135965082588,-0.009171510554048353,-0.06076197461101924,0.06231403077898367,0.0013025614157979944,,,,,,-0.021665460372233967,0.04701663698809868,0.07437089761388212,-0.037265420478818534
RARRES2,0.041808620244326314,-0.10342437836619793,-0.03225852200942541,0.10797581506250571,-0.08920997135647753,0.003908581817694662,-0.07989372946606042,-0.0033968489788566095,0.07017892633731335,-0.07088303888637096,0.09399184450930367,0.02560702698664069,-0.0030690728593770296,-0.0534789776593984,-0.012784315133109842,-0.02827956195635421,0.010539588302684692,0.05907032655099114,0.11733880422941877,0.020749520362748353
FGF7,-0.04151408853765823,,0.0006549385940793664,0.01456564303089889,0.09217305690914716,0.07291181889529684,-0.05302756112872826,-0.044302965140148275,-0.01054722421681939,0.017980924813354154,-0.017051115962605137,-0.03786706757449687,0.04214527528703899,-0.03439145548114309,-0.06481271065746691,0.06161322920977067,0.04500848940814388,0.08393965277920638,0.11747305967058548,0.006585119936647016
EFNA2,,,,,,,,,,,,,,,0.016865851937482784,,,,,
HBEGF,0.005068308129057104,0.06659822783137212,-0.020096099831830323,-0.017542804696840743,-0.014838636674865562,0.08502316460397838,-0.030812060375482113,0.02117362795904854,-0.008833185815093776,-0.037376557259313554,0.03370983482179397,0.02080556477613608,0.017463537160416393,0.011674341251984067,0.006407730052688875,-0.08265437931034683,0.023776158774258312,-0.016958076880181812,0.07337510368372845,-0.028682071467395296
CSF3,0.06738827054681301,,,0.016681934915793156,0.05400311863326022,,-0.03148001197370277,,,,,,,-0.03546945397523873,-0.06268032191362578,,-0.03416429357064781,0.01516975638527609,0.1734001161499117,
PI3,-0.0463963946742717,0.00531597192424669,,0.028346748101566746,0.027932870685004847,,-0.03544690897357437,,,,,,,-0.049504601411044284,-0.08915239645717757,0.07519603104495272,0.01945671080869697,-0.048184221813019366,0.08108402996238781,
PCSK1N,0.05214242179200812,-0.049349413387701754,0.05001222839375238,-0.025569730874957293,-0.017166287447269432,-0.00927336311223966,0.07606958696440151,0.020839938220101918,0.008815570318021113,0.06813401787424367,-0.04961110352403826,0.0375176240566233,0.08715527195562241,0.00508456011976088,0.025131069489974168,-0.041555845447682274,0.00788126639482953,0.1397609476289001,-0.053822390272934145,-0.05121135226611594
NTS,,,,,-0.021413977982829534,0.06369285895758622,0.012481766764428217,0.026020149610266392,0.007417661668739725,-0.024235289944419664,,,,0.016500260330760276,-0.026848946638411537,,0.05754284080283551,0.06402992752168638,,
SFRP1,0.024740816194711763,-0.01913738391173926,0.008396936587829912,0.006210909584317859,0.027013763825057675,-0.011471998705968179,0.013180934015896153,-0.013229838273151693,-0.022365723450677576,0.0241935408513444,-0.0044560727791408085,-0.06406301914114597,0.006489961529416152,0.05438838180623887,-0.017550074616468528,0.05408405536742484,-0.029633494482207836,-0.036054045502368647,-0.02336526091019606,0.06703616165173368
CXCL13,,,-0.022205406157117302,,-0.007543701202267381,,,,,,,,,0.02606578349314741,-0.027878339088325346,,0.028670849913783852,,-0.002365680131500249,
MICA,-0.00998421015672841,0.025698688691043213,-0.009983870929937314,0.016484163710485247,-0.017558256508023017,0.022030113259410775,-0.03252531217532493,0.03553006917647336,-0.005422243171581301,0.02208358769488904,0.012376409927315752,0.04225086062517382,0.09587605847212943,-0.01596417156829777,0.06381206649206832,0.044150512174202544,0.036208492826823646,0.06725474835657054,0.009851233044936167,-0.043788745913730553
TG,-0.031220495006926384,-0.03597931519969865,0.012051209416300487,0.0010046605526444973,0.0003488177189761852,-0.018913971883784214,0.04484473507421752,0.012826536422092489,-0.01618597677238607,,-0.015182239335747565,0.007241588526239387,0.03970932412645296,0.05267842957986407,0.028743255401732254,,-0.028117738597021425,0.008653495099511356,0.11065035825317288,
ADA,-0.046170011744612244,0.04150616557808253,-0.03225035266245696,0.016424420590841395,0.003680375614642107,0.08017850208305007,-0.012173555930578861,0.01885969325636846,-0.026287327955473384,0.03630903383379523,-0.007582377883113838,-0.03709177396199433,-0.07035699752906552,0.0006062155066093984,0.026386216015037156,0.04656205783600922,0.05389265960472849,-0.0047066157476142794,0.0066096199294607754,-0.02444428647245353
LAMC3,0.0017764631496279973,0.06747639723307917,-0.04793795240258756,0.04300147926139399,0.10998943649271578,0.1033068760795915,-0.06790203640359309,-0.029540827117570435,0.010738111025512264,-0.018790240372169493,0.038266857513908764,0.007539501488583729,0.03761570407133975,-0.002019745381977292,0.025237294480426328,0.12099100246001518,0.05561095481704467,-0.0351556204515407,0.0191977411961189,-0.013289094904478055
CCL7,,-0.017713765725855823,,-0.021587520850407813,0.019918137747035797,,,,,,,,,-0.026261126157166848,,,,-0.031088185026159208,0.21343673503895452,
NGF,-0.02256388105593889,-0.03041365610187474,,-0.019350340447125216,0.09950981660066996,-0.016572082898587536,,,,0.06407353255548409,,,-0.030691132563458533,0.04070857347825865,-0.0027048480840292273,,0.06701411631688163,0.022715176540036585,0.06437332363378465,
TNFSF15,0.13653285710009203,,,-0.02403876029904886,0.03833011092294694,0.0371523878925007,,,,,,0.03713526337198461,-0.04470369287073695,-0.025601649133101978,,,-0.021215439778820813,0.04478061777455713,0.03557895339690567,
HMGB1,0.04747860831758095,-0.03050168862776144,-0.002333188558443753,-0.025696557583571054,-0.00014385738323738608,0.044583488050460106,-0.02568002494472072,-0.0038362638508080095,0.010689189809983386,0.0007520822766613861,0.03684467760766549,-0.0194113213629367,0.020532243161394906,0.04055039491814345,-0.097606423873028,-0.01946495269716778,-0.021640093927267165,-0.03104303678868317,-0.05191684956071113,0.039575696050161424
ITGB3BP,-0.043776864788757544,0.006648642403299667,-0.012563263992363776,0.011616591364444952,-0.027428252103034036,0.05657852680607514,-0.06497026755775408,-0.0398141001403343,0.00263661312348302,-0.05193382161523782,0.030289642919067414,-0.041750411557860266,0.06230963555797408,0.02933881390774059,0.015755836125073468,0.020535680564453724,0.035829059241181085,0.11348961905488253,0.038587347402596575,0.0016009550659189398
AANAT,-0.025334035637469162,-0.025699979106917948,,-0.021872815678072807,-0.02826933972907531,,0.07051349026204806,-0.004399428662973979,0.011432422764357963,0.11854028967808351,-0.008322547644552895,,,-0.003573656348218664,-0.029656986513435853,0.01576513924957737,,0.059879606305350885,-0.0385126527235539,
RELN,0.19365806473851635,-0.02696678379810168,-0.062076540741647764,-0.021841333687977502,0.051262608184224866,-0.025786620163284184,0.05163482362794953,-0.01859472719140828,-0.011896668370615926,-0.03485934243806954,-0.021252641598627824,,0.07488769098820257,,,-0.020564004056628414,-0.025625952086217915,,-0.011353269681880438,-0.02336859826686974
IL15,-0.008988825734302725,0.07576493448012199,0.012852051395401054,0.003995707800661125,-0.012358599329212702,-0.007897834082456081,-0.0351610330630392,-0.027909939247066178,0.014897833445435184,-0.04669104565187199,-0.037782068542717394,-0.058179978794770715,-0.045379619514171673,-0.0008445789446637306,-0.038150495259423295,0.03695940801297955,-0.0059438416047026665,0.09161138425451451,0.09757152037502027,
UTS2,,,,,,,0.038681016019086654,,,,,0.005053720211523612,,0.15711537645459608,,,,,,
BSG,-0.015063785430698126,-0.048133506079280304,0.0002172305830292647,0.0066654266459337955,0.028774630719917232,0.03927017948329896,-0.03649452460162112,0.027452991608215804,0.02703451134928875,0.00423674842413569,0.04209907544115064,-0.02581703710723289,-0.04504545479459784,0.05622558030718842,0.016487601837049556,0.1661219491926228,0.0416694518339022,0.07922711708697693,0.02097997033916655,-0.02239819266880596
ADAMTS3,-0.027142296827797265,0.027478978540493706,-0.04028190484114923,0.005471042009095121,-0.00020606026662462918,-0.05221763998620919,-0.08826701992993075,-0.030087042636163214,0.049998410115691956,0.05242469001228644,0.10911361296597069,-0.04461049991851659,,0.05929281314881936,0.07276770985302763,0.001180212197235797,-0.018754459889049523,0.10148852367582356,0.004432751876341269,
CD34,0.10015944511699192,0.026522964097705867,-0.024479835451896265,-0.04020963917547907,0.04526267466670778,0.12483795885170051,0.005185534015946853,-0.016998439185171632,-0.03490830211237336,-0.02632999915679153,-0.010282432156648251,-0.03150500640894552,-0.04301047479358795,0.062170650188694165,0.04555526527264466,0.09734701637620705,-0.00777596648462673,-0.0011463388787243212,0.03204912999953893,-0.023284358869656137
CCL23,,,,,,,-0.03230993870365172,,,,,0.0007994582109211827,,,,,,,,
PLAT,0.048265119177660395,0.037688959267613044,-0.003261816665277958,-0.012789392617194494,0.05256397819709087,0.08792168168274557,-0.05720673151836431,-0.022149278715103776,0.08099631029737926,0.022716065229593997,0.020176301248033095,0.059682640502750156,-0.0347638887687137,0.11294194905340509,0.06324879259740443,0.11800147543640228,-0.03299260897469342,-0.004087590526414481,-0.016518403298557124,0.07544415722579288
NTF3,,,,,,,,,-0.03011819610623492,,,,,0.0410128382369076,-0.0381715081545658,,-0.011984259080464861,,,
LTA,,,0.006838071784241064,-0.006343578445492374,,,,-0.002011792720449052,,,0.07150947088060686,,,,,,,0.043184580868743855,,
CKLF,-0.03241255670008137,-0.0009616103417437457,0.02183478846579044,0.010614545081745955,-0.04388374088131416,0.08115158953814232,-0.06888452365868852,-0.01079885884437469,0.0028979752076015897,0.013087589963747513,0.0394410048745539,0.024037698667429417,0.10193845718828168,0.0499265253781891,0.06310646789271702,0.0015349479751656779,0.02282128955354119,0.06339661512648645,0.052456048451693736,0.011298413613299974
CD24,-0.07384328259866745,-0.04355849872846613,-0.020228230397137045,-0.00438637397096168,0.00910736062351058,0.08823642583751432,-0.0023491762830107335,-0.012408861034426108,-0.021977275477085757,-0.023942254137366274,-0.0026167277779588272,0.10827193633075914,-0.10286196988517554,0.035819958742440525,0.025497342666675308,0.042027655736205274,-0.004089385291412294,0.04734441090311011,0.055255713311816154,-0.07608958370292708
HSP90AA1,-0.04117966185153982,-0.00784576664093881,-0.013657041400743966,-0.010488117875318167,0.0654233081230704,-0.06681764037169576,0.05943427832649273,0.048900417701741604,0.010014343460028392,0.042399765776008236,-0.003379698079984064,0.07800243360513935,-0.056658064362861194,-0.11536618198428789,-0.0693868367430396,0.08707174348213459,-0.04707479757415032,-0.14073662077666224,0.03533497960909143,-0.05014775096812026
BMP4,0.09945088252512693,0.06508105545703413,0.08862790884211813,-0.011159425020757766,0.01296381505082112,0.09261566489877034,-0.039113795060921,0.026954560176031726,0.07302184015242207,-0.007005998340889605,-0.03219422867170785,-0.06674580392361233,-0.00479564657992547,0.05584772590736058,0.010569427923070359,-0.0074927555964855,0.002948542081432448,-0.013975640727779588,0.1009537682450015,
SCGB3A1,,-0.017713763954502918,,,-0.022425211669841846,0.05781744187414982,,,-0.015738066050494322,-0.04010753933295194,-0.013841175630689479,0.06595432308872302,-0.04262710081617788,-0.017624594529013948,0.018522597118718464,,0.009343049309659932,-0.03778700002730202,0.08212827195661539,
IGFBP4,-0.015491250005579077,0.07937448464187544,0.04706606983385054,-0.04127922118958136,0.004417392023593302,0.08506847838214568,-0.047351416640305836,-0.01675652044247005,-0.019842875482301896,-0.016783674039820343,0.011384009708894877,0.06617592118470832,-0.01200706673438697,-0.05352255822002525,0.0028083044970300965,0.09395543972652609,0.015668318771813926,-0.022217972042098463,0.00012666732661125162,0.06707703003015872
RSPO4,-0.02756409404409366,,-0.027109629304876003,-0.006730105975485523,-0.03885522148779827,,,-0.02882576072820295,-0.015738063748446142,,0.09212657498361299,,-0.03897625188721032,,,,-0.004567131853403852,0.0487881400768713,-0.006476673217809917,
LEFTY2,-0.04617003582696338,0.05412915248410411,0.005913840863974038,0.005983750989797666,0.002452445383537334,0.07567134109313592,-0.0773317362391468,0.011520469675311878,-0.017256979380919964,-0.024235305901750104,-0.04664154743711232,0.1310707970001606,,-0.022292722269740807,0.054577196072321775,0.14424142745605917,0.010326170922063995,0.06327438148291566,0.000933009621853992,
PF4,,-0.018375186627759867,-0.0204922109393668,-0.01883468664246042,,,,,,,,,,,-0.020199221589431538,,,-0.026652932465068613,-0.03804209064531896,
ANGPTL2,0.025187291493383848,0.08854950728634191,0.05138097986185475,0.015700686444840423,-0.012541792405222203,0.10644106560478105,-0.013382994952054247,0.006093495026750504,-0.044950646198976714,0.03025906025424241,0.02458031810304347,-0.03894157760638262,0.07171613105974786,0.09166342004028041,0.04979130363267054,0.04221171768578833,-0.012699741894887841,-0.011324945537021033,-0.045199429220837375,-0.03349448698082138
LRIG2,-0.021850006095680254,-0.0001634402412952683,0.004955948711968055,-0.04126311012056391,-0.021950929017010783,0.07156901703175866,0.049337680568315855,0.016834595005408744,0.02382766282341937,-0.006010830533704708,0.0062943064648936274,0.05788716490712805,0.043130420062537624,-0.017314715950182212,-0.03814208332693844,0.03248896677760174,-0.04001375416753947,0.1542108165353868,-0.022570064771199893,-0.012065750726065467
ICOSLG,0.0018208006927139823,0.0538853199695068,-0.03647032230652503,-0.007262620997900725,0.00034193084152322605,0.05392138229915079,-0.02545480435275895,-0.004915204997104727,0.009399421404092107,0.0038224367278736956,0.024242527421831903,0.03488222156406189,0.11884565831008269,0.09098423579767558,0.03746239209720213,0.019915482476242044,0.003973556659723132,0.11349582928063069,-0.004873201404977106,0.0043049043824649755
WIF1,0.02667775439507829,0.0114094055157803,,,0.08276347304138176,-0.042493143201085076,0.022621866280178746,-0.02224415679613569,0.008160362382045021,0.005175848642573937,0.07523424219677569,,,,,,-0.013372323659796492,,0.06892448911078923,-0.041730053863325914
NPPC,0.07676632973072986,-0.03989001184987739,,-0.01912337065990533,0.01778985611993069,-0.00229394012105564,0.03369279324360882,0.024974580149397872,-0.021872057171888497,-0.0014358055833699184,0.010930413706414151,-0.009663811094676159,-0.06792346906151545,0.016561897044120952,-0.016204469637964635,-0.036196438842337156,0.04909913108024646,,0.0084591656217567,0.05387380188692926
LYZ,-0.0032774224381336217,0.05374143408994091,-0.00947153048883416,-0.016500035343412038,0.037914067665896306,0.0189485192130825,-0.053712987640484815,-0.035290919887550155,0.004962746857744671,0.0012820240008444275,-0.027898246517445727,-0.032132644029426234,0.07547566770738418,0.053916423717101994,0.06780105290742118,-0.0346504599298908,-0.030155890663592845,0.01773788733379566,0.081792835331348,-0.03791814843600821
EREG,,,,,0.01780159168174452,,,,,0.06091052672487952,,,,0.07979688142950812,-0.018378308644301494,,0.02856354202677206,-0.0023405248956420584,0.05273036365425447,
SPTAN1,0.03835336670238378,0.017535659332014047,0.006535344383502162,0.05688847262762163,0.032254131371137286,-0.02195300460436247,-0.02827928029397756,0.034869397966784364,-0.022064072088163807,0.06670851764789684,0.03541402824137287,0.0046719406161501,0.07994419099556566,0.035405035245218874,0.017058725928695066,0.08084145470209185,0.012478138908925395,0.03447631631971999,-0.006904874696381714,-0.049933671579081726
PTH2,,,,,,,,,,,,,,,,,-0.04718683159408533,,,
LIPC,0.006685972463778326,0.03872863444576544,0.012227997916828956,-0.03384733465410149,0.0007337197292254547,-0.05027356537963359,-0.0170516566674101,0.012557490322023614,,0.02884603993696245,-0.016154605251782053,-0.01407812543895487,0.0010418260291983612,,,0.05377263777630586,,0.02531408132184945,0.007064231116814571,
COL8A1,0.013444349528955155,0.05163552796362953,-0.03613600467522554,0.0180073988588632,0.03287461276444654,0.008534417422962227,0.014654461196376553,-0.0543438156839753,0.04163945775539315,-0.03844802794751361,0.03460455313474718,0.010395058610663912,0.027688329900544307,0.05228537423326354,0.062348447322020946,0.0568222451179489,-0.009040617311562926,0.03921329600050472,0.07274188960193058,
GSTM2,-0.06988498765685164,0.00853846561820667,0.01782483249646504,0.017449752097484082,-0.032550271006577244,-0.027414634735293753,0.0016586082442688434,0.12901585105565977,0.00876420859175985,0.04159374882170158,-0.009817863101352294,-0.03270584278714015,0.000789581665619985,-0.005832559239563431,-0.015172297570853775,0.014172182617966685,0.02286932635232151,0.08080822508843476,0.06320679866400711,
SPX,0.09390688330086315,0.002849416858185961,0.0049952330458194905,-0.021449675407658533,0.0392474688986644,-0.021161969489284945,0.016557736747204288,-0.04610503879683052,-0.010525916952571029,0.06659326735557165,-0.017637747488484647,0.09561272897906294,,-0.009113669048419069,0.07159014964688584,0.043831703661245794,-0.009011564256425688,0.16269734808300346,0.019882979243255612,-0.01069241255199698
MFGE8,-0.012454492162373595,0.02160632973880189,0.0007803401164722982,0.0027320296364995015,0.08587089356954965,0.02482201825633871,-0.04577408912183436,-0.0006334469537469423,0.001199026852722047,0.0314085742415004,0.022633820021643263,-0.06148238585290928,-0.06670326477221435,0.015896594974046916,-0.03289084684943535,0.09013127020211113,-0.016083193737968998,0.006354677550831226,0.0869826297316573,-0.01784881048676395
TGFA,-0.08459364577814707,0.06694083391493706,0.030250355812305132,0.00832171194651781,0.01481947403681199,0.060538098274164315,-0.014851535813916985,0.022045979028434082,-0.011891998611764133,-0.021237922481572313,0.07439581017428157,-0.06181961620572331,0.06866797662679011,0.022237280793291722,0.022058763131991944,0.012451221212213415,0.016736756258630334,0.14644936155817756,0.03019022841472447,0.028160780436739405
SLIT2,0.11322835116150765,0.05022273036433991,-0.03384702092425362,-0.05346121034929197,0.02875579473995423,0.06137015445015814,0.014748483764259522,0.020807412387564155,0.03897740604732324,0.044033225821298545,-0.0058278823327151405,0.008842737168463235,-0.03245771751526658,-0.009570692177040199,-0.012718932639301739,0.027345756175384355,0.06601779910963021,0.023907281265036093,0.15389956000278918,-0.019884939178099328
PLTP,-0.04305736942709952,0.02535432911722062,0.026760219368045284,-0.019621318909841975,-0.011055718527226211,-0.04506955186212785,-0.10858802564191267,-0.036126863569596164,0.04549435609344211,-0.034144235557772636,0.01492956835494438,-0.08377858812355916,0.01857979044109372,0.09896904021556809,-0.012151501114013976,0.11792670291392532,0.039449681824379,-0.04009576983801121,-0.07416195066514232,0.10540743077160704
APOD,0.010459198463044259,-0.09698713396353018,-0.04256557780889231,0.012874124187041255,-0.019666154515640334,0.00439564881166061,0.01106939307677599,-0.010113398390263715,-0.010288615586383464,0.005812976457402362,0.02236296472837371,0.11110348475948227,-0.0018005624789636631,0.10231628170947589,0.07849089606345352,-0.11625249757360057,0.03380788848006404,-0.0860303590067113,-0.02756372081689577,-0.04791344450052638
B2M,0.0677247295351147,0.06598584727481106,0.021357381624920898,0.0363752369240733,-0.03945246662908984,0.03955150855328403,-0.08170337709957308,0.01840437422293181,0.011086941305207964,-0.04045772414079207,0.0008887254740041158,0.0867619909008622,0.09038183959210899,0.09491083057658194,0.07102581210840793,0.1353397520433677,0.040473607520858726,-0.11796366469229519,-0.07915507907128778,-0.015607177950582689
