,ZH1019T1,ZH8811Abulk,ZH916bulk
BMP1,0.07243914951910303,0.06245832969851252,-0.044529721065542927
NDP,0.026681788586235308,0.005709306881980373,0.06910703085165916
TNFSF18,0.1800388978466747,,-0.0309068297239688
RTN4,0.03528239547197719,-0.008524149297550502,0.10363965667216651
HEBP1,0.028398854048586046,0.07883296884091559,0.000289296052997253
WNT7B,,-0.03299707725695637,0.04337584351181087
PTMA,0.05480531155603101,-0.012767829409303618,-0.052845600186333344
CEACAM1,-0.035658975107376964,0.0986688298535498,
PDAP1,0.022150054970526006,-0.027012284105805626,-0.021431734301542285
QDPR,0.02189998500682018,0.03160832204384716,0.08261075249506646
POMC,-0.0046409678912703025,0.10177804929103733,-0.004227297663555164
CCL18,,0.07740050628684814,
CCL17,,-0.013117681923054394,
VEGFD,0.03139542151171165,,
TNFSF13,,-0.025170861304288288,0.09078941942880372
WNT5A,-0.0044662026931847065,0.03428654979452981,0.024616941844219885
CXCL8,-0.009167519457438392,-0.0028603207253831094,-0.06026209297288532
GRN,-0.044750761650219996,0.02388976413748688,0.013693208365937367
MIA,-0.07101702728594234,-0.010351174340644696,-0.02573402601308869
COL4A4,0.015068188087227928,0.047399827027754804,-0.03757792431209575
TAC1,,,0.12369327739600161
RARRES2,0.03366226051311307,0.011835277326197232,-0.029685038805051335
FGF7,0.0376648877283427,0.01845722390211768,0.08419234146833154
HBEGF,-0.08355775743611528,-0.02046406835892692,-0.055621227152823235
CSF3,,0.12723314343849393,-0.039527676864836644
PI3,,0.03155379314972942,-0.08007922932523623
PCSK1N,-0.03961577106411536,0.07414521124547119,0.07570260297392
NTS,,-0.030602186426122103,
SFRP1,0.04465605021004663,0.057651428822881046,-0.04931395948723964
CXCL13,,0.0005798463441981433,-0.03206231533442365
MICA,0.00016689579218182455,-0.04371063399456108,0.01075346604274641
TG,-0.06404044014571417,0.03235867556065747,0.05526228316080861
ADA,-0.053556326716732584,-0.02484496682259041,0.06383995869799292
LAMC3,-0.04281318392447279,0.00921606202946485,-0.011450088366329197
CCL7,,-0.019660381568817897,-0.05885145994645451
NGF,0.026827772882416025,-0.02270616677943599,0.00040056462518668477
TNFSF15,0.015005698649965789,-0.01916666435915263,-0.04374709352055486
HMGB1,-0.007980943954771018,-0.01632811448367149,0.034805365303620016
ITGB3BP,-0.0222411596757424,-0.06642933629486181,0.0006243576441612989
AANAT,,-0.01724770210598804,-0.02413555080945902
RELN,-0.019093065292987578,,0.0440499403305728
IL15,-0.05537410366033193,0.011476616320762432,-0.041047603548667745
UTS2,,0.19370560365059358,
BSG,0.02993049327112649,0.02248921836465391,-0.019834620560666594
ADAMTS3,,0.045263692262313186,0.04862072283133537
CD34,0.03577429389389812,0.011011167439832627,0.016868984670123006
PLAT,-0.0003338773297004638,0.02862622214661779,0.025159787004390394
NTF3,,0.00943955464386595,
CKLF,0.020556321146549494,-0.019203601091265524,-0.026665787884785012
CD24,0.06930882873795802,0.030085579726616983,-0.03975984194805857
HSP90AA1,-0.004512196857000599,-0.032362229437457334,0.012911708265713076
BMP4,0.051468025035464604,-0.02456732058874722,0.022391556119274656
SCGB3A1,0.03878956161994512,-0.029923931888104542,0.059294099066784116
IGFBP4,0.002936371082728198,-0.007806018160743983,0.008845876029661439
RSPO4,-0.04756044751806659,,-0.030433973539769607
LEFTY2,,-0.01668943758952918,-0.047250297996416925
PF4,,,-0.023840653570627732
ANGPTL2,-0.02459423567471292,0.0022037691879070852,-0.025339951904266914
LRIG2,-0.008669449698852708,0.042650594059005606,0.010545509574147087
ICOSLG,-0.029174406365416537,0.06152170927452817,0.008253570394762192
WIF1,,,-0.04374708993044877
NPPC,0.08615787505358216,0.01635198117110057,-0.011161699252657
LYZ,-0.023608525374454264,-0.013999018298581991,-0.01534869823382614
EREG,,0.005041562081452738,-0.027447654643115216
SPTAN1,0.09010801089299998,0.07033298194421146,0.15333928904992286
LIPC,0.0982671335779346,,0.06385002762322704
COL8A1,-0.040296256664943075,0.020238778385577312,-0.06663364029605624
GSTM2,0.033181830329116334,0.0051992221102090405,-0.01522208817352359
SPX,,-0.019822502341448195,0.1013801301302949
MFGE8,0.003918326471156226,-0.011501256074156582,-0.0031490325496702633
TGFA,-0.04072938357485243,0.07443640403706091,-0.039093379080854126
SLIT2,0.011461030750558977,0.10231411648803991,-0.032971121784034566
PLTP,0.046932782066974946,-0.00805669516791201,0.01467118017190547
APOD,-0.03917049746900696,-0.014946882986075183,0.05960700388751571
B2M,-0.006815696177018029,0.021009209730373384,-0.08263859503085447
OMG,0.0294246019421333,0.038164313502387893,0.13730713067514852
CXCL3,,-0.01530319141056656,-0.06801308360010797
CXCL10,-0.07402669661953477,-0.020301866152832936,-0.02322994360122605
RSPO3,,-0.022202243874428984,0.12722412483140788
CORT,,-0.022418037857869708,
NCAN,-0.04832967792959248,0.01611890256832947,0.1356964751157745
PRG4,,-0.021533558398454295,-0.033182941784904066
ZG16B,,,-0.020338522588686174
TGM2,-0.006044610293994522,-0.01721005939574094,0.034131849664264434
VEGFC,-0.014226630055070986,-0.02530178163842939,0.025887510535252584
WNT6,,0.07999544050391677,-0.021015795831201722
NRG4,0.011436839042071892,,0.017088949243590345
PMCH,,0.023674513889890503,-0.04047415365151729
COL9A1,0.0701864162901216,0.03846700457307677,-0.025653952330898695
GDF11,-0.025092153538771256,0.0020752863988744087,0.045181607208654204
IL24,,-0.014899159792254882,-0.03533281712996036
SORBS1,-0.008008768338581244,-0.018435276713832317,0.006036557932499614
DLL1,0.05526308116644858,-0.02727372750049729,-0.006063425432935964
TLN1,0.023564532633125784,0.03680951288857439,-0.03754768386280465
COL2A1,,0.009144810816476131,-0.028473988371399243
SHH,,-0.028568092373651183,-0.03969630530411366
PON2,-0.05928205541972194,0.025175547881550745,0.07232830576551229
ICAM5,,-0.04164724989479579,0.047525602111974985
HPX,0.026611171269897628,0.043782642361164845,-0.03986963772511744
SFRP2,,-0.05042221339782231,-0.03047448521003816
CFC1,,,0.025111676319373253
CD70,0.004524900123625211,0.03840204993036841,-0.05552022392397108
HP,-0.028086516898108545,0.04162733864250352,-0.03030706337392763
CXCL2,-0.03739558348935666,0.009733732740728475,-0.011795556102241561
NPPB,,-0.015046187466034828,
CCK,,0.0028364316420540054,0.12243717188629478
SEMA6A,0.014901389898597614,-0.03756179446192357,0.03810669248695877
IRAK4,-0.04255758271233337,-0.011571459633883403,-0.03422921750803491
GSTP1,-0.001175456407401354,0.008290848434611305,-0.03870724047832019
VCAM1,0.04181199650224467,-0.010745856258469834,0.010910965694456843
NXPH3,0.0950941468480364,0.016177433773354972,-0.023208922111059755
MTMR4,-0.020037280489748465,-0.018472599572799307,-0.015238794759263954
LAMC2,-0.03795889268156279,-0.018317157825617398,0.04001099083930809
IL10,-0.0017441654831045505,-0.02162263931250103,0.004289542912088435
SEMA4D,0.03866050763733248,0.03732797317149401,0.009777881159194937
TRH,,0.009021222059282494,-0.01377951422593582
SEMA6D,-0.02108351650333758,0.052765064957442306,-0.007665836555174103
CEL,0.06726649946543566,0.18909290999829326,-0.03251456653626356
PDCD1LG2,-0.03180369370201106,-0.02627647693201283,-0.0289532216429549
SPINT1,0.08394937088020445,0.06333708532770044,-0.05246237069381476
CTHRC1,0.06656956088387543,-0.034360976980095236,-0.02595118028037433
PODXL,-0.008730123338283014,0.07265249259889067,-0.06277567887346054
JAM3,0.05284857718178637,0.11331037309275722,0.009899268342741362
TGFB2,-0.020908964311907627,0.06225226697490942,0.024690417732061577
COL18A1,-0.03424522619644158,-0.05200951018322651,-0.018555197045156898
NODAL,-0.01549726713419515,-0.022272757469978234,-0.06339891934176918
INHBB,0.05885802925825295,-0.005059556175750663,0.025788106079802222
LCN1,,-0.023690677681202223,-0.021346847624973693
ARF4,0.0022686638868471697,0.002692901575386532,-0.06346361527821749
CXCL14,0.05480013471247397,-0.007902714965312077,0.04167193808102094
LIF,-0.05912356466793912,0.01474304381626116,-0.07535127869743201
IL17B,-0.036246034534097,-0.02061590161772677,0.06206771900408119
MMP1,,-0.018424732699173628,-0.054013501451010366
MATN1,0.034679466594924276,-0.029809715682603797,0.06819508026461095
ADAM28,0.03971577483064111,0.01594384561443859,-0.016539376629844605
TCN2,-0.03501989846623928,-0.02737614332085478,0.02936574245909048
THPO,0.1325339378033896,,-0.0003101329626010873
CUBN,-0.09398877689993036,-0.04645439361210728,-0.07310084490949294
TIMP3,0.15430759751014406,-0.009185582300561329,0.0032901845692933445
PIGF,-0.06432534169771051,0.016180194020088023,0.05427648008481468
CRH,,-0.040277336336816495,0.0605573721366495
BDNF,,0.01706018738678952,-0.07424502768552725
CCL5,0.008977143807480593,-0.03849828695051928,-0.011543899887129925
GAD1,-0.04171483857945121,0.04094407169182882,0.05428570377002571
COL14A1,-0.028104986323144267,0.018819790548682627,-0.038558617760502976
HLA-A,0.048074447976939536,0.049825201458036046,-0.07968096588343733
FGF18,,-0.02437293388868358,0.036849407891318416
ADM,0.023132192777928773,-0.0013867258400314137,-0.09851395621141465
GNAI2,-0.05146791573648789,-0.029712953238962118,-0.0547649343065593
HDC,0.19964730724459231,,-0.02199495543245861
COL11A1,,0.010656618352547205,-0.11679780099903418
NUCB2,0.04487310275783391,-0.029611184548817025,0.03226335296423359
FGF16,,,-0.021673169252353155
CXCL1,-0.03050536259921368,-0.006036496558459866,0.004967968684368941
VCAN,-0.008171669212124503,0.003354608567987928,-0.06257345957844346
MMP7,,0.0010388431417471032,-0.08337875338447004
PTPN6,-0.009554330517308428,0.06698706069831405,0.027417977636008044
PTGS2,0.008058692029911763,-0.004633089724531954,-0.03900447525110841
XCL1,,,-0.02640353204578898
CD58,0.024300885258398353,0.030473676182302876,-0.01161703962175672
TNFSF14,,-0.019497065164167344,0.055920071325874225
CNTN4,,0.006336234340437238,0.09187405349258491
INSL3,,0.06090636406798402,
MFNG,-0.04712628739891234,0.007479818688366303,0.08696524606879345
ICAM1,-0.03931616362356439,0.00679994529328048,-0.1254191147557696
PROS1,-0.015025522938957616,0.008212694255925829,-0.07708726370331379
CLCF1,-0.03677900318819522,-0.027745228956400456,-0.08057425497742148
PSAP,0.045253886977745905,0.03931653865821623,-0.004316030163936623
EFEMP1,0.07582254756557892,0.013134038264004767,-0.10766873408054027
C1QTNF1,0.052834613297291104,0.06585864261748854,-0.10329302244137498
ALB,0.026203203738660707,0.03850196970825652,-0.03114090824374292
CCL13,,-0.01447327575139877,
EFNA3,-0.028530539352069874,0.027378550435478134,0.07772260939533736
DRAXIN,-0.07079949038025765,0.020594343311890938,-0.029483951875378122
NPTX2,,0.02573108463879211,-0.07907445540929313
FGF11,0.015019615715635523,0.01622070676380469,-0.06932879885371213
CD59,-0.00012792949785032356,0.055588215331349854,0.02222639836715632
COL9A2,-0.0062117557133290115,-0.008506741382222875,0.03842048382854331
DLL3,-0.08145811981222036,0.004445689706683511,0.08342289273497303
FGF5,,,-0.023385930797145144
LIN7C,-0.08741910135814178,-0.0005881739989100558,0.07523414707145437
GDF7,,,-0.018978231799740557
PSPN,0.08205067915084209,-0.03444276669998157,0.006731563265895924
ANGPT1,-0.05113284141179642,-0.001792850994240522,0.026845839241393492
PNOC,,,0.10714323956538148
L1CAM,-0.03418990959012102,0.02709966809768863,0.06921914981652505
APOA1,0.020137572744512545,0.1434217893132031,0.003762492613936617
PSEN1,-0.0651790761957178,-0.04105679713650648,-0.0022130243875252338
CALM2,-0.04155911288650386,0.02460009553532634,0.13065775381708425
CLEC2B,-0.02604340129143814,-0.04973178796241163,-0.05478503730873954
NTNG1,-0.03506313418002149,0.028934014735597136,-0.03993922338583487
LRIG1,-0.029532841385965874,-0.006597146210496756,-0.02149137470233266
CPAMD8,0.020286605193759424,,-0.023840675000417047
GHRL,-0.0591751594416911,,-0.021015803076140982
NPY,,0.04535998630805882,0.06323844382499974
MMP2,0.005449346157181475,0.077095535610197,0.027051146179514103
PPY,,0.03813368519296535,0.0070985540317930005
ALKAL2,,0.06543244048538978,-0.01557681281720373
CSF1,-0.036416520322438806,0.027013866703012448,-0.04013648081195235
SEMA4C,-0.03965341670117954,-0.05280100996826665,0.028849493248911205
ICAM2,0.035787735953517745,-0.009943043705496321,0.004877056599333551
SYTL3,0.08621735059845657,-0.005782346346653884,-0.06699592125068358
IL1A,-0.08966872468669218,0.0001431724920567544,-0.010154264881410219
HLA-G,0.009979192371996824,0.024484698232243213,
PGF,0.1251908037029065,-0.045264310163348795,0.04233145935222517
LGALS8,0.028081907057577127,0.057959778906366034,-0.08042260976625605
DKK3,-0.048141480411025804,-0.0056372754396545694,0.13011557980651403
COL16A1,0.04116360992308762,0.01846490455162466,0.12096531268238227
TPH1,0.016215722322263336,-0.022989141729449727,-0.04963667509908837
TNC,-0.02096121364875103,0.028765799582039654,-0.08192645965110747
TNFSF9,-0.03851480038831265,-0.022532614153689276,0.06542527312313107
C4A,,0.03689995505802014,
CNTN2,0.058153857743099335,-0.05375993243973681,0.08238814489273553
F7,,-0.020301861919890647,0.021952439389377923
LUM,-0.06397160609002468,-0.04296476016473297,-0.024834442922433055
BTC,0.2098304421682474,0.01473611106805371,-0.03073854487285427
APOC1,0.07140104299233099,-0.005279537004207342,-0.014096337648030864
PKM,0.07013993477457325,0.024971027438605402,-0.13704003190210745
TNF,-0.04453738209882785,0.19724376773578892,-0.02293502814356561
GNAS,0.07957927848918862,-0.023352485669032245,0.12361322733172062
BMP8B,-0.07391722347971759,0.05966554071459894,-0.05492077467302121
LIPH,,-0.014473281074317515,-0.022024014801304198
CCL28,,,0.025563867163454435
PTPN11,0.03484912440542937,0.0016648315343812722,-0.0042877695962324
ADAM12,0.06101631204318032,0.008596415254181724,-0.04386602716654908
EPO,-0.017130023250464744,0.012334300452712452,
EDN3,,0.05498590181694019,0.05880463064854206
CCL22,,-0.017789789998749427,
CCL2,-0.0351395938574061,0.00044747600549986644,-0.13611340521978124
DSCAM,0.03785131538143801,0.0054120602293729276,-0.05164122770669215
ANG,-0.046434485289205164,0.0800511672833868,-0.08417845384259483
FBLN2,,-0.011285144587607904,0.05880245514921327
VTN,-0.05739664339235285,-0.01796715299657296,0.033870056669113406
VEGFA,0.07462858984459991,0.01864094766765003,-0.12170624297729081
F10,-0.03565901166090048,,0.1413277348416687
SERPINA1,-0.04383452195746463,0.014856184963525766,-0.07516667692722706
VWF,-0.04366113803278534,-0.03080899839163405,0.06998688328184277
GDNF,-0.0336798875267422,-0.01738909836949591,
VASP,-0.02498897210133318,-0.03991150175595669,-0.07616638729928232
ADAM15,-0.09103855496259004,0.006672611567465014,-0.055649297392665
WNT2,,-0.01949705632832259,-0.016837402229615547
CALCB,,-0.017063490395698398,-0.035332834449922884
OLFM2,0.08159015681988366,-0.0153836198952859,0.07621322469043591
MFAP2,0.045459078788145174,-0.055541481607374224,-0.06508907416870319
HLA-C,0.0697177210353481,-0.004612100410613179,-0.08263080916226077
THBS1,0.0823223784808271,-0.011779508506743974,-0.07585013714072102
HSPA4,0.08700115588442973,-0.019207103614305117,0.04281685484904529
LMAN1,0.04902735950570204,0.010307888260101615,-0.001749178536587872
LYPD3,0.10649399596541449,0.12218786172964408,-0.033403205948008725
APOE,-0.09670316248063798,-0.04904455196603617,0.04923223604354046
SOSTDC1,,0.0552138695530363,0.023455586750238976
ANXA1,-0.05702662496443365,0.0063509557485358515,-0.1282234279490233
WNT2B,-0.037623035740778264,-0.04182780452743009,-0.009992558809209167
AMH,0.07439432786382306,0.045682635985873556,-0.017345718688971043
GDF10,-0.034458115929325836,-0.024237792654153392,-0.036976815637502804
EFNB3,0.034515238145504085,0.05053116318909628,0.09097728796051088
LTB,0.03660623392176261,0.05792534101238051,0.010690996544057994
ANGPT2,0.005074003458023509,-0.05593676557116043,0.002857496113510369
ADAM17,0.00568487498131862,0.05906295582376613,-0.046159972562095676
LRPAP1,-0.003408642296831289,0.029022917240801634,0.06388494855796364
NID1,0.02161156784360579,0.005516443193824682,-0.03142101040722939
MST1,-0.06724849081031264,0.004712240701966129,-0.026591160714386143
DCN,0.07576040141725372,-0.058646666441586115,0.0021111451258828398
COL7A1,0.01499567731460568,0.016321827640153077,-0.056460816095837876
CALR,0.0009268065300438892,0.0017916234724914505,-0.07299891413770966
PIGA,0.012180703201926374,0.04632564810211164,0.004169144666248513
CD200,-0.018158442454256882,0.060475991888296554,0.046211056613211586
GRP,,,-0.03427213505687292
CDH1,-0.04486707195760215,-0.0451748915980966,-0.014754439394427861
LPL,-0.053851318298511544,0.03515763211677819,-0.10105020103345146
SEMA5A,-0.027677046567290167,0.016158702898018202,0.04779471411407459
SEMA7A,0.02402741345159827,-0.011356307385585766,0.06516373968448157
SEMA4G,0.103430311370875,-0.04777604070073397,0.04414079797396239
SEMA3B,-0.1103326272786856,0.02921352065384046,-0.006867586823564449
RPH3A,,0.06791734499450369,0.06067849047566706
JAG2,-0.04642033456823437,0.04626319156860398,0.01905794031138987
CGN,-0.04791425639978029,0.08302649271281029,-0.03780510690408715
GDF15,0.02442575743148014,-0.012895539206397485,-0.0807324644269373
SEMA4F,0.050824667679241556,-0.010464977618607638,0.08806485063369623
NXPH1,-0.0406547265833832,0.038198385322278296,0.04216445823124739
