,ZH1019T1,ZH8811Abulk,ZH916bulk
ARF1,0.08451536124981553,-0.028774682586204563,-0.0020204277411899705
EBI3,0.005475193524519956,-0.023670429331545333,-0.054916185323142075
TIMP1,-0.01651523436261749,0.0022771920414631913,-0.14599471065758748
SEMA3C,-0.11788835163733886,-0.006639746894715626,-0.052802810097450636
GAS6,0.07947163308837779,-0.00010587139662723398,0.07700927902168307
MEPE,,0.005065170865205512,0.14585097626966328
SERPINE1,0.008994314559863116,0.06165434604152618,-0.13071603143232538
RSPO2,,-0.021979701517268142,0.11664822361108573
SHBG,-0.028419771602534796,-0.023552194836785476,0.04948574380110438
LGALS3BP,0.024277173338293285,0.08378007261242602,-0.08337396871419855
LAMB1,-0.0033188420545909813,0.024894270714523575,-0.0009949633805547893
SPTBN2,0.07196274407603521,-0.015494072478373378,0.08617882433977682
COL1A2,0.07403409118129436,-0.039408520866453946,-0.01644380750941402
DEFB1,,,-0.02847396452309518
WNT11,,-0.019338292031473418,-0.0255630522645043
LGALS1,0.08882594344030656,0.003484144834480188,-0.1795569078045182
BCAN,-0.07181848844003914,0.01472787444270012,0.08835833093853733
ANOS1,-0.14815535286105505,0.04776266742748467,0.046948298933315036
EDA,-0.0060954868923347606,-0.032033694362640565,0.03843865319435234
FGF22,,-0.02396556979650806,-0.021076019125955192
SHANK1,,-0.011420162826189217,0.08231427942229455
NPVF,,-0.017789791191184217,
RAET1G,,,-0.0020806549078693825
TGFB1,0.03449256604838798,-0.0072950969469787194,-0.01598995977911882
MSTN,-0.02054273726336217,-0.02014321098043701,-0.03183415108930431
WNT4,,-0.008624367911368338,-0.029728413574321124
TNFSF4,0.00895584771725164,0.01855900843512928,-0.03541516345055754
NTN1,0.062025404924683974,0.026155989420625678,-0.03573520781879968
CXCL12,-0.03984628028541779,0.04296880973923579,0.06220950629421922
GNRH1,0.09908204916779076,0.03437525775655796,0.0340500752751201
FGF8,,-0.026831158095105234,
RIMS1,0.04164687257626442,0.02112319190188686,0.11712539524694102
FGF14,0.07322030275001727,-0.0032602943422292965,0.08928819807441092
IGF1,0.020200386451251343,-0.018665330534336774,-0.0181251719571234
TNFSF10,-0.0732972003781041,0.013880401832549327,0.04500682880643948
GDF5,,-0.03537056790609782,0.0453604314457876
CHAD,,-0.03587157099926595,
RGMA,-0.08781299453817848,0.06507367847519892,0.004912477951178823
WNT16,,,0.0826356220403595
CX3CL1,-0.033197475157074864,0.007881977794369128,0.08125337737924616
FGF1,0.054725719747961456,0.04588841223154133,0.11260295725821472
ALOX5AP,-0.06329639446100258,0.0005275671385607777,-0.054066875975431604
IL1RN,0.07897967590129451,-0.04055361432623625,-0.07498169373413519
PCSK9,,-0.015517359095577835,
NPW,-0.03330741642794509,0.04917878797712174,-0.009398001500713146
CXCL9,-0.03287021118115056,,0.018647659874606776
ANGPTL4,0.05657621699321586,0.023127975178182134,-0.16985349439878444
UCN2,,0.0059929165978623265,
COL4A3,,,0.008505776720603705
NRG3,-0.03445813774976467,-0.019328831506256798,0.09218940795066848
IL23A,-0.023804376687256615,-0.015517353682472677,-0.031604532679388925
COLQ,-0.01476980888682477,-0.023407391822871857,0.05029110321410622
TNFSF12,0.045888643023001066,-0.013433280663843179,0.024861790169359153
DKK2,,-0.018317158681124643,0.0228520133376042
FYN,0.023609433212821936,0.002929113964566155,0.06912629175230349
ACE,0.053985537582454446,0.015018888613720223,0.05402266330015284
IL18,0.03149747735316673,-0.011692085342615755,0.027882778643006922
PPBP,,-0.01899950730343147,-0.02638564086393501
CCL27,-0.03353681756121156,0.01619436772009736,0.11577866918928317
SERPING1,0.08714962744403726,0.015480067965710062,-0.07490946630149095
AZGP1,,0.05251302637111468,-0.02646504165979728
INHA,0.07610937251208175,0.05239337035588785,-0.04249748677189094
SEMA3G,0.016213445521444127,,-0.01378565762780707
COL6A1,0.04673654804633578,0.007086556949453743,-0.06605968630000186
FGF17,,0.011380050452313753,-0.04009768139138731
TNFSF8,,0.000410080564132831,-0.013022626207617146
FGF20,-0.01872121959736022,-0.022418043421373157,0.06757094392797515
ICAM3,-0.06718225028115075,0.0293805601712388,0.02658733112064595
LAMA4,0.04547359182693197,-0.009221974170389748,-0.05791904983808301
DLL4,0.026264558551555524,0.005709020190347685,-0.03745456760654969
SEMA3A,,0.01421147475791231,-0.10375644501242767
RLN2,,-0.014255841716606684,-0.02583988431150489
C5,0.008832218435368439,0.054326757154316306,-0.06997157423510265
C1QA,-0.13994437256018838,0.01645671433572199,0.041114601582142696
UTS2B,-0.03960633554938052,,
COL9A3,0.002248072434216012,0.06384686576371254,0.059738797197772565
DLK1,,,0.043102769197957316
HGF,0.01539226172872818,0.0358297531751756,-0.023348245949479454
P4HB,-0.019676600335891064,0.03810045984611953,-0.09217481125783504
ADCYAP1,-0.02343841986218188,0.01894278077421935,0.01596851137838373
GREM1,-0.05496289008894858,-0.06908128714494959,0.019598511370567815
EGF,0.0031907808166390488,0.10727941484529192,0.015558888194304154
VEGFB,0.04753476608869701,0.045664765933376227,-0.08974395591530707
FARP2,0.02363160718879405,-0.019731092832551617,-3.30588248504397e-05
IHH,,-0.018661176474000066,
LAMA2,0.0430159088463455,0.0016250185536114598,0.025660151204586173
NRG1,0.020322543778861345,-0.015132210719401044,-0.03234819055057428
SPINK1,,0.008522835504461247,-0.07513763152876007
EFEMP2,0.08112127890754872,-0.013264219513846574,-0.0935961191694161
SELPLG,-0.014755442368544548,-0.007864213994148425,0.07709591314058994
GDF6,,0.04053080100348921,
HLA-E,0.028630377938440393,0.024580432033462284,0.016518575798908714
PTN,-7.773695795736444e-05,0.09731828413917847,-0.011718206985302189
CD274,-0.0702251455678127,-0.014779280702760408,-0.03830839314730305
CD14,-0.02023182002879774,0.012538470797982251,-0.06083823411012675
SFTPD,0.039009765514759924,0.00898370301277838,0.016481803767215437
SLIT1,-0.014318854459975655,0.05180416979287907,0.14138151052825654
BST1,-0.017014544900613108,0.016891761838024228,-0.011106911028534613
AGTRAP,-0.08762467162341198,0.06065633063573728,-0.045214635774375705
LAMC1,-0.009204284082402873,0.014881356497825135,-0.05597955466856659
COL6A3,0.01313919526887023,-0.02667829827729226,-0.04658562369582209
FN1,0.04334324412927339,-0.007939511016527965,-0.10323757126122754
MIF,0.08860451662215597,-0.0033104034733278053,-0.08909896905060918
JAG1,0.02803282262101518,0.02959894782030785,-0.048330741795002394
NID2,0.04279953003628885,0.04820729386427947,0.0110036648499657
EFNB1,-0.023380817114107277,-0.028794473032062676,0.0034094035739657444
COL4A2,0.06594612344944281,-0.024207224093738555,0.02514738828804394
SPP1,0.08646850213260147,0.02679032687917739,-0.14694143490864406
PODXL2,-0.0710494107304153,0.038020831811661986,0.07745111164357586
FGF9,,-0.008629612713479198,0.13335658804863967
ITIH2,0.014328108397615988,-0.018598943181411413,-0.028739327085839563
ADAM10,0.06889779084472478,0.10107311209195136,-0.03794293978543986
CFH,0.010813291230089042,-0.009185718691763576,0.0323061173505587
COL4A5,-0.05027931890158224,0.010624310755793152,0.02454078377321853
LTBP3,-0.013793010311599664,0.02738361297401682,-0.06490647238178084
GNB3,-0.03456338103609075,-0.015340646814017613,0.045349311989202404
COL6A2,0.09316467157839485,-0.009182013105584034,-0.029575565309365975
GDF9,-0.028943131859321396,-0.01424544697233772,-0.04084786174326894
NCAM1,-0.06613006666718813,0.016236690802449556,0.13044808672832808
APOC2,-0.07509479084561502,0.031953615589818164,-0.07050285290105535
BST2,-0.03687392357085818,0.038102087368963075,-0.14672040390887764
COL5A1,-0.014456105040064466,0.012577904607498521,-0.04028509415509248
CALM3,-0.023184946884638732,-0.010931724084623003,0.16861521406364277
THBS2,0.059266102131174,0.01543155281993156,-0.05122971486200867
SERPINE2,-0.005493197440095181,0.010114487513803064,0.03833094417383129
EFNB2,-0.039801019209921296,-0.02815223898314713,-0.056061750169379705
PROK1,,0.046266834123640896,0.22478929522675178
MMP9,0.08486591883775249,-0.036744967855057056,-0.004048399304320334
DMP1,,,-0.025000998093175884
NPPA,-0.01125244398409324,0.015711105678757945,0.00862413749549971
APOB,,,-0.011661017418650388
NTNG2,0.010777192667272461,0.055151159808270886,0.04324375139037129
LAMA1,-0.08494946608441775,0.006046308498899335,-0.008648439687287289
UCN,-0.0766704586347485,-0.03626887988022411,0.06965105040439556
ARTN,-0.017065665280898392,-0.026831161910940298,-0.004862101485951795
PDGFD,0.06390250498856495,-0.030941698939769252,-0.09170107784219146
EDN1,0.10467636773630017,-0.041492451046484434,0.15236836329374692
ARPC5,0.04533225409911083,0.06556815364359656,-0.0701080998185797
GSTO1,0.08215807599445038,-0.03221530813777701,0.002639988651114451
PROK2,,-0.012387214639029167,
SYK,0.0051911567408948305,-0.059113526470261336,-0.0384370824063615
ST6GAL1,-0.04256007073610758,-0.025273974105588088,0.06056303064526844
WNT3,0.04210103915985138,0.01404253806693322,0.033597662601581015
HSP90B1,-0.05094465324938124,0.06475104267806815,-0.09404008282234716
ZP3,0.06190688812428623,-0.022991167236341273,-0.017090401046981705
NRG2,0.023453749213973266,-0.0360535662146012,0.0228132343726323
MELTF,-0.11083108860810832,0.00215303592565572,0.02985256644591536
NLGN1,-0.07102934503603225,-0.007424506847610351,-0.06753685109302317
SLIT3,0.021558787011625852,0.010201716359130418,0.014481442626155269
CCL8,0.01298619653845925,-0.035370571744509964,-0.06968268495574205
S100A4,-0.06536351054454818,0.05716244211937931,-0.08495962970114525
TNFSF13B,0.01924770551993929,0.0269379856819975,0.03718313320156571
HSPG2,0.0036028302099710384,-0.0024569812682295714,0.04135299813264802
FAM3C,-0.07805931275831805,0.021653547660717375,-0.009248034505479017
FLT3LG,0.025264360807438192,0.049807691687542295,0.021767925617792724
A2M,0.015400525843200275,0.08203850774991506,-0.09053986491594887
VCL,0.06789260678992683,0.01252989743652091,-0.039877756517725675
FGF2,0.013817023943987945,0.030565026131124322,0.01514065018181583
AGRP,-0.037958911797074946,0.04542768813976714,0.07006326246159852
CNTN3,0.017246324873534183,-0.06191400499092268,0.04159809652711456
RNASE2,-0.062434948711291405,0.022959043980022575,-0.014065588389726024
ADM2,0.07159745295789031,,-0.023542350249929112
GAL,-0.03176548982690388,-0.019764801949076913,-0.049139670922922166
IL36B,,,-0.031604502756561625
CXCL6,,-0.03464525268520037,-0.008036020810946322
PDGFC,0.011271224991965333,-0.042101912133077644,-0.11300032486614411
COL8A2,0.0967439478823719,0.014128201662469813,0.045021974069564694
SPON2,0.016479617643053838,-0.00683748074074931,-0.056474295905262976
LCN2,,-0.031048013773181064,
SEMA3D,-0.0417148301899761,,0.13720383579136614
BMP6,,-0.025948094797714594,-0.024135529205357706
