,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.00031114078849471777,,,,,,,,,,,-0.021684177018064275,,0.007606667370310636,
BMP1,0.006737208318538572,-0.031046190258519832,0.09087094575864624,0.039207420004241336,0.01172542043290029,-0.020500561591996008,-0.03960607997754772,-0.2048023418839937,-0.009178611819900269,0.018735885709560477,-0.014397432858953485,0.12012346639315859,-0.08485829763643515,0.10505220185466424,0.05056903035889346,0.0300092935844881,0.11541601105908689,0.04262185332601549,0.06804107560019557,0.14403978926233837,0.19469480757759444,0.15959206661326086
NDP,0.05289808241506759,-0.08165117511328679,0.04791226698554762,0.09305651155299471,-0.010469234415756144,0.06941234225800758,0.037520603097494463,-0.10637644883198384,-0.01952791711502866,0.0055590960017584444,-0.08931692834127439,0.06687047672894797,-0.03115981457613439,0.021916887910063597,-0.0750295460919362,-0.052321041129152486,0.15559124756701842,0.09314804111405935,0.055108430178991044,-0.05364178010427395,-0.024140672280676494,0.04328727401356622
TNFSF18,0.10689126236961731,-0.020443928015354672,0.08603689152434466,,,,-0.039539133186174226,-0.013075261892079264,0.02396427705331213,,,,,0.27364375018870346,,-0.04222236198320986,,,-0.022362509010528414,,0.06291346811054693,0.008449709665441467
IL36G,,,,,,,,,,,,,-0.015082906436390485,,,,,,,,,
RTN4,0.04242163206935306,0.13182146562662106,0.04376240065564614,0.04735660619785961,0.0025218009108750883,0.06489274106442015,0.4000361188887442,0.3033392786428942,0.07759203285041923,0.07489106475914628,0.05204991655598816,-0.0340068532677132,0.16507024020862746,-0.07418335313670392,0.052504729813241814,-0.06602854740475686,-0.050454644473405995,-0.041870802761634615,-0.05418824978720766,-0.09204897000543887,0.03499160267908901,-0.12383458229930684
HEBP1,-0.050673197501728835,-0.027118078892769168,0.04758008009001595,-0.003423583979125962,0.01411111899355861,-0.0008459304322201343,-0.09793183923283483,-0.07882660956723783,0.0033898360032366677,-0.0449307566866097,0.005321465978382316,-0.046787151907316596,0.031443310089190026,0.016735231642120967,0.033675743518350676,-0.013035641097573434,0.03621182406502132,0.08934597977321343,0.00140467804791945,-0.014410465892728156,0.0025879296180133984,0.05922970965552596
WNT7B,0.12370647325515018,0.18895946389584248,0.076385017296494,0.0008359283610154286,-0.005966293279867991,0.014847834736651978,0.16852425666872956,0.2931740679435246,0.006279755779738482,0.09469243195137508,,0.10121345675925152,-0.016577852348839177,-0.03477631444937052,0.03734462842754669,,0.04446857231465662,0.03923737233810109,-0.011649098819619274,0.025246929557916103,0.033169153407945406,0.06324052618830531
PTMA,0.0008252715197916144,0.013738176191819385,0.03726971838854609,0.06526375450443785,-0.03946115564318465,-0.10367200073131441,-0.3163236135897504,0.01723804755814801,0.03110672480177818,-0.07413538513840218,-0.021612388178505842,0.18312103895587195,-0.14749626104581323,-0.0007436988532538954,0.04450059390647546,0.0163945698150718,-0.1199793992642504,-0.04957548896798684,-0.11068814687455578,0.08003988328587584,0.11474064942814809,0.03437950489172704
FASLG,-0.016485142939996075,,,,,,,,,,,,,,,,,,,,0.06439772203269001,
CEACAM1,-0.022889765244999135,,0.020453902518918037,,0.007443058616908466,-0.005732819334434281,,-0.07697430118230283,-0.03185696525251975,,,,,,-0.015306004312409138,0.22481138030271536,0.0031870724968233854,0.01624817792559191,0.07561571315192656,0.019313467366611808,0.011592120754932673,
PDAP1,0.0524529529627302,0.020862613332546198,0.03721551272192516,0.011369971877174348,0.034564507497457965,-0.04607255169694125,-0.04875649184290688,-0.13032211279836983,-0.009284642642649757,0.0403520200386295,-0.021585863030146583,0.16392480848170382,-0.08168924117748047,0.027253297669948058,-0.06456866326936636,-0.04042963512382734,-0.03774320208296808,-0.08248747429137077,0.012158742863892557,-0.03537301893863289,-0.001755492893458201,0.0017857119186867928
QDPR,0.018090309124031652,0.08774572223778289,-0.03213714695855729,0.10192033780574979,0.0021643556328446055,0.05764230348135959,-0.009995846370054004,0.02234222380055479,-0.01125458797044965,-0.022151551631541373,-0.057464473867377144,0.13433666812901476,0.040274281729840294,-0.005025283977910639,0.06432475365871146,0.02643659709584318,0.03235657536330606,0.043621810427885876,-0.038658933827301394,-0.00667913094919312,0.02474891691135324,-0.022215994970687918
POMC,-0.03127243230217337,0.10872190452631254,0.05978204651454526,,-0.005627006786029488,0.12295451025186233,-0.005998316790624904,0.05603414437728874,0.026083158384579475,0.01205215850051276,0.011173297945198715,0.04336610004865227,-0.021828545395904182,0.02059677850359218,-0.04512057681100761,-0.003083508914127858,0.06519422994604053,0.056749099891251285,0.08304223207283411,0.012308770911557309,0.05068704496217676,0.08674188433460674
CCL18,,-0.027416988454759678,-0.05284956670151007,,,,,,,,-0.009899921089433253,0.12146116389137478,,,0.10126357011826775,,0.05305264758638668,0.09158126479138977,,0.09706618796746648,,
CCL17,,,,,-0.012146932552397752,,,,0.07174459716444001,-0.024585151636542804,,,0.010962637766698868,,,,0.1097908702603779,0.006373917236122247,0.04006964897367882,,0.07514595790229638,
VEGFD,,-0.03089093242079147,0.030963456783475726,,-0.00814641696270401,-0.003840482024174853,,-0.07408181005106966,-0.021148006373635727,-0.01803350604410493,0.06928794596262153,0.0509029063259896,-0.014767020158208927,,-0.03420334593226507,0.1277722939080114,,0.10704203960247605,-0.030152924147331554,,,
TNFSF13,,,0.03488906596084061,,-0.006843569059665015,,-0.03284877514319891,,,,,,,,,,0.04006183233408119,0.13353376079465204,-0.03065836432354524,0.0015788912328240457,0.052079874943229,0.05074651789104505
WNT5A,0.03342763394467116,-0.08247146270453846,0.06434231790700685,0.04619997449466805,-0.058800841731250025,-0.09493131917358573,-0.15642202333644015,-0.15281935855765946,0.003827546682416181,-0.04311096777254501,0.0223935824621773,0.05518175899070165,0.019471526303340394,-0.03640005811046563,-0.02753901074163972,-0.036146121006335775,0.026286658639122707,0.026535425406744872,0.0021432880298309117,-0.00017257048722131116,0.17463614361830734,0.1060204854523892
CXCL8,,-0.007811094725506379,-0.03736903617055709,-0.09120767153211454,0.05295285153138633,0.010432258436692808,-0.030575870523266255,-0.11208252952999981,-0.0697366907546759,-0.016793584951181686,0.06066946484044527,0.03702603703875201,-0.04439877922167882,,0.1161469123650253,0.1484059783025295,-0.048601411052971596,-0.026441888719583855,-0.016330016538276558,0.07321760605287471,0.01045377408142811,0.01610809235837611
GRN,-0.06523772267005436,-0.08625902626007738,0.11457533120948393,0.014395597171432241,0.06196962572060013,-0.01931974288323797,-0.16936945128119327,-0.22772902864197697,0.025372488495123677,0.00937451785276481,0.006807466091633051,0.04432030170186194,0.057209146648543936,0.04677330185789829,0.1031696143847823,0.0536824123868901,0.0765271153185282,0.023945921714298844,0.15034217491436078,0.16670038727821793,0.19265291752522043,0.01937313608933303
MIA,-0.021577630229377615,0.08432460754789621,0.06919969770579829,0.0027433199102610568,0.027600402883664218,-0.011761783780164651,-0.034543652292309275,-0.022656437079541486,0.01331662326148997,0.038058544615638484,,0.05463199563237245,0.013914214626935343,-0.042169568903117516,-0.05241968114568829,-0.08499606204001833,0.2417610701242349,0.2258794725152718,0.02399561833442241,0.24784240962267978,0.03193843812928128,0.12404123625131085
COL4A4,-0.019091804228483087,-0.03109711459682407,0.06466097000869347,-0.04715041795749875,-0.0078014011515029945,-0.09861531307583095,-0.04769601834034816,-0.023408551160537118,-0.014357757087739665,-0.017840142403732762,,,-0.019618137814156344,,,0.08954290685540534,0.05627060407059773,0.07014376792987478,-0.044039559257369576,0.027648637523942712,0.094574602347953,0.02155623316656428
TAC1,-0.0164851339711081,0.27064669732172086,0.048832659972922375,0.08570840241315035,0.0019050793618512884,0.10910629213451252,0.20105531083019865,0.31803010178910873,0.05634793938728641,0.07064772856944582,-0.004841096479579878,,0.15866304456865266,,,,,,,-0.0577683680252071,0.10531180600712281,-0.03128667456909754
RARRES2,0.015254827204078277,0.006642119404044352,-0.04632970788583914,-0.048166179501230935,-0.02181740828185604,-0.08170924675953092,-0.09586962400871564,-0.2523516540682763,0.03954334758212249,-0.014559924594162273,0.011504210510978068,-0.10553930007387795,-0.052610950678148555,0.08292848857660678,0.03136864234946464,0.017935132946457027,0.06550410589545733,0.08881433091219777,-0.009949348975664714,0.054608471822922146,0.09711944868457521,-0.01948574389111732
FGF7,0.02715214870950656,-0.01545930401425604,,-0.020231272870879533,0.02562026241257347,0.06035736495512946,-0.053029719046177266,-0.01203856866515339,0.006828769485977521,-0.0003998287723982543,-0.018068845153113768,0.09036957979739454,0.00757500671301679,0.06964617675216364,0.04799118932713929,0.05174772005478942,-0.017990301474713505,0.05187966499008185,0.07806284589277049,-0.023247031618208482,0.06440519751163307,0.06670844815816322
EFNA2,,,,,,,,,,,,,,,,,,-0.03928084823959105,,,,
HBEGF,-0.0033821970266899723,-0.05371455617992389,0.09738327995748576,-0.008971380650229776,0.004188236003693122,-0.03691688608041805,-0.10661094187008126,-0.08281215798499547,-0.06493994911208559,-0.03231354429685644,0.045672325984898454,0.1314943591336556,-0.06605253546503982,0.04070625605638652,0.11196588711970455,0.05768397117364628,0.012657525062196695,0.08703629889748737,-0.046730214807798306,0.12668782601044287,0.14436274427146617,0.1636894588017515
