,UKF243,UKF259,ZH1019T1,ZH8812bulk,ZH916T1,ZH916bulk
WIF1,-0.0787291991154726,,,,,-0.008032116444018425
PLAU,0.0139378500702937,-0.03439844365570444,0.004622452766189201,0.12318594771781316,-0.0173248323294311,0.11503595761979134
CXCL12,0.0274011472022793,-0.009995001177150895,0.0782924948788058,-0.07277935939726424,0.010441162313162639,0.05680430988393231
MMP9,-0.03593312917100362,-0.05305687101215904,0.08263318915899494,0.16821827427329566,-0.03532461910217007,-0.03313054955498779
TNFSF14,-0.05489317098304006,-0.017204226249703004,,-0.04671546240512001,0.07535681009867588,-0.034048144525778236
HBEGF,0.03885567371388309,0.03494326944563305,-0.019238986776674766,-0.040404892324191935,-0.06509247055688891,0.10996672194824375
NUCB2,-0.004979697766288921,-0.009632644976963811,0.035262272285175186,-0.014867184152063511,0.0038273538651620574,-0.030183933075735032
VCAN,0.0775929793575185,-0.04059465291748362,-0.01982570138356274,-0.019729237006438177,-0.044439132396360395,-0.06831997358474588
VEGFC,0.15319962182804056,0.012087726755637124,0.09375402746349443,0.023711927922184812,0.024758606668034897,0.08204522096670416
LMAN1,0.08335446824210221,-0.003094957188887558,0.001281920782205142,-0.023853562509774048,0.009617244045812733,-0.06820453517015862
IRAK4,-0.004717379245960339,-0.0027343452824457088,-0.05001673540344608,-0.016011123972608322,-0.01682219056620432,0.029892808580100922
MICB,-0.023266889491511178,0.01230384236877066,0.026349415384184418,-0.011582013077101097,0.01959372638848431,0.0736588738106868
COL1A2,0.007730868430070854,-0.04670702781727638,0.048138532213081536,0.04941742278060447,-0.02012212339175743,0.02759809248781346
ICOSLG,-0.02627779839104955,0.060514213529671554,0.008944270488386485,0.08192697308722073,-0.0036205162599835883,0.039583849866649264
GNAS,-0.10110765516836716,-0.04103700898633285,0.03364520247618081,0.0973229576987488,0.036867957762157295,-0.018809140091730004
C4B,-0.03946243244584953,-0.016966711040870178,,-0.021936065893922246,0.03203778837036894,
COL2A1,0.014579700100144095,,,,-0.021909077677505315,-0.028473985780433822
GSTM2,0.015859714555359054,-0.03987479498004375,0.011148524902524624,-0.04003377138514338,-0.0161034437066751,0.059739913980815164
NLGN1,-0.011091508739603875,-0.035593201570079926,-0.07942717311620633,0.08407559695838153,0.011002878878031079,0.07929597424202155
SCGB3A2,,,,,-0.02469055598520319,-0.024135548613265893
LEFTY2,-0.03394270375717405,-0.01994948355249782,,0.10878804305783112,0.03983145130719463,0.04707875122695243
ACE,-0.0639483547529954,-0.04655430651795759,-0.019814581793064348,0.043108987714213065,-0.028269082266583118,0.008152870481850285
RPH3A,-0.07467945499819399,-0.03392799367167374,,0.005555369251002583,0.03799297348162534,-0.03082441192074842
NCAM1,-0.034653877862258216,-0.002045509553773274,-0.013436851116575294,-0.07917980105892491,0.02432668617610984,-0.07074278274039822
EFNB2,0.11141962518282389,-0.0018706001725322778,0.051760272235016884,0.038207674676834794,-0.0190184692556284,0.09605975545423326
ICAM5,-0.030725740824583465,0.06939221705571234,,,0.0980581312746246,0.032389064742958454
CCL5,0.08589755675878706,0.026164409051473166,-0.081527291031738,-0.01232631790620685,0.041366560837837324,0.013961924392282849
PSPN,-0.04723974939718654,0.10186244821615353,0.051763578175288025,-0.033062605581224376,0.0049840443686886065,0.028020177821796107
PENK,-0.049855554262834945,-0.016276682252529862,,-0.024176180873807532,0.07335113550042255,-0.047120123159720785
EGF,-0.03629853989314577,-0.025008428096345597,0.06618436101222584,0.011911729636451209,-0.0015403076381337285,0.04086931626718665
UTS2B,-0.02921616409163184,-0.012617800527610953,0.08465503167900922,,0.06173978633183478,
F10,,,-0.03060387371072643,-0.02270512893088662,-0.010299455326223964,-0.03019512507345193
FN1,0.13283048327597635,-0.0036726941880801905,0.02897997698855583,0.0842875150910069,-0.05175420648178657,-0.0022122353003951253
FGF2,0.01619468523459262,-0.0063579407430285435,-0.04568532345169636,-0.0535806314175221,-0.06386736763514696,-0.03204831907782685
GDF9,0.07447047367804559,0.06824759833547091,0.027538777213672733,-0.028997266820598465,0.0981953627564349,0.0076375850959809624
CSF1,0.06819139508148624,0.012208556471109725,0.07817323031702711,0.05849496784142564,0.0033247905711794763,0.09672473462139945
GZMB,,-0.012269964279064712,,,-0.009465484674429491,-0.016796651013398622
WNT11,,0.04945599054181519,,,0.06633914007531981,0.10996939926286635
GDNF,,-0.012386928705064285,-0.0019016350834640623,,,
FASLG,,,,,-0.014834674312007327,
SHBG,-0.03686279671122853,0.00838321949729865,0.004823837864432536,0.006390575320776453,0.01027268393860378,0.030951811845835946
EFNA5,-0.014226400024374478,4.2089204289054155e-05,0.01332263010209685,-0.01668805645755114,0.03184916633284237,0.008621874692262861
THBS1,0.08402161618736355,-0.03409374543877961,0.09041219281988283,0.10398406625435735,-0.040307225779194,0.04743992882171071
PODXL,0.007867525045721037,-0.03422975500476092,0.09118546757678998,0.10408856935730625,-0.02869920331271694,0.04951856132564721
LCN2,-0.0306679141837806,-0.014937897335918875,,,,
C5,0.02864904531718874,-0.03258350011990146,0.03748183426942081,0.089556994278638,0.07747339156992122,0.06262916163854022
DLK1,,0.008209357240395433,,,,0.0074208285074561725
CXCL5,-0.02020141304539587,-0.009654623855814698,,0.0032634492214681995,-0.026920279814696094,0.023558817859842904
BCAN,-0.09394862706738469,-0.0037875379414183006,-0.044566024684857,0.09046506169124179,0.007750839975897605,-0.013085966121807407
RELN,-0.04774978707013701,-0.002152111812041462,0.0010951295615430796,-0.03849032606418012,,-0.06009862658009652
COL4A3,0.10690336275691378,-0.013986024727764123,,-0.02139243938175858,-0.012282687384664783,-0.028220512584536134
GNB3,-0.009713152323204351,0.059107992351257806,0.01829340101749893,0.11488413548074615,0.03832141772868377,0.10525544899275696
PYY,,,,,0.037421172399216156,-0.021994968674876592
MSTN,-0.0508619751995053,-0.04228230366738989,-0.11446976192005591,-0.024617804460205207,0.021337904800783382,0.04514542659032913
COL18A1,-0.06906251667079528,-0.018315293549557417,0.04520934360386385,0.05332609382368721,-0.019109794476297105,0.03524680114323458
FABP5,0.003628006154313841,-0.003041815405151646,-0.009932379032812248,0.10736805830146354,-0.004552333490272019,0.057635122554897444
TGFB3,-0.08759235215786491,-0.0021961713643545017,-0.0556105429440426,0.02199813960217028,-0.012820193825581586,-0.016916593757974743
BSG,-0.02440335398878334,0.005608545403713882,0.0008926565153432164,0.12357973596409616,0.10353753129020064,0.03688802611663351
BMP8A,,,,,-0.018231143999991775,
S100A10,0.12654975123209486,-0.02364768880659939,-0.07471713402044311,-0.051583767677308774,-0.011891746468549784,0.03176413170546784
PLAT,0.005755699394266464,0.027897326339365792,-0.07292698391540589,0.11042571667644903,0.008678941226653119,0.044033214756149304
SFTPD,-0.03714286786961529,,0.028149288071575025,0.011385531819590644,0.006717866270496986,0.0712598707963634
EPO,-0.05204513004316452,0.06269026694286899,-0.023402462956754994,,-0.015054285412197279,
FGF7,0.10079136869882255,-0.026994694677178792,0.047173269513539784,0.021359022754591856,0.04372820798990008,0.044417891398756425
CGN,0.04001077333523765,-0.026504180354614566,0.09474682003456254,-0.034980968105429215,-0.011599910510869779,0.05124872106821767
FGF13,-0.051625693224654316,0.024077390767822133,,0.006958876041567918,-0.009523617133694477,-0.09152959205799406
CXCL13,,,,,,0.03015349845003074
ACTR2,0.004870300216087879,-0.051310096340144315,0.011559579466614057,0.07357525535230801,-0.027396204155158,-0.040661822788611704
SLIT2,-0.06855998397264391,0.07165260231032011,-0.005980790363993924,0.06722933409802503,0.04969376671929871,0.036073939555298584
LAMA5,0.04030898077272205,-0.0004769796938454601,-0.08323152810885427,0.07040036102694389,-0.06651683350010772,0.044808930193014754
TIMP1,0.0930559666871355,-0.04230373734724056,0.037562151261052244,0.08960255805739858,-0.0015139089594886942,0.009365145802525909
PLTP,0.005910187516700897,-0.03830657142860116,-0.00311895263056841,0.06502902831577029,0.03661652284018234,-0.01768272831823088
TNFSF15,0.001315128217501242,-0.011544787998292559,-0.046816221483956325,,0.10277003660395034,0.027971269633069482
PRND,,,0.13309429628015768,,-0.019297145169147913,
NPW,-0.08543126525478148,-0.014135107037611394,-0.0030814256490450734,0.02619141002329667,-0.026666536177497924,-0.050777488264939906
SHANK1,,-0.020561875114384568,,,-0.02683876370218864,-0.038562769826462
PTHLH,-0.003525740209283827,0.04115712401295484,0.015377981508138414,0.05155673841478745,0.01666228455334176,0.014725990022567451
SYK,-0.001041684710765933,-0.024621371885259244,-0.02811033256654903,0.0009762850138016938,0.029736965954153566,-0.03303922828089177
FARP2,0.050759361569374585,0.0024493034582620406,0.05802790959318491,-0.041725667270771614,-0.00117433919833281,0.037734322101327857
P4HB,0.0017154925674110828,-0.025538011068883495,0.047393661191543,0.09244584505974496,0.0354666316165969,0.00032785526559153336
TAC3,-0.06204253759814887,-0.020561873792547185,,,-0.0024122654502570107,-0.028683140882614755
C1QA,0.03170030534925013,-0.08183812262482051,-0.05649854022131049,0.04347955584770532,0.011623510013234244,-0.004352633292979366
EDN3,0.04155793113299135,-0.003465021728744234,,-0.013714214618828116,0.018749838114469706,0.01889527768830968
AANAT,0.021462245861995057,-0.01050457747353434,,-0.014853103686322274,0.06426565027072315,-0.024135548613265893
GDF15,0.03538523317887611,-0.01498129376844046,-0.0034811613889418887,0.023661542187536275,0.11137740937030892,0.05888887879089994
LRPAP1,-0.0456787421341781,0.008948407864294648,0.047175293157879127,0.044976200649680984,0.0013725630550513483,-0.030351661219000316
LAMA3,0.02027245657587751,0.012194257610896963,0.2973870933242563,0.026660561807283628,0.01768273625614941,0.02385452208895486
VCL,-0.023065912453295832,-0.03256704762337962,0.05650203924863984,0.06813612509223765,-0.036676747147622965,0.017119095328541573
COL5A2,-0.03880158687181023,0.012697746547724388,0.07844759877602882,0.10250266583293578,-0.005336880080416764,0.08430134980689777
DKK1,,,0.08147620531637614,0.0062329867920545515,0.06482648387157769,0.09771924841521919
COMP,,,,-0.02295623608389222,0.05308439366741781,
POMC,-0.037889831879472965,-0.024467730499159894,0.0652507721058634,-0.01913990415819767,0.039429702641359934,0.023524713993987072
CD34,-0.08646749314598648,-0.03360547475179363,0.056424971191159315,0.040686998141229495,-0.0017113230526880849,0.08548308525272527
SPON2,-0.022165137017125212,-0.024749291200415652,-0.018187745496525787,0.0298407456492384,0.014914402948622538,0.04171917078366736
THPO,,-0.02185687846039548,-0.032577732492458815,,0.07111793332542604,-0.03296145243433253
SFRP1,-0.012506586902978003,0.07568337263709306,-0.06215154506448276,0.011747392646964151,0.06185091659197261,-0.007122193245901783
ARPC5,0.05116090372974774,0.003980061342985506,0.03412694300579342,0.007980787820163157,-0.01594850679123965,-0.014930740591722712
VEGFB,0.022719596899064498,-0.007311034064782554,-0.004077471486714717,0.015526689363829836,0.07185348662612717,-0.0029869383280637088
GDF6,-0.03426046179993855,0.0062482947943640925,,,,
LAMA4,0.1032427639160271,-0.022135849511301903,0.06509156956376859,0.12300025848014551,-0.017758992434949227,0.08140479401081875
NPPC,-0.051101390580470175,-0.014031792016072058,0.03255054360955496,0.1089196940850685,,0.05264699040279789
HAS2,0.07622337045436772,-0.0003415200824819396,0.032850982645132365,0.03724024897044431,-0.005226829314180442,0.022709758408216332
JAM3,0.01881022793894435,0.009711978616635471,-0.009752299480196555,-0.022269254110619436,0.020395230580477344,0.019255279399704728
MEPE,-0.019315251209770703,0.05108169342872616,,,-0.02080264808915666,0.00689091449663651
ALB,-0.0427324096760427,-0.017140406494491535,-0.022658508644963615,-0.07456657215326781,-0.022968046638399686,0.0012013398422172218
SAA1,0.047472439643751814,0.017245075618462974,-0.011631724194622543,0.02594241523427167,-0.041066673710330126,-0.07533967967361722
SFRP2,-0.03424020822323151,-0.012269964465112988,,-0.06072461266257109,0.013110669048899796,0.04402115542402694
CHAD,,,,-0.00040140746816678366,,
CXCL8,0.048548203179694355,0.06007538032661481,0.0646811674914049,-0.02146463668654561,0.014772670149793712,-0.02615596836725638
VASP,0.009020140652548274,-0.07732553644892308,0.02616884287471265,0.027525511941915777,-0.03894453349730942,0.0545048510386067
PDAP1,0.011715484044327889,0.07088895525216245,0.05251856411077162,-0.0003035944471258479,0.08152261658881574,0.02733138791046884
VCAM1,0.019874168699975884,0.03249306666491718,0.0026301169324065986,-0.037846793147043784,0.0026946911369305484,0.04401810961525915
CALM3,-0.03808983606604979,0.022478036215497887,0.021408330677998744,-0.023003184517822163,-0.017324844092004018,-0.05495602002675597
JAG1,0.1222289485431949,0.059880058196019756,-0.03650156121769491,0.10944247478159337,-0.005700800488368823,0.04846332155359203
CFH,-0.012395410869376835,-0.04435712702250852,-0.03921167181218722,0.04312794413623713,0.046297879724685444,0.06404124073697416
VIP,-0.045466857395757475,0.0006561954340074899,,,0.09639939359058083,0.0348720229791579
IL7,0.07108594730381834,-0.015981392835174975,0.0052877255868158755,-0.020318197722964445,0.016511705195553027,0.06705665497544604
IL27,,-0.020855451529594386,,,-0.026447218515371615,-0.0011595365754393377
PROS1,0.04885285918313428,-0.037465454987066237,0.055956102718244666,0.10857413327966486,0.0013132996930342099,0.0004633590158697428
TGM2,0.01966200325454451,-0.057483666066070534,0.06218787195181347,-0.001268316068374527,0.044426010288690664,-0.023319789187978678
C4A,,-0.011791197411558879,,0.0514304572245653,-0.007075987372956921,
GPI,0.023140385048329697,0.02535352716258571,-0.0968854486576287,0.05603996647597002,0.011824858942037744,-0.0322341215782085
DLL1,-0.05655351751794396,-0.022168796610055812,0.00313259555964314,-0.017116001447581058,-0.021043831983640536,-0.02807711306952893
ANGPT4,,,,-0.027331015374600805,,
DMP1,,,,,,-0.025000995818232147
DRAXIN,-0.04551266374784363,-0.004321569281018185,0.05205802487460285,0.0066671379984083665,-0.005811490001362431,-0.06359194905848123
NPTX2,-0.06230112427056285,0.04722634135910447,,0.029321456549615234,-0.020244289084032405,0.00012492381836327323
PDYN,-0.07828535500629301,-0.02571896124264524,,,,-0.018935401830240225
RIMS1,-0.061258781431316724,0.002458135295811519,-0.04379171262973402,-0.052353857213012,-0.01907010810023313,-0.012676646180223404
FGF9,-0.060732152324325286,0.0177330869777339,,,0.038363220707977395,0.03987506734230227
COL4A4,-0.04806851897450239,0.0806951171620149,0.08386668147045769,-0.010627944816456866,0.07880621483624804,-0.024485420569912104
WNT5A,0.031539538354406406,-0.07649931626399437,0.11742651236213338,0.02969332656756406,-0.011641448752411064,0.08336303443601584
F12,-0.07649452743689733,0.021370412219551736,0.048678225196692224,0.04472282881585008,0.014527860811682194,-0.012253612989020739
BMP1,0.08314008637894515,-0.006589127479216058,0.06812667681254617,0.08679565600172498,-0.001220201236991613,0.09469860863380154
CORT,-0.03793005640906787,0.013782129921459055,,,,
FAM3C,0.024359980170441872,-0.016899273526291867,0.012411256437678746,0.1281294770032586,-0.026716954235491017,0.12011157839709068
DSC2,0.01617914951750924,-0.024008823329004444,0.019379820658965548,-0.03578758047455029,0.0074023459118857824,0.05570806026064931
IL36B,,,,,,-0.03160449988073782
BDNF,-0.032690546228852285,0.04504837545456455,,0.08208067977181221,0.09074251823022166,0.11472733648901555
NXPH1,0.018421848911954933,-0.010786856196086686,0.0914709406920985,-0.003763052045266253,-0.01393148153634676,0.04031925978443883
HSPA8,-0.0037707731399365865,0.01917617393221793,0.02595076069926222,0.04912955706891816,0.05353376699659083,-0.0623641908524727
LAMB3,0.019183241435873584,-0.0007754965567700367,0.01852440843596171,0.10428831669563379,-0.050610876837707146,0.10049095730916084
PON2,-0.03391737354624137,0.017701917192445668,0.053213010096566205,0.06164413526745829,-0.03390820124633853,0.09318818711036436
CFC1,,,,,,-0.027965036909636348
TF,-0.006645780476929428,0.030826940612327592,0.050383337640351696,-0.06923687985407802,-0.02285279938763217,-0.06590580035784535
HLA-E,-0.06627801646941717,-0.09453349239924037,0.014144675267456906,0.06979649499786492,-0.017273498461154856,-0.015892206960468568
OSM,0.024320421878279406,-0.01313644325290593,-0.016620191981423296,-0.03494108615714171,0.044997377629999315,0.07822928949327157
ULBP2,0.02867446988889213,0.02200508595650925,0.04503514826180626,0.0028087708350756748,-0.0052205329823388795,0.059314951190753695
VEGFA,0.0952803614739705,0.0302674635191755,-0.048755198019556086,0.0768155128501793,-0.022532464857984318,-0.003491663963764943
TGFA,0.07690101140049449,0.011288325075781418,-0.02443777530244593,-0.05083820990645862,0.04063995672107545,-0.03903872852994645
HLA-C,0.004416689671066742,-0.02085628788555092,0.017991399687577878,0.10075966930465914,-0.027562459645430536,-0.06408012056919694
CD200,-0.05365890111021883,-0.00023045529028543858,-0.06037647144063763,0.010981542565888734,-0.03684968712491094,-0.0569931054524605
BMP2,0.03533808484921975,-0.007134369322107805,-0.03596754797276963,0.14270992108576203,0.013313315383656621,0.0012721663481489731
TNFSF13,,-0.0105045763524009,,0.049773223342180824,-0.021909079371152797,0.06817630410017303
CSF3,0.11023177720412487,0.09451698841399624,,,-0.014156527953842287,0.06262595422659338
APOA1,-0.04596157913620094,-0.015035481675795206,-0.021662521523458857,0.1994067248519251,0.017931753991002296,0.0283668666212223
IL15,-0.024182764844962987,-0.028447042898889507,-0.008185282545286346,-0.03832894825251194,-0.048831513591400276,0.03387171624686955
FGF16,,,,,,0.024384702617517136
IL12A,-0.02583650693121715,-0.005630284353548584,-0.010177555940592555,0.09502316874659777,-4.67293012394332e-05,0.04236483697549852
ANGPTL1,0.024185205642862202,-0.030948218502090143,0.031189071483035027,0.09861427972028705,-0.026183463578157394,-0.007133415580529576
FBN1,0.0021088343796176134,-0.01342463738618978,-0.012948269836633157,0.054490828985980004,-0.0026589201654246145,0.05034499828320391
CD274,0.005944115182671023,0.022891505944259583,0.05246904198501527,0.04957332058410306,-0.0070667746687316894,0.03481431408339772
NPPB,,0.026256700649683745,,,0.09366865306249868,
PMCH,,-0.001082564156752515,,,0.019758829218264426,-0.027325446643538455
MFAP5,,,-0.05943847002859534,0.07072048517784826,0.004663734648391745,-0.022001542127653546
GDF10,-0.03426046445057499,,0.0012697751387898907,-0.026682882612784384,0.04996459366817407,0.017159944981204968
COL4A6,-0.05895978058041532,-0.013178370756060027,-0.06606625471352522,0.07113017033117436,0.01642075277612966,0.07278336250042985
TFPI,-0.02763922051047801,-0.028698309105709006,-0.1129431763453512,0.07143540625518113,0.0266029640423183,0.07427106556965825
CNTF,,-0.009945693836561938,,0.03133911692900885,,
FGF11,-0.007097916661474671,0.007252264053855501,-0.014446048613882807,0.13021620790112554,0.029089526506790846,0.06774401091502955
JAG2,-0.06869637311842743,-0.04248541855304153,0.0732370097384993,0.02647807027696984,0.03958489167182086,0.055932309095699476
CCL18,0.057052894797527114,,,,,
NLGN3,-0.022721376297901122,0.02856925628107452,-0.021575519618624073,0.06290734826337283,0.05806382496600793,-0.015194517962839691
CNTN2,0.012096207391512502,0.009300248810538468,0.003764895768125055,-0.0692341930822343,-0.05415371392891484,-0.04491596475508514
FBLN1,-0.024764995349696502,-0.0020714083557184454,0.01040805890483989,0.0010821204767341272,0.06676908666015412,0.07352842133274214
NTNG2,-0.007704669320140258,-0.012477598673475239,-0.037396072189234394,0.013783825405694268,0.02919770718929467,-0.035186901491843385
CLEC2B,0.10705759558150053,-0.02248185542143811,0.08544787010930802,0.04779386289167861,0.059638058236464064,0.011358547471516555
EDA,0.041622595739613376,0.0006722373351056844,-0.05766273094052759,-0.038811549684714196,0.01943232590751949,-0.022576203486201478
C1QB,-0.013463753815970309,-0.07269961225698748,-0.012581800136677574,-0.015930219878214403,-0.006299317210670575,0.04934151024990845
PSAP,-0.059765275893446095,0.007310541603640028,-0.004789546092851843,0.05214650744463091,0.03970918506442982,-0.0662641233024254
APOE,-0.07973088075508462,-0.004160048507629164,0.040823871339090614,0.08688388493086414,-0.010705571889347074,-0.03610951195573062
TIMP3,-0.05399873100842464,0.0469432146609085,-0.026972911080608463,0.07183299268202305,0.02349636718969109,0.09195505244301673
COL8A2,0.05538003371225909,0.06193706539002144,-0.1327110711421645,0.07517406811722309,0.013534150829296742,-0.010897099118352363
PTMA,-0.003205544921062701,0.07987479137667362,-0.1131244155647668,-0.08683470159961679,-0.013443758402020506,0.0016881050575227956
APOC1,0.027708824660998128,0.014928496818676298,-0.06896478954957244,0.05462824086449347,0.03878786933388303,-0.007954846787060228
PF4,,-0.009045494093556969,,,-0.021124039866118282,0.020383420718555947
WNT16,0.03274206207106328,-0.004020132262049168,,-0.019169697814120923,-0.03526762673143053,-0.035749698161056796
LAMC3,0.013017980574841756,0.0037194792608179856,0.02142173146426198,0.10148281821825961,0.0045574200743910215,0.07622521386425947
C3,-0.05677938492789637,-0.0744806888130726,-0.13133233674711559,-0.006512695071080385,-0.039020971260136685,-0.026335906300827674
S100B,-0.07612235549839011,-0.028749702917986265,0.045935105632517036,-0.07660338183841264,0.006348352364521086,0.0234299986328095
F7,,,,,,0.05824415807653118
COL6A2,0.12988725738551074,-0.036483306198700785,0.04992087581943492,0.04636796006438092,-0.03479974822224388,0.06125758163245994
MICA,-0.031879170998705526,-0.01628900217692094,0.0454271150276359,0.07912310697581107,0.009848546069511214,0.06706811884708352
NPPA,-0.01754431174070785,-0.06271502270997274,-0.008388996526646004,0.015981789920153703,-0.02014608805389523,0.06781567449623281
COLQ,-0.04806850201689981,-0.0020239527450389566,-0.06517430884797114,-0.006723969796273364,-0.003074739762205514,0.022295677637916192
SLPI,0.015167382984951482,0.0666178964655538,-0.02553035435526313,0.039301253656518605,0.052352042013699314,-0.044276497918833056
CD59,-0.0450871611839613,0.0009616873412929368,-0.020890361204018642,0.033563049470820436,0.025108060571608862,0.0024080878884939583
PDGFD,-0.027494936300683122,-0.014087011758006392,0.15575555369561714,0.09268218801437787,-0.02701461619045081,0.1606946566008175
FGF12,0.003552400401457973,0.015742337105205634,-0.005086041092696113,0.03722331787767141,0.08536491129144322,-0.004745997656065715
TAC4,,-0.018639009840883177,-0.0360896994016354,,,
PDGFC,-0.017372729241408598,-0.006785712656955683,0.06399151472638012,0.0405065961376293,0.00605862747234906,0.02590621551382334
CCL28,-0.030191219033972042,,,-0.02114145144276165,-0.014156522737547179,0.02539247899360513
GNAI2,-0.06499067529258962,-0.05455457448698361,0.045263899179392615,0.01289731622455161,0.0010099744678657649,0.038745191686608144
IL1B,0.04325929090085228,-0.05160640226232752,-0.003624584555707598,0.041683302689515644,0.02825226361075411,0.025953826884102377
TRH,0.013845755259814747,0.018624256713865067,,0.13290414120837254,-0.017104432746443056,-0.007807276585731814
LIPC,-0.010333220988705039,-0.01625542657057585,0.06484089418567764,0.019618703288075006,-0.02670878179176612,0.01649057754950266
RSPO4,-0.03383059397812268,-0.02033935347851312,0.05096145625922453,,-0.027860403830665934,-0.030433970770457067
CP,0.07241566803337503,0.020135294826933627,0.02068507503892702,-0.1007092560814913,0.030142601353922546,-0.03565101295767278
CCL25,,-0.016435829316946707,,,-0.022968045204790045,-0.027965030245070292
MADCAM1,0.03021475798619025,-0.016313171959256943,0.16774076411687067,0.0499058256907031,0.10838210400944293,0.04444618149082174
SEMA4D,0.004882116824212454,0.04041443169094448,-0.022152258790339722,-0.022320428465220504,0.020788273590310633,-0.035135678828135286
SERPINE1,0.15208425803431158,0.005240367351971713,9.961406285497873e-05,0.09150630975336878,-0.01814590907798144,0.11305979855794403
TNFSF10,-0.013415111496332852,-0.03721163342415319,0.09119873450724206,0.07151680836527827,0.012321001777354573,-0.029458415670081103
FGF14,-0.07019828197042408,0.014488082204299705,0.07038673293510192,-0.0118844118717448,-0.01991777934237351,-0.053607192468567204
BST2,-0.0031129174110357716,-0.018829223061582558,0.0246561647297961,0.07478484368432152,0.04190180880700553,0.01256769908427971
PTPN6,0.05265648819227977,0.012642138790573614,0.02582188110881312,0.0020292132783554274,0.026266068946463647,0.079125510728613
FGF22,-0.031131381330975493,,,-0.028588609386583225,-0.028852123575240453,-0.007270028225175665
TNC,0.10460968430727065,0.04873297006277463,0.0921240958460884,0.11932825822313098,-0.048965365034881886,0.011328333066585304
CXCL3,-0.0011003927922760427,0.0645251123513201,,-0.021674186089678638,-0.036644394017192945,-0.03831613227480377
CRH,,-0.012151940517827996,,-0.0378416408133475,0.022607279308156293,0.047905094921765506
GREM1,-0.029216145977527145,-0.010905735414905565,-0.04717117128916643,-0.0595250141002967,0.03875714628989817,-0.057962937886704924
MST1,0.06795876439417356,0.018409445274125927,-0.034906349703187414,-0.019065020987441398,0.044569564272458236,0.007973676788566612
ITGB3BP,0.07212460599137954,0.05441886109497634,-0.04055714567622697,0.025020528644012368,0.017389931052105106,0.035950997085204675
NCAN,-0.058380597948310076,-0.05137262918435612,0.057107707760837095,0.017462959114594764,-0.0056351841812332165,-0.04384166000424742
DLL4,0.01267442715715317,-0.05352179831245299,0.05089192723161438,0.10142024848024922,-0.005646030270083783,0.055595770249050915
UCN2,,0.10548109120109225,,,,
VTN,0.09724490274717132,-0.019582183030968803,0.010319090785055867,,-0.024551026689378832,-0.007330724508303094
CD70,,0.02046731705568422,-0.03535625923182552,,0.12100806896160539,0.0577282164833926
GNRH1,0.008577157105966958,0.002516888591290525,0.0063863801900999355,0.0026123815479523567,0.031626052851670104,-0.032289130228949255
CKLF,0.035267075321989486,-0.009226398097242957,0.033130199539911524,0.02902250092583344,0.015943278358206033,0.10644176260470457
