,UKF243,UKF248,UKF255,UKF266,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
VCAM1,-0.10210557488840159,0.018161637589804394,-0.010653513117648518,-0.012220533958744988,0.07365129144536889,-0.044450637060291474,0.04945665907966197,0.024617514901317174,-0.07241014803058277,-0.032933884212931565,0.04331737942171001,0.011517787604128067,-0.06880268393490357,0.08164170303530491,0.01884874736277816
NXPH3,0.04742156146691506,-0.04353510165508023,0.019548867599883148,0.04187995305378508,0.02649551083591189,0.041801614281021277,0.020051482155907897,0.035270128312968524,-0.021280679302965073,0.029655161248446603,0.10256390007856078,0.11219501144862254,0.007280933578016761,0.05230387178042379,0.001928278908324236
MTMR4,-0.020428019606586474,-0.00012008712643633417,0.044580313238699626,-0.01176959467417946,0.01529720024036313,-0.0435613478632392,0.027701201321080768,0.13856512030692014,-0.016222437491430368,0.030991216365516428,0.08988744598655536,0.03295694547103484,0.0005900937963345947,0.006720710680358082,0.01800603145117948
LAMC2,0.06704205015629622,-0.018461699436724478,,-0.023176188803311983,,-0.027969326005537504,,,0.09924073551146764,,0.04355436499952837,0.02012734531597962,-0.039236096018580566,0.02768925617458467,-0.024959898236146676
IL10,-0.04418365396395932,0.06494429261236656,-0.03117334145048219,,,-0.011743380862160785,-0.017964536153586504,0.05996746242290656,0.010087699812114296,0.07855533185039697,-0.008420871947350746,0.0666073815138098,-0.01931087438358077,0.02391358276215981,0.06600208932863241
SEMA4D,-0.017452209453881554,0.012521587526511965,-0.10167296999732861,-0.029255806984016808,0.010212843137258199,0.0270652997366832,0.02766128634673851,-0.012471918827142986,0.010694227420184693,-0.04144112412485564,0.09132818752758932,0.06709776720834108,-7.969039095900385e-05,0.007682868769519897,0.01695643737975661
TRH,-0.030773283634313114,0.009233551660271459,-0.00943322173054766,-0.03170547210834409,,,-0.043864074417682204,0.01710396853485855,,,0.03782589486689093,0.07944460451190126,0.04068236515042547,-0.02322820391933156,-0.043776840743148374
SEMA6D,-0.03279792270902768,-0.06257890677391503,-0.06282165125371868,0.018926998529853006,-0.038578714496939115,0.07494755693939185,0.059955308875699165,-0.0052808575161128885,0.030010036168436498,-0.024342455144880783,0.0395061321914152,0.013365771520686008,0.04629687052264015,0.04615215236418933,0.026018266797101838
CEL,,,-0.04322645800264439,,,,,-0.011268798020078711,0.05563116419616376,-0.03718405644308166,-0.03134033919549368,0.016242298611080286,0.080799127497585,0.024253986965434546,0.13182355710572366
PDCD1LG2,-0.007720393914033608,-0.036703933240025986,0.04429051073547293,-0.016275494061087165,0.009436391808318697,-0.002603022088971332,0.027090488120336344,0.04037619430129886,0.024422787040704746,0.0303587553230792,-0.005265560115163032,0.01461767456147494,-0.04826102884558504,-0.00098474853355619,0.009697015144138853
SPINT1,-0.06280950049425443,0.01479437622005271,-0.030057260022313632,0.04922615295267877,-0.015896915937596495,0.002835909189633185,-0.019221470676046685,-0.04578209782405041,-0.03184876416829789,0.07654414184773675,0.036835275894811156,0.07188999560715835,0.07437434559396269,0.11231958504099308,0.024595731307920962
CTHRC1,0.08510473780421203,-0.04716629717506384,-0.04628104832269946,-0.00020683886627973446,-0.04113632732424316,0.01317463220175435,0.060808981626527765,-0.07423718425886043,-0.012745219852052216,0.07394418510006012,-0.023834347932376272,0.045554942986884284,0.046847441523808174,0.0008445881686084591,0.0016214281656902866
PODXL,-0.006023028388656934,-0.010659971199759642,-0.1461411504049661,-0.012312709295547921,0.0515734077491297,0.051839620559815384,0.03394380257826044,-0.04387182683128306,-0.06937030118498219,0.05595493495854242,-0.010984290953054796,0.007564745824575774,0.035920510155020194,0.044526016231139366,-0.054585336308357456
JAM3,0.024260113932744725,-0.004089550175471097,0.027981780479409146,0.004048430064703071,0.0794779995841144,0.025538627621242153,-0.029389208525905375,0.040655458131540555,-0.02652273376739171,-0.0795660817811508,0.012900890517054597,-0.06567764717623469,0.02129028746334364,-0.025580107465837453,-0.031546975320632165
TGFB2,-0.09604828423474983,-0.0026772897601461294,-0.06054121928518264,0.02133277475810059,-0.001805894168506908,-0.0018390884297740727,0.015713360098495006,0.03725064034813421,0.05205012511230782,0.08494865906177297,0.040159050034816096,0.03792325921887214,0.02635116965335042,-0.00019020250763095872,0.03711340014806782
COL18A1,0.0815884771532012,-0.008196279982037672,-0.16382252079709592,-0.014072474469749229,0.0639053779567367,-0.00393162679277748,0.03290050027310896,-0.056898137897719754,0.049751031276666705,0.14789782819717007,0.013664542051987567,-0.08672083656993101,-0.06025538355356363,0.004773209961150021,-0.005420671419913604
NODAL,,-0.028746906919257683,,-0.019569890267334442,,,0.024466460438862546,-0.10988304401307476,-0.03215373613931799,0.12592823018523658,0.008711272461075887,0.07352697470055079,0.04192872931947329,0.009948474692125038,-0.008039108004711503
INHBB,-0.03352054672883893,0.012900508089390077,-0.0926320541231141,-0.02426206686790468,-0.010022208759779078,-0.05609744721240281,-0.06656840644551186,0.06019582012929795,0.045024661222922986,0.08523178706746833,0.02165159021353598,-0.016099081889471234,-0.03344442179012564,0.014892376346078049,0.056767796406664704
LCN1,,-0.01846170359068202,,,,,-0.016335448371705683,,,,-0.013554092255723632,-0.04125176743467162,,0.04714749469341416,0.011602908233711975
ARF4,-0.04729079954087476,-0.023036617558042538,0.11379922429681545,0.008286798193044884,0.053226791707822275,-0.0034170848918987596,0.03890105856134798,-0.10634121485614698,0.0006358016593654144,0.12236288484059304,0.0988733957165807,0.1149682333329021,0.09825148728304066,0.012542396442759335,0.018270448875818582
CXCL14,-0.05993229563732192,-0.004390266719666023,0.016324007825908444,-0.0408005667681788,0.004417049183293495,-0.034628469599496295,0.07502836560464693,0.007384067054606251,-0.05716113260760753,0.05818866748440357,-0.05831287604312738,-0.07608592551909663,-0.11044547164879992,-0.0264207843155854,0.026914849500290026
LIF,0.04095926376055185,-0.04490967153016027,0.049580527062029534,-0.020532845471535728,0.005755262719488357,-0.03001198456376026,-0.05014790027749636,0.03276489543064526,0.07535139746375277,0.09886020889036523,-0.0632731366831255,-0.05158320913983435,0.02269817437640137,-0.005659578089483291,0.014635142088616493
IL17B,-0.002090241253491124,,0.14008055163780989,,,-0.001718899190668972,-0.008673090101232028,-0.03531290058349729,-0.05358310530454264,,0.018414428304850836,0.0855644832313076,-0.004590992202807425,0.05758094816866976,-0.019794340646212383
MMP1,,-0.011868176637790126,0.08508886581193957,,,-0.009755726089467716,0.1637823320541639,-0.03187101837946779,,,-0.024045366172430208,-0.036314766155370735,-0.03044507453230481,0.10173996228735954,0.013220207767920508
MATN1,0.026943909868537935,-0.024239678233994887,0.02685857934781152,0.03763836604680149,,-0.019255389610536557,,,0.19662279736030172,,0.0690591262313068,2.7324002195917305e-05,-0.014286167094043862,0.03256334987190584,-0.018038781396723377
ADAM28,0.042057723682834114,0.04118828350960724,-0.001726419674295168,-0.02641666502984051,0.038244542337109715,-0.0072214715859202205,0.01422923121373171,-0.048027562960803474,0.01866227632492022,0.03336779397252783,0.05661841690045886,-0.017728401285530517,0.08091945968935732,0.00766324408209598,-0.017497405113568083
TCN2,-0.01303070187428004,-0.08023961389626677,-0.01829240453921979,-0.010164818204104913,0.06322317820119934,-0.024846314921535086,-0.030808051865785713,-0.05754036607200411,-0.04979105149799278,0.049570085024125084,0.04655245419201111,-0.0014435573738287937,-0.012800095549801035,0.0035773112845575387,0.002090054272269681
THPO,,-0.03158530439069209,,0.03897151195285835,0.0017342447364802121,,,0.03762127645011101,0.13141915956996394,-0.027743935017412315,,,-0.03448975301684391,-0.030582092981873192,0.04712064441723151
CUBN,0.12703643453993552,0.019048787428342543,0.05030395284274355,0.07632555266595546,0.029379983359643643,-0.046227281585812165,0.01575003028104056,-0.11800241438807149,0.0008038051494118393,0.04799088584068868,0.009380632187363317,0.10390686223887764,0.030042466996283757,0.11769510986955778,0.007026400749192886
TIMP3,-0.06446347488889038,0.02164211100971818,0.008406982246288618,-0.04773129852982181,0.03523070176397485,0.01537174193958356,-0.05971171037559483,-0.13651188563194094,0.09304954598129142,0.06289069365435793,0.019738405838780504,0.011291034417865543,-0.09998047148882341,-0.0464301957338469,-0.0014785088475930844
PIGF,0.03830144872435852,-0.002578770991531257,-0.04298537990024102,0.01724437936380926,0.04144092873568306,-0.0011511142298492357,0.013777921063441792,-0.004242967983009787,0.01322520873965765,0.06222630058696259,0.06895059792017796,0.06717536261718572,0.05834760449530608,0.030958341989590396,-0.018352015759273574
CRH,,-0.021630083779359023,,-0.016704348798688266,0.030275782208146862,,,,,,0.020056050583746977,0.02931654067177544,0.01098639815183386,0.07810922461180132,-0.014425830091823022
BDNF,-0.021889653583238078,0.04447570996337996,0.0032112473645623586,0.016091792653121374,-0.03513847909468083,-0.016150461542704924,0.05295134298038287,0.04068034888021215,,,0.12305893993425826,-0.005189949780053249,0.08216005195178087,-0.005357916652120758,0.019020929290868304
CCL5,0.019153871501897204,-0.06374752889680266,,0.037716268034197795,0.04179732580502814,-0.03279405738121869,-0.006468735483411798,0.05119369978877996,0.07704092494956175,0.01504955116073939,0.05887687043500842,-0.05671659562258847,0.03150343248795197,0.013503159174442472,-0.00766591298609885
GAD1,-0.006072169767566011,-0.00955714277258992,0.09247967195672675,0.01875951987560622,-0.07172476281369418,-0.0288467530137481,-0.04277542074742124,-0.0004277694663963407,-0.04561714255150935,0.005451994273377177,0.05716609003477318,0.19632615422974797,0.04870156695905403,0.07838129984042579,0.0280779062647332
COL14A1,-0.007373164442810613,-0.0007663423764112562,-0.047749137267186555,-0.025859581957152437,-0.0068008466427560465,0.06784425952693326,0.024828029377347214,-0.06411145941999355,-0.008413176244055362,-0.08380112958299266,0.08672143979613504,-0.025460847977357332,-0.055918654257031776,0.02447225011547029,0.03569202686096119
HLA-A,-0.033676113746563374,0.04385031887988624,-0.012211140414771345,-0.01903983758652705,0.05933602096569923,0.03377522059677086,0.09646081615824376,-0.010559521818106321,-0.07368050712982664,0.10100037213138484,-0.038599360567395026,-0.17839006818696798,-0.04213732420509652,0.013935461119464972,-0.06355906600116917
CD5L,,0.009391758528130031,,,,,,,,-0.031668939410031405,,,,,
FGF18,,-0.019571314047695042,0.12022042322935486,-0.02317618542723529,,0.07985602869420755,,,,,0.017173371202456947,-0.010893174653577406,0.09536146531505015,-0.023228205782912133,0.12100237541139348
ADM,0.09655133311116436,0.03976424718353755,0.12403231064240518,-0.012482819392150343,0.06685379808373493,-0.015753951647837616,-0.005334183170327546,0.1263684665403358,0.01538117166553652,0.13256382686742074,-0.01743233050863612,-0.09188420413581515,-0.008850321313234832,0.003961473254349616,0.092168494199912
CCL15,,-0.026082579460716477,,,0.04722039181240939,,0.16540511081011608,,,,,,,-0.020145821072238647,
GNAI2,-0.01928883644650856,-0.07703777936614498,-0.008420012139301538,-0.043973150871771095,0.03412140167216981,0.015454111584962708,-0.046262277014509384,0.036402345055485334,-0.03873548829453364,0.04994148656529739,-0.07076389951918792,-0.00594371930296473,-0.035093256134808216,0.017603387607753245,0.04250265460469989
HDC,,,,,-0.017840992124432263,,,,0.05723078406383003,,,,,0.02990996884665165,-0.01803877322713001
COL11A1,,-0.027882326648398112,0.04978232161724968,0.004396853853556038,0.02672563779804954,0.009002407072630794,-0.08580947911251524,-0.003159762245200596,,-0.04995693986639692,0.05193408998816883,0.00956532062110255,-0.09814085351140567,-0.01936694718513213,0.05838233373858888
NUCB2,-0.006804568759692887,0.02418354946949152,0.03164284086429541,0.023226453964788035,0.004425499601747279,-0.02107723825385368,-0.0068890634507716856,-0.023029250684331676,0.009321713252197309,-0.014239465907197074,-0.012494010568538199,-0.03906662082341103,0.052965353510633216,-0.0014785007152438318,-0.025238963955291988
FGF16,,,,,,,,,,,,,,,-0.017774865989474017
CXCL1,-0.04385379111469741,-0.013533593686873995,-0.02422896048918074,,0.08467678500224098,-0.04191139242880865,0.02293739806900764,0.08194241312102878,-0.008824248365698143,,-0.017526894930593454,-0.041031479595813394,0.004029511786536086,-0.023576533942386922,0.05070174477691132
VCAN,-0.10027723891177677,0.046471834951194224,-0.19044608738293015,-0.008953078592342482,-0.013458614017619509,0.02490302870400635,-0.036086836128266006,-0.09407498520803495,0.007540362504575126,-0.05761880371561056,-0.011587595455494716,0.07489857609201192,0.0145996561516955,-0.014607258377682796,-0.007281597681087207
MMP7,-0.042791860249447436,-0.06400652861989745,,-0.020532839708067768,0.05839253470825682,-0.039635362782056496,0.019031717424732995,0.08364294959168202,,,-0.012230308896754227,-0.047920100094990856,-0.050537555711761044,0.048519411627178294,-0.03839415177088533
PTPN6,0.0996567781733984,-0.03279130932056316,-0.08096883376316798,-0.05080216109038371,0.004908294602456896,-0.05187608097952191,0.025175250667184547,0.06980615132940074,0.04482291396980709,0.0431825808396695,0.07054460750555974,-0.010165593125357345,-0.0056523844148075155,0.011770333141501617,-0.02324769830895456
PTGS2,-0.08318132568971913,-0.033650262165822065,0.12393641693704016,0.04369498344969328,-0.006566018164350769,0.006458653315899828,-0.017994864610635607,-0.0652598631643172,0.03288484580592853,0.012933934407421502,0.03252748636873947,-0.08454205864554212,-0.008624197435959404,0.020353002340448845,0.037913728174555704
XCL1,,-0.02370270032015144,,,,-0.014226972551061062,,,,,,,,,-0.03210326554307551
CD58,-0.02519446083975113,0.04827228294438283,0.026664415130707487,-0.014081766107311685,-0.005753641768048016,-0.02130478356499299,-0.024565332494182066,0.1314983874027794,-0.01242571371921375,0.03226701234968444,0.08497229714778441,0.007940865336286,0.022031600860869898,0.04702111896395153,0.005118084330080042
TNFSF14,0.00966513884140713,-0.023882914096914978,0.026351507066247164,,-0.029139590914831003,,-0.03499258430683822,-0.030205538884323382,,-0.03782457287328074,-0.04341454658030285,-0.050817760251259905,-0.043597013867753776,-0.022428882896781188,0.06324612167553383
CNTN4,-0.024245748651654637,0.02435186672588876,-0.04528372203535503,0.01906220356411016,-0.014273722796682068,,0.08722836894487507,,,0.02052298908565167,0.019009976865654237,0.07317309129662847,0.0410663326034303,0.013498514830946154,-0.013972026901764677
INSL3,,-0.02123324493958159,,,,,,,,,-0.04368810973320499,-0.009272230304386694,-0.05122200332157536,-0.027584198638009472,
BTLA,,,,,0.057025191665611,,,,,0.10659439357269908,,,,0.03630642898581464,
MFNG,0.03999317108090974,-0.04032556287171063,-0.09157341214003158,0.06890835163782252,-0.005260898271509814,0.06839361889725382,0.047136728399164884,-0.0309294787328692,-0.06873719960899012,0.012585638074551457,0.06653755870138471,0.012937973532809467,0.03502989037152209,-0.025149039220623864,-0.025832079682397
ICAM1,-0.028815396703903224,-0.03613651273620139,-0.02445832571696183,-0.02518931625406395,0.020118481870010585,-0.004918620777929402,0.004955254756788951,0.04293338994079258,0.04366091380343896,0.10939391657289364,0.022272560094915666,-0.042121224972797175,-0.002425511424520309,0.005077578369163116,-0.02264059781272377
PROS1,-0.03417473541146889,-0.05253986123227127,0.04950576274517696,-0.01910411068267035,0.030958984197856608,0.009745132802582568,-0.006892810123492753,-0.017665095585170137,-0.09037235064299984,0.12070282309152783,0.06323095150172443,0.01426465549043369,-0.055873905646213556,0.026133952540881022,0.009902835091384867
CLCF1,-0.05413169366711111,-0.05335053451894911,-0.03901139724323366,0.05747036554718837,0.006608649936393166,-0.018009304021809787,0.01984755000522103,0.11602090263552278,0.05621517228569674,0.010569497933014049,0.013919467802362504,0.022444503492635746,-0.057037932564414924,0.02845766680005694,0.0165206663229418
PSAP,-0.0016392902257926728,-0.042870930936582154,-0.09815501233308119,-0.01068306796922703,0.02666530256219113,0.00858494549951261,-0.03353221267416787,0.0429235400127996,0.09831253603965386,0.12903252865260728,0.048388667463166606,-0.08865220074733504,-0.11132868611261594,0.041094573821281684,-0.05905585003950554
EFEMP1,-0.02279148156862933,0.0018443760826896839,0.04790734175036779,-0.04280867582893388,0.04139074723805678,-0.04433705973557479,0.06534807729738051,0.09788910233171125,-0.045050087441379554,0.12827896061663874,0.04830282003888923,0.031133872861650914,-0.0006599318200669237,0.01362277632110869,0.028503917156411575
C1QTNF1,-0.004277932233776542,-0.014727974636196668,0.04691951158559389,-0.042347254537808944,0.025504679712482464,0.028644099317044116,-0.08255118902715765,0.01600548254153506,0.05123159550194395,0.0294526886884196,-0.0156757565396433,-0.12440992353614995,0.0122641439551529,0.01349457032091947,0.044010398336817594
ALB,-0.0540732445082321,0.01165291669364759,,-0.019640879787673152,0.010560034268983342,0.0673134583119704,0.06629805583521275,0.015849452412676206,0.004477170404648683,0.00435473413053286,0.028698728324442757,0.0010826508666898452,0.06551244906350931,-0.031191123310208034,0.13348619335118303
CCL13,,,,,,-0.03473994608883303,,,,,-0.02818670186583479,,-0.002826508463392315,,
EFNA3,0.06424365793043477,-0.0518224712917295,0.0831120468476356,0.046861557839432466,-0.0448964956505312,-0.03300429293995186,-0.044646153359357114,0.041528111407868794,0.029305294215906035,0.08693891512770172,0.0859251788705391,0.05905245096212625,0.09808873645064109,0.06159289639447476,0.021291531564453375
DRAXIN,-0.011875615492180124,-0.009435775733831286,0.1383751924340947,0.030103075508205374,0.008112032974772242,-0.028520968065343443,-0.027777833569479802,0.039941627385345416,0.022610613264278972,0.055465388120675835,-0.015658432918181194,-0.154101035393595,0.08503750748185145,0.0636690836232868,-0.0017463959193123688
RAET1L,,0.06487068824493694,,,-0.03182930583508743,,,,,,,0.17932187535255373,-0.03320546801510919,,
NPTX2,-0.06482943154465476,-0.02488756263895856,-0.029068018654443428,-0.0023467255512383545,0.028623425706974386,-0.0034097870012273204,0.08963170051850392,-0.01802895362856885,,-0.04776989933359033,-0.029185742597115195,0.04231679256302667,-0.037644328520034714,0.024793869037581795,0.03678748695353559
FGF11,0.02486377344115806,0.011368856829195728,0.07891300254798275,0.007698792752423022,0.025055785346539627,0.015059801741744872,0.06312225384336145,-0.021206956448993713,0.11273603125688773,0.07664705051835097,-0.0005907282016892188,0.0048388008968778245,0.09937270628474382,0.02547527023652687,0.037795158578944776
CD59,-0.08515383006963267,-0.07385997135694915,-0.017388582838952248,-0.02238811969555539,0.027275928529206822,0.006443684578192133,0.022453834344374726,-0.05153877183337928,-0.08291533792079907,-0.0032586217444024682,0.04547183572991711,-0.016741053547241574,-0.12367957840519897,0.006521473163062333,-0.026356276148754073
COL9A2,-0.043942601575623706,0.02469608794431848,-0.13348893933117872,0.005470841510167964,0.08155139755132881,0.04215529190290781,-0.06665853891478149,-0.03573395215566541,0.08446275754669362,-0.09708276959366424,0.05820742568660464,0.1369866063903709,-0.003756183041570935,-0.017494888590574402,-0.04698003961797761
DLL3,-0.05103839233359748,-0.02911591834524399,-0.08830688844621448,0.011063321230120665,-0.03720242518780027,-0.023357198812902578,0.022653842838155427,0.05768129608801681,-0.02319052337788289,-0.010360360796410615,0.043223559876418675,0.14905277834622938,0.03701106882525531,0.10494181997367782,-0.01694459641466764
FGF5,,,,,,0.014283746407531585,,,,,,,,0.0414042491082489,0.021889617536634046
LIN7C,0.05174233455682909,-0.0038073667043302425,0.007763517779265035,-0.012668149354818685,-0.03228169356233899,0.03341089570069344,0.05709285900552749,0.04358663724196871,0.06433535513215204,0.038293177951876096,0.0212581702123915,0.01174050234678165,0.07014204077298095,0.057951867573860255,0.002229436224657969
GDF7,0.10536950922566338,-0.0003882950024217731,,-0.028055680420172976,-0.02913958978246645,,,,,-0.04030116538459324,,-0.008365486459434952,0.006662109675862316,0.024597166358636267,-0.027574669586202888
PSPN,-0.0377142332918849,0.013584196742830928,-0.06669436095453385,-0.021663410341457776,0.06199403763181145,-0.019583236850511606,0.05220159082283927,0.038272298174200796,0.006522825407960636,-0.002605766598129922,0.0033823283758651246,0.03307491239972021,-0.006994177415705095,0.042183858216048864,0.013918977641113816
ANGPT1,-0.062121983393344495,0.015177587944755672,-0.04628104559547558,0.009197252059530028,0.0034065461092428456,0.013351701680763486,0.07829904778452472,0.059000575990346735,0.033680962860928566,0.021923262872335657,0.0349841462079028,0.006675580521926006,0.01955401039174462,-0.009494354873875375,0.016567925919035907
PNOC,-0.02069943953723219,0.015789193434703974,-0.015231190487795362,0.05162827474060005,-0.023510227994233808,0.06560635806739958,,,,,,-0.03760517072015266,-0.05625325696058932,-0.028469453743321348,0.015809585333871203
L1CAM,-0.040083032157662186,-0.014393388797546708,0.04430845249425259,0.05997029990985887,-0.04845182063464807,-0.015138237838474776,-0.04274528605267495,0.012951222107271081,-0.01309666805019777,0.0279219602694246,0.03806181333833095,-0.05194086699398648,0.07951704430850987,-0.022688977923075747,-0.06320282483292046
APOA1,0.1036867349052981,-0.020024524604566316,-0.04265963399609014,0.01938891523965169,0.05564018777475047,-0.05558208672748638,0.04901599464640839,0.09682425100776258,-0.04860718404620046,-0.02446084837812768,-0.006797996697527685,0.022097895353755656,0.029708101884334814,0.030575713481876852,0.019051194774152895
PSEN1,0.008765968543821466,-0.0035782294968441583,0.029350553740214367,0.03719448764538315,0.04172226745840898,0.008078710774643366,0.054319002205079445,0.08528395343553227,0.02997239657686304,-0.03542210951031777,0.06784449005886839,-0.01769798801279648,0.009694649070432323,-0.05468018009858683,0.025905935695970793
CALM2,-0.138319133243662,-0.0006730824427756169,-0.12702338847729738,0.03741919676698001,-0.0694567156120729,0.058563757108252096,0.0017762944408409834,-0.135875154497997,0.0015441203804185263,-0.11807794784416456,0.08350221123341352,0.10251000519065367,0.09339298717061652,-0.023468477005304415,-0.025908706832948332
CLEC2B,-0.020690669627274692,-0.006013179579824014,0.15636605471146478,0.015422071246486672,0.004453289611520676,-0.01212159025234432,0.024196828951154464,0.04385449269917097,-0.10269280676174689,0.0586081022712485,-0.05810650048222139,-0.06972924409873472,-0.013551003468971496,0.004924629990450292,-0.014561437033855132
NTNG1,-0.035252471228354045,0.0002668648629117117,,-0.03277540847395774,0.029033818548538894,0.022635611587115724,-0.06648286547338104,-0.027144044473188703,-0.009281373575415464,0.016953847497166077,-0.003974918336780102,0.079654943013368,0.036731463544615546,0.05316080371047411,0.058632734266009116
LRIG1,-0.05750736026675646,-0.07266163857595938,-0.07472595397001451,-0.07224000856049001,0.032189485615403635,-0.020688761598338008,-0.04741976856520354,-0.011096694364670007,-0.07033180817052498,0.09088512743057751,0.047827222324595096,0.1694492763675331,-0.013976922524820794,-0.008370728480302866,0.07347251831862028
CPAMD8,,0.03331084902358669,,0.07913482877936874,-0.04846746873343693,,-0.02940371922131246,,-0.0028130367414947585,0.13210048709467376,,0.0014175424786942825,,-0.028902940725381975,0.08190118022436231
GHRL,,-0.011071712124291515,,-0.020879820339960567,0.056680881427532595,,-0.03961621135246744,-0.05396473336535297,0.09016185069297455,0.12902236292385738,,,0.030020687409090058,0.03350144703928115,-0.017235738760219547
NPY,-0.07779034478456594,0.03258588493382695,-0.036422688674007234,0.03274867208262685,0.004609237798490177,,-0.03433717663871543,0.02376848930977037,,0.0038631759307227653,-0.03340449270840168,-0.04765021137358965,0.01907053578712314,-0.03483209641077741,-0.006408924002887616
MMP2,0.014242140512330241,-0.02086506218247794,-0.1512413839791191,0.03484577908989028,-0.0033221723095599853,-0.008100983825942841,0.09432468583216094,-0.020157853300561867,0.07572366438045115,0.06546354795288666,0.009412341607345278,0.012635872546489228,0.010235285463453314,0.009002116926421324,-0.059547677493772364
PPY,,-0.027891232935490406,,,,0.006327521359267397,,,,,0.06800225735840677,-0.022787551248803734,0.04137518249766306,0.014459923932897674,0.05161797269633025
ALKAL2,0.011923328986595212,-0.03101986723660509,,-0.001154132572010048,0.011761885859651397,-0.023218492948376745,-0.016220669358860282,0.030085247003326397,,-0.004451534989822551,-0.004180585700717044,0.07658700296091245,0.041831912132840064,0.0003056591662008184,0.07570556113511402
CSF1,-0.04759381230481509,-0.043012843160327115,-0.09555917912537133,-0.0395096487030384,0.0868879436355459,0.009067015405680954,0.0032578542869490476,0.04495651971160773,0.007246947929339271,-0.010046383305629358,0.010252248854624408,-0.03509787934574251,-0.017311992441688004,-0.06042707577458978,0.0652981525590648
SEMA4C,0.041567679786258235,-0.0007755771020241725,-0.08105894270806731,-0.022213676925789374,-0.014335557914431613,0.005599946110911952,0.12385492392836234,-0.09461514546799145,0.010713896598399504,-0.005064116665510896,0.06707072851818262,0.026429380504557558,-0.019369316577238126,0.06142608727022456,0.06930397960390182
BMP8A,,,,,,,,,,,,,,0.008112972491589645,
ICAM2,-0.06102143716028962,-0.013626395820896527,-0.019713290475375237,-0.05593042470088291,0.03497859052969832,-0.001068500381180431,0.048659604669498244,-0.050971939859381185,-0.014915086006348402,0.10255282830190462,0.03393891457440981,0.054829538436719366,0.05665660339881808,0.012939383065289462,-0.0030156105186230167
SYTL3,-0.027402744787381913,-0.002317538805600961,0.06489188056878005,-0.012799417386269742,0.01982931168387541,0.021437649586959998,-0.017530010604936214,-0.011100397748290932,0.022916430983716374,0.07697828291080501,0.040396216509290116,0.0382115566137083,-0.013767643241938654,0.03845575826497442,0.05415591113670276
IL1A,-0.040188734514161974,-0.02479676873185367,0.011588283446116286,-0.001742401504145159,0.020019517645360856,,-0.05256619616889934,0.07542397800247487,-0.03446195975224646,-0.005373234285377324,-0.006203868065609638,-0.045056448069107025,0.05249974405952943,-0.05020750598969064,-0.030981782044283628
HLA-G,-0.02960150109954506,0.027877229111051515,,-0.015153276867884974,,,,-0.0020541069335888607,-0.05855064913118747,,0.0798020129759436,0.06429573940755566,-0.00729589003397275,,
PGF,0.09865842819337903,-0.027599389339268064,0.019409823067061446,0.0200496692742679,0.09254956183211653,-0.01943547703703532,0.09442868617901091,-0.08579079388262927,-0.03259779311963717,0.13553130620179676,0.06191403440563044,0.10478114665246259,-0.020835949986923726,0.06274345248995362,0.03862152232689505
LGALS8,0.010458236082570148,-0.009225819640046803,-0.03302850738720471,-0.025778768909344597,-0.004138446104065548,0.041432734818376005,-0.04506290233751548,0.0014278280156498591,-0.01858129922519885,0.012397157562610919,0.0231339282950344,-0.02854043167941557,0.017811714152651148,-0.006954547217718084,0.04137871076492131
DKK3,-0.07584122247854351,-0.03929734603246007,-0.07139472179230194,0.005992312750098415,-0.038556923086437274,0.011853689572272,0.015720068952393307,-0.14026691538889868,-0.053494556471933734,0.08105755226312003,0.05360635041204915,0.13393703797767506,-0.06910221920240969,0.012365282631534831,-0.062331571501203796
COL16A1,-0.07621839702750227,-0.02873816139024735,-0.15763438048197392,0.004985249500238914,0.05803360034503106,0.014844470914095777,0.08835617728551408,-0.005820397437779781,0.10047311391742966,0.005576236372732265,0.04540451004219103,0.048948238807761904,0.021260981457000182,0.05801502453087393,0.029017203997150312
TPH1,-0.025665561960586118,-0.018688600273795607,-0.05408865160296941,0.07879546149150082,,,,0.0746641797997951,-0.05611517076202502,,0.004121607681840517,-0.0009206385876421595,0.004401526460654225,0.0685218396460247,-0.04070864015208869
TNC,-0.053844605965544454,-0.05418380768625965,0.041796236336918105,-0.01594409171091837,0.03670957459036956,-0.0417811103680108,0.047264831008002335,0.1382854963557505,-0.070067703640077,0.1744016251619584,0.0297800258903579,-0.11819926877987558,0.005483470351689559,0.060555303229089294,0.034129590477666276
TNFSF9,-0.0717052102149067,0.00813377945963174,-0.06023459284188755,-0.0021228981185113707,0.01215073450349432,-0.030146231291377182,,,-0.019349640415686313,0.17005042154888544,0.014658441825873716,0.023853239545342988,-0.011418888760092342,-0.03918183625929409,0.0042699443848314474
C4A,,,,,,0.13606632721053,,-0.041209666478022586,,,0.03984284843342667,,0.02652932251275261,0.0045573761715307914,
CNTN2,0.1247053301168109,-0.030896929709520054,-0.0330319420785414,0.03147652057213749,-0.022495604437636263,0.04987610532014265,-0.0509445472859191,0.07952558716041533,-0.017200778329439493,-0.0940313094886395,0.07045793095310891,0.12295643547049244,-0.037551806866803344,0.03091506144496342,0.0011097179714771922
