,UKF269,UKF296,ZH1007nec,ZH881T1,ZH916T1
RARRES2,0.07605679316938624,0.040437534562912325,0.008140622388969341,-0.04077387510216822,0.03759159076544252
FGF7,0.03067414652878601,0.00773515977786321,0.12302904358945005,-0.00014434907082303266,0.04072122949200007
HBEGF,0.013577374196181876,0.049889210284387274,0.11952913158309675,-0.012792124675666209,-0.021088592580213266
CSF3,-0.014572826535591086,,,0.03525873701518579,-0.019501676513067414
PI3,-0.016409195019566784,,-0.06106908235916109,-0.04138818562322657,-0.042370664266017447
PCSK1N,-0.03617367583417585,-0.03035546640769348,0.01659216418613581,0.08168358768057926,0.08655718738542462
NTS,-0.017911756797434345,-0.018262108824886082,,0.05843256447502446,0.01500407350932455
SFRP1,0.02932580758194479,-0.01700780509146461,0.011679401556491284,-0.060356311127636376,-0.028208241326113475
CXCL13,,,,-0.03977163898055408,
MICA,0.01665045795693263,-0.003744875428901521,-0.009840425053268164,0.04453712751119086,0.0669944958183713
TG,-0.01758809782717288,-0.01230847456228275,-0.06028113681043134,-0.020066520095129315,-0.003969188176036763
ADA,0.0630625651365852,0.008969510878437881,-0.04550313095435809,-0.03138661614378118,0.015258928268531268
LAMC3,0.05223612336255928,-0.04131820630536763,0.012644102302457431,0.012197741373070472,0.03854006573997594
CCL7,,,,,0.03997461471980249
NGF,,,,-0.0022700388325130392,0.06667119053863044
TNFSF15,,,,-0.015140621895311708,-0.037577788501847335
HMGB1,0.08818325050700408,-0.020458395541863503,0.03145637601446943,-0.02762549583666566,-0.1005768301860994
ITGB3BP,0.08658637339337438,0.04414921869953809,-0.04566110251742966,-0.05790199040866006,-0.018603962913020612
AANAT,-0.013145083903777274,-0.014188175785881132,-0.051955826948249566,,-0.021621999079482403
RELN,-0.018594406502005244,-0.026646494322280365,,-0.018288230425094913,
IL15,0.026041905954811217,-0.030495039507073832,-0.059884490430632854,-0.00585893432705338,0.056861593867988586
UTS2,0.011912982555022865,,-0.0401494205793176,,
BSG,-0.021920901967010947,0.04296929383028445,-0.006311534877257319,0.007805292535186673,0.0771255204732084
ADAMTS3,0.015283556131777107,-0.016653018559937786,0.056833186615159105,0.06752458120688279,0.00845299523695429
CD34,0.07489489473574713,-0.026545691656722232,0.06379774456634496,-0.03270040547133804,0.019450133113163
CCL23,-0.014957018837769984,,,,
PLAT,0.0704646505784725,-0.005953072836994855,0.08376902020332133,0.021216489842829995,0.017446077410974675
NTF3,,0.05132295135339475,,0.05522846856014729,
LTA,,,,,0.015491952078947102
CKLF,0.05115206691101612,-0.04101097828793301,-0.07126691343464071,0.0022467107034927014,0.06807509808672525
CD24,-0.031867630245207265,0.053240434917402296,0.05529352410132149,0.05509138889422664,0.09786955823065357
HSP90AA1,-0.04378669410656261,-0.028026713208392152,0.05616321741133756,-0.06768211050862394,-0.0893730934520858
BMP4,0.06417160425417189,0.0031716445599140153,-0.03926717511877251,0.03829903990891513,0.07460925657470463
SCGB3A1,,-0.011967865045532189,-0.04298083509025706,0.05579766798844931,-0.04284854857007144
IGFBP4,0.0758732395810533,0.0016156150782758601,0.04882307567140029,-0.03508671353749881,-0.005042013783848948
RSPO4,,0.15553922895411856,,0.04871738730380563,-0.003532964946922581
LEFTY2,0.12278409700307123,-0.013122908473109042,-0.014657380215444864,-0.02879666496622107,-0.010449717932209618
PF4,,,,,-0.029099945513572652
ANGPTL2,0.09145023283793192,0.017188362854099457,-0.006527615356410548,-0.00016703856495820047,-0.010532684670520572
LRIG2,-0.006723120546411793,-0.008887274284204025,0.04429640269825175,-0.036241831406344585,0.022967956071761258
ICOSLG,0.05914538046167874,0.0032180195202183683,0.17603732716278325,0.023727405112896876,0.04831888932057707
WIF1,-0.02120005817668901,0.0030565075811031144,,-0.019684257237587512,
NPPC,-0.03539261823956575,-0.016632401189668675,-0.05369514677398728,-0.057674952196703266,
LYZ,0.02132739788128215,-0.014342070138620353,-0.04184517431001558,-0.00046780139338888267,-0.016120617374333016
EREG,,,,-0.012027874803986795,-0.03399423541482028
SPTAN1,-0.020141281403331365,-0.027941509001801198,-0.0010307093370386603,0.06655379097882493,-0.03655326488736075
PTH2,,,,0.0009619371576916468,
LIPC,0.061868509169802466,,-0.0387122959366845,,0.06769020254990919
COL8A1,0.006552529456468301,-0.015524547905232397,-0.030828622677144892,-0.001231721108461324,0.042933608950348486
GSTM2,-0.030065634166695318,-0.011025060193279658,-0.039525474620549936,0.024500933565918048,0.008035626319595418
IL4,,,0.027177576406469894,,
SPX,-0.01965789042525364,0.029336846281777323,,0.03203980051306426,0.04001499815435142
MFGE8,0.0483166004720862,-0.028583467689782052,0.050341811750234666,-0.033025659268391544,0.0547909588261532
TGFA,0.026389244437584933,0.0003147139606060664,0.07160090660331896,-0.011720730741909175,0.029916838830751517
SLIT2,-0.04367910016933505,0.027094961229070808,-0.03277114979207914,0.005901936870958887,-0.017579429395972387
PLTP,0.025351559908074348,0.036621435887300983,-0.029873122350934214,-0.10678326688415408,0.011939536629738835
APOD,0.01438460201109245,-0.034853598137792395,0.057055142378013644,-0.008215135996415983,0.012843547812898004
B2M,0.0380239912865562,0.019363093738437746,-0.01010613903661414,-0.10542139545781869,-0.020427311653351803
OMG,-0.03086747041380009,-0.004300374988636792,-0.005156780519252107,0.016466260146369073,0.09807131569327293
CXCL3,-0.017258866796702004,0.052853034802488034,-0.01568200395574809,-0.012054725665202767,0.04060691231059118
CXCL10,0.013947951770767944,-0.019448821672916613,0.07986134043513522,-0.02893375313674388,0.05124245849533592
RSPO3,-0.021584924779873338,0.006962392977097928,,0.012841142180961607,-0.020738408556945583
CORT,-0.015255102527339462,0.017725880898579526,,-0.013638801420148122,
NCAN,0.04286394628886865,-0.0010678517522245726,-0.00803684672713248,0.05992466029623677,0.014929855999939541
PRG4,-0.018698409200287695,,,0.03753566831009919,0.04413272246273562
ZG16B,-0.020187937551960126,,,,-0.010308962883798142
TGM2,0.021478646966509366,0.03814309939078297,-0.006591392103425166,-0.059594579466721795,0.024286039516179726
VEGFC,-0.024652678536305702,0.014369038787487224,-0.04194805484738166,0.04762520748738485,-0.014557246638824833
WNT6,-0.0183874369977462,,-0.0469251861645427,-0.028102743109594788,0.06488385595285884
NRG4,-0.023290054853532128,-0.013498302296775955,,-0.01456563979488853,-0.020738410881226403
PMCH,,,,0.07616517471635184,0.03111186993139622
COL9A1,0.08441766667396745,-0.025351685881668015,0.04880244299086052,-0.014528156670064402,0.061172043485979384
GDF11,0.0856659202072798,0.04787601931089558,-0.0010741101810865423,-0.008132743329065837,0.06090922767238122
RAET1E,,,,,-0.022749889386321342
SORBS1,-0.0128282051618401,0.052901992142276866,0.024052926700559727,0.0012145431752672224,0.028558050264781625
DLL1,0.07888814622178407,0.04264532667721595,-0.09732238552319523,0.007762990872638431,-0.011717755717132461
TLN1,0.05100305023320335,-0.04716163255257842,0.024293799397100413,-0.019826761586144836,0.05204469329814214
COL2A1,0.004849181296553776,,,-0.03391614759866855,-0.01648960365388085
SHH,0.04287420245157055,0.006721695054579022,0.16177104863934094,-0.0046215245619381055,0.018376406229245863
PON2,0.05943477416797453,0.017064442332720225,-0.048318877433134726,-0.045940324036474446,0.10674775875465886
ICAM5,-0.03372552378395412,0.10409823244514343,,0.029847094027291333,-0.024875367331763935
HPX,0.08301448371962417,-0.011967863825437169,-0.04910191652640168,-0.017875234505058776,0.011778571092451237
SFRP2,-0.013774184654589667,-0.03255121444045963,-0.037005282068077204,-0.03573925693083979,0.020157905493227844
CD70,,,,-0.004221106516136758,-0.018744817265753517
HP,0.002286743128298924,0.012252453190134571,0.0708468143457782,-0.03148285055833919,-0.031022394429387652
CXCL2,0.0455119539405399,-0.016632399887965603,-0.03028241495311697,-0.04962787370416624,-0.04151233998656387
NPPB,,,,0.007298633482853207,-0.021036808197613346
CCK,-0.029086460529496795,-0.009248609434014468,,0.09669189683211746,-0.011987761212904565
SEMA6A,0.04171149657037621,0.02610891980423788,0.011610790143499559,0.012434195039223623,0.025557363211472242
IRAK4,0.05704668562228843,-0.04378720971526387,-0.04171081540107045,-0.06208161847451154,0.07473271002715348
GSTP1,0.014043725113069457,0.020527135203303473,-0.014218929722059943,-0.006912932239639218,0.0671952034210293
VCAM1,0.04848074000508881,0.02753774745349501,0.0423264759981253,0.0009410518105186154,0.034736991760202146
NXPH3,-0.014292380785609697,0.022441527234875035,-0.08076308709050692,0.006356071937248219,0.037014496505312675
MTMR4,0.012428663902537869,-0.0019742319878804687,-0.029867821371745408,0.06732132411152839,0.051618244847742696
LAMC2,,,,0.08086369580486763,0.025396912494362628
IL10,0.012439991243554136,,-0.04234775441259256,0.0003314829640389744,0.06247777632714453
SEMA4D,-0.034610349112906474,-0.006444344560831294,0.05343288858052353,0.06754365332396665,0.09291801656047152
TRH,0.04512035637950454,,-0.02225708814530219,-0.019066728272461475,-0.023562635940694434
SEMA6D,0.039930083494435886,-0.018494327216725948,-0.04962709615310564,0.061347481302315286,0.05816775473843348
CEL,,,0.07178908824207704,-0.0006629798060345673,0.04326895691008149
PDCD1LG2,0.07286392432193041,-0.017917216750417398,-0.014262357570428581,-0.039560238376738235,0.08748619207447109
SPINT1,0.009060902216759356,-0.019558122483536756,-0.02704962644585391,0.021897441952100787,0.059689404005155884
CTHRC1,0.01050838543281974,0.0067469105240611045,-0.050582145574724756,-0.005339983997055753,-0.010440045041920299
PODXL,0.043191695648633045,0.080401404909925,0.03427717110523877,0.0023608899827716437,-0.025797517122684025
JAM3,0.041532019099009096,0.008039557844419055,-0.02567510669111365,-0.02124742220884024,0.043651968130552894
TGFB2,0.050462883531869646,0.05978229051072359,0.010490346344462748,0.027036639969918168,0.05138185789567275
COL18A1,0.06748196413429128,-0.005007553717786816,0.011163556263929704,-0.045649708404719165,-0.011922296366079737
NODAL,0.04702328492663447,,0.041353257612785625,-0.017870710791159664,-0.032247610058874825
INHBB,0.027502978660155452,-0.026494327328688703,0.0175611109270146,-0.0429538945752027,0.010685603508467416
LCN1,-0.015145661870733015,,,,-0.023827819950862906
ARF4,0.09514446350661922,-0.016662294294696622,-0.03473062375489592,0.0443186547639094,-0.0026508941998868553
CXCL14,-0.014393565870378013,0.01511563715137822,0.13436447820684339,-0.05670008027819486,0.025724076697770402
LIF,-0.03302007349912101,-0.014188175785881132,0.03796273013131905,0.04912282114981554,-0.0539120072067452
IL17B,0.036427339856233636,,0.09862013452070859,-0.02223282480681998,0.05719472399058374
MMP1,,,-0.0431254683904081,0.007570584782602326,-0.03390050357430201
MATN1,-0.01587919679393747,,,-0.02291331276951766,-0.014064643682611337
ADAM28,0.013167900770251066,0.008899396402316215,-0.07912734542097467,-7.65737631404106e-05,0.06544832713918348
TCN2,0.054938391981390285,0.04335181070550377,0.03532688351110987,-0.07340524950096619,0.10560966641410464
THPO,0.04583694554556623,-0.014764144252468824,-0.046925280857015195,-0.01987623753280423,0.024485441994238053
CUBN,0.0036879789749879374,-0.028651030825779644,0.06478745970791402,-0.004483873235217358,0.0622104871919761
TIMP3,0.017474892882380057,0.009243836993091278,0.06174513424941563,-0.07018073596137607,0.004824971535284939
PIGF,0.04903204814305467,-0.011647114909596655,-0.0670396115459104,-0.07114590045680552,0.08518447376386823
CRH,-0.023290045196892234,-0.0267126438796049,,0.07773425494688976,0.08848695564908769
BDNF,-0.036818189144227007,0.024852643104425164,0.04210710452305481,0.030807755453441103,0.07210715583983239
CCL5,0.022584532645932458,-0.0057882741795544,0.02621560374626223,-0.0012090301279257484,0.08825161384411276
GAD1,-0.0255579036785309,-0.012734689893376604,0.04637737890191108,-0.005929518040091053,0.016081461062042425
COL14A1,-0.011970517323998831,-0.019338962816510468,-0.07541386987075352,-0.024150126172883868,-0.005265439905738911
HLA-A,0.06310497720509688,-0.0402002286627708,-0.073683079042315,-0.061508295610194004,-0.047824944245951496
FGF18,,,,0.04043820302536464,0.011800218414743133
ADM,-0.004194215602610119,0.08364226656215126,-0.02051624420472696,0.024077105887261335,-0.03390040102796906
CCL15,,0.061963188312022716,,,-0.020435873961674345
GNAI2,0.02293399672714025,-0.0457718739266421,0.015553747475602637,-0.06427400358673671,-0.007075924937503599
HDC,0.09133356473345725,-0.017973446629901912,,,0.015925248397714507
COL11A1,0.00046349997742181517,0.009261682955437356,0.06685168804879063,-0.0005046946203123965,-0.03265873470482901
NUCB2,0.016997757646116825,0.026487209704665886,0.025574175455501145,-0.013999958010314647,-0.039043373741315036
CXCL1,0.053485584951073424,-0.013435459412636592,-0.035226842613442284,0.0038542908474195076,-0.01795452303752379
VCAN,0.007925610575804128,-0.037541609926307624,0.011681033270411114,-0.043637755317441455,-0.07406053249715241
MMP7,-0.011055084111563826,-0.02595439697476426,-0.06714918075155711,0.031893308253345104,0.011488844043860523
PTPN6,-0.006372008854915327,-0.011016447948775876,-0.08782343677393224,-0.030196378902205747,0.08139709319825429
PTGS2,0.017272597903483095,0.01180652691986055,0.14546300304952356,-0.02932297090413105,0.021495196259887946
CD58,0.02567510618301023,0.07118993919937676,-0.042879064737358266,0.012631848576408186,0.027707855038966035
TNFSF14,-0.006282946558012129,-0.013122908473109042,-0.02020927909656893,-0.02324680187930835,0.05523430504920205
CNTN4,-0.03925432038151208,0.07253655224376343,,0.005936833118739509,0.06273378415120653
INSL3,,,,-0.023246799633292972,-0.027981346835098755
BTLA,,-0.01675840295696742,,,-0.011426963570104944
MFNG,0.09672495297768087,-0.021464837363649986,0.026694277465854867,-0.040543129809270995,0.010946156903353814
ICAM1,0.04191752099293423,-0.001776308708323028,0.030963041880817433,0.018517514341046554,0.061325836796529413
PROS1,0.027102710207959076,-0.012507404675568417,-0.006234028011897726,-0.06106311138027359,0.002478231996421919
CLCF1,0.007788136138952916,0.13136541441264526,0.014900195807399312,0.040641099226484546,-0.013660313280632332
PSAP,-0.060578065487750195,-0.0006971903130769055,-0.05496783689859688,-0.041025022284453726,0.06165844451333482
EFEMP1,0.026399604750194407,0.05083955262974193,0.04936270315727786,-0.020645336867048964,0.043600482754323794
C1QTNF1,0.02323635622913622,0.02870561790869672,0.07868265726764327,-0.029865492545031576,-0.0658051839267163
ALB,-0.01854351269829372,0.003960248926815972,-0.05239475436864707,-0.001010573962311147,0.020259696373522613
CCL13,,,,-0.02607611638295165,
EFNA3,0.023015833309208526,0.04083616660202766,-0.09786633296428568,0.1271644785322625,0.051635351427674565
DRAXIN,0.08632082772676566,-0.011967865045532189,0.01439762258341835,0.023735690167621816,0.08270542189220005
RAET1L,,-0.014334211775905792,,0.025123177304532732,
NPTX2,-0.0656106592315786,-0.011920889493183305,0.04372235244431985,-0.06604148983184045,0.07218223517285831
FGF11,0.041582299593246316,0.09102429084458953,0.028631872849019392,0.029526213538430185,0.04193188762934741
CD59,0.024279864052346237,0.005314048873311426,-0.04450466856160885,-0.028365865533443852,-0.002697284853597625
COL9A2,0.01224881869171373,0.025808340835731556,0.055681963130060554,0.003046974585623506,0.0982141450440393
DLL3,0.06493256899866356,0.024665186758163427,-0.009211511067428945,0.05919126038044129,0.042857889459553995
FGF5,0.06268116089946232,,,,0.0423856521958072
LIN7C,-0.0015404091345853665,-0.0060866074843707535,0.10204354658398081,0.051591966104503596,0.03808303722309566
GDF7,0.0024301404432400782,-0.013122907963152797,,-0.018898291198211303,0.04802750295123827
PSPN,0.025687527004768104,0.09515691894656467,-0.059067850118135826,0.027172211996540824,0.0712069923715315
ANGPT1,0.06537618496018655,-0.011066259413896213,-0.004538313828353932,-0.04703363836951473,0.006650014914696206
PNOC,-0.05716935216328867,-0.01552601267175215,,0.04302633617500024,0.00011250957189769042
L1CAM,-0.013647075162564746,-0.03292543993587961,-0.04035753185670646,0.07450573085019614,-0.035147544857063104
APOA1,-0.03160167615006883,-0.0212381666046615,-0.02292533102514113,0.00899487076194098,0.07854884538964599
PSEN1,-0.01300563411636147,0.0018096990465930407,-0.009720424050292319,0.020761225494603956,0.014223100999541546
CALM2,-0.047562798849675056,-0.003701025262087322,0.08148960212457322,0.07228950532911378,0.036104480517866494
CLEC2B,0.08709227964360927,0.0373033085553972,-0.04580722675651291,-0.03200403652220243,0.04310572961337555
NTNG1,-0.002114372873640535,0.036746855708088756,-0.017079802553826795,-0.015498899523656857,0.09746472391220914
LRIG1,0.02265559043444159,0.001397256791437617,-0.07478209969251648,0.019348858747859757,0.06445856534803604
CPAMD8,-0.013357919891606746,0.00016106549748174718,,,-0.014996249429925935
GHRL,0.029961825106288684,-0.011967865045532189,0.0376730083240694,-0.020442171058474904,-0.007040040261594716
NPY,-0.007853953567174204,0.018182489002828123,-0.05151414960328065,-0.015659235556176022,0.012645958589706319
MMP2,0.02427351090883933,-0.03511818286676186,-0.006086393717037544,-0.024284664102410054,-0.02015332759559813
PPY,,,,0.023525825045151633,0.014144567008737325
ALKAL2,0.08443220570228177,0.0033112591711617323,-0.04787040586183306,0.00686233598969446,-0.013391212563165509
CSF1,-0.061054477912746645,0.0037107138017643732,-0.06364463949250516,0.07532790645575285,0.04782647850149652
SEMA4C,-0.029765479897473537,0.012751008181182242,0.0004371949249794068,0.0054162262992240254,0.018707749305810803
BMP8A,,,,,0.04258727238992703
ICAM2,0.044117019405307,0.006620862994179715,-0.0186817184003525,0.0046163461581588665,0.05260994508795137
SYTL3,-0.005087270392791046,-0.016649149514475034,0.1695018256641642,-0.02141592167080636,0.07946903110647194
IL1A,0.08717623902326149,-0.01661765353269232,0.11656689020986148,0.019964644375214946,0.11228899026869424
HLA-G,,,-0.04194805484738166,-0.03427477005415443,
PGF,0.0675382402015721,-0.021640002039378124,-0.009045563113750705,-0.0248111283084602,0.046042845080409976
LGALS8,-0.0050094935316530136,-0.022108313915858862,0.07321993236841037,0.034233342302223344,0.01442808363767334
DKK3,-0.050207109939627396,-0.005709092675816017,0.012076639332194944,0.0260053748623587,0.07784580377461138
COL16A1,-0.011703681484883533,0.04004289428256557,0.011820415190811387,0.004657172501049051,0.08976133770180536
TPH1,-0.015879196644044535,,-0.05454932789955275,-0.01496695924540112,0.025703630839584015
TNC,0.03369466752746082,0.030404801766086516,0.043487845359982395,0.017177763060353658,0.02530003214410845
TNFSF9,-0.02416999399025397,-0.019989948906492035,,-0.029206293002934553,-0.03974596341894932
C4A,,,-0.049261170986083354,-0.01909760478904708,-0.008882679702402451
CNTN2,-0.0002663775578387595,0.015100497873469591,-0.07599401811037673,0.04532122899639327,0.0035623050937158207
F7,-0.013357912127536863,,,-0.01889829302562988,
LUM,0.13214184318708735,-0.02093648336730488,-0.0068946219822356965,-0.029933410623106522,0.0022110055267343023
BTC,,0.06477304880386488,,-0.018288242915118286,-0.037915936864897894
APOC1,0.058737508508695996,0.0034698416043179962,-0.0588269443799952,-0.07902927473766598,0.09602274850594247
PKM,0.0027543458412448538,-0.01885090352004308,-0.002574330995550524,0.006069063677138189,-0.0013558600442497677
TNF,0.019473218745981367,-0.0014350855946742881,-0.022175875284681904,,0.05502495126024452
GNAS,0.004048464826234118,-0.007730402423932247,0.07642250782642412,0.0428428499664978,-0.003869999302623175
BMP8B,0.040240212660553755,-0.011617664945036852,0.03835072351340949,-0.03316416626884733,-0.00477352502093596
LIPH,,,0.014983135395276043,-0.017704276258615616,0.027170077501155986
CCL28,,-0.013741244472910925,-0.038150711799310844,,-0.019501669327230596
PTPN11,0.04421318931893194,0.010304889266930139,0.030225907204335076,-0.023004600212237904,0.029657708519188693
ADAM12,0.04200847730831454,-0.013280058552570109,0.08720442213298156,-0.02769958279018487,0.010448723482003354
EPO,,,,-0.018080603044015334,-0.0003168286132448328
EDN3,-0.007240542463742398,0.016822160439870268,,-0.011180530062420221,-0.037681530142364104
CCL22,,,,-0.01586494207388618,0.020165458935207704
CCL2,0.019228494710069006,0.011885102707423942,0.03702427839535234,0.07506947079103633,-0.03202355077187339
DSCAM,0.04169378925622865,0.031225488688357304,0.012159279235400238,0.05295988815215323,-0.030805626822171625
ANG,0.005668620132513861,0.00363140539710127,-0.07669386361119236,-0.02132054409605769,0.03432334858527486
FBLN2,-0.009793030921715472,0.010294396407831585,0.05107286727383404,0.021574672112795356,-0.010410519580250393
VTN,0.10008226426579186,-0.01832350164485807,-0.03642087303593316,-0.023411940603279502,-0.021180558271248533
VEGFA,0.030381836569134183,-0.024753767674765833,0.005129379662179734,0.02001500311560132,-0.12695385203318638
F10,-0.021720249984901536,0.022739493560809055,,0.07928813070949885,0.01375455741366793
SERPINA1,-0.007589919864542246,0.019300665134348957,-0.03653896138431027,-0.0713703541438979,0.03765114197312614
VWF,0.09264641585945836,0.01685786318538583,0.03165111011837271,-0.017728811298827574,-0.017272022297896886
GDNF,,,,0.032430632716428334,
VASP,0.020702490939326135,0.06949208943252846,-0.0669772893050848,-0.0576649214641881,0.006303592661857334
ADAM15,-0.0027899258301475856,0.07085754283305386,-0.07326889270878699,0.0022506765997590693,0.06080815355914449
WNT2,-0.03428771974601528,-0.015590472421946827,-0.046447010537661086,0.11849277548769357,-0.042399682912190345
CALCB,-0.014766094611333023,,,-0.028242688449102986,
OLFM2,-0.04076098613191772,0.06373639338298416,-0.0356189276973347,0.0766615895606161,0.03357434440861613
MFAP2,0.0059795233433410705,-0.03303627054070614,0.05048671798867014,-0.028626649251069357,0.003991199225985428
HLA-C,0.03756872067390018,-0.006004905857247062,0.007750530615208311,-0.04590556091109287,0.0449445842827685
THBS1,-0.013039170406189422,9.32996620883247e-05,0.02329492897216639,-0.034772189975888476,-0.0633616462606899
HSPA4,0.0002697477860877768,0.008921229613926112,0.0792401771869374,-0.024174664387181695,-0.013141685538888665
LMAN1,0.03915864886346277,0.0461818450643705,0.0006344342168335447,-0.05658018472304109,-0.04078529998886711
LYPD3,-0.022906399455905627,-0.018207498696082094,0.0033013570124903868,0.03943519982606362,-0.043006888212848086
APOE,0.05917316119892356,-0.03943107413158853,-0.046218741958636296,-0.052271785847580986,0.11909408222112988
SOSTDC1,-0.008718867795846852,-0.028098807956003242,,0.06559229006783512,0.01366539866300166
ANXA1,0.057962954744145964,0.046402766110577844,0.04658007996296968,-0.01605373185579613,0.04134237562122637
WNT2B,-0.0020579430774659954,-0.025869015094229175,-0.04355421919395129,-0.023358386521269876,0.02956392863655705
AMH,0.11509380348862228,-0.01545563336357268,,0.014056657572041968,-0.031245571381752688
GDF10,0.05588294398357657,-0.031893596957254786,-0.09279619118804228,-0.001847327480959912,0.04385522102210204
EFNB3,0.0016461167623134244,-0.01438061801540357,-0.031852787103885546,0.0197713044766844,0.09061577489834279
LTB,0.007702601112623424,-0.031015910334563287,0.04928954760571148,0.003982171395298934,0.060768771815827585
ANGPT2,0.09715151522861401,0.0552836860647285,0.016601963105990315,-0.029635485939745885,-0.010014323310407457
NRTN,,,,-0.016099479667176602,
ADAM17,0.036588586657266324,0.02970330519356973,0.08312376606749354,-0.021918002686863634,-0.01188443493679289
LRPAP1,0.05539744410653482,0.010707872323610318,-0.075939758885738,-0.022071862982320542,0.02631780528008968
NID1,0.09906156003543458,0.034771285117431106,-0.009691834674069756,-0.05315981788718214,-0.05187298505973518
MST1,-0.01183081569879262,0.025704244879292657,0.019085018672506126,0.028722282712943664,0.036169770949111946
IL13,0.01025156633971997,,0.023755120704597416,,
DCN,0.023987205701051693,-0.039445165557462636,0.0063983706857978,-0.00837761087914423,0.017186340191310077
IGFL2,,,,,-0.007997944024086115
COL7A1,0.012805583777287433,0.05371113680204555,-0.082054462635679,-0.031248092683739844,0.09985504291179129
CALR,0.09554334399610435,0.02230284748062344,0.05988275966915204,-0.03770096049279572,-0.015992061668695795
PIGA,0.06373604767019528,0.021532539027059133,-0.06603906488436573,0.03741156393858934,0.05132128503889038
CD200,0.00528272114237639,0.03373965650110968,0.06847651746258249,0.043406169855690215,0.059045774713955355
GRP,,0.0853427972997551,,-0.01765849772906546,0.0795147042682982
CDH1,0.05890264897700915,,-0.00925186998356259,-0.010286818527654755,-0.021625906928727165
LPL,0.06162769472475389,0.017539085522635924,0.0197057436902509,0.013898478848402616,-0.009496365240001374
SEMA5A,0.015290947066347895,-0.0220181098468903,-0.026773644929225446,-0.029873404426226983,0.015093658893325543
SEMA7A,0.024916895594732986,-0.037476579627508805,0.08469860123063602,0.03458878790377328,0.04931945695921578
SEMA4G,-0.04084732735060681,0.045256942665564855,-0.02069322506094472,0.021571080457967386,0.11242683922142105
SEMA3B,0.009788592177107244,0.008039197465532822,-0.03171585122648988,-0.02759163985082769,0.10427759751178581
RPH3A,0.02855154381033972,0.009144611300214983,-0.02221339598285563,0.028059810918533958,0.05683500813601278
JAG2,0.024361221012748076,0.0033968467718397,0.027017297838426674,0.05921524760126577,0.011540744426877076
CGN,0.013011134453161715,-0.014478862607725188,0.038620792420104064,0.013023950274890148,0.03647749131218822
GDF15,0.010859250188905175,,0.05319310145503029,-0.05975380775525604,0.08484767114521945
SEMA4F,0.013164125898113317,-0.005001143945171772,-0.03103707978722338,0.07701377183497173,0.09247331457996015
NXPH1,-0.0014973179123500212,0.041312741293062935,-0.010964318236073876,-0.007304347287726533,-0.01748096600461273
ARF1,-0.0020185052869577773,0.01398127585399478,0.022803993396643824,0.011718904024377459,-0.05197396883785632
DSC3,,,,,0.057681140851733724
EBI3,0.07120183436749847,-0.007710190723421132,-0.023936509207916522,0.015392430076971756,0.05035829329449861
TIMP1,0.0513717290100346,0.029876016719891246,0.011734058691007455,-0.03778427327429955,-0.05512453721446878
SEMA3C,-0.058330136492224995,-0.013419746046311241,-0.042437372233396005,0.054213282105749744,0.015224129593922874
GNRH2,,,,,-0.022472894591807527
GAS6,0.04317044826340076,0.0016162400324231856,0.006028454060309152,0.005485395695843978,0.07446241211078229
MEPE,-0.0074584985783033835,0.0765874119577624,,-0.027250150924246926,-0.013391990464270026
