,MGH258,UKF248,UKF260,UKF269,UKF275,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
POMC,-0.001263888447879087,0.020406471319703356,0.0631325416631436,-0.01459760550419101,-0.014645674462481979,-0.034944754766581564,-0.024698823986490728,-0.002444923463953213,-0.03049166017011543,-0.021464230534192878,-0.02830456493721667
CCL18,,-0.04205630840839252,,,,,0.03186040798780763,-0.00930066398976644,0.002792637789844987,0.07986913636796439,
CCL17,,,,,-0.01574220298520926,-0.014899820705837785,,-0.02596481537506904,0.03203369401118174,,0.02192258319054083
VEGFD,,0.024788613562649928,-0.018908089805935533,-0.004773984648271382,-0.01677198578689285,-0.015968599347610746,-0.003548131627751892,,0.0058238948088978094,,
TNFSF13,,0.06808944300646266,,,,,,-0.030809270954676386,-0.008583634261672897,0.03451409022156778,0.0665815407586583
WNT5A,-0.030240920775079765,-0.007878537548650116,0.010053039058220727,0.03668525638337788,0.020747003644044384,-0.008230493103698309,0.07265500544152151,0.0666549107700682,-0.002039308833644549,0.032483112691538925,0.0008206468387057136
CXCL8,,-0.040238391103616405,-0.03442584471718282,0.022840221516403875,-0.02873278645786083,0.028570506952992018,-0.13855195951478258,-0.04541066135664038,-0.04990390133974576,0.03555412294261309,-0.030159771818708245
GRN,0.01433740329677525,0.07350250816164859,-0.014145634292798763,0.09589239813942278,-0.0048205831707386045,-0.03491256230374337,0.004169598500866556,0.05857437161850839,0.02028244260185392,-0.008142743881622052,-0.05333094726429523
MIA,0.014828429637746825,-0.003178541305974995,-0.017916114419613702,0.026948782415703965,-0.021206930847310543,0.010281006764730491,-0.06959062345436504,0.002670155695108459,0.03042410428540591,0.03620440961550905,0.03921272435530318
COL4A4,-0.02158257593356657,0.01695455546878383,-0.011603373738243139,-0.01828746568164574,-0.016435346959405277,0.010151218062248935,,0.02140159827363238,0.06876453616173231,0.04530480834941158,-0.03571734455189524
TAC1,-0.0186358319752542,-0.007201919045924916,0.08709631761012747,-0.09240000535478843,0.017010265573827205,-0.03759644183622604,,,,-0.006496767858186617,-0.01598880068006689
RARRES2,-0.016089446815103867,0.006501718307047039,-0.08415717693399975,0.1391125828333926,-0.05363042990821262,0.027662210315495508,-0.11856224786981158,-0.030135448465639526,-0.009408902301979742,0.0876552130799778,-0.0051584620073276645
FGF7,0.02756865480036713,,0.02490250923957446,-0.02220218328463296,-0.007766854427872391,-0.016817909750753403,-0.006412774431891495,-0.04092431242337892,0.016860775788983873,-0.03449852146457491,0.055371730513307654
EFNA2,,,,,,,,,-0.024403993432906914,,
HBEGF,-0.0705501302353822,0.06891821421891244,-0.057283340474547015,0.08740040673988389,0.031811744870584795,0.012549300278436731,-0.008086326681692747,-0.0041697651148424105,0.0773878117954932,-0.0003511763280279674,-0.03775239821213081
CSF3,,,-0.018739928870907533,-0.019347786701175956,,,,-0.017092672028625355,-0.02123516137196831,-0.018810744218407414,0.05199581500753077
PI3,,0.0319721889711243,-0.03890421525130775,-0.021785863188667928,,,-0.07768839699034688,-0.023307307515490892,-0.026595969391399507,0.06384522806511252,-0.027821450554832542
PCSK1N,-0.019369976310260353,0.029919667775903117,0.054547803597714634,-0.03480899724883603,0.04877342587557132,-0.005890921895834999,0.0112248762072049,-0.06652512655593454,-0.05932809716281678,0.061009184752632464,0.03653906844801823
NTS,,,-0.0251932800607086,-0.023780757227413313,0.010921283481616858,,,0.036861117698880314,-0.029731635012648173,-0.043493048698407956,-0.0189627585199097
SFRP1,-0.027115606261140103,0.13117811072176372,0.07907132550838457,-0.06358935028693011,-0.0019484555284695062,0.062413150785421694,0.06667372203028533,0.06367662949889646,0.008251813471965934,-0.02692540612091059,-0.01852211205295355
CXCL13,,,0.029521602007781866,,,,,0.02225975444909202,-0.04208638010561466,0.04788365177170818,
MICA,-0.007783716477886902,0.07438584457644803,0.04138252223436012,0.06492846805513054,0.1407458026421651,0.05666879231705635,-0.06902354647498425,0.06123482739349573,0.045901612977976874,0.0030662945482047366,-0.04258286327019196
TG,-0.021582571069849985,-0.06082465252248426,0.006794347970974921,0.14310392402186317,0.0019102757922416604,-0.0223816331086574,-0.0641601050131878,-0.03450074805757894,-0.012948169460748168,-0.015481531548570598,-0.024972587041106355
ADA,0.002022436040227781,-0.02955424161297567,0.011224221677780775,0.06916337349901687,0.05709899741393962,-0.002177735798630131,0.15348479017999,0.12344551218169868,0.10029883216130142,-0.05064443141083894,-0.05304388258720044
LAMC3,0.03887158062453723,0.03439142635758626,0.02165352805082418,0.08364449097132684,-0.01981809460710042,-0.01845948930181917,0.09430979196968997,0.07911275092458904,0.037622518169482415,-0.0055682627974516395,-0.08516804515756221
CCL7,,-0.02675136497068556,-0.028341946997979768,,,,,0.06298078049703269,,,-0.013418610775046472
NGF,,0.007677350885269349,-0.03025207855290186,,,,,-0.0449440253058297,-0.024075962704244388,-0.03229393713237806,-0.029326648414813576
TNFSF15,,,-0.020984281381101054,,,,,0.07023984770033,,-0.01168114921899897,-0.03545429287408479
HMGB1,-0.055724344986218956,0.04544372896112025,0.009412971871549379,0.08918078347454372,-0.005399058186392264,0.016655299975723868,0.177520345528643,-0.02226596037112297,0.016758333728475922,-0.001907987862613928,0.028502429627274808
ITGB3BP,0.043937542639252584,0.008860478270761845,0.002270939295777283,0.11069841997707164,0.017012018660534558,0.048300455610267766,-0.059006013689673224,0.028926774707973286,-0.00014462123978612346,0.010563069732947966,0.025160012861390635
AANAT,,-0.0205552977503849,0.11496610321267614,-0.017452227192727533,0.04407714035473058,-0.019986684293637123,-0.0027138500566357407,-0.03413967524544862,0.11621755583677448,,-0.014197449785296854
RELN,-0.017892523617317274,-0.0070599227813915475,-0.01817109533997815,-0.0512103103950728,-0.011919110118393918,-0.022126984634529893,,,,-0.014109562343216591,
IL15,-0.02714951761663809,0.00143475113396493,0.029428100460377207,0.036504766728346856,0.01920683445479385,-0.018536725912827443,-0.01985957338216646,0.048946170230968866,0.057911390131032796,-0.028493918063004026,0.012204020941327432
UTS2,,,,-0.014347854601625144,,,-0.03150573258831529,-0.014214510974585984,,,
BSG,0.009560825020272716,0.02131643601905105,-0.003612134667749612,0.007210072921621634,0.0012567204794626191,0.07868582690043606,-0.16649134972043325,0.03333017454067521,0.03333091069938975,0.013365571153715842,-0.04848921774701159
ADAMTS3,-0.014735266359401353,0.026165101372230225,0.042951148152003515,0.11191550010132414,0.05361848220507231,-0.019524432408390854,0.10714015242232725,0.02318468736255111,0.13280263343684132,0.07775792102032866,0.008724127120434754
CD34,-0.045593508020185275,0.054566891354599224,0.07516165300769043,0.04387418546360042,-0.016100511884546604,-0.006774397763269543,0.033935623312188384,0.06997280879090668,0.05923262320542624,0.02473306941435323,-0.061961097591792136
CCL23,,,,0.07832123498536282,,,,,,,
PLAT,-0.044547263886077305,0.08125391284460379,0.004831177836407593,0.11237328696575956,0.051932806796897,0.007405686501628028,0.12433091228159081,0.021138376838868555,0.014988032645930743,0.025748637712861924,-0.014817981682591227
NTF3,,,,,,,,-0.014323192600445343,0.04356509147854657,0.016157481722169062,
LTA,,,,,-0.013736463908757535,-0.01853672820100954,,,,,0.025307809821147977
CKLF,0.0435966271606407,0.00700184050145671,0.0050041289272188885,0.08431301909894343,0.0442231044171477,0.0466832182795486,0.029258746551249163,0.07229694623095585,0.041930322526769856,-0.061647125916026176,0.004921898885065681
CD24,-0.027923323597794206,0.07594239933979087,0.051856414396608395,-0.006121721418588438,-0.004510039054409504,-0.0010403661708317847,0.015693399143474607,0.007627183382621217,0.021792978934633663,0.005999676342728084,0.08443398160385451
HSP90AA1,-0.04828273349409369,-0.03330229184202736,0.01213389796961615,-0.13278304281848088,-0.013643094650124053,-0.08102856108206329,0.04753539259385232,-0.1178936285043096,-0.10653628795316972,0.07334151955535861,0.020389828390813457
BMP4,-0.02221159888894447,0.007323878636437307,0.023203046517357623,-0.002952822356695374,-0.03940016752775393,-0.01579520698258247,0.022185124923961103,0.0633345348750344,0.07793746792549411,0.028056846751497614,-0.056691174004343634
SCGB3A1,,0.038459661415242125,-0.0225172039771586,,,-0.01293468380068633,0.042354123117632016,0.04694107254796625,-0.0096081471935296,0.08466605956817927,-0.02813523922835193
IGFBP4,0.06225893670765096,0.041732258030083284,0.05474256622401769,0.12539211344483686,0.02211683654918411,0.017742509921397257,0.12824884510818838,0.052676957408990456,0.037141842915004504,-0.024749583025069414,-0.0642612972766307
RSPO4,,,0.06058241185527923,,-0.01597634378052218,-0.012539925732911223,,,,-0.016336771724584587,-0.0077320842764280655
LEFTY2,-0.021369178181997024,0.04698646314759495,0.08034645180906656,0.09299813884470406,-0.02315734017887289,-0.022883383952743926,0.01847509158154677,-0.00582356800068096,0.03094487573518323,0.010431610322386778,-0.03343733976366376
PF4,,0.021642720538374297,,,,,,,-0.02236794954843384,,-0.019107623382329377
ANGPTL2,-0.004356726350733731,0.12004819950561993,0.07906614662017383,0.1176478769156687,0.04557992327065563,0.08371023390213282,0.12495323878287917,0.08006860796998669,0.03345150388833109,-0.004338470061092506,0.03233718966712272
LRIG2,-0.05209268803022676,0.008558767392406852,-0.04232457325750763,0.01658467291124428,0.011192874575580745,-0.04309025952966212,-0.03322760207938124,-0.04960973764924708,0.03889847932049569,0.007202543290586698,-0.02954225417722894
ICOSLG,-0.033472834325735584,0.034366816402851004,-0.03336446932051135,0.122363550409909,-0.008331409669104636,-0.020453858362011045,0.08497414404053776,0.0807306785132985,0.0904736089481671,0.044353583777071284,0.04120429166706393
WIF1,,-0.0499320601317173,0.004140502202511946,-0.09187773363151586,-0.012328566084821505,-0.015784690986277078,,,,-0.01518661172884976,
NPPC,0.07207630250250542,0.026420940609812975,-0.028604812613205112,-0.04698943110472516,-0.02404911519291441,0.0461994700308221,-0.04998183200134988,-0.009509060065159987,-0.012770879912179666,0.02986614531980064,
LYZ,0.06164989428813867,0.033032969647702116,-0.03122159121334485,0.13696954764358424,0.03185754619834457,0.04880824509213673,-0.09583934838985954,0.038597563302609265,0.045617739837981196,0.008963344891494805,-0.026025320078990596
EREG,,,-0.03657200502558607,,,,,-0.06671325674360255,-0.02171249493791137,0.036251353387399585,-0.013256988219968319
SPTAN1,-0.045525371760604345,0.02586425389947214,-0.00903747252665281,-0.005710878196660922,0.013191109345960007,0.002761523073687005,0.1402193472440751,0.0005422184911503204,0.01702512384307404,-0.005996194696961415,-0.0227229109661032
PTH2,,,,,,,,,,0.07629682833851671,
LIPC,0.043684693943684426,-0.001968036593153181,0.034707526027552664,0.010064379988231162,-0.029869401691816518,0.006052581408302283,0.04747969430704215,,,,-0.02415926814720895
COL8A1,0.15582488001771996,0.055036616135759095,0.023546228290822476,0.08125711775849738,0.011863887191876152,0.031866002784743656,-0.010030467531022371,0.0369872236256742,-0.02742675164408911,0.002640214158849498,-0.012197647456678035
GSTM2,-0.00031839804305372645,-0.01868301552936106,0.06502585074738715,-0.017944563601784414,-0.02334835420203484,0.048155540016544436,-0.08401086951298439,0.05862242184142639,-0.009998567198307265,-0.023317987594088416,0.05508328586601185
IL4,,,,,,,0.01602453676050714,,,,
SPX,0.051864167226829516,0.11983065411771708,0.04099713660143159,-0.03553691368768227,-0.04706232860906947,-0.0504747260377791,,0.06207798917318332,0.03288344696122244,-0.0012517478448262006,0.07604362543530956
MFGE8,-0.03788893023421944,0.0644069155303215,0.04806456172364252,0.049011587144346266,0.029457554685549052,0.03627389385822681,0.05029702821317229,-0.024176071745838777,0.012778008973603976,-0.04921602228962615,0.0027068326133645767
TGFA,-0.06021645968370714,0.034092156170799685,-0.017562117702430078,0.06845541222171193,0.04930872870044065,-0.006827480407475723,-0.0981032227692881,0.007443487530040479,0.012025758257174899,0.005390861996564645,0.017329195137804596
SLIT2,0.06138305117721268,0.0499688553789786,-0.022514055706236973,-0.0373074283842417,-0.007195033548069444,-0.04169622531952077,-0.051684487887124514,0.01111300273374555,0.0389514551181759,-0.05032826011231351,0.03513065824821918
PLTP,0.021276010060139475,-0.013375850402806973,-0.042741989788306296,0.11976810060309302,0.005368203196387168,0.03575863551790511,0.016159534207975272,0.03712069474630646,-0.028704913392249457,0.01708575637790541,-0.0304594580268814
APOD,-0.016844528997111786,0.0707971884206478,0.0325885295053045,0.048215178687198455,0.02362826611920994,-0.00863650264875443,0.07650887688913671,0.0931188389020986,0.08281045086920635,0.026677177399880975,-0.037402086079172336
B2M,0.021718783321373395,0.11939535458319185,0.011581337839805026,0.11154046890243186,-0.04258407767672092,0.0748245019884454,0.004795095250326354,0.09558766186924636,0.04783607048470755,-0.042381423667072995,-0.07608233751440328
OMG,0.047136133681511996,0.022955462420038063,0.06348687236121132,-0.02103855587969001,-0.010641217173218729,-0.03408181736717135,-0.053474217663038635,0.054261657007280154,0.0739204729154062,0.07324925664026133,0.06594820539882841
CXCL3,-0.01738051293469172,-0.03673355550396209,-0.04259423700422339,-0.022913940042521355,0.012078736401928964,-0.013349801053905288,-0.0841650870180719,0.014348552499520191,0.03604228944085427,-0.04582787417476856,-0.007548393330686507
CXCL10,0.0471527014652197,0.0703886516339179,0.025749491501722396,0.12575415763779135,-0.021481307123028405,-0.021214449437691137,-0.0031301364240697944,0.0896219540417941,-0.030001904734479553,-0.022322695209807737,-0.029243207284578965
RSPO3,,0.03589523891353592,0.0750644613156677,-0.02865748244391477,-0.0014744193168689918,-0.013950284809119223,,0.04858898463721092,0.08524732151902481,0.003998578796425429,-0.013617266055366688
CORT,0.020880131150190735,0.008899370169770583,0.01733779803320201,-0.03371817258349349,0.0029607312835613275,-0.018608411010231512,,-0.025221108782958503,-0.023406922326707172,-0.02717024241291072,
NCAN,-0.028768382796216182,0.12185724566617895,0.06849016379348184,0.056593139594973384,0.03999444839981563,-0.0036340751128310727,0.09908894927430416,0.04879262858585257,0.06502435743526848,0.013783417654611333,0.02368401399780477
PRG4,,0.011612951140892062,-0.018015288191812917,-0.024825165658488958,-0.006711067774772158,-0.01631018900900801,,-0.0019018178577161582,-0.0345383462573315,0.0415819112117185,-0.030846777516934522
ZG16B,,-0.009713840053277982,,-0.026802755713728265,-0.01091486755085125,,,,,,-0.01697926528248722
TGM2,0.10098084499489719,-0.020842580825264353,-0.024178638862408165,0.03309978306973118,0.030619194217328633,-0.031700318659248446,-0.1347427415684453,0.017154249011961258,0.033472044666993994,-0.05437518485119493,-0.06258452094519687
VEGFC,-0.02158257697579198,0.026127008363176225,-0.02773149821664957,-0.020560995738591707,0.022098406146174834,0.06268339748357173,0.03647510785916876,0.05574092170377288,-0.028839568280943206,-0.027882241404474907,-0.003060005635006048
WNT6,,-0.043162735987867365,-0.010372122287739276,-0.024412299710344077,-0.02429064842695862,-0.014527088287946872,-0.016097783976598175,0.013360282986605208,0.052707744342796556,-0.021681562223545215,0.12275360331651194
NRG4,,-0.009662811804398935,-0.01081933111935813,-0.030921318693000577,0.08680513337323698,-0.019418564956194664,,,,-0.021573130931107767,0.10904005344804278
PMCH,,0.04643482485260483,,,-0.015976343009491033,,,0.11282661635087651,-0.007926512850316158,-0.012420918086512857,0.0004474606029474491
COL9A1,0.016585269178303497,0.03060070343346832,-0.007503351822191203,0.07592934696760215,0.029241659920515924,-0.02212699312163512,0.07686484399853483,0.01027689931990832,0.0736923572582296,0.04038715419985332,0.016248464052983205
GDF11,-0.016677685881013753,-0.012060206846704221,0.0019410972421144738,0.10616926403885889,-0.05459608553719911,-0.014145682463908847,0.035359694675735666,-0.005762401584104978,-0.00885588217486252,-0.015238091103876625,0.061527821537899784
RAET1E,,,,,,,,,,,-0.014938045783650409
IL24,,,,,,,,-0.029491028637434195,-0.02201130396516775,,
SORBS1,-0.01153922545306683,0.03460384507342473,0.041933558435150814,-0.02263321140951895,0.039624252993326566,0.009878957669086846,0.03784688318128938,0.00233941744363031,0.0018544853437460463,-0.02841281711256166,0.01988699315001458
DLL1,-0.053357201742411486,0.06303616181999158,0.028913647345044854,0.05101188494930988,0.0395181198452852,0.047978978668953225,0.01559689854293218,0.12546539541781146,0.06994079444974999,-0.0030687774603424343,0.034351566270815356
TLN1,-0.03460554525069923,0.10800521007353919,-0.030804481980936733,0.09157831798425822,0.046430103453485125,0.02992998647784114,-0.10238514071190745,-0.05838174433902337,0.02790156008238197,-0.05416908232806349,-0.025841608935263317
COL2A1,0.07262600304848486,0.004787725681179745,-0.01609038530683228,0.0794111089680723,,-0.01355278882413798,,0.0505659309852799,0.0613797011089089,-0.026166665000485752,-0.019817724619400554
SHH,,,-0.012662577050614597,-0.018013147192807846,0.04533008497559773,-0.012934682670114446,-0.07294617552301072,-0.04153522449130834,0.05694490824758795,0.02691831053550114,0.07397070581255619
PON2,-0.01973118367816301,0.13796396206700307,0.001319814035047188,0.11731943914666479,0.04131255183888653,-0.005766223897425292,0.038010649549223494,0.0786113574773964,0.09359988428662257,-0.011728439481303284,0.013089654384007795
ICAM5,,-0.030356157329398763,0.0664911798270852,-0.044776093296914725,-0.035465312953777764,-0.025260736562324453,,0.05809212272915076,0.06634595015368927,0.028377037341266148,-0.02936400073630115
HPX,-0.023026100090539885,0.03025257478332607,0.018412201071487545,-0.009931882658609711,0.058564719346375194,-0.0020208567105735645,-0.05270428780303421,0.1323019534351442,0.08809023121906753,0.046460886383265544,0.1106092213855358
SFRP2,,-0.015911533398484973,,-0.018287460296651535,-0.017851961836265313,0.0007934790483913835,-0.06186045947582131,0.06816074311924582,0.05329281095936445,-0.02632209924531448,-0.03578584377831903
CFC1,,,,,-0.013736464738923006,,,,,,
CD70,,0.04500893720959505,,,-0.014390666511486211,,,0.09198789232513807,0.004458140714934189,-0.031415930015407115,-0.02077560214861725
HP,0.006254244963434189,0.07521364885577568,-0.035671845027520556,0.01999840521933909,-0.031334005391528134,-0.03766529316637101,0.0030343638208805914,0.037500764389134175,-0.0002973142112562838,0.014021993415973325,-0.02036994292303186
CXCL2,-0.036679109367610555,0.0415581590918734,-0.0382749127904274,0.005820329400062505,-0.019465900219541567,-0.025600845783882015,-0.050562027966942716,0.02763291088091452,0.04754041031907964,-0.04181843558317524,0.03055931070823783
NPPB,,-0.03451184648150895,,,-0.012028207169398841,-0.01664519921625041,,0.056665337260793085,0.03242799088373197,0.02071996712960944,0.016452448464973266
CCK,0.042829705529470026,-0.028538648289841588,0.06668381813405336,-0.12157387335844598,-0.012082511574484683,-0.05545868335101634,,0.03618114836822522,0.022109996520076815,0.0023282334659471197,0.0058543048390759635
SEMA6A,-0.03278147192405579,0.002782811625524367,0.005838816591982178,0.04998878244038656,0.0024281718175098144,0.04268987157448068,-0.02346565136496753,-0.025637814813366275,-0.04091122298785021,0.03737904521331908,0.07438154447689249
IRAK4,0.008979184442081418,0.06714272378120217,-0.005001303317669925,0.08006207305577488,-0.04138578961799538,-0.018794641378639423,-0.0018345548659362248,0.031088954116649276,0.017907384578150467,0.018438279282874993,0.027080862060096238
GSTP1,-0.014759273262127294,0.07013262236313722,0.00707124491934381,0.10602157538713511,-0.06772660470189537,-8.522253638683335e-06,-0.021576341484423767,0.06634816482587114,0.0696400480086497,-0.002089966956242809,0.042483240660270344
VCAM1,-0.0555194039546914,0.07483663965808277,-0.0013482927890438674,0.08877131426719354,-0.05283327236569648,-0.008557848045059244,-0.11473550055148589,0.041669180286623524,0.014201409764963516,-0.009159194676749765,0.005909870919849919
NXPH3,-0.019149143476348558,0.040949825432062395,0.005505640611173121,-0.01905323972216125,0.02665667573222001,0.0013825886867782405,-0.00366946827615812,0.04937944243308893,0.08960734950503291,0.02914629210256638,0.09335990862349458
MTMR4,-0.03252403890928328,0.08911181037614668,-0.003098570357075838,-0.028893562564843368,0.04111460428643089,0.011753425550086212,-0.11296455889581242,0.021606122088746255,0.018030541692093723,0.01951615158456608,0.043307707294013106
LAMC2,,0.024206602922283115,,,-0.015142170909140459,,,0.024764673048355605,0.1359981773727432,-0.012056438390618283,-0.026318384661772
IL10,-0.022417725758800543,-0.02023723168939673,0.028670867746471703,0.12024400928279277,-0.02338359623012313,-0.014899819757417615,-0.02046690937989171,0.048667407379845234,0.01757206084697683,0.0239483464727254,-0.042886990808794774
SEMA4D,-0.016233957230101955,0.02890629186713043,0.04040941220160784,-0.08591398446440654,-0.02454646451678311,0.028651165877777704,-0.09979807521012109,0.05577028689465219,0.08131648459692231,0.04825224952642759,-0.0019870828869908946
TRH,-0.019816947242630906,0.010805613098729674,0.02925396173321251,0.028203074945686746,0.01647724551170583,0.05838982164367386,0.008908381668850673,0.010127765391029697,0.004670507504794936,-0.038142355609021725,-0.01547171190543073
SEMA6D,-0.013999134582226257,-0.03609378334400798,0.03596492733390561,-0.024285985182445874,-0.019984629559832146,0.059044350725730534,-0.009040856598595584,0.030136875311070604,0.002625136073875935,-0.024260677211168723,0.10152105210248687
CEL,,,-0.031239146428942786,,,,-0.07923639095835094,-0.005244306588653928,0.058385011350841,-0.030519918508786905,-0.022234682054010715
PDCD1LG2,0.013005594590769484,0.04898736056518002,0.0650413820884415,0.07238990990761304,-0.04023767201803603,0.02944208570117909,-0.009784085693788693,0.050602927944353136,0.08338152039202783,-0.03282126447578694,-0.027948064752918483
SPINT1,0.017138783992628897,-0.023349161454422958,0.031624259655235826,0.027293535302646013,-0.004354364961683188,0.0415542586895224,-0.07195420796478341,0.09116347689642532,0.04228414699589733,-0.03354851100233766,0.0073267382772857015
CTHRC1,0.00612294920796457,0.04315977450207315,0.001782691477624174,0.04077350454874478,0.03690037945675278,0.028693831279679543,0.0685228737375014,0.07565478130504984,0.04316015360267714,1.6417296587766108e-05,-0.07585664380661779
PODXL,0.07613714725199378,0.08423309719760697,-0.003140904948353046,0.12947529516785358,0.020396059862400333,0.06609360885003758,0.09200812138428048,0.0541776221957717,0.07590391206770232,-0.012096481559877704,-0.06920430618887012
JAM3,-0.012563336136415497,0.06327811099621787,0.016134400336891834,0.11242453129936619,-0.004212729981056434,0.03286325192773088,-0.014479295943004587,0.09256085525828599,0.07700235961401387,-0.011906092844271606,-0.027620685164546663
TGFB2,0.009087808613670098,0.03764275343997113,0.07404536337122278,0.14290125076155752,-0.03873626782696178,0.06878549675278046,-0.038745341039609874,0.06363384583618753,0.004192979587394018,0.04480262980752887,-0.03350441024616605
COL18A1,-0.05440013006435946,0.07206783831200424,-0.012913559168466475,0.11230546650472018,0.056583168770794105,0.005959183682441309,0.11555242487104891,-0.0005989409713489792,-0.0030391609110870387,-0.006690564488491472,-0.12587890504285987
NODAL,0.07684193733510138,0.0492049351525542,0.09086514721351185,0.13502102385132428,,-0.0076780050309695974,0.04073640502786695,0.07672414724207009,-0.011875133003557978,-0.013787441549263623,-0.021174444732131998
INHBB,-0.047521830058767325,0.00022776809329348412,0.03050254152738932,0.03709263145980474,0.007043748099679122,0.0382199500833391,-0.11260350708872387,-0.005729363366210286,0.03992805639099442,0.019230832437050295,0.0999276489497261
LCN1,,0.03541737499183138,,-0.02010831835590708,,,,0.06771258999905158,-0.025676708887193516,,-0.015645837186557168
ARF4,0.01581864553214186,0.008422519392218835,-0.0707957053182594,0.06650477161218502,-0.005015181062475059,0.02210502324917817,-0.004082977199967521,0.0673796481281551,0.06685983025957384,-0.03880859414349799,0.00906641623280028
CXCL14,-0.01536848126824422,0.003422771551231862,0.017737108270056146,-0.04474337473017254,0.010687923978395656,0.05825446808022428,0.0724627976149685,-0.023466511354291963,-0.017747421536196437,0.03236245978000368,-0.028185410287296542
LIF,-0.026766510956923756,0.026533696861725523,-0.015908297473018314,0.03559617857937992,-0.02258089598802026,-0.02756644619243456,-0.06025178326481424,-0.0035186431061332408,0.003243598055733421,0.030037596980435923,0.002876500653123936
IL17B,,,,-0.009364386866089175,,,-0.014381866884164185,0.0020689603599486437,0.10079242407234455,-0.017152858444258737,0.08992625761977575
MMP1,,0.056197075924610485,-0.01583415560321896,,,,-0.025163205112430052,0.005351306952178967,-0.04232165734932958,-0.012420917102852147,-0.058142326667000664
MATN1,,0.09216824295213218,,-0.021082204732538374,-0.012179272019504476,-0.01355278713755826,,0.06684907349934877,-0.008227779087837204,-0.01767786207283925,0.0042119321115907625
ADAM28,-0.03946365407148544,0.0447023861482822,-0.0611434727548053,0.06151316242571284,-0.0040420385743383915,0.10277634021446685,-0.03503153630912324,-0.01148256691958851,-0.01682864873593184,-0.013312794938707425,-0.027136234288948086
TCN2,-0.03529744250721345,0.037506879985918624,-0.007121087302394788,0.051026549745439714,-0.02377710797845883,0.007320349426917084,0.0012921381997485484,0.058955650507630214,0.002254546680230502,0.0206706060520495,-0.012062261293119195
THPO,,0.03695062014080869,,0.06569997273791757,0.021428530760181544,-0.013552788694401055,0.042169641776458704,,,0.08223033576513694,-0.00013097808150430953
CUBN,-0.027947606779928875,0.04707185890335336,-0.00021816322859528683,0.06332348846789616,0.041694323714725756,-0.03964204290075018,0.039336786291061285,0.037877401833346064,0.01619994791225783,0.025639233943935694,-0.007002373954374389
TIMP3,-0.03686707211930838,0.005083584508324203,0.05049188476345488,0.0771578316588536,0.04278401571949284,0.03200557220766157,0.11004685288507718,-0.0008170184496877756,-0.007694527543605179,-0.021801844920614703,-0.0989784850652205
PIGF,0.028526824062367808,-0.008251228876022428,0.03028638352969165,0.05719719085698623,-0.03888896368048603,0.01095584911081247,0.07278005233840536,0.07871735932971387,0.07421997002100943,-0.03371360311980952,0.06094087025581897
