,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.10054149742186956,,,,,,,,,,,0.027101097474367963,,0.0975623827657553,
BMP1,0.0780272499798758,0.06743897957285909,0.05682045524294545,0.002559110086285295,0.01960015637440776,-0.03604193722537748,-0.013105376151093683,0.08377502361118952,0.11620063402013048,0.03511526469848172,0.0005455684548017603,0.013607492492282902,-0.023784229824469733,0.04509888681662388,0.006337698854500481,-0.008961471096367675,-0.02172460602239024,0.0059795433624112255,0.03928945928150885,0.0419937659188805,0.019764317564801855,-0.029256639216578874,0.0086852699012602
NDP,0.027052977294692016,0.058921425618050374,-0.028465513249906642,0.01405945620685925,0.04427629321365451,0.031993423931798964,0.032388238857198035,0.0012154050807832572,0.06682300188558414,-0.04157915479240989,0.027293331756493906,0.02425085790994686,0.05930264351568401,0.05686864080768622,0.03790009506872962,0.037014380563126614,0.04711503863716334,-0.0029643406012982826,0.07587498561045192,0.04469280734587745,-0.03193717313190023,0.09386312627275402,0.04032004105641105
TNFSF18,0.01311028427702461,-0.03475087787327883,0.02288317600000278,-0.004769989392861625,,,,0.04449767359830567,-0.022737005397973818,-0.0031234971947711825,,,,,-0.030036624587285673,,-0.0004535717749915829,,,0.02353870028099262,,-0.02664588099010574,-0.020359919826279778
IL36G,,,,,,,,,,,,,,-0.027882728495664203,,,,,,,,,
RTN4,-0.03088274355678208,-0.02467612568767106,0.05569298365002132,-0.04234719870146673,0.037156268397604705,-0.06448497768118341,0.08293191393972157,-0.029293407306080453,-0.15158143185687087,0.05777019334781145,-0.07426512834112868,-0.031187198713518965,-0.08436101222755484,-0.17125464045543892,-0.018050295975482203,0.07201475621127561,-0.11296958660196925,-0.008623530559157684,-0.08238379358187699,-0.07125114291160359,0.021027064062917964,-0.011468823802635563,0.022205707096436027
HEBP1,0.054724501849422284,0.0034515467692569773,0.043993168981809556,-0.008203091590651935,0.07104014496550153,-0.08839396175013733,-0.0008453197716808614,0.026086094355400668,0.09239206603509555,-0.010878939816558221,-0.017901704542584912,0.06150755112832038,0.0032655791068941006,0.0918458445394479,0.03613677295910927,0.07099316178840266,-0.08003266326926596,0.037717326342233036,0.037528277407031845,-0.03993404214495321,0.0432474409456422,0.051996444390396634,0.03810919093081523
WNT7B,-0.027580641847075836,0.03278428312375217,-0.015940876135406627,-0.024824180590935423,-0.02391771914005377,-0.00493460444145926,0.02374528578281572,0.02720111373593913,-0.07559658568100283,-0.04676217008483088,-0.020522809489610085,,-0.007638065174386969,-0.030646331861388265,-0.03306739193354776,0.1112355129206404,,0.015029910669171821,-0.030642782100441544,0.04255674194021394,-0.01248287605431452,0.0036770024653736267,-0.0009709138428102662
PTMA,0.032250127666298645,-0.043770883055766714,-0.02967314537613054,-0.016652524637493595,0.062401624132354755,0.005750641471888326,-0.04775208050771858,0.07913182887513963,-0.050241770181526035,-0.04283301818725266,-0.00010935474738078737,0.03956282717996256,0.09056802364987146,0.05767551753246226,-0.012411139126465843,-0.13768114773087134,-0.030752361944943914,-0.07472075564101631,-0.0712761453032217,-0.03518485593427171,-0.018524518756540053,-0.14195333087083464,-0.10389637510212937
FASLG,0.022928501117362107,,,,,,,,,,,,,,,,,,,,,-0.023798478795754623,
CEACAM1,0.034746027614798364,,-0.03406210198000397,-0.0190510655296191,,-0.04234899453219117,0.023318948250663975,,0.09040475194150892,0.010541921693619357,,,,,,-0.042019682441142,0.09698843825968759,-0.027934959356781558,0.016100158209592486,0.06316385005444695,-0.02324043689353622,0.04543451059723687,
PDAP1,0.03334056478139798,-0.033449994868576374,0.009799450800647222,-0.01732504290614716,0.05146862250061611,0.008496071023465512,-0.02147312783486813,0.05463608032184426,0.10563540307538767,-0.01153714306405069,-0.0055060565394474,0.028814128933150104,0.08610569401205911,0.021999766008212997,-0.030874649464154025,-0.004423242970128899,0.03148839891696466,-0.028006097441932793,-0.05915869507510687,0.016440737499753954,-0.03040794794666124,0.07523866007603788,-0.05850710390461176
QDPR,0.049551291908938463,0.0525883043234355,-0.019048243604462854,0.03831477446534591,0.014254913354963376,0.004689378766132155,0.048773702444419864,-0.04121798229588036,-0.05881277892802318,0.002931322995284226,-0.03252242219742945,0.15410202829881867,0.043435692906320184,-0.053711743328185145,-0.052385993599365216,-0.009177542864664708,-0.022257798765720958,-0.002203803356795599,0.11555101414322247,-0.02123334750482187,-0.00799880528189702,0.04629872110774554,0.054450328670818816
POMC,-0.08941446227889631,-0.0363938882482282,0.07484683690139585,0.015561298044352512,,-0.004402524447885212,0.026972264694774525,-0.017681928104101786,0.05014016415523306,-0.008237510991293757,0.06471310314607377,-0.0052153925770931355,0.06844969007767526,-0.0019232281199553045,-0.051298556013749844,0.052517183643511094,-0.061607367395658176,0.030251486036818116,0.046324899034403046,-0.024092605136376916,0.003081315989138489,0.004807139411170414,0.07263729514303931
CCL18,,-0.033895233674779215,-0.00019759863636550917,,,,,,,,,0.0025875714215740308,0.041057975392043526,,,-0.047778120014453605,,-0.05837214813659436,-0.001257223406268574,,-0.03210111264627965,,
CCL17,,,,,,0.024198960235572706,,,,-0.022990868124770632,-0.025401485030860475,,,-0.02547166407118285,,,,-0.02763421600713484,0.021468374598579715,0.07778882933303127,,0.07689162605735446,
VEGFD,,0.04540421282540245,0.052318463583394606,-0.02728682916797832,,0.03241446623094062,-0.016770286006143567,,-0.013907893214987085,-0.024494825392562748,-0.018632296461104064,-0.025978648690974618,0.12328005239621151,0.10421663857644216,,0.053528029301801,0.020014451678777422,,-0.03364848213030343,-0.01297404569032692,,,
TNFSF13,,,-0.030022387471097815,,,0.0662124303456871,,-0.021616208082992066,,,,,,,,,,-0.019301460834289515,0.05494726061322842,-0.03038995314491955,0.046485484082339254,0.10405183467934126,0.01857975167363052
WNT5A,0.063403487201884,0.015020612122946028,0.04358020702011703,0.023844293457885198,0.09593683786884898,0.018883404095453964,0.03482856050957258,0.18133307354718942,0.07216376564694205,0.017039313688563987,0.004980484726382518,-0.014923400039278136,0.03190801257687962,-0.010405870282173718,0.006436758603264755,-0.011443722785515323,-0.09299959950817105,-0.048251858497234006,0.0019414265853874954,-0.027350977817944613,0.028217556294117103,0.014029503789848154,-0.05338207175487038
CXCL8,,-0.02099113915890281,0.027788986708577233,-0.012807642238441943,-0.1166779147722493,-0.011855848727468414,-0.015250276997106162,-0.030747653989052815,-0.019331907283616043,-0.021024847044649783,-0.0173512046237642,0.08742843835732148,0.04007599286654385,0.05595007864212019,,0.023252449090842852,0.024720439963863354,0.03373797951279228,-0.16095370379717577,-0.040235256197624934,0.008232295505393906,0.004838406270010357,-0.05493524781303187
GRN,0.05922048358795038,0.051403032231819946,0.053824868873367515,0.013140439832535595,0.09469388168629078,-0.020378483741293453,-0.026692400160339615,0.06582351272682886,0.12387363513345935,-0.0034181676403113735,-0.02559150744995925,0.04178762429801593,-0.02495576470228575,0.002017984059559325,0.028415085193022504,0.013944948988208167,-0.06663599096928628,-0.030373511270450706,-0.05077375552885781,-0.022021719941214296,-0.03718871220585247,-0.05285936481794396,0.0006416650425339023
MIA,0.057745134942406955,0.002437151870194157,0.02023781340664891,-0.010075006511104566,-0.018917003556574618,-0.03126453783090343,-0.0006392875753883538,0.047189858899231094,0.07954277907907571,-0.02568561701928221,0.007323256692411833,,0.02124098600138226,0.02098806900350477,0.025500471599340872,0.024642275119791845,-0.04914270553225735,0.1546708479110153,0.11391605306959336,0.05590385777695895,0.0022389607526172336,0.11350627084339229,0.08557125933585744
COL4A4,-0.03194175297207098,-0.029983035828105832,-0.012981705143390079,0.019326515230529123,-0.04448185175287319,0.056920925415939023,0.04503089087892019,-0.02056686697790461,-0.027488041452549163,-0.01228186732534635,0.1397975770341605,,,-0.008114957608080207,,,0.026803545989186797,0.05477440725699931,0.010113242301462518,0.037421326636744495,-0.03796359194629642,0.028155193688017152,-0.042158005908071776
TAC1,-0.027580634638555993,-0.04823473899408973,0.012567035344644848,-0.019555012803994645,0.015212406005058689,0.024955309059136063,0.09434861741778754,-0.054362384628495825,-0.10163040881835768,0.00681131352484134,0.011181259613841463,-0.0024354754280232404,,-0.06427217854701481,,,,,,,-0.04009637443493608,-0.028356810181663163,0.07497966135141501
RARRES2,-0.02841432921559668,-0.0026186888415637953,-0.05744118926907517,0.03307522304818166,0.018260219801434135,0.00015085736317748495,-0.11347564911051054,0.09162296697758039,0.12292295595109903,0.04062713127670884,0.003682031556585582,0.008458363086192706,0.04229908227973104,0.02820077137949924,-0.056698617170335856,0.021052557338610892,0.036429946298947406,0.040597566062233664,-0.04355751083103823,-0.05105407185705492,-0.0010936744180975282,0.010607584979548869,-0.06707562826111932
FGF7,-0.02061695130954252,-0.05275854740841546,,0.014277421849656871,-0.02307643873622714,0.02806928005904995,0.03645219228772034,0.07754141067862444,0.06752860287410548,0.030366051174814602,0.05947151958425328,-0.02018344668180498,0.08981784300195364,-0.004838153013067286,-0.0017895265380798212,0.04308699478838318,-0.03883649970713833,0.012707417619029021,-0.03372816926558396,0.00709956988784282,0.002857994337038509,0.05774530824338897,0.016369193934263806
EFNA2,,,,,,,,,,,,,,,,,,,-0.03198063040488689,,,,
HBEGF,0.04584874171731624,0.0018783041406856388,0.0479686807973896,-0.005058713698665756,0.01653121675329327,0.02327956938200864,-0.02400655472868303,0.028499146416708573,0.05078033623183032,0.023839832479023364,-0.0217443369712374,0.0049570326142826925,0.07821606144972094,-0.03144119089395355,0.07980917811091108,-0.0023613327774054667,0.1275104425292812,0.0419699079271475,0.03397366259132625,-0.013416776824737705,-0.007970554013085286,-0.09584768625461114,-0.06181229593718531
CSF3,,-0.007634640142125937,,,-0.037791223345094445,-0.045793838622293664,-0.015244201757544068,,-0.029081818777698606,,,,0.04073964351774338,,,,,0.02091560018330843,-0.05959766580471679,,-0.03331834089955846,-0.022710564670660155,0.0006405037922712248
