,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.0028106578324014067,,,,,,,,,,,,-0.015340362092868555,,0.052168953113079106,,
BMP1,-0.03959400008231744,0.03897119180225732,0.06918624398671219,0.018848298726807676,0.06739288933858623,-0.026807844845270642,0.07951520845766204,0.028275304145533132,0.28341593491620826,0.06595749211202329,0.006091173773010565,0.10700531165271925,-0.06506735848243178,0.057689467365027274,-0.025029061150470603,0.04685524299560234,0.07392303040090044,0.01952215693611483,0.11776707301610785,0.07842142594120513,0.14330858717863332,0.04632826453873214,0.09061172795104776,0.07671775106096757,-0.0015284240748382966
NDP,0.05155925201371016,-0.0058164581774241145,-0.0056168537801075365,0.002357289391579035,0.07723765567401401,-0.040571092537638735,0.012187199783634818,-0.0058908566538877945,0.04081284556855399,0.027811198521250056,-0.012824676882925507,0.0638992079327065,-0.015856893356113955,0.07824385833346781,0.06944211042566416,0.01837276685801372,-0.06417530163126223,0.01131365181844935,0.044477460385141235,0.06673552379591169,0.12122520114507404,0.015262083394445347,0.02074807743540273,0.08163500305556433,0.03624835179542799
TNFSF18,0.03800974193205569,-0.05390859628070395,0.015358672006346805,-0.017078511025003233,,,,-0.014130677161025656,0.058925433108958085,-0.01411488318532057,,,,,0.13482385846736572,,0.015382850246290838,,,,0.019733898908028815,,0.03945819307327374,0.032330110862216335,
IL36G,,,,,,,,,,,,,,0.01824207602269612,,,,,,,,,,,
RTN4,0.027987588612715917,0.06532841359264965,0.0278284562605176,0.01338855740302966,-0.024307923100575776,0.0323554476930149,-0.07116207553933684,-0.04068779723242231,-0.3023236051491699,-0.023771889363609505,0.020548762635522123,-0.01809837839505337,-0.0670433853718152,-0.022020468023624267,-0.0022655569759557296,-0.09523701776190405,-0.0013811118741906341,-0.05061257901764692,-0.07179692802074486,-0.08557484681121236,-0.1626406609554583,0.016828763423415244,0.007174585060104601,-0.1341708199129259,0.1094733723415126
HEBP1,0.03558685141772952,0.052053409483905834,0.0408463765273221,-0.02734664410104662,-0.005213346416653792,0.031382579002534675,-0.005791831599449087,0.07167676843307107,0.1489427639773315,0.04284514428893513,0.007715905583623221,0.04030582925059812,-0.05567700232177102,0.00866317822103706,-0.02174075465059013,0.028866260580819432,0.05436514372010693,-0.07370854937703286,0.016449588302273558,0.05796174454347381,-0.04882680333937652,0.03545890150733064,0.1508385264174552,0.09820021549351754,-0.0013316351842049272
WNT7B,-0.024567488297009363,0.08764756571684877,-0.023596609178297555,-0.017014560808204047,0.00580737261713905,0.10661858166539699,0.005996471762898246,-0.024012887765796687,-0.08245605714967552,0.03579769657282658,-0.01764949996635184,,-0.004399252290340795,-0.031445114584890285,-0.006125250876978803,-0.023524597781655814,,-0.007752648632160559,-0.038631042163507746,0.07817828553686099,-0.02335850163006644,0.037326760806397276,0.06844355975472971,0.06357008276338498,-0.06422745400499792
PTMA,-0.06717140197036245,-0.013562556402754437,-0.04220588460458287,0.04169948130710985,0.04117386150070279,-0.02674981087371125,-0.013438240165896422,0.0712817320926454,-0.18662624168305159,-0.03741547821135291,-0.04871244332177181,0.09834039913979019,-0.02902075225153345,-0.0118450604384539,-0.03795503440385006,-0.19539234812824807,0.13244759140327841,-0.09941991434867083,-0.03454799645876757,-0.07622950159225425,-0.1700921105450094,-0.06562530703258086,-0.038879377559502395,0.013840191363952889,0.03534731332196013
FASLG,-0.024567495242175368,,,,,,,,,,,,,,,,,,,,,,-0.040159590849738164,,
