,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH916bulk,ZH916inf
BMP1,-0.01017731014653604,-0.0688547935592717,-0.005469635550065814,-0.042548890914395024,0.14796816255461331,-0.1126636793677074,0.12153134467085472,0.16984002043075713,-0.003252400552949361,0.035912628475708315
NDP,-0.05557668215431585,-0.01686860501819081,0.00737062621862297,0.04429566322391721,0.08167263879424258,0.0244010928453865,0.11120307575320246,-0.023883411036148397,0.037761878754745036,0.036115220700934134
TNFSF18,-0.026168592831599165,-0.01758883719200633,,,,,0.19698780194488452,,-0.025347688640956174,
IL36G,,,,,,-0.019846030463892377,,,,
RTN4,0.11103715131574664,0.05494576559858326,0.05104576615256867,0.12145247980206013,-0.07578545026717266,0.21308242157023885,-0.13095633266014542,0.03871749920586237,0.07688488337827429,0.003880000179784899
HEBP1,-0.045303599594457726,0.00850303713902183,0.00892558063909546,-0.049859095456434036,0.03197097696194652,0.03651865215205058,0.00438837221977574,0.041307054220449314,-0.01200520630358562,-0.059132818403910554
WNT7B,0.059622882738998004,-0.043923780545330256,-0.017755495132105188,,0.05164570753390035,0.04085408275996789,0.03263213533713144,-0.07132557064567648,-0.032923605115131996,-0.041281398281823437
PTMA,-0.07664751920241082,0.0352594573289561,0.035330070678645686,-0.2000388724144062,0.21206664044113305,-0.17431538039143166,0.016503229341895242,-0.01650322039776972,-0.02044992579649346,-0.030130776475734932
CEACAM1,,0.04136423728928682,,,,,,0.03174517156335372,,
PDAP1,-0.01267667758225891,-0.01803237948340203,-0.04155562470792202,0.033709654471729675,0.08706013206745611,-0.06482104381494587,0.15307489058111562,-0.10250640636919281,-0.03573142115307946,-0.03625090442474177
QDPR,-0.03576717691511187,0.02541636108699963,-0.00859077417710583,-0.11910077433733507,0.12919682646823613,0.015361822903717792,-0.055674674920119266,-0.017589029528398678,0.03936087005420809,0.03715127736173826
POMC,-0.005843519316153157,0.0328099664749565,-0.024324923555555128,-0.08685141372745087,0.05752986310624763,0.061846495230071054,0.12677618779122612,0.029070125572763235,0.07678670409759497,-0.04193080198284981
CCL18,,,,-0.020804686407185902,0.13627810821384817,,,0.03145943033454411,,
CCL17,,0.0036694887611075856,-0.021976325611852417,,,0.05906019193748915,,,,
VEGFD,,0.024434274317053046,-0.016119900605351244,0.09873113747500274,0.04106648617608071,-0.019430388510111418,,-0.0213348118892184,,
TNFSF13,-0.02371401356872293,,,,,,,,-0.008925921519343618,
WNT5A,-0.030929504606224643,-0.0456847649880691,0.03860686670497266,0.05305163459554886,0.07283100261815711,-0.006855140611513138,0.074099156851641,-0.06407495737783875,-0.052925791103628494,0.022590636702681306
CXCL8,0.016413616230732758,-0.06481698184937267,-0.01501155236028356,-0.050414104571727625,-0.03227231832118255,-0.058419743483069476,,-0.012655081929427043,-0.08278425030428495,-0.009034906136122461
GRN,-0.01904327912193467,-0.014228103221178175,-0.0012261018112958977,-0.13803308890601235,0.06283742424136443,0.018347097721612464,0.03880958488990428,-0.02291402239122776,0.0062533157643875565,0.011946344721132563
MIA,-0.035481502351201906,-0.04311688271393554,-0.01833299211912964,,-0.04749418098429236,-0.026610807511897747,0.038701520335678745,-0.0018942740548379903,-0.05051262041308534,
COL4A4,-0.03359773724115188,-0.022902598106812996,-0.011568717483005898,,,-0.0258134705235074,,,0.0022549390700841282,
TAC1,0.062074177684309985,0.03443020278105044,0.03330139994403688,0.1436622554629383,,0.28568146681206963,,,-0.006474891380806251,0.016743865688288482
RARRES2,-0.05097598834784632,0.05529621716575575,0.016342435712884826,-0.06253637815088628,-0.16094219499814846,-0.1030743364811897,0.005761498237266468,0.05906124090685179,-0.04884476237220363,-0.01083700602724283
FGF7,0.030307236270763455,-0.011135222568074789,0.007508916177867175,0.07067299421558003,0.029376974947437965,-0.026063595234768297,0.025605664817671583,0.010778571650626846,0.023630277325636762,-0.10297353816927665
HBEGF,-0.004879650790373664,-0.07740005056532397,0.05287807719564223,-0.09609579401864145,0.16734756534514525,0.01452755611311635,0.16296324982077734,-0.027946230246400278,-0.0018989586657806356,0.03767389304924238
CSF3,,,,,0.003402829571256526,,,,-0.03241792363754434,
PI3,,,,,,,,0.019142619115756484,0.003374567884442007,
PCSK1N,0.06912422606746932,-0.050167893445980716,0.06109491789622458,0.1998980078269708,0.03716816500059351,0.185149377885152,0.0179881186495953,0.00908873535980379,0.06597039697316748,0.03125503921999926
NTS,0.011242778456932244,0.017538138127797143,-0.04033857983398495,-0.03211268636771406,,,,,,
SFRP1,-0.03043903626953883,-0.00047539853508709733,0.054551747443218425,-0.053886898231830904,0.10904805361445609,0.020971682226343522,0.038042333608526095,0.00462132616552647,-0.04044396988947345,0.06736381951374525
CXCL13,,,,,0.10070921001735587,,,,-0.02629533968587071,
MICA,0.06616796052422301,0.018114400916151588,-0.013780803836205852,0.003912015458512843,-0.007912077768236223,-0.03289104748304523,0.03851624405670512,0.012556376009316167,0.009292724622714776,0.026935771745903697
TG,0.048739419168288486,0.028863247028843648,-0.015904171410441665,,0.035722962596067914,-0.027233686394483574,0.03129254700006809,0.05185917326622528,-0.011385745781182064,
ADA,0.021942808847589656,-0.01958316131138542,0.028477429651676472,-0.09272257819808041,0.1660057660873333,-0.06179328122554291,0.005856492003366695,0.09027937425900813,0.01766360068190854,0.02750194032764999
LAMC3,-0.04684496997359115,-0.04986208884484438,-0.008675056864734432,-0.07572783473861884,0.09739200956336798,-0.05205154379003364,0.0758150789435115,0.09704733477748267,0.06419807018762339,-0.05652389324177319
CCL7,,,,,,,,,-0.036357624660215644,
NGF,0.025405647537953893,,,-0.032112707511787394,0.06833490687877856,,,,-0.0226554696583167,
TNFSF15,-0.01718495807376455,,,,-0.03848200593622564,,-0.024069723298629796,,-0.03587840342763637,
HMGB1,-0.03443539623297649,0.057475454215399034,0.024493755555353748,-0.047349050615099204,0.1481316594891981,-0.030475227059358966,-0.09519786195816067,-0.016880339499152717,0.04276652482739548,-0.04681396801679696
ITGB3BP,-0.003501712792979199,-0.026633080614503965,-0.020389042480099526,-0.030734345578085933,0.10280373485818925,-0.10811666303261808,0.12332532443698742,0.030210397974142735,-0.025922858348130733,0.0702345363743454
AANAT,,0.08070018099194189,-0.01833299313885747,-0.03019066775483469,,-0.010320557178594267,,0.00900915886511811,0.031052497763311444,
RELN,-0.05392736936193287,-0.0236900786555624,0.01933201376503453,0.06499244953471085,,0.21929292251705274,,,0.0816126977093324,-0.009573482082288583
IL15,-0.019012051084845206,-0.04652406965458607,-0.01626248833431216,0.003217855596557086,-0.0005219739522180313,0.038977291858895695,0.043432208204007394,-0.005079321542507867,-0.002477105042836064,
UTS2,,,,,,,0.028799258245432537,0.004020040726353417,,
BSG,0.0016297125969665664,-0.057425348213722326,0.025698661350036206,0.17555667251375753,-0.10105931749807189,-0.1236562982665518,0.11872703676859314,-0.04146970765161057,-0.030733012363957687,-0.010663756146811443
ADAMTS3,0.01492534598473513,0.005801611379572351,0.0044395575179443526,-0.011638469218922252,0.11152382919274963,0.01977746336182578,0.17992031515858029,0.01973666953732613,0.048408414961186044,
CD34,-0.017415983806239647,0.03871717653707316,0.07121501507853116,0.008836801654114185,0.1410578359300313,0.006361740355909234,0.06482001528282999,0.1145349206001289,-0.09659216012327733,0.06284336758954127
CCL23,,,,,,,0.13715126051268797,,,
PLAT,-0.07588874155646529,-0.12845843340627716,-0.03772984492145356,-0.08741752218287499,-0.003773124679762776,-0.04685548076821956,0.07381778030098898,0.08911678416303845,0.04739826828128849,0.16023074812704782
NTF3,,,-0.029593824344543645,,0.0584095463123703,,,,,
LTA,,-0.019141714080516094,,,,-0.02255525502340594,,,,
CKLF,-0.012980383430490003,-0.016487572491408264,-0.011661997152024692,-0.08475357999424965,0.0765768457821605,-0.11333974743888194,0.05612918316471495,0.09289411229143568,-0.06981193882251849,7.923958799679453e-06
APELA,,,,,-0.03313793600278714,,,,,
CD24,-0.04400676131715191,0.09103733878379033,-0.06189205451545707,0.009065659051694501,0.22515228197935988,-0.01824816486347715,-0.027193413994041335,0.076943496610718,0.041502844614978884,-0.058765835367546496
HSP90AA1,0.07480654070508097,0.04939853045478049,-0.045222275436577676,0.19271786488612047,0.04120240521302817,0.19888971306693293,-0.015894928909441313,-0.07646421462710938,0.034144657321639675,0.022707157213765344
BMP4,-0.0844190435232278,0.008852962728189624,-0.042655975920500175,-0.02537926037066188,-0.04210651911268469,-0.01921940688649829,0.020536125163630067,0.139246472342447,-0.035681050164254956,
SCGB3A1,-0.03349910667724511,,-0.015464059021939152,-0.05314402404648775,0.10641413775500022,0.11518579308931243,0.0010182530378616112,0.10657493522116776,-0.014133175604892714,
IGFBP4,0.029418881106248147,-0.06704400588931717,0.014015923415398618,-0.05065774370717181,0.10877609877676289,-0.06212847106613595,0.00037232773640535346,0.01577463435173859,0.050074573054111025,-0.06392106272300878
RSPO4,,0.0028331555900279024,-0.015464056759970701,,,-0.0312876896325162,,,-0.024959884021845187,
LEFTY2,0.0016315422776586655,-0.054825939718857034,-0.016956527366877538,-0.032112707511787394,-0.023859927952167195,-0.027844210437554157,-0.01242735754778577,0.07172428694588696,0.009208361838496767,
PF4,,,,,,,,,-0.01955248950158489,
ANGPTL2,-0.06413254942029366,-0.03174749392258953,-0.020907658055818675,-0.08401181628851727,-0.05254553505801358,-0.158866524067739,0.08286249364635664,0.040839251148971675,0.030500318234454628,0.09275386846101998
LRIG2,-0.03522216104239813,-0.05108366226331239,0.02906860735207303,0.09117781282200213,0.1120586708586876,-0.03976161328183717,0.09251852335604967,0.08045093042064078,0.05681385018005723,0.021236046052803645
ICOSLG,-0.0605499328572199,-0.042890851396457305,-0.009157520188806018,-0.042967379832913835,0.054069998013339685,-0.04060682887707355,0.07766105782246864,-0.05340801703016605,0.14985377447439668,0.06295345684871108
WIF1,0.07927119811482213,0.07951175071972087,0.010763727087816132,0.10742966098660739,,0.22950288504628696,,,0.010263699225175591,0.02576547989029122
NPPC,-0.0035673620552802527,0.05356879424822037,0.08363558489778597,0.06177940751651816,,-0.08346466213353453,-0.04441928533022435,-0.07419273932821516,0.024657223114849296,0.1463452151607417
LYZ,0.059981630830733546,-0.008312239816470248,-0.025681232583052768,-0.13859905833386246,0.06873169481914367,-0.044544917068640895,0.03266049873801042,0.09876021465488782,0.017787833886627597,-0.046174018869880144
EREG,,,,-0.033034591464565985,-0.05087957346623862,,,,-0.022510707504840747,
SPTAN1,0.03941794473815318,0.0330386085303929,-0.017164212451551596,0.13666651306591374,0.10651178429294654,0.13082667627626274,0.00774609455175714,0.07577450900850062,0.12126457088560304,-0.002983184827753146
LIPC,0.01666681081937704,-0.04162290606509886,,-0.022032448434422407,-0.017890706941165273,-0.03543219639547592,-0.03041058186925713,0.03178406780821266,0.16004503421104593,
COL8A1,-0.009606309855087121,-0.011606270478702175,-0.014008662230141286,-0.0975666233621232,-0.20455815043261946,-0.12114107436090085,-0.02049322740112704,0.004236530051004397,-0.0327395230541757,
GSTM2,0.06417084819216726,0.05324608094670089,0.03419028372623928,0.009358358754975739,-0.04248209424492854,-0.06267793810042789,0.011860921785237896,0.10023802853990073,-0.04686896715050427,
IL4,,,,,,,,0.023820301773184113,,
SPX,-0.009594883751716257,0.06859003016076823,-0.020327775260415376,0.044315604460467416,,0.22436552200985252,-0.058886283538333035,,0.0968128476535193,0.06306271400657747
MFGE8,-0.008702658544576575,-0.052182917392944,0.0435873831979929,0.04729223228794704,-0.043762658282840386,-0.07054742263885226,0.05404041406569067,0.06792938171998256,0.0017418109805007304,0.07523867375491038
TGFA,-0.03276617760035674,-0.05243512695597296,-0.0016617656728879387,-0.07324603547960565,0.01774256549099368,-0.048921878881482084,0.09117758100501158,-0.07207193010516325,0.00919679308916701,0.042707304780983085
SLIT2,0.014573288190631499,-0.029909563167782344,0.014371969226216835,0.15693731476999015,-0.05388581022655659,0.20789708410647684,0.18718750537253254,0.02352476838290282,-0.005646397039565215,0.03390427705112852
PLTP,-0.016454439151284757,0.08517045818653039,-0.08203280706771056,-0.14339096558068573,0.09726213583686445,-0.019560857571853656,0.014397190970108057,0.03462706920708565,-0.047801330221607985,0.057924879766508286
APOD,-0.08482304801047577,0.1042778316837703,0.04454250494345973,-0.11470618606174061,0.028968307098997035,0.11905061094537557,-0.19974069240453998,-0.023132304692075653,0.028110582403327887,-0.003679467652491785
B2M,-0.07729242705417941,0.02131464682574245,-0.031004599927436666,-0.19356460216130852,0.08805086116965984,-0.21279079942077442,0.05085308333807792,0.060018295247638194,0.013544421519026607,0.02024760817380264
OMG,-0.00617963003910375,0.06550929582616066,0.02139630615549244,0.009564166653247448,0.0819218207857756,0.16302471514911432,-0.060826001952220494,0.05210763661378901,0.11433153387822216,-0.021609360941381148
CXCL3,,-0.006396246985657035,-0.016543271992069557,-0.04650427426844555,0.10539978730368414,-0.016243868066543064,-0.012959642158060699,-0.07236473762507381,0.013489462899485702,
CXCL10,0.061832771131662474,0.021567783494227333,-0.025130440986166527,0.029800502712723054,0.04789475189754293,-0.025813472154283118,0.02433162757777264,-0.09159522657732407,-0.045288540784633895,
RSPO3,0.04230068120193161,0.026587419890507207,0.0025365286229932713,0.10993855125512937,,-0.01697452905964783,,,0.041121733448304915,-0.031559186192954676
CORT,-0.016208698563548896,0.06090720861130028,-0.024089823855054097,0.010311797989363032,,0.0028622368489503586,,,,-0.03370009924660844
NCAN,-0.03405474111799209,-0.0835197254988616,0.062310172151530646,0.10775886602624402,,-0.14071919201415414,-0.1797856458818339,0.09946042382087927,0.11441559049440982,-0.03550572519805045
PRG4,,-0.01874257640107616,,,,-0.019846030463892377,,,-0.027214401608535936,
ZG16B,,-0.015209829492719523,,,-0.022223342152136654,,,,-0.01668027884449322,
TGM2,0.0265937735093324,-0.0007568737180151567,0.016968597710658433,-0.02522423523215518,0.12156584640749443,0.0508712082805675,0.08100564566516545,-0.044688803633068395,0.0074429143981535805,0.07685354523813683
VEGFC,0.0006000746586875797,0.07697745074489454,-0.012545930903164346,0.07647575100210799,-0.01062110493128456,-0.020253665148464065,-0.008593954422471657,-0.046871619241949214,0.04090550486700643,
WNT6,0.08556364022970125,0.010555244106442369,,,-0.007417146373707504,-0.01767637619374115,,0.026557674114969863,-0.017235732491129176,
NRG4,0.003790075815489881,0.05643872117434538,-0.006846616573982409,-0.04158665303443101,,0.0747546765095216,,,0.09541801817395591,
PMCH,,0.0037070816701593075,,,,,,,0.07357503419771955,
COL9A1,-0.028220537498015803,-0.03392261966915326,0.003310074098256865,-0.01637008250951574,,-0.026923843698180166,0.05247669179047401,0.028890980136528875,0.007011042768635736,-0.05134676036354021
GDF11,-0.02797230445041877,-0.011811020003984724,0.0166797385395857,-0.06929955969105256,0.060855236281364314,-0.01965641077438122,0.032387426808613444,-0.027334311796812043,0.02496069507368576,-0.03719303048486508
IL24,,,,,0.04239854336113637,,,,-0.028977583770862143,
SORBS1,-0.03490395554884701,0.014412055293101316,-0.025675356791681647,-0.044464151993717775,-0.0036036457269251155,0.01857794993902822,-0.03886304721492288,0.07805166626499095,0.11414833402137455,-0.026785749568130214
DLL1,-0.03494253342803166,0.025162579004359652,0.0050245977441489564,-0.0486726042911457,0.12535316144186628,-0.08878937379536261,0.08979897845916388,0.1209240144436728,0.062233470983255046,-0.060383445189754394
TLN1,-0.057761965685004656,-0.07532784634271941,-0.004384719857693947,-0.08279694985230031,0.006633158835225914,-0.15562010363084974,0.03705204349367732,0.002132031558246598,-0.009390799072705534,0.05574653930730664
COL2A1,0.0077314896830183505,,,,,0.0658621940696397,,,0.019574422534517497,
SHH,0.0031363558187269946,-0.08075057121782318,-0.017755497654832877,,,0.11467865397051985,0.020072012861648846,-0.03713432789542473,-0.04722892748964839,
PON2,-0.07912136996542607,-0.044508047232735444,-0.007091774325162476,-0.05539769038921115,0.12115015381902047,-0.13192386829899874,0.09057110232524841,0.0819334621497122,0.07076224791530354,0.015486534008803522
ICAM5,0.07925133621726638,-0.023747021158180465,-0.05519950376738488,0.09197956390316221,0.016442798563927965,0.0808580749245051,,,0.03586750957337284,0.008808986795007323
HPX,-0.03103217951277604,-0.020396353975628057,-0.015464057445415577,,0.06774788349731305,-0.030647779549266212,-0.04577850406733442,-0.02637823567481353,-0.028929349663663555,
