,MGH258,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
POMC,0.04909214647980359,-0.03481600158568022,0.013359790455879244,-0.004390424507845295,0.0062290175792519605,-0.05124441789756904,0.019078977218115523,-0.029881507519074205,0.0310208786253469,-0.05498109764601307,-0.016988014548557206,0.054314651485977354,-0.03793033939724432,0.020149591259209367,-0.05015154524949812,0.01804263578113595,0.0140011237315421,,-0.024543167091342227,-0.06795631630627835,0.05804708140616424
CCL18,,-0.04563807231643543,,,,,,,,0.012793642773585254,,,0.14678822160995025,,0.04672802918215506,0.037561888447465386,,,,,
CCL17,,,,0.026237479499574622,,,,-0.023448589529697122,-0.016503013593284016,,0.014853095219303378,,,,,-0.03095421857747304,-0.012741642027453827,,0.08284520779980765,,
VEGFD,,0.03447018599246339,0.0035380997947789773,-0.0014594525422091302,0.00746959095796551,,0.039510092512308914,-0.016488634324818344,-0.012105160048639953,-0.03401313941598313,0.015011708634252467,,-0.02492221176688114,-0.007410533625976514,,0.01585949226806879,0.001454312511269631,,,,
TNFSF13,,,,-0.018821506785734052,,-0.01883722361055411,,,,,,,,,,-0.009337896261862575,0.03156201320141765,,0.08493023478535772,-0.034153941116691885,
WNT5A,-0.009609489423782824,0.035047924982749105,0.06225721605963018,-0.008182300478706031,-0.008657691249536883,0.11662723802407717,0.05543609657634871,-0.05361895290400126,0.007839613516381705,0.009623024609031906,0.029036522033876886,-0.02517327661786283,-0.07861354835520519,0.0636917174918234,0.026229054010218324,0.03878203121552391,-0.08232973314799048,-0.03010408300781298,-0.014774584379971683,0.04548750812422617,-0.0026211152299186447
CXCL8,,0.12796269352882306,-0.028249403186181056,0.13466222826950464,0.12005547904406494,-0.026794728819596117,-0.010013340780889014,0.09585241494346107,-0.011272851387151084,0.034579181975413355,-0.0055276228386336715,,-0.03190469659319125,0.08685074577217523,0.04183125159243214,-0.02987502747413835,-0.07013908450682417,0.038098249406921844,0.04058785355261874,0.07062393605812738,-0.002598701374070235
GRN,0.0393915187548869,-0.02329865384075355,0.0831419671312187,-0.048380908821801426,0.0034382664129132623,0.07039644557477007,0.05695232166475836,-0.057804508202170105,0.01101580448867695,0.07613662841782859,-0.024983960442526418,-0.022348905147132597,0.10590583029282782,-0.010780870448050008,-0.006483341300626079,-0.026529335444939416,-0.11827986586618347,0.06951264434885658,0.004482564457708861,-0.0296446038044792,-0.03750905888119971
MIA,0.009471364678640265,0.04465808548053799,0.0022044859783845274,-0.001497198367604726,0.04865642591121978,0.021006437302852725,-0.011709931313563038,0.05390648388156367,-0.013767070232359143,,0.056812882077812515,-0.020026072137780015,-0.07010354167161655,-0.09465407557939721,0.06707820343668164,0.08656373725558802,0.01652323931741239,,0.02110407044306069,0.032636636502665184,
COL4A4,0.11885194916270081,0.028272293878967947,-0.04897989749705344,0.009068471460872333,-0.04439494430936251,-0.01792278602906955,-0.03661742891701252,-0.024972264489749412,-0.023127583131587425,,0.010743857973026906,,,-0.037958926874114896,-0.03193589406462891,-0.021957741864987168,0.0197959778708175,,0.02806614721501909,0.029244754211645723,
TAC1,-0.024917740104058863,-0.06483034585224975,-0.016632732464517727,-0.020104452824680222,0.02294558084322709,-0.02570036453479467,-0.13926568036960932,-0.06646133941840451,0.033967409922094925,-0.111458422168318,-0.04490903003542671,,,,,,,-0.04569900062586634,-0.029002351220264972,-0.06041369384954278,0.09075226392604774
RARRES2,-0.13189718530304667,-0.10373112080104414,0.06305532213811381,0.0001343539452660533,0.045367716339836016,0.05330052318866196,0.06151037766410739,0.019061400159617693,-0.011760022614380125,0.06914556385886585,0.016812875507622043,0.0805544803125511,-0.06965643795707877,0.06402704986494338,-0.02477359458085475,0.018638480522709024,-0.009362341511807495,-0.015385696204083678,0.05464776743681201,0.04135174961263784,-0.038252489850988385
FGF7,0.0968339591579199,-0.0016819488230263332,0.10237243261992816,-0.04189153217169679,0.05928297183954347,-0.022192231552865427,-0.0017464830851444048,0.004407161531321302,-0.026628443112119267,-0.07798615133709688,0.024432123782384824,0.06110826544012541,0.03425601280292434,0.026373436892884152,0.031725855394822984,0.011020442608158838,0.04731001381998376,0.07318155272577666,0.05117677147783288,0.02261295366064666,-0.0683410445121683
EFNA2,,,,,,,,,,,,,,,,-0.02038007187873506,,,,,
HBEGF,-0.026900892299061736,0.010629883560407368,0.07319902633175185,0.020799182201358762,0.1060969961021176,0.03335267405259262,-0.004308978103341227,0.07813803046308591,-0.031087211679214223,0.15937908883598864,-0.005816109285956062,-0.00984508423804225,0.18443807779205498,0.03274223014169183,0.03611215620304225,-0.01920315569737647,0.0028433605696827654,0.13307059515426914,0.13718342487147256,0.11731745243746815,-0.013182008765896897
CSF3,,0.05942022878051613,,0.10768628995071539,0.13563630319532172,,-0.03874053499621243,,,,,,,,,-0.039140174181961244,,-0.04326900292948812,-0.03194784894434942,0.10997021600459304,
PI3,,0.1952882553427664,,0.07233297298522703,0.08173434494034904,,-0.01623927032305189,,,,,,-0.06880076373308718,,,-0.03409166725063716,-0.06581599491111355,,0.040337089308833875,0.00204160271173831,
PCSK1N,-0.10337604902839057,-0.14057631381614966,-0.07703732707698618,-0.15264527165027506,-0.02025007316106226,-0.018253958177212825,-0.09432635276868792,0.03040008044250503,-0.04058314978806528,-0.2073878340725915,-0.032323216445213646,-0.005106894468158339,-0.04462294546300689,0.06387443060882673,0.012732592056270954,-0.013453341218128655,-0.02411096742678233,-0.14590271753352757,-0.022815576637634196,-0.0992212558406371,0.026789085346054592
NTS,,,,,-0.015706923959342204,-0.02187964953793989,0.07024754064968891,0.015618983303435861,0.11222669287549858,-0.03879804547059282,,,,,,0.008690369500451605,,,0.027250719630301373,,
SFRP1,0.02745003770205488,0.017345628169823598,-0.021255862773446505,0.025792123420023495,0.10930558562177267,0.10123838822206482,0.0750982808834698,0.03641793430276196,0.0536099003904522,0.0012188437230696125,-0.023425679526656782,0.06277324964586124,0.03709371564614794,0.024808128604182147,-0.025755212074201932,0.03878843691987292,0.11200119475345213,0.08676154210971088,0.01944044318400054,0.011524053257236811,0.08711629994917708
CXCL13,,,-0.047437922747970374,,-0.03883144166712072,,,,,,,,,,,0.019562956807776245,,,,-0.0046059425851737975,
MICA,0.0001576445217220979,0.04487194736158981,-0.012237267735049245,0.07208335917347397,0.06840257607280377,0.012137921003456271,-0.0235420377414646,0.021582723521883264,0.06583592149174124,0.06628575747844578,0.005611617466547645,-0.042663823543471244,0.1890714728225315,-0.029922453828493015,0.009563590236733279,0.04959411948651984,-0.03251836131495079,0.039415495413690486,0.0551113756184799,0.016387858285155776,0.02919524120304202
TG,0.04999466769332752,-0.011626192334204451,-0.0046628909043435265,-0.025693021142720898,-0.02304448022232139,-0.025254883332850465,-0.046756359703197546,-0.014495449626995545,-0.011943159271124128,,0.010989778779941095,-0.056697015042447806,-0.017770827280127955,-0.011032609485514914,-0.037373598869194856,0.06043065174695534,,,-0.034405099597584386,0.020515868025900677,
ADA,-0.006859843323320418,-0.03098849799913382,0.02704995932754656,-0.004554266582669279,-0.039288887488647554,0.018871097428993934,0.008321472309439325,-0.0042745878160510295,-0.019396651125813444,0.1497869543719248,0.02157089300675668,-0.09601962111030515,0.049446508679438644,0.0723230671381332,0.019759982506311856,0.012957869296439078,0.049416317763152626,0.12121186488702988,0.08248730295807612,-0.013503722282908021,0.0009530268458979363
LAMC3,-0.01777683649698335,-0.022518950665121183,0.03907120421588079,-0.037493386408485825,-0.05176487720625252,-0.020688250312093828,-0.06381212740341398,-0.027841956985812603,-0.03164623075993715,0.03365090352672227,-0.010299481140142812,0.0780003665112422,0.10881202732920346,0.043706042391441435,-0.02830762789442614,-0.015616450714778317,-0.06266659402713716,0.06444255276530698,-0.051004585983208985,0.03057984068145167,-0.04421818958009106
CCL7,,,,0.04350032858992108,0.04140498690245297,,,,,,,,,,,,,,0.10397168282434045,0.0747063221703021,
NGF,,-0.029822675113100185,,0.10622106131706821,0.03201528730721767,-0.024099932489182064,,,,-0.02818438152312187,,,,0.003586096874044986,0.02624446380358742,-0.00021455822444338377,,,-0.015312664736070803,0.007095818727597264,
TNFSF15,,-0.03689437108634456,,-0.02068529927911478,0.036544462217259384,-0.003381427746544986,,,,,,-0.06273060342148426,,0.050597797447294666,-0.07502915647309272,,,,0.04796887555415781,0.19890484514808518,
HMGB1,0.025920070126920807,-0.08746726222787617,-0.006695950535072235,-0.08156557633942227,-0.034013094621388136,0.062083235471535596,0.08408993378096317,-0.11157806602210772,0.014639817754344331,0.10552734322834044,0.032860456843654844,-0.006904473892633749,0.05418430271612209,0.08052357270617651,-0.021074360015480326,-0.04180730919276358,0.07238631245977833,0.12002345132418214,-0.05799543032787502,0.09494464121131249,0.12708595337001533
ITGB3BP,0.016162194727517287,-0.04082321404001435,-0.014931568515157909,0.024619841072293643,-0.0024556724686639994,0.05714131673357193,0.0007154144319660464,0.01838346133735948,-0.0053367867246233115,0.05081959271461036,-0.009033379184132544,0.06236882889353232,-0.07439794632110026,-0.062200141270844764,0.047032062778782885,0.03853429783683449,0.03890889400590179,0.08443057888522223,0.05023501169027575,0.050159175985172874,-0.05859838665992662
AANAT,,-0.041712249354449636,,-0.01882150879451765,0.03123845783556776,,-0.011599974655050988,0.00018837327526902438,0.06995022163044076,0.006840589941330932,-0.00542007293696009,,0.137777194153374,,-0.017654995610169495,-0.027426056895283095,-0.07328244068676654,,0.024653630995237017,0.039587397932017675,
RELN,0.01462000172460624,-0.051420741498381224,0.03142563448139489,0.0031922103110655926,0.006045022434464356,-0.04067366898022123,-0.07444578273409924,-0.032331759186340604,0.039532845333266516,-0.021977875216383534,0.018299988471755686,,,-0.018244666642273807,,,0.00418011659744616,0.0557677581832683,,0.019487009078700206,0.004482599558524638
IL15,-0.041727218752366645,-0.04048211110128816,0.00040328691546601445,0.01755269482063778,0.01642555127069034,-0.020822080639941277,0.037304282918270176,-0.005631197711417587,0.009780652832919387,-0.04972242382541078,0.07440424866093036,0.027577432516341333,-0.06746619595760515,-0.05537412565457606,-0.04306078201622763,0.04612771231995157,-0.06159105163558427,-0.06471882598605957,0.015288472399588002,0.05850720430514586,
UTS2,,,,,,,0.0385185692531121,,,,,0.01612729888091741,-0.04839453797225174,,,,,,,,
BSG,-0.04729132522284156,-0.026712754747366167,0.04718187746606679,0.07390341234771357,0.006073451536874379,0.04690124069312512,-0.1327520341105223,0.06465013446379912,0.04555604444371687,-0.10945685778043562,0.03135720515947111,-0.018960058845790856,-0.0718413468148503,0.0796680371406024,0.06081115929150757,0.023530947189360805,-0.14256215604264172,0.041025621648334724,0.10071028270073452,0.070431888108626,-0.03666735700313739
ADAMTS3,-0.0653684610579239,-0.016176528798437444,0.002296698733089537,-0.0046081561596575124,-0.03360071021570117,-0.0335383483451974,-0.0020569174799095384,-0.06007358715055872,-0.022754724605874427,0.01934654900913468,-0.015103385814829057,-0.010135803084264596,0.12486895706211025,,0.007112772391292313,0.018261173858361502,0.015919725099070508,0.010316517413835444,-0.0025199414701644733,0.025957673538409276,
CD34,-0.03330353900151511,0.01061975429387308,-0.0023098183561330696,-0.002499634958047472,-0.0204804211518326,-0.05118764695003077,-0.012546640506112277,0.012889388867868974,-0.02575781603269495,-0.08012300038475309,0.07515571387763594,0.013247313023264312,0.16641173075610535,0.021190408779367877,-0.02301146029139088,0.0836845197312845,-0.07492983000169325,-0.014009313486681448,0.04403853611291507,0.009061075628165669,0.06548897915496242
CCL23,,,,,,,-0.010883705009827972,,,,,0.06881208825371843,,,,,,,,,
PLAT,-0.013611013714571105,-0.0879452121638654,0.037203507588732546,-0.12514517841866246,0.08312092523248009,0.06338581620070559,0.004870751984712308,0.031043608643799788,0.015942521967249934,-0.06246886544023687,0.04341909576025945,-0.016425539835420326,0.1024848865740336,0.01237286137216743,0.07411884552349662,0.059009107133236705,-0.024751024301028518,0.15957693802919887,0.0683506615667337,0.0469091628096716,0.048929021071107796
NTF3,,,,,,,,,0.029818969401873688,,,,,,,0.022935060084596715,,,,,
LTA,,,-0.027895572301707548,0.07430001164527811,,,,0.06241865267365946,,,-0.012113980512113098,,,,,,,,-0.03862676883920728,,
CKLF,-0.018022796437634644,-9.881747625131178e-05,0.018762106475827774,-0.025254564003771393,-0.030566375084084378,0.02488680427194986,0.11526277445110938,-0.06690971522041277,-0.019399068378712456,0.11450255736385122,0.050199464350617375,0.02463952361011116,0.060476425961492684,0.08357739639582044,0.007819310781697777,0.06131355699251375,0.03560623821322787,-0.059984314023248136,-0.014668968385256203,-0.015683024797694307,0.04343790324813217
CD24,0.023724083056614886,0.021037295269693165,0.03504087888833022,0.07114005394401908,0.006529653872350858,-0.032304958408517624,-0.03148765134137101,-0.04075478925400814,-0.046169204195131146,-0.04422849417111604,0.00895588942068104,-0.015085085953409415,-0.026966649036299473,-0.007811973015901749,0.07356037198657452,-0.009423431433090755,-0.048489402271865566,0.004392629531670009,0.027803488036731275,0.06223601272694685,0.04384233513469342
HSP90AA1,-0.028317279102257033,-0.031748464071161255,0.052036383649250915,-0.08515931894852886,0.05255177986017027,-0.037838605677438034,-0.054183790081593734,-0.009690674178424076,0.01690851048065045,-0.15467302052192622,-0.025082903921084723,-0.08245377368388894,-0.0008306293903339046,-0.013584110287452933,0.06327634864608511,-0.10434466342273052,0.0349238854398867,-0.06454841422686142,-0.05277344487747639,0.0220297059095437,0.05701079743249847
BMP4,0.0549045668131488,-0.04687833709727589,0.029330621480100925,0.053786405808663444,-0.02647668990883468,0.0017698658568877832,-0.01729192832252129,-0.004680105042779322,-0.01614331906286777,0.018478378329893696,-0.04194101805698509,0.06212046186326464,0.14155068986723363,0.020461120321426003,-0.030456753811479078,0.05316032680848151,-0.041069518854827784,,0.05699431190739747,-0.051543591984933496,
SCGB3A1,,,,,-0.013701057445571924,0.000935620835003843,,,-0.011612659038359448,-0.04243616194062154,0.00690269209472035,0.19128164376197768,0.14692947616030874,-0.015157266388617733,,0.048904920227129216,,,0.1007820202425758,0.015827591766455304,
IGFBP4,0.015200923229493946,-0.045193040955743884,0.06076251242950154,0.00564719817208992,0.07075002950712675,0.10283613423606286,-0.08390598645658015,0.016532245918608624,-0.0041302115323539924,0.0013320949319502772,-0.03185101125333804,0.08431290835796108,0.18539074239460668,0.00899936266777535,0.02408856560501396,-0.022341484490265982,-0.09444676893542846,0.09591081030700045,0.07175292371263194,0.00916226699037792,0.05889746331899686
RSPO4,,-0.036431455183884805,-0.023253542619705286,-0.004123363556259346,0.016489126603401662,,,0.02032077510253138,0.01252756144871052,,0.03863257458721796,,,0.03222096633593495,,,,,0.07133269265084366,-0.04968896684296295,
LEFTY2,-0.028572463460894877,0.049686389922792826,-0.02823817237194241,-0.030186501216217267,0.024796251949975052,0.020214014263297823,-0.06311642656179982,-0.03454860627430939,-0.012733420798950608,0.015556823129115207,-0.02532209546646842,0.08110761806720337,0.04017197383064387,,-0.0008598153216933899,0.04575595711870004,-0.07483023922733047,0.06092308293463568,0.1447794013268224,0.09877701661254348,
PF4,,,0.00028127807948223496,0.07338944867158538,,,,,,,,,,,,-0.018679746854967937,,,-0.004988154571038211,-0.03892417936282585,
ANGPTL2,-0.04518849791406312,0.04758474916768965,0.06723059282442453,-0.020496092763291143,-0.03590341568794218,0.08230942435775135,0.016583267392107543,-0.04248732743556896,0.020072746969923637,0.17909848209791132,0.01890768986385963,0.0056738452099128756,-0.08110204108513402,0.0940140836139906,0.04472576737105081,0.06204254552049951,0.030962046450861626,0.1134879419306896,0.08858538487232488,0.0902471258468462,0.08747985205155473
LRIG2,0.03687348994077344,0.0005006012880451555,0.022195332403980687,0.025249160311396342,-0.006290996434611334,0.02648201331613442,0.03396512530695047,-0.026851873315171176,0.0018099307390494397,0.01413158555938932,-0.05470955501003142,0.013050232970176955,-0.09360300396979616,0.020419195955780397,0.09303642213156763,-0.005339441065062314,0.008119893477697145,0.018127778046484386,0.08716774329337776,0.014150527911353187,0.042623784096440555
ICOSLG,0.06326795816713231,0.007136545559523608,0.0261509726071172,0.008207177663440843,0.05144964344690632,-0.020816463172912116,0.058165208121170195,-0.02738519262000972,0.05707113364393939,0.15473833249905597,0.07871344117290147,0.026614700138225325,0.04625152358579511,-0.010243485184379859,0.1075650555700265,0.04817798032365756,0.08431111309176363,0.1387838230813116,0.07149172064939305,0.02349717628752034,0.047272322564049646
WIF1,,0.012979451311037208,,,-0.04240198810039236,-0.04771187073361842,-0.13552410483537475,-0.025153921118943507,-0.021852616767711715,-0.09664248278638425,-0.11586571827124874,,,,,,,-0.06585701322371218,,0.04958295008725007,-0.05954953718236161
NPPC,-0.06111122771336444,-0.025877466090909053,,0.019939766682055767,-0.015336225100857297,-0.010020408788992324,-0.0007830890998061318,-0.018917758068930608,-0.016138751838359947,-0.004500786323892999,0.014037446420725732,0.013658118343311616,-0.06049324738635692,-0.01942859280967451,-0.07523467994626777,-0.011958317153220965,0.013881064985844698,-0.07428963012698463,,0.03456723495063621,0.009263708225903692
LYZ,0.016089506322320403,0.08526072289050053,0.047859961565955615,-0.03418405596316886,0.034802992742045784,0.011027024178657602,0.011199048794643418,-0.05431440546122903,0.03284591408361175,0.11766811270036896,0.013011130042761866,-0.027099472470215786,-0.022349760281236856,-0.013227844479856915,0.027666476531051143,0.0025237642354376272,-0.03552714786343103,-0.020450668399003318,-0.033000260808910276,-0.05548075063183191,0.01984449212577298
EREG,,,,,0.11085179887500157,,,,,0.02424166825820785,,,,,,-0.04474189817943446,,,0.037245066042010125,0.042466803826086835,
SPTAN1,-0.0925719808022018,-0.14109356461055855,-0.0016025522973651452,-0.1460718720260413,-0.049904274894727034,-0.04017593638766004,-0.12061959599052616,-0.09758203612300606,-0.016896063392562093,-0.17391452533184482,-0.050376773801017294,0.02661369893872388,-0.06711759996994472,-0.07792567243643038,0.01323815791656404,-0.014659607132190604,0.02965863372806925,-0.035980260722752316,-0.1157569732560907,-0.08316333882302061,-0.076227842060736
LIPC,0.0024794988283707545,0.0009182949860881929,-0.03819045183803478,0.012720573292304896,-0.01255887475566469,0.026199336152807406,0.016817589854902105,-0.018832810107494193,,0.041525290295576896,0.07112003870662024,0.06985242269142262,-0.04361348530899668,-0.016153144519436804,-0.04242870459301861,,-0.07844115786912999,,0.013503530890637475,0.09953873072288376,
COL8A1,0.076292730186717,-0.025309108732796997,-0.00025398734606149826,-0.004718772261244509,0.02729112950762009,0.13534687032518541,0.04334553347866596,0.044646391994744364,-0.009725638725128528,0.0867699647403209,0.033976971096292864,-0.019479975305697426,-0.015424213654793533,0.001235197110778298,0.05490126692069297,0.04740104755716933,-0.08870320300866416,0.10120126357478995,0.04213173580767279,0.06547693195748194,
GSTM2,-0.016306229821841777,-0.03841817331184672,-0.01551818843215188,0.03626695336602336,0.01968685819821967,0.025486746967327792,-0.01966527916139711,0.06882435297120991,0.0340117502908536,-0.03779100271089079,-0.025825517775888616,-0.06698241884134347,-0.02265448092530518,-0.03549537418641891,0.00248539662320221,-0.028983905790237557,-0.004681346190905112,0.016782758912160536,0.05483181509898945,0.03167122109983638,
IL4,,,,,,,,,,,,,-0.041690329567074406,,,,,,,,
SPX,0.1294419206083915,-0.07913931688385663,-0.05619778840408852,0.027342293875974935,-0.04516874544254035,-0.010729913395664068,0.01866456864268755,-0.04293263829538876,0.028875553890977915,0.07539841821892364,-0.04616350656173834,-0.030986469154413745,,,0.004977921016964442,0.029219429745603886,-0.014357072707641541,0.0892519537508411,-0.053111069738035505,0.011295515276599102,0.05997407905309306
MFGE8,-0.0006054527380828055,0.05559623168969289,0.04606557106197826,0.030249964688266347,0.014583849784766916,-0.061489538303011106,-0.022608902865184223,0.028486543950257893,0.019110050841289045,-0.04328519004719741,0.09318797650265004,0.07288134829508414,0.15795059561641242,0.042783437998846666,0.026100083089707966,0.0328503305630076,-0.08069183175454064,0.07339612641705545,0.1054595055267782,0.03373304057811588,0.0525213250176695
TGFA,0.08534341196781872,0.028057600628892447,0.030449875729389474,0.02455447560778786,-0.05610237421851515,0.06862752623685413,0.16816800224936646,0.04852461037437108,0.02219408145082874,0.09193340740809527,0.038370186545642,0.02938347017528088,-0.007100121684257087,0.03610528393944103,0.025278036013297138,-0.028298430961187806,0.0249754032755794,0.003384475013219328,0.06605068899164529,0.10587917315644357,0.08301394635523766
SLIT2,-0.013755281381249235,-0.04216115116842816,-0.0460041942772805,-0.020166588321774422,0.06433906403448467,-0.006326844622154973,-0.028659186579993026,-0.0418873697649093,-0.01228909462148983,-0.08990185196292576,-0.058947230206741176,0.03152380803873512,0.08831047994079323,-0.03960627584349444,-0.020220748408777224,-0.029275041660281043,0.054326597156441,-0.006168035769685218,0.04411683014838475,0.07274081004975325,0.061901132288810674
PLTP,-0.007465634422272475,-0.12415532093145926,0.05206956286446896,-0.06316061629514777,0.07533203795410551,0.0509141741191728,0.07508017745062165,0.012463906133020109,0.028142928827165865,0.1313492294063467,-0.08579882256145721,-0.11524327319653252,-0.04765724896636275,-0.051275850933631205,-0.04026593205822322,-0.016633784292470727,-0.13350947792884374,0.07642380045404526,-0.12203593061168438,0.012258479758543484,0.10119104820828786
APOD,0.08751094452601736,-0.11066821840110096,-0.032129885766012604,-0.1101748709798276,-0.06350839560130593,-0.009105865912258426,0.20759509358280398,-0.03143891728122629,0.016721164217824092,0.25096010886691283,0.054599679184310364,0.08110745323347257,-0.02335714385486815,-0.005842547187029744,-0.008502421814289738,0.023577250059211668,0.1464571298387751,0.08311178181514775,-0.1879951416441666,-0.15696199834589314,0.1262998799841909
B2M,0.029076442370242494,0.06976278189678375,-0.03531588162925192,-0.03484239893900203,0.1524429430212329,0.06412652557421189,0.05562414036101314,0.027402064388262523,0.015258698530337815,0.17564298063310016,0.05710191152765884,0.05574226260244318,0.07756122599355034,0.01710864083242761,-0.0032309867179988946,0.06048835783840621,-0.1400961463561217,0.0648520565897794,-0.01113351800243914,-0.016770925040883202,0.06389691882915496
OMG,0.043045668893289625,-0.07432697945339799,0.032677478809589634,-0.03209051991313503,-0.0619801411657373,0.01289943426484148,0.16667563177097125,-0.014585169353699383,0.016138845771428673,0.04839273074363032,-0.008208903793483404,0.08826532107076786,0.06561803359614984,-0.07703599944857005,0.055112218112161736,0.04666864178741778,0.13770461501144943,0.00843870812690172,-0.03432779376714819,-0.05785676690165402,-0.03222720737464302
CXCL3,-0.023239268563751598,0.07676972433444562,0.011346254833457504,0.12966805361110603,0.1196781042227982,,0.025515580854719742,0.1061497435726899,-0.012423088708481599,-0.013432204618855465,-0.015511418309816088,0.06545057843554189,-0.03150074346643961,,,0.00039206483412727546,-0.010426788200694747,0.06183787508707497,0.009967118135510433,-0.020437934589918404,
CXCL10,-0.03743814265379826,0.011918468322999662,-0.024339749206552522,0.05743749963410662,-0.04561798972646126,0.05002537932012498,-0.023349103126636284,-0.028541638190554375,0.012379316992461432,-0.07392807007365643,0.04933217527505414,0.014476653101569906,-0.08985923258738045,0.11039281086214808,-0.025922782056189635,-0.00887400904857182,0.09426449131118313,,-0.005160296099839788,-0.0577632303968513,
RSPO3,,,,-0.018821507403821245,-0.04570537249237835,0.0007877758018902366,-0.057381560933496605,-0.03677587505625303,0.03065944904284813,-0.058988952517788115,-0.037042195630898514,,,,,0.03900263118796838,,0.12364718230870517,-0.03397387621928556,0.006086797923009578,-0.01904939945487498
