,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
FGF7,-0.05342120662381566,,-0.018918725235416253,0.1471694891052278,-0.005943653951772516,-0.00033614426088127164,0.007875024364804672,0.023673844657823507,-0.0004348775458699268,0.021018902897023097,0.08035959592889114,0.06397407298610083,-0.022457238711768357,-0.0066734570757128716,0.10732037667066838,0.008115869532027751,-0.03199175167888115
EFNA2,,,,,,,,,,,,-0.00658936535902965,,,,,
HBEGF,-0.046889030293916424,-0.0314229347531618,-0.030141706583275137,-0.07435005454479501,-0.05210189919794568,-0.0619905100133135,-0.06649813071575549,-0.03435564708299257,-0.14671733708479714,-0.03156003551609175,-0.00013131016110244352,0.0920890701512636,0.08144605825931484,0.02077941653697383,-0.03979882693360079,-0.11499218156976054,0.07569571178636648
CSF3,-0.05366913128322108,,,0.00415772291574554,,0.048075242573866715,,,,,-0.04859516889056326,0.007292883804713378,,0.03722674986603788,-0.041857923712652956,-0.04505595840282784,
PI3,-0.0635790891986063,-0.021240960229631987,,-0.03876351834780416,,-0.033778725598751405,,,,,-0.09737497896848941,-0.00830135509678551,0.011848908291680095,-0.009598140867571615,,-0.06426261136829108,
PCSK1N,0.30849692052998257,-0.0071917736407451985,-0.03469261056319197,0.0668207866464661,0.07835148684712942,0.12081363207193446,-0.012175306257992315,0.07334650926657713,0.3001269833885265,0.15217376340126515,0.08526137663791959,0.0446664250913023,-0.00583461691636429,-0.008820550624968521,0.052726399719868845,0.24642385248712906,0.18025628886396816
NTS,,,,-0.08057114496094335,0.05016638189395616,-0.03687178543070777,-0.010129021323536819,0.0036430066516255867,-0.04616539262179174,,0.10241434943722212,0.060643239810632514,,-0.0041925985455529,,,
SFRP1,0.20458202004112716,0.022620878772872218,0.023923356130735013,0.10632416367473442,0.024384487875319653,-0.08620506164278627,0.03216812941193209,0.0387793322849749,-0.09146055539095849,0.007343189995202831,0.10688686152234969,0.04563980820309177,0.03273394241966907,0.032357884325794596,-0.007279520924405189,0.035050892970572824,0.09279857384530014
CXCL13,,,-0.002974012052446115,-0.013481106971469115,,,,,,,0.016979254861014925,0.025371128843015525,,0.08507493347473982,,-0.011401066785270787,
MICA,-0.06461138361593247,-0.03699838312906746,0.03183410435971704,-0.02357882141351218,0.06014384266518874,-0.10488793510742316,0.003911746374367488,-0.004162263267300317,-0.0010892484847798158,-0.0826298496638442,0.04278652529972267,-0.009098219022158866,-0.005656207217798001,-0.04028187075397323,-0.04103749819798007,0.05086972900007181,-0.03712934324800211
TG,0.03866110113397501,-0.04176716037178167,-0.01591328766223901,0.002540901755820764,0.029887614264112145,-0.03620552559705963,-0.025058608624229994,-0.02579562247916775,,-0.029474102725189466,0.00016051113377971193,-0.050351288372806245,,0.025985593150056906,,-0.007897816695374076,
ADA,0.03510745890203431,-0.04136420013237577,0.032862145936342915,-0.030786270421457228,0.044925848018274865,-0.1788118839316868,-0.005386798680760372,0.009155595139547943,-0.08056257570344864,-0.01604155977073515,0.02715335797491828,-0.03148575756210258,-0.06883831301834004,-0.04614421417247078,-0.050247202848830295,0.08123405839306018,0.09485765588862155
LAMC3,0.05301090786617671,-0.04637633867222448,-0.004113025871433728,0.009057444336670249,-0.034523370351924994,-0.10774321970765034,-0.035646930484579654,-0.0753877460281521,-0.071324297156018,-0.04454484993463071,-0.027384593301025703,0.009384170712470486,-0.05991759363750374,0.003112034812010387,0.1394246130147447,0.015167906126561865,-0.09043756441653898
CCL7,,-0.019713151983384337,,-0.036052266874758675,,,,,,,-0.020510393733584046,,,,,-0.04569182091234961,
NGF,-0.030920312157742047,-0.0021102295133664283,,-0.02870154922321878,0.02873768558828957,,,,0.05101151781781135,,-0.04178381151676146,0.016230241528476165,,-0.0041585941455134345,,0.015568509567519742,
TNFSF15,0.055560274105119864,,,-0.01276300071566648,0.0034391337244766913,,,,,,-0.04582631377933054,,,0.01964135098589978,,-0.03187076402843134,
HMGB1,0.13819656046854983,0.018465596530552356,0.02743893076106271,0.047796166820034555,-0.02611207316785373,-0.21184904766223164,0.036101358941252215,0.013037605419977083,-0.0780389090086923,-0.054731861776995155,-0.0811906742049312,0.07110443962960859,0.028086539242196375,0.050263602407608944,-0.01838373266986746,0.10166380441355953,-0.12108175791851941
ITGB3BP,-0.18344652072629705,-0.002221976315621446,-0.0036953601649667516,0.014684512585150791,-0.06593336283814492,-0.12627066849521074,-0.008205952806200206,-0.026221873741115904,-0.029306196270605447,-0.11433209613829867,0.04108890267261587,-0.00196603062819622,-0.06340758657910288,-0.07390301446416676,0.04535060662298107,-0.0483700423254826,0.03977864094226701
AANAT,0.08455897328618013,-0.028600784381210304,,-0.02405196781779574,,0.049047586435296386,0.07608989619751676,-0.010052625910806993,0.06430563638043033,-0.026320223513034296,-0.011045624182950133,0.03369313010823735,-0.03890906645485189,,,0.012022595349956772,
RELN,0.06032637567902118,0.04112660578211891,-0.0009736796593732088,0.05210310217365852,0.007720656107711706,0.16188946281872413,-0.03747309686612246,0.005220683465089577,0.011291666331426597,0.032634869840652066,,,0.06219601165370417,0.010265390459883145,0.014495017620316604,0.05965845279159511,0.05383076736217864
IL15,-0.054374962980266596,-0.062332433206360165,-0.02027328502258349,-0.04230759124833584,0.07471590882717627,-0.07058213420464877,-0.020154319608683875,0.07294325147725793,-0.06842687811826519,-0.010508635551625891,-0.07153228214605048,0.012791099859092199,0.039224129022245605,0.005699374519436362,-0.02181065955436539,-0.021251313810108346,
UTS2,,,,,,-0.08925957849312953,,,,,-0.03014734372633205,,,,,,
BSG,-0.16781236806738148,0.01173592206678476,-0.023110261553905245,-0.057838923205743284,0.01348221614264254,0.11515647971901583,-0.028441273602327104,-0.05546161414497035,0.21002845082348118,-0.11088428791606095,0.008595390382205111,0.028734297211616362,-0.029153016653901853,0.025634371251641645,-0.05412227490204546,0.0015105608597914602,0.1571310400973366
ADAMTS3,-0.08235012603790538,-0.06010533033111002,-0.004179723522933211,-0.03922803992143009,0.027870250316156954,-0.20705873391079035,-0.046286054497731155,-0.018724073721591763,0.13423205587580125,0.02262159301769561,0.04212231897809516,0.05247279494578759,-0.04308532385836956,0.016953547440886927,0.11611002633372268,-0.03560701785264013,
CD34,0.12036614505030294,-0.004868285729147624,0.013222888099628488,0.056687653629330446,0.06097063558215526,-0.14703384576088682,0.05405169146037749,0.08032105889533835,-0.03297550173693976,0.06314014496156267,-0.02814114958568272,-0.0832200060130946,0.009159938663106604,0.013855123194653297,0.004912719116346966,-0.09232900487089021,-0.02079463696268331
CCL23,,,,,,-0.0307893857373222,,,,,,,,,,,
PLAT,-0.12255385692334018,0.015063316891166908,-0.04489498607073076,0.048880307491043315,-0.1257523187421886,-0.1617230892481127,-0.09938780687407518,-0.015493877680660944,-0.0567062006129665,-0.06845453431469548,0.05738018830701945,0.022445091497026975,0.01596662652204428,-0.009562688591779087,-0.018654596542151458,0.05450770231187643,-0.0024943311495335195
NTF3,,,,,,,,0.009657657318948723,,,-0.00329234504699856,-0.020740957378433653,,-0.007939160243253213,,,
LTA,,,-0.011702681766126367,,,,-0.021703893662217415,,,-0.02441079382067691,,,,,,,
CKLF,0.011205420211853568,-0.01908451662747631,-0.023071249949249438,-0.07590555694939359,-0.04759615094055964,-0.17396120039234925,0.004947250888633322,-0.038376530153830274,-0.1565616385373063,-0.10426091245764556,-0.03546415461944432,0.03700288634059731,-0.07171967108856084,0.023121022870311324,0.07215484285590144,-0.06620424503335372,0.03028364314659306
CD24,-0.07952656194018566,-0.00491913620998778,0.04389368665507673,-0.028139997639981557,-0.04388966669562919,-0.06556066770800748,0.09819810719939454,-0.12771999849876084,-0.0630453893062087,0.03601057871996266,0.06817774575619052,0.05583414182552323,0.014985110861472651,0.04992379980292624,0.11772520276223586,0.051021328833063435,0.06766477858564256
HSP90AA1,0.08994419239305572,-0.007750417891180925,0.006310068387893684,0.24618033286518298,0.13520378867160326,0.2703320130191977,0.06687777672230856,-0.022462463286230788,0.24618586681073892,0.21292414495778822,-0.019111999395892598,-0.018322880815479427,0.11454051992354643,-0.01023408104572507,0.07212198678256397,0.0742496200949447,0.17827233665297265
BMP4,0.10978594867125643,-0.022404874660429053,-0.012405528683365705,-0.029546876902521026,-0.04473901858121703,0.05959067561319196,-0.006062014173144304,-0.033918099929655283,0.04572181403896092,0.15994508615461267,0.016051056901375763,0.03905368884967371,-0.03605044870040029,0.03518217019345697,,-0.09135951257970625,
SCGB3A1,,-0.01971315001209548,,-0.02864292446513165,0.0856495469149512,,,-0.025081786295613924,0.041732420149781735,0.023071685377725613,0.01771216297339009,0.03444061922710099,,0.011633574454541376,,-0.02046081753890243,
IGFBP4,-0.020913516214753604,-0.03096650864883599,-0.008485521466111458,-0.0577968166362784,-0.04915126424990545,-0.12469650944369792,-0.03524826722473556,-0.0787397793346862,-0.08303622760531408,-0.050194826085953624,-0.02601378716499974,0.04785144205744005,-0.012765887147193993,-0.04102440222252992,-0.01908107527719266,0.08393788031459501,0.034616070788316716
RSPO4,-0.03777233136780822,,-0.01891872164369747,-0.03305859088801642,,,-0.025242949628573326,-0.025081782626835285,,-0.033861614065197686,,,,-0.007138223955929285,,-0.05916756828942494,
LEFTY2,-0.025616832126688433,-0.02664684552081539,-0.01184640850353285,-0.036921822575937124,0.008017937528318888,-0.1595240772379686,0.010245565631507242,-0.027502481407266383,-0.00011354644296590046,0.03719925197376368,0.03823339677897865,-0.0385842189282622,-0.013865980922182414,-0.005703187321041317,-0.06854742619320767,0.011089659659238233,
PF4,,0.012078526340960101,-0.010645179627101748,,,,,,,,,-0.030757073037799322,,,,-0.05785867301277022,
ANGPTL2,-0.047674652407531694,0.03221359199289287,-0.02667727702008139,-0.0807833228490065,-0.10906735241150642,-0.14812986862350436,0.07392831799522409,-0.007896569268634327,-0.16722572050019835,-0.15733969460909134,-0.013047326320704326,0.014291453183823025,0.07525067003388877,-0.07569049988230525,-0.017344797722212955,0.041531930255908345,-0.07440502814075278
LRIG2,-0.027038540741501502,0.00829621720511824,0.02318743634963106,-0.05223699194256024,-0.0022721503279086812,-0.11430862321758425,0.036117677214536376,-0.02448224672023139,0.02492144880866853,-0.05551512769066559,0.056723899268846384,0.01760699372369276,0.030594990378756497,-0.025133382975244433,0.0021902437825104164,-0.022510344890547755,-0.04800122073990097
ICOSLG,-0.06853891547701128,-0.013887998872904024,0.06296504976450351,-0.02874527678235848,-0.004216149519004888,-0.08903113214373595,0.010027530317602413,-0.016682561455857357,-0.09679534847055597,-0.08268235578487446,0.004762309224786737,0.004718462670495241,0.03237921974942535,-0.019632521675891895,-0.08485769988369232,-0.055301012664625136,0.026411169274471735
WIF1,0.5468559489754726,0.0018251763701953479,,0.12682690452107057,0.12455427337246279,0.2824396655690575,-0.019479386331877933,0.05141779111174016,0.12735718176084476,0.14693458051852024,,,,0.021236790686170303,-0.020200988302918357,0.0019243100324501862,0.2350570954141991
NPPC,0.02631479167276385,-0.002656015834256911,,0.14328764918545822,0.06494672230643504,0.0492429244660027,0.016989360261407547,0.07613916679554664,0.09356348618380401,-0.14287280373390274,-0.0038909990665974017,-0.004988495819773588,-0.03691335668068795,0.05869829043076854,-0.01634523113757944,0.07742229219874547,0.08141748728451367
LYZ,-0.022539735560945504,-0.09224273999006667,0.04212487717793345,-0.086716646023417,-0.07547635588134725,-0.12354731213035762,-0.03311591232933775,-0.03532122034223371,-0.18888345645577312,-0.036549554231603804,-0.048883099803017964,0.014091949474923942,-0.046330033367447725,0.007966329419705123,0.08723979523684514,-0.0173694033149688,-0.03521723975229463
EREG,,,,-0.04652128117455828,,,,,-0.023405297498893828,,-0.04548555673742024,-0.021406829432597543,,-0.004943279552656854,,-0.04056946136863366,
SPTAN1,0.20846066745794253,0.04815544030337235,-0.018471845529541963,0.09997410699506226,0.07133487959510666,0.1429980550030286,0.10745071855901714,0.0033647745953535287,0.21178850421466777,0.0940107576652237,0.042159720969683165,-0.0031286080595179307,-0.048454291563941335,0.044264927883027,0.04521981741927209,0.13632517722871573,0.24974813794399553
PTH2,,,,,,,,,,,,,,0.015903126271048933,,,
LIPC,0.0031218482212983603,-0.025035230919328102,-0.016021564265872375,-0.020845303443094033,0.1135319679138353,-0.07077367459148529,-0.040958092315046525,,-0.041242829163727825,-0.03834707432596727,,,-0.045309283275708934,,,-0.017764758722971803,
COL8A1,-0.2500739464048199,-0.04937242451170033,0.03471655442001121,-0.13975067434424987,-0.10441062239462554,-0.06913781508014327,-0.03271059790419767,0.06323719955488558,-0.11442209136115918,-0.11888517362013902,0.05382588285455648,0.016295280361308707,0.003417213010633379,0.006548768435741172,-0.01325297828485567,-0.0765869969211456,
GSTM2,0.017386026490532527,-0.004611942347002413,0.046486878659838395,-0.005708180056806851,0.011511822168596616,-0.024982493865342226,-0.03823998737654931,-0.006273188509939243,-0.02558330291763762,-0.06783422410817218,-0.0035326371286170523,0.004100513131056688,0.003131339236929978,0.08551973814654298,0.035175101722928905,-0.02129289827584875,
SPX,0.1842563865837868,-0.013761370726424393,-0.02849714401450803,0.21804684384873235,0.02389589133485753,0.06833973522589168,0.03916250311322733,0.005790192576622251,0.11167077908617379,0.06349164972738273,0.09966208490203624,0.015831223439867297,-0.018180347065840957,0.022899511527542403,-0.006829502452988071,0.029151466243691016,-0.0876846111705392
MFGE8,-0.17839243884853195,-0.08400871580179235,0.018507813470195367,0.11559800856957823,0.011541220417300702,0.03904735928410649,-0.04417660357656428,-0.004191540399934894,0.08168673706532963,-0.033494176162681216,0.05539124651590586,-0.047344047431133914,0.017399681361685213,-0.05522698828524685,-0.026422453733565606,-0.09614478585595347,0.13155230167852583
TGFA,-0.2561037885862479,0.021795761270063798,0.025312405607586297,-0.09332879106381989,-0.049086224640826855,-0.14714387997806783,-0.06412383850882945,-0.004587313778503653,-0.1100524944523525,-0.0769207058273155,0.035535807713414976,0.028956155993878904,0.046151052143173825,0.03846180524532236,-0.05967183537742784,0.014394474548306183,-0.1449340532289549
SLIT2,0.4175498124489885,0.012884737903348674,0.045261112302416306,0.12482687105016786,0.053315484926834605,0.16203066181406975,0.04757563124860316,-0.004497810153591173,0.174617023538058,0.11077635770909987,0.03652280598976111,-0.006683529516557543,-0.004455148638225019,0.06451722251214648,0.03849574387171473,0.04541274428015592,0.20015814867030557
PLTP,-0.07668179276841981,-0.009059316097751671,-0.004561421711488117,-0.10376797501558976,-0.014576343936845046,-0.23795539105048208,0.05716751370919371,-0.07868279890568435,-0.260179976218151,-1.1697867659165749e-05,-0.06923436226602554,-0.01261463065089143,0.010815805274278754,-0.02848279706722535,-0.04454022839608817,-0.06989767431266304,-0.07394180597662434
APOD,0.1598257417990532,0.016872978003479866,0.01696169069236132,-0.08607684044026342,-0.025111938115313016,-0.23471555785950018,0.05315093975330273,-0.09508727144032392,-0.23266107273710043,0.14828668380373028,-0.016078012641499925,0.025299607102344083,0.0018058734027110682,-0.005086384513356626,-0.04372737128253352,0.08240264669296597,-0.2494177680526922
B2M,0.08868846945466723,-0.08429477363903316,0.00021970652567536103,-0.058555358842696636,-0.14284733428587193,-0.29973375020048326,0.0981046873238349,-0.04725452985147905,-0.2812484406995132,-0.18489183388941746,-0.0702672401166093,0.07253797946736046,0.002538782290606392,-0.04571374957480017,-0.015780050236235625,-0.003175507656816251,-0.24732896265841597
OMG,0.2958598600975112,0.06328333974537888,0.05278058902223168,0.08595430318727834,0.03357556158922783,-0.015276755885066355,0.09955376545741995,0.046166860495068025,-0.01486451660466388,0.12638758623777213,0.02691117506967481,0.03800231983510574,0.02942327078239793,0.02451905128182102,0.01253078192012451,0.20472799794399232,-0.06991446176382855
CXCL3,-0.12209916926698715,-0.027563071656213644,0.0413728293019396,-0.04298684749945291,,-0.024052259578495015,-0.029912429405390108,0.005110161857568552,-0.03305834436966284,-0.017580192013399068,-0.06665144920466318,0.007845816963652663,-0.027399783335189064,0.03272143152419269,-0.011703068927010571,-0.10576833635562692,
CXCL10,0.02435600853673972,0.01583314453900069,-0.015525509421084905,0.029834047770300277,0.023237214955075823,-0.18826914712606124,0.09504195490981295,-0.03375274997881518,0.0505494122295249,-0.02793705262476956,-0.040155345004184904,-0.03158290441879628,0.016961391089101007,-0.01716593183751194,,-0.069028045435213,
RSPO3,,0.09110626866881011,,0.1434426748198117,0.05148028520928703,0.15132804361403748,0.03591584645276234,-0.02402931043115303,0.0635410530741515,3.056430461465004e-05,0.06794590856883279,0.10221544810177717,,-0.010950238512339465,-0.07739614257847482,0.15307664365322204,0.024142388301104996
CORT,0.10613248985521721,-0.025114504138611975,-0.019011616712339457,0.08685526545135736,0.05986702392839585,0.1487219797908791,0.044707205717824085,-0.023598696668467412,0.10242963455204265,0.006961464174639328,0.0893970217821019,-0.019835555735235617,,0.0359272657473031,-0.03607941666128982,,-0.007491358415040101
NCAN,0.01794331929161167,0.01797427957803482,-0.006955456863421979,0.21942841215198117,-0.05178530349546259,-0.12340982373172232,-0.010099799290821363,-0.04047721941198442,0.16627207077104697,-0.1373759201229948,0.056981773733341436,0.07357153695129923,-0.009923589959584887,0.014894254472134355,0.041665434144837074,0.17175375090848197,0.02527498011394966
PRG4,-0.05779704033416526,0.015493677966384505,,0.07175769319047191,,-0.007338536216294393,0.020872741038961383,,,0.041339139520694006,0.005564312280372201,-0.010964234412633589,,0.04477234787683296,,0.022541729908736274,
ZG16B,,0.04858869903212673,-0.01280974353476122,,,0.056767955959159476,0.04827327812027987,,,,,,,,,8.074664054915243e-05,
TGM2,-0.04695620720263456,-0.06153997052109254,-0.017724455531510704,-0.02393343941054482,0.028942887618696105,-0.08059120508520407,-0.023852274537072796,-0.04802169073571782,-0.003051046297205328,0.07648744556662727,0.005075889093714231,0.023098459191843935,-0.035241765754017225,-0.004415177350233993,-0.020205301079532615,-0.032380431893999376,0.05485656736784114
VEGFC,-0.04147053039615978,-0.037641782217789715,-0.01644820399576804,0.05984890816869224,-0.02780266568670984,0.00707110426345541,0.025366177482868606,-0.018956958973155146,-0.01379770680727821,-0.021919860517610232,-0.020048375075903655,-0.03214920862908146,-0.007690754784445748,0.02106312291276703,,-0.043378306555443794,
WNT6,-0.007411478945011259,-0.03180673492660725,0.09766142571556961,0.01752291347082224,-0.02217647758151033,-0.006003502805476053,-0.023444563271404543,,,-0.01913054737418701,0.008179168056602364,0.04352803575537571,,0.015695743780934388,,-0.006862944248827104,
NRG4,0.07989801332375374,-0.018156505056877374,,0.05788567434482622,0.03185437565816954,0.012772762817914906,-0.033131808464861946,0.018964352802730608,0.0443487637857193,0.16093327147301875,,,-0.01104436067416096,-0.05997701046919926,,0.028252763360060554,
PMCH,,-0.020926349187200752,,,,,0.030688430816249234,,,,-0.03987654579417816,-0.0048361016349204615,,-0.0019098645623669291,,-0.06422617912887495,
COL9A1,0.06046474864407906,-0.028597890810942213,0.019254792184835303,-0.042160163718711466,-0.06629154575228972,-0.06919102426079714,-0.028137021725054386,-0.009221239348641871,-0.024134521101085108,0.006251023429355354,0.04903368097527825,0.03774275308919787,0.06107739351816639,-0.017740297706307615,,-0.04495417069370583,0.0775659675267706
GDF11,0.05031093492078727,-0.003946798315347724,0.015664739399632456,-0.01831312638710761,-0.07969149252912412,-0.13549585532863714,0.003007556929053964,0.014706293815779488,-0.02996144913611885,-0.0857404011642261,-0.011137421306912433,0.05305475465849933,0.046014731598518384,0.032775823444828864,0.0877380690512976,0.07388889282813207,0.012698189280438017
IL24,,,,,,,,,,,-0.019755926494692495,-0.030266667145682505,,,,0.022227761050870525,
SORBS1,0.06573515135509117,-0.01645589663405772,-0.04314599404894949,0.048839658910154855,0.028126775215589248,0.002537930957982674,0.0024774263006529873,-0.0113983765972625,0.0065421314509689875,0.008689523585487306,0.04296023563038068,-0.0006381301417494192,-0.036002607880587977,-0.012022036605684034,0.047463366968115435,0.055243591152242845,-0.0469226446082643
DLL1,0.249810331552682,0.02061307436476117,-0.0759581883887059,-0.015154444911962101,0.013382084003123497,-0.11114309769741414,-4.7287050443681e-05,0.030587515918874503,-0.04171351285604423,-0.10149908578059584,0.08998955414297921,0.008051899098032458,0.034435046919046794,0.012720050531711094,-0.018190236226683084,0.0880870902627988,0.03894292453265707
TLN1,-0.14603519090610417,-0.0751833618024302,0.030264983962652158,-0.16126141002909905,-0.040722598137843374,-0.23782252333768727,-0.05775189173613738,0.03506188687142432,-0.1625829897317214,-0.1564673482464239,-0.08899154660557755,0.009241169772249773,0.007082240132896643,-0.016323592934054162,-0.003327666747914205,-0.11715823387292312,-0.1254208861489664
COL2A1,0.09284763150514529,-0.004256270164731908,,-0.020467713994418334,0.001588834224829324,-0.03552780763294289,,,,-0.017847504160048516,-0.009476247808792075,0.048070322978219594,,0.03955783916765509,,-0.054286098425714024,
SHH,,,,0.0349579240862737,0.015806331023893998,-0.000310785190115852,-0.043860572198999415,0.012635345576579231,,-0.017033527619984754,0.06025808863631594,0.004768167629780194,-0.00786521729772383,-0.026347048603761084,,-0.0055088356068314845,
