,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH916bulk
PCSK1N,-0.007573089656268061,0.03843472706950496,0.008900621333429731,-0.027330333758186293
NTS,,0.005029629442934489,,
SFRP1,0.02169806356737493,0.09333176097572382,0.030152029888425063,0.07653988691991238
CXCL13,,0.007361139716271063,,-0.03293411992458696
MICA,-0.017654269453073742,0.09468218629119787,0.05784113588356563,-0.019453827935179552
TG,-0.05847124591094985,0.09126237723379417,,0.13890099899571998
ADA,-0.027238987137230147,0.0655085307728848,0.03355827007058003,0.01090474995701342
LAMC3,-0.04852417621149737,0.021242044848996392,0.05416540158350298,0.009102149606857053
CCL7,,,,0.07240425607388802
NGF,,-0.01443969247954165,,0.000746742872133289
TNFSF15,,,,0.002353748843396177
HMGB1,0.05906258367532001,0.041083772658310945,-0.006184013557192794,-0.1102850832169289
ITGB3BP,-0.04692416435374687,-0.0060747992778144065,0.015296588196028959,-0.001234666812474913
AANAT,-0.05039589653976397,0.1518078179231168,0.23392863644626896,-0.024791819196889383
RELN,,,-0.00585069965237664,-0.031402693256054215
IL15,-0.05808650850817293,0.08301261117016397,0.04374890105400576,0.062119250495897435
UTS2,0.05850767448392181,,,
BSG,-0.01001863183100301,0.04630955111687756,0.034591171164741495,-0.045563103149970995
ADAMTS3,-0.05366343369739431,0.0988066876579274,-0.01503942180179274,-0.008667170200567755
CD34,-0.06385384576633929,0.06820463571595475,-0.021672631550951112,-0.03980563630329859
PLAT,-0.1161035979689258,0.07045590403586656,0.011789544311315757,-0.07063370833586548
NTF3,,0.08369042791885974,,
CKLF,-0.07258898196779572,0.035430193968737964,0.019599101384522154,-0.02523407372464425
CD24,-0.0020622441555663154,0.010588227754756825,0.06937552655376826,0.08337058805947363
HSP90AA1,0.09775716408670898,-0.08862594262822975,-0.020071020483170065,0.0751957039462214
BMP4,-0.038088210907807014,-0.013572178230512252,0.02794786161215336,0.010057475915686813
SCGB3A1,-0.041690371333301,0.015611186470912291,,-0.02828206239775922
IGFBP4,-0.05733075036489184,0.015011699904169172,0.03545029705208712,-0.027613472466209606
RSPO4,,,,-0.015649974789679902
LEFTY2,-0.10948254966247047,0.007127216830135337,0.061649285208616095,0.04818277913407468
PF4,,-0.013415302093832678,,-0.02448890342403278
ANGPTL2,-0.05844657625432357,0.11533248198321942,0.030546185212988495,-0.1155653360451231
LRIG2,0.05422570807920332,-0.018441411646672023,0.07324675011062447,0.04117306577812885
ICOSLG,-0.12833203556027206,-0.022862803870068976,0.10443178690171101,-0.043501285941304896
WIF1,,,,-0.00997750890279565
NPPC,-0.028283404551125935,-0.009591634157585694,0.1112774972702373,-0.03924138249746215
LYZ,0.0662914478876796,-0.008745402481213473,-0.028378423070692584,-0.050818410284767086
EREG,,-0.04262769798489161,,-0.028193982257247122
SPTAN1,-0.07668605416364424,0.01902902674685454,0.0042638081457042785,-0.04340136149333071
LIPC,-0.037549991510771354,,-0.026890494774624872,-0.03818897900935003
COL8A1,0.03398507829271021,-0.009446443354490693,-0.014436012438898173,0.004513534478278882
GSTM2,-0.06913808047971061,-0.03070404939985747,0.036931408755729554,-0.004235246223250494
IL4,-0.035894208184319897,,,
SPX,,-0.016656812274452298,-0.0731731974420047,-0.04599865640681662
MFGE8,-0.11660187747254205,0.0037908421868772173,-0.0045978884081863906,0.05608353084456098
TGFA,0.0011344586212397685,0.03746454068892125,-0.014749920945929505,-0.003838794328622673
SLIT2,0.05525151531666255,0.022635674886368702,0.039517514992689094,0.0022857011929468584
PLTP,0.030602278544251803,0.055169287887406146,0.010292683290043193,-0.017168063268563138
APOD,-0.01884625177903838,0.09054398961117781,-0.005501584675230351,-0.03043348760169037
B2M,-0.11508392981279567,0.11642115357687612,0.030328898079907077,-0.07903955319764998
OMG,-0.07540415552886438,0.11284183883507029,-0.017649643800852977,-0.0750797808474586
CXCL3,0.108946833036132,-0.012411493509847603,0.018866384531563005,0.07168712551453091
CXCL10,-0.013037142361456547,0.004997062504865754,-0.03266197785524227,-0.02858291901941385
RSPO3,,0.018156971114961493,,-0.010673421904882529
CORT,,0.18539995840330353,,
NCAN,-0.11248787705963585,0.025456360878646108,-0.008832327693581988,-0.012727194530661226
PRG4,,0.040157887858386865,,-0.003409199765982907
ZG16B,,,,-0.020891546198023574
TGM2,0.008186135244196488,-0.016293915659553546,-0.045105480599379764,-0.05974008688682874
VEGFC,-0.040688599456585366,0.05955615345721057,-0.03197837108334706,0.09517467508212402
WNT6,-0.04551629655347312,0.022346762442865344,,-0.021587235138702563
NRG4,,,-0.025678170084570545,-0.032463890621604784
PMCH,,0.06561784776744882,,0.036017259610583253
COL9A1,-0.07411096097197094,0.07396966863409786,-0.016536854108660765,-0.06671093821290626
GDF11,0.011325054169146741,0.008721828401267265,0.06550212551622078,-0.006580978639067599
IL24,,-0.013201401922536882,,0.0473828967829584
SORBS1,-0.02743133483249377,0.05106422614845604,0.01392542374242292,-0.002086985300105704
DLL1,-0.08059955199963663,0.03381508627301246,-0.016501935393875324,-0.035407366760978436
TLN1,-0.03206857645085242,-0.0002474325735226086,0.007654852388817734,0.024467413790752544
COL2A1,,0.1174429616279745,,0.042916179061995394
SHH,-0.0383224442461666,0.014894370422802169,0.04217625452619026,-0.01421647561024816
PON2,-0.15201958622199052,0.08157465636343984,0.038218734400134735,-0.11813588821143314
ICAM5,,0.01712088889144832,,0.009147610063052413
HPX,-0.08960371261815751,0.02012214528386851,0.023833024075128436,0.07715210252923264
SFRP2,-0.03589422931108657,0.05660026191601219,-0.017607065199413376,-0.04188395480362483
CFC1,,,,0.11248583494443003
CD70,,0.02077711347029054,,0.09407919988367894
HP,-0.10663432441223547,0.08115468754142768,0.028907789233848975,-0.013535555596376004
CXCL2,-0.05082156675248772,-0.010379189884698225,0.010134580756412433,0.07699801180072134
NPPB,,-0.03848548423542405,,
CCK,,0.04106392448867241,-0.01073932108703887,-0.031029779283870997
SEMA6A,-0.0494172416742778,0.07481539993177638,0.022487885119246962,-0.08874406096565983
IRAK4,0.09827961114176914,0.047923791308650314,0.018885357807423918,-0.03836242197242013
GSTP1,-0.028463618671400657,0.061432494366762624,0.017515076949996062,-0.08387677539122815
VCAM1,-0.08894391505094684,0.004448144040503906,-0.024568012719434314,-0.004159300226217783
NXPH3,-0.07833824270180846,-0.027204226594168004,-0.016717681145646198,-0.09236240914342153
MTMR4,-0.08828556685165821,0.013332283528734792,0.05309291789804716,0.02179228550867993
LAMC2,,-0.017337144966589047,0.13740517573583547,-0.03126151919030869
IL10,-0.008518706423205676,-0.029826400077961848,-0.023947853251238636,0.02834731966766327
SEMA4D,-0.04391162270435924,0.07624838678445692,-0.011708563064407845,-0.024611301166118992
TRH,0.07963328421169262,0.021818763075571908,0.05748125854630225,-0.049653910500055055
SEMA6D,-0.09297952557431576,0.0448910678206573,-0.027178862307053894,-0.06375149768809474
CEL,-0.020100027499269875,-0.021553039187423576,-0.027830118933808417,-0.0030536585419699354
PDCD1LG2,-0.047285740123537916,0.03447978068390857,-0.004312605781823286,-0.04422925055047957
SPINT1,-0.00701252093145842,0.010525577557452972,0.014885599825133896,-0.02614240244634991
CTHRC1,0.0068152760616558145,-0.003058242071215765,0.07019755106755095,-0.08291521576714224
PODXL,-0.14093885376879928,0.005793882570409575,0.00013608109329426996,-0.10694463735737395
JAM3,-0.016000758613234675,0.013864617643556417,0.029456150296061166,-0.07190775270734184
TGFB2,-0.05791157340817979,0.03583654788224779,-0.002482044183276447,-0.0690618739670439
COL18A1,-0.12627397725964265,-0.03066051328626528,0.02649365364263487,0.0021212676526899833
NODAL,-0.050382315482243756,-0.016306841131265588,0.004533637234701304,-0.04724940229583613
INHBB,0.0021251631814199123,0.0030815459748623937,-0.008742381594588214,-0.09516931693611916
LCN1,,-0.015399748901938029,,-0.021927288542944078
ARF4,-0.06679581673239324,0.05053901067790481,0.02203301013386765,0.03612418412642869
CXCL14,-0.035867276189304485,0.0030872037793938877,0.016633086339930797,-0.005883135481492113
LIF,0.015548490097611683,0.008964268121540294,0.03139007002325297,0.07298473533375915
IL17B,-0.02448872301483483,-0.024657407335963447,,-0.024791814218013675
MMP1,-0.03745500706496765,-0.00945773812763471,,0.09660293862986052
MATN1,,-0.010831859374712493,-0.025113529400631263,-0.022593029245078743
ADAM28,-0.024628699545161212,-0.016712011640855375,-0.03779528886996453,0.03628587239151083
TCN2,-0.115169809653085,0.037210046127993064,0.004740421442009584,-0.03726009916886052
THPO,-0.02098031476226062,,,0.02450689833990484
CUBN,-0.01923093862362822,-0.024625553005085354,-0.023028994717995667,0.00026656511251204
TIMP3,0.020248897014599254,-0.07049806325027325,0.016515791649045562,0.03565988200638202
PIGF,-0.21441663764346816,0.06652131944208504,0.009299149963763704,-0.03956002751860209
CRH,,0.05653268036195504,-0.042328538934738764,-0.01705408869372668
BDNF,-0.06736142257192657,-0.020832466601476723,0.07606395978240367,-0.009498818455915426
CCL5,-0.04202117529393637,-0.001594712898263583,0.00971511011465887,0.041842146157241404
GAD1,-0.0760150785438971,-0.0015179486399158437,-0.017050213291682735,0.03577617173597141
COL14A1,-0.016364620552368078,-0.005968180702098213,-0.029539317735749273,-6.822247195743954e-05
HLA-A,-0.03088568499056693,-0.031821037954219304,0.028613380281237603,0.014090833433988422
FGF18,,0.04418164781727865,,0.0011779914708272721
ADM,0.005515207788777962,-0.1055965601996992,0.028276706915185874,0.09857814652009779
GNAI2,-0.0834485288920424,0.017159259055904305,-0.07511025805460335,-0.0380180387609565
HDC,,,,-0.022593019012909624
COL11A1,-0.1336733138836568,0.03263505495424244,0.04854354365045035,-0.06897282694428519
NUCB2,0.02379910554598589,-0.036435623865347315,-0.043714223028501406,0.03409118031977273
FGF16,,,,-0.0003358827856317713
CXCL1,0.16051787959417393,-0.024939650829436857,-0.03774930195460266,0.019342765658232956
VCAN,0.035383218930054416,-0.00947642384735854,-0.03822312738718956,-0.022639352930051274
MMP7,-0.027970833265505604,0.02414378825449274,,0.05681829299427701
PTPN6,-0.03208408029574779,0.07003852110167134,0.0510181236008747,0.000823198135223188
PTGS2,0.061484019005687875,-0.04561272628138593,0.002695368513342848,0.09183833639859185
XCL1,,,,-0.014902750341542346
CD58,-0.05379462166274954,0.04423865620107587,-0.04716060504661179,-0.021199867618806333
TNFSF14,0.08995050599765575,-0.010360190854141797,-0.013929385597041601,0.004717200453835706
CNTN4,,0.009016228179947627,-0.03151553685941072,-0.015728986054805237
INSL3,,-0.015212285341745624,,
MFNG,-0.1781063357696097,0.06061345981051943,0.00025842483854224345,0.043738135934058404
ICAM1,-0.1375852593343429,-0.05615365917458681,0.02120057929373381,0.028930954610422437
PROS1,-0.07465374919101404,-0.05788874248541593,0.04985705436145749,-0.03729601363813453
CLCF1,-0.09175328022856731,0.03852003271808143,0.13214050595513738,0.02702337444461225
PSAP,-0.005821758700259398,0.0013298963783007405,0.015188315256895521,0.007989030365078554
EFEMP1,-0.08384990644333329,0.02040820277939054,0.0818270345442838,-0.022370370854888834
C1QTNF1,0.09912011221115638,-0.007938332067464698,0.02553346822034758,0.023142558014486284
ALB,0.046328687554758774,-0.03487617122246335,0.07184891500491378,-0.03198765890618187
EFNA3,-0.08945912654695024,0.02762095823354751,0.10212487753386626,-0.013767992780853272
DRAXIN,-0.040424337883417316,-0.05065309038150159,-0.010966989098833419,-0.04495445483309408
RAET1L,,-0.015399738809587444,,
NPTX2,0.022456212885045845,-0.00018951513447810293,0.024238472332342477,0.04135427582414108
FGF11,-0.0428213148657592,-0.00428843174978365,-0.05163242983445674,-0.0192826959145258
CD59,-0.11895629543071633,-0.020670988228532163,-0.026486162009270686,-0.028305615547934725
COL9A2,-0.12805311984832665,0.09377684987404857,0.0018352079447282305,0.00909055653277702
DLL3,0.0013222523877556827,0.054550620699477526,0.024496855293208594,-0.05210613075757562
FGF5,,,,0.014332388795142629
LIN7C,-0.04088465444545925,0.0120187065876348,0.011840646372394044,0.0025641469544539657
GDF7,,0.047057010025009796,-0.04103489876021824,0.04370770372778595
PSPN,-0.04808250403331697,0.025451779657805762,0.08238362093154447,-0.07136388037615243
ANGPT1,0.02060213406780299,0.012918487404758417,-0.03597841103651596,-0.023440991256682572
PNOC,,0.10047035823427211,,0.09211779417879584
L1CAM,-0.03914583059329651,-0.0657980451458764,-0.013850372001588649,-0.022739447833557483
APOA1,-0.023330616839309447,0.06926756207164096,0.02355493716880814,-0.048212719414521335
PSEN1,-0.0749019268379142,0.0753561420163394,-0.009229610069950864,-0.07795692906574579
CALM2,-0.025167106864103412,0.08128847544674835,0.0487585984851437,-0.12212699456174779
CLEC2B,0.08458649238103141,-0.003762744435903695,0.009340291787386826,0.11772678235271017
NTNG1,0.06457882352527232,0.03900113676599792,0.0005935393481836716,0.03479967386163075
LRIG1,-0.020619556019417392,0.031968327034008905,0.01208814291546643,-0.031874725342293984
CPAMD8,,-0.014830713606577225,0.03435569174977241,-0.024488925436518278
GHRL,-0.05166499289262604,,0.09318357101895577,0.0738533504649646
NPY,-0.04996748018902083,-0.010534072676775297,-0.013909440485178923,0.013410782584527393
MMP2,-0.05725597581725009,0.06383569837307002,-0.004808250647403906,-0.07153660806207666
PPY,,-0.04558987666810532,,-0.020425346924693305
ALKAL2,-0.046433136817019285,0.03872754864159577,0.06887622707436582,0.01086545083863771
CSF1,-0.016983416829340573,0.010776678423458004,0.05390500437889603,-0.023390200703828825
SEMA4C,-0.09738088518745723,0.05381287901277705,0.015216058998235494,-0.0020406025959389495
ICAM2,-0.10784952998655495,0.07333578348646942,0.05176157059793375,-0.0066112266618223595
SYTL3,0.012631857710447633,0.01006751569390047,0.015292042719349364,-0.02422250590564836
IL1A,0.05896832730436468,-0.03478267590542114,-0.026670486110984198,0.05811728272726128
HLA-G,-0.012109054641563054,-0.025018528867139785,,
PGF,-0.14605688759550214,0.05205201984443587,0.026316555546901384,-0.05364334741956539
LGALS8,-0.08319386290508841,-0.047292708544393026,0.05848570793562739,0.02564206532758652
DKK3,-0.10975063408117008,0.031016618355761236,-0.025600015139833104,-0.03981444401597569
COL16A1,-0.13023320185576506,0.02534288736490178,0.036714832215280054,-0.06045857615647955
TPH1,0.13754111621917492,-0.04020820700136634,-0.017750321503875482,-0.0061253641692805266
TNC,-0.012404534478196588,0.02093197596703468,0.05092552811081422,0.04748724281690901
TNFSF9,,-0.03316474308492745,0.016837336278284435,-0.05185862285885771
C4A,-0.047782145377361154,,0.03895579184508183,
CNTN2,-0.004833127027816209,0.045875939102475054,0.014503711820577343,0.059256838907844535
F7,,,,0.08733055248140494
LUM,-0.08123992392738227,0.03674351919981324,0.014602997218272826,-0.026132988416044518
BTC,,-0.022496517263771804,-0.029354630749043535,0.004498771131269533
APOC1,0.10411938096476904,0.06627842160503579,-0.02807025926730997,-0.03953065929090557
PKM,0.051106597785303215,-0.05441755829473707,0.011041579583482907,0.03683995055389744
TNF,0.06402810754182531,-0.01539974300986967,,-0.023558653187562905
GNAS,0.03216242938541841,-0.05490122937537515,-0.0005692652693551642,-0.018880857404735538
BMP8B,-0.13125703531302185,-0.020522240035087472,-0.03252587336931241,-0.04547080305176221
LIPH,-0.04068862292467791,-0.017169388596533157,,-0.02451273629620608
CCL28,-0.006716922680113743,,-0.02364820159215139,-0.035643202781927605
PTPN11,0.036408808505153066,0.021980753780924567,-0.03734731087649744,0.017468971813122385
ADAM12,-0.15374993674935916,0.020180154487624925,0.050001022583878216,0.02767465207483782
EPO,,0.0272794839399142,,
EDN3,,-0.024426044907055283,-0.023333300818334415,0.018016856403639696
CCL22,,-0.016306833940730934,-0.0293546320481658,
CCL2,-0.06830957673933366,0.018217442334094485,0.048729338539734324,0.08186593857104688
DSCAM,0.08972686465283498,0.03619179492768841,-0.03961047735875417,-0.035020249141804315
ANG,0.07220058890814766,-0.06183957602415543,0.045610472834102765,0.022352377049409563
FBLN2,0.013671695435646135,0.0020847935200038474,-0.05800395824878729,0.050025771409881035
VTN,-0.0353273666731351,-0.012538905284009935,,-0.0381889807639575
VEGFA,0.08427762292223981,-0.11019827736270903,-0.01611815707568843,0.061157803473315085
F10,,-0.021415304757946063,-0.025397284930369815,-0.031016161821862398
SERPINA1,0.09072919003864216,0.00653442290025648,0.07606432322914214,0.008379132511394322
VWF,-0.0972431310232069,0.006365880205856085,0.020769119467600582,-0.013393386382898866
GDNF,,0.003971743338858503,,
VASP,0.03696568663076389,0.009543161632941399,-0.057474917093168196,-0.058200836598290756
ADAM15,-0.0590852285018282,0.018057308573015886,0.06234091236016772,-0.010948436905478306
WNT2,-0.04505247775131709,-0.018314068565653045,,-0.051062626603544936
CALCB,,-0.021690010947941887,,0.020080042948376026
OLFM2,0.026081846709161405,0.017678902355188843,-0.03935590914680295,-0.029880844883386177
MFAP2,-0.07907283814321409,0.03794028726996798,0.06506485170449347,-0.06852804425872741
HLA-C,-0.04177033582302767,-0.014186100432101667,0.043160557795382984,0.028484454805932338
THBS1,0.04081089421722944,-0.011604542227213594,-0.009792097770814946,0.016018596799073716
HSPA4,-0.048378426293883156,0.0003210486367409868,0.06758528154990376,-0.023869150981962607
LMAN1,0.0971818504092753,-0.03065496895149864,-0.04159769119010178,0.09604057779587213
LYPD3,0.06162152517715023,-0.021535295529332,,-0.004336606741101281
APOE,0.10836464056195669,-0.0499194902764094,-0.004548536208054333,-0.03887194166239607
SOSTDC1,,0.015211577817639167,,0.013766513627914197
ANXA1,0.03641396138872333,-0.013131511971262553,0.0072528286284192865,0.0680281778856331
WNT2B,-0.05332108176522674,0.009791155479785952,0.010726258896909148,-0.05055764679792599
AMH,,0.03220274133417892,-0.023648198576503014,-0.02164155442901537
GDF10,-0.07264940865654836,0.03480266735921062,-0.029846682418906346,-0.03798225012550395
EFNB3,0.032348381724549354,0.04483276741469813,0.04254497988739007,-0.002116204398868311
LTB,-0.06332809400997362,0.023390379408468685,-0.04834320669818427,0.016634941740829207
ANGPT2,-0.07972428869716601,-0.001326734979708167,-0.052847335133896174,-0.07108656632089252
NRTN,,,-0.029846693126263084,
ADAM17,0.021253047682920256,-0.00022043347264737693,0.03562253043110213,0.008209333642250422
LRPAP1,-0.03025683732023623,0.01131386372088604,0.03548421422853726,-0.04936158610517746
NID1,-0.08865618086252322,0.025455462223746464,0.017507682031424093,-0.02911280848705153
MST1,-0.0022849146064103766,0.007815739872924632,0.046511296976893074,-0.00458361282990233
IL13,-0.03645340454882283,,,
DCN,-0.08024611214050227,0.00865078506075183,-0.020418298972266588,-0.014575631591674052
IGFL2,,-0.017668264616709808,,
COL7A1,-0.18540219377303824,-0.03959476124359198,0.024168637503054608,0.02626519843502134
CALR,-0.13465578369393466,-0.04274827096481849,-0.014498231156884207,0.01496665680945059
PIGA,-0.05702280806530507,0.0052880333924113666,-7.625851742719063e-05,0.09473658750166443
CD200,-0.07644941267541305,0.02574139115217203,0.1132915256402305,-0.01783376386861255
GRP,,-0.01665681341340888,-0.03266198269813266,-0.03520402672925004
CDH1,0.09245767614691923,-0.009489796154948217,0.03511114420675076,-0.050986334260774376
LPL,-0.006336959406083852,0.01779243115578292,0.03836258926512144,-0.07146953172308354
SEMA5A,-0.032009666890334104,0.055075952997673844,0.07442132198899586,-0.05493601578023875
SEMA7A,-0.023020363425970917,0.05800765163540143,0.0732582036015242,0.09312690346657129
SEMA4G,-0.09941243766746799,0.01778252554181309,-0.01283885427929318,0.0016710154229483383
SEMA3B,-0.027116626872446002,0.01928545956337332,-0.0017607200067579919,0.0291246752284932
RPH3A,-0.09401993143269209,0.10517714929116748,0.03250110459876855,-0.01675302625137268
JAG2,-0.10203654454074468,0.030455374983962936,0.05147947529497828,-0.03892555452482821
CGN,-0.023937383380823817,0.044402649287554254,0.020962453132614765,0.007471572839017726
GDF15,-0.06410025743601133,0.0024269496810462197,-0.021223305136558512,-0.05310038304483594
SEMA4F,-0.027432690481987734,0.031309077465379434,-0.0017989123802798308,0.019358722199786335
NXPH1,-0.08941285472392382,0.06104887914034565,0.00880164385725261,0.03297308594076207
ARF1,-0.11329455220134584,0.03157379426801517,0.012358685009566005,0.015021735210450672
EBI3,-0.0774891804703314,0.005733530640399615,-0.0032555163131752604,-0.013450015324615747
TIMP1,0.023575883353329195,-0.06373509944653775,0.003963192388476659,0.04181386011849231
SEMA3C,-0.05427398424733357,-0.016897451896797925,-0.001443652787323846,0.021271005053686745
GAS6,0.031043769525460584,0.06918446380609382,0.07047980124368014,-0.008939006792260682
MEPE,,-0.02538264800627459,,0.03600863645304219
SERPINE1,-0.01583565074263139,-0.08049104680389238,0.09787999672077087,0.024896942149906193
RSPO2,,-0.006899648640233796,0.00514456892085865,0.043040616769697324
SHBG,-0.034752458599845715,0.05263726586140439,-0.026085390153906617,-0.04252923194438854
LGALS3BP,-0.13166885749597645,0.030801189325754572,0.04884414757038109,-0.006678928553721028
LAMB1,-0.037190274261000585,0.012272663719928837,0.045077501514337995,0.036436659088718466
SPTBN2,0.028197995592779076,0.06867575244344755,0.07649973936832787,0.06435619696281027
COL1A2,-0.11357963948879604,0.017314235519920746,0.054481240248900775,-0.011862416145621637
DEFB1,,,,-0.02924819847072059
CEACAM16,-0.043157298064403195,,,
WNT11,,0.04249764100425311,,-0.007687650586749878
LGALS1,0.11537317335665007,-0.06510433196872903,0.04127771682363453,0.07070873817370373
BCAN,-0.04372403053272835,0.085511440359687,0.016341294679182605,-0.11743218365681084
ANOS1,0.004289289844577681,0.04540259778308985,0.021273698863380652,-0.09128265739488342
EDA,-0.04866531121878066,-0.02746255259023471,0.0026784722705973695,-0.01343616621285501
FGF22,,-0.01682926812800684,-0.03197837196010789,-0.036508192696824746
SHANK1,,-0.02141530250940723,,-0.039611331508885926
NPVF,,-0.015212280030917187,,
RAET1G,,,,-0.024182501035600292
TGFB1,-0.031139962386109166,0.015818048543487895,0.027845730536179888,-0.05885754149017861
MSTN,-0.05808664924965307,-0.03128529229687179,0.029894836518021394,-0.002226477741668802
WNT4,,0.025538609837432745,0.020034112472463235,-0.01875648040064164
TNFSF4,0.09747996824299598,0.0739139655154049,0.05737155843167869,-0.03310954341204826
NTN1,-0.06060376087320775,0.03324993864880369,0.03325622485326947,-0.04889591314371621
CXCL12,0.01657390668064428,0.01313585852380312,-0.014019696222739374,-0.008987031882544403
GNRH1,-0.06655498777067255,0.030057768539598472,-0.023344984505417762,-0.0024893191025636306
FGF8,,-0.020997339747891537,,
RIMS1,,0.009360396021898604,0.001131074540135369,0.010617600498482932
FGF14,-0.009429299276400559,0.004312708029674959,0.03603058607708301,-0.08005037355510264
IGF1,0.04149371933555415,0.0517779595943694,-0.028122541203744356,-0.05695835605551006
TNFSF10,0.03572063900381724,0.09654573360737166,-0.04996918767167568,0.035094925818935016
GDF5,,0.07320932713672933,0.04826997057511627,0.043026353335245154
CHAD,,-0.0008345949448865326,-0.005567207587311524,
RGMA,-0.09245664216532662,0.018312033312808552,-0.018053241598440933,-0.026259151450666176
WNT16,,,0.0014012596241892597,-0.023394773811288145
CX3CL1,0.024919165393886913,0.05089446549491032,0.02538348548757715,0.01335570972353242
FGF1,-0.05499617341680473,0.034131936240738965,-0.016242147856243484,0.04467276870959045
ALOX5AP,0.04887586150019764,0.020475048741112282,-0.04901493020138823,0.022138894140686947
IL1RN,-0.06513297237306348,-0.0379588996946873,,0.009421560578618957
PCSK9,,-0.0161292197640792,,
NPW,3.6662570540750795e-05,0.000315345716340212,0.05984165164411581,0.03264878589693133
CXCL9,,,-0.028091241942198714,-0.050012417198495085
ANGPTL4,-0.04100693282436326,-0.07940931096858603,-0.0068918341751895125,0.05934785623293656
UCN2,-0.04017984680705956,0.0016633139631003816,,
OBP2A,-0.06900036312997547,,,
COL4A3,,-0.012763380692262375,0.05693785540943784,-0.011591894537962276
NRG3,,0.058756613443221396,0.04277066998500309,-0.07495509123835901
IL23A,-0.017500367578512362,-0.020714562107716248,,0.04977160625397726
COLQ,0.004328861170062777,0.04817418873251963,-0.03497978706500941,0.033448672746700776
SCGB1A1,,0.05985804445206518,,
TNFSF12,0.10269157059775648,0.012501546555151122,0.08288762341051602,-0.009866684842433214
DKK2,,,,0.05110154716680938
FYN,-0.0664294195532593,0.06185693606920328,-0.044415797538027366,-0.07001445035777494
ACE,-0.10217697872536036,0.10079247729010708,0.03606944615213893,-0.01757620926532514
IL18,0.11838589176860657,0.11680657768736517,-0.07540188651327273,0.02405251434616576
PPBP,,-0.019093327634110337,-0.008620220850388046,-0.027103091321883748
CCL27,-0.056460692968276376,-0.008392241046810042,-0.02960157240312134,-0.05015470374285409
SERPING1,0.05582475813639345,0.021622395103518453,0.001380839100731618,0.055835275931103275
AZGP1,-0.05013349029106228,-0.050020020024096674,0.031815608213689096,0.056345090451212165
INHA,-0.054942682471571636,0.04696815131667596,-0.023947845160395095,-0.0200187802933142
SEMA3G,-0.03968019071612882,,0.048311267625944496,-0.004410513856627774
COL6A1,-0.03699580973292481,-0.007651712662805238,0.07849866880275905,-0.04190163475770624
FGF17,,-0.02038202077538,,0.024101684803772103
TNFSF8,-0.021393124162788525,-0.01766826271579666,0.12238637846399981,0.03844176934123139
FGF20,,0.046822069334138135,0.026435652628122776,-0.022593034671234673
ICAM3,-0.03764819850052925,0.05650087660553298,0.0247428049893078,-0.0054316897034245104
LAMA4,-0.09367111866008275,0.03969545757344561,0.06923461595171243,-0.0474899852655153
DLL4,-0.012570385426128533,-0.0355470590980592,0.07635205835682485,-0.03136907565466538
SEMA3A,-0.08653837895715713,-0.022365211599662822,-0.06303516726410288,-0.08778080904232209
RLN2,-0.048665254051936634,,-0.006660297714378631,0.050561368907302284
C5,-0.06390038505250024,0.016005971438399325,0.03515754174699776,-0.03700341563916935
COMP,,,-0.025678165956518128,
