,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
NTS,,,,,,-0.0771362871089059,0.025669481949101507,-0.04720398556068675,-0.030748756168526258,0.006801536419959817,-0.061297063514363974,,,,,,,,0.06337170576655313,,-0.0346877923377631,,
SFRP1,-0.05959220432737343,0.017519849635004806,0.03781711684406429,0.010477667682734051,0.03391458475855466,0.07305428548448757,0.060833411160738954,-0.07282520188731068,0.022581953172085306,0.04781463925718008,-0.09888164436758505,0.04567160494420743,-3.7741800582755034e-05,0.0006885129218874716,0.0063276651169931735,-0.03301002262433882,0.09030054871558729,-0.007585486636021624,-0.007049033744694766,-0.04475520087005713,0.09093195073026078,-0.000371160083869793,-0.056043012929253115
CXCL13,,,,-0.026963796676447417,,0.05837269602162413,,,,,,0.09303263263670657,,,,,,,0.04767815813170396,,,-0.06588714947742048,
MICA,0.04695984002051757,0.03242346730748655,0.13037170482408678,-0.01743838613494281,0.030876668952123657,-0.03269908736365259,0.08656030379696619,-0.08129179186452505,-0.021108563374016374,-0.032240326836081586,-0.015480760682423341,0.038702582465054466,-0.07503564226647282,0.0681138420974446,-0.057549802232584345,0.023502971541817984,0.011273493992208368,-0.07952535558165322,-0.022910586840665575,0.020891795580962963,0.08574138353028529,-0.040542989154139765,-0.05278127771234567
TG,0.053465208398009965,-0.03846848198602757,-0.0770983062807686,-0.02023078643256276,-0.04366770108124534,0.013905242705074351,-0.06126378544366744,-0.04635102660576183,0.030428946339872892,-0.022133147540170588,,-0.0008099103755999423,0.017431211651661307,-0.05511215806214998,0.011370698913352848,0.06712288106960321,0.08968946296300855,,-0.023356483903440625,,0.009110014169155998,0.07669457524518039,
ADA,0.0167644799238179,0.077623737316207,0.12438738841501308,-0.03345136421049221,0.016549925981366675,0.027669683458882238,0.04025392048521793,-0.17737419362492912,-0.04218345515967434,0.039630214557896004,-0.07832011556015893,0.1389555749477016,-0.029115562305667458,0.09048746032977409,0.05849005519783639,0.1878326844734929,0.11295871013872859,-0.021792987442100693,0.07438568279093828,-0.04029453076855607,0.11044666314526908,0.038630767867688084,-0.05248395685054086
LAMC3,0.07061309785193125,-0.015968353591779567,0.1318000262465788,-0.008739588679293628,-0.002817860506293252,0.04856096903826429,0.007096001538943516,-0.12926910777357414,-0.05134180929789004,-0.011697645836637752,-0.05795941117034043,0.10329691315261999,-0.014239517339872573,0.17104443693954868,0.2960469120192999,0.06878844895486091,0.04009389176507252,0.02517640636697293,0.08993742779626562,0.056222267854673075,0.08531125987691568,0.013552040258835244,0.06045275252803415
CCL7,,,-0.030066595121388186,,0.024035748690847788,-0.03451530954321593,,,,,,,,,,,,,,,-0.024546111449838724,-0.01566912413488189,
NGF,,-0.04171237950591338,0.04949014893464175,,-0.0705032009289339,0.043514161823061476,-0.041866864915410154,,,,0.06537387099431512,0.17259340976388116,,,,0.0234893495257419,-0.018204115997142195,,0.021192437504140946,,0.09160419380253262,0.029113278610287476,
TNFSF15,,0.019877381336545805,,,0.024708663499015293,0.04643456985025168,0.012716711012935953,,,,,0.05000751363890834,,0.09097951725699688,,-0.04831849940040371,0.03332497562565738,,-0.01762297049560499,,0.06476350952344122,-0.012533975781909741,
HMGB1,-0.02379867638733926,0.09016338126541545,0.060569290357832595,0.017761613479071296,-0.010768838938668332,-0.01408986560250994,0.035474662071680554,-0.28735939748387845,0.03127416446274363,-0.01649658549279557,-0.048551450867658705,0.1556830681118828,0.0040619451222733,0.004160943373498876,0.1362615798988932,0.014033122416498553,-0.1308235142225175,-0.010735121987073748,-0.04882223324626927,0.004026678741462504,-0.0289726648012657,-0.02734492868781301,-0.10851922850828576
ITGB3BP,0.05156999629592061,0.05963458757936815,-0.01148423070265198,0.004811869384742164,0.05400396247534597,-0.024940879731904,0.05315182020333822,-0.16682992961905868,-0.015395532427927466,-0.0538476987626942,-0.03169415742218856,0.0903670297784577,-0.0329967417044165,0.03176606401487149,0.03186502502569532,0.008793468348433857,0.09387131722808384,-0.037462341815121425,0.036691738355849775,-0.03684952889933297,0.04236422202991071,0.011829789440146033,0.012801865893051335
AANAT,,0.003930622004739444,0.012163825146009475,,-0.02748458335452674,-0.023026599609909965,,-0.02334592711578807,-0.01970384463691931,-0.013614741163886694,-0.045390782961056614,,0.03488497529658133,,0.02773121166150551,,-0.036365385776205475,-0.029349825356773416,,,-0.025970809540243073,-0.032179754326274235,
RELN,0.025012926944818322,-0.1042601479167422,0.08869755176129145,0.0282536405413764,0.01056929264451384,0.04733124714890656,-0.01640404004129487,0.14517681248913905,0.00654599818749386,0.06029485827023816,0.02519731065491777,,0.03671473201866662,,,0.02144000873227475,,-0.008744526742766816,-0.021286638516352565,-0.020067634381137955,,0.08427135868345342,0.11605636150516674
IL15,0.12079216136052244,0.06277155369556893,-0.005064899844043956,-0.025773712402095313,0.05041237632752937,-0.029092516384482358,0.0053410413924543845,-0.0747784191057552,0.008884520501654202,-0.029211754299760997,-0.006770414602196469,-0.015187813984644355,-0.018091365256010305,0.02642419524881373,-0.0650217598744745,-0.05840898352948324,0.07050507621673989,-0.022138587453757495,-0.0335953918738486,0.012444945525442962,0.09560751962656885,-0.050233517569058306,
UTS2,,,,,,,,-0.11427186953723262,,,,,,0.0646809320709426,0.025944894144743432,,,,,,,,
BSG,0.28242771464185834,0.010240493874855183,0.04728205483600758,-0.0028027006580793917,-0.007323645142327892,-0.01961595006836018,0.04669094247033946,0.1509127692258404,-0.04084471349710843,-0.00028707380613900114,0.17616403252799145,-0.04088407995442093,-0.1384378454515911,-0.034454439331201375,-0.016051014967463945,0.018504808538394424,0.09828444949949151,-0.029671879115481647,-0.018516808985265122,-0.020924983239344913,-0.029982708169260124,0.003214720308455515,-0.05933359271595172
ADAMTS3,0.15130015553680787,0.04564659526302539,0.11577503758698823,0.04268611446578366,0.014552605390621441,-0.03746861310259563,-0.03122783129997141,-0.26224827056890965,-0.04771812968387702,0.027304781043286257,0.0242277527738498,0.03884748763395877,0.050798703171304735,0.08088108988338209,0.05922401159376323,,0.00866277973068456,-0.03329262070599139,-0.030968823699012528,0.002162954339370372,0.02668432379274136,-0.014716176253893045,
CD34,0.1421780295860707,0.0047778925353407975,0.10960129082043923,-0.02900656396485533,0.017340504074031465,0.03026524438780539,0.08356534850142115,-0.15611816136584367,0.031820921583961034,0.08169085451327215,0.027844994668459966,0.1290264847192559,0.0036104581010774402,0.10416075881122092,0.20135942858933817,0.1520692052858282,0.0819111148270667,0.022659434641351974,0.047508551768707434,-0.02753484939470296,0.13858576333095227,-0.0010452079686946157,-0.09214242109943015
CCL23,,,,,,,,-0.03941717773603006,,,,,,0.15348389087987604,,,,,,,,,
PLAT,0.15007155211368484,0.13288199407012524,0.15523381505780104,-0.013794874183978106,0.04685110611208409,-0.005571986804704088,0.08013564261069021,-0.233233976512767,-0.12559184878784807,0.01568352039410059,0.044647097056455406,0.0036670587978650513,-0.020429544038689813,0.1077532877786398,0.18481835789155868,0.04821533542895805,0.11581514382493316,-0.026834763574523968,-0.020767579790345325,-0.022112250187604134,0.09165485938350694,0.03525535401922481,0.12920305766477033
NTF3,,,,,,,,,,0.029624228843195943,,-0.03544116002001817,,,,,,,-0.061089353704243815,,,,
LTA,,,,-0.014877783932766377,0.004365263916596525,,,,0.012375417292295418,,,,-0.011201231224886258,,,,,,,,-0.011211321725944362,,
CKLF,-0.02069970569566371,0.1323614918468186,0.04029025218606392,-0.01247396424284766,0.002355641233420955,0.019165249197644216,0.08981654997039477,-0.2599561126741077,-0.05478509456752708,-0.026510534491912683,-0.1355678868408913,0.1458876361324677,-0.12063613757212978,0.06558464342339601,0.03949899725607897,0.09012703307498089,0.15474559167352994,-0.03672489010881797,0.004766716285568869,-0.04593204957648826,-0.04570373489017328,-0.06839870254059593,0.09627239230388046
APELA,,,,,,,,,,,,-0.07775241905598414,,,,,,,,,,,
CD24,-0.08359016902132808,-0.10698361024171425,0.04042471162947088,-0.04349912469634172,0.04613935763415983,0.007522293690142828,0.0900746188115136,-0.029237917619540445,0.11221451580697928,-0.09424711414709953,-0.04589346277861817,0.15600018221747503,-0.029149610107659263,0.08463705756755253,-0.00814760433242459,-0.10319678644114594,0.13785271887337522,-0.015473798002082205,-0.08133781620029035,0.07672895942164672,-0.05772780469600383,-0.007528799617119937,-0.02340261918537023
HSP90AA1,-0.18035097379068454,-0.15347666283732464,-0.09159754408359992,0.019892101308276344,0.029943105910609297,0.07542371158567068,-0.061597254339821564,0.31289789529448264,0.040683477340604415,0.02308607564514632,0.3094000789443041,0.034505638781672725,0.23014642001275445,-0.11039785265259297,-0.08240975899316227,-0.04072760929424531,-0.1604736998133764,-0.02100254224746404,-0.04507771457136406,-0.025328083856593634,-0.08266722227305145,0.07728990877396345,0.1033853797431535
BMP4,0.038758402876141705,-0.047893857065533355,0.08935871411539134,-0.0157713231045112,-0.006214481136221396,-0.03618981554769016,0.08083734968921173,0.07900533138746273,-0.022859825735982824,-0.01375930542367454,0.05649843622135458,0.048121752371875263,-0.025474174568576605,0.11016198643090497,-0.04263576116556067,0.00814927639413574,0.04007314254967655,0.055395636893873695,0.043760321902084454,,0.07556154971771123,0.019785417664557402,
SCGB3A1,,,-0.021902848005262807,,,-0.02742183751083722,0.026080115776839885,,,-0.02152066216274391,-0.021571657965009032,0.022822329325142082,-0.017677271510332687,-0.04635209165810783,-0.02160913548218075,0.05189110515319754,,,-0.03659734889631111,,0.143792591447148,0.018588192957838708,
IGFBP4,0.053787513425128726,0.0006673947413003372,0.19007328609442584,-0.018506172397381834,-0.013636776902627233,-0.04741604099552212,0.03035876483395529,-0.19000232148478566,-0.05218691914259244,0.0228343842690921,-0.067467090331675,0.16345043830858014,-0.018194456421608964,0.14862010148366078,0.2490437896441615,0.08877556392310804,0.0751955089013288,-0.025274699646913246,0.060924188545725656,0.17599550812529935,0.15512815609696354,0.058710699619119025,-0.10956094694842812
RSPO4,,0.07925168550209362,,-0.024051636925973497,0.015817926514260974,-0.031649258048771785,,,-0.015678811683722826,-0.00855091460507335,,,-0.0028979073688937553,,,0.031236300777989192,,,-0.009689615555821067,,-0.04609907883759069,0.0075758558130749444,
LEFTY2,-0.06125363616678344,0.13506652539987454,0.1800972336525829,-0.015060505755612534,-0.0009546495939466613,-0.03352314457653288,-0.01592512851760858,-0.19261316797594344,-0.017740985888465243,-0.023597665813237023,-0.01907664659738609,0.010617844410429763,-0.017393581120117976,0.020018152555430904,0.0896798851495154,,0.03361677712060242,-0.06065388320657752,0.07563321742214277,-0.061149419026209316,0.06956119969600796,0.02992944709926978,
PF4,,,0.009720881129305114,-0.013533366589180494,-0.007099472536245718,,,,,,,,,,,,,,,,0.08205835484413673,-0.006763449999647436,
ANGPTL2,-0.04316047704021181,0.13687437247743603,0.1561693059158382,0.03158535804361322,-0.0037903794185422967,-0.04270892893279025,0.08016114060677831,-0.24418319112144088,-0.0015998661354963673,-0.055761004502441744,-0.146846212143061,0.006835922987758985,-0.13650177927475296,0.014580821010623706,0.02127934919672508,0.045985037477162545,0.07756504365900176,-0.021827135060526325,0.020567016147459153,0.07162119990987069,0.08666914999356536,0.10641742433896763,-0.003223555997285808
LRIG2,0.06300949473348787,0.09925272770477386,-0.019407184899255515,0.017913658404429936,-0.058513405483694984,0.044723109325007324,0.03542588936627489,-0.11983466611872991,0.03712453404013163,-0.016521495246787178,0.0775016144931221,0.11268196108090733,-0.051917503539984464,-0.0029514584832689627,-0.06815472523582691,0.021663774587059703,0.12045081990138486,-0.01609387151356469,-0.00756290709368641,0.1386972914976232,0.022489878777004785,0.10231238692393456,0.1423859489409756
ICOSLG,-0.11760739444131883,0.016945950252198607,0.18033973070885398,0.006857420075711296,0.006183343728507285,0.003774095346893292,0.06923534960296614,-0.11485188864618236,-0.010911856584560663,0.040655739182916394,-0.12245362748432093,0.04590269278125805,-0.08060727083440092,0.04350625384661209,0.05786419071260173,0.1077929452579738,0.07339812963159399,-0.008574296535310402,-0.012233755895454966,0.02855428272848261,0.06295860573558723,-0.009997225367808223,-0.05579552146170532
WIF1,,-0.04933972209150689,-0.022032236705057533,,,0.02919349564304843,-0.03340297939526831,0.2694843385843419,-0.02535608440152209,0.026079916216298453,0.16846716869006836,,0.19798519685512472,,,,,,0.1616325150323395,-0.013895323394624527,,0.10950604302252467,0.1525862143531528
NPPC,0.18047837003082953,-0.027425871186323714,-0.020450838314425984,,-0.06594643607316066,0.04048348045129058,0.022426190186156048,0.019686559788823613,0.06273530320029203,0.059384053041822905,0.06521160223290944,,-0.13834502491838185,-0.004117529379304619,0.051106448617435754,-0.13071011257312173,-0.06881777758988612,-0.02784442472212999,-0.036521921358097086,0.022311476537872053,,0.06649794260560601,0.0025644538205598175
LYZ,-0.16658479322971623,-0.07476778469894968,0.06515269813389009,-0.027630624076900614,0.05144046724688365,-0.0390217662633832,0.007441208803497258,-0.18738668011921056,-0.054643514005976036,-0.03041898662128695,-0.23531121818572162,0.05389084417545843,-0.028066353562924706,0.09987233189379599,0.058366929736598384,0.057110752748226606,0.031043089883452064,-0.0032037438644380565,0.07282615792099408,0.11654320187033824,0.01904396841100836,0.031325177902361064,0.09319773168213243
EREG,,,,,,-0.044538015478051994,,,,,-0.030410367224615906,-0.016743821254945647,,,,,,,-0.030697951369768234,,0.02406265257285038,-0.010230978892813039,
SPTAN1,0.2247186990175706,0.10892742572506318,0.04825269323130589,0.05150122746639496,0.022786971031525483,0.04056661388578433,0.00361515618715953,0.19353579277486874,0.03789048155566372,0.004224229108783544,0.30447697460602846,0.04061748449799923,0.13763048891754623,0.009635835225128309,0.11727822806724192,0.006453140683222826,0.12169274744534272,0.021293643107217278,-0.007124617777724421,0.026463052389642954,-0.009534828897331432,0.11190420706650758,0.13379797157152323
PTH2,,,,,,,,,,,,,,,,,,,-0.01919837483466933,,,,
LIPC,-0.013170241100333316,0.11293183210917186,-0.01093562618004363,0.012780603606970751,-0.0278154574292469,-0.03064169096107567,0.028531733182492032,-0.0230574298113494,-0.005782987822831442,,-0.050487149784751384,-0.021425466785632778,-0.05673625604019494,0.08018642345379441,-0.04203328094609777,0.008735835378176479,0.1153848448529322,0.026921772636989413,,,-0.025124376801349785,-0.05402426740531031,
COL8A1,-0.08781247791942767,0.1850517740072495,0.15098926302955915,0.05534932515051075,0.011119134924859329,-0.06093879369965021,0.0631586627870084,-0.09096585531314005,-0.0409231559918792,-0.05796757478992444,-0.08458093040032337,-0.10960301103524742,-0.12483421073151281,0.06893547979473903,0.10303306141350067,0.11516908670356531,0.06731046487096466,0.01762205240325782,0.06900368328450826,0.08608333891349075,0.0026064632443166262,-0.07226394754997367,
GSTM2,0.11028334626840579,0.05928940605118425,-0.07024312429583662,0.03844142280547525,-0.027402801172914826,-0.037366696760650416,-0.048480476897924375,-0.07993351404876207,-0.027556318606441806,0.007279436615775765,0.037084793782478954,0.01118151942400162,-0.04727256223436604,0.005339422396014207,0.13395170358707256,0.0706384195949527,0.04503773726877619,-0.04919839746088151,0.02174223399629236,0.040808983794805874,-0.025666000938309785,0.02441005214346781,
IL4,,,,,,,,,,,,,,,-0.04017980500785065,,,,,,,,
SPX,-0.09807514221126419,0.01464730118466036,-0.009048336346485419,-0.02394259244313904,-0.02950051069297042,0.08099952942049438,-0.041671826767880525,0.07985423214983547,0.06996403042899918,0.020510778552604726,0.04513601406906504,,0.14243987944762482,-0.026705928561590073,,,0.014986073207478,0.014118786372997632,0.030519459379600728,0.06432916471195474,-0.033127267290642276,0.06988601222180392,0.002591795824307808
MFGE8,0.013999689131658432,0.06388804475532153,0.11417282274983943,0.033503032356619944,0.03050647935534229,0.04286592997330636,-0.00024329862631439233,-0.04524035494846506,-0.061379593326503744,-0.06144203610544279,0.09097111219601932,-0.04590568731982675,-0.10855479748201498,0.09649359103787378,0.15893163774560945,0.04823221083889481,0.1539350126302058,-0.015150139968394594,0.06695073169764149,-0.11841441055251732,0.16072452130613507,0.01164306857009928,0.041410042450184294
TGFA,-0.11649094561000393,0.05614179235816808,-0.055543483588589265,-0.06511358970687262,-0.046145250271970986,-0.06364044922732465,0.0936796966701078,-0.2027852278827144,-0.09341710766469218,0.03763355202207499,-0.2059144778073931,0.09286088145847463,-0.05016043339853211,0.056844491820787386,-0.016803626120772724,-0.037263492353908696,0.050011159036584096,-0.0676877981001561,0.015798820178363558,0.023661907976745167,0.019041446348164976,-0.006456510149142689,-0.03309495111813017
SLIT2,-0.07679471634588013,-0.01670984893175152,0.0756379012753921,-0.03528783186959844,-0.0019885847695428225,0.09151067402947165,0.06469420004052148,0.1818866572219688,-0.004902445261518732,-0.02142184607002641,0.14683415261425375,0.004439360245724886,0.16819767528038662,0.11983470781885375,0.06902574948691759,-0.04823258430372498,0.06065365226771805,0.020358579396358267,-0.022184317154189885,0.09219912306307215,-0.007464019344143885,0.030781134275263515,0.03150097773526679
