,UKF248,UKF260,UKF269,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH916T1
IGFL3,,,0.016644684159490653,,,,,0.02482415431062579
BMP1,0.03909827504280687,-0.025816304647020234,0.05716392228955875,0.010096686025669963,0.07755569982903128,0.07630437603232573,-0.06032990824338628,0.05197251402354358
NDP,0.023208008226984118,0.0030459508992346693,-0.021905996752094724,-0.023438257071126345,0.10842654716523946,0.009474633569698661,0.04925300805939805,0.026800417590757172
TNFSF18,-0.03453844005910055,,0.08022950542984131,,,0.09842390784850397,,-0.03240563222803146
IL36G,,,,0.08846262552783488,,,,
RTN4,0.06334776929337096,0.006188802152133521,-0.024172817400390408,-0.010320952700306068,-0.019596776426866643,0.006693389163372423,-0.015371375676744342,-0.010370680512298797
HEBP1,0.006393119660333379,-0.02425157868996361,0.05770635802627013,-0.01605086632253956,-0.004756085207563128,0.015159625224933576,0.017928984161474117,0.04024523603275746
WNT7B,-0.027949261797333685,0.06713392560300488,0.04183189089618575,-0.014672966495281657,-0.03090541450101951,,0.04518334862222128,-0.04100439906267207
PTMA,-0.04216012331510344,-0.0035933625741421536,-0.05192718942907974,0.04996384193181583,0.043669557674261346,-0.0943358350473397,-0.07033048304688376,0.053899562665074535
FASLG,,,,,,,,0.158076717276481
CEACAM1,-0.006281377910885827,-0.016207973365720572,-0.025479864269168085,,-0.04892162797069506,0.06488117179173972,0.010862821889122203,0.08664308585480188
PDAP1,0.008573378861794325,0.02907853525935334,0.06876195077754615,0.008244964845007873,-0.026439905007119766,0.0055259264923931935,0.007732434192594646,-0.027302584289337586
QDPR,0.023797585240325613,0.016276132948404732,-0.07433620047214001,0.013791766479407828,0.060207097655250785,0.052464196735116986,0.05587748529836055,-0.03204661089976083
POMC,0.003116492405953638,0.0241884596088894,-0.03284495764012028,-0.0034968109974509425,0.0827427951902617,-0.07887356742727833,0.08067630058215491,0.05418504906312959
CCL18,-0.027432420622705934,,,,-0.014140785712303925,,-0.03760517301942011,
CCL17,,,,-0.01219541951010528,,,-0.022230507854607503,-0.015102005116907635
VEGFD,-0.02743242933378434,-0.015506871250715811,-0.021843724961620146,-0.013070208821815253,0.06938068270318586,-0.018220469984196047,-0.015399751345296819,
TNFSF13,-0.0036335554758052777,,,,,,-0.007033819592392266,0.027024541103732053
WNT5A,0.03991074048692323,-0.010764063534515839,0.050922247031488475,0.012543046710504296,0.05495250231875566,-0.0005196831912456061,-0.01044346780732318,0.024641681360688433
CXCL8,-0.0225582102639855,-0.026218510570993697,-0.025238264806599672,-0.03929711679430646,-0.050527433839074556,0.11943127602870506,-0.10053478211520524,-0.04555816155883144
GRN,0.006431798910335459,-0.01860038841410913,0.05595707044712848,0.06835507537827348,-0.024329089031672607,-0.0034679648380838172,-0.018717740296881644,0.04372201644499749
MIA,-0.027407356572823678,-0.024007337518943007,0.03172478109576026,0.0014077033931984913,-0.032793775536193975,-0.053378532986551354,0.07354362130991758,-0.020517758583508044
COL4A4,-0.032946114285871304,0.02859059530821579,-0.01284890922731805,-0.017363906541675203,,-0.032094306188551414,-0.024657409792196005,-0.04434984151286824
TAC1,-0.032455793025044394,-0.029976783405158882,-0.016216420816682373,0.054436626622936884,,,,-0.01985312136269044
RARRES2,0.0487070282449444,-0.08458192393943438,0.061294241523770256,0.016821845495326226,0.00341627758479886,-0.008138336312373162,-0.06178855020349927,-0.003507120564391149
FGF7,,-0.029691148613185628,0.06664134955348562,0.012609264630444195,0.097792488857525,-0.0669015253503375,0.003049372732435399,-0.029313046915172385
EFNA2,,,,,,,-0.014636433054956832,
HBEGF,0.050710055586103586,0.01245963785399187,0.035504391089742605,0.013648820165107916,-0.09904103440012153,0.06126031849591212,0.0542269475792304,0.005657235180930341
CSF3,,-0.0516648087452387,-0.013593898651710233,,,,-0.06916688078272912,-0.015900081628835782
PI3,0.05615039558853149,0.0035109454221377108,-0.015306909301867398,,0.13959127596086407,,-0.09915293645678229,-0.03454559509518328
PCSK1N,0.01077856839640297,0.0030478303635121363,0.04157651665311772,-0.03719891094729423,0.044695792369941215,-0.09417167367424542,0.04263106886630038,0.022500712226135484
NTS,,0.043926659512020794,-0.016708536671573588,,,,-0.017831716217815763,0.0479552627934007
SFRP1,0.0450801568309763,0.002699126150846122,-0.023376962361689683,-0.012791349036538628,0.042817081780165786,-0.01091278009565041,0.0237960550179727,-0.022998706772239273
CXCL13,,0.04709756176188607,,,,,-0.037605168926924296,
MICA,0.08152498881056292,0.0500529253381985,0.09982509479270502,0.036926056120194665,-0.048706623680412224,0.051596646365171216,-0.01974680225684133,0.011414208492301563
TG,-0.006717595009855616,-0.018507602282714114,-0.0164066194540245,-0.018319240913710795,0.0405182657335888,-0.031112825973023547,-0.0031597967376159755,0.022036983284327072
ADA,0.018716066432040903,-0.020492657183004602,0.02539756259477385,-0.03361887306748061,0.023887036526658734,0.09667666120633121,0.06094282424457206,0.056275664966325765
LAMC3,0.027574719357704888,0.01106845601070115,0.11089171750674112,-0.053086741581302985,0.06199130421318148,0.048177032408982086,0.03672384567749792,0.023299050879160572
CCL7,-0.01744933694562987,-0.023243750564074413,,,,,,-0.016661744277531934
NGF,-0.029959645017518376,0.006115150509584256,,,,0.04861287037894007,-0.01443969477057573,0.012889510394057644
TNFSF15,,-0.01720959404177247,,,,0.06071923723763977,,0.024218729751950257
HMGB1,0.018646951081106634,0.00341842133879176,0.04175143710359122,0.008680939081308854,-0.07144832589217792,-0.05341303676324966,-0.06971124146401499,-0.011684758668690863
