,UKF248,UKF260,UKF266,UKF296,UKF304,UKF334,ZH916bulk
BMP1,-0.004499903286086504,-0.06673967451785935,0.01276050586188326,-0.014872233291627276,-0.031858898383019904,-0.176473554830815,0.025417002696383438
NDP,-0.011984089032189366,0.08826584001427945,-0.000360491708885644,-0.01557667698228152,-0.05669146165155476,-0.021526113081431625,0.04389855335523764
TNFSF18,-0.03309919432441847,,-0.024996196868489647,,,,-0.0508188206378924
IL36G,,,,,,-0.023253421228558002,
RTN4,-0.005417326356268214,0.13207985749002688,0.10081976907592681,0.04715625007659335,0.18160297077152748,0.2408553276933259,0.17497980328182156
HEBP1,-0.04311208691555236,-0.0004277641959823777,0.020318219278755455,0.0009862972322698905,-0.037631059873403074,0.014653546472350723,0.03395698875417231
WNT7B,0.006024274419976206,0.01871642959959934,0.15314094982930587,0.1404393929849833,,0.08244662713831019,0.010956468348215731
PTMA,-0.0007100072961549893,-0.10797358088730624,-0.08494148783145798,-0.07277721166952746,-0.2588566959321132,-0.2555412445388999,-0.051357251422948835
CEACAM1,0.0008959216241419836,0.02763776959667636,,,,,
PDAP1,0.031398290034016584,-0.07994895363425249,-0.02544600778929481,-0.03580460125266283,0.004098060414735285,-0.14484930508821414,-0.05164718654695007
QDPR,0.0276109402343135,0.12060685199766792,-0.040993570948663766,0.006502648504374275,-0.1958482733402039,0.02422873830770445,0.12696456446767895
POMC,-0.032339308037347664,0.08730222618965763,0.033613499670855855,0.055519727773125034,-0.004140973461737342,0.10028428286280289,0.0032246413625932305
CCL18,-0.0328185818991172,,,,-0.10233085358917626,,
CCL17,,,,-0.017029086816442062,,-0.021242660456692583,
VEGFD,-0.03281859232055408,0.030920490571645063,,-0.02049153512274872,0.1219849221656234,-0.022766417167513455,
TNFSF13,-0.011211663504346004,,0.07078989447557038,,,,-0.05609472309385583
WNT5A,0.034338513490156125,-0.09828160075821019,-0.031331575238961885,-0.034738452785207145,0.061177503808759436,-0.09284459312003128,-0.09222801800754042
CXCL8,-0.013824192499337343,-0.05490498576807391,-0.012064801749501496,-0.003300577811741893,-0.07814584038832137,-0.06844990517109627,-0.1594064939572558
GRN,-0.010929273713830158,-0.0705751663947849,0.01787449526696253,0.005466021081916767,-0.14747724839951373,0.02113266671747212,0.06434036881612427
MIA,-0.04283845611949695,-0.04058684501580387,0.04136789722815461,0.10211994739934838,,-0.031179651640264126,0.0001750978989320266
