,UKF243,UKF259,UKF275,ZH1007nec,ZH8811Abulk
LGALS3BP,-0.03581280687782217,-0.030181052700463673,0.043299411818886156,-0.06830799375403805,0.12262477677321235
LAMB1,0.03308299047987908,-0.017667789035191103,0.08767598376252188,-0.0255791721070337,0.015688938264396976
SPTBN2,-0.03026231610428332,-0.025568905760109114,-0.09302781567105053,-0.11181733674884786,-0.017057053735366704
COL1A2,-0.1269697231912737,-0.032102005668350815,0.07077525532775397,-0.070886958200804,-0.05526615288772213
DEFB1,,,-0.016638235532907632,,
CEACAM16,,,,-0.06043801691104815,
SCT,,,-0.015292588813533327,,
WNT11,,-0.0002411206223806655,,,-0.007732203773771745
LGALS1,0.12480134769127543,0.08548130325225235,0.09240244588792737,0.25283541163591217,0.18550325236297505
BCAN,-0.16279770162833374,-0.06020353708293549,-0.09564962007565851,-0.18606161602422422,-0.13481000996473044
ANOS1,-0.07028246311637693,-0.06024522681949132,-0.05417418896927304,-0.10261166066268587,-0.058266012159012164
EDA,0.08881413608514738,-0.023424973261978708,-0.023961981130812066,-0.0017164544324098064,-0.043873109073473825
FGF22,-0.026716535752050893,,,,-0.019420170795967348
SHANK1,,0.03458111974941448,-0.022384113945167608,,-0.027240874577707148
NPVF,,,,,0.01048413647262718
TGFB1,-0.032547098475190384,0.018101006251966652,0.003728680623063378,-0.015145906446656927,-0.020938558080140973
MSTN,-0.03955856428228473,-0.04988374145401646,-0.010290793698982776,-0.007572288650064839,-0.011209012807114876
WNT4,-0.03039835695135827,,-0.023498872046008264,,-0.03728362003863436
TNFSF4,-0.006653381288335938,-0.011330575395876669,0.0010659908484821586,-0.09860318406017365,0.03180945188334081
NTN1,-0.019169859160890278,0.0336710353880403,0.026913328692550854,-0.08900811416018109,0.020399147010395077
CXCL12,-0.009060570084662836,-0.003547934742096172,0.002270142391775408,0.038532361996128826,-0.003527108879647214
GNRH1,-0.03536249072532558,0.07929982214833442,0.020964997629534503,0.0903435333294053,-0.051546746403526605
FGF8,,,,,-0.012784636088080106
RIMS1,-0.047644815868824984,-0.007641481919795864,-0.014823980377649676,,-0.04621295971035911
FGF14,-0.04000326734041929,-0.0057149412559725134,-0.008128279902623176,-0.17145331538435957,0.003388075286971087
IGF1,-0.02720058249304113,-0.03463446057968116,0.011779004233605906,-0.0228258372350714,0.022150220962492015
TNFSF10,-0.06033255876930966,9.925631735478048e-05,-0.058606801224049494,-0.05076773004892913,-0.08644076928534523
GDF5,-0.05718645470402815,,,,-0.037949620655351804
CHAD,,,,,-0.049129436313880274
RGMA,-0.07728676904699701,-0.025482114363447553,0.012343165061531608,-0.19354339966093337,-0.05055808762310284
WNT16,-0.014725062790995308,-0.019505085224586584,-0.026305916821409855,,
CX3CL1,0.025276430858366047,0.004907042684690826,-0.03730395767987908,-0.029825077593559252,0.005844960559730585
FGF1,-0.0745388752178519,-0.0574864292658638,-0.09410348497291508,-0.1540891235342914,-0.07164878603722774
ALOX5AP,0.1009242981041966,0.0020187779930417437,-0.05086058581459752,0.0006150378258086631,0.08941022873694605
IL1RN,0.06817905896066788,0.06953690279159717,0.16190645508110352,0.15075293812047708,0.21079818994576502
PCSK9,,,,,-0.02125245937685312
NPW,-0.06644528029125897,-0.014135106359501708,-0.021215375357768566,-0.021222737204795932,0.0974302784733022
CXCL9,-0.010236856879083264,0.034884968671209736,0.01473188561076258,,
ANGPTL4,0.09951928080084219,0.022820001814100474,-0.04713197420968052,0.1890749727933738,0.17241794905000477
UCN2,,-0.00980119888640793,0.04628685480302368,0.019495241568940662,0.04776917695004172
OBP2A,,,,-0.04213691488435687,
COL4A3,-0.04208912093667368,-0.028260296145686477,-0.030997366102113115,,
NRG3,-0.04275841594081694,-0.01897220661910086,-0.011010678735646477,,-0.028662888673998133
IL23A,0.017695096624666385,0.058139894418774526,,0.011127524727124588,0.019418703564171715
COLQ,-0.0373859040969207,0.058737581492918904,0.08282502889633182,0.034338902716609235,-0.04967410035619498
TNFSF12,0.06089038345422628,-0.0024348246031371075,-0.023383728958279948,0.0212129262953694,-0.019248499385145567
DKK2,-0.04231315802530872,-0.00994569438185251,0.02126307491867052,,-0.025087044024193074
FYN,-0.041327692588177645,-0.08676346808208782,0.013263767152511914,-0.11311710250079776,-0.1256441721342615
ACE,-0.03287442918702568,-0.04377563853398875,0.09738205572324479,-0.0598263729712582,-0.06033052500186949
IL18,0.06996870181887217,-0.02914275894653504,-0.003641638697028309,-0.017677945898044764,-0.08326149463738831
PPBP,,,,,-0.008955110054027094
CCL27,-0.038535794796668174,-0.02309144914370256,0.02424848777278357,-0.053930151922512555,-0.028750456625132877
SERPING1,-0.07743043670148729,0.028906548805803296,-0.004267799552020057,-0.07246271393033077,-0.031958795847632504
AZGP1,-0.06196480871085918,-0.007617666443415837,0.043502067098088834,-0.09004101404513479,-0.020548169421607174
INHA,-0.00036880439928292164,-0.02872156979420188,-0.012176256186990047,0.09884015972188777,0.020211532765206878
SEMA3G,-0.03860535612976518,-0.01847777526103947,-0.03799980668659465,-0.09924397287000317,
COL6A1,0.05977649585794897,-0.04213334129185658,0.09500529532887692,0.20756222100531535,0.058274548053870244
FGF17,-0.027947464794718727,0.043253691119642904,-0.034812006252692033,,-0.045508262814249925
TNFSF8,0.1139101998218489,-0.01250286440633342,-0.01961778083742059,-0.04956464154061871,-0.0282353769420058
FGF20,,-0.03110969106357782,-0.03831676366871542,,-0.030703585203299102
ICAM3,0.08301123621931823,0.05226199324311609,-0.011725055429671963,-0.03004446911376157,0.025414691734587328
LAMA4,-0.07428173852624993,-0.0022655911192106426,0.023615614542768615,-0.06387984466867365,-0.005390370590226618
INHBE,0.0037973575163118755,,,,
DLL4,0.021331444523168,-0.021517130727946008,-0.015200407799475289,-0.04197926096424734,-0.05548971344451884
SEMA3A,-0.04194375733430246,-0.023398320578399946,0.016295999561014962,0.06054517804904661,-0.05616556060203971
RLN2,,-0.012617799994782389,0.02260616973161536,-0.011507761472437891,0.06984154175006213
C5,-0.017289179314415253,0.009944796015573415,0.022305808514934414,-0.09184917009210077,0.032119747110267174
EDN2,-0.02857779787413259,,0.10410960029149476,,
C1QA,0.07405725287550521,0.006083535230959318,-0.027460508907631628,-0.057305450452508185,-0.13512543874484512
UTS2B,-0.02272325250380442,0.07692701916837454,-0.017273292451303032,,
COL9A3,-0.15434551446424244,-0.05251745876015915,0.06109301859762035,-0.1909938194259516,0.037656641470553365
DLK1,,-0.021000944746239928,-0.047864163844739516,0.14777086878720355,
HGF,-0.014631547218027155,-0.03548066520723723,-0.033270442320488265,0.10653283997748167,-0.006190766767238239
P4HB,0.04228057435790169,0.013849631531906893,0.12751848498600055,-0.015971872404661393,0.14249827873361112
ADCYAP1,,0.023763499066566905,-0.03312424316299247,,-0.07057716502766191
GREM1,-0.022723238415323345,-0.01090573489171994,0.013894911893163454,-0.020438083740926167,-0.0011953593428083741
EGF,-0.02231850048182355,0.10446581296872695,-0.016534582823189425,-0.045654801789217186,-0.005289964273330197
VEGFB,0.0349704750450349,-0.030670601245959352,0.058451954046476046,0.18153036251872745,0.0016896735307981622
FARP2,0.0035668492001112344,0.0073470994862410285,-0.0151398213374724,0.062979459805898,-0.05514995868493396
IHH,,,,,-0.025558208229581804
LAMA2,-0.0009176031134483603,-0.05344908178447996,-0.01893900039053046,-0.041854604886361446,0.019820547035099535
SERPINC1,,,0.0276492068664971,,
NRG1,-0.039322044261980944,0.0037112757386900267,0.023709943308312165,0.024053675532495263,-0.008874970393638873
SPINK1,0.14466762713327722,0.03272445581807788,,,0.18879891076785255
EFEMP2,-0.08980431749546765,0.015263937923671577,0.06494057676439419,0.10134350639021232,0.08122323116712596
SELPLG,0.005196253188901134,-0.009888858598465737,-0.05752718500551277,0.04878755989695773,0.008750705932686398
GDF6,0.05997241700963832,-0.014135107582455375,,,0.06969895988224305
HLA-E,0.10643646721200588,-0.00016021438438612045,0.03865188045793996,-0.07588150395197987,-0.009458844098357757
PTN,-0.13320128712882343,-0.045622912843343494,0.09103265371445037,-0.2181220495335349,-0.01766566588616377
CD274,0.09825516529070977,0.02450245302233784,0.01794597277787493,0.0629874150761891,0.057114651039537355
FGF10,,,,-0.10215403667400794,
CD14,0.0614702305976774,0.0015849459437137685,0.007040324390511225,-0.05525643112429362,-0.08087031677902438
SFTPD,0.05002467256580247,,-0.03171986776023507,-0.096672165537242,-0.06420757287293087
SLIT1,-0.07562186166978623,-0.052277430869041755,-0.02843227464633905,-0.01545633131578391,-0.0005833132378899818
CNTF,,-0.009945693359432807,-0.015753426087945478,,
BST1,-0.045358034040914576,-0.006393858185449154,-0.01606670959907309,-0.03621049561690592,-0.043895309670899205
AGTRAP,-0.025527150880849125,-0.005210006650912013,-0.017659510202965238,-0.07581840574492218,0.07766571331618868
LAMC1,-0.025806682600586685,-0.0009645280059295805,0.0702334181648698,0.04369700568059093,0.0352870025306456
COL6A3,-0.0062933494246827275,0.0033140477029635265,0.12188040785039896,0.04115217970934829,0.0015674822084873372
FN1,0.11711890447799383,0.0039025120210471618,0.05708981937018649,-0.1034214467030242,0.1072100556220448
MIF,0.11722406456436929,0.06767067796485582,0.039601064428719635,0.26950276096429643,0.1654825543428102
JAG1,-0.055751153906526206,-0.0035461542016011847,0.07442128032190713,0.016026110048710844,0.003942910246769466
NID2,-0.06445637655614916,0.012456142216083838,0.07971704370026177,-0.09131066322071588,-0.06682523709288163
EFNB1,-0.020275637736339547,0.004415796948296243,-0.012313003463883376,-0.02443552608964258,-0.004065193203454646
COL4A2,-0.08506149082630991,-0.02229892441542132,0.08205080897047239,0.010109868456027097,-0.037054133015642574
SPP1,0.15064902306425967,0.0497839442247376,0.08278052945568257,0.13574392047004888,0.13452119450355804
PODXL2,-0.09543954749799771,-0.02935629706749494,0.01476207501282302,-0.083117454937318,-0.043962055007388263
FGF9,-0.020655775007503575,-0.02723163538673827,-0.04522208183512654,,-0.06050849925964032
ITIH2,0.08823434854350468,-0.01328783027225043,,,-0.05616904414007612
ADAM10,0.007694883192682634,-0.052856185645213716,0.0006289399935154754,-0.04118739085495902,-0.021206564569722988
CFH,-0.05651644723132116,-0.00018508887146118986,0.11334183163437746,-0.0596022166621608,-0.06928528147378103
COL4A5,-0.10932335358408606,-0.022986152548491637,0.029992715853871567,-0.11647521149897677,-0.006186155189976648
LTBP3,0.012832657394642134,-0.02965657096572814,0.04555169414231249,0.16469180714540144,0.03790363185613485
GNB3,-0.034550750120025946,-0.022306696151877088,0.021192158243748704,0.018695400800839104,0.004624410370099306
COL6A2,-0.0016507774588459545,0.033680592597013295,0.06012026276277712,0.2770206228924955,0.09119829221335606
GDF9,-0.027429259082814513,-0.013339510512379728,-0.038826590191385554,-0.0144624784943156,-0.04003789901761338
NCAM1,-0.05803256580099772,-0.011620884373985882,-0.09208988146038516,0.011061553333426401,-0.09706832754842905
APOC2,0.05123520673648243,-0.04034362221002475,0.00805002709051056,0.012458400960420791,-0.08066204958137464
BST2,-0.1351314328966808,0.024842900490096298,-0.01685263977491415,-0.11600834885672932,-0.06438034318305648
COL5A1,0.07162272671349056,0.015073627141320272,0.0638602710569524,0.04549554913233486,0.07730786379931585
CALM3,-0.06298676098731722,-0.0313604821110362,-0.1418531966533375,-0.006190535843888933,-0.13906007773540244
THBS2,-0.0959623430902209,0.03565143820181251,-0.0161048677138594,-0.06487896031071762,0.0438945822219199
SERPINE2,-0.09855149020385619,0.015692504350678323,-0.06489513506809245,-0.22688095108733658,0.005947941021881693
EFNB2,0.0140635321281549,-0.05657736248590205,-0.00641479267348732,-0.06192098934765989,0.014591409756364863
PROK1,,-0.024145705635355105,-0.02544991955695219,,-0.01952469890732228
MMP9,-0.02794745966115396,0.002165564928805498,0.02701861590010886,-0.06402463044952333,0.08660222100406102
NPPA,-0.03484118938660988,0.013718119881686652,0.012135213981286714,0.0012202098728597334,0.0512081157908371
APOB,,,0.0021213473199485538,,
C4B,-0.030692421293533265,0.00019818001412572774,-0.020695701313848493,-0.05534943686510419,
NTNG2,-0.0627099604124496,-0.013144705021211173,-0.056756328067264605,-0.11205646167572693,-0.04720165156168645
LAMA1,0.01373442606159048,-0.013142158575585204,0.021364646442686232,,-0.03260545171075705
UCN,0.03537999016405233,-0.027244061861249013,-0.020844353491591337,-0.033125543300709014,-0.039484745211842566
ARTN,0.030306061976382085,0.017105343872919787,-0.00514628627079389,,-0.0001790969941117038
PDGFD,-0.051102260173420795,-0.037887098463543586,-0.009289240235501272,-0.15460531392250706,-0.03422856496789895
EDN1,-0.051428207242277306,0.014552416859468204,0.024045566639748703,-0.12230947320603444,-0.03543113144462202
ARPC5,0.03890819198417785,-0.026541200295557562,0.059729505899879534,-0.09561575847268744,0.05065300778925812
GSTO1,0.09285867601979435,0.028855502183370005,0.0073300503996759775,0.024747872189142726,0.08617237347999238
PROK2,,,,,-0.016965436856027364
SYK,0.0554953626508761,-0.01938192933190925,-0.024921045063003425,-0.06704365989317007,-0.015359338270210467
ST6GAL1,0.030694331965698464,-0.06446676734537743,-0.11048886298987447,-0.0714582552942691,-0.12843182313587767
WNT3,-0.09255176807541675,-0.05285614988834903,-0.01869910766603401,-0.011198320771203188,0.0237269645222389
HSP90B1,0.11083351799921583,-0.008363844911731508,0.0993307265923596,-0.0020492781919895153,0.15913424161876194
ZP3,-0.014448373030499766,-0.0010006886959480763,-0.015179940584894653,0.16681641147615456,0.037998329857373274
NRG2,-0.057981582379541326,0.06330121645883095,-0.021657318580515877,-0.004476472136573025,0.0489506178430361
MELTF,-0.001648113300602776,-0.03138371917362554,-0.021002218650280437,-0.01789369879858237,0.04532962613235774
NLGN1,-0.07189879778570885,0.0002119210443812907,0.021035594433594023,-0.05574684307839163,-0.06383804655233567
SLIT3,-0.060193515920352554,-0.010887342297541588,-0.03571797976126559,-0.07741734846000603,-0.02326257930030625
CCL8,-0.0405932347027467,0.11218473179072995,0.02770765836430838,0.049557116591922606,-0.0008882839913905051
S100A4,0.15845643705707707,0.029020240661073123,0.004110145233535769,0.16777690776577062,0.026774434549143845
TNFSF13B,-0.0026684597577890786,0.01966559179631451,-0.051190106681417775,0.023181871183279617,-0.0019650557105922372
HSPG2,-0.08755617847972502,-0.026615797686404905,0.09921257080794875,-0.13435780945727957,-0.023031897858029057
FAM3C,-8.75764705754413e-05,0.019390136668713302,-0.009825879984426468,-0.06223676164396378,-0.07746210683107542
FLT3LG,0.022739290304060283,0.055988564713841844,-0.026076151082300807,-0.05481982014934816,0.09043363672664453
A2M,0.01703993277569608,-0.028732332865949003,0.04579946690156114,-0.15219947421073524,-0.0796479568670682
VCL,0.06897210992351521,-0.017624235667179862,0.03488262129351832,0.08578257193993115,0.010263542429941088
FGF2,-0.07027945124617374,0.017368162716416887,-0.00831187960397214,0.006554823774778607,0.028671552828275906
AGRP,,-0.005651291533947807,-0.01867489940225787,0.05163526464692499,-0.02011613807856228
CNTN3,-0.043200095782986725,-0.023820247881566167,-0.04729714698028115,,-0.09024454036647134
RNASE2,0.08388808535693829,0.0814521616348338,0.01991311459759095,0.10535274729696976,-0.0215167050514041
ADM2,-0.026925327773385695,-0.015228931098140816,,,
GAL,0.0054657729486484305,-0.023820248130506427,-0.028257345975505523,0.1659780520746901,0.2379190866891549
CXCL6,-0.0276274255618755,,,,0.10788738487116879
PDGFC,-0.04248196745040034,0.016811030899877132,0.02911014971761297,-0.02111945237695166,0.029896846502373245
COL8A2,-0.046793068702863365,-0.003601673637825632,-0.021424432089292775,-0.011603199361128138,-0.05077263060454139
SPON2,-0.06670120740793416,-0.014363427368580081,0.04579548309199302,-0.151348669609512,-0.03646234760562398
LCN2,-0.02385237006396237,0.10226661492786605,,,0.10816834839776424
SEMA3D,,-0.02349122082050092,-0.04686095550331644,,
BMP6,,-0.010639899813315026,0.09345451603458718,,-0.03553831726123548
TIMP2,-0.008220800306001662,-0.07298884140872408,-0.03269334775855654,0.09006726106541382,0.13012764154513598
EFNA1,0.0876567849174686,0.013285958161216613,0.012456606067235237,-0.031400456684850905,-0.054968716336804904
S100A12,,-0.012269963225311707,,,-0.02152773790030498
TFPI,-0.04723659183329392,-0.04749998853701127,0.03169243306725665,-0.02981054779475706,-5.7468718850816843e-05
GPC3,-0.03404658417909594,0.06123406298739563,0.001951032683717632,,-0.02538001310774134
NMU,-0.04661581240734829,,,-0.03591567888689822,0.01819742957706222
SCGB3A2,,,,,-0.02436476939402918
LAMB3,0.030165684865203206,-0.0007476326644536257,-0.07126961696444611,-0.1359144959715867,0.04431583808163621
LGALS9,-0.02914021213949253,-0.012160356510405583,-0.033943004788327326,0.03404618831489074,-0.047075648385644944
VIM,0.12888336266855316,0.04383226664122896,0.13164885851550717,0.3271335356522392,0.17051017406688304
PLAU,0.04757677378920838,0.012895408608097784,0.06768845430838212,-0.09180107563209801,-0.0223936348374401
TGFB3,-0.04583236578017125,-0.008687376107520114,-0.04081151650873209,-0.052646769700032466,-0.024181104286761113
APLN,0.09969322405083891,-0.03872901384540397,0.05829640082943955,-0.05427622158262468,0.06864072567436647
SHANK2,-0.0453579805117831,-0.02693521501889518,-0.06455235426953367,0.10610190515302119,-0.0734717576399676
LTF,-0.10894674517272324,-0.0017997799978823213,0.0874574390260162,0.04008315293924166,0.04280584867524085
PYY,,,-0.007851610582643172,,0.07880145271169472
PENK,-0.020313967670382023,0.0016899556275852795,-0.08685307366783873,,
CTF1,-0.04750890195825286,0.01200160199678474,-0.028898620854312447,-0.03523322538210874,0.017422950746939586
COL3A1,-0.034211587242296365,-0.0053768835238927745,0.09500407546187997,-0.07538214564637981,-0.014753810882602606
S100A10,0.16288078243454712,0.04901428766964383,0.09039643539424884,0.2465061360635956,0.1627762409586685
FGF13,-0.06447924969304196,0.060674358060002646,-0.09508810970564091,,-0.013133408897083662
SEMA4A,-0.0370683268859301,-0.016706843053304454,-0.07337527782034209,0.04787523664705981,-0.033251201753819
EFNA4,-0.019648074416789427,-0.023166552612517124,0.021659313958913046,-0.04196821719692306,0.02888135026071856
HSPA8,-0.06524965693822975,0.042320807753507425,-0.08123767900160328,-0.20991441339037767,-0.09754601934911611
NPB,0.025288014137785537,-0.01063990083562231,-0.0030563455821178255,-0.01956712531600317,0.001268314340662164
ULBP1,0.011262657218193544,-0.01823359411794221,-0.01538572645933562,-0.02186973706538419,0.04248562817010507
SEMA3E,-0.04345374586745167,-0.0062267301357538584,0.0570759291978339,-0.0900822646296896,-0.09337318653708958
FGF3,,,,,-0.021737654811747005
ADAM9,0.017165877908549645,0.05033846862160446,0.03680423041922793,0.018965001750909337,0.06708674724851992
ASIP,-0.00512501193845056,-0.009801198955535067,4.9558983888040704e-05,-0.027406520970686226,-0.03143282751896215
IBSP,0.03576615190541197,0.0553134752728902,,-0.10427443252884892,0.05456125700183627
FAT4,-0.05754540763842218,0.02509379850144098,-0.034479993148588205,-0.030943969460222962,-0.05386066428817945
MDK,-0.15650195741508474,0.025594449245033995,0.09957187089087884,-0.18407486772852388,0.03565470741094021
BMP5,,-0.016073205322738864,,,-0.06817851771148722
CAMP,,-0.0035245606793302305,,,-0.04221869275036577
HSPA1A,0.12948511252535783,0.04070290203196945,0.08025467830664793,0.26710359110163195,0.18145889564952655
SOST,-0.030101764852626996,,,,
SEMA3F,0.008042636682806418,0.03072286438853653,0.046460901477728564,-0.1575394706017705,-0.05130869269237672
ARF6,0.024233613887441868,-0.014928863719095091,0.02182683189661129,-0.009096775746767278,-0.015252299039015291
IL6,-0.017190913713175195,0.07206246468851414,0.08967086434947526,-0.08343597594644822,0.04382517861455091
CALM1,-0.12304174576424286,-0.04160320333914296,-0.07987617442632133,-0.11871930536739031,-0.12407998792848819
VIP,-0.03536244107604061,-0.016614474903226352,0.006746467160737986,,
NMB,-0.11962947878125658,0.005198200437081215,0.006253491274040936,0.08801079096245931,0.06416928400164718
CCL26,0.026322551415404426,0.03715246670279876,0.17856151259657554,-0.10348984030995342,0.23455934918301796
FBLN1,-0.1070779954483634,-0.0015348207293372188,0.045866711983468395,-0.09856058601889285,0.009948007262137086
SAA1,0.016002522223311257,0.0016271413384540399,0.07886619139827318,-0.024717290399058192,0.08897387521292553
MICB,0.08021122736281118,0.09712227898124096,0.058685502705609224,-0.07816998615422019,0.041540277024863084
F13A1,0.02653567412853819,0.08823797827565023,-0.023336024609810633,0.07958377960277783,0.044879541312847625
CXCL11,0.0016548273028612979,0.06354083435858685,0.044619853556883304,0.0017993725878743872,
COL5A2,-0.07733426716724921,-0.010212829580790967,0.07127702264067687,-0.10552158783383747,-0.08096778234359364
EFNA5,-0.05293194971680572,-0.024015944359411266,-0.00905337309776057,0.14349462247501896,0.059361543350949536
AREG,0.14725443637538263,-0.012571092988950566,0.07633612732769952,,-0.03905304245003855
EDIL3,-0.06391361856179789,-0.005193891016228853,-0.07970242849753173,-0.13781526241065442,-0.04488074544637511
CD86,0.10946988975123846,0.018356460153094993,0.011331874602700518,0.033093032637148814,-0.06000795445846826
AHSG,,,,-0.07615886564583432,
WNT9B,-0.032127086525160116,-0.009654625426621544,-0.01867489940225787,,
HRAS,0.003300169793961723,0.002610981187495252,-0.01720912184165344,0.13834731846685497,0.03930865421624051
C1QTNF5,,,,0.01085750243905613,-0.04445488378340922
RLN1,,,,-0.042769003429427355,0.0391612666563216
COL4A1,-0.07403668987134863,-0.01295480313240103,0.12655370709496525,-0.005002261077284131,-0.08143439128557703
CCL3,-0.07387690134883519,-0.012522206422721083,0.11086146037490861,0.014554173304500538,0.12827902843462774
BGN,-0.13067764758740938,0.005965946376027383,0.01569255240743022,-0.13929076410290717,-0.027817216185460233
RETN,,-0.011912588366418595,,0.08067453232050972,0.05381544395885989
S100A9,0.05356020090350545,0.06066573817393409,0.030508260957504408,0.20139056587357357,0.09857295522997828
HCRT,-0.004959803692953848,-0.024976171991204908,-0.022384116411013368,0.07095062784834799,0.029429212950793267
FADD,0.05974468061777789,-0.050565232842391734,-0.023121903732691178,0.03173384416195226,-0.04111342986964936
ACTR2,-0.05375862114472749,0.02907482053985387,-0.012170450311513181,-0.09316592862915798,0.010007994186548406
BMP2,0.05098006489401928,0.03433860447123052,-0.002076962125688201,-0.056389359912783495,-0.006700538184244896
PDYN,-0.05097890326050605,-0.04278620559133313,-0.09594775772837062,,0.0707292326743856
CD55,0.050132223310239095,0.013719573397061577,0.03200863092366978,-0.04816202894089418,0.06666031762395319
OSTN,,-0.0199638218566872,-0.03459095658022366,,
PDX1,,,0.04523617906747849,,-0.03282306011752986
CD6,,0.0394461154957103,-0.01445121310227104,0.02486659107620765,-0.02555819218326088
IL16,0.07506172214973766,-0.0048195651656347755,-0.01775871504267684,0.005603785049305297,-0.07647775445219414
LAMA5,0.017986753546699454,-0.0425513295273084,0.048707922796233365,-0.036575956146132724,0.11055825362635194
RGMB,-0.0514867409390716,0.03121966377431306,-0.030340598682568325,0.06991204109885693,-0.032277344489155486
INSL5,,-0.016525369425762472,0.028313749703676245,,
IL12A,0.03585486358033525,-0.033005916273555806,-0.007099662669606772,-0.04076170462411407,-0.01523864113486863
S100A8,-0.027806139867130833,0.09600635635487262,0.12064852210032524,0.13444003058129533,0.03223283660408216
TAC3,-0.048254392445150486,0.008155744231771562,-0.05896881321543199,,-0.034360227708070276
TAC4,,-0.018639008946705785,,,
MFAP5,,,,,-0.04076490907248227
CXCL16,0.03791143784015251,0.010964901764560615,-0.0016654073827460144,0.12800262453236774,0.04562824855326966
AGRN,-0.03809025606992057,-0.004288973439413432,0.036111878824664836,-0.1612463637799709,-0.13853533868780735
COL4A6,-0.06710100783843638,-0.013178370123848268,0.029083940362901215,-0.04414100618558626,-0.07279997652671626
FST,-0.03562066657421861,-0.021574702416959513,0.024362012355269514,-0.07960972070770564,-0.04652921934917631
MEGF10,-0.09418097584143863,-0.01185050478994733,-0.04088226475258819,-0.027550837582568686,-0.09052690961111994
C1QB,-0.0755267179945638,-0.0053202319187231435,0.05222447698457776,-0.026796643822479496,-0.14709101552022152
HLA-B,0.02120821650719228,0.0076946220665270685,0.03679069543201457,0.0584950983226149,0.1596822117423335
PDGFA,-0.08061411549253641,-0.004843915089310606,-0.05284985862785896,-0.11695149696982701,0.0034889384378607217
LAMA3,0.014991389683932679,0.04396103024999065,-0.0360076218652467,,
DKK1,,,0.01883338040993508,0.19291614308512198,0.031701396720380755
INHBA,-0.019139532728307644,-0.007990387397046123,-0.00982422104751793,-0.08972769648276374,-0.013549863285026758
IL7,-0.0036477068231689047,0.10864745574461497,0.006694756688910612,,-0.00886020733020379
FABP5,-0.08054973241493533,-0.013939701851216586,-0.0010461994262007058,-0.21206192475748822,-0.1137687092115363
CCL4,-0.05933896728634128,-0.025570011326123472,0.10458303968021443,0.030730264504429988,0.13607728904709485
FBN1,-0.032856019505452076,0.011299238107292149,0.02188629170750361,-0.013732693858662876,-0.03947753902516477
TCTN1,-0.04073401148075404,-0.03674586178993313,1.6788930417312435e-05,-0.007467497373311966,0.07466973432160037
NCR3LG1,,,,,-0.03465313359253589
BMP7,-0.04339067154603929,0.028666981418551857,0.01187067602118407,0.03686804596351552,0.039927696078143
NLGN2,0.07809647868626764,-0.05454378062857472,-0.018093857684480994,-0.05608731812051349,-0.09574140840282248
CCL25,,0.0009492841994561387,,0.1512292131962197,-0.022417934229151854
NPNT,-0.07265683473963803,-0.003239531238221824,0.0132965538781788,-0.10112474626721962,0.011409964105177636
KITLG,-0.02463438965709158,-0.04825439983329409,0.0005842311218061545,-0.08177227093344053,-0.04018938050575007
MADCAM1,-0.018832716149438503,0.047119516120438215,0.006436185875071104,0.024284875790427415,-0.02625051528843625
F12,-0.04801605611310044,-0.02616891790406065,0.0007223261606893862,-0.08166540338055821,-0.015573426109992317
S100B,-0.15437883993929263,-0.010302903961565114,-0.012973441901002664,-0.23056635151208152,-0.15718421811540656
IL27,,0.07631948312025608,-0.01998316173874511,-0.0479290242009682,
CD99,-0.018719188680995504,0.015552093591556074,0.010666968979966648,-0.023298021119372448,0.053070979045904104
PDGFB,0.04957223430902858,-0.03736067882912563,0.07241541348366028,-0.014861086237654428,0.03601168151433164
CLEC2D,-0.06215192826129325,0.03823722354033457,0.020016466867245588,-0.04114849082585974,-0.020799252839388695
F8,0.008944762396021854,-0.0250300636702612,-0.032976930262727015,0.02309760127383061,-0.01560462650640031
C3,-0.016631874764045748,-0.004259745854346148,-0.05556836819380721,-0.17296210473359802,-0.08113294890943763
DLK2,-0.05218467357871054,0.004499331520319832,-0.025718873256097854,0.20613610711423427,-0.01596104987631177
TSLP,0.026342453577648407,0.0930684214804431,0.020614322822062416,-0.042108696869593655,-0.009477837536984158
OSM,0.013346687533772267,0.06945855179532325,0.08163975158724211,0.053702730520905406,0.07106000347433877
SLPI,0.13409542363164537,0.008413077596017652,0.08549724344449423,0.07318264778815933,0.14963920551789336
AFDN,0.018321430748376798,0.04090799085640056,0.01798045603635293,0.11421533221071804,-0.04754806632572142
KISS1,,-0.015514982914962751,,-0.025328080722024023,-0.02990077249955545
ULBP2,0.000575489056797731,0.004212747606291269,0.06921533265268538,0.016153659167360866,-0.011661840042821578
ICAM4,,-0.009654624444703698,0.011938731714705738,,
TDGF1,,,-0.017273292151538888,,
ANGPTL1,-0.03829248017248987,-0.012180839889612355,0.03977777848919298,,-0.035538316829017334
LTBP1,-0.14443531376943744,0.02583261316335727,-0.06044239864677685,-0.009332131019521323,0.07335626545645048
NTN4,-0.04908274398719741,-0.03641242389677849,0.011640238658054122,0.08115455928599692,-0.049829051061102685
APP,-0.09687261874483825,-0.08688161504617845,-0.10461419298674099,-0.10379629270410182,-0.0017568044977977369
RIMS2,-0.009012824682723705,-0.0001228458027029019,-0.058123216881697186,-0.014425981688850877,-0.05944173165792736
WNT7A,-0.08318398661687654,0.014583040109342481,0.01934424879617349,0.09123024784049515,0.04188792581811956
