,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
CEACAM1,-0.01580393568753256,-0.039088114009747404,-0.016974348081756588,0.005340272571066345,-0.008788239329164699,,,,-0.030908241301161155,-0.02602544514241662,-0.01605573215642264,0.011715584069811123,
PDAP1,-0.03144046588370401,0.01646868711123708,0.01745010033802515,0.03482319475095866,-0.02010333734301226,-0.003777385667175971,-0.04594813019454642,0.03045121101987591,0.07654083638805866,-0.02437886703242438,-0.05024311900989751,0.019823264304964665,-0.006057898462102736
QDPR,0.07725724898947593,0.015219799489166404,-0.06520642285788565,-0.007408782046113757,0.03852488354953479,0.012400180897006279,-0.0028303075397038795,-0.03906530424034836,-0.010454809798959878,-0.05155966844833205,0.005930845986537811,0.07308213584159776,0.022888671121212584
POMC,0.0539824271293087,0.012509738887303102,-0.03415640230082021,0.013259585836116677,-0.0018763813790249073,0.040453843560828144,0.06030071937620712,-0.007040335792717949,0.018897928243347975,0.03921497696836569,0.027318572296293222,-0.03090493977266611,0.07132216867694098
CCL18,-0.019721818518551773,,,,,,0.000662621318984114,,,-0.018452468505338278,-0.018675444086472186,,
CCL17,,-0.029509783874567302,,,0.026420558606026844,0.0076262660237412724,,-0.012743985455725271,,,-0.023177457337571594,0.05148981204992624,
VEGFD,-0.0025827782829685943,0.06641786996475696,-0.016240095188293894,0.017046423332467354,-0.04016776941147601,0.027660648293148807,-0.021584126853464863,-0.013658123936653962,0.060408419987056816,,-0.01605573215642264,,
TNFSF13,0.031513363964770086,0.051299504314726366,,,,,,,,,0.07781457415436992,0.08925131566055178,-0.01776582096667316
WNT5A,-0.018632898958775516,0.0653070354247578,-0.06860459669250096,0.05419142404676177,0.07388163284005246,0.06532433768253298,-0.05114350751251447,-0.021022406488008252,0.006508646280263605,-0.010359225625328178,-0.011432044992944038,-0.02907014887617571,0.027737759447584994
CXCL8,-0.0300488958867908,0.0018230078770166127,0.017390397492359825,-0.06365804229078648,0.027153291393729646,0.025369167660670107,-0.049183008008739294,-0.03275141794507362,-0.01556845835432018,-0.03248847601995048,-0.03013723544477516,-0.029640614599129193,-0.08768424814705936
GRN,0.049148882973547366,0.014205250682689796,0.01946691424221957,0.03443240601958254,-0.010455318459516662,0.063656491877905,-0.03502082940493462,-0.031088087273371597,0.08206760695759406,0.06841359024620744,0.024231484193241542,-0.025092209921564357,0.015222463276601018
MIA,0.054639083182905196,-0.00921801431740459,0.015255119617684396,0.03814349000584255,0.03216373981633671,0.02681191650268863,,-0.01870542664974523,-0.06001020896392602,0.041137502510701245,0.1009781527276491,0.06118570572565413,0.05261870821641785
COL4A4,0.0351380264816737,-0.005327423531919834,0.0046046750052135274,0.12430159060297796,0.036830231975462056,-0.04264038316615661,,0.01867695747831514,-0.054888617476210544,-0.023329685724898973,-0.02570773763925481,-0.01814665629477916,0.05968857333376533
TAC1,0.10573372137267935,0.04433402756351357,-0.009530151607269359,-0.017891652466962726,0.026640534863448303,3.9694656736910354e-05,-0.03153585401229629,0.057714166188776526,,,,-0.023885620950488698,-0.007351893416497144
RARRES2,-0.005167649555016631,0.053317067290913345,0.07404685421803402,0.101323444084261,0.0630904866565978,0.05123322602134203,0.004816587994574214,0.01126453694378292,-0.036306635151326594,0.03830220917884986,0.05989831620106216,0.08050280711575404,-0.03732558640765777
FGF7,,-0.01737362213758366,-0.031095059211616063,0.08679731727697812,0.05454503505551293,-0.0023324049029092337,-0.039259478711658,-0.019321949968835964,-0.023960196527171643,0.03863917709601815,0.07619295354923065,0.07807737235384823,0.036188407491969575
EFNA2,,,,,,,,,,,0.09012424652610625,,
HBEGF,-0.007900520164885922,-0.03522626726924578,0.06156335474284622,0.00842360765875068,0.020898120768696467,-0.04030043152421614,-0.03463528145736374,-0.03328269212124057,0.11524192664446392,0.1183234976204285,-0.024033150511912973,-0.07612045579674921,0.046732428022883084
CSF3,,-0.027011282858280174,0.08221206848762815,-0.019923702522055903,,,,,,,0.057555717522844156,0.060338243426518445,0.023648990828659153
PI3,-0.020748184587981264,-0.04034466973576596,0.029749111536286652,-0.022434352004244817,,,,,,,-0.011524186350651788,-0.06169669704455069,-0.1081579527426299
PCSK1N,-0.01797209022780135,-0.019253435922186174,-0.045323573793112894,-0.003615084178094863,-0.024101426502520076,-0.08208868607231852,-0.006000508246022833,0.024366399324388957,0.03559631301226422,-0.03997315693458282,0.001613721674502111,0.07524900663644894,-0.06244276530705185
NTS,,,0.1343458583066788,0.18051195511440277,0.01774144945934184,0.003922298039586536,-0.01943264757452986,,,,-0.018591291058087496,0.030162981451939557,
SFRP1,-0.006663086364805543,-0.025748427089661276,0.08014154310631083,0.03962924464970377,-0.0029250139191314244,-0.0237314695483267,-0.09852024390682666,0.022900284055700215,-0.04397913253084529,0.0079300991948622,-0.0013000890990499119,-0.021458132799859714,-0.0053290878371824784
CXCL13,,,0.060985855914777384,,,,,,,,0.04960921897513903,,-0.03206231033302632
MICA,0.013503263087047784,0.005958393590515329,0.05883874681667509,0.0376036004925816,0.01262756383027166,0.0015524635786234862,0.037598476328126317,0.009672672025038116,0.07546468425882312,0.06770560403452604,0.018060021294233956,0.04512756220132566,0.060908067690785356
TG,-0.03105707965186022,-0.00517728788770485,0.018527956924025455,0.08511569264500102,-0.005519858523719207,0.0424160292183857,,0.051053367522269424,-0.009844057707810168,-0.0058356969879334395,-0.02289720727152958,-0.029827188841006682,-0.035332831907496136
ADA,-0.020744641516744433,-0.01688660225135353,0.03103427079944032,0.05911912302392628,0.039830591179079104,0.0015009770118215575,-0.005181476743974602,-0.016196740364518594,0.007768211707426023,0.030565259438800084,-0.04546284282556123,-0.0037272666903188367,0.003674681980255363
LAMC3,-0.0015390296973437753,0.029372390837924985,0.04389069022950226,0.01009102201758066,-0.06139413937858802,0.0869111161146636,-0.06864298079681147,0.01269352616508309,0.10148518497289462,0.05816625809700504,-0.007684854796036254,-0.05125768195782909,0.08402542734443384
CCL7,-0.012544742632953531,-0.02008969073013575,0.11240258705695214,,,,,,,,,-0.0024926101555357563,-0.03610800445387304
NGF,-0.005270812558645308,0.008580152286406927,0.08816530354780336,,,,-0.01943266036963895,,0.0797285644272541,0.052657495331717034,-0.015054780201218374,-0.021338026980034806,0.014690462821657898
TNFSF15,,-0.008812127751497,-0.018023329198491866,,,,,,0.0018315480441063784,-0.027693430081248582,,0.02191092525266957,-0.04374708669645015
HMGB1,-0.0171465982965541,0.017383146432878964,-0.012898003451704393,0.03298605267446231,0.013451064461781332,-0.02407256507995951,-0.04966109748715122,0.038357866247727246,0.03701271320844768,0.014069939088250338,-0.03217483318025018,-0.029777138487035882,0.06310916533834585
ITGB3BP,0.003437458039066233,-0.0407647574501093,-0.03420506652360718,0.09455054933285713,0.008584382087472526,-0.000901656799208693,-0.025538570489550858,0.011389018610473485,-0.10024409571204813,0.05835062202217011,-0.004705895765928628,0.10444404219048041,0.04727198740950575
AANAT,-0.01820051301107473,0.052213099424299324,-0.016240097506659005,-0.01797171884854944,0.018325577008781506,0.014157757758968954,-0.018269558634909942,-0.01709483751348016,,-0.019219019441474087,0.06143278955037046,-0.018163560154909286,-0.002146408130734048
RELN,-0.004205150969871512,0.11727109958188953,-0.0030409461846301012,-0.028920345223421785,-0.0435775336997666,-0.016860921017563087,0.013302147843632532,-0.018925460643363496,0.01754463880148903,,,,-0.016458081972848284
IL15,0.008079143481762346,-0.020628828933618424,-0.03330640537363088,-0.011434161176740436,0.06977709680963962,-0.018004757323516453,0.02237196294882017,0.07179279332667388,-0.010408454438997173,0.0768129368977478,0.011315453224519986,0.04197229892636755,0.003530460932896712
UTS2,,,,0.05567685521053506,,,,,,,,,
BSG,0.037373654640958015,-0.0005944589126859118,-0.018546297066923227,-0.018305353886200817,-0.0661668337605389,0.018208272431276512,-0.04207898865776104,-0.0053047177462434755,-0.07075203016399703,0.06046456993506012,0.018591868110015276,0.02364057231027351,0.03886320091169934
ADAMTS3,-0.01677347029548889,0.032209341638452564,-0.02641697732977563,0.03130594359593474,0.03840847021903679,0.012378524694392462,-0.029336618292883983,0.02429156659960711,,-0.02301281920388229,0.03720493803480513,0.05116773393072487,0.06982919506582334
CD34,-0.0025059176387061464,0.049621643193751154,-0.03691141226575161,0.029597991170332554,0.036063547209272385,-0.032561958391175115,-0.05819048458244018,-0.02655823197476557,0.008769277576185338,0.026071364276203005,-0.0023164617638707346,-0.04613793007792997,0.03823718190313044
CCL23,,,,-0.020448963227052402,,,,,,,,,
PLAT,-0.009424307761269474,0.06982901090392687,0.018103653500844516,0.04685475071072459,-0.08667257473802172,0.022160694233300197,-0.07002104758809613,0.010955950955373061,0.05859229302638514,0.12451989116551031,-0.04232677641502211,-0.0430152793266748,0.04888239253402491
NTF3,,,,,,-0.017730693886406544,,,,,0.022246622546340123,,
LTA,,-0.0034667536332746002,,,-0.024406771466370776,,,-0.015854673640323867,,,,0.0674953158730295,
CKLF,-0.018891437901839045,0.044639697968018935,0.003038264127007158,0.10156914196648978,0.0336743804422728,0.0008264847379020505,-0.016107092169491282,-0.013418921836284181,0.01790994396336313,0.11623153098374606,0.038176368954626366,0.07026650395943129,0.1176659858884565
CD24,0.011302105121083714,-0.0299246793420241,-0.06839938557525656,-0.015107496179347707,0.08978035799291069,0.1420149650249041,-0.03633677936566039,-0.02513624834297107,-0.06119761333031454,0.02729826246074189,-0.003585836549095887,0.05830135935754355,0.03893338797916417
HSP90AA1,0.03022931662583136,0.06873372267994754,-0.02587658787994472,-0.048574509606599266,0.01709907238533416,0.0010737689494936871,0.05199073570965479,0.033457213437475694,0.0739476897898293,-0.06056974792302711,-0.08866502011826753,-0.10443226748343523,-0.04984384591853728
BMP4,0.04620853053789708,-0.01841950465156711,-0.031516532611742636,0.014061149322218414,0.0047319499031497295,0.031709269087316055,-0.029140342451560452,-0.013509819482413893,0.015921798871808168,0.027142747850680136,0.025354782163907314,0.007217234199891371,0.06192860968580703
SCGB3A1,-0.012544741378496026,,-0.019339951296851392,,,0.056279270967994795,0.09200352995672764,-0.011063181596928035,0.06002475807735727,,0.02667037862068739,-0.047775082416603866,0.014657906342797173
IGFBP4,0.011927437514223078,-0.06663117156965638,0.08171039785894271,0.022904112770318265,-0.013283698854615038,0.015870508304392548,-0.02280615133398962,-0.03379052435517232,0.022236380514197296,0.051039101053273105,-0.02024850644082407,-0.06252191771481667,0.005036536661711211
RSPO4,,-0.0008330575948817132,0.011684947293912496,,-0.03826226072263864,0.008525889009402857,,-0.02199292836939878,-0.003047794534021789,,,0.042112640839695,-0.030433968792377145
LEFTY2,-0.00039702257725797186,-0.010587435099068105,-0.011296724435463748,0.050842976885772787,0.04783316730605249,-0.0017998785590158891,-0.01943266036963895,-0.01957241754978207,,-0.024560278037517175,0.029774091989233545,0.028000917647841364,0.0505518423464472
PF4,-0.013013155454645703,-0.017527859371535972,,,,,,,,,-0.013986753848237523,-0.04237296142189031,0.058794956358835075
ANGPTL2,0.03038588394123404,0.024339164321744378,-0.0008204870659294167,0.08589679019680342,0.03259554355161695,0.06834982256483137,0.01011540615211056,-0.08735971315100048,-0.05743168888903904,0.02263692601337774,-0.013275650696311824,-0.029169580449905454,0.013784660188224366
LRIG2,0.0227697213483259,0.01328600949060633,-0.0640387910595231,0.035911355036477875,0.0510062082213462,0.053757126575114084,0.011599003316481319,0.07849262964707646,0.09581094127258713,0.026531589939137293,0.000987539317518568,0.03746457768743503,0.02457502416312164
ICOSLG,-0.02469396190729255,-0.0568741439139939,0.023840299938894253,-0.035463378602162324,-0.003839812333058744,-0.014727602290158402,-0.005227104717987454,0.021893594959813075,0.01900129710406297,0.04156985526020855,0.040887190747295785,0.053089129959183336,0.06765220502389252
WIF1,-0.02341506103228574,,-0.023918476812773353,-0.0037358886412518517,0.009553420856971837,-0.030795159529377808,0.05042647867252622,-0.007671563216843144,,,,,-0.018792868708765426
NPPC,0.03140025449372489,0.018027709336001653,-0.029536476152899352,0.03412003337387819,-0.018571639090193798,-0.008682202437907731,0.0011410359063764412,0.009574708367612707,-0.11111468813077817,-0.023012775006384965,0.006701435330506531,,-0.04635641229679176
LYZ,0.006679158443722603,0.02272865706074977,0.039233397913140386,0.08773704391610618,0.007321955724019236,-0.012427911507831102,-0.013196984916334024,-0.03619252715375866,0.010209935354226011,0.16516349857311402,0.08773486238384887,0.010024336710551925,-0.07849426866699571
EREG,,,0.14155208337431296,,,,-0.01999052855151028,,,,0.010380010111933211,-0.011337121891704204,0.11837651307772964
SPTAN1,0.004603661770302494,0.04133705539873606,-0.007477785667443531,0.009321976692470393,0.03877640418690862,0.06344059081323428,-0.0068472821120604,0.0787101787540976,0.02044908950175704,-0.0038418212775004614,-0.006529869213204056,0.13329514237263013,0.031958914171831325
LIPC,-0.01593152271662311,-0.0030453384157221436,-0.021610835182221965,-0.01337480975763149,0.05305761349766468,,0.08820975054245381,-0.024906209645032925,-0.011753328282969712,-0.015304882943850531,,0.07600382950927162,0.05738886526219549
COL8A1,0.03408814306658668,-0.010113064733284199,0.02121939669359522,0.061827845832939786,0.021665642003805996,0.04785572577682384,0.024012574696006945,-0.027261411002057617,0.01587861132853014,0.03497002900401324,0.05771439899010233,-0.04063995410038351,0.07075713363961654
GSTM2,0.011725873595852053,0.03634866768907812,0.05632029121650136,-0.03317053073415053,-0.0267008705599913,-0.01959043793728785,0.018937431486831604,-0.01733354610381818,0.003747338727517544,-0.028591998669787205,-0.03288565169176121,0.03114034454208991,0.01906308951676296
SPX,-0.025766720992091454,-3.623547555588125e-06,-0.04334256544868498,-0.007568468559969009,0.02083545689750929,0.022792575919631384,-0.0015989988623145504,-0.034070282627556556,,0.023816836056582524,0.028437433345508245,0.18535879483945283,0.05660148641683429
MFGE8,0.02469967818255334,-0.02344934333156219,0.014387538938095974,0.061959252715290944,-0.06590912777395266,0.044457832327901,0.023597059817698756,-0.019638828952371144,0.14292471445408303,0.09384577755144752,0.013299601787107394,-0.00783967915497115,0.022828626264337144
TGFA,0.00703809678190827,0.0049949931134826665,-0.014161375210912234,-0.032137986418818335,-0.05808890002735634,-0.03774134567783012,-0.01610889790244199,-0.016900576237655514,0.044904104542389314,-0.017362897729954096,0.0332185711935441,0.05477713717099296,-0.013353287815162868
SLIT2,-0.020278735865701274,0.05908471576352223,0.0495892589203959,0.03744093354686894,0.023711024444156417,0.034193466454776306,0.0013478177476283371,0.04315113964401755,-0.017969070114142963,0.029423880841048897,0.054580917737509144,-0.05999344293095026,-0.01347821353360384
PLTP,0.0022591296321943658,2.2531731861211806e-05,0.15511016879577183,0.027204957741746243,0.08383739919531773,0.12455161719877159,-0.03580685204300704,0.020097805447350455,-0.02028654391208427,0.059357562049666954,-0.008626477906480294,0.055566256279123906,0.04245408141508926
APOD,-0.02485781798405953,0.0662349686304493,-0.08672608217346646,0.03247911160349547,-0.01197163823049779,-0.002508211759554588,-0.014163381532619338,0.027801273406031075,-0.009176658500572222,-0.10015532433899565,-0.0074800654562198945,-0.0334455275650911,0.0784189575516549
B2M,0.013262987084732003,0.032515602468270996,0.10013451960685131,0.05596893962698124,0.04908826000517845,0.07923894141941434,-0.04169275490372422,-0.06129988881778876,0.08200290495888367,0.09772406088587854,-0.005555241555829875,-0.15003770221962717,-0.004151325185241569
OMG,-0.010140229772037445,0.037819131098353144,-0.06220910193422421,-0.020643351333428577,0.07501409538085586,-0.020253507529841897,-0.03649094670833014,0.01745059803554614,0.03521362340443306,-0.0703696146618482,0.03093192142620622,0.22096269777889296,0.011251637500601512
CXCL3,-0.02021745107925362,-0.019129229933639365,0.02533111058579238,-0.023596007753572793,-0.045907812158001465,-0.0005280342979143244,-0.028141562565645595,-0.011418236086635435,,,0.0070314204790734225,-0.04104769800398868,-0.08736441759592102
CXCL10,-0.018025613046055426,0.011222677605242655,-0.028025770820236967,0.06746545095907205,0.04248387297552423,0.03701718603850496,0.018780262507657856,0.000473420145139276,0.02926061770885927,0.10744148160754323,-0.018760291621313093,0.03998613833290453,-0.05522101127094718
RSPO3,-0.017040437227167086,-0.020355189136663808,-0.021610821858081955,0.024337907247921266,-0.01670461406965341,-0.011564127596888888,-0.042933685497409134,0.016084008973208795,,,-0.003181528801986627,0.07992155960854469,0.04277615896364297
CORT,0.022218494571097862,0.015567686765122499,-0.02622799523909753,0.0776416443112317,0.01707340922669572,-0.025155284208549854,0.001124954352766168,0.06282883550178127,,,-0.014636427009975587,,
NCAN,-0.022018386545514853,0.010082928624013526,-0.11739008185998323,0.05460888822869015,-0.03790450902911506,-0.0014332025080372162,0.03885858819614091,-0.05000425112911256,-0.03610638199254017,-0.029363885263223206,-0.020408785532077343,0.09959207447920738,0.06171151008006277
PRG4,-0.018865794757603443,-0.020089693860815834,-0.015473270863551042,-0.010738997490289727,0.04148063353009659,,,-0.013950289444052804,,,-0.021596943715402633,0.0046521137401449465,-0.03318293660870033
ZG16B,0.021934305057681975,0.0640626947123846,,-0.012844066128631124,-0.02614036814185835,,,,,0.012063740439975077,,-0.037653126105270995,-0.020338519416082085
TGM2,0.008250886322306649,-0.01989101739768882,0.06781855853875626,0.0011280671409552457,0.015930002159002164,-0.019116554708162644,0.022890584065059227,0.030802820224666773,0.05700775520776604,0.11115348458562412,-0.05457942911652002,-0.06480736685601354,0.019279871073993284
VEGFC,-0.023953879651811553,-0.0018275483984237268,0.036116170282446694,-0.03370469224550506,0.0063103992179340245,0.01172384403358585,-0.022589210221825078,-0.014236826434286512,-0.04267499018232082,0.2741144475222771,-0.029326065360576806,-0.0025484399749048483,-0.008999311034431879
WNT6,-0.020240664911688102,-0.027786633416028897,-0.021320677567827642,-0.025138968338874888,-0.015725729814032956,,,0.04212641286609968,,-0.02031822711839179,-0.027202453791209228,0.022337317504453127,0.02739550694147079
NRG4,-0.011554148379945825,-0.024450076449199016,-0.022039650866241906,0.04379325311429094,-0.0009465274021767755,0.0747814890665749,0.018024300384725946,0.06262682758968983,-0.024054356918585467,,,0.042659365173745065,-0.03160452861988444
PMCH,-0.013316777805092599,0.01040115125539481,,,0.06657730058459888,,,,,,-0.020535690135264316,0.005600455488121846,-0.02779188296898197
COL9A1,-0.0348968157524245,0.04164895646947437,-0.01356564574331401,0.017322455683858467,-0.030436739108065314,0.05298183735880377,-0.019713404407796425,-0.01892546790248075,-0.0019005352323514832,0.02852395174033576,0.019421794462413846,0.09282404932613408,0.08335661380546484
GDF11,0.008655383661658201,0.030328590253135407,-0.06404543558132844,0.04691886475318348,-0.012277334712206676,0.02500119624478735,-0.03266786274278184,-0.08053000586242126,0.036573391082251806,-0.029720487085363897,-0.045244167123639746,0.0895559827351825,-0.01472236206996031
RAET1E,,,,,,,,,,,,-0.03312652887508849,
IL24,,,,,,,,,,,-0.013763742169254497,,-0.03533281161839778
SORBS1,-0.025937415917927052,0.07291592174869803,0.01283486670866505,0.04703296912944567,0.024463886158551017,-0.03547276607097096,-0.016689954516490742,-0.010189153159791416,0.04036970336805543,-0.006644118417231432,0.08388230758308185,0.10040755041716018,0.012666853680211325
DLL1,-0.009438592990763224,0.05385708058399352,-0.04617069344710271,0.010149294923552274,0.035474226461859173,0.02044062105989742,-0.031192532927794583,0.0233035497535933,0.0819042285409151,-0.050122141017367956,0.009563513310567491,0.07920716546543097,0.061831833071451674
TLN1,-0.003892482575371727,0.017365928156541803,0.013761234797796652,0.034449104469429497,0.05710610317829498,0.06160052088295475,-0.007714400086741859,-0.039128331966672286,0.07038329336045158,0.0501191338999081,-0.010180877875355664,-0.04054602478451771,-0.0380227198984757
COL2A1,0.07422201850614243,,0.14259311351670342,-0.007363524565525508,,,,-0.011591853826245014,,,0.015179636324590374,-0.0059872551547789235,-0.02847398392974467
SHH,,-0.020876490369188684,0.10554935983534679,0.002993718397953396,-0.025418372887159552,0.005038695303108079,,0.2026703666726995,,,0.07000760473135963,-0.01396984403800455,-0.05758695449303386
PON2,-0.022943795739890534,0.04270431720877586,-0.0445454525259671,0.05738714666615139,0.04591605737662949,0.008160925626977879,-0.017743127913067994,-0.06326439273952764,0.1303224642263904,-0.007637646764035116,0.08607642495245552,0.17229309689790548,0.13799644418310944
ICAM5,0.03548873204862589,-0.014106438743543715,-0.036650503619533474,-0.02895643088152439,0.008643758460110694,-0.0012898698191170252,0.009354313165405059,0.010445985123577235,,,-0.043928824725259656,-0.0584098068771196,1.1266169039460118e-05
HPX,-0.006848170353243189,0.02908963571750211,-0.017675873911927695,-0.034360714941817486,0.0031304447441847898,0.03992673946223217,,0.02423798835224018,-0.0016789306518105618,-0.03501418566687664,0.08465535431083158,0.06738720459570323,-0.017604815145756403
SFRP2,-0.01667826709369396,-0.011640190535855964,,-0.018831813915554902,-0.009879080232169782,-0.001773409439854248,-0.005969007488872165,0.04360456902369176,,0.021185527534317385,0.03180843282634686,0.0464885945852186,-0.032431341315381786
CFC1,,,,,0.019377606884197946,,-0.020534356896175814,,,,,,-0.02796503509202673
CD70,-0.030470781144144397,-0.0020783401798320756,,,-0.036587885353382046,,,,0.08679651202302657,,0.033981942187550004,0.023788182247326334,-0.01005849063316431
HP,0.07339197703037083,-0.009550172474985368,0.10025518331443399,0.028842335725746078,-0.0020850699253935844,-0.01377834386490192,-0.04633567519209517,-0.010572142389286944,-0.058102901954014054,0.0026807037044199776,0.010112460101150935,0.015676402092692988,0.05000595724321496
CXCL2,-0.01668001730018164,-0.025809120138340812,0.02747033711308634,0.05372846419902512,0.020819758507076593,0.000480828478092128,-0.010437257028800799,-0.005953767923009631,0.007654543798349845,,0.017839185436091403,-0.02113121903358686,-0.07604585151169162
NPPB,-0.016183930516179473,-0.04881681937250221,,,-0.028806741083184647,,,0.08198231858576943,,,-0.02039463982410237,-0.03063208011098913,
CCK,0.03880551285386943,0.09363501590013834,-0.052251622459053876,-0.06557281146861332,0.01597536728008697,-0.12631234803123878,-0.007551166201110404,0.06446384371769003,,0.15574677956035468,0.01793445666333148,-0.0182767149336523,-0.03433016556574669
SEMA6A,0.006126346128526702,0.05169346809629007,-0.0598480346537769,0.018636294133510378,-0.03864022365389633,-0.004666161627070046,-0.026959256567302185,-0.0027851301573496683,0.08503935139937828,0.00600182422036739,-0.03136328771661143,0.13113168175571754,0.04646411915562514
IRAK4,-0.007064339507880853,-0.03907389080510215,-0.004739079242551546,0.002068455217500575,0.06814873724105414,-0.07956721838605468,-0.008733310655864392,0.008143848459789682,-0.0004294702345209995,0.08295879764807024,0.019696605310042907,0.06664235913962523,0.09614669315429758
GSTP1,-0.019571688487885115,0.028692534989374883,0.0063829054840592305,0.04542133793409923,0.02977507494305322,0.011319169907776103,0.02844961072411443,-0.07446327081960963,0.041271807856586615,-0.020752606555514135,0.0668860035208447,0.10158201376187881,0.03995582670023745
VCAM1,-0.008896466020670412,0.058453045298811304,0.0718115768761385,0.007765097286850228,0.07421343609617949,0.10917484961095153,-0.07356695049058798,-0.01755548580546014,-0.01321859702780036,0.018795368904860235,0.015102275321403815,0.09819452352536637,0.01715728653013408
NXPH3,-0.008793125075983968,-0.022401927576161718,0.022099714968285365,-0.006452990963601353,0.042607960068185874,0.016477781292644666,-0.0047843946409003866,0.04275691755459615,0.04799680233813823,-0.02398831211562029,0.0572830867174426,0.11770163981724502,0.11201031875849002
MTMR4,0.06510873897031588,0.08606186198922183,-0.01184883226356785,0.0233587442326321,0.035662515366116254,0.022702827463928377,-0.048527579383300566,0.07724861574002179,-0.09622224577670373,0.05582483593407668,0.04185814970566155,0.03870400549373217,0.06379331974877289
LAMC2,-0.01270269321221339,-0.013578834888207601,,,-0.036264473223131276,,,,-0.055097791965910047,,-0.01807565550017465,0.0019609039279339983,0.08520092594767069
IL10,0.06447961431467093,-0.010383186355505144,0.10358874782071979,0.021655478389600892,0.01929112313284789,,-0.0735361705071021,-0.012743984644530755,-0.10070340068228843,0.0009053461996326014,0.06902904450859294,0.002644077184677547,0.02521135970096623
SEMA4D,-0.016540754057193394,-0.019078148322865626,0.026813033430865132,-0.006548532719964888,0.0319550321655392,-0.017571466506908703,0.017735740719816758,0.0009647454728829517,0.027732403092080693,-0.007495210959146696,-0.011901608223526289,0.032772385061951556,0.015209895517168146
TRH,0.022514422460135332,-0.04368629085568439,-0.013599906334163877,0.05586586220575364,-0.009663819398975286,,0.036504955307861554,-0.05262028062261869,,,0.050480545057557,-0.03430998395675395,-0.026355365580476096
SEMA6D,0.05696877291143922,-0.0010247881901598284,-0.008248640913373302,0.06850338375036369,0.024403543488996354,0.011237391861156219,0.07350853715955202,-0.021914843328403977,-0.0007497351272872424,0.021270113584659266,-0.022158280728416677,0.07422165438266029,-0.0023295602453713552
CEL,,,-0.026831198540628074,,,,,,-0.044084896227992956,0.020104445362344733,-0.02247113420833792,-0.015465006127082428,-0.01751344136923088
PDCD1LG2,-0.00488310592875785,0.05390201554024535,0.031393191726429015,-0.013519505130909206,-0.00991327203205343,0.017979482515688906,0.00839293089005926,0.04014400314330519,0.020499082669185868,0.03026337899856766,-0.022942102753673522,0.07434437148804311,0.014075416186822112
SPINT1,0.02515361625536433,0.06695702597133013,-0.014098800639753956,0.015454321867442845,-0.044136885050370195,-0.01071189386377395,-0.031055966437684844,-0.018705425913891096,-0.003993409788555096,-0.05198665440866052,0.016591727272007778,0.04276202449119181,-0.0010381363352186966
CTHRC1,0.0227770933395748,0.02634195640337945,0.04163035236605066,0.007968300852802977,-0.013570014828904617,-0.0034457982623447426,0.09657350180079764,-0.023725794087253015,0.07747346081633531,0.11999514068942468,-0.01879167833660997,-0.03640459537873996,0.04861536527065905
PODXL,0.04682783973851773,-0.05237507732400334,0.08712991231298302,0.008397049639267568,0.031573271513561874,-0.007270747077692433,-0.02726086477785371,-0.042381451484842,0.056950812482970084,0.08500731903632362,0.03716275849956687,-0.060421523530343246,0.03128195762616364
