,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CSF3,-0.03317817449109444,,,-0.0425468790459402,0.030903643668247074,-0.027985106331417053,,-0.04625365778553442,,,,-0.038989579616177814,,-0.11422518315866569,-0.11709916001866987,,-0.02520129592915323,0.11391214817543646,0.0076287787897024225,0.02159715339593451,
PI3,-0.039304495246706275,-0.04424500701055794,,-0.02224700504773691,0.0068780939631035085,-0.030234916553494938,,-0.027460811740710057,,,,,,-0.22381483722330128,-0.174664061649339,0.10117234703611752,-0.036812809485087666,,-0.07314431027742298,-0.0353623653230423,
PCSK1N,0.1543481967276442,0.014682152268336739,0.11844164814514502,0.0962090264438925,-0.009452056236305186,0.05316777437948045,0.021989788652488528,0.10689226132273043,-0.06396878928004801,-0.09515817665013283,0.2977336770851728,-0.0010382363586644598,0.1619313027957877,0.13264776160266456,0.07700339262553953,-0.006676305905548011,0.17148971466908797,0.044539922622895585,-0.015427895113849864,-0.11109566398635365,0.1269132251008729
NTS,,,,,,-0.02442570927943673,0.001075142724204713,-0.02887016201994278,0.010223899434238234,0.010876301283837765,-0.03738319624731751,,,0.05654175641306264,0.041819672120498724,,0.07399806908786798,,-0.0103920121265011,,
SFRP1,0.14372436765817792,0.00028057321790635724,-0.04194435074738549,,0.026369865608019433,0.08965101084900923,-0.003572202769461602,0.02410531249155072,-0.017783149697283816,-0.00928238522836671,-0.01688772108319744,-0.0004896810540601171,0.013163609884901551,0.13619074407610168,0.07991530318311348,-0.005577515860565948,0.0665040457317679,-0.07372653522346084,0.15953865633531616,0.033281502690075945,-0.029129444829155544
CXCL13,,,-0.01853024167076585,-0.030894068452882485,,0.016667034314389803,,,,,,-0.023177194516427073,,-0.04474653728627513,0.014650045118230851,,0.06990422599195117,,,0.0725928002789506,
MICA,-0.105314734747529,-0.0388781668624026,-0.07138190419773213,0.04650825460848321,0.037318583904487605,0.01702403208028776,-0.03319711387745975,0.03282140307804422,0.05383128481723228,0.018717255832547987,-0.008882956102099809,0.014785104917371946,-0.0029255655335656493,0.0024296041255732017,0.04107424958949421,0.012524629990886132,0.059014052896455234,0.08485329731451205,0.018983500728301607,0.04558987778218124,0.012116429477270027
TG,-0.02644830069695102,0.025000600520232816,0.009154559988658382,,-0.030009198722548366,-0.02240070742387871,0.03159167903334072,0.036635941012243385,-0.011211624244511385,0.011869737786467867,,0.027774494154496576,-0.027618457931913837,0.07090079254652895,0.03719554692334778,,-0.009309015067255929,,0.02146632471538487,0.009756305600681347,
ADA,0.023200547638144362,0.008745868315226451,-0.010447655240712856,0.026570317760286333,0.032879731939894685,-0.0014489187833038606,-0.002769789890471462,-0.009429277169655673,0.011341191353560513,-0.06276235866702012,-0.1279325605436778,-0.0018630160808736605,-0.06684852987452888,0.029246299489924816,0.08535091224295312,0.031678957695304315,0.0029421872775058948,0.05812824265839345,0.1440698643301482,0.07315776385934432,0.023132653607565612
LAMC3,0.014676325827971704,-0.015587296430761535,-0.018535983774435414,0.003212996529366996,-0.03392420744422508,-0.03361595951522796,0.0031910987784632893,0.009216530595214581,-0.013523706661307805,-0.0008615880258842907,-0.08453511007077005,-0.009195864938410889,-0.01498331453029015,0.05167351742396263,0.07742474661387586,-0.04248413067361376,0.07660888800747666,-0.03830323945135034,0.10538316592395884,-0.021815510399187343,-0.06489450270811332
CCL7,,-0.026751363396978433,,,-0.0002465856469782249,0.005927508485315442,,,,,,,,-0.02011691319869154,,,,,-0.01997079145005839,-0.061995662601970335,
NGF,-0.01911488946364596,0.05726219864481991,,,-0.010089606677853408,0.04604996795907991,-0.028277546294449604,,,,0.0049088075942237295,-0.0021442426968987403,,0.027012548786824617,-0.005711890954621695,,0.054828774832580314,,0.2019443295373755,0.04802833429337962,
TNFSF15,-0.023647503869846508,,,,0.032503575188666325,0.08291382356524445,-0.027975692010970325,,,,,-0.02482933066493543,,0.005094917637932248,,,0.023438285148124995,,0.006773675576519854,0.014337460842724697,
HMGB1,0.011412090850836965,0.04432646343242573,-0.0014712588666409086,0.08293749670470803,0.0030725396860260693,-0.00021320282503330525,-0.044009938583811775,-0.004071031437420238,0.059263947373136075,0.020919053667296683,-0.13505243065503092,0.05063583311112325,-0.011375487733970133,-0.09727345866527214,0.005785006449369813,-0.04137390918450147,-0.02046478086759714,0.010987375389232178,-0.13254521062218588,-0.09677966502109392,-0.0709559703767724
ITGB3BP,-0.11073646714845427,-0.061999581515123914,0.0024300121363272503,0.0021597005554145478,-0.0049189708221892055,0.006150405790142691,-0.021208402362515057,0.03497962158714906,0.0190232913396728,0.027890317249773405,-0.007602955222911596,0.007953323300303615,-0.06987327597960419,-0.002382007455932205,-0.027487201821718536,0.010597592836080905,-0.008804992175504803,-0.05068370601117338,0.03724180298078071,0.016626386661772727,0.07082637799102118
AANAT,-0.03426041692423734,-0.0042351918908815475,,,-0.013489410629064467,-0.027039452386105268,,-0.04172205103536489,-0.016832100818314034,-0.008392186032304766,0.030703928253840627,,-0.024663142170297712,-0.01925575641231928,0.0453004513978734,-0.022845937701419374,,,-0.04258230629092877,0.043675683018903386,
RELN,-0.03295820331853836,0.04645848710746485,0.009213863498394783,0.032649945405129666,-0.012975508923407474,0.025223438884210237,0.06975968785515925,0.06834978548866863,0.06022063816364482,-0.013257036589257696,0.004992176199943565,,0.037043707992481335,,,0.010351325112217234,-0.007467483804216974,0.002486316849659221,,-0.0009456047123853712,-0.0520964835191275
IL15,-0.03361451856162429,-0.01725856378308575,0.045967157918267235,,0.019188046887014837,0.025140961385619866,-0.010640522874031494,0.015876850035630028,0.046378647836726614,0.021745610447854072,-0.04402583038644825,-0.03766193163905216,-0.022873924451063093,-0.01428354492335973,0.028602970500277398,-0.003972061237262145,0.05261036583693705,-0.043918010164424745,0.11419087824510221,0.03710453175633127,
UTS2,,,,,,,,-0.01525112649503112,,,,,,0.0426972369018924,,,,,,,
BSG,-0.08293740547949284,0.11773146025783152,-0.023330321152921458,-0.0127680346332911,-0.04247780844143636,-0.059684962955471994,-0.01936634707345749,0.07599573250020214,-0.046158513804019606,0.018894783911400266,0.24474332932573375,-0.05299422122515523,-0.09608237608448839,-0.00836411512473742,0.012594387216286834,0.08157369645612256,0.03387087056776218,-0.0038628901011885115,-0.05681998909117287,-0.05420657207561848,0.09579311259040135
ADAMTS3,0.03976978620652374,-0.005268014886342552,0.017840332865238954,,0.016144813264735026,-0.018035098359455687,0.04845942041824415,-0.04813992710384186,-0.009255209653492942,0.0492827900984368,0.03127230620752537,0.04379155689457141,0.047570735724681505,0.04868878809083575,0.059904847050321786,0.0157419103735117,0.12366229269111452,0.03495634939097743,0.03852191870604613,0.027333911587157377,
CD34,0.09674357232356971,0.054818906686487506,0.022914600682984027,0.04550597873472012,-0.03255122334937078,0.019649688905025105,0.05317388097274212,0.007793595344838234,0.08018856380990111,-0.018181419338125043,0.05873163698664091,-0.03266863398242407,-0.031100825690770367,0.09889365051834816,0.08718126725927793,-0.05455223084376448,0.06127359803972588,0.040198727383612624,0.09697126371592106,0.07641283900199994,0.01320981533044247
CCL23,,,,,,,,-0.030505259979652997,,,,,,,,,,,,,
PLAT,0.004089116731879233,0.08114611703805358,-0.025847868372806507,0.0011263659620949083,0.002345193711901692,0.015702974600344834,-0.05928755760649346,-0.011659220372615782,-0.1168145171347977,0.0073880444338025155,-0.06641524328510576,0.028683767485143837,-0.08555977821432131,0.16741091183272014,0.1436810112206488,0.03236724104057213,0.03275918464976102,-0.030825331929393365,0.07491360098427825,-0.06809505357142406,-0.03917782807328471
NTF3,,,,,,,,,,0.03666720669589825,,0.05775186612899764,,0.11972298324063674,0.11489829216237035,,0.06019494962277243,,,,
LTA,,,0.044534599113499856,,0.009869462748170596,,,,-0.016103225595574585,,,,-0.022873927274631004,,,,,,-0.001444129761196379,,
CKLF,0.04805327517139234,0.016986594373277656,-0.015669229621493124,0.01854846478845986,0.02272103920470176,-0.02974971582053192,-0.07900908615570783,-0.025045649844289322,0.021695817494991644,-0.028828275392291713,-0.11295441683978759,0.0531833113177727,-0.09189766304090623,0.05377896372552605,0.09795824148753281,-0.04490285545267065,0.0657625825615772,0.01381789086684468,-0.034190088255897304,0.08537591743411539,-0.0303114383146854
APELA,,,,,,,,,,,,-0.02784880554998816,,,,,,,,,
CD24,-0.06949768538391779,-0.0227898296296256,-0.008391517581908916,0.03738291977617027,-0.05816593836787949,0.022448016156283754,0.04604850602622182,-0.03262509420069197,0.039395352886514724,0.074440203646639,-0.00546050760079529,0.07220424078805399,-0.0704134617732955,0.0996019069798124,0.1123379597197876,-0.04448615134438717,0.08125140509087915,0.015580910573989604,-0.02273465527848469,-0.05807438299906049,0.02819093559835965
HSP90AA1,0.06730216694696899,-0.0525922052702554,0.0003593941934591058,-0.044801839614066065,0.02386994033842269,0.12451088963772103,0.09609388387565075,0.026277959927971238,0.03283023413588758,-0.026983413622507713,0.3128850426623718,-0.015781404983940876,0.18205323923416333,-0.17089604372772285,-0.19379318096795078,0.02612701152048752,-0.018696667941372414,0.023671064283388686,-0.03356769644682633,-0.0969183190333544,0.03437011322934531
BMP4,0.19644927430443052,-0.027942790365195598,-0.021140503543889827,0.05561106569588241,-0.0076088882564019165,-0.02088471165641013,-0.03926481795889457,-0.03008670199915392,0.026576483272183635,0.0033593068400646305,-0.04283639740836343,-0.018250096436168938,-0.019490948558422427,0.043700193090750475,0.024523001775944245,0.06287993315569859,0.0229551697919947,,0.06506771510273258,0.1385106559623467,
SCGB3A1,,-0.026751360721877834,,-0.04547840622231084,,-0.032200649782206284,0.011680557479905273,,,0.031716024561825415,-0.031094859012423558,0.07311614054850447,0.09166707900055879,0.017001896430144065,0.050005645316847924,,-0.06550082469023089,,0.008761076554643808,0.0674004569188248,
IGFBP4,-0.032744973910382336,0.024343459090230165,0.07444488870895263,0.04762620284731816,-0.08712649455550134,-0.043489442814600224,-0.029600041501539488,-0.015711930519734026,-0.10269430641973551,-0.00808638680450158,-0.059016779494645656,-0.04739498427782003,-0.026322652871062835,0.02822547501208545,-0.06105470694160835,0.014990273883861996,0.07577798175257225,0.053455223707130343,0.18401665295337843,-0.044039241864237674,0.04256162770466218
RSPO4,-0.02335079721046989,,0.03737176527427416,,0.009816470087098628,0.03351022002068405,,,-0.0037921671327193324,-0.027047600893907786,,,-0.03172973821412073,,,,0.10320375479321962,,0.015992011255125654,0.03160165269625408,
LEFTY2,0.06404305274541974,-0.015560463319532708,0.011377127594144299,0.07015080522042505,0.005314762131983933,-0.02476409818714074,0.03679236008234566,0.017527052462866285,-0.059852483778164156,0.015395239641783387,-0.015291321045234568,0.027719656058958406,-0.028237607772876327,0.011070108360330677,0.07288428421013193,0.03574695495780568,-0.05972349616238817,-0.05100054225346994,-0.04109764269777599,-0.05598426340571534,
PF4,,-0.02775024252742586,0.018721255885680993,,-0.027752856010841705,,,,,,,,,,0.006899294596272783,,,,-0.025976168239701378,-0.01644220191794857,
ANGPTL2,0.011884853284168178,-0.00044223721448346094,-0.027147505311036615,0.05669430376048395,-0.0197121411246037,0.0053778971897635855,-0.06595585743430751,0.026460937052107926,0.041347313149048694,0.03487412823617536,-0.1386088092992768,0.013127785580162019,-0.15404602114022695,0.13105794716419555,0.12496043536800928,0.0671467418841811,-0.05384997164468786,-0.11531810872840839,0.013785569348052326,-0.04528025429800182,-0.05505909685159085
LRIG2,-0.048197662965301126,0.038441655516234324,0.024607665297902388,0.02152732850209248,0.01053264155384184,0.009861967655463651,-0.004565554416991772,-0.028727504978921695,-0.04179342108013224,0.03487504630374084,0.05418875573750286,-0.032216785578171245,0.026493412109693974,0.0969976088790163,0.03760414890157417,-0.030467834028604757,-0.042126667364076685,-0.027140690675014064,0.06193225732421604,0.02729775985070064,-0.04217168221533102
ICOSLG,-0.01774760729566686,0.08102525326813102,0.024525176056371705,0.03542121367643791,0.004929763296193946,-0.02807326142625044,-0.05903066867964764,0.024950803427844195,-0.04909424621846882,-0.055664768943647594,-0.08628896590293247,0.033664391531554,-0.07690477405170038,0.10101816258697362,0.10712076813124483,-0.0677740694725341,0.00945349974550002,-0.026949013420144257,0.12058957381393993,0.07428341124453951,-0.03418578303395264
WIF1,0.23827937400948618,0.04536987319011735,,-0.0038318529313778314,,0.0907174136327949,-0.024467798409060916,0.023793509439661728,0.05769978096643251,0.04115341106570853,0.09221737134247307,,0.1950404811080508,,,,-0.021668705724612172,0.12613570748231254,,-0.0751330346315696,0.16039028245675507
NPPC,-0.0060506965987322065,0.07681573208855362,,0.017790371935930447,-0.0009981580574235987,-0.024814544627368245,0.1051271114312194,0.042739650719754906,0.05188005593093595,0.016012321719425265,0.10564379657445157,,-0.08608239405010816,0.03683061260554534,0.02551211066905564,0.016741038105976717,0.052894601668469064,-0.016465147843294947,,-0.005222828053411794,0.20467638526463725
LYZ,-0.03342093995724126,-0.03422090688775724,-0.030346100551854313,-0.003434902520104113,-0.052435770690726344,-0.07066239595795597,-0.005865168221407795,-0.006498914552951285,3.565533970134104e-05,0.05616485671071903,-0.2124564886416354,0.0634774284777615,-0.052215848322140074,-0.014601292906477076,0.009313150333114733,-0.038017065856144734,-0.0003288730722035902,0.1380213665798882,0.07888050653862448,-0.023160087049455973,-0.007002635958334217
EREG,,,,-0.03761009923886383,,-0.05229966948190295,,,,,-0.010825770361292605,-0.007432154663442469,,-0.00519745656574543,-0.07116791268697219,,-0.08587532037352628,,-0.049807312168437055,0.039778221990825174,
SPTAN1,0.121260090288763,0.07213679188342212,0.030134755094576318,0.13255551625304948,0.04077360856200879,0.09484139829431702,0.05534231437086546,0.04428246316435293,0.09076166131789205,0.04883257636379473,0.2453929441887693,0.016880763138335367,0.10543375568473747,0.10185132089841208,0.04694024617076284,0.05398317333628967,0.06664267494315812,0.03211267980269846,0.04989923222601544,0.047533600697849,0.09295350943191819
PTH2,,,,,,,,,,,,,,,,,0.01594948519153174,,,,
LIPC,-0.009069359465437804,-0.03397359086029013,-0.015005357252922914,,-0.017707182308298174,-0.013829280059807133,-0.051506291733510304,-0.0351000053861214,-0.027913354360323155,,-0.03485887249963141,0.007578697847220352,-0.0359328007016333,,,-0.032796502037211885,,,0.1181194844681802,0.08781242819587194,
COL8A1,-0.06902044712912277,-0.03435189888622303,0.03195499608246863,0.0326746475268329,-0.01789486885980529,-0.0547017065523289,-0.07648819950632524,0.004817253023083767,-0.0235535029582827,-0.044028012289915756,-0.13548564444773692,-0.05135514446522602,-0.11051951749328057,0.07892574732430113,0.09384165863469555,0.09548776406740807,0.04360908588276841,-0.07125127625734738,-0.02279451135517132,-0.02390130581754299,
GSTM2,-0.03211493526665639,-0.020954393399168568,0.009092182510268288,0.046052500456707154,0.05317896563699312,-0.0123114979674682,0.025224676488864818,-0.04596502251956514,0.024318374739058832,0.007812427531653264,-0.042890308389065185,-0.046062222889680135,-0.03431772771673453,0.03495851830951766,0.032368836400834725,-0.0313483082117175,0.04825810326521921,-0.006406001339101603,-0.027796599622972457,-0.007563357806529345,
SPX,0.020400940812153375,0.10270768707902012,-0.028403750630190936,,0.0729944472643386,0.09790962321051176,-0.023159341949752978,0.01232265760635382,0.032704244178202405,-0.005603871735339638,0.07358516546456176,,0.2026067164680275,0.0250319569901001,0.0274942256640703,0.03992457831286637,-0.04827201532713543,-0.062346969318204416,0.06393833682853334,0.18097234561628733,-0.009080275134275449
MFGE8,-0.09426556386532649,0.007184586240802754,-0.031102473318477625,-0.00805091123858019,-0.024524813019319653,0.02458175798879069,-0.04173416487185473,0.024348393634726753,-0.05353182128284928,0.06856872148326061,0.007083496140639254,-0.018422443923361828,-0.06323253850101097,-0.03718075249700276,0.008020574023801385,0.06345029076146246,-0.028011822850972885,0.051500611467363594,-0.008077081876393761,-0.016672927281775954,0.039854075726664856
TGFA,-0.13109944564771636,0.022193936321050087,-0.012563598292540914,-0.007002270401869986,-0.0174350121129952,-0.030335797341341234,-0.0664717849734192,-0.025726343751578198,-0.06716490824759305,0.045116668131019194,-0.07367915093239348,-0.01622270041655927,-0.09252629218022586,0.10291732667139254,0.09878852849647766,0.06549123368904164,0.1326392513886182,0.06176240808833224,0.04268754424229216,-0.005624506705229053,-0.04328810505679865
SLIT2,0.2471912569915401,0.04632418378378763,0.1184961716543133,0.07918235883675293,0.022435590755506246,0.09542099734576202,0.04289679928333888,0.008536500952081078,0.012017831073398464,0.07756717526016228,0.1426380685335724,0.04800653040177756,0.1579865904465233,0.08730916224430384,0.11003715533323388,-0.018571743735743645,0.00901780275222144,0.10130378545826742,0.026700043423655874,-0.04654117942140592,0.09586897889673414
PLTP,-0.05509880920029437,0.0386787286795837,-0.031726578351604875,0.12818944957051537,-0.02109298404774675,-0.025585857901798563,-0.11114224074247953,-0.012874438862317275,-0.0007162434314423396,0.09794474031383095,-0.21985259307193325,-0.001768097066270506,-0.02850764012278188,-0.015498183747441002,-0.08053671963397631,0.08569793143742563,0.018229500555147018,-0.020374463396822785,0.13849182477264355,0.09221634889344214,-0.07579047940004977
APOD,0.11127975607838474,0.08230977694282889,0.024292899768659008,0.17281679354170637,0.02700686852794663,-0.02065235763294681,-0.056517526597264785,-0.03057528331135297,0.0506645602084759,-0.01605034716546774,-0.14762408044006267,0.020738949935554085,0.055879952106060275,0.12498912617423119,0.1603090850102624,-0.02137544594609537,-0.05341567221400736,0.016768001806330344,0.19628728121856528,0.04118075024532219,-0.04148755474887712
B2M,0.04108775230319681,0.07445099571715495,0.04822595180811519,0.0953514880369648,-0.003866807456469622,-0.057838939658032155,-0.09139947429169386,-0.03577372366355115,0.01751790759305617,0.11053724422876378,-0.3095155189429491,0.05758534327965959,-0.19391252287377078,0.03685333506895892,0.018781933644048746,0.08828324711626583,0.054896560086673846,-0.019878524632712696,0.10255162828902444,-0.03707214925582954,-0.09414964192066483
OMG,0.11588374361867698,0.06144735597152054,0.040412190194874,0.09327003858882989,0.01871623209863887,0.06916776089911618,0.015797053371450983,-0.032239471874326506,0.10037485240609896,0.026903524565434784,0.006647789177863243,0.015921932549651567,0.10587771745856353,0.15123483228711038,0.1536181521640664,-0.008825236733633472,0.017324055018024836,0.0037079047441282,0.0672280263015336,0.05518071466690521,-0.03711666763691585
CXCL3,-0.0841275079168159,-0.022423739450108327,-0.018976293689914117,0.005123378875139887,0.03225077430046293,-0.04683040302074217,,-0.046952648429875975,-0.04803366263502996,0.0565521567054756,0.03459588716873669,0.07734013582320164,-0.016473369794632438,-0.06268595506098665,-0.03994624122922272,0.0025850072019990107,0.0007709107047689914,-0.007387007746501011,0.07149163194834068,0.01714609097805251,
