,MGH258,UKF259,UKF269,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH881T1
IGFL3,,,-0.012238775175665724,,,,,,
BMP1,0.02191527957691947,0.0720953639760838,0.04838156204306374,-0.01114179087293547,0.02799976129991523,0.008730879538159101,0.03352951351093629,-0.08579188978910686,-0.015733193924289384
NDP,-0.0075949749386732,-0.029875060415559956,-0.008884972450705807,0.05081881893641968,0.005330969454816987,0.02147078075074569,-0.10570456532477297,0.097341818765719,0.00628844072720916
TNFSF18,0.010776285057534397,,0.023092690611459805,,-0.02294143885998725,,-0.018465850801833262,,
IL36G,,,,0.0871174188841877,,,,,
RTN4,-0.026099671833477136,-0.04456027362311166,-0.061952462312037174,-0.03407518854997552,0.02902521279467117,-0.047527144482300214,-0.014341204786866962,0.02859487391423625,0.037997329939234416
HEBP1,-0.019206249866115854,0.01046311115189853,-0.0024842745512358368,0.007765988956027743,0.06765662469982073,-0.08324869145364973,0.028163029902553788,0.031437274121591696,0.05608166159020583
WNT7B,0.019260333510437107,-0.01959370454190411,-0.023976089362328593,0.03965517742763002,-0.025256284976303174,-0.05820473298684756,,-0.03318918764968069,-0.02415945712353435
PTMA,-0.007126868595038096,-0.0163351989789143,-0.042192758341869946,-0.01166399931160625,0.014207542424263777,-0.1508538796766185,0.16025247365089404,-0.03431821820924973,0.018445062760267715
FASLG,-0.02293360938893125,,,,,,,,
CEACAM1,0.02807422539132603,-0.000301446686414227,0.025275631543422786,,,-0.043829623530045686,-0.024291916411279372,-0.029764595087009717,0.006822299187470588
PDAP1,0.012170656507386662,0.004845505140515994,0.08030298619610385,0.03790270658018045,-0.059668085427914505,0.030073755100176316,0.0541194142142606,-0.025139830993101298,0.05222111818887738
QDPR,-0.07191858031582705,0.0008296922299711519,-0.11267494178666199,-0.03756627990292582,-0.06532348586501778,0.011266867393025173,-0.011813101443475488,0.005132496329576332,-0.06009240184669497
POMC,-0.0253214068844063,0.004468692126737172,-0.005408663303916774,0.004087103270361061,0.009473263504792004,-0.06169096457323678,0.015263072024523051,-0.060160178177550074,-0.01145627007881488
CCL18,,,,,,-0.037581610769937095,,-0.021103587293577173,-0.02565741398421016
CCL17,,-0.020178834985934525,,-0.014744565714750838,,,,,
VEGFD,,-0.022481450517438002,-0.020503231394368004,0.1324690896711066,,-0.042339885456124625,-0.001013496927973012,,
TNFSF13,,-0.013918908757635155,,,,,,,0.002453385779832381
WNT5A,0.07882031070070296,-0.0023341216960887103,0.05769628165340622,-0.020013164659998143,0.08481349223849872,-0.07860042484922038,-0.06689445418808179,0.029672189906916786,0.034914406951135825
CXCL8,,-0.005282743865464208,0.028651669730236057,-0.04048368447474505,,-0.04645101128179427,0.03494903468209419,0.08083996376876919,0.036389012593153476
GRN,-0.03795551829370907,-0.03698614993837302,0.03442645856973259,-0.003824681294959393,0.04158060234775074,-0.07456090332035523,0.16066246981084506,0.06957116134673616,-0.0423070367428417
MIA,-0.013867987524862449,0.00819832493409116,-0.01357671859644367,-0.02164184771065591,0.008784326672717438,0.06514391951438367,0.13512143035994875,0.03901612049204019,-0.03480613815511956
COL4A4,-0.02655991411780147,-0.02441486628801709,-0.012060404510485677,0.042529404416321456,,,0.139241753523331,-0.026681528223971403,0.01610126326206002
TAC1,0.05913412606493837,-0.054176949702821074,-0.020274923081039415,-0.037204689790518726,,,,,-0.0008338602790080306
RARRES2,0.13591815916229003,-0.018033737718750154,0.01727494267826567,0.08978408312169804,0.036652037191271254,-0.07563679999777231,0.09193242474635072,-0.0004672451281960845,-0.0012782752329518743
FGF7,0.012606810311724326,0.022933284335336385,0.08330772237186555,0.0006224519968430098,0.033092502664331405,-0.04705713761007636,-0.09481919655723949,0.08264394228147157,-0.052262924217176154
HBEGF,0.06661329163706554,-0.03012524096227155,0.03823131568823221,-0.007996557165799112,-0.024844247464488812,-0.052233192012128275,0.04885448229381349,0.047289759323584764,0.03059315906744027
CSF3,,-0.024051411849321278,-0.012759675838132763,,,,,,-0.022988338574946296
PI3,,-0.033666829625956296,-0.014367563403229814,,,0.10162406779989468,,,-0.06673229262142938
PCSK1N,0.0534385342533269,-0.007650143970417941,-0.016432235983145017,-0.019678207666435337,0.07444234635878802,-0.008902120022230606,-0.007501747923505075,0.03888495406272404,0.04198136831122606
NTS,,,-0.01568317648388609,,,,,,0.0838888084021907
SFRP1,-0.03336896280429248,-0.017606813509651962,-0.0035660981058289703,0.025661509269391296,0.05774261976677091,-0.1527765411061199,0.01958085407946379,0.02508923985861225,0.01894926041118206
CXCL13,,,,,,,,,-0.015725932102400194
MICA,0.053620884610713467,0.03328337101312558,0.06586209392213725,0.00624874687113829,0.0381799245767542,0.09229066674546219,-0.043118221506798435,0.04951725934058111,0.051046178067002825
TG,0.044171687526950075,-0.019000541299094276,0.03578053133565746,0.0386619470080467,-0.02940052513091516,-0.05938213953489988,0.10762609810725883,0.09287371404040287,-0.018919755899343405
ADA,-0.03730528513877294,-0.001319996564958682,0.04893671577576321,0.009532280496318286,0.028126760367583263,-0.038294389855414245,-0.003689009581253634,-0.00679805497546705,0.008440635639404802
LAMC3,0.030722532654407553,0.03313822335863127,0.028434190008205892,-0.031124470729300784,0.12763857371520734,-0.06944535368116678,-0.029201146263758665,-0.04858437973303265,0.010277545375282394
CCL7,,-0.013737361001523497,,,,,,,
NGF,,0.005382846607015802,,,,,0.05432696611450191,0.08518965702191812,-0.039465953717592456
TNFSF15,,-0.015297223360916254,,,-0.02709984164164324,,-0.06592287722274724,-0.031672224180148596,-0.01427536359396378
HMGB1,-0.03483567654770438,0.011424697671776767,0.0780163696073677,0.02823951275886795,-0.06198158782686483,-0.1696206215063455,0.02220887551302945,-0.032414311774022035,0.035634648968807164
ITGB3BP,0.041229375374371754,-0.005072460364040445,0.04506361985522207,0.0085951653103588,-0.05452710105320211,0.08603487051105288,0.05208420454141981,0.06782547124735978,-0.04029568794280159
AANAT,,0.06860026784945564,0.12353450322799416,-0.01977842457339428,,-0.0068003582455062024,,-0.021980270789394293,
RELN,-0.02201886800210829,-0.0241601111112157,-0.010718856476830175,-0.006802072594764961,,,0.07834382540879842,,-0.017243092167123025
IL15,0.032005329668809736,0.01321553918946454,0.00994676695484944,-0.0183435746479099,-0.04625910706553889,-0.019515326519698586,-0.08938095254364542,-0.03715628515835394,-0.03482200534724891
UTS2,,,-0.01608575383711246,,0.06088213987341012,0.07853022077736535,,,
BSG,0.08183463838535582,-0.056223776795260395,0.03202582827076708,0.045965454844326736,-0.003656547999347151,-0.022944689916940517,-0.07862973143539569,0.03547050115240746,-0.0020940921120448084
ADAMTS3,0.05808667253325898,0.010148452230693149,0.07927130934058545,-0.030481100816571766,-0.0024231744108285315,0.02638106108782789,,-0.026319136585977114,0.03729397257110389
CD34,-0.02069377342057809,0.0043024442153673514,0.053082698411673915,-0.04248077988059855,0.09725365785107175,-0.038554123344874666,0.002068516604290359,-0.07235382800298888,-0.00041902926032715736
CCL23,,,0.04609840811714311,,-0.025571668396314064,,,,
PLAT,0.05959091186238721,0.03514784164604335,0.06613292941188359,0.0084401639019259,0.10847216598161946,-0.03406540369119318,-0.015012591819924523,0.05452321617856303,0.028674438213518005
NTF3,,,,,,,,,0.034801934411597166
LTA,,-0.017606812685977555,,0.019721271676353378,,,,,
CKLF,0.006610772003270913,0.039445889151845055,0.03736200609580415,-0.005235312402219717,0.020858541887756578,-0.061238242940608124,-0.08115324277875971,0.009819368915033414,0.03371295159200928
CD24,-0.027483054136153755,0.03614612036998423,0.06613559293396891,0.012027400437683324,0.009871985178065371,0.12323594049721619,0.03592710915044025,0.028655769324520908,0.11649694437537107
HSP90AA1,-0.0686266420287687,-0.022556220627116645,-0.020392520014891398,-0.014893270274136245,-0.02263216999223312,-0.02344584382284183,0.045766001321078366,-0.07734140016181525,-0.018212176363983253
BMP4,0.11204287586298259,-0.008632801116894774,0.015574671483174719,-0.015630622135038866,0.002224624936502064,0.022789521210909436,0.010763942917429619,-0.04142967560359121,-0.002998271963715491
SCGB3A1,,,,-0.012799905385708406,-0.0315574931320405,0.13621344300427135,-0.019041030333988233,,0.023182619701171806
IGFBP4,-0.012979257730691602,0.04510609414393386,0.01721053579647859,-0.014356293678242527,0.05546041846976962,-0.0661674125417785,0.04667206618852576,-0.01679841011059293,-0.05152524891093551
RSPO4,,0.006972595103819453,,0.001195090922410063,,,0.021574010936616695,,-0.019964932554813918
LEFTY2,-0.026297302927549424,-0.006276339933436883,0.08025474306139506,-0.02264494084381239,0.014583425556163782,0.05908525236001894,,-0.028088923244568794,-0.027150989274334646
PF4,,-0.011985576831679747,,,,,,,
ANGPTL2,-0.053489336136868855,0.026799157564357703,0.06797783657787893,0.012936518832779034,-0.02767950495075662,0.07173276489003601,-0.0442567106916998,-0.016689180818497743,-0.022492918959900392
LRIG2,0.022098642865727394,0.06110563439724496,0.06255004594743394,-0.013735878270827279,-0.07149675005547919,-0.040307908278483004,-0.03163481527421841,0.10541149342893745,0.005963354778745391
ICOSLG,-0.07048011463441688,-0.028764090886174862,-0.038773768509862194,-0.005812570512427442,0.0020500488960134636,-0.08657669703402653,0.024679624015659155,0.05548455156514514,0.0022495779801590286
WIF1,,,-0.020770177729964524,-0.018261109729546313,,,,,0.001433047812786355
NPPC,0.038490605400792875,-0.01859258538619518,0.06860932289065001,0.02317601665937858,-0.022593446661166264,0.05318263910272611,0.07284712461122968,0.0003992784035314421,0.02518715464628743
LYZ,-0.08262958139477487,-0.010242720546137176,0.026458143117938093,-0.0034604455948558216,0.04260519632933502,-0.043116383517830516,-0.020628532469403854,0.045254499356641074,0.02344259399887232
EREG,,,,,,,,,-0.024866660107190738
SPTAN1,0.11952830413719723,0.018031787987891193,0.011254225484454289,0.06475041319483292,-0.009261073813719335,0.009580239707057483,-0.03467121639732749,-0.008097907021007166,0.06246851236767675
PTH2,,,,,,,,,0.0038814578296572106
LIPC,-0.03400463309203983,-0.021538974220561544,0.036115680455440884,-0.005566721317463573,-0.0239580374258617,0.05100321640818867,-0.0384070840851056,0.007391514189246565,
COL8A1,0.0377182637549001,-0.032604218005693124,0.018640888723320703,0.027141351574495542,0.014531262209762216,0.07003637776198435,-0.03478627571161607,-0.002334488439324067,-0.011022173059528347
GSTM2,0.006976860635964011,0.018095028201711594,0.004187476665945557,0.004159435526723103,-0.013475838225112122,-0.023499226227035007,0.05289756075249554,-0.0007932295438511195,0.030328419096001633
IL4,,,,,,0.19932863531841624,,,
SPX,-0.003308356711961541,-0.0006763035497438129,-0.011723196203846622,-0.030036185621330026,-0.029951947590033876,,,-0.06213276893944217,-0.03329655629622206
MFGE8,0.0076461817494320175,0.0345786915421109,0.07376271256490996,-0.00422483093039489,0.07505635285200814,-0.01791280463972958,-0.022087644418985586,0.00937576868275993,0.0015936293460314102
TGFA,-0.044322666617878564,-0.0004932582976140299,0.0033975484179380516,-0.06470809119863506,-0.017496346727134647,0.02791216939821811,0.05843240447077034,-0.036711825986762654,0.023812383425865443
SLIT2,-0.0273339969393069,-0.04079269011402762,-0.03824454766553903,-0.0324214711302546,0.057558224945868396,-0.036187740941090264,0.03260486596532765,-0.02976455871988687,0.014056281370591653
PLTP,0.0528913765816166,-0.008824757992220999,0.013949429671148497,0.06361119829413403,-0.002242126376270984,-0.08537984905518553,-0.03011576504148527,0.04187956594173152,-0.028718930487623275
APOD,-0.06660114598933962,-0.04223569701801995,-0.03227057130607405,-0.03351032253144894,0.04375018699101735,-0.009082813170797961,0.08996517434132331,-0.018662976948297532,0.01311403346350228
B2M,0.08433831224088531,-0.005483846753867034,0.01930656622244668,0.0199046025801438,0.03754457798658398,-0.03284765462310309,-0.017367938039514745,-0.036887166363228585,-0.025336439813957102
OMG,-0.08406283333038841,0.03577194375146898,0.03228701807902442,-0.018306914711787827,-0.05203628434668053,0.02353585706798417,-0.010505694386534772,-0.007208415198289824,-0.01744016319171082
CXCL3,-0.021388778257501777,-0.03248533656391882,0.00987691608018417,-0.01321069714892846,-0.023284812515664437,-0.05690338155230795,,,-0.01304185428368685
CXCL10,0.03346608007150867,0.0014518531601012288,0.024307129881408325,0.044013545571619246,0.020342658882050522,0.03096604648271697,-0.03105196603146766,-0.03550128337700421,-0.027280243111606043
RSPO3,,-0.013918909214723914,-0.018899329001756483,-0.013804923909383591,,,,,0.03140187169486368
