,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
IGFL3,,,,,,,,-0.03093228138967831,,,,,,,,-0.023331109144339772,
BMP1,0.05958246094981402,0.03100401569423249,-0.007229715469272448,0.0680160422926359,-0.06349884472617429,0.005044276657190212,0.057145210890025964,0.1453489818791834,-0.0027706960319303143,0.014829229108045761,-0.008978967300476808,0.10728512313270591,0.07390727578026518,0.03035437196108939,0.010238350298100619,0.06785092203994429,0.025131880388428465
NDP,-0.02354242007654589,-0.031615976270882744,0.008664761028709927,0.10057964613914888,-0.006142326773992132,-0.035810842813805775,0.044620174253890955,-0.008666908867184143,-0.007000663695424399,-0.011655145456560174,0.07374119443978035,0.011735361363415998,0.07208927007488829,-0.008168472793561785,0.06304661835068673,0.12283247011564895,0.01747190796836316
TNFSF18,-0.03545946285291205,0.019693103347014303,-0.0025405334149186548,,,,-0.015533978455760156,0.02970802384848262,0.06779367989152534,,,,,,,0.10123412034477221,
IL36G,,,,,,,,,,,,-0.031663862666147485,,,,,
RTN4,-0.04786117613472449,0.0027984183018847832,-0.005419994085185079,0.00514424962808141,-0.02803435933331741,0.039086717061543284,-0.07770014244386102,-0.21446149399736808,-0.05835971687962772,-0.041468688776519304,0.12075751018956069,-0.014230439270627209,0.051933064915388974,0.053046055099429355,-0.010767682961416725,-0.08393556441103125,0.13200308134128988
HEBP1,-0.015638622042722664,0.029301735156923397,-0.020994719842810487,0.007870331867135644,0.025937442093357445,0.013582152934844384,0.031967566353238094,0.05376510443715657,0.008128053880897412,0.032980139387658404,-0.05366057886063205,-0.006232516232775943,-0.06527436453135953,0.0651169484115081,0.011329297904932766,-0.019894414969286057,0.020926629750065113
WNT7B,0.056371333881657604,-0.0025213932383214336,-0.016807141706323494,0.052321418936913,0.02977046096480015,-0.031530775056968476,0.0221868841361155,-0.0786108030092339,-0.010775803092782138,0.0410480407594957,,0.0042063209069678874,0.09015660608828195,0.008680581425092029,0.017680325282564118,0.0210674886325747,-0.013536857389978976
PTMA,-0.03602894018359028,0.043569659659197804,0.018508168658631367,0.07165110154977211,0.02129118026234949,-0.024622933518425424,0.07784943980404087,-0.08086862954323022,-0.03969269532633498,-0.06163360321360216,-0.15520037319475968,0.07190332583502684,-0.15877233377332914,-0.1172769455752503,-0.03276005655530661,-0.13433224503925714,-0.08073984830790508
CEACAM1,,-0.023762357527927564,-0.012898470378099098,,0.048523204903051204,-0.01366894398332734,,0.12465028372353952,0.017717064656087064,,,,0.017652216456919716,0.04079397083513353,0.015629234759016567,0.022591539824662124,-0.016187291059359864
PDAP1,0.026882514863452105,0.020405011648489183,0.051640213489819675,-0.013258085772097658,-0.0014413978412085666,0.03479718693619765,0.061397106864330975,0.12073034095678506,0.0018728973091285339,0.007607998594986398,0.010524687959454328,0.12463656920926142,-0.09483316542074106,-0.021994599079927003,0.028159721012318104,0.04516099826383129,0.00619875344085446
QDPR,0.05873680384234796,0.037175452289291304,-0.015216036340553562,0.008778046795212094,-0.06196874441296166,-0.016675279776593162,-0.030688484106635747,-0.10857155226902578,-0.061060359997884665,0.015556635997911777,-0.12721173207901332,-0.05016440709514167,-0.044952815078284795,0.07493009043413552,0.014649216690977594,-0.08581508548894443,-0.009938007776931445
POMC,0.12028816901762422,-0.01602965331316266,0.034487465229401965,,0.0018518653736314618,-0.013260534785703793,-0.02312901528031198,0.03438137058298258,0.10606731807438881,-0.034512651190716025,-0.009234342840243734,0.0008826948515237439,-0.055805465546305826,0.03897823660368323,0.07982521966208629,-0.02104475608664985,-0.04540137147727455
CCL18,0.030252555977032792,0.0053478143908259005,,,,,,,,,-0.05335708345780854,,-0.033996214834777425,-0.021646164558483432,0.004066604005934782,,-0.03371712740378846
CCL17,,,,,-0.02418746637939608,,,,0.08496005885305315,-0.004240928121270845,,0.06537138942735603,,-0.025097428607269597,0.035061797040720925,0.033110673835761426,
VEGFD,0.011107642595037761,0.016151975670458913,-0.000731387886256984,,-0.016078265260640472,-0.013077671692810076,,0.1132526628864498,-0.02521866366792494,0.025764183934672388,-0.02012694622658371,0.0013890283066461363,-0.03830053615471177,,0.07293967557842244,-0.01609810821560076,
TNFSF13,,0.03783917370300778,,,-0.01668397297702518,,-0.015064718531380849,,,,,,,0.042425959238662256,0.0337742687209936,-0.03298689379005172,-0.017864850086173525
WNT5A,0.00861253447776058,-0.0274013960557161,0.03769987139129077,-0.00563032887485128,-0.060996690277377155,-0.005781557617950601,0.06007543163679649,0.15167806721532426,-0.009735474352492028,-0.029457577704096908,0.05639905119121731,-0.019723235564611113,-0.09742755573115253,0.05147266357010532,0.04516458279291703,-0.009274346514379013,0.017923591569351277
CXCL8,0.014235521293590852,-0.04698826900588572,-0.017298399631974253,0.002236127761457955,0.1156022331485521,-0.037442321012294826,-0.021428585025966056,0.08658005327265421,0.01539263635527727,-0.013114031515505272,-0.045862580597955685,0.047843389307952545,0.0808537784632731,-0.024264888159612315,-0.06605982178211021,-0.006049188208170093,0.042464090293110206
GRN,0.053280212252454856,0.020467272871079235,-0.01987214197386614,-0.019873335724046832,-0.04870183825030048,-0.05858654523940702,0.02751939131981818,0.12367512398439875,0.009535462339623322,0.025326244731770843,-0.09559494626965673,-0.03825049239017191,0.016980065666819116,0.035262221948694605,0.048175540174830826,0.0831772487310929,-0.12271084697787332
MIA,-0.01687803765200245,0.00984662697534838,0.02314696383115876,-0.037763948078214704,0.04375867611060376,-0.008012189978072855,0.01371321836076116,0.06736179298187113,0.018078476717723422,0.0022651290820119648,,-0.009924499232407747,0.04018208617522578,0.05937123324602406,0.004487061003969376,0.05486746406118744,-0.05824617714472503
COL4A4,0.046047166728393554,-0.03561322468985014,-0.027630202482161997,0.019271806874017017,-0.042292403604439685,-0.018641084841216085,-0.014333414117079406,0.007896414266365108,0.020680724381775904,-0.026904981148851606,,-0.04118476927061402,,0.00380350625634846,-0.026449033875393244,-0.03609825585356612,0.04600836845425029
TAC1,-0.022413532707542285,0.027329086801990032,-0.03183532618472524,0.06849688719258287,-0.007008051070269496,0.05153397948982684,-0.04380900835990524,-0.09670302726880703,-0.0775546871871955,0.035346405080521205,0.10363569101809378,-0.05077627866293831,,,,,0.01336753689431994
RARRES2,-0.018245674368462986,0.018518592383988952,0.03269793401786791,-0.054604046899611076,0.05100696788835394,0.023300212517202625,0.03850503376067852,0.1079625839656262,0.003098015747547747,-0.031392556693774123,-0.006302938174492546,0.07468274377171517,0.06602683511232897,0.028911081764864104,-0.07167199129601708,-0.022966204272436383,-0.017371367985738215
FGF7,-0.022392368774828898,,-0.020851856605024668,-0.02002630431075219,0.017089404421191137,-0.02503993793897986,0.0228091386224134,0.024121386050859745,0.06359209392217563,-0.03048541121154543,0.011180339057628337,0.04368468892679242,-0.002324365250240086,0.011734379357471207,-0.027238726979236565,0.021242545719140842,0.038101329165231804
EFNA2,,,,,,,,,,,,,,,0.03722884375758177,,
HBEGF,0.056362913796960575,0.001437005462343874,-0.008589253587959277,-0.02200536573565213,0.0809578098804441,0.017033920150176667,0.07122237582855963,0.0817587132000566,0.07677906350994222,0.029070283368604042,0.025139924052898638,0.0904127222298567,-0.022625741824034755,0.06187540133455671,0.0036585488256170792,0.0772795346448028,0.028538452810113465
CSF3,0.015062237988245138,,,-0.031221614164525135,0.021688629292389256,-0.026433710524658077,,0.015838294856838023,,,,,,-0.0036623915113585515,-0.005229418332249674,,0.01867414966364925
PI3,-0.03473487780451136,-0.03119639246722488,,-0.0323338904651472,0.04458756606914,-0.04011702724767847,,0.040968924776894206,,,,,-0.032175970945831155,-0.03161512901897199,-0.0699020356260092,0.09292665698004857,-0.04782748224809768
PCSK1N,-0.0033763351949675597,-0.044649950291297355,0.0004254633740360661,0.05165945125414455,-0.033583800932806204,0.022747627623070893,0.0025880317610199495,-0.03631019619579137,0.049173323815378055,-0.013583223934088002,0.1644218681876702,-0.06358021674892453,-0.14660178877406316,-0.03422309145937318,0.02047144652006992,0.0313519987079732,0.07642764592558043
NTS,,,,,,-0.009620241998683974,0.025714213778747753,0.10521719053316077,0.031138854128718575,0.015306352855517444,-0.018120716924434174,,,-0.05854968839472517,-0.0056857391033607345,,0.038323796494113375
SFRP1,0.00621027390766809,0.07677713014689128,0.08611938804758182,,-0.021104499348443474,-0.014919358651795892,0.009735046791429457,0.028183119690248663,-0.027890646887746905,-0.019198429493123198,-0.053726597097881586,0.003143570890944238,-0.0038579758818239073,0.0591700748083467,0.0023236185413161715,-0.04686903675292389,0.016018661885412313
CXCL13,,,-0.031189607975488157,-0.0226705861120115,,-0.014785274952843198,,,,,,,,-0.023830368949897925,-0.014529168180115907,,-0.008791789644531213
MICA,-0.008778088693606816,-0.0010262387350255505,0.02656519893562364,0.03890345637210829,0.06586483180402238,-0.022458845631091885,0.014922000439403756,0.0855599584345839,0.019998757233286826,0.0387782150855107,-0.021434007149873202,0.06383452761052934,-0.07067514822556212,0.08179524165697795,0.08069773824521183,0.13492042089433537,0.027155828246175316
TG,0.11382404165287485,0.026554711938682325,0.056243491006719465,,-0.010052625853166441,-0.018620138072712678,-0.02019712229455571,-0.019466342849847683,0.0461341032105466,0.006775987670159389,,0.06684251020986666,-0.03026810780553174,0.018666222910963325,-0.04008081446082792,,-0.03694092044845724
ADA,0.03055688723649203,0.022291233089545153,-0.03623390169508562,0.052633859998595774,0.017827636573873963,-0.026164218811225777,0.0640356808693091,0.06352544257477444,-0.049307924907365214,-0.022564680880039805,-0.047988466297371815,0.032097858005497464,0.014283212337043173,0.02625346848520388,0.06578920436592217,0.09694190220765042,-0.026315857492198103
LAMC3,-0.08065056302866119,0.017698825466669548,0.0012679186740098896,0.0178068095110059,-0.06765299206886148,-0.025600609928544252,0.027712943595098297,0.10885621840318711,0.03316115379750776,0.033509320862941075,-0.03763630803800752,-0.011154948115225879,-0.00839120853527426,0.037197442761408635,0.08481275629238094,0.12214013058334651,0.04745884555628495
CCL7,,0.05167141890279503,,,0.09177312335958163,-0.01960254482492737,,,,,,,,-0.014242299698186247,,,
NGF,-0.03107469421729295,-0.03238498963425829,,,0.009624728200785757,-0.020923676341740156,-0.019273471881036338,,,,0.09912774601497668,,,-0.001262416806385741,-0.02635290168089002,,-0.025533448756697438
TNFSF15,-0.038443274974479996,,,,-0.01833609700451885,-0.014513657668657804,-0.023402220245748936,,,,,,,0.06879193072381631,,,0.06243857862862993
HMGB1,0.053551813499059187,0.005223410524473429,0.04684065715384517,0.021877717286289716,-0.06267605796168582,0.014671546652814851,0.057972320712662395,0.14464438469911575,-0.004046057618863066,0.06588392699862672,-0.08780488458244884,0.016106157009424856,-0.11545206776094989,-0.01377439254863869,0.015827734833256592,0.014477006596792769,-0.12043975836620335
ITGB3BP,0.029312400699964065,0.018544212520778456,-0.004312647451291295,0.05027906073430952,0.031267727670655644,-0.04895037927563164,0.051425292734666235,0.08531213976369359,0.004037720971310593,0.018480897323516668,0.03663420481204959,0.04656650177555786,-0.009910643200584948,0.03926735631937919,0.03678109616167314,-0.0026958185718741023,-0.004763773072834807
AANAT,-0.03421174425700431,-0.027365784442038476,,,0.01805006392735817,-0.01307767355972141,,-0.02908929551646702,0.07159280356404286,-0.016015628765523444,-0.017036150071051987,0.03133260174189933,-0.04629817196206704,-0.004057978453476968,0.022616974776713008,-0.02493543210013788,
RELN,-0.03170045021687312,-0.0291881493699776,-0.025531804612604837,-0.019820061814472517,-0.02895964388589998,-0.03936995336926359,-0.016612044105652007,-0.06176154699017425,-0.04721640246783628,0.009773024571310438,0.03493362698638725,0.005370583471108125,,,,0.018819958708519085,-0.00675795172372038
IL15,0.08060773021807134,0.0032864883468433593,-0.007847313039264834,,-0.04742914749939889,-0.01578160620356511,0.02805780937964564,0.10507804345154445,-0.01985224198109243,0.04364574822784143,-0.018413296786679047,-0.035986360627680035,0.03984495658908286,0.04763972051619896,-0.009891219911082565,-0.014975717737561303,-0.0010558813984556943
UTS2,,,,,,,,0.04307016464595214,,,,,-0.056065476093107976,0.003214096254848605,,,
BSG,-0.03952397860769237,0.05108602778758746,-0.041942308814442344,0.028596764197861408,0.01223777785095743,-0.004581027734652117,0.020918988928291568,0.026678996465336856,0.03879191686467004,-0.01294378502742802,0.12700084626919575,0.0813479355606778,0.11014535174678364,0.07720011676155679,0.006084721096947876,0.08486079109303747,-0.009996099775435517
ADAMTS3,-0.01775045530839432,0.011828535429158918,0.04973575585310244,,0.026590593724591327,-0.047700177027115834,0.00015394356910006663,0.17064644152435365,-0.028220300456714056,-0.010255644982181955,-0.027356053958509013,0.01713682381311671,-0.04771728588651849,0.1283296965491496,0.09513592159669967,0.016603714353135436,0.031247013811116664
CD34,0.059697111349286784,-0.0017379383339803124,0.017852686477839125,0.041904602590619996,0.02271355615662076,-0.013985794163583561,0.08993877741910614,0.05167691038395306,0.04880769553908374,-0.029964806562460658,0.0013558468059857488,-0.049330513220943124,0.01705468801221477,0.010246970036913647,0.005209190863745876,0.08785091912623032,-0.06213374280494123
CCL23,,,,,,,,0.13448957181342383,,,,,,,,,
PLAT,-0.01693826376595221,0.014172880223891874,-0.008393692758109235,0.08992604035392045,-0.01697836992038866,-0.05147076287182448,0.04628537172925431,0.14708271657665192,0.05151817507616039,0.012627838998275354,-0.01135003287052786,0.08237276485418252,-0.06172397614394845,0.008679726692658395,0.10369411095483565,0.0670643276393603,0.019701999283504797
NTF3,,,,,,,,,,0.01768137338241231,,,,-0.029436655845470422,0.10822901597480819,,0.08729175634832646
LTA,,,-0.012898471701713193,,-0.007429218110080466,,,,0.00733355697490818,,,-0.017133137131723663,,,,,
CKLF,0.08404506562518008,0.011633472015245788,-0.018986069148383588,0.03059934956233329,-0.06606956615319198,-0.08562665921332094,0.07164960119903617,0.1846449443304376,0.04887153363353108,-0.08287074403480475,-0.07859936361834764,0.06985105685879453,-0.015896934872380804,0.0859580253703788,0.01149353019380266,0.011151544481829185,0.059583825681282454
CD24,-0.08590957817998476,-0.01828007283013645,0.06780430932298043,0.08049832555544333,0.04099299994268506,-0.03380957955646089,0.06757693159106658,-0.04101049315698246,-0.007114952391440724,-0.0032096079275377256,0.012069734815637737,-0.02088770535683541,0.022586607597900384,0.04885063892836033,-0.028971081320313168,-0.031599844551937296,0.04056584305414395
HSP90AA1,-0.06778852020144265,-0.004727898558208586,0.030448111660103444,-0.09662898396088584,0.03279061083505554,0.04977156797209704,-0.051713802334683444,-0.170395531020745,0.05306779568514658,-0.005742128504134863,0.14409619675335833,-0.05201829386173399,-0.059821408577799,-0.11505188479620441,-0.07608078172940269,-0.009823027308066133,-0.027800390894583873
BMP4,0.0083894454757657,-0.03658687318606043,0.009779486738032384,0.05212194988774001,0.0495890531620396,-0.025379338089668673,0.11015908335958799,-0.018457824360968732,-0.05432966820248614,-0.037949486240573524,0.012299967656786839,-0.030664099870555923,-0.034991232608506874,0.033119106104079025,0.029117039292368606,0.020006037438365824,0.06605808845750687
