,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
VEGFD,-0.025508210249369577,0.05578598263084495,-0.025610732907824126,,0.05316875746370777,0.10786791088673389,,0.024873828067666345,0.00831222477156168,-0.024256559418947495,0.09313069321026629,,0.06394280970001721,0.16006517272773765,,,0.10117086662622195,,
TNFSF13,,0.07061846573004273,,,-0.014376155341125327,,-0.010775322996561584,,,,,,,,,0.02411959375786194,0.014454362114525242,-0.030004655980168052,-0.007846437115301622
WNT5A,0.014507960864770358,0.03394008350793759,0.013433512094721317,0.1057125061582583,0.04185150952815582,0.02116195888429169,0.10327202905212979,-0.013388068846143767,-0.008373711724427677,-0.018671037708868687,-0.0020629497630495273,0.009241887670495741,0.15168128451667706,0.10830383957728694,0.004478990636652929,0.007065432957531627,0.02639484746503494,-0.014539496712810256,-0.04445692482895075
CXCL8,-0.15921626807597716,-0.0317761725997139,0.0175411623112315,-0.09600400553694895,-0.004940550839079067,-0.0734154877146217,0.046314307563636276,-0.04241397830938467,-0.05075328545381626,0.026503480917896595,-0.03867809186033993,,-0.007391066639389915,0.06609517470562092,-0.00040431904298444986,-0.02877678971497134,-0.1722388084600808,-0.09080981938318163,-0.04627508109636055
GRN,0.06592822181992715,0.06241273308314908,-0.038248537666712816,0.060545387826104,0.030159772665250113,0.014168901506239229,0.07537874267385532,-0.02958420822416591,0.044255120970247405,-0.05120732740508341,-0.03973172713509035,-0.009038598398043335,0.17554728356118965,0.04290139246698857,0.10682147085057266,0.042291410003671225,-0.06422433762435915,-0.050766461378101944,-0.0367624974945911
MIA,0.010861051600648089,-0.010621598287079708,0.01994654176550186,0.05933173368327433,-0.01727626533728201,-0.02424840063852908,0.11967260170722281,0.005645507645909526,-0.013260400876671288,,-0.001351502956447396,-0.054479332577059766,0.1080617721436926,0.08201858885814789,0.037142086528140376,0.0701885319315623,0.20868314015990977,-0.055292490434116846,0.02893452441841471
COL4A4,0.08975583610790926,0.002974411130306907,-0.011004392110603183,-0.007237379987669662,-0.011332515579428926,0.07639543564597574,0.006119941054845625,0.030139303993542796,0.007382749115980345,,0.11084608558067066,,,0.014622420118534974,-0.002482589780574584,0.02399334856871203,-0.014461213705202482,-0.004218685849567796,0.03395795590950082
TAC1,-0.011952502603357631,0.07808142303302713,-0.06278887742013305,0.12591421113881612,-0.0004490750546202336,0.010675345127779262,-0.04633487000356016,0.008896743624868227,0.11477620081028586,-0.04722728751267153,-0.03155526394567986,,,,,,,0.002632109473986028,-0.010879031275392954
RARRES2,-0.018163823178718546,-0.0366892427430352,-0.007053467006286703,-0.06779898206016524,0.0026566107136375837,-0.08166069937126157,0.05070705178412427,-0.012309392871702437,0.09834503539311075,0.049447902211300084,0.05954503595973644,-0.019172045326470728,0.07634142005486985,-0.04332420675554064,-0.018100524288806964,-0.08487082298083647,-0.0896875422527902,-0.04974132319929723,-0.04729330921754307
FGF7,-0.018760205396098094,,0.00524279697332279,0.12001051847424903,-0.01968801773687107,-0.008390944518834756,0.028392700027069326,0.017385939427465708,0.0228287059831333,0.06115494473338589,0.04029932790329426,0.033938918747464145,0.05303996235532526,0.101292249885135,0.013477680306992087,-0.017600235440318714,0.008686043485217221,0.016369943313523025,0.011210578924143995
EFNA2,,,,,,,,,,,,,,,,,-0.031766018501432264,,
HBEGF,0.040736392709545946,0.08283705611758618,0.05752764824186166,0.006104387801313328,0.04747732648639364,-0.04337524721519159,0.040127357494630186,0.011235726847404577,-0.08188031746674758,0.08887364178683853,-0.006034620755904267,0.061824912209303806,-0.008027100449852676,-0.07732159210727016,0.032577554305704665,0.006745759778052205,0.008160793462391768,-0.038523451428091784,-0.013633537610842275
CSF3,-0.054286060421416406,,,-0.03822370139695718,-0.02484151875265051,-0.04340434140355282,,-0.023726810433988107,,,,,,,,0.007961881672396566,-0.05007261586626886,-0.028201280251630382,-0.00128482833912743
PI3,-0.07603096963176423,-0.04029935887776952,,-0.07886076057278035,0.030378929682036697,-0.05209571119889479,,-0.012283607667804534,,,,,0.06450649417545504,,,-0.06403142421361523,-0.15257951029157438,-0.06621756149244686,-0.09650009990931946
PCSK1N,0.041018071447966126,-0.019281453707603362,-0.02249325834795663,0.09046302184963781,-0.021072635801977935,-0.019167447874106368,-0.045114293710383786,0.022180918744810804,0.004379360387825709,0.013748520621878785,-0.0794997694662646,0.056543893346443976,0.0857397553053335,0.11018810411832566,-0.043987091057961614,0.0808823877141449,-0.06999614309542612,0.02330340064729362,0.012280579636863787
NTS,,,,,,0.06105759677668247,0.05582635651184651,-0.029163104153780744,0.042683400903004376,0.002504905261398295,,,,,,-0.0249556243087578,0.10222204014191592,0.024245957888759315,
SFRP1,-0.000398036214062847,-0.012517028903891211,-0.006759055649382549,,-0.018185210527954198,-0.02617982011520868,0.045268025561514214,0.02066859832595876,0.007370598581156866,0.03158934235198906,-0.006064649276281225,-0.044568531614085916,0.07502527893053304,-0.06647299988312702,-0.0075048135993872195,0.06727145375669136,0.05441213379560542,0.07336372351194245,-0.011642256791266905
CXCL13,,,-0.028246797934873228,-0.02775492994927003,,0.019655750181100638,,,,,,,,,,0.03598335138817213,-0.034220885350987926,-0.0047584808635805975,0.050693257441198465
MICA,-0.029284186048515685,0.03622689134548265,-0.011790338926951863,0.010919790844860305,-0.000800860853091419,-0.011807561197147083,-0.006438462178816589,0.015506453849862335,0.026930414219238523,-0.017213943217170492,-0.028526516174669423,0.003832423347285085,-0.03402339113751822,0.054358564191149907,0.0414408759691894,0.031831721827636994,0.06824931752904492,0.0030735120549476094,-0.014206550489490969
TG,-0.004166538082182655,-0.022057790714112797,0.031200470913781708,,0.011247358611481469,0.021110388762718323,5.9570378024095256e-05,-0.014925560907523205,-0.028615262313716652,,0.028496243928433505,-0.03969721126413054,0.0712563905774171,-0.03750362418862545,-0.035255632387379006,-0.029329797575095913,0.09441587921396469,0.016211739649934713,0.043448493410169826
ADA,0.07690979823333303,0.01803717629096743,-0.004541215981433527,0.022036936481528633,0.00012110961826312735,0.04231227853099958,0.05846149019274141,0.0003276513179215326,0.020811654836438463,0.005126627532066746,-0.017391740122473857,-0.01594553772989533,0.0712128387299881,-0.05786202041805756,0.06484861520482522,0.08473216963369497,0.03895779809001146,0.041594698289593675,-0.029516031079690634
LAMC3,0.014183483701838894,0.078340613196417,0.027273418904885452,0.08315690548176312,-0.0193190198487698,0.021530141590296183,0.0775410966700726,0.06499927733062325,-0.04755812441246378,-0.029205935042306775,-0.0209065452994775,0.016502624381047572,-0.00965283264625795,-0.060220796061154144,0.03364860406015212,0.014328563077815585,0.0013298021548728918,-0.05970312407150409,0.053033317166291366
CCL7,,-0.02436575032629578,,,0.06652495123399131,-0.024868407531807236,,,,,,,,,,-0.02630549051088731,,,-0.05415374659041527
NGF,0.11051028117773834,0.0019814144932283413,,,-0.014946756430284227,-0.03979379579824119,-0.021360709249639655,,,-0.021838709720551214,,,,-0.0050190094382718846,0.05580197425222537,-0.015518433556202953,0.07656844080134154,-0.026694276783252667,-0.02198169423022758
TNFSF15,-0.005795846677592703,,,,-0.01579974861203037,0.08651824339034392,0.01668281761714065,,,,,0.04837922190415352,,-0.024500425596344532,0.011425149621838883,0.030835638362842338,,-0.023787756744439784,0.03858860882427435
HMGB1,0.07513641484995376,0.08741286517329093,0.03900450144757317,0.1442657615137622,0.02114462618396056,0.002989389768002177,0.05883013196237917,0.005786737918139584,0.00930697192772763,-0.0014786437859314813,0.0050892646710870345,0.1295974791424732,-0.15433137796710739,-0.07889298087636701,0.018472614680264867,0.03699191687695375,-0.12609458117216588,0.007131539352205869,-0.013127513476137163
ITGB3BP,-0.03341904746995291,0.00010150596395604285,-0.016158272877187914,0.029936639006026725,0.06393837854777601,-0.056780573691604636,0.1046474714991043,0.023354919711671755,-0.03736757639824347,0.008942711326632479,0.042801010589978594,-0.028739913335115178,-0.011329133789421393,0.07120224010430443,-0.02045274826270396,-0.013727375505008584,0.007997143407163265,0.02310861686990345,-0.04118979845686792
AANAT,0.0065990753716621605,-0.035350996733357024,,,-0.014376156875465024,0.024748674398071845,,-0.0214022251045165,0.02829585462571356,-0.020531598873294202,-0.01822552588482846,,0.018976238696117004,,0.09949670599760052,-0.01741669660557358,0.06998954510634947,,0.08632592458021965
RELN,0.06141763887032868,-0.0009626289878298591,-0.034418281330150347,0.06948250706443665,0.02154569879178375,0.09332955692840597,-0.006043979483163665,-0.03567775931354043,0.024020421658820425,0.057838511991176,-0.03269153285567591,,,-0.031649299439316714,,,,-0.02873303221270781,-0.029123225432139976
IL15,-0.018473968091863493,0.0036329462962909095,-0.03097611737614054,,-0.0498992127717738,-0.039860935395598325,-0.0021784735729083854,0.010363696874749743,-0.012068575185039539,0.021676315488818456,-0.027387101958311285,0.025620089879255615,-0.0866197698669763,-0.05790848768228629,0.041511615356211576,0.008480517753887628,-0.007004327275873309,-0.043751331225814746,0.06500891347355457
UTS2,,,,,,,,-0.04185222977478224,,,,0.02126152188691731,0.17855212997891937,,,-0.034337512496105546,,,
BSG,0.032026842464864876,0.032698818722171265,-0.02418691845288444,0.0002711490286291128,-0.013518817303056785,-0.06031131914392014,0.11005946261535535,0.012009339536844795,-0.037010484491838136,-0.025145034095017917,0.08543825297633313,0.0408723819816714,0.10185098409180125,-0.01923718811183494,0.09618340318481425,0.012469875162374147,-0.01030959079563714,-0.09753363440009986,0.05055444754026809
ADAMTS3,0.06007267846535001,0.05632147578065488,0.08973554404278906,,0.05384742897572399,0.08576978417964116,-0.017994882622097017,0.04201017213492647,-0.05797224011982087,-0.015791436663756674,0.013680301064193294,0.045706929957285675,-0.022968488489357567,,0.07491715642499032,-0.027222216356036773,0.08768004451927881,0.014398482382894384,0.057914217423431016
CD34,0.10231611986739457,0.052437821597043764,0.0503246015818847,0.06455222763180268,0.04757359616062358,0.03412338125371309,0.051928099245602564,0.03498693722133041,0.019657984297724328,0.048108750605226736,0.01538699766348313,0.053185943279202806,0.009249897442202141,-0.01902961326784947,0.09025954614275512,0.02326834640214477,0.04785365753833366,-0.06245422105785796,0.07680492311892813
CCL23,,,,,,,,0.007485967812357976,,,,-0.03452740786719313,,,,,,,
PLAT,0.027871677588547118,0.09673549295627687,-0.012202278354337341,0.0871077868205852,-0.0242595538359067,-0.02633601084888729,0.07358249419390825,-0.0015002037503302984,-0.08502792909658634,-0.014538889707514366,0.07902592214380502,0.016199959861259987,0.03357026019183668,-0.06011303882591664,0.033500901007923516,0.04782987871302169,0.047277847796415716,0.021347481230750094,0.022307932435361888
NTF3,,,,,,,,,,,,,,,,-0.021126945297800764,0.11290089922222217,0.031324310403921876,
LTA,,,-0.017880853724462416,,-0.018185209677221464,,,,-0.024784401228599654,,0.059009240348449406,,,,,,,,
CKLF,0.08965355413530111,0.0464329436306438,0.020839204583454635,0.020589003917175164,-0.011648193837409265,0.02903784229390497,0.11395385252913763,0.029236051746764823,0.01255307420464696,-0.0006610109500376495,0.018333804521001217,0.0164486776606107,0.03873994265999966,0.007169414793691452,0.08709560062581648,-0.05691539450166357,0.061245060159898695,0.0456643701266554,0.11387149464257268
CD24,-0.06201083218017822,0.026817877797412872,0.04899681159259223,-0.014234897531526881,0.08039190838532269,0.03950416737300767,0.10491937655272765,0.00825661154468356,0.06907820271974945,-0.033049093690461696,-0.026388903123671623,-0.08534490690184263,0.003012073709355658,-0.029537154688419075,0.07421701258732347,-0.0498761542671043,0.054423574415646214,0.1056452369365051,-0.033063830831874315
HSP90AA1,-0.01103880997711994,-0.006251361411286856,0.05360723782922021,-0.12265106024684211,0.011377091805970782,-0.0557154920394277,-0.1075135549747199,-0.02496099970562747,0.08889675641810428,0.04271945674239429,-0.06600235113445856,0.02190143907172298,-0.14437796079842194,-0.11338636774804028,-0.0699822805248645,-0.04901317922851532,-0.237793157593269,-0.06755269190230638,-0.018296767282945183
BMP4,0.12374299859722186,0.07130466320888072,-0.018954753123677285,0.13928685444613595,0.008973351865009667,0.0689657877436541,0.19064499996355805,0.1044221649196629,0.0025996342263954835,-0.015370597598591105,0.006475123459869055,0.021291351095461885,-0.013171223042514127,-0.0047735685798560214,-0.03371062637563573,-0.02192259776800188,-0.04033049057902331,-0.008879279990964833,0.025580244422370203
SCGB3A1,,-0.024365747889753302,,-0.014763796772514002,,-0.013302677394397831,0.007275485117446354,,,0.08501245804922805,-0.019110359926224986,-0.04260959510929544,0.01908039539303314,-0.07560378978246741,,-0.021921856591107798,0.038206904496374997,0.013637831104915189,-0.03924037646464745
IGFBP4,0.005264416190433414,0.045184753627335615,0.019940886855413818,0.06924356799377969,-0.006092234945025938,0.020020528555657557,0.18131189873803427,0.0033193679980069142,-0.026841193874489164,-0.03906433613470992,0.04256355763242396,0.01937688222625956,-0.029093406141398926,0.04250385798380962,0.10277315329837557,0.05149288921490176,-0.12142004334725384,-0.13664748050461184,0.004045704608160098
RSPO4,0.04879532753486181,,0.038416297660002645,,0.013005309441900719,-0.03784580994758324,,,0.010745627033993427,,0.03407703936316019,,,-0.03908368082426713,,,,-0.03326857182354897,0.11608164542369308
LEFTY2,0.06413608013436142,0.055415307243784725,0.1051275882979824,0.08014626748681453,0.006001248023544137,0.014964899922566277,0.12538408502989912,0.022770146352897258,-0.04458359224792922,0.12577314047223576,0.009335313419615932,-0.048280272723160475,0.004830700181522421,,0.021455338137888524,-0.028171864498730326,-0.03652521396649025,0.05145287767314439,-0.008858030635927388
PF4,,0.01640948706879068,-0.016265066724602442,,-0.01237931201256728,,,,,,,,,,,,0.02840217728074398,,0.1678219074164367
ANGPTL2,0.020377675023152617,0.08043794220548803,0.06900689804205243,0.078667872242371,0.0382009428922715,0.02531855905133668,0.16466569979018028,-0.016968498701202185,0.015105566756510376,0.015256443076825279,0.056725522875553595,0.06873331360039997,0.06480486146023691,-0.010466007046389095,0.0199461573761774,0.07575810954048007,0.11831092211293942,-0.030163427881405056,0.032908324822056065
LRIG2,0.023522218704382637,-0.021322378332467865,0.01580914592295188,0.07640543797999463,0.050993902136331495,0.01587405023269782,0.08008497088158709,0.029138660041039377,-0.02259396587816953,-0.006202618302325292,0.03183718184373282,-0.041828992436987476,-0.08421715178822256,0.07343513503579104,0.016575440770763512,0.042621885984883666,0.04261118747199331,0.0021800410994087236,0.00850100708365407
ICOSLG,0.0085271180702168,0.04320883995742536,-0.011746397771106233,0.021245516108083326,-0.01470838099159712,0.04013193448020458,0.057229953930508275,0.0006907614684967705,-0.006248160397691356,-0.01917896660963264,-0.01095316374290164,-0.009607892687351424,-0.013905700868329285,0.07449814336534785,-0.018929942353704217,0.008934768958961127,0.0668042050335522,0.03919910932263443,0.015062000572094279
WIF1,0.018160956525231416,-0.037779542792746215,,-0.050905647140883,,0.02820379557030381,-0.10370939991781358,0.026050638178969514,0.002701661588866951,-0.006990839244317924,-0.0005466351049824449,,,,,,,0.021089114873752264,0.006368306802303586
NPPC,0.18638069926328696,0.039426334943085964,,-0.051258936174029206,0.04221430771488372,-0.0003374963121482751,0.030995305264247503,0.018086907971017595,-0.002277321347583272,0.07327937406292401,0.03245985995610832,-0.030506149849346714,-0.09423176989983806,-0.07101313624478728,-0.02700388578778925,-0.03311041962774751,-0.024625859826665528,-0.0036369770229750568,-0.046355402827118086
LYZ,-0.0190323126334058,0.008901026972103206,-0.01281759362574037,0.001514861575349638,-0.016683799170723556,-0.04605480652967136,0.007360797525095549,-0.037223629440815045,0.005810658554742923,-0.002363900893074999,-0.004644987881876712,0.04795397844662636,0.15273727382058108,0.03840146824781514,0.05249710548668735,0.10164009175307985,0.032181584807438456,-0.02180699908861085,-0.023344010934943465
EREG,,,,0.010462877400859187,,-0.02428607391945736,,,,-0.02246565019367625,,,,,,-0.009737131889642283,-0.045616695870756827,-0.00517482104646493,-0.022207104073255022
SPTAN1,0.12751798201668274,0.09310693277578778,0.010902079899516933,0.07701160241520315,-0.01593387980597886,0.06192799847037666,-0.015824243888137163,0.01883237613936692,0.0860371571421222,-0.01348148303351714,0.010327203748405867,-0.01502171246979119,0.14814625312469848,0.027382799858417572,0.0741620363453985,-0.0053996877259159595,0.10638152294393088,0.05145681089490868,0.01199137428897405
PTH2,,,,,,,,,,,,,,,,,,-0.0009993435625505016,
LIPC,-0.050222222689126024,-0.019881250324911733,-0.02447979470007956,,0.01614690257476277,-0.05204408789224735,0.0018629002992327365,-0.019028092970811147,0.023344891039226698,-0.040235570034245834,0.07679173279291374,-0.03234864918002142,0.03240538668837861,-0.04061728281771788,0.02347614515883381,,,,0.04151471280187608
COL8A1,0.003593362845401839,0.038445335567341456,-0.035487547905222565,0.13466220496762257,-0.032802363453089095,0.014938008428808354,0.10028970935251358,0.03749560359606426,-0.04756463752747083,0.01677923362042147,0.037170947760527706,0.004602773979180293,0.009812813897391892,0.009788205703724955,0.08009614679242126,0.06860782232311938,0.025021985281801527,-0.01810367793152475,0.039371791992302334
GSTM2,0.11283786495857971,0.006395343968453566,0.011009213794608699,-0.06360360070965311,-0.019257932617033468,0.00508039416787836,-0.023856836738455754,0.034931178344612755,-0.00528065717873798,-0.03573189341181451,-0.02531116833595441,-0.04960017721815814,0.1999944313823848,0.03898892199556879,0.1363095205292191,0.07571427930565665,0.025164744132687263,0.033296472402244474,-0.019982750615520448
IL4,,,,,,,,,,,,,-0.05911104404906234,,,,,,
SPX,0.04462330692542271,0.018357092379199632,0.06626083061909376,,-0.027413428462752572,0.04437935761375422,-0.0771109910320436,-0.0020963306979587893,0.058288862382827114,0.08644810952780183,-0.03783366826616141,0.08800144477151911,,,-0.06374940959824707,0.022733459635125144,0.06707545892903716,-0.0031546650966490127,0.06555681274034025
MFGE8,-0.05189945051983913,0.05437677563362646,-0.016434059680808723,-0.001691636539895281,0.013912552047817876,-0.05523720907339906,0.012374475413230817,0.023821913163477506,0.007287939856503871,-0.02100831832381728,0.02958946941099726,0.02835445897816649,0.02507122366222907,-0.017670080946035498,0.09496681432662242,0.039917748436350736,0.04616969146859872,-0.036045521623368736,-0.014761382923855202
TGFA,-0.0694568928676456,0.06262444879945495,0.06766277085508537,0.033491426871430564,0.0009287154335440159,0.012699515966903526,0.12077335438194102,-0.017187077346069612,-0.06172039481788843,-0.0011296903883517742,0.03420588203424854,0.05110333160913757,-0.002289396159377353,-0.018337195275504058,-0.025137159256354985,0.03337958685526871,0.09473560425527282,-0.03467668473959091,-0.06615951031525663
SLIT2,0.07663678006557771,0.06752395423914888,-0.04241065489088528,0.2187438295929442,-0.01280249794268824,0.058633267851841996,0.024940017657557347,0.0006400545508648336,-0.008455473228067539,-0.06357950844053976,-0.061604124669729955,-0.024146675939501195,0.018230880039534877,0.08077073304839967,-0.030539006674473502,-0.02727637421967255,0.05126232870254201,0.04059214348659757,-0.0015567173512140403
PLTP,0.07031946161284582,0.04741065724137106,-0.02767480884968349,0.0743997931631837,-0.014248698247999377,-0.019772372057783608,0.06984067466707732,0.01015044252417202,0.04904922945867171,-0.026779924589371357,0.07834397582424302,0.0094835886756991,0.11686465236244865,-0.023746592867465808,0.0491166984363507,0.049050722427742784,-0.09058205939568156,-0.07442882172237741,0.0591570737954612
APOD,0.08109130498242907,0.08005500896815317,0.0011763521223010162,0.13372224622934809,0.015749935998921855,0.05533045666580824,-0.05376667051159499,-0.062190667776524836,0.07541119301937038,0.04225081336432722,-0.03521458342038015,0.002400718884150512,-0.031249639177911764,0.06544395096126589,-0.11939649114781538,0.07073853109321165,0.14275437402320654,-0.030135932918297668,0.028480889005349494
B2M,0.10552172055379863,0.035674939382842004,0.03150605702620518,0.07422789844194293,0.01277041996998548,-0.05951075459926495,0.08305917896525504,0.0073213396331428615,0.04313147147019199,-0.004251762650960334,0.001543173952721846,-0.022029179294521372,0.1750641256202483,0.006338306462689244,-0.012105276041943005,0.0642752800976778,0.01032194737281322,-0.09118055288904046,-0.013396880110055092
OMG,0.1616581036933071,0.015263992864963702,0.023262480526305897,0.1665393532521937,-0.02871039308033825,0.07967507890067717,-0.0499268170286243,-0.08843201767604143,0.057104733547896774,0.04610899034548884,-0.006352474670032597,-0.0025175040097109567,0.19261942819840083,-0.09054666018204975,-0.09389691741549212,0.05282880261487122,0.1541261158745173,0.024832948284799875,0.062336084901031416
CXCL3,-0.05671618643950757,-0.056788621301475335,0.007728004927717928,-0.02857655452265011,-0.009942164214776552,-0.001535146729345761,,-0.01426966266962542,-0.03382504829916645,-0.03162590218033451,-0.019723675276089134,-0.031439646658148974,0.031179162765159342,,,0.016237230705425074,-0.02134816101275023,-0.06199516401941939,-0.07956438777740019
CXCL10,0.0371217634387687,0.011064125325348262,0.005497257474546092,,-0.01354810250626622,-0.01217058570688565,0.06702305918535904,-0.005144824218677486,-0.015030919818636466,-0.01768341767388739,-0.03134330692872964,-0.05902100837847055,-0.010176456772283569,0.06520415712573237,-0.03642499592235943,0.03968462240663071,-0.015346698644974585,-0.013160234990123254,0.04388880882913227
RSPO3,,-0.0018326924170986825,,0.07400289578250081,-0.014376155813229796,-0.05204405580451414,0.05111654615123394,0.04451267975138854,0.07259765082231011,0.008406122129462542,-0.02061086052690915,,,,,-0.004267475278023296,0.06381006340517884,-0.014270332722188979,0.004675085190210279
CORT,0.01912285199780509,-0.02795154200619629,-0.029048379191414148,0.026414328293180883,0.035406053572797906,0.05036767069164009,-0.0007509809254396026,0.07287086100722664,0.03187382869380491,0.055357020789343896,-0.024132874363066586,,,,,0.035913348248774554,0.011186312215460766,-0.011428940588951568,
NCAN,0.21538688890535174,0.1070467596863789,0.005659730436359215,0.12974526675332126,0.0033317344005292454,0.06816691131480539,0.06593905406586115,0.04700967553373511,-0.07211993094036949,-0.0005778818505203664,0.11191142231214245,-0.07061508193941586,0.0233861103351868,0.10605665924537831,0.00850035342021845,0.0016069716375814176,0.16819160960412438,0.046418836805526095,0.06087282570682119
PRG4,0.01887300548600996,-0.026961831966610866,,0.04538667875604432,-0.01418864581626337,0.0441013795639796,,-0.030443895659420222,-0.020860180893405966,,0.10377113277189179,,,,,0.01578336887166154,0.024690788301549464,-0.04981719671568213,-0.02684735913707533
ZG16B,,0.04756838834733263,-0.019572364264055318,,-0.016467658737483154,,,0.013770831006433355,-0.01969345666644631,,,,,,-0.025070472035689715,,,,0.10363020795377756
TGM2,-0.03872816017727759,0.002655746188404623,0.012804755391200988,-0.047485540650584544,-0.010470492539712209,-0.06249998799224685,-0.001783118752085934,0.06527599792221746,-0.054390930777555246,-0.001319088657443463,-0.07759499958145959,-0.007076382445257798,-0.0015180211929561919,-0.008313515572386427,0.030203183553593513,0.03553013415359245,-0.08823266764418564,-0.02783273697522764,-0.008417076833518113
VEGFC,-0.04959247886225925,0.02260750153980109,-0.02513166943749145,-0.028450393109895163,-0.013920991334907382,0.015141016215460185,0.009043387191600007,-0.0006511764268165224,0.03446792300680164,-0.025386086900468573,-0.024592462392731277,0.08525528654561498,0.0912023966760588,-0.030689420496211536,-0.032496310830296075,-0.027970364214852463,-0.020189337789405813,-0.029386709477549487,-0.057780674762810375
