,MGH258,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HBEGF,-0.015690018144418057,-0.018176482053471138,-0.0029878878734914704,0.0678825238314764,0.05570226175241576,0.03310486615835162,-0.06052377467134558,0.00041145356092508984,-0.06026062159074379,0.05247725408718636,0.04796423245956927,0.02045918924912311,0.014592146848362766,0.01838355478953188,0.0025844519347143547
CSF3,,,-0.029113036670011236,-0.02151972508777491,,-0.01670222387406,,,,0.007331762829175591,-0.06609675508973836,,-0.019379405686645618,-0.013204611747875083,-0.03327636080042112
PI3,,,-0.06897285556184561,-0.037136548494315046,,-0.01880692452768555,,,,-0.017788791875028995,-0.0716946118592791,-0.01805119276176782,-0.042038778000666695,0.18120332829374827,0.0012950646147622642
PCSK1N,0.0285431392344284,-0.038679702374356514,-0.028238076877293083,0.04705919407219227,-0.004458371163405077,-0.012763782538453328,-0.045228960137139895,0.03527651670240396,-0.01602592376183164,0.049052233270621845,-0.030854259609401965,0.009246000929628233,0.007390667363673866,-0.006559930507870285,0.06223512914754911
NTS,,,,,-0.015545538492701585,-0.020529042274524678,-0.01877547243508332,,,-0.03365473384855897,-0.017040215871249518,,0.0320632804200579,0.0020174754635234183,
SFRP1,0.018865367483119972,0.029582346725404454,,-0.01575349458789147,0.03386556499714797,0.07463954284622305,-0.026123187620608293,-0.022962789122811918,0.017834898753987315,0.06016274562819281,0.004311818326582176,-0.04176513928744216,0.007389128829827862,-0.019099838649877507,0.0812815125860597
CXCL13,,-0.01759793306493366,0.07636618094822069,,,,,,,0.05925466437754735,-0.02479240509781051,,-0.00847098676992979,,-0.026991648834143175
MICA,0.02032969201190553,0.06442349153119807,-0.008264105091113345,0.012424552895903305,0.034047206304200134,0.08734663104777307,0.026281637691995697,0.004482385788758397,-0.010706122731555672,0.09789693093156293,-0.03043316351920613,0.012467178872151695,0.04233387809504606,-0.0009023031952920213,-0.027809239597652705
TG,0.0410129819289887,-0.02003585202894051,,-0.017000516553333265,-0.017943649430889396,0.0556283318239509,-0.01585967294038926,0.10440010090242001,0.06473288331391347,0.0720806815501705,0.05684310659957041,,-0.015949548675313053,-0.02575151158742153,-0.029744936695362816
ADA,0.10694357588480573,-0.041391402664510746,-0.026155025752473117,0.020999545372447522,0.029614812731668657,0.0805422857379866,-0.05135493115745061,-0.03927432227433218,0.04272884126295672,0.02123095417842252,0.023634506878070432,0.0068133386537514475,0.0058323557220044606,-0.040800451713133914,-0.015878925545659887
LAMC3,0.003463148393856039,0.01173267331592517,-0.03556670046934221,-0.015150650176973158,0.09919130631708711,0.11977261026422244,-0.035148447967191625,0.04859873947517985,-0.06305263410860452,-0.04730991992693654,0.01934451952297385,0.0696324748372939,-0.0009732337024834629,-0.11746118898467832,0.0018478191129340296
CCL7,,,,-0.012291346305836438,,,,,,-0.021621491348568538,,,,-0.01383715312682317,-0.056347720931003265
NGF,,,,0.015106282370390687,-0.017123054349314073,,,,,-0.024971091576339536,-0.013798756833048287,,-0.03327020460439651,-0.04142801941653249,0.01691830309852654
TNFSF15,,,,-0.013687015273595907,-0.020791141919627543,,,,0.022269343481567564,-0.02107852618077405,,,-0.012034278228062066,-0.03656015423103646,-0.008867616975461024
HMGB1,0.02374893483468838,0.006563302068352172,-0.07674197843047122,-0.026794738470899873,0.012403963290847319,0.09426923910038117,0.018016815440575217,-0.028900333258301547,0.014571327687534164,-0.01794198654305687,-0.0235880910861039,-0.08181672804872267,0.006678504292501083,-0.016148380220644753,0.04681208394423818
ITGB3BP,0.006766747217899514,-0.03778442667167339,0.035909492143942415,0.031924742394792226,0.036979060566813673,0.10006377136322725,-0.0007278010864978517,0.05380768882747284,0.09070425584639312,0.02838090743505015,-0.013175267414572783,-0.03117289544763479,0.04190550661390018,0.030910964002329937,-0.04022932297243154
AANAT,,,,-0.012453785408982834,,-0.01506585792865786,0.06449947093467798,-0.023971490316271986,,0.07094714315309113,0.0659664255917718,-0.026279529408024506,,0.0134386285274211,0.055445963248610945
RELN,-0.0038696748205185546,-0.047017570421276564,0.036185551944138895,-0.021616982506502198,0.023534716990555333,-0.02670540002854847,-0.022307511228372198,-0.013631629815061589,,,,-0.017202279812949937,-0.014536103916752021,,-0.04031821830322795
IL15,0.059302974033420344,-0.025525368954203088,,0.024087352283275805,-0.014794133494919825,0.030848377886142,-0.018590942936786786,-0.007365954342727328,-0.03166336750174656,-0.021442232877495686,0.014087139075403498,-0.0015278536329148267,0.02252788957165231,0.05077458723782537,-0.003007887752374196
UTS2,,,,,,0.0523621594678713,,,0.06162159912724039,0.011350566136384055,,,,,
BSG,0.048720890273374666,-0.0010696557003684693,0.05569257535134577,0.013425629663512798,0.0245601420174259,0.01463782009955062,-0.03468904333180141,0.016916370111699598,0.011795242999453339,0.09015231823024172,-0.02055154913810522,0.07830170531620945,-0.031208518624655044,0.049020166945000464,0.02870231672222991
ADAMTS3,0.024910420898357096,-0.025243767287946802,,0.06228689538842615,-0.00865789881379362,0.1276786447444185,-0.014421685379420037,0.08493725157317633,0.01071695999804378,0.10143198226977819,-0.03794727187985373,-0.028534022531587797,0.0010507189022185448,0.023319029916224997,0.047857583152700965
CD34,0.01616608041197276,0.05224430608017384,-0.005669120090033884,-0.00833123507208539,-0.002380869945598384,0.04265753641917531,0.008923621833238015,-0.051486790555871326,-0.10235615268042142,0.04004424650771706,0.04988708048378192,0.0016556731356208373,-0.006591080999590028,-0.06694808974631035,0.0803579707976251
CCL23,,,,,,0.026944288322398494,,,0.11500959154281289,,,,,,
PLAT,0.061924772479315465,0.028344363563226012,0.0077395181382854976,0.021462235583866833,0.09383504154102296,0.10987711416228282,-0.0729883178856864,-0.030791426476798035,-0.03409119178892504,0.03962053433655427,0.009167846911840758,0.039291626600910776,-0.016700111917086286,0.002165868677304019,0.05885679042701054
NTF3,,,,,,,,,,0.027873826167723725,0.03975638838379236,,0.009296740963961325,,
LTA,,-0.014734428559616547,,-0.015753493850918232,,,-0.01373646319225087,-0.022232452068466826,,,,,,0.1280647508329687,
CKLF,0.01702710593833317,0.009062760899881853,0.009107434862154706,0.04127283137163291,0.0849516284252209,0.08652876271545129,0.01400460765539201,0.025179783574970985,0.11087122083327457,-0.0009169345900626962,0.023752515017463297,-0.03423299421648244,0.015291092957618385,-0.04764617011428771,-0.01921956251781041
CD24,0.05553311452478411,0.0794123775128377,0.0708599398542438,0.003681806207288486,0.013682033597560353,-0.022759737338002798,0.045760461450156685,0.005889146993355041,0.05353442610833369,0.015237601704224136,0.07645604624140091,-0.04890643555851507,0.08750636783334284,0.09952081710043757,0.020176300184837445
HSP90AA1,0.012621930661758842,0.011119969058465807,-0.025283387891597505,0.0444695106736967,-0.07635560238685572,-0.07646498749931797,-0.008920667344188086,0.006352501770661891,-0.0071575043620009104,0.0007222553636419258,-0.0842429227425232,0.03019272402849918,0.011156832266748984,0.07634210689618928,0.04245084023493243
BMP4,0.003833583473759886,-0.01561935800547959,-0.06451161731227947,-0.019145116559282895,0.03196379007853794,-0.020005137502322363,0.02576312613837289,-0.01894434542837242,-0.03155704270444385,0.005026720432005643,0.0035175919075547566,0.014368185875445359,0.061736970634183236,-0.04815274170814957,0.021209165062531257
SCGB3A1,,,-0.03111895720046097,,0.020468953512549244,,,0.07303229891452129,0.12503963054146197,-0.03290882387857482,-0.026774257628854277,,-0.02499139853508269,-0.02901281063956932,-0.027239610317957293
IGFBP4,0.06415849051373315,0.0003448692359685607,-0.027777874854672025,0.019905322145519714,0.04172654538226005,0.07554181531853078,-0.07904026652075491,0.007141806103719346,-0.06908920015467018,-0.04526514079354884,-0.043126240810049024,0.0728267335760464,-0.01920448542566501,-0.10939006891290577,0.014345740972263666
RSPO4,,-0.02381988659259263,,0.012998590131484656,,,-0.015976342947181307,-0.01938666587782688,,,,,-0.016830643337919473,-0.009146558398804157,-0.02562082986973508
LEFTY2,-0.011505475603752731,-0.014915389760369043,-0.037307898050859774,0.009168678672723677,0.04846950021573007,0.0838685355821688,-0.03934415171811715,-0.015039936720901302,0.01995189272835289,-0.01835419771439239,-0.01608226385743966,0.085484429061974,-0.022888563008835204,-0.011682071863465903,0.030677362219040955
PF4,,-0.013402965393267666,,-0.010723957497880977,,,,,,,-0.012819836135496192,,,0.022838681834662894,-0.020070245783652258
ANGPTL2,0.012297129654218399,0.07403021433102563,-0.0016855878808822498,0.018856211369757195,0.10161699361296521,0.06878154083522488,0.006906291125738939,-0.03790821965485435,-0.015065539076158915,0.012941614132365565,0.0060710177623998504,-0.014452942084766301,-0.003377085750088598,-0.040939319721761895,0.04255482952416817
LRIG2,-0.020279791641336527,0.019293275243893113,0.01577075300000253,-0.03681053528605607,0.04514510373436677,0.028800680058504398,0.008205273974876314,-0.02811313498164012,-0.017452148263982024,0.025104392363752163,-0.005145082863724839,0.036624996834733345,0.01187007812239562,-0.060993768070278974,-0.028038684451685246
ICOSLG,0.03875909796996089,-0.002090771866413621,-0.044370312217692894,0.031143042372962594,0.05470930387350788,0.03696754785360448,0.01378787370377681,0.0011905383333519308,0.015773935249866013,0.039463207846564326,-0.00042115778854680773,-0.0416681829210265,-0.005247293511013781,-0.03389288919196725,0.005249371001024157
WIF1,,,-0.028518319222743314,,-0.09883074348280237,-0.059489493227737646,0.16443257950304674,0.04298034731268578,,,,,-0.015645713230790354,,-0.009310090434071007
NPPC,0.07249056494159796,,-0.025592718791064836,-0.01663550267603905,0.020268280282455548,0.017313566400949103,-0.011711259167174075,0.005887391280176987,-0.02375896555692662,0.06461489897162126,-0.02425598941024475,0.07624479934374401,-0.04353353632887532,,-0.011702877511741865
LYZ,0.019827934133612148,0.034746540943869766,0.02488051953836022,0.008925728814904558,0.02435862905602366,0.03866201282634739,-0.015394471176078901,0.053396779431608116,-0.0021724908311070786,-0.03265672715013778,-0.01697431717323726,0.018574667518953092,-0.009141597178716303,-0.008035923054581333,-0.018678744281778133
EREG,,,-0.025774029421783983,,,,,,,-0.03348068618008986,0.009883381564252346,,-0.020962850043211603,-0.014746866823492922,-0.023106798361888264
SPTAN1,0.0358654054688366,0.037805329845641715,0.038931800935217135,0.06242475579300734,-0.009150009105764377,-0.03675527523326912,0.018161540921966236,0.037130978950486004,-0.045528176708480084,0.026418184489043678,0.005540694383283462,0.01826545268032614,0.024915216101042303,-0.058524872100054574,-0.010114247511288053
PTH2,,,,,,,,,,,,,0.02930121542855716,,
LIPC,-0.03616514541109408,0.011761310052409983,,-0.0042621861279303645,-0.02294190763687503,0.06934066312607681,0.03762046500799022,-0.013714545280056589,-0.025193950907498423,,,0.020670305614752964,,-0.024912824314613446,0.03382137692190231
COL8A1,0.03169602971535301,0.03324250336411075,-0.036348157607559904,-0.011088350018702182,0.09615793542750428,0.01057864803515409,-0.02520092527213696,0.046406477292009786,0.02195165435526994,0.05583812422358135,0.009367220747634708,0.04565894769268248,-0.03225243568671678,-0.06698533158808367,-0.04980490423853736
GSTM2,0.014022865798096524,0.014894354892571788,0.042155969632954475,0.0595593527664246,0.10552626535627871,0.02914503256924802,-0.0007731452608928133,0.03389705518872571,0.04913999426382595,-0.01506625209196626,0.012694194206896367,0.005727945525738901,0.007236049808717401,0.02330964625753864,-0.04811007264626305
SPX,-0.03175510554239533,0.0257680000367161,,-0.021982013033469642,-0.03210158882437046,-0.052837342799045436,0.08631548238667144,0.043001780483776314,-0.03149706646474772,-0.0018575306017354623,0.08677162531485393,-0.06290158342270133,-0.04141929672970475,-0.03202044409632806,0.00601905845251278
MFGE8,0.05006007480069156,5.12130060181664e-05,-0.02980373399643967,-0.008235022656656881,-0.02305167304458267,0.04102971319415123,-0.036724592099479,-0.06570905802908335,-0.05733753669951937,0.01255663453149856,-0.01073389398495961,0.050235659570387996,-0.016025357920841095,-0.022295170329563362,-0.011182920417249494
TGFA,0.051354287576763864,0.06288830400171681,-0.03235627173000621,0.008115610711325097,0.0020898229449413806,0.022080440538987892,-0.03367045996976638,-0.014447375385140807,0.0704404731417865,0.04254559270009411,-0.023438065856684977,-0.029813957310272032,-0.04102818697964438,0.10331627792296583,-0.01670155377632761
SLIT2,0.19844444326150532,0.016239216425067194,-0.023129793042244624,0.04078994069326086,-0.0038242482486555464,-0.01915441190209901,0.017679766547221067,0.029362571264619507,-0.039434135227179076,0.0445005207074199,0.10238257543740058,-0.037067180861362625,-0.02621603283360797,0.06974014582712237,0.01801581849186233
PLTP,0.008452275645369996,-0.008190731181056055,-0.039688685234121196,0.005899497726304856,0.07032231798036645,0.09856603996958378,0.05951150367878638,0.03229598223284276,0.10494862593683417,-0.047709829934555074,-0.04162344055288642,0.04486150039813182,-0.012265107167190632,-0.09169389808564121,-0.040415708481338394
APOD,-0.03907227158430571,-0.0037303282253802693,-0.031184445874263538,-0.01223522526019847,0.05328065953722583,0.00790005012175601,0.04059825613742154,-0.0318832787174859,-0.07641287097027163,-0.0004169268792682642,0.06059238866104679,-0.023807496046833115,0.013955647900702833,-0.09866227129504893,-0.002620314540009214
B2M,-0.008383564982493194,-0.00769453252865371,0.050706550023189634,0.0024136730634676867,0.09283077604661943,0.08845942247559513,0.010420481466100471,0.01463084657698724,-0.00930813090145126,0.02076802182042973,0.054433554961864715,0.06923992954355869,-0.012510118507819346,-0.05627731468431423,0.02513063633237996
OMG,0.018966621082000343,0.007958470362563431,0.004521350315075891,0.03147936758265056,-0.010863211369981637,-0.04113975957554101,-0.01806320309499555,0.02047687179497386,-0.03239986125078,0.015595357441106066,0.07475875329265606,-0.07387722738850584,-0.005419831298715028,-0.002702855701210132,0.023408269867273745
CXCL3,-0.022747731868022272,0.045354048269237994,0.051472904224066744,-0.036063438971977266,,0.05605659196576501,-0.05261251879000173,-0.016011391483765347,0.24760370956217242,0.031151598271603003,-0.02872395803964911,-0.018506057264728114,-0.037988933823616296,-0.018782005930160946,-0.005301947142169311
CXCL10,-0.06906247510713946,-0.014579387908944851,,0.06428076975873333,0.1257430564810783,0.08987331149372546,0.007376366311344798,0.06505443879444417,-0.037257188686889785,-0.02232696358647868,0.03104502804504867,0.05745736396411587,0.06044614393513225,-0.04317402890752622,0.014273879526536148
RSPO3,,,-0.029113037578079315,0.10209535617225045,-0.0016397373802079244,-0.024738937576571307,0.034165097519977455,0.1247596896625887,,0.03529083927659189,0.019165501819493336,,0.06684313047366018,-0.014042004700456603,0.04162053827590952
CORT,0.038319319664488545,-0.02393684745505135,-0.03863696727784847,0.024175249792215272,-0.0014827240970782573,-0.03283027407984193,0.05568845789710389,0.058748845044532406,,-0.006341801058490899,-0.013415306933472752,,0.08354398046317515,,
NCAN,-0.006048069742429414,0.006084327041584768,-0.0003244189593558455,0.02435417232688833,0.06207863228540631,0.0653984311516383,-0.023071616808747624,-0.01704944695451589,-0.001348008486664277,-0.01561889737320102,0.06375715933057005,0.06183726171395043,0.013428811646470373,0.008654478278501273,0.021977694103179304
PRG4,,,0.06286151659626334,-0.012291348221260304,,-0.0034138412354228344,-0.02041713204981105,-0.019562000987350957,,-0.02368151630152054,-0.019795106317244907,,-0.040134686628452085,-0.03180892501663541,-0.027935047815474526
ZG16B,,-0.016128290485200827,,-0.014265612839477488,,0.045712436888001466,0.03926470693204053,,,,,,,0.03036455734948175,-0.017121978054083477
TGM2,0.06290643902759666,0.05175621594544624,0.02597768911245661,-0.03499673578114035,-0.029162422471192686,-0.01679699185793098,0.015600940475074055,-0.006915869422803642,0.001944647610222209,-0.03220711601747487,-0.027744681273081103,0.0019396457055336272,0.0015898840743917085,-0.01274426600936299,-0.008914175411754707
VEGFC,-0.028247421460520606,-0.0044482497507970665,-0.03131424847299037,-0.02190647365843862,-0.030328152118907818,0.013019471190030569,-0.010084125793935448,-0.019963801746277425,-0.04052767343263903,-0.027825617264027706,-0.026879385774621324,-0.002751247645030393,0.06789061244496208,-0.02811352491532328,-0.005525569943678291
WNT6,,-0.01491539015181604,-0.0010535482444988943,-0.017000517259203735,0.008657461624770739,-0.02107422938552628,-0.024290647159935928,0.022146223899533583,,0.05262501858388895,0.00940629198715042,,-0.02233701045380046,0.05893085070731887,-0.017692140293961208
NRG4,,,0.0758119060662527,0.06100538057319863,-0.018576053555941014,-0.026693223119947967,0.12395745810493505,-0.023290103299000466,,,,-0.019600712390741848,0.04485133600702834,-0.014042006274230311,0.034162142144885055
PMCH,,,,-0.020727336231262935,,,0.018768726818829615,,,-0.021976757629659886,0.06977429698397021,,-0.012796410806733414,0.013935410328375218,-0.03407315194882343
COL9A1,0.022506098135917866,0.02538917458579231,-0.030910808275310096,-0.015623722681870587,0.08244989579377558,-0.009745973216840571,0.042362216088301374,-0.013909851381993873,-0.07473769465630603,0.007101914258657572,0.0788999889336518,0.08999558240373352,0.0010528792576778392,-0.03813610858059931,-0.020169398343716456
GDF11,0.03354997448793502,0.033580783430939495,-0.030621358237741706,-0.018526514985952116,0.12660220685002455,0.07287825898758823,0.022758610821956998,-0.01993566641510391,0.01793407614261201,-0.05239974357114876,-0.018228572109714628,0.07877974938607159,-0.019134858367545086,-0.017495532850167226,0.007813453215317675
RAET1E,,,,,,,,,,,,,,-0.015403981111684792,
IL24,,,,,,,,,,-0.016385340916277462,-0.012615430366160049,,,,-0.02974491961498987
SORBS1,-0.031128223541535712,0.018501988459628502,0.006039081302789443,0.02847027305240278,-0.07567183358180041,-0.04692373539826091,0.03686232057738794,-0.05736060243454185,-0.017669042887332093,0.013505997037105059,0.05484316337741916,0.03135793289980368,0.004915201481829137,-0.0767124283346165,-0.021464624796352114
DLL1,0.056405001698796135,-0.0035258328831129005,0.037409732182380445,0.02994583322167876,0.05989442130808998,0.11096055427967969,0.041125917058564936,0.012820067644856001,0.014869897164343815,-0.01631945518119272,0.07760616730924662,0.05530430952853999,0.00307113056564822,-0.015967376386786154,0.050420654323898216
TLN1,-0.062287108931539145,0.017961784293374496,0.005702425771395649,0.00228629369459353,0.0736984171813366,0.06244530716192321,0.019607451654190724,-0.03505799766735653,-0.07644683080789282,0.006364429143560899,-0.01514701678881921,0.004764799529866573,-0.02407127638526229,-0.0047221472734789395,-0.046309304557532044
COL2A1,0.026547445628066508,,,,0.02883386570946081,-0.01978075800502034,,-0.016254849542989495,,0.003746474635430625,-0.032879670688864326,,-0.012149075554173723,-0.020435862905704504,-0.023970817048359624
SHH,,,,0.009848161781796186,-0.017943651349131357,-0.015550079279734145,-0.02708818469733164,0.028209184850018446,0.08788806572909916,-0.0055301059226579964,0.004113797524020008,0.01685830636529669,-0.01763687129035718,0.05281608617619637,-0.005258979514245451
PON2,-0.028471924204843933,-0.047105751526224725,0.03653856783536902,0.020259024980168287,0.09814909685262266,0.05786799395258765,0.02127031306876518,-0.007132621207357887,-0.0006944208849621457,0.04850241608132265,0.054364657539603005,0.07041095008686768,-0.011112171697446662,-0.04143737394720085,0.051571025477008064
ICAM5,,-0.01919945687979915,-0.031118959402746373,0.010453298361037096,-0.029585247899087043,0.017933569786453177,-0.018585168542453425,0.028607631343550873,,0.024295275101824915,0.025507759554167737,,0.07631908886572979,-0.030279898673261887,-0.07513779914090674
HPX,0.046241479138670244,,-0.010594472012386837,0.02748962820575689,-0.015174223593411652,0.03937460808911637,-0.007772727579785484,-0.021500624358061046,0.18595727366007705,0.013249636068496802,-0.012586613599884677,-0.02627951864613784,0.06036632538820885,-0.0324052997604308,-0.03022417648956183
SFRP2,,,,-0.014546754004085496,-0.03587181761319849,-0.0157868835686561,0.01368066369376752,-0.030433535886130295,0.07092889786056429,-6.940999268479424e-05,-0.049495832163508544,0.03517267611698212,-0.004974210852519709,-0.0666672826926213,0.030580136658555558
CFC1,,,,,0.002680820547050444,,0.06662046113050304,,,,,,,,-0.023542358582343298
CD70,,,,-0.02472534284931189,,,-0.025623314980725787,,,0.06804953746258838,-0.017964181020873632,,0.043414012257178745,-0.021423617768760995,-0.046739680890726935
HP,-0.033061045067509565,,-0.09586589392452004,-0.024277179210275498,,0.040795226207199525,-0.05309286705391736,0.02280054314247389,0.06226632214288652,0.0069493431255347,0.014374422115745194,-0.02510346589215625,-0.03997580159887703,-0.021005305551808413,0.12786850254012597
CXCL2,0.03402477627595407,0.01601801899131553,0.014734548432157941,-0.004668514348584681,-0.023452419464817253,0.04676360202805332,-0.022075757908711385,-0.03070496425422961,0.10811699359557246,0.07157655377084156,-0.006098669130309642,-0.0173562458038987,0.009267138641953436,0.030490505256986274,-0.052967993766431604
NPPB,,,-0.014480041456428672,-0.04549944019857949,,,-0.012028206541996428,-0.0031418380118916705,,0.030684052298138375,0.04357980541441822,,-0.019125558519308757,0.18865228675177206,
CCK,0.07176807780589796,-0.06767017318088839,0.009017992268769972,0.041362044289155235,-0.11557138931053568,-0.04882242008939139,0.07962766367731708,0.008868714778394128,-0.025193971242465783,0.012023079833138354,0.06883905326555018,-0.032489554488253074,0.02713744609379453,-0.01847838005924669,0.012342605009889743
SEMA6A,-0.044098344764321784,0.025562466133620676,0.08178188143228292,-0.017707082846983354,0.06832068283172471,0.05859617337553244,-0.008710054989701652,-0.014013132294258596,0.05658913875517768,0.018090993419913496,0.00046124755051177795,-0.04747989125530871,-0.0063896709675181325,0.02387307423941805,0.0545863291949208
