,MGH258,UKF248,UKF251,UKF269,UKF275,UKF304,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
MMP1,,0.04102514479739974,,,,,,-0.04418760029465707,0.0118074141555793,-0.026283041355827187,0.030127966823911993,-0.014047369705748868
MATN1,,0.0030857389415359874,,-0.020107930409460927,-0.012428691450868634,,0.08916476163590586,0.0779830585010026,0.14795587266997418,0.004673043202538808,0.06535194859939233,-0.023748959829224297
ADAM28,0.03196412642466164,0.016874769605847106,-0.016648163253337872,0.07222758037472742,0.04195650139829938,0.010774151979928244,0.042534010743359336,0.058792231244939826,0.08697483545266167,-0.01066961032313595,0.12262043814217627,0.025169127726387498
TCN2,0.05657796250545823,0.015693087544099822,-0.02180228036766914,0.06936667379552085,-0.03695337887554865,0.0004991614831528514,-0.005363227530252392,0.12578651479964228,0.10685993466459504,0.050217136027387484,0.1158628770273897,0.03601955452114039
THPO,,0.00973456481623981,,0.061970631600949365,0.0201925329625631,0.06431841240612013,-0.03710852161830911,,,0.026145269621716236,0.0901363799575274,0.04934858981746714
CUBN,-0.0003621987009153857,0.05655615361169995,-0.027880971189834243,-0.048952325491134284,0.0005807344854736258,0.05988773595140435,-0.014723596347702397,0.04329840914509966,0.04045620375327183,0.03475665698971577,0.06060783437306305,0.03457576039511239
TIMP3,-3.9540163745336806e-05,0.019905109697780084,-0.008281634989952725,0.06315497261744901,-0.024568923888759166,-0.06252718631736219,-0.004377560199483152,-0.013681723336370934,-0.01604407804690035,0.0322331760444455,0.05997642070235672,0.03023827447369329
PIGF,0.046077855763882236,0.00857834559551982,-0.025495446347796456,0.06527820114587907,0.04933819392302604,0.05787275162746327,0.06610461273276977,0.09733243407413054,0.09747897785422821,0.06164188742526189,0.042336936671144146,0.02228747549301333
CRH,,0.008918626893587023,-0.025580385711407753,0.010464390965852619,0.05057800388201105,-0.028635242628154364,,-0.02782468734366713,0.05672776456376405,-0.03560925871478133,-0.0008271526200005417,0.0748053425980712
BDNF,,0.04817582662226558,-0.02288316116410103,-0.07199896547614404,-0.029118716836801773,0.04988483474673108,,0.09605925010562782,0.02074780634528234,-0.03232396645241,0.10633247809520324,0.0052725146835040345
CCL5,-0.009579983191775722,0.08999917025672799,0.004486020500711252,-0.034427476556625376,0.0019930480076185914,0.0811949908032034,-0.021890605855942727,0.052005963089115904,0.06123502197868721,-0.026221628006767108,0.08844409670277474,-0.042876088906049145
GAD1,0.04453654281955466,-0.022744582654134614,0.038941988981602754,-0.036688200822511535,0.059040390083458176,-0.1189730198441902,-0.04078030470170446,-0.015698328070182847,0.1370330760867949,-0.0026807592251575983,0.039112404309956245,-0.0343130464498805
COL14A1,-0.0066825131756202815,0.04277662217065463,0.031093232717138174,0.05718017130358288,0.07109542661724944,0.05714310415147009,0.022555738361407236,0.046791896682916605,-0.009011245792142504,0.03440196073176368,0.16685522124604915,0.07143400794966079
HLA-A,-0.045296242771259126,0.03349683070247627,-0.02008015428277137,0.10559037579561668,-0.004482512605534366,0.0915778899764462,-0.054946163815877434,0.0017542062794994458,-0.15895564399150558,0.0016905878437454742,-0.019381679815772233,-0.04339390160650233
CD5L,-0.010476772919040759,-0.022081115587903828,-0.03739129852671944,,,-0.034835718909014365,,,,,,
FGF18,,-0.019979418577376472,,,-0.0133178325417848,,,-0.008956152298673694,0.004656808235631159,-0.012257370335209355,0.018722665741247223,0.00040528020039889404
ADM,-0.027545372562142127,-0.03490148384993489,-0.03560501296715439,0.09011004780756574,-0.02143027852552344,0.05775615808718964,-0.09565205611899609,-0.060449883034666294,-0.25587761291488065,-0.0830237668639459,0.0009135787083925867,-0.036329748417543925
CCL15,,0.010935074727230808,,,,,,,,,0.007885205711990048,
GNAI2,-0.010289098281225404,0.05970804601629021,0.0165481560421467,0.07803535243455854,-0.006411661621936928,0.06713266508565686,-0.031104937047630392,-0.016559980740530333,-0.02029578020005241,-0.0007892893207291291,0.021193462932226306,0.025321968742196173
HDC,,,,0.03963767599427653,,,0.0014644623532224649,,,,0.01775275227387247,0.0867490910921634
COL11A1,0.03615593088613688,0.06829003796634688,0.024151363915240313,0.06632552521154064,-0.0031969049160098734,-0.042284822743685564,,0.030490794698210137,-0.041036670665386216,0.028862077726761595,-0.021751818579161142,0.02473124298590088
NUCB2,-0.0227123251775126,-0.03110028672594006,-0.020301964420503884,0.0327060086564964,-0.00239042236961994,-0.009264725826439673,0.06735205973319493,-0.039813155694862955,-0.09211350847550971,-0.05769970307352721,0.014046334096203912,-0.031578077421159034
FGF16,,,,,,,,,,,,-0.023401501967895765
CXCL1,,-0.04503979407586245,-0.027441636361527938,0.017000901096379074,-0.01767303175938578,0.11573591970646142,0.026096795110523194,0.02756309236955831,-0.0916572219732692,-0.034184404972094344,0.06296822770394116,-0.0029634681965470208
VCAN,0.013718659840903253,-0.025481154671154554,0.05107922612091344,0.07604717161451152,-0.01325742475493531,-0.023008043351220874,-0.03356125988631147,-0.024876480885116407,0.0631054675603343,-0.054290262252673895,0.0010779661308530702,0.08059587219882108
MMP7,,0.08288025477196762,,0.014041078178780182,-0.012274532875149808,0.03371880883114512,,0.05153312601078392,-0.01825417059918268,-0.05649138025900601,0.08757269325838196,0.03184588533060052
PTPN6,-0.003307973480969545,0.06768727410984231,0.00993363879737644,0.07927089639479909,-0.023976878615235224,0.04490899660113686,0.01407665125059032,0.016751857227131135,0.10210816248319207,0.10011974568646768,0.12781840884195114,0.017243427511277047
PTGS2,-0.007722526299879512,0.016487049020338332,-0.024490220969314087,-0.06579730568567495,-0.06478670660913201,-0.0020340065653664243,-0.00025288738295237964,-0.0539818965161572,-0.1153662748713669,-0.023016778725103645,0.05052272462480791,-0.036896680092239266
XCL1,0.035555397868457024,0.00430476113170272,,,-0.020160460977707215,-0.026890588376566642,,,,,,0.05401626200841462
CD58,-0.035904646061855394,0.04588355594982287,-0.022774055882660516,0.03521498190699163,-0.03811036171893619,-0.032053775317489326,0.06003752924590767,0.08002642658989807,0.12167822638777588,0.03943466406365448,0.04017968740630431,0.024896813116960907
TNFSF14,-0.04005142247545427,0.11684498762098897,-0.005085949205931737,0.06612798339696215,-0.03250965504892446,0.04339875042682985,,-0.0030127186467326103,0.026282506279054804,-0.01864732035237975,0.03220675173200716,0.12074582238058248
CNTN4,,0.03225298501960744,-0.022404209907401235,-0.04970800178025912,-0.02559920604429464,-0.057285586983002484,,-0.021158998710362326,0.07177738502346388,0.07635328307259397,-0.03174352613181003,0.011580082067798904
INSL3,,0.05685584313509312,,,0.043251563653527336,,,0.018510757172604468,0.019935973583943653,0.0022924719939381097,0.07358301821995698,
BTLA,,,,,,,,,,,0.017773347776111913,
MFNG,0.022363178427668103,0.07876988499163162,0.02275210066870162,0.045405553762525315,-0.03547906956911444,-0.05006905880638851,0.0016553363546939499,0.052800404007834,0.08090384874111767,0.054022358477804594,0.049983160781491745,0.0776674334563154
ICAM1,0.09613882148810755,0.00897292752708604,-0.018793564350427765,0.11590207733299879,-0.022014806733882505,0.047747162047675845,-0.031850876489562294,0.029189890093373517,-0.03680719998523285,0.035295132345467876,0.025411503986252037,-0.035258255083763436
PROS1,0.025266932950197833,0.0702421342682898,0.04449352940404646,0.12332757441460764,-0.04701226550049618,0.11983775835960021,0.11368960859105187,0.11059326894569883,-0.014838814612578846,0.04707186889949706,0.09530592283562382,0.0351693920552131
CLCF1,-0.039792251228243744,0.0866909453358775,0.004204713897981376,0.1210220710619538,0.004671556254594502,-0.0245320444342917,0.04714449487575515,0.0946734546154109,0.0955680604198979,-0.0066117187177556005,0.039828961709575304,0.05851585436724192
PSAP,-0.04714985410249068,0.12176510741706077,-0.08348182610429405,-0.01512533241357326,0.02057439234859472,0.1154720121417544,-0.03466296551903822,0.04910796010949276,-0.05665740642737466,0.05589772926802782,0.19817256630716684,0.015020110867856321
EFEMP1,-0.018308095635448503,0.08135063417157809,0.015901163885359594,0.12648553003593316,0.004037058355544391,0.07953687277000338,0.020364939325569556,0.12689449083281637,0.05769351623348776,-0.0009682202948278055,0.15458179761079122,0.07128562862152592
C1QTNF1,-0.009185393245013308,0.0030407235407935956,0.025427499993124682,0.07651867183385956,-0.055642986851470705,-0.0015145690520705379,0.012353499558545545,0.036785722697759225,-0.10747894477449063,-0.03534889494450031,-0.11048036893874257,0.007728277223106378
ALB,0.09229533639240783,-0.03351166835649535,0.042168951824475165,-0.006669770877177919,-0.015452267180441811,-0.004342478263510878,0.030105559178755105,0.03946636257199855,0.09183426559526855,0.0004691613916960193,0.0916343792384237,0.029451155401064796
CCL13,,,,,,,,-0.0344558569330189,,-0.04257030126048592,,
EFNA3,0.06784575887996604,0.03502844507384741,0.007857800996424484,-0.015222702071706732,0.04077561542041609,-0.05929974019769651,0.02275277979940338,0.03808772794860326,0.06826995506235246,0.033735136821358945,0.033964569039189714,0.03016847951770483
DRAXIN,0.035412275043593795,-0.024086422277104478,-0.005067507282368651,0.03743052240059055,-0.0641456976575459,-0.02806454802882724,-0.0894757706408821,0.022233115067156264,-0.08591258258012488,-0.05701195918390403,0.09919949716056913,0.06272945657862333
RAET1L,,-0.0168858179023925,,,,,,,-0.0013783572235920283,0.04007139190431362,,
NPTX2,-6.715545322907251e-05,0.005135711379423823,-0.02299019415007509,-0.10131237522807064,0.03021944627495814,-0.02143787368524345,,0.04724169179375456,0.07153571291794514,0.05056945573933868,0.033491153507506935,0.005246515770912498
FGF11,0.06443459757667666,-0.06720574856868311,0.05512219327258241,0.06508477322783023,0.0008570351906905744,0.019992330367467292,-0.008419842496948774,0.08647696650538259,-0.06603074064983264,0.010817661135926809,0.013057940673771208,0.07037883190845379
CD59,-0.06345948776782558,0.054863945686421424,-0.017538943541338593,-0.021268326434771546,0.05811258375263557,0.04073880710146973,0.015654834118908938,0.132321455746659,0.03105436787951822,0.014391089818914942,0.06696626665897619,0.019467676895709586
COL9A2,0.059644902845737056,0.007057822527905366,-0.017210634971755068,0.017766721256225304,-0.017285648057889666,0.06745679265398287,-0.05335072238106889,0.0221275799825762,0.20454896432179834,-0.03796627480719525,0.08970679382450052,0.05954597919410011
DLL3,0.02842469877346863,-0.023008788937711282,0.0037951442499980378,0.04352254820513935,0.05632870480451447,-0.03685244629953912,-0.018479155389112822,0.002345284530496149,0.21142455882224018,0.003060717623870431,0.026834031041550292,0.04637581038540931
FGF5,,,,0.002444993871107729,,-0.01971623387709924,,,,,0.0677854565749266,0.04639401871090892
LIN7C,0.06148607541494768,-0.03479244242392894,0.012504150298912104,0.04758164386527172,0.038095762733286416,-0.06598205369238118,0.0029778160019361655,-0.011279231703423388,0.05601319584793453,-0.024771035974317217,-0.024967609290589707,0.0365676910099061
GDF7,-0.03134335772213562,0.011571736099497706,-0.0240413114879323,-0.0334483856654462,0.022789250479762175,-0.036241504528275174,,,-0.004934657879265663,-0.005414043833264668,-0.035347593929595515,-0.022550995009940816
PSPN,0.07886182444929266,0.07839653577583733,-0.01405039248557285,0.07838107993479326,0.037080793119879316,-0.011813141269555787,0.030856955960338706,0.015264742844582279,0.06260351743828231,0.01492875482072934,0.04102957951806397,-0.0031483767809598984
ANGPT1,0.010422097915106695,0.0019672520305071633,-0.0358380158083272,0.05149294150992472,0.05283671872905387,-0.022804292573627268,0.03069175715217141,7.053902098787872e-05,0.03766673757887798,0.07234698419187263,0.11125514664444781,0.030362464352775093
PNOC,0.03605873197356331,-0.026433956921387818,-0.020295262131426312,-0.07406365642321161,0.03193951934750503,-0.046041810883623725,,,0.08464499864165032,0.02608027446767869,0.027024820212636483,0.009130702464959974
L1CAM,0.014550511950565378,-0.025215295040264436,0.006221970875113568,-0.04515584465135747,-0.0054132899958778255,-0.021475512468887233,-0.06916608133624505,0.07693858046522405,-0.18275088129591438,-0.002090339713196711,-0.008576582152592474,-0.0015186118455810735
APOA1,-0.05811017168844115,-0.034464313664056605,-0.03329398892790731,0.04320408182035839,-0.018430745427889302,0.01198974741070139,0.02878264106988518,0.03380832792021716,0.1128519202020757,0.0254329845928361,0.033466626055687544,0.05724983252519487
PSEN1,-0.009746724048290523,0.023951005229522298,0.03797901647199768,0.0150380786474828,-0.013596833574107058,0.06317501805135428,-0.016445794375012323,-0.011641261911409443,0.05364347208143206,-0.011795006680591273,0.07466365938454293,0.08401792286130648
CALM2,-0.003547445179346367,0.020066502741350606,0.025827863004291313,-0.08113460394319229,0.012885283200717414,-0.06187348739966149,-0.06897274178625176,0.10942878324821512,0.14180582912723166,-0.002279728712163057,-0.04210886556544157,-0.01787455204014805
CLEC2B,-0.03311646425456497,0.08960188202077304,0.06319055290244713,0.08030140787037725,-0.012069831078898911,0.050961870612031016,0.07225008735222108,0.04750315104269371,-0.016952026523320445,0.04160664100068497,0.07378538022934547,-0.03532092591970671
NTNG1,-0.05807962741842253,-0.008918385628339773,0.05791976293647033,0.008052576616020322,0.015241256784691027,-0.06310785414469086,-0.03427761785376746,0.009432866331752564,0.17301963453449606,0.019081586230419452,0.03746438747936944,0.05933162724767293
LRIG1,0.00913648802395422,0.01784381873811384,0.013868526989484565,0.06029492613591066,-0.0041967058491418135,0.004936900385370642,0.05487408750697254,0.07959700709572887,0.21109326074264328,-0.036175694018402774,0.005792459037567851,0.07904241961822835
CPAMD8,-0.0275794648906226,0.01020716252393237,,-0.01691522103297639,-0.0156998624908891,0.01973116358874267,-0.020789703565207603,,0.03183072750821371,,0.01917783952455674,-0.02574185604524121
GHRL,0.0037261560198444733,0.042376718148185596,-0.030493807238232796,-0.035972603158048254,0.036920475127768894,-0.0219892382469993,-0.04384861845600536,,,-0.010976717340197601,0.08732062115218255,-0.022691713949025985
NPY,0.008240413988587996,0.059493019368386434,0.031444610627673446,-0.060394589535960455,-0.03368532887242758,-0.017193325323329105,,-0.006337026632087457,0.04571770876402375,0.011059708032567526,0.008697364301017902,-0.01227882606124543
MMP2,0.006256661971080717,0.06807056266997122,0.04378726284146283,-0.015309368870316803,0.06929654716411261,0.010780883484822727,0.0861632854750459,0.0932427387083826,0.08845316307124156,0.030269941847519456,0.059790743692689254,0.0020897309338813765
PPY,,0.09641986983877095,,,-0.011474045290592334,,,0.022108103532715556,-0.05356937076296895,-0.004906454596183229,-0.02213299471286487,0.008632327510804023
ALKAL2,-0.02928188784462667,0.04337221902386399,-0.0027856395671271334,-0.019179047246252925,0.1075307092426489,0.021830940841690915,,0.07780571104807109,0.028142079464203308,-0.010917632187119646,0.052407756800452836,0.006731477731555878
CSF1,0.007500297403842911,0.07296035893831536,0.029355954739988928,0.08354012177894728,0.007171873155316548,0.046332026976832655,0.02062075602643924,0.055367487458278374,-0.058010328928036786,-0.04762921057416392,0.02875879991101389,0.011020054709728189
SEMA4C,0.06720332356282425,0.033533802048577165,0.0016403631682976971,-0.007847677359899927,0.0018959337709827898,0.013894395931797856,0.020985215802579955,0.053327499238167875,0.08979526079858857,0.0314926553454718,0.05055418827578087,0.06540558941579365
BMP8A,,,,,,,,,,,-0.02963306116978826,
ICAM2,0.09230139752322657,0.0623685469274938,0.024579379672177534,0.016893324894979096,0.0033066915068908328,0.05671145712544619,0.051861685200485994,0.11612892050062149,0.17391513207633544,-0.04769181726405718,0.07949059019890262,0.0032887912225454904
SYTL3,-0.0619046847629778,0.04397782524243147,0.05978085816456618,0.12709053905977932,0.01675767414792164,0.023304130363108733,0.0219100254425489,-0.0361089730967308,0.055121802271870815,-0.04174516482124533,0.08608743479490735,-0.03479072845780755
IL1A,-0.032046894953560674,-0.010694284616725232,0.047356543368633604,0.005904373534919222,-0.022767719388060426,-0.015734859471793726,0.13271451773042897,-0.040844696359897945,0.007123017168805606,-0.03368326502515507,0.06685179006895726,-0.04078906889692254
HLA-G,,-0.02598324172287935,,,,,0.058066059183490434,0.0327478853948794,-0.01988783763584846,-0.02514119370397726,,
PGF,0.005966083031875885,0.06347986598477173,-0.010177857392838342,0.08720666074615238,0.048665077420465004,0.031475362916588194,-0.06260985115672635,0.058986523110838365,0.1738932559694043,0.02665354657084273,0.07552951730517819,0.01013002583020926
LGALS8,0.03997471300803681,0.013187098232996212,0.07245836207635871,0.054058844362879166,0.002180008709444745,0.04931398555051633,-0.02286861246936596,0.03532092590996885,-0.011032343640134981,-0.009829285952315562,0.04569506412513679,-0.07341675670078113
DKK3,-0.026545447903007557,0.02776699624069633,-0.03046712740593782,-0.07450688685787552,-0.022071259802689553,-0.10590058280933254,0.11964330253174567,0.0318133669494828,0.131436933059647,0.004611953907639422,0.06856425913485709,-0.006799578536382551
COL16A1,0.02984292332033502,0.010413081403481465,-0.057850806740437896,-0.01966055584555289,0.00817748815313135,0.040370780653122613,0.04689933544331458,0.021879963230791957,0.15208786490337656,-0.06877505750589946,0.04742930993097857,0.06589602408988686
TPH1,-0.0020269714566045474,-0.01907829829849415,,0.11494432129817526,-0.00394789302713543,,0.06348627017713966,0.04685835071603972,-0.02461915108962736,-0.004666982203282623,0.10863190544690841,-0.04445918298300365
TNC,-0.025476904554508458,0.032144921130617565,0.029768134290756046,0.09634684246462345,-0.02593443136787475,0.05892615534555023,-0.04144167435150688,0.07465331819492123,-0.10091489340601349,-0.006251404504151862,0.08667299485193863,0.04572434889664776
TNFSF9,-0.02757945180095984,0.03595371401432155,-0.011470231771826645,-0.03682209345245646,0.05866192287120577,0.10693221646067924,-0.03765195668608957,0.042334601414629566,0.03488095240478511,0.06291543581393554,0.08290139708963269,0.00560139639926697
C4A,,,-0.019016418615460454,,0.027089420941858268,-0.023727056869951697,,0.056057951590990356,,0.028924774659850862,0.03642250551036358,
CNTN2,-0.00715892120816841,-0.03106314604886874,0.03300686202295493,-0.026638735520086793,-0.04795071862487559,0.05659604793636864,0.10800172281412894,0.04629609876416624,0.15798366357589075,0.057899264523168674,0.013367277524059152,0.042908896073591475
F7,,-0.000670737187955272,,-0.016915211201284086,,,,0.00619927501440155,,-0.030852218006512024,,-0.031818388763836816
LUM,0.007831118217315584,0.013330190740875832,-0.02803681941347479,0.1132550967128637,-0.027073976581827867,0.004610204826469497,0.04908762601031666,0.06106273137822429,0.18379341583500255,0.05315430027711044,0.112662366397849,0.04969283467763757
IZUMO1,0.027519533449210317,,,,,,,,,,,
BTC,,0.0641225723866761,-0.029757317639706758,,,0.009374034280328646,0.020562199522402715,0.057567430814486086,0.008334384206153494,-0.0046705371439645085,0.05797720838260957,0.11857451921645867
APOC1,-0.018273019231270348,0.11718405945258298,0.03307629330703525,0.07705322084518756,0.05123009502139819,0.10862361815087988,0.059389777725311614,0.029692741243955992,0.13966486588934493,0.09830076000629073,0.11312024223172802,-0.02835152529232913
PKM,-0.017854672860901935,-0.04079609602132128,-0.00039250083520089016,0.04521900188022566,0.044304646040365624,-0.07093584750928418,0.06191905853372225,-0.007392796308610868,-0.203953653563053,-0.08511253324862131,0.0013379163857731118,-0.004708597075387138
TNF,,-0.008695730444006804,-0.012137482009893535,-0.008510075186748088,-0.011744993281360347,0.07961905710754734,0.049790369780082666,0.01647462660952504,0.04390523623443479,,0.111258419960415,0.017755207461511727
GNAS,0.0038437955641081115,-0.07822687524129252,-0.040331741909076665,-0.07248594436821776,0.0038699391869511856,-0.11677613533118911,-0.05661885194966481,-0.09364804638441308,-0.056003833972720594,0.01883826544999929,-0.09486226693250432,-0.009843764752105102
BMP8B,-0.010005515702127054,0.05653166362175997,-0.032503456256621974,-0.008088806158587975,-0.02702419774718658,0.06372806895562012,0.028470392272521496,0.036870861494598756,0.027220937156696292,-0.002033974962853904,0.038011131779154855,-0.033072451635095104
LIPH,,-0.019078293601566272,,,-0.010966853871183787,,,-0.0344558696050449,0.07815903625559568,-0.0006498994232765171,-0.016924658847367182,0.014665710788657927
CCL28,,-0.026835993154238843,,,-0.016887150801531192,-0.029472688556141168,,,,,-0.03692558452502529,-0.03746682137532656
PTPN11,-0.0694203604629944,-0.0035433795038155354,0.039263475075080344,-0.0049028184619175725,-0.020317587377268603,-0.013137371453211446,0.0016907646066621417,-0.021725872899026975,-0.07829240378166308,-0.027524543907801062,0.0041492220151992595,-0.02211886855538627
ADAM12,0.02424886381652414,-0.015045003147189434,0.05092792169393355,0.08784914499517345,-0.03567186696457978,0.09131160569599373,0.060306285642095704,0.06519625108380524,0.06253262415560859,-0.028297040317300255,0.06863950368474198,0.08150513408550875
EPO,,0.05456194513204081,,,0.01221384984765349,,0.06279925090334686,-0.02541767770000927,-0.02823042313329491,0.023659491612335402,-0.03926729033377454,
EDN3,0.03343326641894219,-0.033233483169040415,-0.008537875770163787,0.116148337862108,-0.017784205078655486,-0.03530955091917122,,0.07597218135918342,0.036866276736902015,-0.005457229219700393,-0.04391259045263686,0.055776676241331286
CCL22,,,0.028730480847328644,,0.02594872431138542,,,-0.019682051157803488,0.011677063216562403,0.0028106675259945866,0.0912326594489164,
CCL2,0.005555063746617887,0.055299138194585054,0.06809739711945492,0.0861942460455208,0.030812681550448674,0.03938072935613016,0.049509692697283184,0.0986356154685656,0.03446832471742066,-0.08142707342358235,0.05376121650039683,0.051125823638189447
DSCAM,0.10343900946491637,0.019629008269424358,0.03769953918162734,0.04585551110452796,-0.03313706065369962,0.002999104502710219,0.07104646931599803,-0.07768564652241344,0.10503336772807582,-0.005654613468940768,-0.04158477076138503,0.014212242840215583
GPHA2,,0.05922201778636652,,,,,,,,,,
ANG,-0.0013866482887540364,0.02697642205391323,-0.013504323480191923,0.06900418816334969,-0.00012042719035181644,0.04759735713886199,-0.11323113415602458,-0.0034549975843738727,-0.07401343078019287,-0.018870054427565272,0.022757504926046005,-0.03549998628774829
FBLN2,-0.02290505063590924,0.00031065384599727384,-0.02846717719786577,0.032294756088157545,0.04071111011379485,-0.02537323677258865,,0.08249145928566774,0.12456734853735779,0.07206562996706455,0.06862833908814206,-0.007283470956009844
VTN,,0.03676030273443706,,-0.028513527450625114,-0.01885056867612155,,-0.02111134604733355,0.009744162717975137,0.024633491444753155,-0.03822092791493349,0.028165527947647165,0.022927268711436116
VEGFA,-0.006621087714123324,-0.06861005357388662,0.010568279502957835,0.0842296521980392,-0.031729341043121057,0.10654180310592613,-0.05564607207125879,-0.08200088822871184,-0.2983018860589531,-0.03684136794448001,-0.12338278179138437,-0.046343520293250694
F10,,,-0.02744163580667045,-0.027504494140361165,-0.012581043216483788,-0.015090813248610287,-0.03486014594359447,,-0.011416240109523104,-0.018777607989622986,0.034958095341114444,0.013881483669531812
SERPINA1,-0.041741895480703874,0.04379830760022489,-0.008216481866671971,0.0983620947439935,0.03660927702993926,0.11133150982681138,-0.03195872479549932,0.09248163583866569,-0.009690767273855988,0.022720406970528958,0.16233263389720626,-0.0031293410784023184
VWF,0.03971473448218401,0.02017926273413851,0.0141833395652725,0.07503707643445183,-0.025791414428899123,0.06687449599833457,-0.05437986558357491,0.04720198117393863,0.13409902199154003,0.02710852569801884,0.026042783046180833,0.042882316439703125
GDNF,,-0.029877989748979927,,,,,-0.050850097298080356,-0.031538486270489156,-0.017553208766783623,-0.04133318744642985,,
VASP,0.00334795978921792,0.05870807186600019,0.014136153326101889,0.017163123560646067,-0.0037861743928704465,0.0783650675773886,0.052673615552193936,0.005164033536295983,0.022733619858247747,0.026265468388324116,0.04471654281979224,0.010338431412250743
ADAM15,0.02628305692039009,0.02349416300055082,0.012575004712693556,0.020061886700086493,0.016036365734714047,0.0671177303769259,0.02794814032584732,0.01068167512570174,-0.008028447398299294,0.05066128818910751,0.03791055886913321,0.12464448668551426
WNT2,,-0.012749750697460798,,-0.043418763020507574,,-0.016197956230722035,,0.04636462792900224,-0.060414408074097446,0.05387748203622856,0.04696742044292373,0.004269592874249427
CALCB,,,0.028745725134230005,-0.018698401859819514,,0.07273311246621533,,0.02339411351172264,0.05799023801592863,0.02903848978794813,,0.07119238916246007
OLFM2,0.025718692245945324,-0.03634661033281875,-0.00520433614288314,-0.060284379899748816,0.0016911478290008192,0.008145072938070744,-0.036609440392501504,-0.030937078958220298,0.08303778684059736,-0.035559076315726065,-0.04294176766290716,0.11419394293065468
MFAP2,-0.025461667594693052,0.06909404420064706,0.007793142674035571,0.025979916472080037,-0.03013303891645407,-0.02597866108073468,-0.04338443878185517,0.04638294467441444,0.10453531896665871,0.04440809355060855,0.10453563604173895,0.030274491331187914
HLA-C,0.0007684372541764164,0.06900640783761648,-0.08714603017875978,0.10206001254968443,0.04474465311220858,0.10404699584190903,0.008812010750779573,0.06129464974752549,-0.07397413083559858,0.014692898482748289,0.061030410096522714,0.01733758750284252
THBS1,-0.02496744283886008,0.005135784596440246,0.1135640153339052,0.12948365609124016,-0.02612965730842975,0.08933047464997668,0.09670730463650107,0.02151828537001626,0.048397271568997244,-0.021930295032163417,0.06213812610847139,-0.002228623421445715
HSPA4,0.04412752479544008,0.014019509865911283,-0.03574263121149843,-0.02449840769808747,-0.029997220223102593,0.012336192615483433,0.058251039355530033,0.03210703276416106,0.05884503546301691,0.010423676261683465,0.0138071857533402,0.049348718400982795
LMAN1,-0.059502909429945315,-0.06299251564620875,0.025874933113383573,0.037906612626962224,-0.057169036346986196,0.06530652441382681,-0.03503391292812454,0.07572504922111312,-0.13532680134450606,0.015170938726647583,0.00731138925313603,-0.028862535949018782
LYPD3,,0.127745054654916,-0.007783817165187185,-0.029006522947465262,0.0009087758876346994,0.01253322706997617,-0.012882834982793601,0.0051934394884231815,0.0025638218685232255,0.0004392958460967234,0.013321858474633255,-0.007910851090855256
APOE,-0.08583753678693977,0.01858279446597328,-0.01217134916579484,0.08962052460301911,-0.014767499629311573,0.04819514842371063,-0.00767080573888469,-0.007874797311439332,0.08169253078172738,0.08145707433469832,0.1785422315797357,-0.028286149135267946
SOSTDC1,-0.027579462599930278,-0.03429018308799049,,-0.019960225179970703,-0.027751913617042857,-0.017571196118924992,,0.03418488504052728,0.06077589133173324,0.08254328464629483,0.01701203477726562,-0.010005347694419247
ANXA1,0.03905518853837496,0.055690453937159795,0.025125626649737276,0.1303145142452875,0.10435039944992162,0.09127385074831135,0.07974434480414529,0.011522125686440855,0.010801688203894221,0.015978592878554472,0.11397093981736768,-0.021342707257440516
WNT2B,-0.015785802108803062,0.015501730140628753,0.04486004612307409,-0.02051889963087994,0.00650308334710471,-0.0015402327302183685,-0.09443959925686848,-0.02675245144677869,0.06849878441966151,0.09790794574782077,0.05908976009427496,0.0063744846636265015
AMH,,-0.015801989287992795,-0.02975732077005118,0.004403692226125753,-0.0001419491919011403,,-0.011393140092068288,0.030981368929502724,0.13224027182993553,-0.03059947797543002,0.03473661522879563,-0.046275041895184624
GDF10,,-0.022081116600941565,-0.02493158359740096,-0.03012958006335658,-0.015452266748945976,-0.015978181328378624,-0.03368615377399,0.002754577745989951,0.10536651381019996,0.03941223399160283,0.0638219890984512,0.03885405565839003
EFNB3,-0.04611073204847019,-0.0053668637041631665,-0.017615139333416876,-0.037276240565297485,0.010209890071120706,-0.07572847279418807,-0.006169184752936349,-0.020782219717498288,0.017372826679308468,0.02153991821736522,0.01598649775720403,-0.05572376043474552
LTB,-0.048198503658416054,-0.03760316557844422,-0.027268302686562773,-0.01789736514078003,-0.019963953145414205,0.07518693576307409,0.02534489384257924,0.02187067873215182,0.1523076401759136,-0.057137182243970394,0.05689303533017942,-0.04667308417991122
ANGPT2,0.026489399020400175,0.04422820972335315,0.03952358993409497,0.07872156308852327,-0.051086532954603026,-0.013832247780308643,0.015192373523149779,0.05802131907017668,0.06864983318511467,0.010766348677995577,-0.005799205969250345,0.0881331978513749
NRTN,,,,,,,,,,-0.012136737361884387,,
ADAM17,-0.00992812522102845,0.020253366882287956,-0.007022914362096243,0.05677378070135342,0.025785006290378668,0.021185812063768596,-0.07703211373798519,-0.02376892216932276,-0.034936164129861315,-0.0550803070486935,0.04126083673391863,0.065055614049599
