,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.01433720726979954,,,,,,,,,-0.020915617574470483,,-0.020939082523105033,
BMP1,-0.019761825585218547,0.0896016591955709,0.0789732986065074,0.01247210755340832,-0.008826498114207122,-0.0019938823557887,0.027358747476969824,0.02320292400078266,-0.02605239592515984,0.07242961719636475,0.04909147591859481,0.022358212469403328,0.02423139899295189,0.04635213094877825,-0.04247363094073922,-0.07303235762542967,0.029490635195598355,-0.008844218434258075,0.06912708115800828
NDP,0.0364335270154073,0.01652994770607347,0.05687738145791682,-0.003463040447549965,0.015671313155686845,-0.00011610982894761112,-0.03826132625390473,-0.03175058707089945,-0.005213037142610875,0.010729817853678783,0.06525241459380918,0.03776034606631223,0.007671725957917973,0.0069321251898907706,0.07005082095144931,0.007771017853356718,-0.08232581900331361,0.13449169166117317,-0.04825471587346038
TNFSF18,-0.02359141957591297,-0.023357416502900373,0.0033075645959858434,,,-0.013117673845270114,-0.0030541025175407042,-0.02677490207545049,,,,0.02682955767408986,,,,-0.02156990722222097,,0.014496373106012123,-0.029753375635308183
IL36G,,,,,,,,,,,0.02247194099129578,,,,,,,,
RTN4,-0.04704704991892904,-0.06568617599008875,0.03827817692429488,0.06195502735984241,-0.04810162509448414,0.022469042295942526,0.017610165897280282,-0.07594378219997934,-0.06296967090233735,-0.017546633791534566,-0.09326916003496942,0.0022415478830554395,-0.0684621586559418,-0.02099484464362951,-0.10546659771756732,-0.03373792746675943,0.05514583889926809,-0.08328671587896752,0.028203588963304375
HEBP1,0.01933136148549654,-0.0012964276631071822,-0.0028529541469320967,-0.017016485340335747,-0.021262275732890377,0.008669043081765516,0.03059308477479505,-0.018198050643048892,-0.02063434052540849,-0.009960474133907757,0.009402611262158031,-0.03440244518857721,0.007149629583588507,0.047162595005453924,0.07431263194730826,0.015020643408638965,0.05112930127008666,0.11457797038256384,-0.014917620355839711
WNT7B,-0.02078330174257082,-0.008156834658809254,-0.032609345106801815,-0.03595217888759018,-0.07271412758288126,0.08988983529312537,0.016488387713813574,0.018284192837974073,0.045469847124368266,0.03138909097964417,-0.005268334835524162,,0.013579589280197004,0.07301141431640985,0.07225493423834466,0.0005264956410878084,-0.019077285983228914,-0.044692706602861426,-0.006130870418173632
PTMA,0.04456405699765871,-0.0448926961751324,-0.026935830888381206,0.05023070529908131,0.02435961490479084,-0.038009549969775236,0.009368843373929965,-0.013690994494908942,-0.0009353788445083611,0.07461434117039542,0.09240114412493339,-0.052609852541906636,-0.09292023967098642,-0.04395606436573858,-0.04054062636916091,0.009146977902294105,0.02087677298845738,-0.10584001494252482,-0.011212819361053
FASLG,-0.020783307617956985,,,,,,,,,,,,,,,,,0.004739832614892382,
CEACAM1,-0.028857804516540686,,-0.011350393437836833,-0.013870858033106379,0.03932955317292818,,0.05693737272640116,0.06316463695668041,,,,-0.04659622607840577,0.12094919041100625,0.029349561152903665,0.04704251382076632,0.03874040207925329,-0.0255308380337016,-0.025267611591808868,
PDAP1,0.07397069608011028,0.009769034211424842,-0.014071400948687363,-0.05396353930100718,-0.04241687051539668,-0.03436046658281825,0.010493866758561763,-0.046608919785383424,-0.0038200603207525622,0.04196119737732134,0.03697807033128633,0.05186132749358469,0.016007609575642286,-0.020039936403918473,-0.03848168074586171,0.020782900868926143,-0.04411266501011142,0.019823313150797873,0.0018035956199561926
QDPR,-0.013275405236295707,0.05850935524155318,0.048524364214170064,0.0057562980490299745,0.00016543522962254233,-0.007153166333057576,-0.028151754948586464,-0.06738875687645277,-0.06747066337506905,0.03260310421221358,-0.06495429219942209,-0.04483823724299242,-0.08430439681510737,0.11578880765209648,0.0753175970539147,0.0468654451875401,0.008912486558537118,0.07019597767264225,-0.006922856398294774
POMC,0.01837727141901707,-0.04410270039932005,-0.017385010710452394,0.0003699300409654146,0.034645984008539396,-0.03460706931286642,0.048080049540553296,-0.012265198296068347,0.014610649928523968,-0.021563517420145423,-0.002479916485583747,-0.03947932123802804,0.08170174317707779,-0.01482784798986516,-0.053681569174016446,-0.017438631272582692,-0.014115817410460595,0.01921405234751304,0.039640818627708484
CCL18,,-0.013233622364762674,-0.031549388431081155,,,,,,,-0.00772927018029555,,,-0.019964871678962316,-0.04399409578695951,-0.0013331123967337804,,-0.009017402776629586,,
CCL17,,,,-0.028662960351162257,,,,-0.01669625430786543,0.07092661450414711,,-0.010656273034496927,,,-0.02498730793180429,-0.044715484730912095,-0.02757603358089066,,0.11237672543604646,
VEGFD,,-0.01910081460314485,0.0802127060825485,0.06030931643687891,0.07460834950895681,,-0.02401866804336695,0.011083023147034686,-0.01602366996957218,0.011359009034680255,-0.026254811631158993,0.11224108044507895,,,0.021783836093422923,0.006782885225880864,,,
