,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,-0.017543366548353083,,0.011427675586790956,
BMP1,-0.03904274003490694,-0.0456234460467281,0.10983358152649582,-0.041020656152174,0.037682161949726616,0.04701947033035895,0.004481105594062813,0.04532493433889916,0.09153126703966692,0.008309865827652549,0.009327108393026721,0.030878047991053006,0.06141332466688792,0.037249230298894084,-0.0021435176506468265,0.09882426357161793,0.0018886603075527794,0.1329091581391136,0.05105802334883306
NDP,0.011607200339792295,-0.0790623110265022,-0.021200703535976067,0.030694291982603917,0.03561834136640451,0.02200436785845524,-0.027413024582191314,-0.024863606628261908,-0.05790817942299269,-0.02892867240154649,0.08989136760168302,0.00599202390736585,-0.036318871096974924,0.06126106081270556,0.07448236995424992,0.006305723411910653,-0.035530607510086507,-0.016813380223215775,-0.10157215531729337
TNFSF18,0.045033269984402935,-0.047534585339397174,-0.0002853355555705273,-0.021157619027036226,,,-0.011390333432518104,,,,-0.03644543358460669,,,,,-0.01809216426271224,,0.04687741128888422,0.010361410619079862
RTN4,0.04199472635815983,0.012940384307974138,0.021480244439540618,-0.038074001405879486,-0.005305349878442717,0.022952137423828668,-0.007692935463029498,-0.03970398628109893,-0.04808951489035899,-0.004768488068055077,0.13057842547870527,-0.02764885103299732,-0.07920350866650168,-0.018294453543331028,-0.05136181784603618,-0.07437402504417275,-0.03328836960479758,-0.006039125433360014,0.03412019694765594
HEBP1,0.006084975357561991,-0.04409219986105397,0.04244029135986389,-0.031142484412732353,-0.04054722298102829,0.01438439046276509,-0.0010898321731404948,-0.02803677832919898,0.1036648612978378,-0.07029367688974476,0.11639507353440738,-0.05760258726364496,-0.018361970661222138,0.04395083439821714,-0.03365985794252233,0.02848272126310363,0.05166860061120148,0.07455154589871578,-0.03933381769929661
WNT7B,-0.018408451485186373,-0.03670089674952835,0.01811989770946015,-0.007850597112855932,-0.022949426490726572,-0.07617080996922584,-0.032649330484783044,-0.01995866324204172,,-0.020355687706990835,0.04051871831225293,-0.058204756482991116,0.09508526391006601,0.028897321288038104,-0.0050647729626480745,-0.037832179091336314,-0.014862110412947244,-0.037425415708512474,-0.04006675017615049
PTMA,0.030269938758016462,0.1120446164050531,-0.0023934244916653017,0.009929980301169613,0.03846757468191145,0.030765230975877213,0.075111014404252,0.03261084611339882,0.0010689467929597264,0.06023418684821215,0.05419673123056295,-0.008680593074165391,-0.06535012770694332,-0.014429657974980739,-0.045576224602749425,-0.03209730531648487,0.023153170950587023,0.10744603644937918,0.1207201150301198
FASLG,0.007113328679649366,,,,,,,,,,,,,,,,,0.12395117485594287,
CEACAM1,-0.025560303218020854,,-0.029032199317226125,-0.0160390032566589,-0.04469700499976211,-0.008475383608985039,-0.0026695795587658297,,,,,0.059628982030385094,-0.04574028068258165,-0.013778758415793528,0.044589693344904834,-0.025996551198003006,-0.028577775368370726,0.05202985653820717,
