,UKF266,UKF269,UKF275,UKF296,UKF304
IGFL3,,-0.01536775204448619,,,
BMP1,-0.01379520165674632,-0.04271664957624279,-0.030478307307185405,-0.034145021773423725,-0.08857849627136444
NDP,0.015630636230009046,0.03214711320612828,0.029322709326283714,0.03927410995656922,-0.07526057112299252
TNFSF18,-0.004415600608890556,-0.02282065043350316,0.14988570903772658,,
RTN4,-0.005653124089759988,0.05168293353895236,0.0523439404461159,0.02128460344776761,0.09246111211225297
HEBP1,-0.008342724256472742,-0.0015232026316079324,-0.03292731493468831,0.025295619886396583,-0.03520785359259308
WNT7B,-0.012350552212969147,0.05377733789334242,-0.033464618517988716,-0.011246854275111028,
PTMA,0.02166975448180819,0.05100757047031731,0.04742245144196252,-0.04717586816924716,-0.10275256760395012
CEACAM1,,-0.01645680257536914,-0.0183616193120052,,
PDAP1,-0.010103916411814809,-0.0447212395176055,0.008395918635943344,0.005771759524453048,0.034089262196802875
QDPR,0.022684560634112474,0.022564522278526948,0.04820041388257598,0.01383558455872282,-0.09269111955627381
POMC,-0.019676808912085456,0.03606534302420914,-0.013546470614994251,0.054956578506815096,-0.056146616946934895
CCL18,,,,,-0.01444756734195097
CCL17,,,0.04268110030315665,-0.013920452784894496,
VEGFD,,0.08268837413891585,-0.015513195599101264,-0.010210820463679394,0.09643643252815179
TNFSF13,-0.002087698176604357,,,,
WNT5A,0.00653585385204272,-0.04712694956593963,0.014862204297092684,0.016796828477678064,0.026390003877924704
CXCL8,0.020743321752461852,0.08231004978571475,0.002231354198235764,-0.00950875999701229,0.024923982561408507
GRN,-0.005971024959010029,-0.03174145746562586,-0.0025383683464251378,-0.047416930921663346,-0.08145257953971595
MIA,-0.0375419208436175,-0.04389940205634877,0.0354466783876644,-0.01161265789866842,
COL4A4,-0.01975424183517286,-0.015143778965877208,-0.01520182257247087,0.03922142735897806,
TAC1,0.03687598669441485,0.04002547328008528,0.051279112123270326,-0.034926899348957305,0.11790324644628823
RARRES2,-0.045999358479622054,-0.039099305158041546,0.054529969708774384,0.0038197053471865864,0.006716608999794811
FGF7,0.017856663967830547,-0.043157464286532735,-0.007690573084467975,-0.0013531078525499658,0.02917913990655402
HBEGF,0.008216611079675536,0.032721661818090754,-0.08810547535121772,-0.0024885889545473816,-0.0668603592774043
CSF3,,-0.016021826664348357,,,
PI3,,-0.0180407882892791,,,
PCSK1N,0.032807058791106826,0.057619473158570786,-0.046233337536719314,0.051179199265078884,0.05587784336693109
NTS,-0.009124482367633843,0.13805037010944393,-0.017366315190380833,-0.021898980732275735,-0.02423528428625106
SFRP1,0.0487649247029212,-0.0577917156311479,0.04190838390459592,-0.01392045292508489,0.06487275840095971
MICA,0.023815086523842562,-0.07215148725400836,0.04906972388245265,-0.003022538972851717,0.009449689717093701
TG,-0.027835576012961195,-0.019336911343475077,0.022903869981372463,0.10132684890042191,
ADA,-0.011115036798027462,-0.03350323555582225,-0.040898422803170645,0.018552504988209886,-0.048931531450599135
LAMC3,0.028918996113949064,-0.04122560168788624,-0.004542682910435361,0.011193991573244317,-0.08560759142500149
NGF,-0.02656260549171758,,,,0.01941682377173803
TNFSF15,-0.032252826468164617,,,,
HMGB1,0.022098127857556715,-0.006909418444012902,0.09952166615691745,-0.00973653681397449,-0.01734196426321248
ITGB3BP,-0.0021622113389866255,-0.07584780833129755,0.020250970476158446,-0.010292175120827222,0.03376468619557179
AANAT,,0.06630332362064767,-0.013192237094091432,-0.011612658544594102,0.0263087755719712
RELN,-0.024351252609964378,0.004319146017956766,0.07924404875087751,-0.009570438249460718,-0.014434479579799916
IL15,-0.022949803440476854,-0.03769702135354158,0.02185339684910972,-0.024959408908082053,-0.034505085676287045
UTS2,,-0.029549346859693442,,,
BSG,-0.024952518331517685,0.03742072719149552,-0.031793957483562736,-0.03620328794592633,0.1362434252100297
ADAMTS3,0.035457363363975834,-0.00443145542958862,0.0015027591530271805,0.04956427001713926,0.05583240677848871
CD34,0.04590812287682691,-0.0516008690766909,-0.005571575880422953,-0.021726968828956576,0.03521159654701606
CCL23,,-0.01644421983949896,,,
PLAT,-0.006271511226297587,-0.045291035687043284,-0.09100345922408024,-0.0093618217726229,-0.031699999715011695
NTF3,,,,-0.01874560114319113,
LTA,,,-0.012705499167730255,,
CKLF,0.031053304488419968,-0.03950499190328543,0.05210648759724374,0.026678036761692014,-0.0031456432638998486
CD24,0.0516532531609332,-0.02691713772039274,0.013792862156298989,-8.167369809271322e-05,-0.014196095325355058
HSP90AA1,0.0176445863543433,0.08285059957734293,-0.007640527675993191,0.03810401208289525,0.13702288771042867
BMP4,-0.008706271849019589,-0.04426734032735004,0.03178126651271566,-0.011041752593721694,0.02161933353894951
SCGB3A1,0.02062836235181767,,,-0.009795391062172226,-0.040107529969118434
IGFBP4,0.011248541961848735,-0.05301579343969402,-0.05107402970219813,-0.010008062201794631,-0.04047404665028497
RSPO4,,,-0.01477726902317157,-0.009795389629374696,
LEFTY2,0.0067440783389169515,-0.030622980321666625,-0.036391251511640264,0.09409573643489476,0.02037756542982881
ANGPTL2,-0.006873974978523148,-0.004922097750786653,0.04165997745846692,0.053588821811336826,-0.05790219114679756
LRIG2,-0.009505684972455394,-0.027821245244180417,0.0445217790335132,0.10421710752333563,-0.027741946150326782
ICOSLG,0.003613279700109586,-0.029334169460368115,0.05119299606775321,-0.003140063469186743,-0.016933167411364358
