,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
TNFSF13,,-0.008371529688038223,,-0.014806472648391706,,-0.0161851965796442,,,,,,,,0.03686066319855589,0.05272194398454105,0.007022081225496515,-0.021343677959085195,,0.056152719509476236,0.013520448846725623
WNT5A,-0.01877333152070522,0.05131477126324098,0.008930367301085578,0.04678434035742088,0.01386172150348347,0.046336377981943205,0.1136087334265852,0.01601694543755387,0.009758782045003455,0.019171594902384227,-0.006634621076543447,-0.06914056710873073,0.08891077858996063,0.0015152251713760093,0.037539757539445696,0.003716825255422086,0.03242532257958389,0.009504528587278144,0.032022789400370025,0.01568678998003474
CXCL8,-0.060920617510089696,0.004688494062543523,-0.04003798090561537,0.0036372721424193593,-0.10357162159497825,-0.0230223923763606,0.11698757363838633,0.040012726302992775,-0.016219082075946873,-0.012175456777005633,-0.045643961815469515,0.01794956516079211,0.07407514975276586,-0.04625019546581889,-0.1369084098413275,0.01001852346336613,0.033446790821268044,-0.01883566923144945,0.015293718129209603,0.0028590214785170214
GRN,0.02904535125972036,-0.0017878703643153051,0.02920474710207774,-0.05686593707971736,-0.06001061773588172,0.012238667189038113,0.09454583411591629,0.057384553587113085,-0.021191380619024654,-0.0029526961733923104,0.0245200968639696,-0.03178330334413107,-0.09042415841420727,0.03182789761052322,0.037741148846063416,0.05100365126916143,-0.05411927546409231,-0.004409490661241846,-0.05858524927646612,-0.03022959328559703
MIA,-0.016088388707851887,-0.03778942157690112,-0.03689112770062531,-0.02229048384788183,-0.011168495521395315,0.009172577744639046,0.08461948988990042,-0.012938375716408173,-0.0198076985471897,0.0349261039273238,-0.004903261951201339,-0.04808352263471769,0.07296836571840092,0.14990575537424053,0.1798688215581443,0.03678205229282306,-0.02858378923750401,,0.13589781359990544,0.05108421669828343
COL4A4,0.15348770374191797,-0.006030572703679699,-0.008313597780908724,0.05856641715442452,-0.0010855951879718145,-0.015399499476815856,0.06954067900164351,-0.025631098438356936,-0.03327535830526899,,-0.002518523178918306,,-0.031858845909740134,0.05143315366911931,-0.0019063107331446206,-0.02935845622797613,-0.08544741986833534,,-0.030527743924440454,-0.005723712593288557
TAC1,-0.03849263814915541,0.045708439518190806,0.034676822800519466,0.026890574767257026,0.11496487200029097,-0.09603395703116678,-0.0805989269689732,-0.0019692255217649735,-0.04260949001379437,,0.10720256595809999,,,,,,-0.01934593452663388,-0.058131971545932366,0.0486684420933589,-0.05194023535751117
RARRES2,-0.0016276460392805876,-0.02976545916615314,-0.011102342016984151,0.04819527381038896,-0.050880199983504786,0.035905485908589205,0.1175684585962409,0.02325621082123795,0.051604690080437984,0.04977987096665049,0.021042458779329795,-0.007600857233142886,0.08113378161150456,0.005913827745164294,-0.01816411062326037,0.023774573862962032,0.016211909707163873,-0.04266135629578156,0.09622661043374545,0.026045995929438702
FGF7,-0.03309254318402745,,0.09246368612815693,-0.01551028916626017,0.06136149723591147,0.060084327740599526,0.02170193769941524,0.02534207017028946,0.03744481365933164,-0.01623011941293106,0.024546337456350487,-0.009214937664749621,0.017652983692223907,0.02634257032862541,0.0537383453463098,0.009802234224194215,-0.026482460647924453,-0.06341055216628755,0.04272948583635353,-0.0013681476015883088
EFNA2,,,,,,,,,,,,,,,-0.025388976656955036,,,,,
HBEGF,-0.06133565106708868,0.09125676788882645,0.006730986100121183,0.030897673238293573,-0.013680583522476503,0.044536561967819986,0.05729826361864654,0.07660566761410853,0.02554255057730724,0.0036524751006944195,0.006605725236036101,-0.04602722673202724,0.015132441685219251,0.0429385475945106,0.010105841786343203,-0.010251003591316,0.01978893677378811,0.09711064447085126,0.044575872733964794,0.07160205196714506
CSF3,-0.040875424367411026,,-0.02535742368007383,0.00806221694144423,-0.03657665610477045,,-0.018605391873250485,,,-0.033852919747202816,,,,0.0013678857980418077,-0.0013081796951922098,,0.002508299206645722,-0.027977474510764284,0.024280148969969374,-0.015639080528579825
PI3,-0.021359493147715982,-0.025705950480367244,-0.04204589010325628,0.036816896887440706,-0.04756881816356136,,-0.02094991681387272,,,,,0.06898880340518787,,-0.05648904528692609,-0.11024116657672792,0.008324005042821095,0.012032678706097297,,-0.0752323520418832,-0.0335710296097158
PCSK1N,0.0782201143745159,0.024821166671215898,0.004540097548678285,-0.03983478302521965,0.07637466436335516,0.015724923247105563,0.038974483270541975,0.03809373098807773,-0.008273449918080005,0.029355914091534593,0.03963941348352954,0.08293684096421376,0.09742424986812223,0.031128053453225318,0.007675727208483592,0.0850501736068295,-0.001117772143859265,0.00465566609777726,0.07099129071975604,-0.047415067826464034
NTS,,,,,-0.034281671333785506,-0.018799289968977635,-0.006382330913846816,0.008367998282892494,0.020888391376929744,,,,,-0.034263574987098575,-0.029799497528270245,,0.013957521619718518,,-0.010647602725902773,
SFRP1,-0.02220010829681818,0.010757613623825364,,-0.012812258891729525,-0.017690649270760812,-0.057214809664116996,0.0025598748525850873,-0.027619318592732724,-0.02374410213290135,-0.008813525162511502,-0.02306841572825826,-0.025004299189596346,0.04954488148945071,0.028598049227861178,0.053254495970137185,-0.008050171432974857,0.10449582984989068,-0.024345763341096387,0.031076747900277073,0.01909505945216389
CXCL13,,,0.06736003606805516,,0.02386939625046741,,,,,0.028608438441423557,,,,0.003660261358264063,0.05371297407988438,,-0.044159115481402215,,,0.026906832223839335
MICA,-0.0068282636836224896,0.02570235355553323,0.024957227619383973,-0.00891366106686125,0.02388371400284999,0.06590723659578276,0.034645999564762754,0.01642535942313495,-0.02270734923401623,0.005288970551276585,0.04855770565885301,-0.13851240639059303,-0.0024635730312020146,-0.05028881032135151,0.12847005423531496,0.06696178970003698,0.03180368158395228,-0.025114250206408922,0.047881595262099896,0.04933366511591613
TG,0.0018431327674224072,-0.007307101917731221,,-0.025995587845902897,-0.037521188222343245,-0.004685723889084437,-0.005576284998439301,-0.024733329971236173,-0.01718350342888911,0.08598662171460258,-0.02947411278721594,-0.030495161840750948,-0.007079319873617341,0.06871624585200264,-0.049661820850426405,,0.04001682269829882,,0.11783888507921528,0.039796261551082554
ADA,-0.011810331060358741,0.0012605510792965972,-0.007384468672369138,0.0388009768702061,0.0501067422057901,-0.04239178508595298,0.0642739231796466,0.11464283582551407,-0.027907391466781444,0.06089351581128764,-0.004769888796141411,0.01155563123318188,-0.030363316678295803,0.07780671605059877,0.08534543328538388,0.01248967332381143,-0.021560697330215692,-0.05074589074109695,0.023269796710193427,-0.028714872999825166
LAMC3,-0.05291630311584739,0.0518351661334902,0.06751464981604456,0.01147762708524536,0.0018180222706853824,0.039815941853274424,0.08929749195582616,0.028680320267505673,0.042471042140583774,0.030327679701055155,-0.007041034552270904,0.06262939655517372,-0.04671443960002199,0.06720868837805322,0.10353743782809315,-0.004084069031765646,-0.02505652292131549,0.003564118985626495,-0.0028388965114826592,0.02996206853880919
CCL7,,-0.003790613963886814,,0.05688399895654698,-0.02324374347488551,,,,,,,,,0.03393443129420509,,,,,0.050098798539146006,-0.0486476696822775
NGF,-0.023549493923253787,0.04269555882446316,,0.03576116258258134,-0.00923888599445506,-0.02070698702514854,,,,0.021658340378520474,,,0.1607163771488261,0.05328500433249095,-0.004190775494757759,,-0.02971707483750807,,-0.024569088858025986,-0.043123479624705474
TNFSF15,-0.029133663040123624,,,0.004045915836610546,-0.017209588792961066,0.0052612323699248245,,,,0.049749316551608025,,,-0.01870861700776999,0.05920853000735931,,,0.02314191542658298,,0.03292828647803446,0.06884401410047508
HMGB1,-0.0040127804048923025,-0.05738365680955732,0.028597175202701306,0.024548571420261286,0.06524106191034915,-0.03516634508666076,0.09297352740244623,-0.04171164780772661,-0.015954606774901455,0.004667625367329319,0.012975538569466056,0.10347971722515788,-0.09258094675733632,-0.029248868591074006,-0.019142546753067386,-0.04896042444539107,0.008102263141163336,0.04765476604889017,0.001989723842640197,0.04841620891438518
ITGB3BP,-0.020674381371374614,-0.03207570089964707,0.034043909038961144,0.0038755684992258415,0.03553190048111126,0.028445993319367827,0.055373662193885516,0.020707982073789134,0.029813734997996652,0.07107821473034012,0.022094202123185303,-0.04184922203574205,0.03613337783253535,0.04126114299050294,0.062058829545016334,0.03443173358964505,-0.020105779002304078,0.019183594280219995,0.051100569109009675,0.08655567327977759
AANAT,-0.01255167225051931,-0.05141227391116176,,0.021441001999460182,0.007963264110714293,,-0.016782566967308895,-0.009451484065576724,-0.019807699648944466,,-0.02632023249837265,-0.01630822407371193,-0.00010117291826449237,0.016129075726807367,0.022185180469657086,-0.040852607453794716,,,0.010844848378160396,0.13377891801530087
RELN,0.10766453055355103,0.05252446319453098,0.11953128294543233,0.12312404759491292,0.10401948517369819,0.003122593485701838,-0.04924531718107126,-0.03656967587855637,0.00732371308577233,,-0.02913876916813823,,,,,-0.010529090292584562,0.07462745916710234,-0.03132346936218676,,-0.023405301456437974
IL15,-0.010768333740834682,0.03282303658559067,,0.012173562858595688,-0.044126949569264835,0.12583042242226855,0.08615729864000113,0.005836564840822057,0.013260517919280627,-0.0016890083110922753,0.04442788663132552,0.005297343457718517,0.03700287328241049,0.10029365385773141,0.07367583982988632,0.1925862581185784,0.048949293719634225,-0.02959043108346389,0.05795629862857413,0.013650449678126652
UTS2,,,,,,,0.03108074733105133,,,,,-0.01710230804437533,,0.08950704554430153,,,,,,
BSG,0.028617508759403446,0.017549338414891976,0.01879185179608809,-0.07123836973483072,-0.0017269467864215206,0.011911685193852706,0.015203988707505427,0.005413813863239412,-0.020287936532443825,0.07468261763426307,-0.03914813578308498,-0.09904401591559327,-0.004074768076738965,0.12519631967040024,0.09570882582767877,0.07384358645220601,-0.020835944630399266,0.0372974564274041,0.18399023916653293,0.09166188896044104
ADAMTS3,-0.028634570053180014,-0.027874456719288017,,0.007305225765168966,0.03134959536923298,-0.015287846301198334,0.09315465984349953,0.02581574709130352,-0.002528077344377897,0.09325496591572438,0.0025604949449570787,0.20290748378881193,-0.03142613533720757,0.07511544958861792,0.07324293325145464,0.015554325846240146,-0.001731034893528363,-0.0054665509266366135,0.12778624128739688,0.04903737120011301
CD34,-0.027808201106530463,0.04191154935290888,0.0849552871457606,0.01441606318052545,0.06480150766345256,-0.046867680226625734,0.07504627943180213,-0.015964158816838984,0.0031781508115017185,0.02078181748326745,-0.013860341838012817,0.07304445509145303,-0.04274751722598875,0.042243125375820444,0.07237852713888468,0.00046428098363813884,-0.002509439670118801,0.06543982395487873,-0.01156655038450138,0.0009763850314134163
CCL23,,,,,,,-0.01909589715163743,,,,,,,,,,,,,
PLAT,-0.009263010840616263,0.04570087750300572,-0.014447326849501117,-0.006643885681556724,0.028149449153023837,0.04753869396386978,0.10069918729571845,0.0621997417228983,0.027914753626687938,0.024698448267437757,-0.01531528160320711,-0.08748734443366485,0.040509221996258754,0.15887929986728527,0.1481237974296915,0.039125816744313036,0.017433043288666076,0.07203020493364506,0.036722379490216395,0.04478614810815395
NTF3,,,,,,,,,-0.03197435244973167,-0.008152846032765549,,,,0.0628115754769086,0.1373867035134942,,-0.023980995888725723,,,
LTA,,,,-0.032604139900723465,,,,-0.021422161607535784,,,-0.02441080215416397,,,,,,,,0.04812942912749159,
CKLF,-0.025642139064967914,-0.030741383955457984,0.007288753484481232,-0.0008221574146219268,0.02174345071255679,0.050412460998821816,0.10019824604884195,0.008886939202484056,-0.005847673051423995,0.06139973529930544,-0.02865330678223392,0.03783015524371922,0.002798059516491508,0.0906270608109431,0.0721038743776016,-0.009058249903498834,0.07743498136780128,-0.0016902041333822135,0.11611910908760315,0.05891278327398763
APELA,,,,,,,,,,0.05150765589942923,,,,,,,,,,
CD24,0.03973593909520578,0.06115189163767928,0.008732627608038801,0.058653834660201236,0.034514607062493076,0.010583307826348086,0.0011838361760968402,0.025880706833577235,0.06943326861602958,-0.038349967533217885,0.011728924835958403,0.04169986221561307,0.033057224283852306,0.09150746743964323,0.05672381515712624,-0.007427184009064227,0.04924479172676679,0.0007041593313896194,0.023048031480235466,0.0022481451422563183
HSP90AA1,0.0012930816775994331,-0.013937374243134928,-0.09333237740298775,-0.004293041958513457,0.05095339459517172,-0.06317767947893893,-0.1218611847701453,0.08953913674293272,0.002709538807665312,-0.12823074408954416,0.04645195161754726,0.07672005363221306,-0.047653045970436854,-0.20002310248914917,-0.14450062260950236,0.049080202721634485,-0.026374302118029394,0.041013266022394156,-0.10426862835925076,-0.10644598205884966
BMP4,0.06965893890662586,-0.026326798104376704,0.009311614674821504,0.02045782754995627,0.059176887436652455,0.08359040405465644,0.02528677629528168,0.0037264990165954276,0.052006545808184416,-0.05316389001882823,-0.004409076638918922,0.036019266814298005,0.08327125572276191,0.07682894804001195,0.08139469296359295,-0.049597035600113804,-0.04219028922549993,,0.05165822425231588,0.024762023718535944
SCGB3A1,,0.016352474857325293,-0.0271045783082809,,-0.018466766346505886,-0.02283768328623692,,,-0.01670798838684396,0.00960432822781309,-0.0170335349238183,0.07423474502575195,,0.03607809992081317,0.01619421743819299,,0.03935165950292367,,0.02860019606331357,0.02757135757920022
IGFBP4,0.013488187555293333,0.07125399135538042,0.07522680766691885,0.010574680625433904,-0.009624894650221866,0.005095165404290148,0.11738583139160012,0.10715970653511664,-0.008999549427598114,0.004203449311944815,-0.0208527703277445,0.07536540625090027,-0.053110006554158,0.04538875476824618,0.014928716995214747,0.04764226195061442,-0.028277114376232766,0.03328348121343586,0.008240198797570078,0.02438332538708188
RSPO4,0.011888474143798927,,,-0.025056360670786204,-0.02131365023208086,,,-0.024915278097567658,-0.016707985942922696,,-0.033861625625056194,,,,,,0.05677250302852442,,-0.002633852961199549,0.07020787611288223
LEFTY2,0.0014770098291030567,0.052820138881679114,0.14300346016430296,0.07058138427968683,0.014897685091607462,0.0025206793977551488,0.12864601756767763,0.07862440209906486,0.10654484296175039,0.02416135796039818,0.01612898806451035,0.09085598696146346,-0.03353933365088324,0.03666464254036527,0.12544206942164274,0.03209519986361732,-0.021511807971646254,0.020149220577136504,0.03435173519912385,0.035499213481356415
PF4,,-0.0367591788360952,,-0.022194785097144898,,,,,,,,,,,-0.02345254474493941,,,,0.021576314109373277,-0.025501546412164906
ANGPTL2,-0.03978921765865557,0.004637204676736643,0.09535605248841596,0.03972088822340993,-0.00663143757790374,0.03537639785127204,0.11765759925485125,0.07678222468154973,0.047486588786456646,-0.03744525511087391,0.0005247185735399022,-0.13292489299914753,-0.05288791222077006,0.07052948320500381,0.06223161690225323,0.07729514846817381,0.039432614666048214,0.06874417800674851,0.05214230199951819,0.04526275255749531
LRIG2,0.07656014507033157,0.022062479419804465,0.06351314688383837,-0.015309806262617744,-0.03584746152472772,0.04218949884284932,0.08241327305036525,-0.026774120013543467,-0.05180100726005518,-0.0012122429565888954,0.0016127118479715178,0.03780442001131163,0.018219184064480455,0.07882977777210819,0.11486714382124137,0.025250453040759117,0.02556574227697582,-0.0452253998060384,0.12574346830368704,0.05943870992799539
ICOSLG,-0.04508291686330273,0.01793536480325421,-0.0024562870160282197,-0.0012515962607463355,-0.029526284029921652,-0.0049114120371174805,0.10684391098057039,0.02019679444449849,-0.01308423851166553,0.07095600020695057,-0.019344562936362414,0.040005832948988115,-0.03171007564436345,0.14424571577927853,0.07704939960114168,-0.025426039322009816,0.023695251862355483,-0.04388559366199018,0.06714299456353452,0.029435123117231246
WIF1,0.042844331866395566,0.0001836759633987496,-0.02058238925321875,,0.06256103028160363,-0.025910591566037172,-0.04853707482493138,-0.01922652997252473,0.023073452445021007,,0.03497903722275922,,,,,,-0.05040293076097757,-0.030110827591013207,,0.036969098524115236
NPPC,0.08132642456266767,0.027848727456117273,0.030405741008491475,0.08631716865594208,0.07766112406604328,0.06443613751055595,-0.010437822807002195,-0.02950476716570709,-0.023220011661650258,,-0.005740005346285903,-0.05680103974925963,-0.0314260749814328,0.03306026973443846,0.0595725303263624,0.05416773332702372,0.014705361513206325,-0.0071312727561472725,,-0.04601156119424745
LYZ,-0.10413656825027043,0.059713509005938845,0.04308001900373096,0.008679875584648496,-0.023894296720256992,0.018951256602262552,0.10889553635647405,-0.0065278729612760645,0.012956349008611014,0.0856074097722119,-0.036616551932074824,-0.10074328782349623,-0.058782581445542416,0.03660194802341501,0.07239047652694068,0.05496623690851502,0.007225282587360543,0.026059152398762258,-0.013261821577901189,-0.05164029115145539
EREG,,,-0.03417993977225094,,0.019936283293629134,,,,,-0.028503510483535832,,,,0.12173486890781435,0.06402599782005984,,-0.013298012986845045,,0.02544357225756817,-0.04430764707991482
SPTAN1,0.07980940932532117,0.059010501876493045,0.04141373575635536,-0.05252041075179007,0.06705279827102154,-0.03389806814194951,0.03012196507826246,0.04275921396723956,0.0434815419861644,0.04420560894523831,0.07909508395318178,0.027041503158984695,0.055407231955990247,0.010727633329394089,0.06572038339545386,0.02212075310509782,0.047830100184644564,0.032837725418524345,0.012433941937770632,-0.06408032593347515
PTH2,,,,,,,,,,,,,,,,,-0.030896514175465743,,,
LIPC,-0.01911410157753856,0.012619228142442965,,0.026454480267291303,-0.02063512145079258,-0.027743752608480013,0.02623981547794183,0.01846545969530432,,0.10060878745033726,0.14352108560839974,-0.04095153458729307,-0.007762837324481354,,,0.011526811978361653,,,0.01571921961704905,0.08929381159162905
COL8A1,-0.005946370861619682,0.03447038293285114,0.037671790155449594,-0.0063682957301209,-0.01094269771652265,0.08187704386125758,-0.008535706517844561,-0.02268203631102559,-0.040638773308042254,-0.01075075334791516,-0.007008586439659018,0.04072612619279664,-0.011706692886950905,0.04096158715883467,0.09094567637594173,0.035309331198252115,0.025160027259827154,-0.0015193953282637593,0.028103381678094733,0.02282048432211301
GSTM2,-0.017301796896783152,0.04359223029154176,-0.04219432948221252,0.03203978814714244,0.0737373176501421,0.18320434918019765,0.01971678916115058,0.029637997084922797,0.012167077174722526,0.044746620079778046,0.006444044219382297,0.005031862177003394,0.11434318243040112,0.05353104741251746,0.012791818488181587,-0.06848023095174288,-0.017456835704493898,-0.05305272297287569,0.08628792444381439,-0.011804860530409031
IL4,,,,,,,,,,,,-0.03914575872865434,,,,,,,,
SPX,0.0006057635606580591,-0.05705940989059618,,0.01772161014284771,0.005000209951800338,-0.036321086999513516,0.040511394907708255,-0.040863852882066495,0.03377965246086178,,-0.0038060986355353587,,0.020005580963325935,0.006795184008340006,-0.006390814927550533,-0.015563165310478504,-0.03758730229248505,0.13218083897362282,0.03501509466671103,-0.020862645328112873
MFGE8,-0.002129969853352146,0.036684311692963684,-1.4985044430729049e-05,-0.037619782195811954,0.04683839601405944,0.04587679685211328,0.050226306676299515,0.0010244489023875786,0.023600838148132155,0.02209795844222968,0.03290313292614215,0.004650419718878221,0.03382411038164432,0.09472880160031316,0.09117078470404547,0.03715383110194337,-0.005525607815913426,0.028217077617073795,0.04167330029117213,0.02430892834351747
TGFA,0.10459235703543314,0.06340227357315882,0.030556633021276116,0.02140927293614144,0.008675017606596537,0.07549668372035508,0.02265907929142484,0.009069020094383394,0.014964894432689703,0.0024887042547049975,0.09369442541633664,-0.11305885842964755,0.044756278557521186,0.07704098737804467,0.06564935692744266,-0.08322876321000641,0.02860791082574827,-0.08332058937654575,0.0385751608057187,0.07380159495840827
SLIT2,-0.011180330328797424,0.05265579127183506,-0.020146024904670115,-0.007065367532454135,0.04440899451775549,0.03422334170660132,-0.020906399973184605,0.05082067476320605,0.019041918888305025,0.05287553599469474,0.05635186416464235,-0.09120522583611373,-0.035540111565886295,0.07997326241910321,0.10819912874476402,0.02867739384226029,0.014511926538903793,-0.07655282303899774,0.013934982144847787,0.03394079696626099
PLTP,0.04849969564788671,0.029128592279924752,0.07036303747860297,-0.004903796459315786,0.022156657717478666,0.0526944817691314,0.1251303140482628,0.044121329657895995,0.04811299268281723,0.015636003035507384,-0.0028642980555027174,-0.020426233721811942,0.0037774539698954565,0.08073990320096203,0.03573634726057851,0.05411974010559204,-0.041719049111986636,0.008510016116180574,-0.03519951325040909,0.04447412743679622
APOD,-0.06714485006504159,0.046674925708702165,0.017103051795895018,-0.0016685535701309337,0.006664294275246314,0.0007185983931937846,0.02330843670325733,-0.007834159027974097,-0.06780347786170764,-0.0358425611556176,0.02847428747125633,-0.022950878249812085,-0.06584382583881712,0.1712451203271558,0.1651366537487236,-0.04714755604537287,0.0009809397665574617,-0.03379446654519006,-0.08419369525061704,-0.010865936552763317
B2M,-0.03652161235458527,0.048819630214015114,0.05614213681732809,0.05697745453947796,-0.0315890707586274,0.015234189253659696,0.11070499605201353,0.036597705871829304,0.0660519569913697,0.13521356514077768,-0.04600961082833257,-0.14398100920365112,-0.11530236658891549,0.15543608565103012,0.1259351609112947,0.054873245265809716,-0.030166750341429863,0.010953266069230954,-0.08451870968635555,0.000418021797574513
OMG,0.07445063724224145,0.04363637784135892,0.04523810131188729,0.08327911855373558,0.07104711044064008,0.023860916561792133,-0.04236480019595243,-0.0212771957596891,-0.01281953381396749,0.0035579242704584426,0.0812095118165637,-0.02897014403855089,0.0012443215548864333,0.10047106004374286,0.10555006575409201,-0.05133651942817199,0.005593589621263486,0.07285414381326222,0.09669535822472748,-0.03278705274303681
CXCL3,-0.006422049523881244,-0.01851536148241839,0.020556833171236605,0.04612187447944851,-0.06438592701882835,,-0.005015643394289993,0.0004303969114560843,-0.01787401328019755,0.06790498319440526,-0.01758019801501883,-0.049804517148370996,,0.025964277264378346,-0.02979680138997225,-0.028768425842607793,-0.019805415773549332,-0.04126861113596887,0.06514672308280288,0.018455231228178926
CXCL10,-0.06390558213135518,0.05202391187210242,,0.005609676894024575,-0.04225665955032301,-0.0244544405079023,0.05360644080905493,0.042884914226242556,-0.027151934402051065,-0.024596922313826503,-0.003848551420003423,-0.05931315749332794,0.027820693482576885,0.03526511557751061,0.019228557788922695,-0.012471661604152987,0.014814578345025734,,0.016351532754279204,-0.010300929517332823
RSPO3,,-0.04074921227376022,-0.005365253599296295,-0.025774912892880083,-0.0022563931787429703,-0.03838661173811306,-0.027557864845461806,0.002303295693766011,-0.030578412222919706,,-0.018370968100568152,,,0.03755977230663398,0.10385762900706152,,0.019158891854171675,-0.05173091291114874,0.02424874606481772,-0.0781443645381202
CORT,-0.0130044689571773,0.03779399082319756,0.026697163436097605,0.1185298755347535,-0.010432647919694607,0.05394654420824017,-0.04769505929275306,0.019407328025528397,-0.029450505207378304,,0.024032297901324457,,,0.020161763319552557,-0.024559651656901084,,0.06545434554346866,-0.05720243457035101,,
