,MGH258,UKF243,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.014246545127047794,0.04898035375557083,0.04199418241973807,-0.037137228431065636,0.06711563879436595,-0.00035777678940377897,-0.07860686253096251,-0.020357685046074072,0.13057168439084654,0.04971053636446347,-0.10761207241420498,0.0030273112242229228,0.037782146013376865,0.00900035840775796,0.05311053334294834,-0.03689845716105988,-0.034378074301494706,0.06143193420849013
RARRES2,-0.04642686754603001,0.0036236318059801142,-0.054152144888442166,0.021191626340306885,0.08917379051893304,0.032785078564614614,0.005418076884721674,-0.006375618345683161,-0.016619915676832867,0.019751950529582125,0.1033447204154041,0.09170533992062203,0.010782176381534454,0.00931955375153366,-0.01227039573511894,-0.06569796898240932,0.036759234866302774,0.06041060480687144
SEMA4A,-0.01570693553297957,0.020401132259060765,0.037876709843804916,-0.03178560560791463,-0.026861777698754846,-0.010724959297306767,0.04010253764897309,0.08511426070861222,-0.03917663122921624,0.08606944173474115,0.0029056362948580257,0.012099747738294444,0.022167657014952203,0.0316779393230964,0.032463996036319345,0.02324511582450991,0.08037240963593038,-0.07495483827315164
GDF11,0.09030162136521142,0.03834525526926794,-0.04499429531978647,-0.02391254849324619,0.05689265614256282,-0.03934628645866143,-0.008899394526603146,-0.054447420642067895,0.03407663129934775,-0.07022279314767026,-0.025303612938829177,0.04704303582333944,-0.012464589031736516,0.0634756923075921,-0.002502318335643902,-0.006548570187040345,0.08976325247234127,0.06148469644212864
GPC3,0.17196013310166755,-0.04911943332548397,0.008407446949133158,0.031262448561533145,0.02495532304102751,0.045406330841515984,0.0022906082643553223,0.03422070043972648,-0.030705725401740432,,-0.03552438497159315,0.010656786777526146,-0.013914085497985,0.0118027623973097,0.16711990142981845,0.038964904129815306,0.05420199884975875,-0.004324895706999118
OSTN,,,-0.02398419564593859,-0.026449629954602368,-0.021918091829039536,-0.03326414550515678,0.0015676256790680165,,,,,,,,0.1544863020847339,,,0.032506721996326045
GRN,0.03165705180198805,0.0354594877678712,-0.02401507640998165,-0.058187565169342606,0.05793228585178765,-0.021156483195805785,-0.009128340174748334,-0.07781449353593313,0.05933668962558115,0.03634220558469577,-0.061679345565316616,-0.013512045557799095,-0.0018700138435822193,-0.041870544130569974,-0.022283896971919435,-0.016685589923331044,-0.03721497563658791,-0.01969118224089644
CALM1,-0.08155381446955157,0.10076367327476819,0.07846405743235427,0.0001994927587144678,-0.08238367072908216,-0.03044220147965141,-0.00464902271197283,0.014316010921126726,-0.09298654634631946,0.047024893445147674,-0.009758183487924024,0.08343580369822569,-0.004935664389669326,0.009349271050763962,-0.016127997408611722,0.0681856487651307,0.11509899305954696,-0.022156680122801472
ANGPTL4,-0.0003025044924509774,-0.06688120435704979,-0.07019713741896692,-0.03312270548182201,-0.05538559613795658,0.007876468071197833,0.04198458620727927,0.051857121063057184,0.1059062421028503,0.017560169749360872,0.08281485476865563,0.095015620346511,0.02979898049438032,-0.05830301314010557,-0.006889291263489002,-0.0484971155809988,-0.039783124022338474,-0.005007348779709653
BMP8B,-0.04419822339927145,0.012489383888693344,-0.029866355966430735,0.0244516729276386,0.02584814521040175,-0.017455530028519888,-0.016552099095339372,-0.050631598671013425,0.034748646485971396,0.026661223099531117,0.00979497838744758,0.03928609257342007,0.0544541333192941,0.004383660205425163,-0.022912869020801006,0.006758837119402874,-0.01687143192357374,0.031684291283866524
TNFSF4,-0.03290737562469673,0.031709652514154335,-0.026866265168442788,0.014388909997025263,-0.03356582998824985,0.046541337090194465,0.030308572492528735,-0.029741213933770834,0.15163009069987293,-0.024125468274277737,-0.047559775980170464,-0.011020450403510398,0.030139813606755623,-0.024522446270579312,0.027125539590764736,-0.041555208780771805,0.03399775265572192,0.03801555387340955
RBP4,,-0.028110218855005902,0.04588130837294801,0.004753830365883783,-0.05498214945058774,0.0012346446310762056,-0.024138768496296956,0.025353264903863117,-0.027416061707138086,0.010982728085819028,,0.01734865926144092,0.030928578306288024,0.0312735938069078,0.10641928562084622,0.03016815360963351,0.1423299409921619,0.018191594187552274
DKK3,-0.016847058982414863,0.040700249219747284,0.020726183079536036,0.02590903584969818,-0.06313599861789693,0.007463137259118983,-0.09565984464098409,0.018076541142098133,0.0072673777630114554,0.008795848470044422,0.036334809068197686,0.07061824154576073,0.01294187958302063,-0.004426573804060006,0.039512512239961765,0.024409161252537143,0.08474952524273746,-0.03698802061690243
COL11A1,-0.0270007161087795,,-0.014142631225578456,-0.0034716593659125396,-0.007547635517584609,0.007489964825820826,-0.02294513031323111,-0.03324704934982813,0.14517198058703043,0.0545682958090046,,-0.022201601214091128,0.026037365614659042,-0.003890109748176569,0.057098888099873006,-0.048979136122089366,0.06039260523548382,0.07159058747642436
COL5A1,-0.004711983056462426,0.013237831511617065,-0.029065932159195413,-0.022100469475720613,-0.0006219473629801855,-0.002247416213155305,0.003050152956176126,-0.052494256533208716,-0.0067533379068880125,0.0063852281897552555,-0.0570704237583862,0.0884388486958514,-0.02427469155854949,-0.04959082315182687,0.1256462488803349,-0.07593751045802784,-0.03452968720426355,0.02072721651808083
KISS1,,,0.008428730757499711,,,,,,,-0.050639374584916796,,,0.01927465318291624,-0.02195626276867365,,-0.028185253511918414,,
