,UKF243,UKF248,UKF259,UKF266,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.02438092766319191,
BMP1,-0.007021862628592898,0.010141638589605224,-0.012985149713215047,0.055664873816024474,-0.03871876282809515,0.032648581578501125,0.04680469589023521,0.028886424272758414,0.04892478798157131,0.036518596158271716
NDP,-0.02344825335672836,0.0007342697381790317,0.0784054963964038,-0.03005118168439363,0.005985169344085473,-0.04206527407440525,0.04457293643846558,-0.010205035227809092,0.03128345258325423,-0.036614944049445534
TNFSF18,-0.019872587816858397,-0.010232997905459987,,-0.012024546971160758,,-0.023342008589944327,,,-0.041126266105365746,0.0857162233437028
RTN4,0.05637369769558825,-0.013684871730404623,0.025539643269828466,-0.03399688190529638,0.02429446957304755,-0.03967262049174817,-0.019703000439302974,0.05481861840867821,-0.0186488662558733,-0.10329672795424706
HEBP1,-0.048015502633964605,-0.0009377154282630861,-0.005239848256893732,0.023650464499442962,-0.028509864435136145,-0.031109411980967117,-0.015651037453373186,0.05383625762912255,0.05754015978964555,0.06151287582145066
WNT7B,0.09693037147438806,-0.012831773355223106,-0.0227539941892686,0.041079015067040515,-0.035467136043389656,-0.025697273151213246,0.13421973670432613,0.001985664408305831,-0.01705819624785146,-0.0027295725431425557
PTMA,0.008452497520729399,0.0069482470230408525,-0.0067514872104310454,0.06480373927511288,-0.023782072798163988,0.017731906341022362,0.03778799276902414,-0.051123198552757806,-0.06746816200342833,0.053587372406122574
FASLG,,,,,,,,,0.017011825101139823,
CEACAM1,,-0.011197743641165266,0.018863909237029672,,,,0.10114077402116861,-0.029007558892479753,-0.0009039183321381928,
PDAP1,0.03453283301908039,0.021913872267502566,-0.015391375668755675,0.03321216263495147,0.03552886948573923,0.03210834148356225,-0.02725975315412978,-0.0160443471502246,0.010721502955031532,0.07540818990370068
QDPR,-0.0370356478940163,0.0062636250028947306,-0.011147106423939956,0.005820644310424142,0.005357654834578473,-0.08187569568124549,0.12240084776540396,-0.027627470537624033,0.03679165921028252,-0.09224493717606543
POMC,0.057986636272676875,-0.04478117305783548,0.00130492333654063,0.015097804932411911,-0.0225954797142436,-0.06290595327724037,-0.05281724102389097,0.10592920149235595,-0.006149051141926287,-0.04196374801370434
CCL18,0.10749368092910444,-0.030991405624481234,,,-0.02676139293892445,,-0.04880077154135797,0.048164820952752624,,
CCL17,,,-0.01522893233101075,,,,,-0.020579459028898395,0.10793026974305642,
VEGFD,-0.03002763298793423,-0.008231985282533766,0.052359708041860284,,-0.015266419482255274,,0.04891473884101715,,,
TNFSF13,,-0.00852539403380957,-0.010504576688361371,-0.01166130210002538,,,,-0.03948889079428678,0.09030734077074212,0.032106012585146164
WNT5A,0.051879288889155356,-0.055675079524290814,0.022379695398737093,0.09628707570105437,-0.02287662637183619,0.008639503370616244,0.009357537962030787,0.03219470893506638,0.04944119765659493,0.056257950211483776
CXCL8,-0.09788391672682793,-0.04326226208521009,-0.047542656754620057,-0.016587445895078774,0.1351971003642421,,0.04037727003890591,0.026140963640866807,0.016174403318953093,0.11842830382883122
GRN,-0.02316422726545051,0.018796485937110495,0.011116419795680085,-0.0072349966500168525,-0.005950704663288648,0.03140016310988729,-0.06612293345794548,0.0698166224724683,-0.007742660545600889,0.003361155130488188
MIA,-0.056735297592559505,-0.007639306269425916,-0.011231522786938212,0.08213256300133004,0.016558812059543314,-0.04845516207497216,0.0030883226269997365,0.04183032399656872,0.005738781414418168,0.0460865761803707
COL4A4,-0.011373116718675625,0.02798382293672965,-0.01826275702129557,-0.011095213746997947,,,,0.03400224338078874,-0.05628476466542356,0.031242771393876132
TAC1,0.07389498653334833,0.019628494969525033,0.06886111342685067,0.02244100322829808,,,,,0.04009310635132079,-0.07329481348285609
RARRES2,-0.005104036054966183,0.03838857719076738,0.05856097010712877,0.06691745562072116,0.05673350989580562,-0.05612605362827777,-0.01827866615320468,0.08547284312428877,0.061905239035309055,0.12450666322598038
FGF7,0.01631770282147443,,-0.02699469554053111,0.014352390999597328,-0.033262620251992066,-0.004294060355563815,-0.03804733679799718,0.014773002108263645,0.09598182138947108,0.043574375346202336
HBEGF,-0.009614291897309748,0.00802163894412746,-0.031038268233782227,0.115185929435098,0.13430708907334568,-0.0016984887915376143,0.09807220950057965,0.01978531864187842,0.028767981604223253,0.14880400652998005
CSF3,0.00873019890042782,,-0.018151559481699227,,0.07715725592713382,,,0.06362413037717575,0.061808625802255185,0.03779616736236494
PI3,-0.035809608128630196,-0.032604265368980576,0.0063730427188912215,,,,0.1172554382414656,0.04262685890049643,-0.00460138026181358,0.06503859409919871
PCSK1N,0.034813095078140156,0.0551088752317759,0.033724739135387725,0.029399279883924663,-0.01807370255092962,-0.05120921953946277,0.011041785278829017,0.010642749666430747,0.08665571914353311,-0.13191007405596533
NTS,,,,-0.013544735061787192,,,,-0.048009735671685635,0.08172906865570564,
SFRP1,0.057488196389619134,0.04453052690540994,-0.013287832111720788,0.02128521407669177,-0.002078601022418581,-0.10411090827026327,-0.11455477100586485,0.02065322574959934,0.04192478553340276,0.04387712607402419
CXCL13,,,,,-0.0337857620943497,,,0.04026719628953617,,0.11674939543176009
MICA,0.029500762019658202,-0.0018633877662794943,-0.007354585038173252,0.009633124215142208,0.011614374091672004,0.043828972367999805,0.027556894526745264,-0.013929320998133215,0.05505499322553879,0.03736501264146957
TG,0.02498921302631574,-0.025491594876536974,-0.014339676096175829,-0.01563419483326938,0.015508987098582424,-0.003680934563148032,-0.04634178003004131,0.03864237746206625,-0.028545190559374014,0.02947894200415611
ADA,0.028893518309552797,-0.0067447298554675,0.0371437385641305,0.2127332065029865,-0.003524238444601089,-0.016769955577047906,0.014319382565936494,-0.0380171618271748,0.009554051480861081,0.0022305701927519857
LAMC3,-0.06290161532997199,0.033762441219655395,-0.02742973152653691,0.05464923051253221,-0.03609187865566296,0.07700658210236826,0.09639836907552102,0.01707561391405448,0.03301490826723413,-0.07416659340040589
CCL7,,-0.019713152061858374,-0.010367562906614386,,,,,-0.03084386550621497,0.059579310141063734,0.048058732271362134
NGF,-0.017415226854302506,0.07068251914863119,0.002320163205881597,-0.014919215228145917,0.06347127487218328,,,0.0010408258779580465,-0.028463913508612704,0.08363822624325894
TNFSF15,0.004956561701429635,,-0.011544788367521387,0.021892549935806818,-0.01460554959203655,-0.027573019296912537,,-0.015290666641565054,-0.032852649632110126,0.08968430318978425
HMGB1,0.0016919702812553355,-0.028584486939394207,0.010948104933571757,0.04800591150817641,-0.018197338118852813,-0.06128693341609107,-0.10010981794702173,0.028899102419270555,-0.06281678231631568,-0.049295027833124366
ITGB3BP,-0.08869329910762043,0.0475214755785231,0.04349264279584831,0.08524066018794982,0.009482564309066492,-0.055393630352599595,-0.0352720978182378,0.06359777433325914,0.04630242523310233,0.040594431562202965
AANAT,-0.03121404044702087,0.1302483036202958,-0.010504577809494847,,,,-0.06645994336969636,-0.027058773106016686,-0.02237288717960416,-0.02957896498096398
RELN,-0.030027617402349948,-0.0155518661449799,-0.018233594629168084,0.06516073850871143,,,,,,-0.025160068637228892
IL15,0.045321297835530516,0.04845018433754316,-0.012235541946200178,0.04369099088546998,0.06374595707438764,0.025366737631505407,0.0065328862680771845,-0.030894730755120493,0.05428448797410199,0.07898453145143672
UTS2,,,,,,-0.05095857783231498,-0.010237624517427758,0.05415933701058635,,
BSG,0.04606559132173953,0.024932738321129553,0.029651086036257525,0.040460733992649316,-0.030355022008567312,-0.07769077464139498,0.047596689443618195,0.08438753579245205,0.033763730399443664,0.06428735139232065
ADAMTS3,0.02923627967779052,-0.011421164591969289,-0.020340342317387048,-0.02076212610069073,0.030058410980230363,-0.015354401196019177,-0.02828233084753716,-0.02750191496589259,0.052487347811823154,0.014231879864778597
CD34,0.025709013880009044,-0.0027576880478838023,-0.018386514018023742,0.11688720499802448,-0.0012977057298417503,0.0939507044589714,-0.02690113970248794,0.03641947257947288,0.04531353360028069,0.01948547706845126
CCL23,,,,,,-0.026018163333557477,,,,
PLAT,-0.018388713675828946,0.03739287115974602,-0.0003913129777023708,0.06878725627864928,-0.029319285243708623,-0.025018438433608813,-0.07715549259225936,0.02257171050695852,0.048907252472356444,-0.028645122641284135
NTF3,,,,,-0.031110686874519945,,,-0.038217684510909115,,
LTA,,,-0.013287831490095114,,,,,,-0.002700586584048404,
CKLF,0.05694598366251479,0.002286136624240864,0.01688146159124393,0.01609733468136596,0.01793343409321192,-0.047864897603870304,0.043289561405706334,0.07312027933261163,0.04543080380953666,0.015569846037193658
APELA,,,,,0.05993940834754701,,,,,
CD24,0.006331095795420269,-0.03287268428576371,-0.027463972825631955,0.07330468217916211,-0.0036410976372304,-0.07856249138060704,0.01707997526088166,-0.0009566350700005481,0.04644024076071331,0.016138875097401632
