,MGH258,UKF260,UKF275,UKF296,ZH8812bulk,ZH881T1,ZH916T1
SFRP1,-0.023986287545261206,0.030555932632365182,0.030676127584074703,-0.015263943997923262,0.011567582062816956,-0.03282335396279105,-0.017621854506604376
CXCL13,,-0.01575135845476453,,,,-0.03161184845612294,
MICA,-0.006100363545838344,0.028734875828372048,-0.045786674054745215,-0.026635497975610347,0.07196391171501186,0.022707265808379215,0.015435250942680502
TG,-0.019091800886243245,-0.021568380011359613,-0.013378611417638507,-0.01104644987452453,,-0.01594955120152648,-0.02375880753953852
ADA,0.009409394071829686,0.04327909393924245,0.047568059350325646,-0.01794032295231802,0.09026922167564932,0.05367672858632539,0.07554102141388622
LAMC3,-0.02061018864700915,0.023010391959682536,0.00032450015380248765,-0.03406104151106373,0.040868833399058724,0.07547881266599575,0.12795940293272223
CCL7,,-0.02088339318327285,,,,,-0.01276640623286352
NGF,,-0.02229084865187766,,,,-0.02139874520014223,-0.02582317909365327
TNFSF15,,0.03218512149631948,,,,-0.012034280134144542,0.030590858131361504
HMGB1,0.02268475100692975,-0.008553250356339921,0.018054524429155012,0.006349985066214701,-0.08377376151356145,0.021529410007347774,-0.06768937946698204
ITGB3BP,-0.012967394695938812,0.027677405590737128,0.018670909650884828,-0.022645613174628383,0.07006376091634424,0.009797739297869245,-0.012439085429749103
AANAT,,-0.013932180811690379,-0.012031463432730795,0.07807742173515156,0.11539039035343668,,-0.01350739018131725
RELN,0.012901238211871035,0.046382825949998055,-0.02648939870959768,0.02681255439745089,0.04223086407996578,0.036515758356320385,
IL15,0.024209107600605892,-0.052807256754932204,0.026599902481681297,-0.006134190767921615,0.031507900201960704,-0.029355313048465385,0.04930282012728175
BSG,-0.043818480236732835,0.03190346516312353,-0.053254463864585606,-0.044710704485087634,0.1178577259711886,-0.0028434128232561217,0.05039558978945261
ADAMTS3,0.007978052229724395,0.08573854170371693,0.0915152862342057,-0.013381591875984184,0.09611934345435011,-0.0034319981241184936,-0.004808886811603007
CD34,0.03634411750645977,0.03121217176187915,0.05685882037683308,0.01180220450979273,0.04961704640601751,0.03776793977541785,0.07796078567050727
PLAT,-0.03059638918626308,-0.09317834036426362,-0.021062687367662734,-0.032238439653562906,0.07516008810767333,0.0025145186742895564,0.06273487292775302
NTF3,,,,-0.020554777031820667,,-0.03346611516000097,
LTA,,,-0.011587553160305459,,,,0.02648761353782265
CKLF,0.054159661109961274,-0.05866818206847768,-0.01527873682105826,-0.02374904727930852,0.02261403158093587,-0.004276878414514752,-0.0013884461963391958
CD24,0.012220109911745556,0.024366280582444645,0.051223368911840664,0.005344460906048639,-0.005604456907849203,0.014867259866017004,0.015906284917925888
HSP90AA1,0.02448154178582623,-0.022029608514424308,0.05329137011658453,-0.0016869422300845622,-0.02523671560089493,0.04249759090052626,-0.03974394409900665
BMP4,0.02671849259361155,0.0009899602889419932,0.0041136172035990334,0.04541430445193611,0.05461207182325013,-0.011756418382480644,0.08671965569316
SCGB3A1,,-0.016591507424542032,,-0.01074076406963196,,-0.02499140249341454,0.038287772515736486
IGFBP4,0.002485433199471793,0.010202772963972507,-0.0010601496054395484,-0.04003171484046771,0.10009882885763147,0.05892736871341592,0.08542984492766842
RSPO4,,-0.019149296603114898,-0.013477029757715937,-0.010740762498552244,,-0.016830646003687517,-0.023976081449974488
LEFTY2,0.054726111960669364,-0.02972266843031594,0.015016736705959694,-0.011777377442074143,0.1737740113173224,-0.022888566634103626,0.032551413722868835
PF4,,,,,,,-0.01817890736476285
ANGPTL2,0.07869111372694292,-0.012941011021723322,-0.004835047544245773,-0.0056365240956979,-0.05003172827723289,0.006201045226702085,0.03031889519382833
LRIG2,-0.027016272431136034,0.029271152964644963,0.01607272093220804,0.0439264620523041,0.04193691420865581,0.09375625927861676,-0.0019310034029437454
ICOSLG,0.14369528546727037,0.005346725197685198,0.052890283999818224,-0.020383961471834026,0.05105067226987573,-0.020219033177045185,0.016584443321580617
WIF1,,-0.026804657985343722,-0.01039990465138052,0.06488463428493985,,0.007662217251329132,
NPPC,-0.05159015565393039,-0.010055666730632329,-0.02028690954289496,0.004279647717466447,0.07620236786278763,-0.010911213260135845,
LYZ,0.05474931602031787,-0.05451649765986384,0.012271272341071946,0.004454050951107782,0.0004600137659190207,-0.00459169497247038,0.07094480996707939
EREG,,-0.0269476038644905,,,,-0.02096285336347065,0.0966306932669616
SPTAN1,-0.04267475835624537,0.0536629835403342,0.006173460564899048,-0.0210053978010121,-0.0014085869373392538,-0.021594693657272457,0.038443457489342595
PTH2,,,,,,0.031958326651451645,
LIPC,0.09159423150736526,-0.01853967090572581,-0.02519667960178463,,-0.03972156596163809,,-0.004710946328570628
COL8A1,0.012818573982648034,-0.004217152785327638,0.01160151682626141,-0.002692640039415846,0.15505958075738713,0.005618931135507347,0.015698043014286678
GSTM2,-0.025193217996216568,0.015284227188231969,0.023955786902120583,-0.02216409245784583,-0.0020766474711440587,-0.0033850706075174426,-0.00878134940309411
SPX,-0.03921663041575221,-0.015585027665118396,-0.011368109106151244,-0.027820506947463252,-0.09093974771932678,-0.04141930329001474,0.02712097458023343
MFGE8,-0.05222198752926879,-0.015895619567010178,-0.0022429313518598465,-0.02796042764739248,0.10301702022322644,-0.026022264629960712,0.08669983480886027
TGFA,0.03405155877932875,0.08284481938852392,-0.02655479544631089,0.03440047607302524,0.04555866068740831,0.028551608095646934,-0.025393605706360272
SLIT2,0.026675881374771008,-0.0018198033577487551,-0.034681348720948,-0.02877716351813692,-0.01641839840313472,0.016558518151473193,0.04552559055316612
PLTP,-0.11873924318448205,-0.030501878067097806,0.020956112124134476,-0.05099268680977031,0.14621530750082526,0.025618839633579533,0.04815567289909421
APOD,0.06363563717046074,0.11374429521585895,0.024372320972288156,-0.07068250516001653,-0.13563979164918866,-0.023219034687787365,0.03948391612054062
B2M,-0.034355730471090085,-0.062349404326073395,0.07791958304528426,-0.03646925863421821,0.11615885629958343,0.0876879552999465,0.04612457956056991
OMG,0.028988306307746355,0.04828681656030975,0.01130897803552396,0.04596273865547914,-0.14039467688637156,-0.016697992451634277,0.05504356399462182
CXCL3,-0.015374687806007353,-0.02582659796761337,-0.038108740064877064,-0.011490345526648665,0.1026815322076038,0.05499805150477516,-0.04149390961185582
CXCL10,-0.07060282251344656,0.0054773591088532235,0.057321976306722366,-0.017454675852910485,0.0003541017317754892,-0.022997528964617913,0.013504006517458743
RSPO3,,-0.018539659475109233,-0.020355016207720004,-0.027902047291439785,,0.08637050156491659,-0.01295540597742631
CORT,-0.019091804881339828,-0.022500675987285737,-0.030383087328910364,-0.03775165638325599,,-0.0011438958773802037,
NCAN,0.04611510615413434,0.04628609070526847,-0.04428736823434207,0.04164598238624304,0.1073230754957495,-0.039551194000948024,0.027953056141560684
PRG4,,-0.013274329623381868,-0.01722310901263333,,,0.0745757702010098,-0.014655784153599902
ZG16B,,,-0.009207362886350112,,,,0.059585741514292995
TGM2,0.06231801894411385,-0.04921728617485422,-0.01866834952750142,0.005460114770504761,0.09735116756319014,-0.030051145459865976,0.040821137186216654
VEGFC,0.10098432898428432,-0.020433591978024777,0.021223240317956044,-0.008363710091523062,0.031093565633970265,-0.015373370359715753,-0.03083991271825317
WNT6,,-0.018290748240946682,0.03363243950439344,,,-0.022337013991709707,0.022515919030520155
NRG4,,-0.018907546630745613,-0.017688834909469545,-0.0039058510613767324,-0.025441590160296793,-0.02222530473057149,-0.012955407429418225
PMCH,,,-0.013477029107303687,,,0.04478222189170295,0.1351679080870203
COL9A1,0.04046475303378546,0.017945375258970827,-0.012866475608835408,-0.022752301750266535,0.033761077545127346,0.022472373714179976,0.03452287518226532
GDF11,0.05399392863563286,-0.019703085180665453,0.019196365061195476,0.005673801590696931,0.013580264792511518,0.0035054862893138445,-0.0017922290123044812
RAET1E,,,,,,,0.04312874577338154
SORBS1,0.0746990258994,-0.04993197995348519,-0.031029014408334304,-0.037665958996672196,-0.009173509492014663,-0.0043013754472427165,-0.0019299166313782006
DLL1,0.061088323724277284,0.014900684938092582,-0.01801924389719484,0.14352434223222144,-0.03735381332333708,-0.034109768286362585,0.012671498411114254
TLN1,0.05843786038964007,-0.0489078417980205,0.036655765152265686,-0.06694370351522821,0.035733073681092936,-0.005893273707794869,0.05128317612083106
COL2A1,-0.017932087339644038,-0.011855990093301872,,,,0.08417665138943331,-0.018854494503467843
SHH,,-0.030055737040238423,-0.016460298350247215,-0.012332312685751072,0.08945201538760715,0.012390988359770939,-0.045134493521065085
PON2,-0.1045482701379603,0.010015746832086678,-0.03875735952283267,-0.0203549921043421,0.11119711582595773,-0.020448754911295865,-0.05153836888765766
ICAM5,,-0.03144201831654524,-0.019949048231860216,0.0064853179240850585,,0.027606634977256374,0.1439807268479155
HPX,0.0021901825233820037,0.03641149282080283,-0.0029712919987317566,0.01555583970952519,0.011722889675723895,-0.035421053819483024,0.04093858251916476
SFRP2,,,-0.015059229083082064,0.016830746837984547,-0.0343469851089575,0.061024449977687044,0.030041388602161354
CFC1,,,-0.011587553860601155,,,,
CD70,,,-0.021614845126211788,,,0.061855722382630283,-0.019765814897532222
HP,0.060359133244430076,0.005003510434476096,0.09670306072867492,-0.0036755156507217797,0.062024044956315895,0.018795304380346052,-0.019379872525944662
CXCL2,0.021801996189668472,-0.06093295889928504,-0.03837431315574908,-0.014927030212051296,-0.01564169150590302,0.03754141202314158,-0.003320904760140576
NPPB,,,-0.010146533410954308,,,0.02021845077990977,-0.013141817990563846
CCK,-0.041025512159628214,-0.0029365297792668193,-0.030348529410922594,0.06364013932218243,0.02279002948102513,-0.0022412147639950322,0.03078966717311224
SEMA6A,-0.07815926434545982,-0.017401531992678868,-0.011792156243222218,0.003959302395481868,0.08048951683334728,-0.013798959907514344,-9.988707223014451e-05
IRAK4,-0.022220263004086034,0.0492567953712189,-0.033962779409514005,-0.04479523128035403,0.029966703050323236,-0.00321225067488673,0.06625195897147067
GSTP1,-0.1293962476556335,0.05831860687578213,0.028544868496556464,-0.0007441673067814066,-0.08105652492994743,0.010383851028224523,0.035289857724848474
VCAM1,-0.011107018180888823,-0.03508398981495513,0.03997280540390719,-0.03184305173572214,0.06647145010662041,-0.02869013826681663,0.043789191635289736
NXPH3,0.009406564124740226,-0.013229864531540876,0.028478262133116345,-0.00099913701326084,0.10852952291070145,-0.01996206788795334,-0.009473830417305604
MTMR4,0.028819788405676124,0.05186727644467034,0.017617780271740047,-0.020188851688588583,0.05366347338808635,-0.04025569704063184,0.01395717425653322
LAMC2,,,-0.01277335357465853,,-0.024598084948299584,-0.012420914611446841,0.0075971075256514205
IL10,0.004521414710831155,-0.03675184006317879,0.08818407678603397,,0.08308827857593708,-0.01868468320295903,0.00266405056061216
SEMA4D,-0.008091665274218956,0.005570344805509388,0.024681535748165083,-0.04503613100839951,-0.12167287034756291,-0.07946260866572838,0.009417984750457345
TRH,-0.017529941623036022,-0.01166719313057896,-0.016405981153888215,,0.04045742172544521,0.029472795034940345,-0.014719717459117935
SEMA6D,-0.010901551614432988,0.006816772839707677,-0.03560653632375971,-0.02317964784597096,0.05376740367489961,-0.055701666034849204,-0.021020468591810667
CEL,,0.07666151843889972,,,0.05979575362740731,0.016958381557145293,-0.020706457688435893
PDCD1LG2,0.015868442770119444,0.01803262189576459,0.03132486897403252,-0.0019816563438034827,0.02201846185097835,0.006027096922192987,-0.003616480856718518
SPINT1,-0.02314230099355688,0.020797562892213795,0.15669146348708465,-0.01755276972471001,0.05568159125245375,-0.051986238517704016,-0.017288093094001124
CTHRC1,-0.003958238633163695,-0.0072937429557183,-0.03559574561575848,-0.027902044092348095,0.04584488391989843,0.03143494305105522,0.05793967144499035
PODXL,0.018914988314450647,0.017385324574172804,0.03557371196233709,-0.03444014450230924,0.06848766290888772,-0.044453325376051116,0.04697190794034797
JAM3,-0.009438242457613686,-0.019236136514017715,-0.05558817719665206,-0.013933516592043163,-0.027138225691324673,-0.015181278129339962,0.005698984517818986
TGFB2,-0.02128091363519944,0.03954557482081629,-0.014628107842178025,-0.04587786413103654,0.09570497859394662,0.01577516718730569,-0.02611130020133491
COL18A1,0.044038548357244654,-0.006642619540410916,0.013239431624884989,-0.052333364095008425,0.12017914779304653,0.03092279836421754,0.09629621334311524
NODAL,0.004962542180914892,-0.028100374317277504,,,-0.037003415830452545,-0.014204247444002874,0.10428329972811164
INHBB,0.16242444729349023,0.001662920852659751,-0.03502701586448064,0.05755254429153548,-0.011157955577973215,-0.006763758184757472,-0.029549405840859935
LCN1,,,,,,,0.09559609983341047
ARF4,0.008297101458279488,-0.024683295959553948,-0.01198374531552749,0.00938802782983151,0.00041040233950511085,0.0026242321163582744,0.04558446706413539
CXCL14,-0.034069250910521896,-0.028932236993855057,-0.0040746996075286665,0.02647490400963053,0.15228796481830145,-0.02918777010647507,-0.028891802489113303
LIF,-0.023677480127606895,-0.04870412314160914,-0.008010310176001272,-0.01273341971310955,0.10265405176258462,-0.013652067807399177,-0.03136737242141935
IL17B,,,,,,0.04637392579023985,0.04256724501312759
MMP1,,-0.011667190585414431,,,,-0.012796411820130773,0.12837962910087122
MATN1,,,-0.01027396591417201,,-0.024882151663655445,-0.01821227863533342,0.006016640540735175
ADAM28,0.037697126017559285,-0.06185484074307958,0.018806276429304908,0.058361618001799516,-0.009486881810044217,0.02406627358144539,0.02265012580956392
TCN2,0.05196988950019204,-0.022977819032488335,-0.025122106530302817,-0.016828169545615158,0.05028096613843945,-0.007495564521071069,0.0653747453312428
THPO,,,-0.021092006536040694,-0.01325033241120816,,-0.015798308163063705,-0.0193798784255981
CUBN,-0.03310542628069362,-0.01586653643910305,0.006089141712165594,-0.0031271357902520904,0.04226141975767371,0.023074146157009673,0.13328582631632463
TIMP3,-0.013730968723150048,0.047809653516605245,0.061270925362583495,-0.015044526405597685,0.14874524517654605,0.014792154664711985,0.07690229041787572
PIGF,-0.015148787476712524,-0.009399118022965478,0.049770993443452934,-0.007076666417289596,0.04602045385834665,-0.0607394749053009,0.009582849593559395
CRH,,-0.011855992268685417,-0.016173620565533422,-0.023973716656676743,0.030790478142406583,-0.025497558334304584,0.033718302438278606
BDNF,,-0.025847937502727816,-0.0030382942095313163,-0.02155504960366287,0.15639962824243112,-0.03682328694630415,0.017951967556515142
CCL5,0.026061913716960806,-0.013447699032795897,0.03618844771285364,0.003970632672822281,-0.02853269813539811,0.01760620680362578,0.06250519049518069
GAD1,-0.002188694573752644,0.03377525650832878,0.005285027601481138,0.06137214387269676,0.09852194890575151,0.013449192054601948,-0.011482540550036021
COL14A1,-0.03398326533604735,-0.04552849167431692,0.06336293926933416,-0.017356081153427433,0.1205472378093462,0.01053120269544291,0.0047686428320975185
HLA-A,-0.07643378478321759,-0.02828931590590679,0.056048652293891985,-0.019115908666479955,0.11653695686404907,0.008596855616058703,0.08337495406204266
CD5L,0.06315292238648056,,,,,,
FGF18,,-0.016176436311719715,0.03842183861960494,,,0.01162228881642788,-0.014719718640069318
ADM,0.005038131940597452,-0.03017777179339689,0.006070634675066304,-0.031139988318936433,-0.013251015374186548,-0.03637180784880996,-0.008067671824628638
CCL15,,,,-0.03780533153059713,,,0.24398882607471473
GNAI2,0.02189314154818837,0.03435895351580103,-0.010450488952256455,-0.008089352175704117,-0.0055295016751733496,0.024288679545267405,0.04223010918566654
HDC,,,,0.018810005781878292,,,-0.002498815708412114
COL11A1,0.08510950967644618,0.004016044207770158,-0.02102589664355989,-0.01510074920103002,0.07714074419285726,0.034098928613173166,-0.027887639244670144
NUCB2,0.03746392786250739,-0.02933693722891617,0.023582851975219764,0.006637580939527161,0.027360390272680255,0.001230775503362086,0.004449597289332593
CXCL1,,-0.014886550203539824,-0.02324728570540762,0.035305482835544695,-0.023485348995463055,0.0705304492381368,-0.0030738478562530465
VCAN,-0.05697979765870758,0.027627506912183356,0.04692338932909438,0.020919308433737516,-0.035991370590811096,0.04388486594988106,0.01952651671162798
MMP7,,,-0.01014653335551743,0.06647102898562966,,0.05291850367043294,0.028976129292424196
PTPN6,0.030653645300876445,0.005805787173296467,0.03330416029611068,0.028582436089498193,0.06208727777172059,0.09726833157399353,0.05218324252305654
PTGS2,0.016782221179429655,-0.030076164898426114,-0.048333545053021974,-0.02571578483607208,-0.030760676640254083,-0.005550694650022121,0.0024621502742277705
XCL1,-0.017119120800142454,-0.01240593116089808,0.09900346693540543,,,,
CD58,-0.04253141200963236,0.006248900416528707,-0.041424331459262095,0.010586393071362594,-0.007442739710765351,-0.004737897236194386,0.05562812495407889
TNFSF14,0.005749617848737044,-0.03491855359843477,0.02542767399917606,-0.011777377442074143,-0.032794740209849134,0.00156262811114396,-0.030619959634516348
CNTN4,,0.021893635380920706,0.0033117472694817623,-0.0006406326635520463,0.018068585178752,0.022958745429759144,0.03831628278018622
INSL3,,,-0.011700020127453891,,,-0.018477345312744618,-0.01748011218162965
BTLA,,-0.01293359622744763,,-0.01504011380975641,,,-0.016902394462505393
MFNG,0.04296613704955914,0.023385164870002393,0.03559014065164886,0.008696821686224746,-0.011000405631886466,0.03601232909754626,0.030459473617950022
ICAM1,-0.020065069735757755,-0.03598275851733715,0.07790686841454972,0.069790559116393,0.11331097590618816,0.014800610787031711,-0.026297205831159094
PROS1,-0.003068506517457232,-0.039945444939464024,-0.007171550998996036,-0.009991509136013202,0.08840365828065234,-0.0023658224542431228,0.026478629677445086
CLCF1,0.05228302393753958,-0.04037304076009883,-0.006720713058466549,-0.011691840703647621,-0.005791423563996192,0.05706035899361024,0.0017426408066768674
PSAP,0.020183715300161165,-0.06554807797996703,0.06197721525859898,-0.011474841240392561,0.146801225736462,-0.025624877599451618,0.06305472442822742
EFEMP1,0.01831905651432759,-0.07103712748229471,0.09461176190368994,-0.0010603203900450351,0.01660334948621739,0.012104854263120069,-0.0063327129215327875
C1QTNF1,-0.07507775016673908,-0.02634929773362436,0.04786432888444848,-0.026136616595120333,0.09433656189964636,-0.050566212239378905,-0.08808993905420093
ALB,-0.0077539306659614084,-0.0036941925637555464,-0.012773353247693884,-0.01337661330587716,-0.00927565637619709,-0.006894325714712008,-0.019765821066202432
CCL13,,,,,,-0.020726182288467714,
EFNA3,-0.05612876261611517,-0.04281876898885994,-0.027018425978926043,0.0018422796877912207,-0.007120803176346573,0.03205479798882469,-0.04503890846896979
DRAXIN,-0.038025031329786456,0.008400819312930217,0.01778895648189677,-0.01074076406963196,0.08417559412999355,-0.0011476311852927407,0.06857263638004585
RAET1L,,,,-0.012864482196565238,,-0.005735757379777211,
NPTX2,0.034512728913234245,0.13974506069506853,-0.02035250634907888,0.023103063737800734,0.03297855331182159,0.07733634652432948,-0.019036124448153356
FGF11,-0.027918771744003288,0.03316976392305287,-0.005556300150159356,-0.0243449812747085,0.006646826530380965,0.009293400985300626,-0.04898041560231033
CD59,0.045800964565393,-0.05405389146185245,0.015988833496712457,-0.010757172924117021,0.04339937441728905,0.04780109146256902,0.08338809043084838
COL9A2,-0.005285365645718137,0.05089625719213269,-0.02283837651631755,-0.03328453522055024,-0.007364366557645566,-0.04283636819429856,0.018030336012429447
DLL3,0.04205097621695214,0.019339104025779225,0.038342435078465124,0.013656411164989262,-0.025245478871588133,-0.06581993499527562,-0.022613355593403623
FGF5,,,,,,,-0.0447813278308367
LIN7C,-0.02753546483360464,-0.013976461954371197,0.03357149837223964,-0.030597322699411456,0.06153710944931487,0.06774811011987232,0.030374882300042944
GDF7,0.11320281146502141,,0.030506656011359393,-0.011777376984405235,-0.04065683314225168,-0.015021003226184241,0.009415444489762904
PSPN,0.08369894231205388,-0.04025649838595565,0.0047968033215749885,-0.007700214876192451,0.025300532949322423,0.015176359271150809,-0.04157256022710647
ANGPT1,0.060180578835482966,-0.01878930383264065,-0.02397020536672265,0.002486410960958184,0.033719139889660986,0.029446329692046944,0.01141320223653254
PNOC,0.03355070602303034,-0.019066512131607514,-0.0524014374246712,0.03960909384492031,,-0.01780801283064387,-0.01804109851852795
L1CAM,0.008784441351020186,-0.0008522194756533172,-0.015926472263208223,0.013355458934048927,-0.03972157046285518,0.015382368004209971,-0.02195687829578183
APOA1,-0.023936674316642568,0.021465385465238847,-0.015235461516399809,0.04313903618516038,0.127824555930517,-0.0056182852134737836,-0.0030189197875957283
PSEN1,0.060503462693330706,0.029527521919525693,0.01813185211634005,0.016112685416797466,-0.03666303228088988,0.026761792625207004,0.038988225135278554
CALM2,0.027400868161392027,0.04164575660088061,-0.04769781858176956,0.031005169994819556,-0.03507056605327088,0.012091808760897544,-0.039877787146584846
CLEC2B,0.036469091784643144,0.0064507948277704895,-0.021794156315728497,0.014265682595629572,0.045941266262512964,0.029425300333986278,0.007396259889512619
NTNG1,-0.05327510180273793,-0.006353046153622064,0.012286446551903467,0.01564754323252114,0.03539206581282038,0.0765070957861953,0.018733808147498157
LRIG1,-0.02714361361108714,0.04879397175551923,-0.0006409370236167096,-0.00023718477134117852,0.09489255080590386,-0.0681343713039306,-0.0379955891478422
CPAMD8,0.014049277524069238,-0.01575135226266104,-0.012978023690282304,-0.02179895096697856,-0.0390716219133711,,-0.018315799305566753
GHRL,0.013326637852765399,-0.02667607395340028,-0.022755079562600884,-0.01074076406963196,-0.008044098462333076,-0.0162481313362673,-0.009047022924613584
NPY,-0.02288976234256903,-0.03633247177101872,-0.004346094372052872,-0.01918959258615181,0.008889818926342585,0.027988785701072605,-0.022073106446628528
MMP2,0.022578484812562465,-0.020276114149192476,0.05701941767862371,-0.02200132873575238,0.0967920693156127,0.027978909164053937,0.05450020403783815
PPY,,,-0.009484823939769838,,,0.08053347813626067,0.030018230970919213
ALKAL2,0.09954735486960851,,0.0026881546560615166,-0.02855844199483048,-0.020566969485552113,0.09713418268714044,-0.023226519350612675
CSF1,-0.010834127646367061,-0.032276273197526587,0.000660355468587015,-0.05962218143222478,0.08916490187978869,0.018344243861135257,-0.029701483024673726
SEMA4C,0.01648723615568685,-0.013557989152376725,0.02425144240719509,0.02818297303338193,0.009736883649702701,-0.0016502441434948065,0.03846452964618135
BMP8A,,,,,,,-0.015689341623572887
ICAM2,0.01582601432188114,0.03952347945596326,0.027732864720307768,-0.011335764896228059,0.07337017716443776,-0.02451811720188957,0.09391842680998988
SYTL3,-0.021429313537120607,0.008338239198815435,-0.00277814451788233,0.07231966561490268,0.02054199421984843,0.004566147698654381,-0.010713148106117959
IL1A,-0.01813008069578562,-0.025473776361196104,0.0018434871916719142,-0.009422605841748529,-0.015304102165504261,0.03967923209661923,0.0033604407251305586
HLA-G,,,,,,0.0003024942845674129,
PGF,-0.07067930843811344,0.032515250260581795,0.005296908191110441,-0.019421187946808034,0.13425691721512845,0.01844636539632505,0.06784209942879112
LGALS8,0.017138035305830194,-0.06077942510469432,-0.004833872833780386,0.011825117147029631,0.045399930060467615,-0.006257044513099755,0.06268397849758167
DKK3,-0.0526274217021309,0.023852368385611278,-0.02896535125486468,0.04295166913648868,0.11920342517631022,0.020115694837533008,0.04021658154620977
COL16A1,-0.042650681002278555,0.010512382435960798,-0.045405698336403455,0.008123101989964503,0.04435214305895187,-0.052594585393849654,0.07485265803489757
TPH1,0.03790657378573887,-0.015461994146602435,-0.02193640748658313,,0.08049724967490418,-0.024524633124680242,0.09444838581110192
TNC,-0.022133330579087795,-0.09425968084987327,0.024910960294931672,-0.028935787800506055,0.13144121916483564,0.008690156263665713,-0.012383053684824596
TNFSF9,-0.015602687481002776,-0.029386782214588913,0.0476640176761783,-0.017940319693760448,-0.04101557399664546,0.009676511693475429,-0.024829537456670842
C4A,,,-0.011243783034103408,,-0.004551354854695534,-0.015179424432607919,0.019601200349913216
CNTN2,0.07979587545201956,-0.03320573238798071,0.05536334956319199,-0.022217059708530378,-0.15552774490747812,0.005188744682458997,-0.04660355477507969
F7,,,,,,0.035463825115228956,
LUM,-0.00740960553759182,-0.01301957081626021,-0.02238024120740004,0.0019362319138348236,0.05575668609405522,0.08247627522313856,0.07016430659902662
IZUMO1,0.016417165128965103,,,,,,
BTC,,-0.05112046112596574,,0.027879322380950238,-0.029084178598566282,-0.01453611614658756,-0.041056890710109796
