,UKF248,UKF266,UKF269,UKF275,UKF296,UKF334
AANAT,-0.006920288290873129,,-0.01969326681513719,-0.01185674128969657,-0.014325943359664505,-0.017094831018004707
RELN,-0.04765727573303547,0.07793223085948348,0.09436793490234961,0.007001606524538319,-0.02089219273186134,0.01685868533804366
IL15,0.018990064303623204,0.05378538117703361,-0.051368064777537664,-0.02429479347453011,-0.021686321506647083,-0.015854665658962527
UTS2,,,-0.06496108203184363,,,
BSG,0.10000873580524737,-0.0020210565123841787,0.06257890269370744,-0.05136991044822436,0.002390278735210768,-0.10530553665731514
ADAMTS3,-0.022266933661300937,0.033176891355884724,-0.14311828308136745,-0.03449419560270321,0.0038085032116993134,0.027191385287560117
CD34,-0.018611933027691756,0.09568498569174934,-0.13145698064848138,0.0011383365369622112,-0.005571812667271182,-0.01648064433234299
CCL23,,,-0.02240781153527647,,,
PLAT,0.06942549306645367,-0.026117946662788053,-0.15244140618522503,-0.11827038662616932,0.07324304874750023,-0.03900925355461559
NTF3,,,,,-0.023125490101078738,
LTA,,,,-0.011419277527668468,,-0.015854667616069854
CKLF,-0.016006736657513548,-0.022056289587659848,-0.17235098390088546,-0.01569516226031739,-0.025417390468999743,-0.08563356601821492
CD24,-0.010153805214112337,0.005377512017659928,-0.06278960470042574,0.09415699321294167,-0.047595247441600395,-0.04245628785704081
HSP90AA1,-0.031671372807440486,0.12382789883612964,0.22289751422123402,0.041935686001931,0.03124228781195757,0.12188682409581876
BMP4,-0.0009906323968678445,-0.002647957884045799,-0.03872217001065364,-0.0245063387210811,0.018243399366888274,-0.013509814349127264
SCGB3A1,-0.020417514040921948,0.013623291394587969,,,-0.01208407334148032,0.11107058016987546
IGFBP4,-0.07490243533936787,-0.04469464349755353,-0.13338858073293347,-0.07477021078067432,0.017492270582366517,-0.030710809473329975
RSPO4,,,,-0.013281314952599354,0.10419371568191306,-0.021992920012810058
LEFTY2,0.0036638947479888918,0.041966473849958524,-0.1239186990572372,-0.03270723921229787,-0.013250332272236242,-0.01957241011290777
PF4,-0.021179893327046225,,,,,
ANGPTL2,-0.019163240290838834,-0.09416503538960214,-0.1638829402669628,-0.012406339357167496,0.0038896776349916285,-0.09840986979252761
LRIG2,0.09323163085100093,0.03056803185800663,-0.07504399924522931,-0.0537699439822455,0.02568317803388106,0.05522632328121345
ICOSLG,0.04002935000096255,-0.030347709344137504,-0.06355348995167508,-0.027416667568203407,0.02780193895832746,-0.00195075907373524
WIF1,0.017063425638332342,0.08098825638716835,0.21614636154490674,-0.010248876171910804,-0.022739720752327944,0.11405550563143625
NPPC,0.011434895755816063,0.013992877292781487,0.14798826605335866,-0.01999230096674841,-0.01679390225877529,-0.07415535052971751
LYZ,0.014732890935028761,-0.08298155240746263,-0.12094055613163758,0.004803737661618458,-0.03634206214336412,-0.013953078131965922
SPTAN1,0.07693067479469962,0.16797414295675273,0.13720984277990528,-0.0010511611331554078,0.026283952967555643,0.12592440392326237
LIPC,-0.02592975645695751,-0.036925007984754246,-0.025448588440094035,-0.01314635573804954,,-0.02490620018149323
COL8A1,-0.01288291331048239,-0.06389376725938056,-0.040394108860263796,-0.01543490971505166,-0.023170019467994622,-0.052805280702729177
GSTM2,0.01625167958241929,0.0660317153493218,-0.05902863805371601,-0.03157689638978494,-0.008924420558739462,-0.0440579312630989
SPX,0.08148322045889358,0.050153194915799594,0.047938634749335136,0.026055016881543876,-0.0066193014317950435,0.07015270754630153
MFGE8,-0.017126496312816455,-0.08188802965661564,-0.029582313885475556,-0.04038856328356004,-0.014660929832120518,-0.03716655326455138
TGFA,0.05447551835479347,-0.02759329818679388,-0.12642769774661078,-0.009129733885130427,-0.024860398145646636,-0.031471882879090536
SLIT2,0.038098883542331194,0.09979230804057583,0.0013999938414355172,-0.034177702626213044,0.016231832386353263,0.20833736952917759
PLTP,0.009238111897894356,-0.06552909432226481,-0.14586210487955253,0.05195871472209672,-0.021345336498327497,-0.028403804957750026
APOD,0.04373843092285122,-0.03287941325275058,-0.1904477614879493,0.04195688824683947,-0.03917551826423174,0.08918381201387698
B2M,-0.008814166738521633,-0.12878569447290758,-0.23178020875308586,0.03272595787444555,-0.0700399734871268,-0.1380602525960345
OMG,0.09345264579853269,0.002767497067057315,0.04664921835499069,0.0554423133030113,-0.023410224923322363,0.10591783901770185
CXCL3,-0.05230310891362564,,-0.010408678018265267,-0.028952790769313716,-0.012927402293059638,-0.011418231748081637
CXCL10,0.08431342316247195,0.10083657183480597,-0.12668299730222124,0.050020148785248256,-0.019637670261717546,-0.01814495205654442
RSPO3,0.04877250703237603,0.13240673187251986,0.054590282408770625,-0.020059418579618165,-0.03139165739619156,-0.011931832111885208
CORT,0.01680263612395274,0.09723928199447633,0.04023920201319936,-0.021636128046151906,0.019426757696361804,-0.00791886342621161
NCAN,0.11125610340591435,-0.08001739498430034,-0.10476762143651422,-0.07377045242384221,-0.04265143973942376,-0.08009402539642063
PRG4,0.03592388185969985,,0.04478238409230278,-0.0006272421430391032,,-0.01395028414340209
ZG16B,-0.02831292957563036,,-0.030244496236637677,-0.009073652620413514,,
TGM2,-0.053224466430349664,0.034750407241760324,-0.03518398246443397,-0.0051858028256773535,-0.03617198983259738,0.005560196713104538
VEGFC,0.006380942670492466,0.042875143579987625,-0.03693333414051214,0.010356155692126397,-0.0020970152681899228,0.0338267634389506
WNT6,0.03114984645944678,0.038476727010600835,-0.013098286051894207,0.007720941948765645,,-0.01242517847470813
NRG4,-0.01880524912078515,0.018740959066143287,-0.034891923682434066,-0.017431955838985626,-0.01062505612962285,0.06407633516379717
PMCH,-0.0216740616336176,,,-0.013281314311632458,,
COL9A1,0.002266714838978693,-0.021730508337235985,-0.07180379037352388,-0.024318574099278,-0.02559785144290325,-0.01892546071142602
GDF11,-0.011123886270814247,-0.04443413413801803,-0.06738993331304467,-0.042853718563049245,-0.021792430688264065,-0.01679094923443509
SORBS1,0.04760707089776764,-0.0334392818384829,-0.011442713989613003,-0.027240524846265837,0.0077309616213121456,0.02182899525221746
DLL1,0.05810297100887533,-0.01938251209019815,-0.09908274764488086,-0.01768767950681361,0.03195023443819905,-0.04845298549933379
TLN1,-0.048595664504958426,-0.03639351131956975,-0.14275096598468742,-0.043505542227484144,0.00617759648146876,-0.11316312509227545
COL2A1,0.03768401829924053,-0.014108591730461315,0.03643734937897217,,,-0.01159184942172219
SHH,,0.08221680336994844,-0.020326214524420478,-0.02567806682732829,-0.013874671298853931,0.01923159570181127
PON2,0.06285342308217068,0.02318261895427298,-0.18623231852397212,0.04079221216469952,-0.08992349747103405,-0.06741578357203452
ICAM5,-0.048321338171466915,0.0407050894032902,0.07613411832655924,0.023324103783565316,0.04115424868724412,0.2160826578339461
HPX,0.012553531879493934,0.034064680596461505,-0.03765219860217765,-0.01780648090189686,-0.012084072109538147,-0.028120386468714578
SFRP2,0.02214050772687866,-0.043112246951336655,-0.020635752160231988,0.004190688264552051,-0.0039972892761234785,-0.021703120931977543
CFC1,,0.08755186338868709,,0.012696105344949709,,
CD70,0.08896008873130658,,,-0.02130095213364942,,
HP,0.015542467760854068,,-0.04816281455625379,-0.044136702085752995,0.01925927357081319,0.0072253105711505795
CXCL2,-0.011956277678284829,-0.04609570984635898,-0.009172517025167868,-0.02837652966025486,0.017522104587942223,-0.02189668512114274
NPPB,-0.0008016030744638343,,,-0.009999184414563107,,-0.014236822060245995
CCK,0.15191194648745712,0.14612031829017438,0.2514120367502019,0.10333744069314857,0.06916235766567833,0.1265337499410856
SEMA6A,0.06674939925048272,-0.08842068479438524,-0.16100517293197114,-0.01381135129832377,-0.010544798619795943,-0.10444013697322689
IRAK4,0.012388134458826913,-0.038207869942245204,-0.12589227527604865,0.020866856714192392,0.026966395038874977,-0.04254498830686759
GSTP1,0.09379451335514408,-0.04896724501932133,-0.201944973433851,0.046696547302367934,-0.07145380285063584,-0.08888902468512723
VCAM1,0.05006205137496994,-0.08302780426767921,-0.16347798961191104,0.022303061542862313,0.00383842336847623,0.03023509927043311
NXPH3,0.0358863206607805,-0.06977296341910638,-0.08449008973162764,0.01268835209037051,0.05298243229506279,0.04372510149985032
MTMR4,0.03698172235496619,-0.03295010482328465,0.023019264958619813,-0.02341943883275104,0.02235247066105974,0.04913149753986496
LAMC2,-0.020674592579682568,0.030011373691370302,,-0.012587857627072735,,
IL10,-0.035886439972151,,-0.03392927377324198,0.006224154464792124,,-0.012743979802236152
SEMA4D,-0.013133347197603923,0.016708128766342964,0.020924180307209227,0.09250865860485102,-0.04964628031217621,-0.015835199358366216
TRH,-0.059621921934990586,-0.036902556140921895,-0.053566960933527245,-0.033171028218112235,,-0.022700419001066962
SEMA6D,0.09476799321309876,-0.07580182647182847,-0.09830918911388777,-0.034256771423502856,0.03995596057604012,0.0058868093985041505
PDCD1LG2,-0.03448282956960879,-0.0184794873089403,-0.046241522437082946,-0.03906351795517799,0.005982765682854935,-0.02180009117732079
SPINT1,0.054257084732896046,-0.015840453154758277,-0.06448236830839935,0.029542615925916414,-0.00493634132040833,0.01694106005436978
CTHRC1,-0.03848568595871612,-0.07855280272979033,-0.06290881188069382,-0.04400781296955756,-0.03139165379700082,-0.030578444602236098
PODXL,-0.002279757250370694,-0.07968667891196934,-0.11545809744599733,-0.08017100572785714,-0.006847135803213791,0.008564059078829797
JAM3,-0.031077228857214763,-0.09291671668681177,-0.18346960389544753,-0.0466606106417129,0.03414381202084642,-0.09393505731503007
TGFB2,-0.08201857841698162,0.04524945160801484,-0.13567054268180437,-0.04749828622702221,0.009003977252548994,0.004021593965765808
COL18A1,0.00789280733853558,-0.05415260651431516,-0.12670493979787786,-0.042881625456248275,-0.014704964469414617,-0.05189574262975152
NODAL,0.0009289292799942399,0.08507837328613932,-0.06814029202485979,,,0.015063379342962228
INHBB,0.048321466092850686,0.06405792230228177,-0.011302770394348662,0.015620371110961716,0.04711245392305692,-0.07543771013536918
LCN1,-0.020674597231550077,,0.012689636538465951,,,
ARF4,-0.024068836097995157,-0.014890272820019201,-0.04887114398561205,0.004364122179337001,-0.02980032569268142,-0.0717424871457964
CXCL14,-0.0007083742425731409,0.12497408815303307,0.030811005284020886,-0.0710721835067932,-0.020607602560766655,0.08700940671700494
LIF,-0.02413785647688285,-0.01587514175497127,-0.014091005225350775,-0.028110221128090536,0.06495494149405066,-0.02357788478084938
IL17B,,,-0.037473576474951205,,,
MMP1,-0.028503346315891496,,,,,
MATN1,-0.02714514302803308,0.004155043039974801,-0.02378936958958646,0.016930058414662885,,-0.011591847979171996
ADAM28,-0.008696964154608569,-0.04944752254234955,-0.06085347194551438,-0.009979988894195449,0.024737808727768824,-0.02887234061846576
TCN2,-0.021201616974821095,0.012022484108344734,-0.11180812956271877,-0.016470814742143562,-0.025178723379164266,-0.029526491756073834
THPO,-0.004346216051937775,-0.015153909734683824,-0.046297228972048195,-0.020785706258981837,-0.014907504495769055,-0.011591849310756772
CUBN,-0.041297193119467904,0.05085029064758268,-0.026112974056686267,-0.006322469463380381,0.054087552806970064,-0.022301580354818183
TIMP3,0.01689778727091409,-0.06964586638593526,-0.11517849134119312,-0.00048139255542201575,-0.09074567113857229,-0.013302654610619689
PIGF,0.049902022551754896,-0.0003922337573976721,-0.13820288187768615,-0.06254561510230212,-0.01791475736064221,-0.050284154625958734
CRH,-0.024222752143450047,-0.007218794699705121,-0.02350872900021763,0.10541450898357567,0.017156895879842475,0.13423360793203118
BDNF,0.036652897715256164,0.14402768919256762,0.17159752835002373,0.02253301274766497,-0.024250863216180266,-0.013055399539829723
CCL5,-0.0025827905559255774,0.003592690211389425,-0.05150746065913269,0.01734275391560835,-0.037251612898915626,-0.015725737574705658
GAD1,0.06121928733182904,0.11861819286450445,0.17090025920615584,0.03509004846529272,0.04125246441261187,0.15371751302634618
COL14A1,-0.04899026678971735,-0.03403841339372052,-0.04025150480307862,-0.02199318351397191,-0.01952674467281992,-0.03883250467894583
HLA-A,-0.025126399775269707,-0.1377154016067473,-0.18576900029619692,-0.05291095033042439,-0.026657098845660143,-0.13353869901078558
CD5L,0.03239482186791491,,,,,
FGF18,-0.021917210036483156,0.03583481410569783,,-0.010849086007142513,,
ADM,-0.06840251143539622,0.03968495702507736,-0.03759297730996142,-0.04373939848468943,0.09288044961188861,-0.09784420362569445
CCL15,0.004018108766690023,,,,-0.04253351027478328,
GNAI2,-0.0895314154778846,-0.08808659097312163,-0.2099587040911666,-0.06422240626516697,-0.038504970513769214,-0.07644283566983637
HDC,,,-0.07426587095327679,,-0.018147969286802637,
COL11A1,-0.08000003515832092,-0.076670905377972,0.07903120790159855,0.0458705273610196,-0.022947217638258008,-0.034927064349485185
NUCB2,0.021215442446586467,0.08108271057128907,-0.07833110917382477,-0.027285548219207978,-0.0010808120789908898,-0.06600837258170866
CXCL1,0.07704038009782867,,-0.005963161096135736,-0.0229096862437222,-0.01356591808990967,-0.015725740240871037
VCAN,0.018686047862350827,-0.09334393727875243,-0.17422855701460987,-0.013756001870712502,0.03669080316406314,-0.09748229482254901
MMP7,-0.06454982396082494,-0.03051309810275855,-0.01656214008723448,-0.009999184359931291,-0.026206414877149007,-0.017916384068391765
PTPN6,-0.06069855952059852,-0.05001533049562385,-0.07919841784817216,0.015887886375534392,0.02060386430313144,0.03478901519324622
PTGS2,-0.043268283187262495,0.022394402753200655,0.1849072710278688,-0.038154545930076146,0.029123985548292503,0.06796143314216029
XCL1,0.054133551550863857,,,-0.016423286176976797,,
CD58,0.02969750843815907,0.010196441678685846,-0.14654987893744237,-0.01623793875846481,-0.05114044965792793,-0.045035855995528506
TNFSF14,-0.0002697323115483281,,-0.03450965286685584,0.019215541906861085,-0.013250332272236242,
CNTN4,0.09957632412850426,0.07399872626830004,0.03142475798939825,-0.005116559868894534,-0.003981302554156638,0.03442931878747121
INSL3,-0.023778346612945533,,,-0.011530111238012307,,
BTLA,,,,,0.01717438163232465,
MFNG,-0.03173881202198248,-0.02250662165728024,-0.10012188137720904,-0.01772648099394804,-0.019746061489908057,-0.013933625526976082
ICAM1,0.016134642157118653,0.013548902833981077,-0.12422373278806711,-0.06958397872882967,0.006197424743813655,-0.025675280259283957
PROS1,0.003395353035208729,-0.02419686287330543,-0.13545674894455192,-0.08836070795728339,-0.02992905061347448,-0.0013768827345066966
CLCF1,-0.02647517466736754,0.04737341033194771,-0.013746806542898875,-0.008726277918780143,0.0049288915797994015,-0.03452116608153404
PSAP,-0.06496811776066591,0.07415005374558173,0.05285603336530723,0.003993495009656227,0.00765886135321806,0.08363336548791837
EFEMP1,-0.07835634189635658,-0.07748246707973751,-0.13371558273901576,0.018299018481270087,-0.04750292921026235,-0.07340089772767062
C1QTNF1,-0.06322069807821033,0.030316383889566405,-0.1184772973352654,-0.02392319916826293,-0.029405430543490936,-0.05165815671741615
ALB,0.0188885969945759,-0.009855252014986037,0.027504655819097956,-0.0125878573048563,-0.015049578894100031,-0.025078945850699887
EFNA3,-0.008833699476532267,0.06715720229768166,0.17333435029092584,0.038656698235411055,0.02021641347931339,-0.01204737435521276
DRAXIN,-0.0024947177964213256,-0.006589480657718239,-0.1254020400224786,-0.06111393416584703,-0.01208407334148032,-0.04536968901341006
RAET1L,-0.01852356294409949,,,,-0.014473397363134612,
NPTX2,0.02687366707302449,0.147013433622444,0.19007673767725666,0.06883645091862638,-0.034641179503057874,-0.07752441674001315
FGF11,0.030784752129144423,-0.07483976826588816,-0.10705617997765018,-0.044739464351694305,-0.006574088370003363,-0.04555247141552646
CD59,-0.02702978758676156,0.08867940642559939,0.10270746355143427,0.04152103165146712,-0.017793657237354234,0.03294772745839829
COL9A2,0.09078934600154968,-0.020148911360909447,-0.09197716729487881,0.01904973909241258,-0.007019263730502058,-0.03543828133862042
DLL3,0.11228293591127299,-0.08040349720111035,0.027901925503183315,0.046354487262421,0.05644702837728387,0.0335538352007352
FGF5,,,0.04702903540039385,,,
LIN7C,0.024169489382297182,0.04017736574189251,-0.02469388306455236,-0.030862713575639453,-0.0004113750411094782,0.037913441433826016
GDF7,0.0275865041966377,-0.026473492910138546,-0.029374528235861848,0.030506263172649442,0.008602860971494231,
PSPN,-0.03465639569853363,0.06240425381291972,0.03602499635293693,0.0601723159011438,-0.05913530657503567,0.0315981268781685
ANGPT1,0.03183756675530085,0.011790570691608701,-0.0868921477976954,0.07511453646454559,-0.03215265808644372,0.019959438619226267
PNOC,0.06068678194778084,0.13197033513065823,0.22835228072155128,0.042573032104608596,0.02609572157533685,0.08122153718368866
L1CAM,0.061748169971212,0.07275358906081057,0.19659148800394663,0.09395883260839369,0.06348914191297299,0.14871321594906586
APOA1,0.027552497048679604,0.007139305596776649,-0.04734395343418324,-0.015014210585360186,-0.02144438978154397,-0.005771414762596517
PSEN1,0.03444027177158915,0.022454666658083662,-0.10825478272041794,-0.061813980456135106,-0.010343816599827247,-0.03987742982233883
CALM2,0.10676561939482218,0.14853698014405373,0.25429451074733844,0.07599616220395948,0.10240117603422914,0.13677363842180582
CLEC2B,-0.04655466114378851,0.062329561284332105,-0.1350278130954642,0.023698277031264207,0.014261759188280786,-0.025097995798656167
NTNG1,0.024156076000421082,0.05912516479453696,0.043385510676766326,-0.018331128889026688,-0.003967170688616864,0.06024772818666915
LRIG1,0.011271242002077143,-0.04903542292201733,-0.12278902790187944,-0.0724618647978045,0.000861088169888163,-0.05526757882952155
CPAMD8,-0.02770545479916614,0.041232644942064384,-0.0200121263923655,0.11729909465833992,-0.02452526845805008,-0.005958000560232844
GHRL,-0.018395286209112047,0.061136172333981366,0.025092043046333085,-0.009807701991405867,0.011393554864824303,-0.014794337895538743
NPY,0.046141948646969584,0.03392772149661953,0.09232283793683761,0.029042731682304146,-0.023180401211572405,0.04311032964460002
MMP2,0.04484417942153769,-0.0519546900214568,-0.16053551496061166,0.009630916370215981,-0.018791075165255414,-0.08048411991490709
PPY,-0.03123438768259987,,,-0.009347084356025553,,
ALKAL2,0.027028800783231985,0.061965144681603426,-0.02269042283449414,0.0016900965328829893,-0.023021510975724527,0.029468722018766522
CSF1,-0.006346648483076532,-0.07753520862524055,-0.13795236310362133,-0.0734130696294299,-0.006271227903009461,-0.01563039626928122
SEMA4C,0.058482803457796724,-0.009639468100983331,0.007129284037605335,-0.026044329005804914,0.007113531763287966,0.002792956132772881
ICAM2,0.08556484360064276,0.03693573504563796,-0.076148475459984,-0.05787315081525954,-0.0232950482428879,-0.017946774477738667
SYTL3,-0.019726025648451002,-0.0034974059734821407,-0.08894371563761878,-0.04313555089840616,-0.027223272352433298,-0.03619251283477167
IL1A,0.053833099494437826,0.013997980801955955,-0.04709621900552139,-0.06044136420811113,0.025132743762032818,-0.022279506558955504
HLA-G,0.05714905488321375,-0.0035983728169549757,,,,
PGF,-0.04621952137139286,0.016021356763298758,-0.126157019401223,-0.03927391736241644,-0.021850127049289486,-0.07006278348609742
LGALS8,0.06719399551576372,0.0551183888680225,0.0271818809852272,0.010877224089769067,0.038577627691571664,0.09209745651022543
DKK3,0.0872460335282043,0.13785582722141373,0.1925002090110001,0.11036116773547372,0.04490863441325917,0.10654332509348988
COL16A1,0.085003996362316,-0.022767475627613214,-0.021840236510227533,-0.029917939019313507,0.010313454059988058,-0.08982853438730827
TPH1,0.011735998585143067,0.08837220463915897,-0.02378936936502483,-0.021617844732521055,,-0.013950283181159229
TNC,-0.09183040891586494,-0.15034557657772604,-0.16627690760139915,-0.08048061101806919,-0.02153538934262808,-0.1234752048855293
TNFSF9,0.018783219806667868,0.018078412664514504,-0.005917242244897725,-0.029382897087951866,-0.02018405185548718,-0.023668338762952112
C4A,,,,-0.01108049966641382,,-0.012262828858319877
CNTN2,0.037984806510878655,-0.0595970364357676,-0.016896142833780197,0.010677086793894203,-0.03049640158076125,-0.012226000956115552
F7,0.045114454207788035,-0.010036098537054226,0.05712858619962914,,,
LUM,-0.0015067121455483892,0.047962640692779133,-0.09378247014894354,-0.02205523305463102,-0.0008118147150316487,-0.0393974240898929
BTC,-0.01852355522844019,,,,-0.03662928306360488,
APOC1,0.04337081247586008,-0.16010458361950938,-0.22240151741179182,-0.02351030440519041,-0.09805154809939023,-0.15754623916011312
PKM,-0.031146477345832268,0.036958813916997395,0.0737412475342834,0.018013651387313496,0.003412936711906192,-0.04887681761373108
TNF,0.04820690374126574,-0.024994969227399393,-0.029370261590733106,-0.025279367887595165,-0.01766664816078132,-0.029129759031627112
GNAS,0.07172376263558354,0.15931390222883685,0.2140125847321613,0.05322180173716791,0.015227034219944752,-0.07842750250557133
BMP8B,0.03560115119349668,-0.02839289505392233,0.005380011219880087,-0.018300059343885365,-0.011730472788459444,-0.042524162501227945
LIPH,-0.02092868550622896,,,-0.008933911768520516,,
CCL28,-0.02943879954370075,0.014486380607656644,,-0.01375675440328404,-0.013874672331457828,0.08117522221926764
PTPN11,0.047354386823859826,-0.02018411933487083,-0.09137592300467075,0.03638201578544998,-0.012013637052183944,-0.0313200503563697
ADAM12,-0.03087711361871179,-0.024708078770348144,-0.11852798182130156,-0.03250959516309279,-0.013409008283254257,-0.052238791636701844
EPO,-0.0034502561073475866,,,-0.009347084764027631,,-0.01395028522980556
EDN3,-0.017531111079561394,0.02329448132712153,-0.023996804428776976,-0.014487520387543236,-0.044338742001235505,0.03355734576772432
CCL22,,,,-0.01882055759611244,,
CCL2,-0.02570043759135926,-0.037145810912066035,0.0014790824748487994,-0.0803481602421069,-0.003167901499756586,-0.03342663548872323
DSCAM,0.015565614578799616,-0.04436430941279984,-0.04664700648699719,0.003459972715993773,-0.01290966894613788,0.017070115022672416
GPHA2,-0.023326083438203197,,,,,
ANG,-0.08423375080910332,0.0065443874424559005,-0.09210781030930257,0.025318712956873254,0.021410773752283573,-0.05302491571327888
FBLN2,0.010205085335387751,0.07559220186955806,0.002606219965335402,0.05549399629409303,0.013061703968683317,0.1124081092601612
VTN,-0.030083173578817565,-0.004445160998535385,-0.033733896478306186,-0.015356210570236041,-0.018501423345499795,-0.01159184712843752
VEGFA,-0.042992084352876575,-0.05974074137684561,0.016372996516176325,-0.07261425826997989,0.014914785577131632,-0.11394446058336163
F10,,0.058997447157619336,-0.03254012537122205,-0.010248876420916259,0.030181262206273558,
SERPINA1,0.009195405628500249,-0.08714165358990485,-0.11324808431993756,0.05866660867456059,-0.017619396904689395,-0.015877610601588658
VWF,0.011369732695852421,0.03927182738737224,-0.10766611725393856,-0.04504395647799474,0.004493930258046913,0.01932894341720967
GDNF,-0.00010919760798928815,-0.04542657544237158,,,,-0.01395028414340209
VASP,0.03410809251999294,0.010406944893205051,-0.12771854725071707,-0.06615258553786645,0.025577654384854508,-0.04993143952142473
ADAM15,0.00036798187798848413,0.03833191027200123,-0.0005961276493672382,-0.0036734980018991352,-0.0027539625249918473,-0.05189502753862381
WNT2,-0.026683244323039035,0.01616255852369796,0.013143947444924847,,0.05532415393211343,0.24436978529196796
CALCB,,0.030795003472375095,-0.022121778995642674,,,
OLFM2,0.027989565772309002,0.014923291111214933,0.18828346876322538,0.00207826451050652,-0.019754022985261025,0.051165475117182696
MFAP2,-0.029949424299655348,0.015095624629637436,-0.10229783781292044,-0.024547232429562502,0.027373419508623903,-0.03265308637101214
HLA-C,0.00023183737384532144,-0.08720682555878355,-0.1671414967140763,0.04769523095833138,-0.01580766690307237,-0.11909692014369296
THBS1,-0.04821468324032094,-0.028420693141495656,-0.018038505998566896,-0.03204502085064521,-0.004525210121244919,-0.03129279997040731
HSPA4,-0.005730827618520292,0.014514374016877976,-0.04608937353870604,-0.03738285608289512,-0.05573357985207321,-0.025011526198346925
LMAN1,0.005861008731141951,-0.038219326485237536,-0.16778143951949226,-0.02619339443074624,-0.0496688810529922,-0.05975764463288017
