,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TAC1,0.024514181983809773,-0.08221801219026925,-0.026874155837209254,-0.019334223441687507,0.04937620361122193,-0.019303622678692622,0.03140396733845383,0.016513322018878864,-0.02059363920213801,,,,,-0.03921022190960781,0.01699771654202278,-0.040555059207280655
RARRES2,0.024258396658654285,-0.053304779584256376,-0.007479596547490763,0.03391879424180129,0.001547696436975858,-0.0005703782472158848,-0.045638324197248524,0.028995853863686978,0.08109996420454002,0.0079635171476869,-0.06940612854248378,-0.042768881241537625,0.011774186450687016,0.0425967773136633,-0.026564425221049133,-0.10316377937658448
FGF7,-0.05288441855771104,,0.0011712393023052632,0.014106427359809336,0.025799423500699897,0.027306060444582426,0.025636087706085053,-0.04025395100567253,-0.006905352823109821,0.10126530604671673,-0.025725560018150063,0.010453336441113167,0.015906005875500433,-0.018647618513222747,0.0031633458943188743,0.040261191559360046
EFNA2,,,,,,,,,,,,-0.029668041628773276,,,,
HBEGF,0.04407895200868566,0.12298417908399956,0.027044091278598865,-0.0021329471502066722,-0.015402006178360949,0.02267121114236059,-0.01252679855315947,0.047187060021891436,0.01804034348119289,0.016325756578667333,0.03623466054802408,0.010693157656035868,0.019103101960770082,0.04854773599487571,0.1638592445346612,0.036101681209757985
CSF3,,,,-0.023107244629298616,0.014702018938401033,0.01370620523073249,,-0.017991518739666115,,,-0.04598564655114681,-0.03485180876654461,,-0.03921067587244501,-0.03736479490511681,-0.044345380250804756
PI3,,-0.02819243432621303,,0.00813071889434951,-0.04775013092731679,-0.02482001894487692,,-0.0010372776025280468,,,-0.11855411260234015,-0.08826916243877664,0.014783855926906229,-0.07420357738695617,-0.08035110982767128,-0.04665355176501028
PCSK1N,0.07035986170050647,-0.07070340626845635,-0.01279236016712722,0.03264158959948819,0.012485036664977918,-0.017352190998179313,0.007440174460948368,0.04758650757613161,0.037213750458953684,0.032767483513405575,-0.04940889480477858,0.009853070994606349,0.04876272551849365,-0.06288341349406112,-0.13345547190900564,0.004508344659398457
NTS,,,,,,0.007058484543086354,-0.016099907318569067,-0.005155466209899769,0.0001302979216401515,,-0.02715337188359343,-0.03614487881550249,,0.01712028170533495,-0.01012290303916838,
SFRP1,-0.03024022001835279,0.024377833195627634,0.0206229526472155,,0.013328642866629077,-0.0040331450345136915,-0.023633568945444418,-0.02849190825729343,0.04308015018666394,-0.04659156204412007,0.08551833700397786,0.012648394273354641,-0.030358145435272665,0.06150945466200746,0.06927086989187779,0.016308738380170083
CXCL13,,,-0.03766424527505134,-0.016778593714576358,,-0.021552556086667368,,,,,0.02799561220744714,-0.011222196482310294,,-0.006407481774202412,,0.04905702047109586
MICA,0.0006047679508652032,0.08805458788171376,-0.0006303016554764257,0.041773043728703635,0.0009004980491830452,-0.05481213614539726,0.01130350846360818,0.07335280705149373,0.009593418510421961,0.03025310094953559,0.07729538370257846,0.017552347557517025,-0.022345735144736496,0.0933765996278817,0.200538414718487,0.04914903913440176
TG,-0.024069596358217565,0.01629070733616889,-0.02118030094857875,,0.008452172474572556,-0.04612669557305658,0.021120910193992207,0.10299278211810597,-0.01982374621532055,-0.03569514021457113,0.04417085844487691,-0.03469263201471589,,-0.03227098877704201,0.09983724387651903,0.024909966111335308
ADA,0.008979918762620375,0.15107121572688378,-0.0010670741039915687,-0.008587042055458223,0.02628219472753926,0.0257992759177544,-0.03630476534373378,-0.018293361574212717,-0.03782227291678716,0.008196575364990036,0.11682780548041345,0.10797386359264775,0.02900043535164158,0.08508008847967373,0.23183262520495113,0.03693634871655304
LAMC3,0.01821266360774899,0.20444484978460414,0.05490432849019567,0.13619590731210882,0.04788969483690875,0.08294974960810805,-0.00061393858120508,0.09224675390484624,0.023458796332860566,0.009637781012113746,0.15113103464036498,0.12493156321853895,0.0966283494029175,0.21072358950022116,0.19822560833262684,0.10561062687350216
CCL7,,-0.017045676035852053,,,0.08325516992714742,0.010810416650561682,,,,,0.08273431107262784,,,,0.027165897064171603,-0.06831990444780676
NGF,,0.0767846059610968,,,-0.037744337494042636,-0.03050052902857316,-0.017733678904992917,,,-0.03257838772727063,-0.058902605474121766,-0.029269253236200037,,0.025120598332804396,0.12785801751648374,-0.02971372637052686
TNFSF15,,,,,-0.0011200328585339668,-0.021156618454788,-0.004462297277249285,,,-0.03290141715108157,0.0178112890700085,,,0.0752404812632294,0.11697676533941329,0.023301569686853936
HMGB1,-0.018534690720960405,-0.015295495842767213,0.0038137808028525073,0.03747523758472359,-0.026896774309040025,0.013610860726841575,0.005336975794421807,-0.013761540419053933,0.016583440603765248,0.06043367121478806,-0.07575505235418238,0.0066048037933332665,-0.06036080164341681,0.03605993070246686,-0.15436721329002615,-0.015155156404701806
ITGB3BP,-0.026043887882612343,-0.0126744954765137,-0.007391910476682147,0.02572995229116288,-0.02572882930097025,0.03555591766441432,0.008819419385359,-0.023287286919334783,-0.020283771819337156,0.02597231565921609,0.076987562347607,-0.045194700134747405,-0.041541709757924566,0.00023502592135351183,0.03489678336877189,-0.0004224416868470177
AANAT,,-0.024730682609472338,,,0.004094859046400809,-0.019063378515312732,,-0.01622883678822981,-0.017827610821771252,-0.022833320900426952,0.04421141385043421,0.0046426080222537296,0.1460608940645695,,0.0047333880588556,-0.02707723456321322
RELN,-0.019954333517767268,-0.040572093604468104,0.015568086533189631,0.0574257071948991,0.002092985920488798,-0.006853904687683752,-0.017885984203862622,0.013506558578397871,0.019654547813926348,,,,-0.00952383128847771,0.022140113360581255,,-0.01883627569059634
IL15,0.06223062024728495,-0.040270070529284774,-0.0017338888936343207,,-0.03144784183655609,0.04046280999876076,0.03283507481650081,0.05156070783377491,0.01846547474155711,-0.038598313488377466,0.04244894960387163,0.09205525305682755,-0.030718867036992448,0.04005003097811523,0.07536905991079118,0.13238315490522037
UTS2,,,,,,,,0.10640302518461532,,,0.0023625791922322315,,,,,
BSG,0.024766856857910705,0.02669102897328889,0.07529691968715478,-0.022311247279450087,0.0075229741755598115,-0.07235422507123335,-0.013968797780509263,0.059231604912369125,-0.07190222619722872,-0.03717595953981711,0.08490116668251028,0.04792123258198036,0.07439964399192643,0.03405950039891333,0.04934212525110486,0.05690066307674645
ADAMTS3,0.0018504164213694674,0.031415299327437,-0.0372153243724783,,0.004094520193436382,-0.013373913388459401,-0.02467883679028999,0.05483280560502299,-0.02099112332188308,-0.027340577249837572,0.022838205622954796,0.0804497779961015,0.014571417668807487,-0.03765940847236672,-0.014400189498200542,0.0757401792774838
CD34,0.05675149574277463,0.1837956663618143,-0.03367632400590678,0.046185691972480694,0.04390174702499037,0.0726762777018274,0.061699708310783107,0.07090678337600974,0.0038106392363923547,0.0019254758237980513,0.12744136532955355,0.05883173669074284,0.11622199447110614,0.16324224157973227,0.26277207725571794,0.0033723400351435896
CCL23,,,,,,,,0.06382246060271864,,,,,,,,
PLAT,0.021363682682814383,0.07407976905754031,-0.0006337086042287349,0.07845227106745194,0.020383935064402694,0.07026049233688292,0.01282800961492135,0.04407216117236532,0.03087886017081642,0.01333810280250353,0.13272742503421986,0.08495847143216217,0.04419590808579272,0.05718797725157526,0.16250749663887373,0.11561261272374355
NTF3,,,,,,,,,,,0.06623080981332548,0.060961276452223476,,-0.00947603126951779,,
LTA,,,-0.015576059892398535,,0.023656317964491632,,,,-0.01716984714897845,,,,,,0.04366086808078339,
CKLF,0.013207579596217973,0.07844747017849828,-0.00760993762073213,-0.020439954792999378,0.07096166401101237,0.02727522277449837,-0.023220881159518394,0.026589753003619997,0.06809365523457706,-0.043168260158155745,0.1355614192602599,0.05623309825927825,0.017069786785851002,0.04334173005122454,-0.04224076584693485,0.021041886040278766
CD24,0.0005145480271771884,-0.0387906321265365,-0.020667173173617628,-0.012473469549489287,0.015184403335334133,0.0008080913983248252,-0.0387441358260842,0.06913251013535979,0.0223935163752481,-0.004325214015673166,-0.007604788317919708,-0.04173121393001864,0.06652069934335855,-0.09389848696079336,-0.11118439102715845,-0.026635728589320968
HSP90AA1,-0.034409192288624074,-0.07801317272474843,-0.02900816489028099,-0.05530328888741414,-0.014524810842614125,0.023046402277131207,0.02612638752410589,-0.040763687085429864,0.059324795900032486,-0.05156348548852285,-0.217380140326407,-0.12095651403117996,-0.051473156227926184,-0.0863469630301422,-0.1489257465118416,-0.11673735809802054
BMP4,0.012838992421826075,0.0622728141090345,0.02288593035200155,0.013092084785270337,-0.017436610343258784,0.0637346959699236,-0.03307358165059996,0.06098841311185966,-0.011349678695131695,0.018422456124962593,0.07642215334046129,0.06568164643172292,0.06196236061162666,0.11508715381633869,0.16478262122215187,0.06958055492705797
SCGB3A1,,0.1023940835878658,,-0.024699359424103926,,0.07632027794243089,-0.019558429328235104,,,,0.04338774919086965,0.01368699313870285,,-0.0106312115678956,0.10632412261426633,-0.034814766213495205
IGFBP4,0.05399105953225046,0.18688576342563928,0.06370710386666935,0.08731778421540469,-0.006331899981083321,0.027743585495339285,-0.002381106452760607,0.10010697504692342,0.14271082473237814,0.05161667772177415,0.14344725312024945,0.043008332106913634,0.12319626642175484,0.20585967229833613,0.3388499291853394,0.14098957923007746
RSPO4,,,-0.0251804797651426,,0.007105424667877853,0.07800975789089278,,,-0.019969577507950503,,,,,0.09464431073985005,0.022803375922932426,0.1281114080203054
LEFTY2,-0.023831613559054665,0.10277675227196524,-0.01576735760643724,0.14680809324848035,-0.052400042922801024,0.041584485199141534,-0.043918662750422756,0.0906471394036121,0.018226919968322944,0.018306528094097513,0.06249889555479024,0.12590602194508646,0.06273320110384731,0.031178332895795545,0.19940184526003144,-0.018984919807869247
PF4,,0.05936456049745097,-0.014168543480095098,,0.04196280200513197,,,,,,,-0.027192814166979905,,,0.041464357874789366,-0.026746394725708906
ANGPTL2,-0.018652909654718938,0.06361312502766371,-0.03126928408930047,0.09789056341855124,-0.004705482163943752,0.01401199557944853,-0.057598329890909135,0.04494461828429895,0.02692245442173508,0.02077658124518332,0.13047319251519968,0.07114331411134515,0.04662572273898905,0.05075351074439922,0.23596335889956774,0.07336585755617814
LRIG2,0.005682507130712049,-0.04423210387302674,0.03349854984280865,0.057489349826132394,0.025488167129470194,-0.01885768710679281,-0.061866835283176456,0.03336001758282244,-0.0377395790391191,0.03222433734708295,0.08681579515838506,-0.01337132809632427,0.05443117399329814,0.022758823649649842,0.0656362639071942,0.06333729189852849
ICOSLG,-0.05596947385069911,0.13904711549161775,-0.012375691284846457,-0.005023815138396372,0.06317532483435442,-0.03912617026264837,-0.014570268320071855,-0.0006672706033437554,-0.011722954280125592,0.04350967906047327,0.05619217083961189,0.0978001561482867,0.00788085263419486,-0.00016231447426471004,0.12987139740002432,0.025637470642266732
WIF1,,-0.010820274670867085,,-0.026953930120589,,0.11562242352890961,0.028020346247474837,0.019076158073287858,0.021254935653471453,,,,,0.05467922388792467,,-0.049079062866901925
NPPC,0.049067149985375744,-0.025894619892912838,,0.002669003715015071,-0.009769090867455347,-0.04570728095521664,-0.015677933834452408,0.060815576577766484,-0.020367492207338172,-0.027340524740621767,0.03229121609644137,0.03132747901573954,0.06351074082635573,-0.03335413384768768,,0.0482189558709271
LYZ,-0.011692509698395448,0.08300483699856939,0.01328253693220773,0.043899476288334585,-0.04103638400518201,0.022310573147783525,-0.034611386126865644,0.03341641584514135,0.003397398199389505,0.009472921558209255,0.0505211360566995,0.030944141841236682,0.02081049412167309,0.06349030912177733,0.1120753650473685,0.06345590332469295
EREG,,,,0.22812616068739677,,-0.03687235900056901,,,,,-0.03976847582917064,-0.014231408179493175,,-0.006049891100610064,-0.0012416275090695523,0.08564576352145074
SPTAN1,0.03402322358480185,0.034432937669620786,-0.03198608899195322,0.06697899984092966,-0.025594372248367775,0.02659153307067798,-0.028177415221861856,0.024799633558309383,0.03476879007642175,-0.04884056326182858,0.010446211426067895,0.013712065175323999,0.018703543866186712,-0.013188573661762983,-0.07836196895551469,0.04284782229256181
PTH2,,,,,,,,,,,,,,-0.04023505614725794,,
LIPC,-0.03081628854866193,-0.021647600347894775,-0.021324415169305527,,0.04624389272963761,-0.025367799112154983,-0.023760038086700595,0.1240562042657837,0.09411212868361815,-0.056175880305636534,,,-0.017831449122386562,,-0.0029671262308174477,0.02003217266912688
COL8A1,0.04825684280148628,0.08818153955123462,0.058163375743787285,-0.028849816636522793,0.012235743976205929,0.04351799959712335,-0.04829261670021873,0.060623374111551574,0.017810342816315314,-0.06292675151482674,0.1162269795182898,0.026020373021617405,0.052211191033796414,-0.004217389689422874,0.05743444890220096,-0.036945947008922266
GSTM2,0.04583497887662377,0.04666016240607184,-0.008623817847957972,-0.03845006912436748,0.009078334562862573,-0.03619440769400309,-0.012956565951207501,-0.013711920048185873,-0.03574606689415355,-0.04459368264138409,0.10318473449505319,-0.015212773018563032,0.02835850151968789,-0.06073106802809156,-0.004593986198316406,-0.018768711564884098
SPX,-0.041980783072260254,0.0716090330324307,-0.04044805855156541,,-0.04500046964292545,-0.04323007952125189,-0.0006529076731822708,0.0054270573026334356,-0.05436188546234337,0.09182064575630944,-0.007956502388767776,0.026962125713072552,-0.03535692066187526,-0.04018372010229032,-0.09266446923827298,0.022476622228042017
MFGE8,0.02775776699176278,0.13924493262997242,-0.011686382112793322,0.022578083683581465,-0.005736524495831499,0.0525695501210036,-0.04445188646919192,0.04771719737247178,0.008162429089902007,0.016689613980005874,0.11993416242023837,0.05750943541953803,0.07708761150955835,0.19913957877735425,0.2907339699964443,0.07403048714634784
TGFA,-0.0671553854272927,-0.0074523497755132236,0.07031877409141486,0.009368434112650509,0.03193539396305617,0.04635040102715914,-0.03109166457721408,-0.022431034425505415,-0.0705982521678697,-0.0045147683364685585,0.004962800789522279,0.055486612593381716,-0.01496092152922416,0.013315138102259177,0.020629675520566913,0.0025545279264616583
SLIT2,-0.02477110500178006,0.045456993536371504,-0.03694403582937059,-0.018358297422224532,0.025400951209988785,-0.05583251229516009,0.042546826785942196,-0.017372464504976006,0.013777332502525514,0.04059699825423241,0.0896483709272812,0.08555345982952016,0.04773772331866338,-0.020984418304315505,0.12436948174293071,-0.003996410509836471
PLTP,0.0009209681308113992,0.0809826033764488,0.04481328017136373,0.12768940102628143,0.0217815431646589,0.07509430741219168,-0.03848653865217018,0.06795077549405838,0.01993120298106622,-0.031481250759044635,0.06322151227699363,0.027765943903833964,0.00103294363562817,0.07894686485665979,0.015721219082561414,0.05160070404813024
APOD,-0.08185522037677194,0.07523417682985044,0.006614962388266592,0.06296193488497548,0.013205719341951323,-0.01299452504536938,0.048926443760183666,-0.08052167498950431,0.025876490622424017,0.0578158405331883,0.23993846102973906,0.10659726870817174,-0.03005923732969306,0.2043160308588312,-0.16282680608376796,0.12475289332685062
B2M,-0.013255622833052868,0.15614432895887118,-0.038399870124548624,0.13900865883274013,0.008202978134736368,0.06796209419526918,0.04490251812046524,0.054407522175461874,0.05439751027472667,-0.01248161058206361,0.16981244363327852,0.148333125747682,0.11701862099845588,0.11241011182763064,0.2573429758582732,0.06721832440810777
OMG,-0.01632165747874256,-0.03936073841502885,-0.010255074278125572,0.015936876267756816,0.013573176307499477,-0.006269163273547066,0.01897837385424406,-0.01605383854592407,0.009004421644287221,0.04163342561537978,0.15840200146015532,0.10533152487232005,-0.06644437628778203,-0.10358242880375611,-0.004259772142803108,0.024911487591145885
CXCL3,-0.01938332228736254,-0.0039177745452116325,-0.02912917700011156,0.09022563356406656,0.01149150250062333,-0.009108745766547537,,0.014080002844834452,-0.001178214433983119,,-0.010249975421641395,-0.01936112681721686,-0.039438194164303775,0.03398495765113776,0.013944542122231812,-0.049468947649280226
CXCL10,0.022277753339010792,0.09317408368278073,0.02211088193127663,,-0.005121588694305746,-0.0365629767890609,0.10435635478941635,0.050470917148437475,0.04439439335220409,-0.0368790814040043,0.07757866655589407,-0.03647344689926038,0.0066019816015653295,-0.0301031559633098,0.11322464062463865,0.07627573726706667
RSPO3,,-0.023154382754776055,,-0.023107245350039343,0.03232955609024065,-0.025367783471662415,0.0006765124452296785,0.07882279850680719,-0.01062758488561618,,0.03343555870573806,0.043767657094600766,,0.02410829042386862,-0.03256114853250174,-0.025080513874066606
CORT,0.132112061035113,-0.02132553374050676,0.0009858965447230165,-0.03066646275148273,0.10380515615621176,-0.018439419956374742,-0.035250582512893196,0.05437601815509679,-0.05778101858493638,,-0.007017198636645618,-0.028455897920944984,,0.023820259864944075,,
NCAN,-0.014478976224424834,-0.014097425918993172,0.017245734551769067,0.021017641671763745,-0.0304066052424583,0.005776414243587328,-0.09921202398398579,-0.0027895043569990965,-0.03958282298251095,0.020284542289533622,0.17213906936363088,0.03909641727043361,0.03068977487900355,-0.057888319521371995,-0.1291046978436023,0.06472542685885174
PRG4,,0.0672202325979355,,0.19711991461781594,-0.02189175312902228,0.0023717422894741183,,-0.023084936797079368,-0.003388324177173858,,0.06595727082618058,-0.031878237904407324,,0.1439859690014567,0.04225045169167876,0.11189739219174169
ZG16B,,0.03452852153299108,0.0023348781074553184,,-0.02540805686196968,,,0.03636125887304798,-0.013643002212525863,-0.025383008443206585,,,,,0.08063991290182597,0.06385576173674179
TGM2,0.015441913366419742,0.14435937325966175,0.013009999587819319,0.05334284512570373,-0.011762643659825859,0.026165516080620548,0.08273533693817092,0.04283773788028275,0.026456694270511998,-0.013115281745981693,0.10207141259587554,0.05227282957351385,0.12393551777174691,0.18123544644023656,0.1479432392596846,0.10307577213954526
VEGFC,-0.0042371730714025335,0.032456466862454604,-0.021892265010746714,-0.019457523262865636,-0.03901696580595246,0.05424019198005203,-0.008066924953166448,0.006886991314270856,-0.021573352597965143,-0.0329014200851196,-0.029938175077379614,0.06792360532740388,0.04895831566875822,0.03255103783035261,0.1499349661588725,0.04426704669929972
WNT6,,-0.027502821455145543,0.08696405013157676,0.056667361793164485,0.09627505824989531,0.048346463605786025,-0.01571534991340881,-0.022701012498256755,-0.011605876054619414,-0.024139244009548373,0.12830848587939972,0.03438849521394966,,-0.00951579702925276,0.019598838514244567,-0.0016094889789241968
NRG4,,-0.015699666060693975,,-0.01732012252986143,-0.026643265015380876,-0.025871162820065175,-0.019238493458160755,0.02632196564008889,-0.026210416249007298,,,,-0.04177100988972374,0.031234012240583676,-0.05018564253658916,-0.03545655017143648
PMCH,,0.15361830662664985,,,0.031643107609831286,,,,0.07677329852214929,,0.03232635027850116,0.12400953050780243,,0.03173088860900553,0.06589796609336776,0.02072018081636873
COL9A1,-0.0059127438122004465,0.22003090364763014,0.025975364899281067,0.04863288940855509,-0.02782694573051047,0.006295472521508588,-0.0011626356874265668,0.030193817672684437,0.016034711999353496,0.13361151298854382,0.12187706818162806,0.0989735255390877,0.09638081272245044,0.007800090621169995,-0.04668076874180594,0.15084365297455418
GDF11,0.03116904149434159,0.0837468734432269,-0.011333033860842103,0.09854807005925204,0.026201346492588526,-0.04546159941596682,-0.03939565540379127,0.059749823835240884,-0.028100420082440666,0.05124291577670576,0.050274847906262306,-0.014182026829364733,-0.0535342124822669,0.03422187573856206,0.07915528459192857,0.02725903043641631
RAET1E,,,,,,,,,,,,,,,0.02452339604226698,
IL24,,,,,,,,,,,-0.019602990793187173,-0.026759238570422464,,,,-0.039639243568955825
SORBS1,-0.019468992946266094,-0.0023324205243276295,0.0285878582156498,0.1654678476277384,0.04453504867586842,-0.02331600699095193,-0.030512244118596647,0.007261672968957401,-0.07514930295518919,-0.015352994410308367,-0.011638233438132488,0.0041862151955922005,-0.01791003802501499,0.006411867267649054,-0.11570069816138,-0.02433701199756805
DLL1,-0.04957788892906349,0.029608854996811748,-0.012977200931423944,0.06244168317571514,0.06084517464704349,0.03508555546879651,-0.03227130158423469,-0.018061808544118076,-0.02988450129150038,0.06348418599285517,0.15151421454248268,0.056445624833401944,0.0027279683208025073,-0.00495819751599439,0.13305315747403176,0.07908505671070491
TLN1,0.0014331018908326234,0.14965117973883743,-0.058383043089722274,0.030335879189462144,-0.00010039042702530221,0.020682334406984814,0.020540327799961962,0.039398635808863706,0.03287043541116687,0.0036535316521261463,-0.03811549605306647,-0.017848223494114114,0.03175734229979035,0.13784996934893348,0.18719516042543694,0.0502507951040317
COL2A1,-0.022607511292271096,0.11108826548007117,,,,-0.0162225304047708,-0.017025625812750127,0.015270237864791817,,,0.054971007155813566,0.06099931825843063,,0.05143955046329125,0.05052604872721374,0.016852139115814086
SHH,,,,,0.030848635769419055,-0.012699933625486956,-0.018583539181570456,0.1399786874060138,0.024123850156211952,,-0.046390798994205264,0.07170818704431461,0.049741759893560514,-0.019900845663761966,7.698647843043089e-05,-0.017497821071716928
PON2,0.07470812457903349,-0.005544851447839787,-0.04210279619243744,0.0928761125340436,-0.015276443484735582,0.0150593218027913,0.0221448752299039,0.035823871656185814,-0.06206884326421221,0.10425744435784742,0.18888569631867377,0.0988822697566415,0.044623743291930196,0.015204982024774652,-0.12177747955453176,0.059069658159967973
ICAM5,,-0.02918275067031673,0.0611236079852766,0.058726149421859004,0.032066660351591135,-0.024671224221643293,-0.014937310736301614,0.016429493788601895,0.030186531384821653,,-0.0060901652100779375,0.006995471586006592,,-0.06057447816601851,-0.03393654381690079,-0.0205673845353627
HPX,-0.025679467617157455,-0.01023128234601408,,0.13016802868507743,-0.003754455284690793,-0.0112572941788124,-0.015715350973520077,0.03313686391544482,-0.006032149136540943,-0.04159890361907059,0.033981311678829874,-0.03789922772311617,-0.02033940368694384,-0.019231983875142977,0.07498285234880013,0.12028576794630941
SFRP2,,-0.007055081928181277,,,-0.002739076965735287,,0.035170017386167936,-0.017005520564691175,0.026842574135106458,0.05309072721327661,0.13999353503151596,0.10574744563640275,0.01967149632502755,0.09064857766996852,0.1130442282890084,0.11588138808073817
CFC1,,,,,,,-0.026555097198512005,,-0.017169848186641006,,,,,,,-0.015364881587848378
