,UKF248,UKF255,UKF259,UKF266,UKF269,ZH1019T1,ZH1019inf
MICA,0.07637166847655186,-0.01814831773124669,-0.03437408969833517,-0.0060999449891187335,0.048454833701232616,0.010189720409191298,0.0251965633616349
TG,0.0441787006645922,,0.051551968667720396,-0.02039046805678842,-0.02421709821036145,-0.05827564643839486,0.050647948527050166
ADA,0.009915359161854969,0.0670546938942066,-0.04421244076932132,-0.0008265592864975678,0.0925790359611863,0.02520844210029252,0.02351344395723523
LAMC3,0.15837924615646476,0.039258795736292984,0.04011334057007934,0.04164949206606385,0.10377673227386357,0.04262508078636981,0.04949340190966877
CCL7,-0.01131394690999663,,-0.01942962448101777,,,,
NGF,-0.016475802858616665,,-0.031203365164577623,-0.01945797559683124,,0.07517318512839095,-0.03601002001246214
TNFSF15,,,-0.02163583715037359,0.055397492633372264,,-0.002643882238514668,-0.03636707561979992
HMGB1,0.006098441038146825,-0.006222048770712033,0.038482159635738006,0.061428138952101655,0.09168582165822108,-0.04850927994632231,-0.03651470928551216
ITGB3BP,0.01810690044358853,-0.015386613080997244,-0.027294433354637933,0.12260341992592326,0.0893035087621726,0.07401667854794393,0.0979909531343172
AANAT,0.03680378564918007,,-0.005110029761690276,,-0.018099500640109026,,-0.025238460216589407
RELN,-0.01587777288322697,0.0023200843231888967,0.017911413570041505,-0.03554394551629305,-0.05310961377823686,-0.028519005075405748,
IL15,0.04350191643377432,,0.034713571601170695,-0.01681148016282183,0.03766324871746676,0.1291199958615743,-0.009271433523300548
UTS2,,,,,0.11575602905911454,,
BSG,0.07112613364398647,0.018829327186921763,0.005000333885856022,0.05769484666541894,-0.012793703427669424,0.0006714294925676297,0.06522405037722184
ADAMTS3,0.031080622691468055,,-0.017984892623618607,-0.013539348794461776,0.1409612236997486,,-0.030220486727610095
CD34,0.11890676592748962,-0.0406951186616093,0.008440228225906442,-0.03583895864069237,0.05619538039585712,-0.02381305790853789,0.02685501845500929
CCL23,,,,,-0.020594358621822875,,
PLAT,0.132280489538195,0.10193502844836197,0.03635803802577759,0.1068177839149764,0.12354779944859225,-0.05090513055628539,0.10338636038996099
LTA,,,0.020989212144857723,,,,
CKLF,0.0435658945260361,0.016591396366677995,0.021791153037504722,0.08770650152027054,0.10052561513726002,0.0007418246860692657,-0.013102632400226544
CD24,0.06583002233904622,0.03724947426286199,0.02158797367696008,0.040660598126642244,0.03242703683811427,0.011189179858203361,0.06387677890373733
HSP90AA1,-0.10767353495786235,-0.10552005880328193,-0.026668876818798114,-0.10743662686004365,-0.15357842073441771,-0.010888508408757784,-0.1426331959397511
BMP4,0.08878077420687412,-0.055059076975448346,-0.019365823676972906,0.10033567888567514,-0.017615507272629373,0.10611121609883431,0.06648979023498164
SCGB3A1,-0.02881083056104164,-0.020313257861050038,,-0.021460151760952336,,-0.01806575924290358,
IGFBP4,0.12661929043027192,-0.009168995401343834,0.056419638337784864,0.12471792871720018,0.1346247134856262,-0.08340685647033999,0.03550029111000814
RSPO4,,,-0.03811754184399731,,,-0.06672431872554886,
LEFTY2,0.09831367474309116,0.054969078771272356,-0.04533058383658247,0.030502828658713652,0.2031724820953204,,0.12620813834270211
PF4,0.013452213856486813,,0.05294211729154533,,,,
ANGPTL2,0.08241977536567673,0.10050898422425118,0.003534744642934987,0.13996274521844568,0.11741348984484304,-0.13717845371117335,0.045816955221539786
LRIG2,0.06661067543427744,-0.039369910369577654,0.02580377790785081,0.1065763091511512,0.022210946072422053,-0.040555163076215706,-0.009329637489591279
ICOSLG,0.05887547027536484,-0.06507786881521874,0.029287225112913637,0.023250024009407944,0.09241263528467447,0.13361630454928963,0.10080248258850512
WIF1,-0.035234794019361464,0.025178261820808585,,-0.09645555162267679,-0.07894387104432302,,
NPPC,-0.00660721349364395,-0.06655464017018335,-0.02629667751651632,0.04689991282877456,-0.03307762286837411,-0.016815893940435096,-0.030220428687355687
LYZ,0.06580993661875814,-0.04060709273890856,0.0034602406059427515,0.007502385624443682,0.12235940714084088,-0.005394957744573389,-0.06448618260395682
EREG,,0.0573524634502999,,,,,
SPTAN1,0.022640834149446593,0.0658080456888016,0.03508635467414171,-0.09092045311887609,-0.04323661188970753,-0.039132713332150335,0.08612832329376535
LIPC,-0.03462958868310978,,-0.0016069276123996726,-0.026070295044117106,0.002323210117032622,0.023197260130457115,-0.025404431097591357
COL8A1,0.08758848934484638,-0.037151483669419616,0.03814879384605982,0.0211166138656561,0.08214358280757998,0.005514086625329739,0.01329810820647776
GSTM2,-0.015169416660475565,-0.05169755959124456,-0.0007773414713343305,0.012033122263892283,0.08495757391312889,0.014841576872122593,-0.06593983894644269
SPX,0.015437322633944057,,0.018919612304770263,-0.06705846958146634,-0.06347660547056397,,0.020437203639469863
MFGE8,0.06484643136767285,0.027902743317992702,0.01073288551123156,0.06999962633358468,0.05303104528311605,-0.0047902824092111,0.0865833215300828
TGFA,-0.03586050846046083,-0.02862325336042401,-0.035058457614287844,0.07769062804211403,0.004527209360153192,0.0752437295323745,-0.051817330547307874
SLIT2,0.08861399381506115,-0.04462784711098057,0.009814148487645825,-0.02780707773952975,-0.016129726042391893,-0.0555650937103867,-0.03417663223142234
PLTP,-0.032045738316921674,-0.0009244518957896628,0.07304127671200757,0.05884211527375242,0.1270560286888829,0.05207914547838117,0.04044557319173758
APOD,0.019886275850825523,-0.013970461650205686,0.033425365601634706,-0.06910751261704585,0.04753647006158968,0.09168690364836327,-0.06165913036114414
B2M,0.15199901458889062,0.21123185928724542,0.07430970554233995,0.08251846336260327,0.15123751877123887,-0.0365379049748471,-0.01694852493948849
OMG,-0.0215909263986912,0.009490105293402721,0.0026602175080308317,-0.0424158143798684,-0.04605278812271912,0.019655583877251873,-0.05402604843779891
CXCL3,-0.009735568406401572,0.07482771987878498,-0.05593329807407658,,-0.0237637791375909,,
CXCL10,0.0745795468932236,,0.06634909404576453,-0.022979388843921436,0.12261117617904702,-0.11333280714786319,0.03111956690387759
RSPO3,-0.03823059909878976,0.07506557111324434,0.038290775998942234,-0.04901205445424853,-0.02972033976578581,,
CORT,-0.00787612590332158,-0.057594063243003764,-0.018026438678629127,-0.038678098209889496,-0.03609110934206928,,
NCAN,0.11238224876326261,-0.011638254304215105,0.09358162224656276,0.051668345721471325,0.019137636454136395,-0.07435208056275125,0.08637986228070567
PRG4,0.02602806857149362,0.03504959526586191,-0.019429627508836325,,0.03428814168130852,,
ZG16B,-0.011276085714271645,,0.028201962405628684,,-0.00038370687362425474,,-0.02805671814296814
TGM2,0.0221621303079466,-0.02635362493035472,-0.003657524729060968,0.008033767306471894,0.07112212048048318,0.0716519336211765,-0.0020319564645084397
VEGFC,0.06110541735187044,-0.042474382720375056,-0.01738757552739284,-0.023685677399323063,0.0830082895484694,0.07386481944240031,0.08293715274902551
WNT6,0.05583240614039829,-0.027072162320567514,-0.02687367665920725,0.06955769256477047,-0.02531771041910504,,-0.026681942247924997
NRG4,-0.02547635089536179,0.06264124908944749,0.026981461300107833,-0.021109107604474178,-0.0320681378540725,-0.05325390881525652,
PMCH,0.0973573670137274,,-0.014271343013691956,,,,
COL9A1,0.02105586784382811,0.057815396341216005,0.07456932730124989,0.12217689044926287,0.09526555625743079,-0.04902922070891271,-0.016770700374771224
GDF11,0.02065032094486139,0.05944151151349134,-0.02461979221924933,0.11210849681177656,0.09972085503181156,-0.1147996091950052,0.008558848120869742
SORBS1,0.04847865114773511,0.1077001918945369,0.05264411708562229,0.058067997345525965,0.03564016445932469,0.061506521280346386,0.03608891331371547
DLL1,0.08313523435107563,-0.0536400607248861,-0.004197157946444218,0.06369719360921616,0.0971375772806442,-0.13470895825154122,0.035990839395569456
TLN1,0.0034768356118639186,0.02396257009988552,0.003447077660277305,0.09369491833232786,0.12060627482632194,0.06927921463565478,-0.03881704693916873
COL2A1,0.036404208297207544,,,0.02103683048192309,0.0257248866080034,,
SHH,,,0.036648129967595595,-0.020390470236604268,0.001393067950818559,,
PON2,0.1022983975530694,0.09542468832066338,0.07137604236385073,0.011628254275291147,0.06350941435746756,0.164098490347485,0.13083077370952248
ICAM5,0.00893340340350819,0.03342363717004417,0.01710018302382733,-0.012116860200227527,-0.04643676250254176,,
HPX,0.03285267961818778,0.013650191764159832,-0.0186692071236517,0.1328736349483673,0.08810480816203273,0.053611132005275494,-0.015563661509177052
SFRP2,-0.020209100614526423,,0.053631550344394104,0.004827103084641136,0.021837865483870185,,-0.0027231231949322266
CFC1,,,,-0.029137125806120743,,,
CD70,-0.0020435575972245212,,-0.031630833692731876,,,0.024992086633640873,
HP,0.08554749120278388,0.030304129229864443,0.019241554432111403,,0.0952998735718466,-0.0009485536175070442,0.04393229587658636
CXCL2,0.013212553654251516,0.006064402444007491,-0.04155913145060724,0.02973520481648108,0.10798995333893231,-0.052463653348170616,
NPPB,-0.03550340641250377,-0.07489871887796007,-0.045790831055813094,,,,
CCK,0.0460137351408759,-0.04077628704935234,-0.015712775634890652,-0.14637772449749845,-0.09870260912330371,,-0.03492005356367631
SEMA6A,0.0553054094545123,0.05708567883797288,0.020104679595984068,0.1019825926710622,0.024250928664722747,0.08349461273444209,0.03445917891526082
IRAK4,0.07420506555147466,0.08400084154316846,0.01594742980307047,0.03922520488311471,0.10428125306882546,0.06808035011144911,0.08930693903657208
GSTP1,0.06849427188622297,0.05007116672753951,0.04587506943768645,0.13050789536934806,0.06922791318519002,-0.04341764120316866,-0.04762366843211031
VCAM1,0.12389983323007475,0.04828917378431009,0.007461058563192265,0.061277809708078335,0.12337049557714283,-0.026934837077371435,0.041321356294012304
NXPH3,0.07194884545337482,0.012042736263897513,0.006184005270043252,0.019664249720247107,0.07315909576494478,0.0179312462636803,0.06133432112966639
MTMR4,0.043580528588164934,0.023873037404426565,-0.007169810730516829,-0.0355528679249986,0.05001942289074313,-0.06863239438043757,0.02795798282968292
LAMC2,0.01004452029293709,,-0.004693275784054991,-0.023626245883968836,,-0.053253940741230056,
IL10,0.032547566315384045,-0.04894924278309182,0.050178972936031005,,0.021429897020057827,-0.04454468367697597,-0.0035858935244122386
SEMA4D,0.0625146161768421,0.030594436022418178,-0.01443484731766299,0.014048226570762429,-0.031294641769294106,0.013815602796036767,-0.02706797994713473
TRH,-0.017919687840602695,0.03637079315278244,-0.035410640967664775,0.002926772141512466,0.1359613699133621,,
SEMA6D,0.039315051394556565,0.012047577904447503,0.048282204789727015,0.12748532425389433,0.0957972858930141,-0.010839580169908233,0.0841989901963837
CEL,,-0.036687049670337486,,,,0.033119563193245154,0.11150361953565958
PDCD1LG2,0.07355860881312411,0.011492095247282287,-0.009280621823939607,-0.016591546946466404,-0.016288812789752437,0.03398032900054682,0.05361925137454222
SPINT1,-0.00145537824382744,0.05701037190210242,-0.03241776624869282,0.08271972321310311,0.0532813974783977,-0.04610947831204127,-0.0563112366374161
CTHRC1,0.08221981654931498,-0.05097192062717655,0.021653441887637424,0.1649596290435878,0.0431570385632884,0.007349524036465993,-0.008546668157440701
PODXL,0.16932808322777815,0.10871306132507015,0.0008173161522250687,0.130785419341591,0.11470393536476688,0.04566972812319167,0.0003385203371548156
JAM3,0.0777823319133314,0.09185653750481114,-0.013911783975589353,0.06425224702440577,0.08077171146978028,0.050057183086902324,-0.03361683789130566
TGFB2,0.09267268435696849,0.16837187080900237,-0.026094298726100067,-0.08323833558478182,0.11193210748468202,0.08164972876301536,-0.015780454606049085
COL18A1,0.16254734888498834,0.07573848081067215,0.03437309809572114,0.17349560870166184,0.09941269095407962,-0.047680163977178225,0.05368116562594845
NODAL,0.028049288884486167,,-0.018102240281233254,0.052990604279937736,0.12873898520552174,-0.07208136398940714,0.0796022301007947
INHBB,0.007909136399185234,0.0547786095359137,0.016699178258264988,-0.0065410049206826824,0.06709925756440213,-0.033034733716706705,0.06312580050928031
LCN1,-0.03044159724863921,,,,0.05343647124998212,,
ARF4,0.052101390304825704,-0.026691533873816998,0.013634445618935507,0.1436146199184995,0.07274701994263257,0.006128153888823864,0.08503819501447979
CXCL14,0.046818538827284234,-0.0306256608122118,-0.03825523138606369,-0.09029415803413111,-0.020741402243002544,0.02105094603165813,0.012082500215278923
LIF,0.0011945120851784452,0.03150809809567085,-0.02282856856024899,0.03293212850222032,0.05965492733279561,-0.025243936062993647,-0.018671215566642065
IL17B,,-0.017865552084761857,,,0.05962841495193018,0.1341247385139778,
MMP1,0.029262045626478942,-0.08767493632396542,,,,,
MATN1,-0.028858176079412757,-0.06062778539080627,,0.05329792522772904,-0.021864107877904198,-0.05556520323598109,
ADAM28,0.08290284479820845,-0.05031559659843188,0.016621213914187357,0.005484205859937101,0.08765605821588533,0.032832848367964,0.08288598511507085
TCN2,0.08928682405641078,-0.02433772586128048,0.005980150809054616,0.09233550216333322,0.12403900813865913,0.08771038802437825,0.11023675629743024
THPO,0.018544966510574884,,-0.024976421518461894,0.009709512174111957,0.0871081047346381,0.04260499309619698,-0.028939897811893506
CUBN,0.005222705594343659,-0.03390763548994014,-0.012540413914182856,0.06321275031871451,0.15251176885562445,0.02332939062703094,0.07221770902924379
TIMP3,0.039458097713503094,0.07656468547893891,-0.06875460240731099,0.0715573452127906,0.08367796102019533,-0.09451591092617231,0.002809382024938553
PIGF,0.012362757874805648,-0.011401104889846511,0.041663805097537684,0.04145451649194717,0.10263418526334467,-0.04915152010994479,0.020000107877874335
CRH,0.051017570624787234,,-0.022773688537514738,-0.0170287295896118,-0.0320681245578196,,
BDNF,0.04635624861203028,-0.05020608715517558,-0.010357699237571688,-0.04150852869479943,-0.07628045595937087,,
CCL5,0.07431976406318207,,0.00438429590656059,0.035099895620288646,0.05252552588028318,0.1106198578249692,-0.0041920753336125325
GAD1,0.11989173193284793,0.0810796043645381,-0.007412448918116684,-0.13568792675853475,-0.019938643521866237,0.009097743531855811,0.0790303741103538
COL14A1,0.04809587318445801,0.09461910186106645,0.039694116041261135,0.04391519750908202,0.25929562424873437,0.12218049561331767,0.016472806160621408
HLA-A,0.05665852156316908,0.14775153896324875,-0.008158408563363853,0.08459625664249415,0.18519378674305886,-0.03629122767869162,0.0670673239160067
CD5L,0.044983505347323774,,,,,,-0.03303409807448568
FGF18,-0.025458978712869382,-0.015405280673688175,-0.01809352523617452,-0.023626242442332305,,,
ADM,-0.07999729048734944,-0.06903753722861404,-0.027663308469036602,0.06924827537644547,0.05466260190195736,-0.09924914140376626,0.05622728053144112
CCL15,-0.008628636091398936,,,,,,
GNAI2,0.09814719527587287,-0.004002555307717674,-0.0038645935232208394,0.13328490776220683,0.1332568150878597,-0.0037395729053903318,0.08319915708104603
HDC,,,,,0.10999921421812149,0.0671759171957369,
COL11A1,0.0742604276052963,0.05256403829501688,0.025318399448954886,0.16534305866501056,0.004012747084880996,,0.009008144189516594
NUCB2,-0.003764511018979884,-0.024345926815419115,-0.007599713638453836,-0.026103396535291905,0.053683957523168645,0.05153978118461354,-0.003553109018717556
CXCL1,-0.06714168266611194,0.010292122872876636,-0.03434499723536424,,0.013902863758531009,0.0736768158291992,
VCAN,0.013491913114148968,0.009470130079654903,0.05461499943310925,0.1572796241101242,0.08356984601179505,0.025940146780147447,-0.023324331710428886
MMP7,0.08180344460503186,,0.012190385919667606,-0.02093156574430404,0.03514551849575395,,
PTPN6,0.05736232238256358,-0.020756265993495702,-0.02942804967433595,0.0268001995565384,0.10057143174788281,0.07191557081293026,0.09603699398286511
PTGS2,-0.06321983069074305,-0.05223369195398405,-0.03777035508215543,0.0038946479157913948,-0.07869035714418278,-0.03569232948131651,-0.05103765472523761
XCL1,-0.027629879740950568,,0.05374818419679189,,,,
CD58,0.05898124818728997,0.04726699911294951,-0.008581968311897352,0.016132668919215776,0.1159244849159567,-0.05089065104441245,-0.0022318851306665647
TNFSF14,0.089715707035397,0.05356958938949554,0.008983445003197262,,0.04381719466770885,,0.05253150630188028
CNTN4,0.04385494381686724,0.04359906471087628,-0.035380007963767494,-0.04717867783228271,-0.05404937709587867,,-0.036988934415638226
NTF4,,,-0.0012662574096667654,,,,
INSL3,-0.020045712499687767,,-0.01809352168723515,,,,
BTLA,,,-0.028719917619547158,,,,0.13416686291410376
MFNG,0.0547302720441535,0.04212783848308569,0.03841382081262225,0.12132361519149132,0.1467060308611705,0.01189649102425132,-0.03248179618682986
ICAM1,-0.014951381580778265,-0.011926928135621757,-0.04587590937854355,-0.023445825799024884,0.09372928170665752,-0.010075283464667168,0.052420812447338816
PROS1,0.07887948718068104,0.1060133777387208,-0.002388540447793779,0.12324467813132457,0.11668590236091288,-0.10210957107314501,-0.058374880761599295
CLCF1,0.04252168506660429,0.11682916300536694,-0.018575961368943985,-0.019457980594159156,-0.0008486377609849317,-0.041078081968343325,-0.03499453441815759
PSAP,0.05646096496187524,0.0945144651263062,-6.488997937056657e-05,-0.1359887542208643,-0.032607873782364245,0.024949711887732956,0.02489541191247144
EFEMP1,0.10872586445044234,0.16758512456661195,-0.023216502160204867,0.0989064452637517,0.10845920315650756,0.037169407852251375,0.036857299328633686
C1QTNF1,-0.022452448587383416,0.011406253264710156,-0.061706405323175055,-0.04316959344403996,0.12580663687330837,0.1434730515781658,0.056881110162906895
ALB,-0.006712336509730469,,-0.013132515340725157,0.01634896817899189,-0.02553261146215988,0.10583750870603544,0.0195654748268967
EFNA3,0.0015952184967454974,-0.05088547336044232,-0.043583828457596736,-0.08629615381328286,-0.07687940472826102,0.050764657627184524,0.004033062220515899
DRAXIN,0.009655125829542784,-0.01751604485218318,0.02396896665331479,0.07927695034570516,0.15095429683907344,0.0490965192249672,-0.039716943002945475
RAET1L,0.04712987843064566,,,,,,
NPTX2,0.04206530583000799,0.09548614425900218,-0.054416521575390855,-0.13638089165574385,-0.1302022159451383,,-0.07112577079166696
FGF11,-0.02925590733659175,-0.05080943601443061,-0.042291038607819534,0.12307377984834819,0.0777421539166282,0.04795172692971271,0.10789330890427293
CD59,0.15184234973594787,0.15399717893840553,-0.024499214638331646,-0.10237017006281542,-0.06106225557703279,0.0044904324502023155,0.01875780080033462
COL9A2,0.09863563347573158,0.011959095794689093,0.08544407158610744,0.032372472082860315,0.05030119238818995,0.008004985547693225,0.048667484306841535
DLL3,0.06868848779167663,-0.011589898864592356,0.08126366842762599,0.14058111007716792,0.059083855835613604,-0.001744138589092941,0.04424768923190616
FGF5,,,,,-0.02033147477265815,,
LIN7C,0.04524196607544137,0.02699319549767538,0.02691091350527782,-0.018213051689652426,0.06364455659007538,-0.012456642454830743,0.003656015400996961
GDF7,-0.02953283634323748,,-0.014294841435081468,-0.028600492068580854,0.00916377367977608,,-0.008999020823072789
PSPN,0.05662111067382431,-0.0018301178473549883,-0.041375541736797264,0.05246112602361067,0.0703329011110438,-0.004985083225938398,0.0553379353635383
ANGPT1,0.06320777306654649,-0.005347512621974745,0.01324878622480882,0.010366303038144313,0.08298740254773354,-0.01522413070600493,0.02473825487982312
PNOC,0.1075036903098056,-0.07337376399202379,0.000622407366216891,-0.06772071926507185,-0.07712098578923678,,
L1CAM,-0.004386211041694604,0.10762488724261157,-0.019407625444626504,-0.014192097184612723,-0.04512078099116969,0.07931523625718821,-0.006928217363417802
APOA1,-0.03667005957079408,0.10125201876752721,0.049664704140783576,0.01369888309390382,-0.02618725962419814,0.005738452426634898,0.002266037587961393
PSEN1,0.07675343521359378,0.08194296180474617,0.037133072751682365,0.025326723893045633,0.03046694596233035,-0.03898427281394468,-0.030391863256824036
CALM2,0.05822051129816481,0.03720523260797727,0.011125531639341017,-0.14553808473642665,-0.14745804741412574,0.06913696608597038,-0.04382467408555439
CLEC2B,0.039016744460761484,-0.06095041284630125,0.06772537099691682,0.019868663149411644,0.15519145961224665,-0.09934467742767028,0.06667503151521405
NTNG1,0.1226251338873892,,0.013661467718835928,-0.03652096769916789,0.03298239289911992,-0.04919137356005155,-0.009117581295921509
LRIG1,0.04060366506700204,0.09679668017002686,0.06514569437181696,0.026125700651884857,0.10713331670047739,-0.02995546460213633,0.12416931295763196
CPAMD8,0.030154516124081415,,-0.021401407621377436,-0.039834780570332066,-0.018392555072180843,0.0013827021666122025,0.07568159125688914
GHRL,0.03989100004278973,,0.048811076945990656,-0.021285284373179843,0.00111639924434088,0.006812916485482839,-0.04283089163400721
NPY,0.00010801733109433104,-0.04011435486886507,0.009146307932594367,-0.1147384254080823,-0.06859002544439839,,0.13306785135922494
MMP2,0.09855330295882687,0.031239458163649952,0.030973214677910796,0.1595831949877554,0.13178896414186472,-0.056479076222595175,0.03027426471934249
LHB,,,0.013377456632014348,,,,
PPY,0.044812118179999014,,-0.023376486710742907,,,,
ALKAL2,0.027746789199120873,,-0.018368214057798468,-0.022124716654077257,-0.020854098330785765,,0.01872658998608706
CSF1,0.07156623593763388,0.1451806035339683,0.004564527411600774,0.06937641836109038,0.04791039642425356,-0.061879076090869733,0.06794506905615043
SEMA4C,0.09165429300220164,0.04685304014226607,0.040994004622713395,0.05576282563484122,0.052313161117374975,0.0010585377000449847,0.08521880558319887
ICAM2,0.08957813885313975,-0.0666991261891886,0.009309997477850804,0.005994178697410541,0.0822790243156451,-0.05781259349837092,0.11696550534870125
SYTL3,-0.024340473914601972,0.01554971907262797,-0.025424403706465554,0.0413003298733644,0.13744785959341707,0.0071119088177194435,-0.03640555579411962
IL1A,0.01740985499142206,-0.02779516548733713,0.02965999059826983,-0.028600488311514467,0.08774453463922068,-0.10234694512604654,0.04777760084038153
HLA-G,-0.020034929931805147,,-0.005134491136788061,-0.015447537481975707,,-0.00016995601526097924,
PGF,0.08478481593540042,-0.06460397978794807,-0.0001364378145736827,0.006411119845002293,0.10930108338186614,-0.02336041849710249,0.045400498668983755
LGALS8,0.03821143650412257,0.09177849016971076,-0.001015139927816024,-0.01225778968246995,0.03620342172835324,0.035853051321110045,0.025501408826505183
DKK3,0.0674297478899766,0.04918196479030366,0.005045655526042711,-0.17451359454098447,-0.085502593885366,-0.053592701401592766,0.06453823157714783
COL16A1,0.07153574215800167,0.08802782228058631,-0.012866191067490141,0.05513575880816878,0.024962316253019604,-0.005386370511148205,0.016362122914618377
TPH1,-0.002976888254875537,0.09239292087992483,0.013998354584847212,0.07667806261935221,0.06788538457338635,-0.05325386411899003,
TNC,0.04655784743565172,0.1200445615410945,-0.10459789771889821,0.15048416235582363,0.13822176814840692,0.06205804293654999,0.12176976183456541
TNFSF9,-0.04232165675542609,-0.04972196733189796,-0.03228412727948626,0.024325586951383194,-0.04935614080398901,-0.05403384431537276,-0.05472448306350771
C4A,,,0.031218149250427138,,,,
CNTN2,-0.017780337376961382,0.009817538102534,-0.004700475808443441,0.0859984017591668,-0.00526327834654239,-0.020325739027697323,-0.027236885147493155
F7,0.05461937528120738,,,-0.014216366992734911,-0.018392544381812575,,
LUM,0.09671871780465308,-0.025954418424311936,0.009982039505994038,0.002921323508744595,0.15280014338376016,0.022632105137303727,0.03827457677206019
BTC,-0.035098542165956134,,0.013829103236909661,,,0.03587408196834164,
APOC1,0.10347496350894685,-0.05303454742421323,0.07205949342110898,0.12827936726650674,0.16630261605539434,-0.0817483311800808,-0.007778940986173296
PKM,-0.051899076796918735,0.015350320305844179,-0.07291677254330221,-0.06396660914126161,0.024679126739699308,0.05578476608092892,0.12982213971572704
TNF,0.08926640724654164,,0.10126529680625566,0.1330363365266435,-0.013028019696863371,-0.03334014073943319,-0.014946553373412927
GNAS,-0.08890114981068468,-0.10732912292918557,-0.006026156322495575,-0.10367306832280071,-0.08513525860767901,-0.024934305061377574,0.02932422102757269
BMP8B,0.14025098519021023,0.010035854548586713,-0.017984676514806317,0.10185150147437734,0.03017206186571062,0.07548754229670022,0.025006695412884687
LIPH,0.06050224870952207,0.060208711961184214,-0.02799479434537034,,,,
CCL28,-0.01254384068658205,,,-0.03057187238448114,,,
PTPN11,7.272171684153529e-05,-0.028078661951064367,-0.03490990924739159,-0.007398154413401664,0.03105781318191155,-0.00958307031706645,-0.03289255056905289
ADAM12,0.09765647840697646,0.0543282746456834,-0.009473950757318694,0.08104701321298693,0.11635182416294364,-0.0552399874390333,0.033529222595643386
EPO,0.029619802781461486,,0.03448577176095862,,,-0.01785446172867197,-0.03776604171898762
EDN3,0.06025512203168965,-0.01026378116750223,0.023806180220896336,-0.020390466161296944,-0.03258899327680308,,-0.02893983427327724
