,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
GRN,-0.054362702577417155,0.011253045179986485,-0.011652613745036603,0.029856805207616723,0.04022757974119131,-0.02189585886065103,-0.039365881883344375,0.060567294527771785,-0.01084743863703867,-0.015187922209732868,-0.00986240942108335,-0.03600818255863537,0.02949438147385514,-0.03808024587880943
MIA,-0.031222191810377817,-0.04987571712207772,-0.014443383364474753,-0.01572104348094362,0.07712886169924552,0.014448224131097417,0.010451641133500729,0.16336059400980815,0.08796580116278709,0.03756279519186174,-0.006661504755743596,0.09325797815432385,0.09388370055258287,0.05878144242484427
COL4A4,0.07516627354072372,-0.018851834590816418,-0.024289468907364792,-0.02284786348413914,0.016030223337685136,-0.018213810464967166,-0.02086979885893449,,0.0006878262666022464,0.028859985975877547,-0.03789139123263305,-0.029880846467045006,0.022835542746297028,0.025617264499247012
TAC1,-0.023853500564902333,0.008950082112268021,-0.04548859751027204,-0.007705924601357379,-0.04375509808911044,0.009973418054827946,0.014137646956559908,,,,,-0.025580214067182718,0.1377324872568598,-0.021735876758006256
RARRES2,0.07493317329757435,-0.04533366120468331,-0.0035617256877882456,-0.010229423171380762,0.07812797315772646,0.01740822695215201,0.07269745773684905,-0.07027830648479608,-0.04541494919791108,-0.03967977144802921,-0.03199125408752662,0.04965029507698775,-0.014706988091003173,-0.006656746020532542
FGF7,-0.009383937234361654,,-0.018330684438362645,-0.002042974056351558,0.014979520506776384,-0.01938807257663416,0.040804808238009846,-0.017461579050794037,0.01175211048716666,0.0069133595973479255,0.011554724291664124,0.04083783900714792,0.06818535351631373,-0.08567925430531169
EFNA2,,,,,,,,,,-0.019746588937008817,,,,
HBEGF,0.059105256102597294,0.0020145322099416924,0.028258951201721817,0.01418550696033643,5.51807693457887e-06,-0.017620001557890178,0.022338371485210874,0.0965472899165746,-0.0030734042583916666,-0.003916254690347988,-0.05372712624301538,0.01464776205110385,-0.0008255191453015082,0.016079058341624566
CSF3,,,,0.12257629589734888,-0.0137949450580075,,,,0.06142056708854219,-0.0632506101513503,,-0.02125604383401487,-0.01469981923624116,0.06992072345811506
PI3,,-0.02633647295721744,,0.06621951982939253,0.03437694039342184,,,,0.0013677952256493818,-0.07228598993968481,-0.020900101433726392,0.014540484592657712,-0.03193782366416417,0.08883126119280531
PCSK1N,0.022372656315937163,0.0039778713676485705,-0.004792629497887929,-0.0122273714347962,-0.01151668568944037,0.004545096822644864,0.023657891872805304,0.016773430508225492,0.040750450151869164,0.04620309875583129,-0.019043656550710036,0.03211285151419615,0.03172492037078463,-0.0633116073189261
NTS,,,,,0.027282398858120678,0.06042638571806159,0.008556904378108273,,-0.0026566909740824295,0.04324762279223608,,-0.032708746213459525,0.03625031653234851,
SFRP1,-0.0209512121045703,0.007525448504243611,-0.03275894075764929,0.008770172582844557,-0.002202060885771753,-0.023670822022678895,-0.014891939886975857,0.016431445213816686,0.09154410329471564,0.05363640276938696,0.07068607795300946,-0.05941729522892497,-0.021262584690515642,0.02558941320493978
CXCL13,,,-0.014926574484994262,,,,,,-0.0102570460121783,-0.0507346161403217,,-0.03467303078819964,,-0.03489299212621132
MICA,0.007909693941215594,0.03664534483941177,0.05302408714484201,-0.006136870033483483,0.09905062309055737,0.026286467679179977,0.05591611234426828,0.03719300120008997,0.03354476681386577,0.031842948972992446,-0.05101733518328533,-0.002873048099362002,0.09573125013608337,0.07791828513354102
TG,0.07719224264916419,-0.011322882862041535,-0.015418663302288547,-0.021395889120496475,0.006929527792959168,-0.01757584386588099,-0.01077723211761605,0.049203949884768415,0.0967260666945628,-0.000658863563954874,,-0.0174940507081097,-0.02866745138916955,-0.010196169857750946
ADA,0.07660942890039632,-0.009436877249949785,0.021710025095141867,-0.04727154131638615,0.024986661684489563,0.0039190855343209105,-0.01750309166459223,0.09399891640998777,0.031121259601615034,-0.0004563776844254425,-0.06383283475310342,-0.04933892062688617,0.0075005025487205786,-0.00456799796068482
LAMC3,-0.010855412455106865,0.02696311372337961,0.035163982037400725,-0.03089981958418528,0.057327265789415584,-0.02353998477685354,0.08743863059673572,0.10666911337146852,0.042157186144447564,0.031578327096684476,-0.015495566889952987,-0.035292651049134406,0.04692433495634056,0.02319848993444213
CCL7,,-0.015923526885307064,,-0.015469193649279879,,,,,-0.005596948130411515,,,,-0.015403985637156042,0.0935018889992119
NGF,,-0.027339904914277482,,0.08033011610734817,,,,,0.0004616475906595284,0.0017300402151339803,,0.06503846507862722,-0.027538373531238124,0.02560470999996663
TNFSF15,,,,0.016988688884410966,,,,-0.009321116274739182,0.023065730027231873,,,-0.013199638299676601,-0.019694429926959266,0.08834821711502
HMGB1,-0.012441994360533224,0.003781854555654775,-0.017857708746656518,-0.0006669103962692482,0.01809370318972307,-0.05199773286170036,0.022018583096133207,0.02301175024894203,-0.05981348221755503,-0.027485835762925966,0.04219982901516453,-0.02873068474861715,-0.01726762918377301,-0.009549625659788834
ITGB3BP,-0.003065923335041954,-0.015316943681585385,0.041963959044766234,0.030953729597233876,0.057442702834894485,-0.03754322572446604,-0.018804119758305926,0.0008446499982423408,0.05598167542749841,0.02190523434554984,-0.04195125898468342,0.0982701940345519,-0.009628113744719976,-0.020442025117252693
AANAT,,-0.023102614915105298,,-0.015673630322062725,-0.012443413760030126,0.036378986189659415,-0.012423088092373786,,0.016807996183664287,0.06818096215753315,-0.030427065818143653,,-0.016298059183865062,0.04828656410505226
RELN,0.08104031594183687,-0.021725888979913503,-0.03618254350102821,-0.02720591220730575,-0.036512880218004584,0.03321463041439714,-0.018856059358570657,,,,-0.03805092195947564,-0.015943732590478505,,0.015067531430415695
IL15,0.02861334314417033,-0.022993996008463004,0.06540673332104738,0.019128677332604795,0.10045170335356574,-0.01714101291791492,-0.004301848416864281,-0.05593158602707554,0.028524249761807865,0.0789816273225763,-0.010576179794483338,0.13431008828827362,0.013568558404892128,0.013861956631182573
UTS2,,,,,-0.00123388069117944,,,0.028562987492768283,0.0486182499496553,,,,,
BSG,0.0650852518462541,0.008106977396862976,-0.041985926075338284,-0.0003472038570709489,-0.04845564864119981,-0.015329784388550342,0.036850769713472724,0.022692016714586007,0.050693729493358465,-0.028653326293049747,-0.028929329143710415,-0.021177368707508158,0.012110127318790853,0.05798148407520831
ADAMTS3,-0.0010572859307326663,0.020364991562056223,-0.027091709299966293,-0.023242072084405426,0.05845003640664576,0.01382965650471516,-0.012267791114903427,0.02852927715657258,0.004257043922450283,0.07291106483552708,0.035908991796047125,0.00944920321505295,0.05358519067653719,0.016970534409592685
CD34,0.05161987945017695,0.009744241980799387,-0.03862744545915507,-0.0196281137619949,0.0991296384803733,0.11162775259695633,0.0012119460620579703,0.07144084710317276,0.005776959060726019,0.0021847349441170773,-0.0005621239384514073,-0.0769517606230831,0.04085178308101069,0.01136984372811849
CCL23,,,,,0.040595357117503485,,,0.041471943266936186,,,,,,
PLAT,0.06454470332274195,0.07342169486445664,0.03813100980970179,-0.0018263172260107256,0.06380184366282668,-0.042543415303575575,0.002910737299944198,0.0337904200147049,0.018844465121719004,0.06010515871666757,-0.05979303416011199,-0.02777407090834591,0.05368581312005134,0.0016394698013317242
NTF3,,,,,,,0.09458472571635963,,0.0835018603902139,0.06640955795936143,,-0.004040001661026147,,
LTA,,,-0.011338933457094684,-0.005299303918991526,,-0.01522288216433401,,,,,,,0.07408558309478097,
CKLF,-0.044662175210491414,0.04181094859214836,0.0837362613291712,0.011319572560197487,0.11860058195961393,0.010448776399242443,0.036352984650077594,0.06980157819004623,-0.008238372410277693,0.054046932923275955,0.08227158489277045,-0.033141680499985324,0.039615350395342454,-0.039964911824543536
CD24,-0.015485127402742183,0.03348119271404322,-0.017675518252683257,0.02422388872956906,-0.03967432313035907,0.048761745707283644,0.028662917775610183,0.13601311629631369,0.002845315218439381,0.03736691482423382,0.109041925243235,-0.004390565288184631,-0.00040054668334553554,0.07390312587392416
HSP90AA1,-0.08663913215266865,0.010744036261253486,0.00075498184155213,0.009034600996144459,-0.1118065049086707,0.07171807914739256,-0.04929772437118144,-0.004893182362799503,-0.06717914568417264,-0.09763939203765551,-0.03865485807822222,-0.01849672650247926,-0.10465951849012518,-0.021757529369931108
BMP4,-0.01156262017330388,-0.011572883293021294,-0.012019934152864174,0.029049672954577818,-0.027391561340766764,-0.022026413003844475,-0.025713387576197688,-0.02054255352334145,0.017418564180086846,-0.03985851118786329,0.017702924041067287,-0.0019302988843477099,0.016625595033736812,-0.029619780920114396
SCGB3A1,,-0.015923525292975648,,,,,0.04354434559626949,0.044628341440968854,0.02331810517389242,0.05329010607228857,,-0.013121773892676271,-0.0059044811583152616,-0.011103584047612977
IGFBP4,0.027169928469722278,0.03933511999782734,-0.010694423006085635,-0.0048472701913198375,0.08844999399635714,0.02688092348960261,-0.026946975846436554,0.00536193141606302,-0.00019426660312834017,-0.04649233650432026,-0.0762138883728014,0.018350186808148265,0.010090894563223292,0.0013531747218045477
RSPO4,,,-0.018330680958283368,-0.030347865796139975,,0.013950911442074351,0.17725286470201218,,,,,-0.018460467690813387,-0.014150561710854674,-0.0022970691265941975
LEFTY2,-0.010197069111176514,0.05947711390821254,-0.011478192811832898,-0.014129989872612162,0.03968230664705339,-0.0013389955096457852,-0.011490345936637088,0.08569972810991114,0.05194002417512589,-0.02270502946411294,-0.016971327336938017,-0.02510501645304191,-0.007000249670749229,0.05132937552669377
PF4,,0.024624013213389216,-0.010314301101471423,0.007694619970457312,,,,,,-0.018099115880808633,,,-0.021934726409155367,-0.025945466777644335
ANGPTL2,0.0038526999256458696,0.013298406139081459,0.004865817792345733,-0.051343186646897306,0.03483419365838531,0.00848927117993549,0.04994940429274174,0.025634728908887423,0.0006065866522413676,0.07273293426119037,0.0168747905898605,-0.0978396981246771,0.04816777502060786,-0.03411573219425592
LRIG2,0.04335540049472096,0.001108944885926019,-0.03231843635914696,-0.00880679512048796,0.012426617215412626,-0.018278767818278217,-0.052099699434056464,-0.02330207324180884,0.045481500080638504,0.06318608626484387,-0.031616521595684795,-0.019563928396001167,0.05570524152097367,0.07827933119709253
ICOSLG,0.034611522955223656,0.009387795671011544,0.01324781376626305,-0.03969649258972464,0.05273637069943452,-0.021088053874259056,-0.019887175224062973,0.052669749134380855,0.08001936635049232,0.01958582272202309,0.031286920783264685,0.00264878536776249,0.08153742131329604,0.0670549410053998
WIF1,,0.016295122917979205,,,-0.04208766660255979,-0.013662636178499438,-0.019719298548780944,,,,,-0.01716079283469864,,-0.03695628774595476
NPPC,0.05062302594760001,-0.01080404092486245,,-0.020936503288217265,-0.02211848896645358,0.06004614984776563,-0.014563238310916117,-0.02731758967562429,0.05466828165075669,-0.03424474061131942,-0.02886641175508976,-0.023426004082586684,,-0.045579887460984236
LYZ,-0.025538120305522643,-0.000883599377818533,0.041376421817030086,-0.042380009081350124,0.11358439264487381,0.0122904750579564,0.03080935055448021,0.07232592156458,0.05349082213307672,-0.052053286259251375,0.003928566912994592,0.013540306831464224,0.02596655755536698,0.0015687562508726774
EREG,,,,,,,,,0.027656901070087777,-0.05751071725141046,,-0.022992823753694432,-0.020687413557494167,-0.029870918159080072
SPTAN1,0.02791931356583274,0.0038333384574901173,0.06172608334704954,-0.051925156034394127,-0.033992341877790176,0.018365740889961284,-0.006779003275780106,0.0149128414526676,0.018239295714732966,0.07133122522705025,0.019895030060227137,-0.017546562873462835,0.030111415269772398,-0.08082216912583312
PTH2,,,,,,,,,,,,0.02417517366191403,,
LIPC,0.029499225899499566,-0.020222497800443166,-0.015523574401137077,-0.024254335544342337,-0.007697760112534186,-0.0331015598551381,,-0.028967507509947844,,,-0.035432064297985705,,0.034028397658131176,0.010446824941849842
COL8A1,-0.04712526489877959,0.044523520397149026,-0.013931752316135108,0.028941688614472258,-0.004225283739287299,0.016514774563731228,-0.01943486930625161,0.1031791401608119,0.07136824274762586,0.0025325699447473894,-0.005195127188393183,-0.013382553210488984,0.027701519463911747,0.004549377878487499
GSTM2,-0.005820629698777822,-0.0008236601033304093,0.03811941382849242,0.016597287016828173,-0.02750708048242424,0.042783784040654804,0.006427509614794623,0.0645329901042569,0.06080823115941188,-0.024835123752533467,-0.016816861026373104,-0.028494225518101008,-0.009083596330191809,-0.026082306427487326
SPX,-0.026186048445503676,0.030014928647481003,-0.01178565081042883,-0.0397434555144191,-0.04364019105599265,0.05980894756315168,-0.011655749875324837,-0.036214705375461884,0.0475328780814404,-0.022472365769443392,-0.042108760822695414,0.0040438395827954625,0.06406220084981304,-0.012014871908485344
MFGE8,0.07047251884292063,0.022882788376604735,0.01741503059626455,-0.004825255460782413,0.018945592623531057,-0.029833130313602102,-0.004134072620345127,0.009367206082836515,-0.02557530814774638,-0.048359165409817176,-0.04289765913094433,-0.06179055044861032,0.0321521658572276,0.12175440778580565
TGFA,-0.014736016843253187,-0.025253495460182785,-0.016196644067605466,0.014099046018406962,0.06408297314395447,0.008095369973076609,0.017352755578616996,0.001141191667042155,-0.021709092189778248,0.03735544964461234,-0.0023690156624665503,0.0464846943113453,0.09869935931656089,0.0008924281730426278
SLIT2,0.05408698056284784,-0.01979527841248585,0.023012745464592123,-0.02586533021616832,-0.041347557767710943,-0.02465046002654794,-0.040708762619431536,0.014555613219446248,0.07328438938607158,0.07127509909492973,-0.017495047256787945,-0.013001439458489167,0.04719239518310294,0.07521639327350985
PLTP,-0.03994775484766614,-0.007868188391292857,0.033257513494969256,-0.03429444237346331,0.12875329098897434,-0.0018601391984848013,0.06018149920335268,0.07665356073173914,-0.06386538152806007,0.037726607682808604,-0.05217274501331507,0.06698306824161321,-0.012457276792580128,0.03916607408755262
APOD,-0.0702834683112322,0.03139373861154774,0.00028744475974310397,-0.03620666482177657,-0.00463282383176081,0.008370442931390481,0.06879798764558662,0.038537223380465654,0.05766063832537642,0.08238419555904994,0.036106358752857476,-0.08838715609048202,-0.011306761465286204,-0.04921585120359273
B2M,0.06471364421851038,0.04726818617594863,0.00934411929067912,0.004853558056668867,0.09429365092900464,0.03573968572619105,-0.0031640899525668103,0.1596886910591338,0.04842722889939979,0.08036569383532134,0.031618279738196406,-0.02864423237423558,-0.03560082109774714,-0.0030517199565248954
OMG,-0.015897830019689394,-0.007835525925246709,-0.0388013612371365,-0.08292287132836952,-0.07594577594219898,-0.033250190400311457,-0.005735639593828305,0.03839026962270851,0.09390251403470684,0.07858189978724836,0.032351426152684104,-0.015261038243254928,0.04461890574902943,-0.03732329949125648
CXCL3,-0.0222467167366863,-0.032047654898972634,-0.02120522147102096,0.001616971061397878,-0.016337607439606917,0.006423914624426518,-0.011210309398849651,0.19093580243891858,0.059190586722817434,-0.01698384763243814,-0.021426754402089056,-0.004179476848954532,0.007632169167263032,0.0469164432395525
CXCL10,0.06796239565422099,0.028625451919831738,-0.034591292637850594,0.021976359110433254,0.04704675059041402,0.042586020433232355,-0.01702928047846332,0.10253398212496843,0.044715102229938464,0.09479628795866932,-0.02886640861634272,-0.025224530319683396,0.043049764911118525,-0.04362432540691116
RSPO3,,-0.02163008586652027,,0.02050164166132817,-0.020432745198219016,0.027031700548030557,-0.01662904435328569,,-0.028281226862860505,0.07256654076003123,,0.009461275584634228,0.011145246967546847,-0.022718799236480652
CORT,-0.027625274772818294,-0.0065760442613059175,-0.018420688618311566,0.025743054709829228,-0.02434602676664493,0.0012050784799077197,0.010631850017615534,,0.08726999887355746,0.0031192182571249377,,0.04335126886970276,,
NCAN,-0.005034287120698202,0.06848627513519946,0.06146860535385537,-0.006169112189300897,0.0487589666699225,-0.015290854965928961,-0.028785103284694174,-0.0702263813347038,0.05247439817706009,0.0664572472216561,-0.0876170923626665,-0.09189952571082831,0.04705591662711318,-0.006583081643603506
PRG4,,-0.023947082760091276,,0.021887844858779096,-0.0177003086504967,-0.009849146617287514,,,0.05607243171291924,0.0449903337562688,,-0.0440211981746532,0.013425954355013417,-0.02150767916886227
ZG16B,,0.008328541343592018,-0.012411585006398428,0.015075174931478875,0.059383950873874665,-0.012095961789699804,,,,,,,-0.01949146323159445,-0.02213414412351749
TGM2,0.0820301923147532,-0.014044749472827706,0.039982851774920884,0.027254095327670327,0.02552095710623365,-0.007291927237908091,0.05438764085886723,0.04363597269375158,0.0005814958116964866,-0.01946155393822592,-0.05664151541953021,-0.055060717452714146,-0.011750114713687457,-0.008716126248857411
VEGFC,-0.00961841751898136,0.017448279510467613,-0.015936953112454546,-0.017328698974104006,0.1776137557812298,0.004047578276186759,-0.041024651300515975,0.15580672677694676,0.047075007915257025,0.005050433970137956,-0.0282622421296136,-0.03150678881190381,-0.023510163559201762,0.12187089425173915
WNT6,,0.06490889036994452,-0.011478193113072369,0.03203999176277052,-0.017405935802638366,0.004560358386201521,,,0.07642231441429025,-0.02348065746488634,,-0.024500053355816485,-0.023539947801538726,0.06808979859725271
NRG4,,0.151437617292913,,-0.01882671925680765,-0.02204685730100369,0.00047767109266548297,-0.0003626006632161222,,,,-0.022694172210461907,0.08889539199817213,-0.015632035071274746,0.055925139149618684
PMCH,,0.0033335905494660135,,0.020590794169153707,,-0.01770513784813354,,,-0.005452916258002963,0.004749812935993313,,-0.014035573300032798,0.01595927860857879,0.017977401479125472
COL9A1,0.0528193549351089,-0.02775673086526132,-0.028509008807432273,-0.01966313418195205,0.02688817366787469,-0.03241875740570774,0.0049682410429905104,0.004022097137349018,0.044437332513533497,0.03833003395897834,0.049363398492204454,0.006759436570023856,0.057074991179984436,0.03581948507910329
GDF11,0.008381015683679549,-0.0010671110701131773,0.06047462563812574,0.04096860011636499,0.07620664067844118,0.017009468074320286,-0.012020170263016753,-0.0061366941761987585,0.05878339854774589,0.004279811719181557,0.011110688591930429,0.022778681438228195,0.016096112723059736,0.057982042956268104
RAET1E,,,,,,,,,,,,,0.07994720086008257,
IL24,,,,,,,,,0.0480901874997262,-0.01781053468001799,,,,0.1954819258210451
SORBS1,-0.008049365101635819,0.015722225903338317,-0.011588809254207967,-0.01514855849529544,-0.010056147738631135,-0.005743421878372087,0.010583581048838771,0.0011176900011407572,0.02375921445302288,0.07225374264796842,-0.06744535036558597,0.032949640022088715,0.049814049226472576,-0.03746607321798127
DLL1,-0.05490414543501355,0.013007094722077249,0.00928602822124972,0.0017283417999484248,0.01676543405272491,-0.03066967144575954,0.06633946518767339,0.0029657926783276923,0.022295380757504847,0.09158514684655891,0.04793726661113086,-0.018042117411718094,-0.011320359859210632,0.10585089709199381
TLN1,0.023972331705595384,0.03639670163591225,0.015715837554364537,0.04700228379790235,0.06619115655011183,-0.011111984604308454,-0.025908531692414048,0.10893048120545712,-0.02482918681011951,-0.08672425197551506,0.018359025991599314,-0.013668737068453484,0.027585003102367934,0.033527332821308695
COL2A1,-0.025947197925326692,0.044750922906645056,,,-0.0163376129994758,,,,-0.004478183598585922,0.045219728725705,,0.024579456790410178,-0.022749891960950976,-0.030987863530190878
SHH,,,,0.07203272629439947,-0.012843348941379586,-0.054692992460630654,-0.012031756616021492,0.2192426869866143,0.022139176887540128,-0.003577754132999903,-0.029375553610734267,-0.016271238906553943,-0.018230567770021498,0.01025934463910202
PON2,-0.028458683840771576,0.06556249999653649,-0.0332545521420331,-0.0168223267210391,0.0637396487783651,-0.03841000360565396,0.03261918470168497,0.05650049323804592,0.09438230415099273,0.030575987930073024,-0.06789346342231284,-0.031370829293725914,0.05086376486403777,0.028359670733069272
ICAM5,,-0.042917215293854366,-0.014775012352298979,-0.02505408226376364,-0.0319252923594415,-0.016901090748680698,0.038241109891381665,,-0.012803287684989464,0.0015429817949155046,,-0.013498017743169137,0.01784874338171869,-0.0638749424130804
HPX,0.01941454100382394,-0.022508755268975226,,0.07155241155944903,0.04318613667733259,0.070422782241456,-0.010478995243975693,0.20941818861381942,0.027616791614886237,-0.011711553032311452,-0.03042705335777464,0.0018239053704032255,0.01381257213292488,0.03328776390948074
SFRP2,,0.045983614401640886,,-0.018307722283504788,-0.013038933803599783,-0.01978371677316446,0.031484755146540915,0.04835938408572231,0.02982741029544538,0.06200336040322781,0.0003988119625944663,0.016826124674750118,-0.03989944562049866,0.01914316667193538
CFC1,,,,,,-0.015222883084331418,,,,,,,,-0.012959195322565726
CD70,,-0.03867774070474135,,-0.031117918823849695,,-0.008498867351275263,,,0.025885269927628973,-0.017982500580319555,,-0.013804109530456687,-0.02384949399498921,0.07272260207274382
HP,-0.05148501562780006,-0.02060877918431441,,-0.02197113038908082,-0.014345648030988006,0.060206015948924184,0.03407073343338696,-0.059688616294469615,0.05797841973407946,0.0366083232834091,-0.011188934670601678,0.07368864749376203,-0.0233838147239191,0.00604130410708368
CXCL2,-0.031987503894540185,0.03737296695529791,-0.029136666265321864,0.03959829660948275,-0.01239012464949854,0.07030713714539591,-0.01456323717115212,0.10847149926540578,0.07830548833340575,-0.008799930068028336,-0.02468714008952603,0.027607076468550217,0.02402303093864442,0.06451497307591174
NPPB,,-0.020542888780146398,,0.06327056009449708,,-0.013329775523322282,,,0.03662709122040649,-0.01799269606959777,,-0.020977614938758753,-0.01585695863661685,
CCK,-0.01859429090623682,-0.004835146989245383,-0.05472635163739729,-0.01915883395568756,-0.07278229883435597,-0.004581386286043997,0.010113574832207754,-0.003320920505682901,0.10762907486555841,0.05253215327999557,0.05328978689129066,0.00784460273071328,0.020654175247757107,-0.08265163714126371
SEMA6A,0.003477425760251302,0.015278488302611993,0.02465044401573652,0.01834750377598093,0.058694106400123805,0.010392801072576598,0.014013463366905312,-0.021303983443121927,-0.004773952986912244,0.03198345244252611,-0.017911610101191165,-0.016669972762049314,0.009515516769118867,0.017827386443841853
IRAK4,0.010806743135397229,0.03751235119078077,-0.04428042704282644,-0.03752367372062308,0.052260995267272264,-0.01095393437056257,0.042200585797109565,0.04711712653724006,0.00688117087241306,0.05033425998014672,0.02245810419210928,0.022151766624952128,0.06527186159134832,0.09771379411855026
GSTP1,0.08627477946818117,0.015657238294150413,0.07110880185261592,-0.0013866318402083254,0.07657655976652233,0.010803525676943251,0.05526901040056397,-0.09964769487919918,0.030474928575164817,0.02423997030944997,0.046649475063990455,-0.01801816027519422,0.07206725957083372,-0.00335097317097237
VCAM1,-0.042516475342744116,0.06843868902333244,-0.004415148854279051,0.010926414959203552,0.08224855643206186,0.042551687070799024,-0.010112775465164953,0.028466522085353003,0.013801427516472583,0.06460182155853543,-0.021476211375500844,0.01542671767632618,0.04918838032465863,0.08483715570745773
NXPH3,-0.005336933661036145,0.005386989953813913,0.054046089923390925,0.03456872927050762,0.054744583610274414,0.03252024585117369,0.042451030077862544,0.1918653255911778,0.05364682834535453,-0.0036753433218555025,0.01644217283701472,0.018631602875591464,0.05641083421732732,0.008853977008597497
MTMR4,-0.031044115192963743,0.03005893527863892,0.008211242239050186,-0.0038592799415402075,0.01998324650882943,-0.002236268091567361,-0.005024187125869452,0.0020281396161658713,0.06055587365781359,0.020232169092531293,0.017931561044110547,0.01537048416297737,0.014801035420208414,0.027448620206878837
LAMC2,,-0.01612401966295778,,0.013200737983956913,,0.04898319834516956,,,0.030113465097457954,0.011910878152233833,-0.021941756484051844,-0.013623713125730803,0.04098494721440529,-0.033120907601557094
