,UKF255,UKF266,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,0.0360952807479394,0.11845294683217314,0.0004592821463158357,-0.08002646120747499,0.01876351848017035,0.005155127889629735
NDP,-0.0346756869762414,0.02143782401198303,-0.056462347888260815,-0.016935519421608303,0.07101908659614162,0.013582244067495187
TNFSF18,,0.02404017332688911,,,,
RTN4,-0.03510814913805442,-0.1498626706689961,0.15491325906534184,0.008195723806272483,-0.027123971331482654,0.037924103347047815
HEBP1,0.07979476301282824,0.03140481047774988,-0.02774083753963829,0.04231359770030261,0.030217983680652816,-0.012487259744768223
WNT7B,-0.026982496383935323,-0.04520043888309554,,-0.03649320605090713,0.02209532158193911,0.0012989435785213345
PTMA,0.03233812738298251,0.19803601556695447,-0.20792670879560607,-0.04604813734154866,-0.06837350325938034,-0.04135546272767354
CEACAM1,,,,-0.027829892375020645,-0.03133449078804199,0.004950312725563281
PDAP1,0.049577731266909446,0.07287665599790145,0.01323726284774905,-0.033232204035534695,-0.042065408421280405,0.02086168979024878
QDPR,-0.00967047794429555,-0.03630317857940173,-0.18334731336636176,0.09746807140357173,0.11635399548825501,0.07050363109353396
POMC,,0.11623510011021235,-0.018919011600262475,0.040337956460222285,0.03717760868227808,-0.021744743366175316
CCL18,,,-0.072968946972284,-0.052298634601371234,-0.0004150283168399331,-0.05812748986271248
CCL17,,,,-0.02763421069086653,-0.005774420151331177,
VEGFD,,,-0.02597862809194337,,0.06408408489951506,
TNFSF13,,-0.028160680844475327,,0.05471330167767017,-0.04054469713811702,-0.03566160458336756
WNT5A,0.03795473675844501,0.0693670959473003,-0.021551164251453273,-0.02776381701913483,0.023275884739677313,-0.03915834158713571
CXCL8,-0.03481227275163869,-0.03089058449885379,-0.05919660694066957,-0.14604723582729845,-0.17917833250515966,-0.006232399604584941
GRN,0.02359926240651914,0.014163440044086564,-0.13549116864710067,0.0009418893846875262,-0.09268644938141626,-0.012598838051477004
MIA,-0.03422058883691551,0.0772400409456918,,0.09980585648777623,0.14378554211434022,-0.01342376912440611
COL4A4,-0.01632760509994841,0.1560709368364864,,0.005272518969422129,0.013321533709228632,-0.012847712410804842
TAC1,-0.05045477662821296,-0.04409387307538907,0.13196832640455033,,,0.010778556001564417
RARRES2,-0.008668809472700134,-0.014005576659898874,-0.06957568032573762,-0.084564766624607,-0.09424348875392077,-0.032402433224799805
FGF7,0.006957675666262295,0.0038816205142409915,0.05111143346865586,0.04743600484558437,0.06272314579988628,-0.018532386775256707
EFNA2,,,,,0.07040729000851485,
HBEGF,0.058478340793668024,0.12144795191817848,-0.08707489306974288,0.03545419687935616,0.02875000884718764,-0.04520564641850079
CSF3,0.04481313677138782,,,-0.04513960413394574,-0.09309541034753366,-0.0019787081370236993
PI3,-0.009712259174362255,,,-0.15413592876391896,-0.16061068561111427,-0.022107279547090537
PCSK1N,-0.03707994255702582,-0.05293150799477482,0.19014024433814458,0.004636820760892676,0.045370195419189276,0.02820752423671428
NTS,,-0.010303296650608623,-0.023389110322036333,-0.06446773692647396,-0.0001689672443837574,0.0382766641960768
SFRP1,,0.06296165785188007,-0.005614410867686011,0.048507275868353544,0.05920744043010435,0.004405326323770725
CXCL13,0.003285909017695024,,,-0.055152866356441996,0.02431935189013225,-0.0014071901257549132
MICA,-0.04982706678799315,0.06458444237496941,0.005837199225745883,-0.004621630466890253,0.10733914944430835,0.02262095325941969
TG,,0.025714180315923842,,0.01260584070699312,0.010950150037673759,-0.02722040655968725
