,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH916bulk,ZH916inf
ADAM28,-0.007166592279392383,-0.008243534512919853,-0.016091173794234158,-0.03853664317601726,-0.12140019999853648,0.05293654142180082,-0.0023641520705640837,-0.1407617608836467,-0.007633282943827703,-0.011800269211893475,-0.048725883279317234,-0.06955497351517434
TCN2,-0.022874599125325377,-0.026716533658920655,0.0627751009715282,0.0365448917832527,-0.1353985501203673,-0.03897682041840438,0.02673329571848035,-0.06660911776612934,0.07184482936104386,-0.01626342997314324,0.04736318392198255,-0.0492652507331951
THPO,,0.05191304284049135,,-0.02984131514151417,0.030838900559999025,0.007068337033018723,0.03913324965636832,-0.015928135707007407,0.04806283958044494,,-0.011310029126424165,
CUBN,-0.09720305355725392,-0.04950809839334824,-0.01625415811469709,0.04393165284184263,-0.07762138881716137,0.02903091238852893,0.03592714813694738,-0.005296477044150464,0.03233485838764571,-0.03598909545529951,-0.03353763476299463,
TIMP3,-0.06131160773721974,-0.00820081484082201,0.13409105009676667,0.013334884771252907,-0.13161395102879173,-0.01479200047040423,0.0686217429323567,0.032143206539448,-0.017612017222104166,-0.039015860061982766,0.005967864173129069,-0.047805656464047004
PIGF,-0.02195521432538792,0.06551334684902833,-0.04944479138851822,0.017092370541157587,-0.12233694315542988,-0.0037880463961967327,-0.013964252702912624,-0.027150659291768412,0.00854418870023686,-0.054478574858066876,-0.026207026604388273,0.06032539562999051
CRH,,-0.02770815468954208,0.05946072463614825,0.008654398022375493,0.14030807211966798,-0.005018101573936052,-0.013265632533087084,0.06092770540307018,0.04916248849021161,0.01449793149919973,-0.037818037166279295,0.0512215056730025
BDNF,0.20206436651581675,0.018092839194929614,0.03949982181784649,0.07068805915125947,0.26488747216168246,-0.07496749941245466,0.017923535107069354,0.02119813745242738,-0.022328475423597987,0.025334869409673354,-0.09285886356617586,0.16739682114005994
CCL5,-0.055959154076657025,-0.05486519039161168,-0.033658138763386,-0.028714243121392993,-0.07320897738636116,-0.032973040161150734,-0.004765461280574651,-0.0699837690056871,0.10444273896954678,-0.01001493904501294,-0.04630785797406148,
GAD1,0.2493770756908935,0.004819143662660579,0.18512297658693583,0.10751650542752818,0.2929804624319492,0.09846180875846468,0.12870202428156632,0.28306281898895647,0.2517629083246895,0.04381885675994185,0.06919060754250991,0.16532586018353274
COL14A1,-0.061260927813353586,-0.010825866490038284,-0.005227095247215764,0.017818192326233342,-0.0647290105298847,0.0032384349622826096,0.007992205762194735,-0.07650242201078991,-0.06641471398215858,0.022386912586142976,-0.01640981888875686,
HLA-A,-0.1386399948247665,-0.10471282879259715,-0.16675004826308784,-0.038601723875210506,-0.2870767328932783,-0.08974781500175077,0.02909650965190063,-0.3115169412029509,-0.187769540836723,0.03348863322941819,-0.04486967781615898,0.017808971228384814
CD5L,,0.02401628788728017,,,,,,-0.008726837392393862,,,,
FGF18,,-0.025070869010162106,0.02982437544484409,0.02528983587761582,,-0.003210280250099293,,,,0.054388406720236725,-0.03099139509377494,
ADM,-0.12622288934705694,-0.0239983298962528,-0.08161898174260841,-0.017751734294087215,-0.10953102021228858,-0.10020116322511388,-0.0017994958730314593,-0.09562037941499157,-0.1635889189557125,0.05802450854724187,-0.06887632699303221,0.03825895429917025
CCL15,,0.008461041999971402,,,,,0.030138398920572986,,,,,
GNAI2,-0.01303273698355464,-0.07226280237855018,-0.09673648887304392,-0.04792920254252268,-0.2649031752605921,-0.09354438045801311,-0.028114606405455076,-0.24826269288678354,-0.04671521917783969,0.04627767756147248,-0.048198898109293654,-0.10959302005362748
HDC,,,,,-0.09919787025312582,,-0.019509219224418162,,,,-0.03710653975171076,
COL11A1,,-0.020886701685233836,-0.09068637640592271,-0.051590016765623685,0.017677347840710046,0.013634946327252167,0.033553973820059486,0.033241040435622884,-0.016599046030520273,0.01552059710976554,-0.024293370947580058,0.1230300436110525
NUCB2,0.019973701103260723,0.05023530178337172,-0.02994466935985345,0.10771836629417225,-0.05839071545071661,-0.002896884748578854,0.0141262764575533,0.057934226138805105,0.01669032024125742,-0.01674892783458343,0.03167901254135128,0.008412170599523615
FGF16,,,,,,,,,,,-0.022067002291689185,
CXCL1,-0.054511081391088866,0.13971784867511028,0.004772130603588907,,-0.05526350251234785,-0.01517172150383701,-0.015770727114965126,-0.06624137368222663,-0.026895523451039068,0.03853303744210394,0.03554987617418494,-0.028821757138263276
VCAN,-0.06448009096845707,-0.03190513452899869,-0.13574143118083787,-0.05925113562479515,-0.25060642459272114,-0.08132735643732272,-0.034095041072693594,-0.12854627655715067,-0.21477807691474932,-0.07502568581418327,0.07170777848571702,-0.13039535308882583
MMP7,-0.015041302183958528,-0.06565641964491228,,-0.03406901427986091,-0.011707298229551443,-0.02319194016230252,-0.01244651052116106,-0.043925285659862805,-0.030642152324052565,-0.010814161881021765,0.009611329951750663,
PTPN6,0.02169542253621445,-0.06073468878429436,0.049212038597415,-0.023817336908005794,-0.09825606325615892,0.01782522214495217,0.021677127612586666,-0.11516546678263553,-0.03393404575071033,-0.05747779318091744,-0.02829566980858441,-0.04787322959774497
PTGS2,-0.04208558294878534,-0.02831203861747762,-0.06495866338871172,0.02357464593794727,0.2463015929500946,-0.02398491466361431,0.05523692597231098,0.03575772988695475,-0.02342051852178236,-0.00015983216863215663,-0.006289079622917973,0.14683837701905403
XCL1,,0.02851514879451896,-0.01991493980118944,,,-0.023293802461261198,,-0.05761747665878241,,,-0.05052602486779416,
CD58,-0.07191199618531012,0.010939414304975739,0.011611853228757142,0.007676040642798347,-0.20668141978302548,-0.06303822094632336,0.014962022752032149,0.02557752488741674,-0.059030374531886774,-0.01839373271671009,-0.01953392327600364,0.010693026689385482
TNFSF14,0.015355946657592764,0.004323421013742326,-0.05605390549395041,,-0.05549545774076321,-0.01153966665119359,-0.026345032767325968,-0.08337644476567954,,0.00448585564300436,-0.028143301115835923,-0.03129735553692041
CNTN4,0.2671607277331175,0.011380566824991311,0.2328820575565727,0.0453499700049841,0.17585342693038666,0.014828361757345605,0.03196823783139604,0.28034240609873134,0.13603051965472046,-0.037993042905348405,0.03361587438928067,0.1762454316056412
INSL3,,-0.027199803817139802,,,,0.015329519561463474,,,,-0.02069137846781485,,
BTLA,,,-0.020761987709100302,,,,0.07965962294241462,,,,,
MFNG,0.06333850381601219,-0.053006464954188405,0.005414445416775681,-0.04054890734009749,-0.11901371550768097,0.002116572953593216,0.026619417316232904,-0.11779799856815511,0.012312039784191757,-0.024773925869428354,-0.005367513954615165,0.013332229590985383
ICAM1,-0.10520150015327054,-0.04506730677246995,-0.09282821403561489,0.030423069179943567,-0.17754802561601757,-0.09385093759143379,0.01751912257205352,-0.04469757942521216,0.010207304931159813,0.06186353269732898,-0.028897122567781687,-0.01008245729896935
PROS1,-0.022958803302505843,-0.02463143386224001,-0.06297034156450863,-0.04680200818368334,-0.210051849080061,-0.04879724493717778,0.002256959984767885,-0.06382539744176423,-0.012568683515520797,0.09078124548628651,-0.032230585767259526,0.02662678191933006
CLCF1,-0.0731960387410909,-0.023161067525803616,-0.06154874638529968,0.03500299173297385,0.010732359918590064,-0.06516249887312335,0.02728633705535113,-0.08966098756479143,-0.018661949385939295,-0.008883226255357953,-0.012527778779235,
PSAP,0.15798985878483154,-0.046357956941702715,0.013809956149205535,0.04154594163697869,0.06270275144985976,0.08986218925900308,-0.0023325749676174194,-0.1423405361685794,0.22517427999092945,0.09669640089975093,0.0002257580905835941,-0.03347688829396526
EFEMP1,-0.11962817796230656,-0.08659708604072766,-0.18559268662237,-0.05281065147431702,-0.2192968307721447,-0.024114033646431488,-0.014842774591415375,-0.2851696535137205,-0.1356978220721912,-0.024633568017395073,-0.03462978951780523,-0.07245764161267187
C1QTNF1,-0.17135428692409424,-0.08368852554904911,0.023660212394191672,0.07902523674506408,-0.16010381464780626,-0.05598448295227944,-0.03135811530375948,0.0588086197920494,-0.07751493385018868,-0.00021478255426544426,-0.09258852736774587,-0.06444624625745034
ALB,0.023074919782150375,0.05508890664186827,-0.04904161493223383,0.03339685659452318,0.03633426394421185,-0.029196064686603712,-0.029922392959932084,-0.08095305848801695,-0.012238756652232795,-0.03067162940298294,-0.043135506069813076,0.04245701388406115
CCL13,,,,,,,,,,0.049086849862242,,
EFNA3,0.09779415450241383,-0.002135488292589005,0.03371792665050787,0.08305520422009513,0.27334114131860826,0.09851237442596672,-0.000523919296910537,0.21234333442670153,0.006053428902393711,0.05145148554272959,0.09676976689004801,0.18473242755724978
DRAXIN,0.12561909094003715,0.03710344436310796,0.0028702770075590234,0.01624564926025334,-0.15953054534283947,-0.11222478700323008,-0.02402621320003629,0.03329084008695801,-0.0707964748975668,0.12080231327628972,0.0034861283374457187,-0.04067958531587062
RAET1L,,0.01125189519645294,,,,,-0.028776797438148982,,,,,
NPTX2,0.15451832985973135,0.0874555598253432,0.23447201152431735,0.06666466703208712,0.28134893123658067,0.1536993222848499,-0.01669448240680476,-0.05607748959010318,-0.021395149625679847,-0.008533599820402703,0.060864207968954295,0.15209053675512227
FGF11,-0.09608435876895621,-0.02320618848053194,-0.04919047082003262,-0.07514585297301213,-0.1340612631430247,-0.04062266551859485,-0.010951831303664485,-0.022589145136283385,-0.10449695612415374,0.0526317640454914,-0.02928770968978147,0.018333116119282705
CD59,0.07423301755898211,-0.015714587312986167,0.08483014380471432,0.06682375734617452,0.13390347819658147,0.01734114267988425,0.03269049784735872,-0.11817056931005387,0.12980249701910226,0.041222300033929106,0.05741321318564757,0.04220772152022807
COL9A2,-0.07867281655202873,0.022609391290241757,0.012544659073947795,-0.08212456602072653,-0.1426714954109461,0.07018991626628002,0.034344423472102634,-0.13098104494420887,-0.10922942447270605,-0.08833550227151181,-0.04161778156454717,-0.04445677491420959
DLL3,0.21448759826415564,0.05061354693284322,0.06532793022490224,-0.02026173268603475,-0.0406916481853586,0.02660715989552536,-0.00537378228554381,0.11396694654842934,-0.07046997315926896,-0.04466037367554337,0.032496232159144454,0.0005351927809772649
FGF5,,,,,0.046024379883724466,,,0.05794679521262774,,,-0.027442929587567992,
LIN7C,-0.04300461322393486,-0.02256328773151212,0.016220137149618293,0.03092542063508679,-0.0526014082185115,-0.011432756310447885,-0.003497267581339093,0.1523619814445427,-0.02443282656458633,-0.03103570458526144,-0.00372399350793713,-0.003778424736099616
GDF7,0.0590914621025833,0.049111847520447,,0.01392780410865844,-0.0352751707839722,0.038705199729982945,0.020159041161175936,0.09921778353594386,,,0.023759221293358782,
PSPN,0.02034287179967365,-0.03328000060009118,-0.006380987069205316,0.06509895248100926,-0.022613232818189877,-0.012524633026532736,-0.009694501334439685,0.0799210720565348,0.04737781307501406,-0.05506194277633276,0.0353876128064575,0.277702162666291
ANGPT1,-0.03186108422565867,-0.031311952553678954,-0.0009295140251670314,-0.0007976122549405372,-0.1647422477688413,0.07331242245031118,0.023803019189467086,-0.05211512108078294,-0.008236102673818932,0.010373089196077758,0.00917844328881327,-0.06270564108055719
PNOC,0.3588905535986927,0.035785228018345806,0.20642995723831403,0.1176082157833718,0.3292752721728391,0.07390125054941234,0.06782187923839847,0.24278009456113017,0.15601647810360636,,0.1298567539726305,0.2643159414523738
L1CAM,0.2177808611347331,0.06450321838284165,0.09555596830806778,0.04831449640571594,0.2550945744415941,0.0888839857005802,0.0744398487934408,0.22760225893541147,0.27736472471869394,0.07218404979135062,0.08195309097439016,0.15428412843070372
APOA1,-0.04742218242997767,0.019566990690492347,0.035519499597427784,0.013866989275301294,-0.05336829749494817,0.02907430451849967,-0.029167729096210248,0.0330491232417957,-0.014091840280217508,-0.04029614554495284,-0.08574022173388848,0.06329700334576098
PSEN1,0.05316341803297719,0.006371732112269959,0.08755466993595426,-0.0466361731472436,-0.14351501650383794,-0.004859827444013418,-0.004837924318402464,-0.1757584168884063,-0.10696534573580875,0.020916843675182786,-0.0024119958367029037,-0.12068451259159453
CALM2,0.17426991355192725,0.11406224479844086,0.14462306051705454,0.12410394355004006,0.30432716870145327,0.16313380292909382,0.0190229606328672,0.37325295928771235,0.22431279516276462,-0.06398795817560059,0.03301461365714903,0.13302582040029284
CLEC2B,-0.08153237607796164,-0.07473755116548637,0.028449498944075686,-0.009213019019105491,-0.18389259792305976,0.009257525162037884,0.02538414117625991,-0.11428948200901244,0.0034998360813565527,-0.05248933341416381,-0.0249862015681196,0.046084169557712544
NTNG1,0.17437589997212238,0.0478545417085488,-0.020110903585579314,-0.00742282792988488,-0.029970382301307223,0.0043039312969753,0.02053051343371677,0.0681904477587672,0.1413845238981862,-0.0651632573164406,0.10005860231230097,0.05215123944793883
LRIG1,-0.07237859072512742,0.07022434644618682,-0.13490469554154447,-0.0037533801210733516,-0.1472181559675979,-0.07277443892781997,0.0019687464637450818,-0.147861637278085,-0.1288227919788956,-0.04585643128483334,0.007335982844317993,-0.056378019740803496
CPAMD8,,0.015389844539028119,0.031214750645948326,0.007805586243220664,-0.03218178168279896,-0.029663880096181164,0.012228642666004541,0.0185622954408169,0.0025902559870417887,,0.02190180064464002,0.012422077153279105
GHRL,,0.009111454868178187,0.045001296652875986,-0.014235620435392105,0.06885364699682554,0.0008670808945610533,-0.02402621320003629,0.02817498624472222,0.09479570846181803,,-0.03545466298641103,
NPY,0.10182971006879311,0.02759538979691207,0.06523660820228364,0.10624169520587612,0.1938515574922295,0.016220925583328497,0.05356691422779658,0.039886571516879826,0.036822774283240864,0.042602421866061634,0.06446010855609793,0.05067433717128973
MMP2,0.03292842044480689,-0.07154184369681102,0.028836348334434794,-0.035421097846303214,-0.21461858112250842,-0.010050601055902303,-0.004974261969621567,-0.04759119905551716,-0.19507098412399324,0.044754011825456914,-0.009135094304625467,0.04478910927886003
PPY,,-0.01616764845875078,,,,-0.02167947037216426,,,,0.07048697134675197,-0.040131193988906834,
ALKAL2,0.05432750338028566,0.04228818583787878,,0.013280891464525164,0.006322394392637843,0.002903568795119242,-0.032082002263742616,-0.13876268223842705,-0.05471907674874658,-0.009584530378885594,0.038729473446580155,0.0021133570343881305
CSF1,-0.12465584735144064,-0.06568162456063059,-0.12226206668536495,-0.02428805071503556,-0.17858411578589042,-0.014307965677982037,-0.028703934661542974,-0.12057291749456003,-0.145861444582827,-0.01737440467324049,-0.028444014332459067,-0.022347525627792724
SEMA4C,0.01776253575736516,-0.03176682688440442,0.01915107176479528,-0.005299821630748116,-0.017940857295907046,0.10008725773340982,0.045292935346603794,-0.04123835988125595,-0.010993684123015227,-0.027177245599556983,0.06542751989893066,0.0026905678555289776
ICAM2,0.10560720943024342,-0.002164858735479929,0.08624309093690087,0.06258701164260162,-0.06308498456349841,-0.028162777422544596,-0.0036230199389311836,-0.021701988523715368,0.05205552988497481,-0.035741825827003776,0.08536769702091168,-0.06270567138833671
SYTL3,-0.04324377921325512,-0.018663531701085985,0.012509343133715536,0.03524312692402124,-0.1334255317317986,-0.0759317979103201,0.02493397362980578,-0.02683368667387526,-0.056545683267328485,-0.03958992470692532,-0.05140889604685009,
IL1A,0.018543623557533303,0.029323542099601106,-0.05607367632353988,-0.044469785645890145,-0.0253251478615736,-0.06872819931163236,-0.0347346528043711,-0.06809609195552031,-0.038104342431944944,0.01978330726283172,0.012116275224260698,-0.05030972726778157
HLA-G,-0.03491384641284008,0.03203465772939613,,0.03853557603775117,,,,,,-0.015878552546482887,,
PGF,-0.06102097690591541,-0.02116475845460725,-0.015867892111473762,0.032390388182191435,-0.1325035781040509,-0.03231983810712751,-0.015286310014431042,-0.03235509960967897,-0.07148995242108472,0.005680324426572917,-0.003931964349035006,0.0586129774086004
LGALS8,-0.05929474027171237,-0.030750315575857768,0.04932866001602833,0.031128442564300324,-0.02384605586215429,0.06158689634044112,-0.027462533254598853,0.13909854577852754,0.12611659223852906,0.03963716086047131,0.014647092862100275,0.013089925146291136
DKK3,0.19972440037995035,0.09335411666934351,0.17627543227979015,0.09555025225477426,0.28224087780619644,0.1226803578611603,0.016971903458464683,0.36968618660990565,0.21936282168279175,0.014652533819328392,0.11972213489348012,0.12623502912743295
COL16A1,0.0029216509621488988,-0.02189660547423051,-0.06575589154275444,-0.007299823560475676,-0.07713642037161542,-0.059740018497832975,0.003278829791926344,-0.04434634016798014,-0.20728681738455193,-0.01141815670827272,0.002806198394480441,-0.05938906078330079
TPH1,-0.02940030032633618,-0.009735831392663848,-0.024820763443091677,0.023422654387609373,0.001784957696220267,-0.027474546630695616,,,-0.02385898296045629,-0.033463564679833704,-0.06276827623741713,-0.02500288537962835
TNC,-0.12459942188772666,-0.09872221034258673,-0.11811384140520455,-0.0459334809801678,-0.2825676868946921,-0.13328614373259134,-0.016728178414695014,-0.23286018459267183,-0.21354768927161916,0.03150975036255055,-0.01915195960338507,-0.1457610491669068
TNFSF9,0.2307333914669548,0.12309567389023954,0.14549866710222997,-0.033767234840364216,0.07507134316275306,0.011360902902912317,0.07991042432314048,0.013518247274249072,0.14726663532745096,0.06114771350994213,0.08188024053355523,0.07367294958863867
C4A,,,,,,-0.025699924712024032,,-0.03821191744501397,-0.020972952375102473,-0.015376302454934074,,
CNTN2,0.09127355159110388,0.01781202975399247,0.03687115331595932,-0.016180837471433174,-0.10349759529321031,0.041033552094463695,-0.030317513521015936,-0.2840060614989579,-0.017410965878586853,-0.057786965858084405,0.06168336402444438,-0.12560613208409332
F7,,0.03741135140706666,,0.04194648159856098,0.04408075190827004,,,,,0.07031642479548435,-0.008657526141369044,
LUM,-0.031057649985817264,-0.0002655488886650033,-0.013559958275454068,-0.003969239698770953,-0.14761516251742193,-0.033376237773733844,0.007984262064145533,-0.048999854408923724,-0.026260168113013512,-0.02028449900567089,0.005969868682945399,
BTC,,-0.021188902509109937,-0.057961215566064525,,,,-0.052949714074569,-0.012630502120275023,,-0.014015867687379363,-0.0365593239644703,
APOC1,0.09582042382661744,-0.004384917037565092,0.18159313095626703,-0.12852604755715258,-0.2821938608311593,-0.07102624545268986,-0.036274430839073335,-0.3254674290207859,-0.11108306216256933,-0.07778710992977661,-0.15783873133854648,-0.10223854579180904
PKM,-0.097037369200561,-0.02963156138468535,-0.031689228998578796,0.0700866392691677,0.02127709672748641,0.019419424387395603,0.05834269378854889,0.25134234852502146,-0.09272902482794826,0.009141616446006135,0.007608993741980341,0.10372481772687986
TNF,0.04926007341072627,-0.020227569622000188,-0.03288415886976626,-0.004959179629232968,-0.02949529461124447,-0.024133387337063408,0.04052358191879172,-0.12050029175605166,-0.03658734652425462,-0.013603782926969198,0.05633137685021157,-0.07037106155728073
GNAS,0.14225691871473667,0.03976926438404859,0.17450707127837792,0.10985078100391624,0.30734112437612865,0.09284335360960587,0.024309241394562576,0.35523023209282745,-0.1768812457217409,0.03475015400159355,0.0764544937751059,0.12158448141018895
BMP8B,-0.061273793383491135,0.024513368320183252,-0.04431343066963804,-0.04701619106489685,-0.018869009601988784,-0.01820466314553689,-0.02332316530927518,-0.16901183018676313,-0.05330786869383356,0.013098224486452897,-0.0072591778237262,0.039292109163205594
LIPH,0.009571285714675524,-0.02394010606314097,,,,0.005573348564748418,,,,-0.013811272176618917,-0.06169794430542196,
CCL28,-0.022075310924673804,0.008924382926837997,,0.013404850057857763,,0.157761894463837,-0.0275863796996298,-0.054697818436170206,-0.018921209925373647,,-0.002938071114338797,
PTPN11,0.014535938077294804,0.013104388156063946,0.06889203790030808,0.06299154885472773,-0.10603609569116114,-0.012211679640542622,-0.028895880925122693,-0.12220496886837268,-0.046850235104691836,0.06258440984239294,0.02828594922561106,-0.008947665491143184
ADAM12,-0.030157019917515484,-0.042505193448688604,0.03500414577335539,0.0023264465196781124,-0.11375298083366567,-0.042846052118566305,0.027008307942681924,-0.06457159835972923,-0.09538132408464274,0.007707792219165766,0.02763787501132911,
EPO,0.029355689885863134,-0.032167718761393634,-0.026633938947578994,,,0.017922093737467473,,,-0.02385898646422874,-0.014999394306140612,,
EDN3,-0.030466464038580728,0.03574894967405219,0.03897992174158129,0.07236111867737263,-0.00032236712343160847,-0.00883763661715485,-0.005555638206150796,0.06595792255195108,0.08986660839594825,0.060108216427777965,-0.028318317948705388,0.07215120758630642
CCL22,,,,,,-0.030519867571220514,,,,0.008568303226961536,,
CCL2,-0.1523753707310078,-0.07227506360349843,-0.18190542846226945,-0.03678453710997104,-0.11488807860300695,-0.06891188113269726,0.02971843642060482,-0.18428489313104693,-0.07833347186252047,0.02016126031564786,0.036613789347059895,-0.12060227240883223
DSCAM,0.08699108789400682,-0.011611477781393632,-0.020656560566691518,0.006668778532441803,-0.03139916584491204,0.03930944284135847,0.014561805820928963,0.1151700661557988,-0.10186156048262553,-0.0024900734534405674,-0.03990968542847423,0.17098468401082467
GPHA2,,-0.026682464667074118,,,,,,,,,,
ANG,-0.09764278099044849,-0.049277056923008856,-0.039958785199323034,-0.01659504011875405,-0.10768140466976185,-0.018913796051185632,-0.0185447879034414,-0.06982205237246814,-0.08877686468647036,-0.012877886568888885,-0.0047283083173169545,
FBLN2,0.0342172461414379,0.026980466085528492,0.030779585024016256,0.05194130707859077,0.04243748287189203,0.07461600279099767,0.016329009321959673,-0.013736282314245672,0.04316918274265881,0.010038121499505571,0.048045126159862506,-0.025579527249454236
VTN,0.033497718645475426,0.008983631451322811,-0.013300215241585327,-0.03329949515907973,-0.0073434961449313696,0.052573839082025425,-0.03678553822387281,,0.015428683230407239,-0.017145334150592714,-0.06272118533540823,
VEGFA,-0.15944425145069677,-0.008264532968172353,-0.11508046229664137,-0.048440710151346586,-0.05014064485482646,-0.10602794536276468,0.06921832136213539,0.06657367080696844,-0.19300677853104725,0.07603031963415302,-0.0721462310471607,0.10855808552668317
F10,,,0.0787502386511075,0.051089149936711174,-0.026531696882510412,0.05942211278798162,0.016307382092935627,0.050079580470702795,,,-0.008228569071699022,
SERPINA1,-0.01797902681394292,-0.037592796378777944,-0.06912444533767596,-0.062298002517812735,-0.17644426938747468,-0.018865209440759742,-0.012927932165854136,-0.20940761337260802,-0.08081399572807088,0.013535363828776511,-0.028097442109024044,-0.010232269882229162
VWF,0.0962144182952142,-0.017035990274344347,0.04824207193204335,-0.014437253167582634,-0.17857767656170942,-0.03677255778998847,0.0460835606391865,-0.03156375517744629,0.004971884850092892,-0.03750140230497796,0.0847245722527773,0.015915130189423043
GDNF,,-0.0001300663147906733,,-0.044808608818066434,,,,,-0.0238589846061674,-0.03781532596563931,,0.2326099351492541
VASP,-0.023658629335112785,-0.002939421948317348,-0.05027014279720964,0.025125737845638072,-0.08185257390646987,-0.011262386711302233,-0.0007937834820747603,-0.0699602493257496,-0.07172613161881311,-0.013482006417695643,-0.04254125954629362,0.10466511849021186
ADAM15,0.005945126595882464,0.02038749376172418,-0.022556835170613056,-0.005371376976904378,-0.1143138569922468,-0.03192137457176869,-0.005697768335921433,-0.08792442712832658,-0.058140412041095206,-0.025497891419414918,0.05077022314520713,0.02397417398496746
WNT2,0.177169197691991,0.05080171626026998,-0.004764693657710943,0.018987986395715015,0.14676348066965642,,0.10209801852728305,-0.05465033738506623,0.09901103467759494,-0.018605259595984962,0.024308806949700754,
CALCB,-0.0268662951954912,,-0.032435264650222596,-0.033752600653752844,0.010253442943567396,,,0.0904689884570088,,-0.016283005140852368,-0.04236274166896508,
OLFM2,0.06264991354513288,-0.011619568794877265,0.03886134964342519,-0.016020339191165342,0.12218882649560944,-0.01720256307721534,-0.025928273253158485,0.13073446126075447,0.03508806602795076,0.03585777782431654,0.06244777133849967,0.05920831057605378
MFAP2,0.08684189761313722,-0.05539939682779719,0.01861697233838284,0.010287319626630402,-0.1045432055956686,0.01832957667164052,0.04068147824890435,-0.05566352351553724,-0.006851045391116424,-0.05534511429767715,0.028894073082298542,
HLA-C,-0.1379142928421004,-0.06019357163502127,-0.030788997394747327,-0.03667222752718538,-0.26899117286666174,-0.0006095533407694816,-0.027884331882617883,-0.29167702306036336,-0.17697642808303546,0.019454423550315205,-0.04056547040160137,0.004704634291234135
THBS1,-0.014589872185907621,-0.07934563470634505,-0.033650924337243183,0.0450821524950528,-0.06547212354859251,-0.10274887662890576,0.0018920608693355366,-0.08061292660184255,-0.05351965774338306,0.08589391315472178,0.008229816909483765,0.05513374034979335
HSPA4,-0.03917149471223111,-0.0364225515506827,-0.0061489508050784035,0.04215216245230459,-0.016369126442955014,-0.009992465612375125,-0.008404035172597392,0.13668426558101435,-0.06760226410974551,0.022658205088057815,0.04544849367436563,-0.0024233120325424197
LMAN1,-0.10595263852985785,-0.025016982608006628,-0.06658328606831197,-0.020994845461130236,-0.24011122659031975,-0.08284770024524703,-0.023643846713854826,-0.099621490309448,-0.07055827409712867,0.0067893207564568014,0.03126783235890706,0.031333845749737944
LYPD3,,-0.036521566941455176,-0.02685267946933001,-0.004395484303685442,-0.05518589364292632,-0.030353003630983193,-0.019928885603415276,0.0046605058268047676,,-0.0312852324942528,0.011523126866339517,
APOE,0.1872162012558799,0.019711607732122,-0.03452060526726952,-0.0642813671528272,-0.1916466321733497,-0.03474971007448352,-0.0408269633805423,-0.33589500700850455,0.0835773628776638,0.002291357344681305,-0.025078389577420708,-0.1477320491413915
SOSTDC1,0.15297210756244436,0.008828875454233245,0.15653893114589984,0.03696727018927859,0.06286625447419178,0.002892320284310412,0.02863726739096352,0.22296872412566754,0.05937789280064814,0.02600762354910071,-0.010638773695586816,-0.02669899628436664
ANXA1,-0.164769566928588,-0.10563629620155343,-0.09159303903490491,-0.013061692181671105,-0.28219769723791743,-0.04940165537253999,-0.12853724342249714,-0.22664022469314388,-0.15020174747584752,0.013109244220968158,-0.0460451940178199,-0.04488279127581345
WNT2B,0.059206100182258435,0.026057421440118647,0.058909039112490486,0.0868480502087191,0.02184070816834139,-0.04635055589707169,0.03705495674526633,0.1157768899675917,0.008074374521269944,0.005786266042726158,0.01803073260066833,0.09356814439583244
AMH,-0.03140403694952222,-0.005186733524027134,0.009914998437497628,0.017130520448697794,-0.029591491700933455,-0.03124986041413538,-0.011902309963272666,,-0.059489504117923274,0.009733843308763144,0.07025492982212986,
GDF10,-0.025050674645470727,-0.02770815275511461,0.16441164209355938,0.05229934076469843,0.07212970894629722,0.06613987587666777,0.0023041422066302675,0.01876291337132647,0.10297091458954713,-0.023129154307725094,0.04319824847101856,-0.017235032280114367
EFNB3,0.017390361475050593,0.016964391444341954,0.05686448640137178,0.04356446580597586,0.18401146244719027,0.037506400071936334,-0.042352008089367656,0.29284780558082935,0.20166973962459342,0.008150588404515293,0.030017859443008464,0.10890286154470039
LTB,0.02698363897488844,-0.03128671835856248,0.029731656587310393,0.061914729422249876,0.11668974817296923,0.07252992253320394,-0.008621567526321927,-0.018080433728621757,0.00609436819098908,-0.01836698895058863,-0.04615770724427119,-0.0312972852583873
ANGPT2,0.07129281195181615,-0.009951410965484362,0.004884303333736042,0.017146620043086664,-0.2105851519910676,-0.08373072274919967,-0.02180944930828536,-0.06725930005340018,-0.0536145553643141,-0.04670612393898144,0.04790413774770059,-0.06093979917949717
NRTN,,,,,,,,,,,,0.027318780770292195
ADAM17,-0.03991943890158974,0.028763068882438278,-0.07274625285440177,-0.02853816028786679,-0.09716844119993508,0.014408504040836564,0.0007281579542336332,0.010172071337221703,-0.011617188484688836,0.005372732245868774,-0.11016448399252612,0.0017381110710248952
LRPAP1,0.060569397099178884,0.01194408007525581,-0.0015040862270487858,0.0506190799847903,-0.10819971472150935,0.06692287375718395,0.010552967807982568,0.10675771286150333,0.027632498130641024,0.006073255962913266,0.02622468076722069,0.09281604211828216
NID1,0.08816204289762078,-0.019235920050270163,0.013343479885860909,0.037645720815790075,-0.22190033105631568,-0.0941031556058871,0.02455761419800959,-0.04189616663312632,-0.04318712943427756,-0.000123171042589332,-0.06766975340856074,0.05090328947278304
