,MGH258,UKF243,UKF248,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
GSTM2,0.07994658460753354,0.0634099622717989,0.026605186159542996,-0.023636061037423686,0.13120942294162816,0.048596237752513635,0.05166513091186514,0.09694450944538033,-0.09736422420998828,-0.013224869756157382,0.020496983389883025,0.0988432267018421,0.07606973815969567,-0.0020772993219416087,-0.058188094836319544
NLGN1,0.07963447726352454,0.13144248516473273,-0.01799620892888742,-0.010659336102793729,0.13550598807614894,0.059980806985982,-0.018812086780660008,0.0055748389946372245,-0.07081844780353323,0.008225324357931241,-0.0012086120641399162,0.023519827734493813,0.08301120852148419,-0.0420396094317666,0.01300366553592613
SCGB3A2,,,0.1073058013021441,,,0.02947140708430562,-0.04939620149693403,,,,0.06452669965402995,,,0.0464964532556407,0.03576721125341861
LEFTY2,-0.04399663583917125,0.054647910050666534,0.05213099448902792,0.01907189228546027,0.1419102479461539,0.03878008045879464,-0.23785564036354376,0.15595702489512092,,-0.02845644992802733,-0.01682926245254959,0.07376609542160915,-0.03417044736672285,0.039948529063139386,0.08865045784150433
ACE,0.14218957508993005,-0.027023048527471585,0.005920742963934138,0.03947742337825613,-0.010898595664767306,0.0704137113611209,-0.11590675457034652,0.16123947380109147,-0.06078150229054124,-0.014133727342183126,0.014263763130867427,0.03909617169723431,,0.033557347554200645,0.07704357696651323
RPH3A,0.25280975786562887,0.2525105198379602,0.031004206207766685,0.017424770414207792,,0.025850975363713967,0.12795659788158062,0.24486033706899024,,-0.0560238531984373,0.02207723686877027,0.017861535696401337,-0.029036636533699027,0.014375369604680655,0.04990889986437711
NCAM1,0.05272588290347815,0.1334187154065942,-0.04580158608508678,0.026590209467322354,-0.007804477657917724,-0.03823809192449002,0.013423597172522209,-0.029036342136420357,-0.10008351638702088,0.010796297093520204,0.03398387783828203,-0.11017788388231049,0.005671006961932571,-0.0721079546297789,-0.07160304610898693
GIP,,,,,-0.027501508874235473,,,,,,,,,,
EFNB2,0.13947133662614328,-0.005091668407305578,-0.03331144585856461,-0.0345890229097094,0.13135286585078454,0.018338714929067232,-0.09539744833195452,0.03434914147661149,0.08154955293585063,0.014331807522088616,0.007623025739825557,0.04967638919963169,0.018954706453413305,0.030419697345391055,-0.007361802092230702
ICAM5,,0.0032680237524478095,-0.0414968912241461,0.025228422893431267,-0.01954074890252243,-0.05329586214460249,,,,,0.006782097514034522,,-0.021569210689295987,-0.027993768105404177,-0.03840487256002934
CCL5,-0.12999423721730163,-0.05009073211871519,0.06575727611718774,0.03171781689503007,0.09424217971868976,-0.004239458862665811,-0.10531587408058785,0.0883196135253294,-0.09762120579560218,0.025435602831001526,0.015706000520326113,0.05504339510687064,-0.07455449377570822,0.0990411918033582,0.04033100969904087
PSPN,0.003763298201634282,-0.02270173858639023,-0.027338019889011314,-0.030327217871165487,0.007063222633768992,-0.022345467087664866,0.028246763623999575,-0.028958929335272308,-0.014939427004334108,0.05056981011031458,-0.0013740023885103671,0.06244040172932945,0.1551199046494575,0.07540304427862471,0.0050888919645440496
PENK,-0.057850870664652033,-0.024913910934211882,-0.049405886053284706,0.046829305428549156,,0.06182332554091254,0.020261402002689798,,,,,0.03583015368335212,0.07367743748413116,0.09150996299545067,0.03724905958632833
EGF,-0.024285757797768003,0.027015874670859117,-0.011701337617183448,0.012029071221294055,0.1596701101231168,0.035037785368785795,0.0623662817154115,0.08799444009930127,0.08247279418760531,-0.03481115140841084,0.01099984580777114,-0.048329669338160526,,-0.03492556601775604,0.05016300128052937
SERPINC1,,,,-0.013725676738160048,,,,,,,0.03741951990541775,,,,
UTS2B,0.021361727646473067,0.053762995947625854,0.04033445708306807,-0.012828818366994671,,,,,-0.050421735944564144,,,,,0.01740510587324392,
F10,,,,-0.012828818678682088,0.0992567992622132,,0.032155018820281156,,-0.040742040979078416,,-0.021415300680587706,0.008317407846146183,0.02597198111500319,-0.027493555450868276,-0.030744648460919066
FN1,0.2633154973758009,-0.23182606672693812,-0.03377924103627199,0.024363313530302542,-0.3157668474962496,0.11785963873121037,-0.17076001508675642,0.26352911274819546,-0.12901314656145568,0.0824737204633925,-0.03669088150138908,-0.03477121525219674,0.0423902509882732,0.003937621687698247,-0.008775700436408388
FGF2,-0.02981546704293984,-0.01885217133143944,-0.005340170652860451,-0.04816392897443374,0.13266705036366755,0.04095988560596925,-0.04594241329820088,0.07386063147461207,-0.042531123176392405,-0.030101431781610965,0.02797443633374435,0.023048575090531754,-0.06781140371059913,0.0314754758649672,0.09025566390011032
GDF9,0.11881859408063303,-0.09204987153509248,0.06988024996234547,-0.002692517715404834,0.08320622886322727,0.007926718784509248,-0.044443643244365325,0.17693566071214614,0.014800700986646306,-0.03451750085682904,-0.03707036364490024,0.024400545703089617,,-0.050729481170004836,0.011089911774356262
CSF1,0.07980596832533579,-0.08284289277487461,0.007615532701579465,0.05468317018382044,0.16873316684117443,0.09497589382626853,-0.03668631483386416,0.014273985544147045,0.10609218461586413,0.07112674770048824,0.010841706465692753,0.03825277879428186,-0.040369741474858924,-0.010653467191154457,5.654094973264756e-05
GZMB,-0.00838718119682658,,0.07441102465541896,0.010229591971439975,0.06496260491633658,,,,,,-0.01954739499979558,,,0.15582688817598234,-0.019548918988580584
WNT11,,,-0.025587170704790073,,-0.042810952816892026,,,,,,0.06556294341778894,,,-0.017877179232698385,-0.02602827383671108
GDNF,,,0.008517339453384959,,-0.04766541075672117,-0.021277255247568218,,,-0.02410522940020998,0.21844314675253174,-0.006129838981566817,,,,
FASLG,-0.061122781996916606,,,,,,,,,,,,,0.028178277601304955,
SHBG,-0.020670490436065937,0.09388928145694762,0.03467625232013372,0.03604272447269912,,-0.031162395581672754,-0.010311623386352544,-0.045062140013474784,0.00713640659065533,0.01701724781932094,0.02740538430464107,0.04640366923345554,,0.05424788993551385,-0.030440036328358965
EFNA5,0.04114582416915917,0.14016686559166636,0.008074996745113477,-0.024287101147286508,0.04708954962091679,-0.053223203623019695,0.004188810992723207,-0.07350894890344153,0.01798805354049228,-0.02514679318219066,-0.02476926447234114,0.07824850696897163,0.13425565874951734,-0.006719321923576273,0.010281072191406823
THBS1,-0.051407912785183266,0.05575046427170437,0.07178230390428171,0.0017610754079603898,0.20747740421853364,0.02711809481287007,-0.20713428562986688,0.02665110488026005,0.06700027683375863,-0.03868007873998844,0.02637662398848647,0.022350767612721242,-0.04404637434795064,0.02677351798599536,-0.008104340541244677
PODXL,0.05340024478629544,0.15037372191372253,0.0390508325381685,-0.033551151469353314,0.021933507413006075,0.02406838333818466,-0.21856341789227499,0.215809588119115,-0.022879579850699553,0.004774065844739895,-0.018840312510801382,-0.003686613895021514,0.03958233286235736,-0.017566965196896284,0.1168770245255385
LCN2,,-0.07525431595778787,,,,,,,,,-0.027796807243830973,,,,
C5,0.05848624369915078,0.13849460259182136,0.05368025214050467,0.004388400813669166,0.0531825260435964,0.01153580908444089,0.03336756968831055,0.12678759841914689,0.05903893799870956,-0.03126420337730159,-0.053136639337790004,0.02067094493932607,0.17123879269417466,0.025669060648980682,0.11009753817313654
DLK1,,,,-0.008565991989775689,0.053245741464661094,,-0.13666639256817548,-0.17407421809211168,,,,,,,0.008897376681728592
CXCL5,-0.02873610741981678,0.03698656100370755,0.0011240984840562378,0.05566318889930662,0.03583334210575419,,-0.0379046610573152,-0.03117444188797015,,,-0.008243661388736358,-0.037203409426555006,,0.04937296772507928,-0.009273545372616945
BCAN,0.24359086415849798,0.36893247202398327,-0.05563753592624053,0.020608529122800975,-0.013980227272937705,0.08500730429125876,0.29125543765898176,0.22413776782714454,-0.007446046273246846,0.11220123030646739,0.040589150017255826,0.0938515889727664,-0.024884493535069722,-0.07343246605316076,0.013778951737176142
RELN,0.006648828640342638,0.07624770059533706,-0.0429895752727539,0.05811281963564803,,-0.03155547244468445,,,0.07695076454532469,,,-0.04170199700916144,0.016012302022766992,,0.027295084169746794
COL4A3,,0.04417608444432029,-0.00378060720477642,0.0015266135587239668,,0.07571436921719568,,,,,-0.01276337826218363,-0.0114490411521556,,0.028271760468555465,0.0580088253720989
GNB3,0.06497616302045837,0.0597194819810565,-0.01940064626538064,0.001423986667361676,0.0251603032211881,0.03641612031866974,-0.024483413216601937,-0.009831025506011934,0.053554155115846075,-0.014562418591354707,-0.03537392270839293,-0.0021392555126623996,,0.03246303836326496,-0.06285440828732677
PYY,,,,-0.01575658993421099,0.008338315195896796,-0.031650768456133474,,,,,0.06627515070316466,,,0.018034971855770684,-0.02239525678973122
MSTN,0.13550651132459865,0.07377670960209977,0.0029719982579665175,0.051133291731621906,,0.0061076150221683915,-0.043858438131709004,0.11717622186768023,-0.1555328729331207,0.05133730814322225,-0.03128528634032112,0.04436242673979409,,-0.026917522542622647,0.028044753481060728
COL18A1,0.009625204257609094,0.048497456452369594,0.029968850991374866,0.026702327429769912,0.04742899331466003,0.040558562739966275,-0.28376715113512596,0.16115853141738345,-0.07999198290611594,0.032511918534075056,0.004314200086265399,-0.011835414826566392,-0.015362988494479275,0.03772129509828009,0.09272147329561474
FABP5,0.1318273158362426,0.3061039541520913,0.042337542865873753,0.064806610379598,0.18008332964910828,0.13039007143510126,0.2796800729211217,0.30267358094531716,0.15342341107518634,-0.0033113215246688065,0.012522773058693157,0.11648386516069764,0.04337020604296272,0.024388527325401074,-0.02662671352125839
TGFB3,0.09490226667356252,0.08779851767696562,-0.005874660053537308,-0.011672986920543523,-0.09088189477476138,0.036974958783929375,-0.0657717801248803,0.0617652860522177,-0.02644394514539479,-0.024025025315215092,0.03381242571492688,-0.03961751593370789,0.01793961250116121,0.050124328020878336,-0.0004563219084623254
BSG,0.2718603838255505,0.025515871355955042,0.028262942567725713,-0.02160028395027119,0.09156932981753697,0.0576051572751553,0.14491296566361636,-0.15656254392389024,-0.061349019412135726,0.03856378805987346,0.028491323601961844,0.10184252934754065,0.06959930411784998,0.03768769357526001,0.05305945794088733
TDGF1,,,,0.07297014927412289,,,,,,,,,,,
BMP8A,,,,,,,,,,,,,,-0.03631057672918314,
S100A10,-0.2306165113164593,-0.27377498239385456,0.03671448488656039,-0.005513388754714444,-0.2487034527328408,0.14385494190389336,-0.14953414843666837,-0.40220916784839467,-0.09001981574597738,0.07728988512242185,-0.014073342011778687,-0.07363402044778247,0.022985384493159573,-0.05323484462052442,-0.07913053058707566
PLAT,0.11215039135103856,0.18373323772627909,-0.009715470726922918,-0.015289958024040508,0.1109452015933587,0.047756006394549105,-0.10601945655637061,0.11327191261679453,0.07119193641635316,0.11988335219327453,0.015259398470139409,0.10870388267996772,-0.03561277124109696,0.0189768765647848,0.06125430424759548
SFTPD,,0.004421898860883254,0.0465889057640052,-0.02355824306618792,,-0.016952652097266964,0.06949456713415168,0.08223898150272572,-0.006068650425726018,0.004061039925780362,0.051165964702176034,-0.008789853589875284,0.1190597048873909,-0.0027464989165589173,-0.010807764697636649
EPO,,-0.10474224819302601,0.0808370598062666,-0.011700019659448894,-0.02279920293501461,0.038866153494328204,,,0.058097691436856884,-0.03332094266103364,-0.017831715546616323,,,-0.0006005312560184911,
FGF7,0.08765420541346625,-0.027735344015129382,,-0.03898673988557731,0.13614875568242138,0.04800174768809157,-0.12223286770849244,-0.16944137036497253,0.08800390979996597,0.0037580525808290953,0.03872607814393082,0.027605464132322358,0.06848143019166524,0.013093722869535349,0.04406242034672882
CGN,0.05397709511921295,0.11764085395281913,-0.040274481901997,0.016357369231113236,,0.05310518547596133,-0.06612175105458247,0.03632800408740658,0.01588337539689445,0.09221316989960167,0.020603756507350638,0.02619042240185205,0.19853528888740846,0.020128300543845668,-0.013576012604516506
FGF13,-0.044286942728975404,-0.017658111491911547,0.08995616385426895,-0.04680599214240973,-0.009958060184976105,-0.07109690389072955,-0.0053679936943614144,,,,0.09023263518818406,-0.03579297057652268,0.06382670734562103,0.01733136472082291,0.04253639257384935
CXCL13,,,,,0.026933093964049217,,,,,,-0.02651787483723402,,,,0.09109961068867974
ACTR2,-0.09564020658980801,-0.041882520354042045,0.015867781591882277,0.012958699822439652,0.06089332200404447,0.08060130693854073,-0.32281626721999956,0.14728479010122575,-0.0003248279249516758,4.518910532199204e-06,-0.0368470508494294,0.054301715924197344,-0.05722937548702681,-0.02228069497862287,-0.03231164732398586
SLIT2,0.009816894571040478,-0.034055368938915684,0.02741425260711301,-0.028734412191653867,0.0995075007527937,-0.0626541010967676,-0.11358484085519448,-0.06309233599402057,-0.0428587601713237,-0.03015401008673633,-0.015587441560133343,-0.06638703763247632,-0.02923221286651024,0.028804198964437113,-0.03232433054733597
LAMA5,0.11294970757602336,0.14662862015667716,0.027838995080192403,-0.012135957651168159,0.31391572258187095,0.03407804879022493,0.04350610625116875,-0.02894980726172942,-0.0038600666721401037,0.06320846229542644,0.00018156300112312932,0.0736740942849726,-0.005939445259543378,-0.003296464439697211,0.042995841658372676
TIMP1,0.13306413796219813,0.16189318743882122,-0.0002454120747396452,-0.05043313329317353,-0.09778849081982353,0.1256220632366735,-0.19816627565513756,-0.15128760655488568,-0.07314489755180104,0.027169145585968137,-0.03349937311895666,0.07571705768979717,-0.0543348204583773,0.054870644813178965,-0.0251628743136362
PLTP,0.04945960106549931,0.09005578455362412,-0.0053538724091023275,0.04486577387058488,-0.014152060240828997,0.026952251675168983,-0.21605929648730085,0.1410606298824957,-0.22207497222240033,0.06301248688394093,-0.023628624440752432,0.12399310993879992,-0.001892701211437578,0.012035928139297221,0.0849826449790567
TNFSF15,,0.0576668920644403,,,0.00911642647902043,,-0.05257697090191274,,0.055881487932267715,-0.03208663620332703,,,,-0.014742985250401684,0.03740522967402747
PRND,0.04822992805741295,,-0.021164504295795642,,-0.05070284746974447,,,,-0.05177114421900979,-0.03539241175132192,,,,0.050715009591332835,
NPW,,-0.019715482966997506,,-0.01575659057586883,0.04276326849147402,-0.0174846444020697,0.07312416276791614,-0.038631966859311126,0.000915620703193058,0.007252819418888497,0.028507643800294694,0.010879211274082553,,0.08581646321739791,-0.07095629136662933
SHANK1,-0.028959755446806765,,-0.025587169062125346,-0.016624608939971107,,0.0490014096575462,,,,0.04231766349452267,-0.021415298432049302,,,-0.0025151409169163605,-0.0392645766198965
PTHLH,0.05375517401977764,0.08959236618677967,-0.043515225458860086,0.028290780140874765,0.12094378276171708,-0.01886829375514027,0.02474117224947937,0.01707818183093871,0.12987558067671515,0.012460277276235146,0.03332423510328491,0.024796595943636146,-0.009342513385667413,0.06749357967336077,-0.023481428186163448
SYK,-0.06211103694176009,-0.03230169541632615,0.016170552675945898,0.024100204755060108,-0.03662472012565106,0.11120352074340445,-0.1343663906855414,-0.017392004465759676,0.024750764778412874,0.020439384942968056,0.01937863769787494,0.003445278064618028,0.07954054066530328,0.056948385567795745,5.129616760455606e-05
FARP2,0.10560829820799461,0.1671779182185294,0.004935469828856331,0.015321830975336875,-0.04985455457919055,0.060483004224102035,0.06426664808314915,0.008625405763245242,-0.09155892569397087,0.1175774952649284,0.050224795572237524,0.0703500769476749,-0.025109881515348695,-0.0005303635424994136,0.023725434769399756
P4HB,0.1018000502261763,-0.00962331052808395,0.011809625142980628,-0.02902716048108353,-0.28297793056642634,0.058487188731140706,-0.13196787477289923,0.0008810052123703271,0.011824870171702712,0.016083581850430365,-0.0049388623686185155,0.1227449378417195,0.03686025648365184,0.024382535874226303,-0.02274905184946842
TAC3,,-0.028065114175101664,0.012723597158773739,0.008141125786119245,,-0.03986136740201087,,,,,0.014998537856709957,,0.060388080153302555,-0.052743941944053366,0.0632451747534001
C1QA,-0.26933738324415707,-0.02821190400016673,0.08918056118667572,0.012738734713664887,0.18740049781660517,0.12390601030383737,-0.3215642769714169,0.11746764304202671,0.052666499753886035,0.008100949480767096,-0.020189395382593563,0.07809122637270074,0.001356350849892892,0.12682002365999376,0.047882099480760824
EDN3,0.01252171138558559,0.02910846061917177,0.011506342781250371,-0.01813445342908002,,-0.039068505693756354,,,,-0.02553358823291414,0.05336978549521877,-0.006680062046174395,,-0.015627035950217062,0.03211621186713227
AANAT,,0.002332641321049643,0.028034988114724973,-0.014841430209377225,,0.032339218449966824,,-0.0775396968355816,,-0.02226786942585355,-0.01969666780271972,0.017341761686324696,,-0.03126078450945502,-0.02457479330591334
GDF15,0.09989460036125232,-0.0009339535869745837,0.03446289663133847,-0.022293679204789262,-0.06337547360388344,0.07038017373979018,0.041001320206283956,-0.09908207386936707,0.22642024342962624,0.1353635507793243,-0.027908993550285182,0.007317910849575852,-0.020867160257711424,0.05489623732995985,0.029238892537272434
LRPAP1,0.08611816217465817,0.10271482451216653,0.0487651763930101,0.019789638925634876,-0.005489096185390601,0.00925232819845888,-0.05690600113150472,0.14555388362365335,0.036257185639706944,0.033547341417489614,0.017406993021851433,0.012692340195413846,0.009501356685691234,-0.008699038677128769,-0.0256763659764374
LAMA3,,0.04846176478206793,0.059053638235074576,-0.026742744154825512,-0.05986466351200267,0.04742157588836275,,,0.09537471071455349,-0.019596220189476037,-0.014038427466199663,0.011516324528474809,,0.0563084542998149,0.026065716322876256
