,UKF248,UKF251,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
POMC,-0.005617865743757303,0.059265165906413717,0.037296256359054425,-0.022739181789214136,0.03874724287031146,0.0517236527796589,0.01384723208003812,-0.03095078706044278,0.02636349135014067,0.053560263086893614,0.03587268823905659,-0.02477826046462185,-0.010908147280797016
CCL18,-0.040142054916215655,,,,,-0.06614868318757577,,,0.05919168839107501,,0.016049095087813433,,
CCL17,,,,0.05721685085220098,-0.022236610445039346,,0.007343107179055749,,-0.02637683121058432,0.05955791080575055,,0.012556394186529426,
VEGFD,0.04261164522035574,-0.018936680917251696,,-0.026040537412685336,-0.016310822678229107,0.08066253138288752,0.130617633182762,,-0.01827203609456338,-0.018484567776987957,,,
TNFSF13,-0.007630054585112784,,-0.016981006085095614,,,,,,0.10556646832775941,0.07416414488175614,-0.01664934657350659,0.11197953969091588,0.008179045146460952
WNT5A,0.028412959752166476,-0.009930390517213882,-0.0016360014475236228,-0.007558120321189979,-0.037222980508749684,0.06439848227248626,-0.029624171542836922,0.017647202074605347,0.008155901484141996,0.06190487810798538,0.002886119215258546,0.03153976397006605,0.01241475206405592
CXCL8,0.021149852926743273,0.0004803082669660902,-0.024154379782332702,-0.023175479579649445,-0.015189347296115145,0.05804016591015625,-0.04850688227599952,,-0.05897487987791165,0.07372557146741311,-0.07375136770667472,0.007433394485142761,0.039562646769861404
GRN,-0.021294197088356843,-0.015214652325091445,-0.010257172073781686,-0.01159895517542089,-0.06454059834578812,0.03570570782484862,-0.0034326570339431994,-0.0007176251286382595,-0.028644728250328533,0.005330737838668805,0.020345682854052652,0.08395926951553626,0.027830382041757484
MIA,-0.045245513388728224,-0.016840959712239822,-0.03070493397927786,0.01755681954737199,0.042149981077346965,,-0.02209539498616584,0.1170360052871756,0.12058692705409015,-0.01583169219087862,0.0014696693444890766,0.01460777128616756,0.024505274144112264
COL4A4,0.0648829315563493,-0.02832147821449923,-0.016156677062057985,0.019370427581846865,0.032786421919235045,,-0.02143335285581381,,-0.0002103957844459487,-0.027539026364465403,0.019457676548115962,0.0364874592661201,-0.04605305506437752
TAC1,0.029416030893875584,0.0032762877650972166,-0.030427115537994362,0.03281509040844714,0.059633260405669374,-0.016021493524090737,0.04829013174086701,,,,-0.025580214067182718,0.021275097116603667,0.01761446706242756
RARRES2,0.04605294937185908,-0.042350165688524365,-0.031403713849597156,0.06183213324559371,0.025151468642740975,0.003786707645260055,-0.023839542103236782,0.016396717082492192,0.032249944435613485,0.1234752570833437,-0.02980116121539509,0.02320898287694331,-0.09048949998941297
FGF7,,0.0720057355146246,-0.0463077535312004,-0.009980089727290746,-0.010723682701308456,0.08340491167695321,-0.002552895286604129,-0.0073139144751317164,0.037398467189750734,-0.022571724216485865,-0.03858046151537768,0.037048919302151304,0.0046436688173453235
EFNA2,,,,,,,,,-0.017366347487000746,,,,
HBEGF,0.014776816105681694,0.04684487421705882,0.013864713127407419,0.06279815683273948,-0.028082781359578843,0.10145522161969048,0.023689597938835252,0.0012389507817330116,0.011098382565737839,0.006533111109944125,-0.02623390815983679,-0.03407767620655061,0.08448499050006487
CSF3,,,,,,,,,0.00944887692905937,,-0.02125604383401487,-0.01590008578911261,0.08667362332636568
PI3,-0.010134628332161548,,,,,,,,-0.059930577199447076,0.04396044985227323,-0.0660864469795551,-0.03454560413408271,-0.0004579432650766208
PCSK1N,0.01578349167752536,-0.018403429717864968,0.051688875386446516,0.0033958910754018903,0.07852524251509674,-0.08032712293081205,0.012403360572590545,0.04354264202039518,0.011850882376512342,0.007309042981217079,-0.011576506679128167,0.06269612754975078,-0.012652446444155177
NTS,,,-0.00033354791358839277,0.07932180007957405,-0.03560616233965333,0.06270504787009454,,,0.056271243000397965,,0.0005273765642044343,0.04809130254772438,
SFRP1,0.004405692408956529,0.05963099390798019,-0.05225049671710329,0.01910912107721863,0.03033516228741931,0.06742700901804814,-0.010967542821933296,0.05266396034158523,0.011246436055570892,-0.02065261315906545,0.06878167492454812,-0.02299871278988051,0.08859713976390735
CXCL13,,-0.031969935919464905,,,,,,,-0.026547681500031246,,-0.02408260229139401,,0.052287052025756925
MICA,-0.03470642642537335,-0.009784376773987842,-0.04186405536479185,-0.013283402090350923,-0.0033990697558389247,-0.04282314860470716,-0.003568183998019069,-0.005513156341277717,0.08242443497326847,-0.014266832265930177,-0.028712799097762972,0.09679849298632345,-0.0006720644830614165
TG,0.02462195299015361,-0.017978134411990317,0.04259414840502453,-0.0246240626093353,-0.016092538413900626,,0.09678586049088891,0.008449922297422082,-0.02605789593735388,,-0.0174940507081097,0.025573531097436097,0.09137299942068504
ADA,0.07403653095535784,-0.009437463464905945,0.012422964635544013,-0.05133974020431295,-0.02613557654697524,-0.0249523644027769,-0.009343766598533096,0.08167760216034067,-0.01256042874091187,-0.014059600161162849,0.04276021253655928,0.02180581993690617,0.08035070298723287
LAMC3,0.048900896563257044,-0.021368359009017183,-0.04341321550597466,0.03291049280566176,-0.07332262467457504,0.011083401173452247,0.01518423864740638,0.014604054716735133,-0.0023800296544674044,-0.014943289068977609,0.05701616116566252,0.03941690946400259,0.07266595144901311
CCL7,0.0007943148524194004,,,,,,,,,,,-0.016661748637098777,0.002512401899038302
NGF,0.005584075264733204,,0.06397099916097977,,,-0.01943266050501153,,,-0.017132914559884565,,-0.005331493426051512,0.001157276113297403,0.09229040461951274
TNFSF15,,,-0.026379068654353747,,,,,-0.03129198032075632,,,-0.013199638299676601,0.07383133234034381,0.039878509137688464
HMGB1,0.07182391030098885,-0.0019800287138051647,-0.011822121115675033,-0.05134650009727632,0.022317323820838324,-0.0036036601006512654,0.018476029984061164,-0.015301898055740438,-0.018797296176678118,-0.010059684737812258,0.0222719541000448,-0.05662451002771922,-0.0824089340810819
ITGB3BP,0.009925495268540432,-0.010919269692492706,-0.041035834531946376,0.04910457793406312,0.004810361859938394,0.14883265805325255,-0.016112611897568383,-0.008955800275418056,0.005863274853423944,0.053077830309798534,0.007326784110800382,0.016293558545488075,0.03373981244027428
AANAT,-0.007895003613011676,,,0.014581726810714029,-0.018550126801019407,-0.018269558762180078,0.013714162954081345,,-0.02337040011810308,0.045834105482995484,,-0.017628824889261232,-0.029578958145895187
RELN,0.008760512804314627,-0.042188782365629646,0.021312846023193426,-0.04875518033574175,-0.024417560389778655,0.025814950624625615,0.023652250103260046,,,0.01275305659393419,-0.015943732590478505,,0.04741568623833024
IL15,0.02654294065748657,0.004664788214197512,-0.018770275565083323,0.015146854298273501,-0.01721490677342782,0.005150840413127547,-0.01872800015611529,-0.06100199797929538,-0.01355469312914546,-0.02860858959753075,-0.03219798027753523,0.02985291776086216,0.06748987216708889
UTS2,,,,,,,,0.06030467662274721,,,,,
BSG,0.0039654295893601825,-0.08150714823738048,-0.07147744728363839,-0.07094552594901667,0.02785361642021259,-0.1293126704435053,-0.012815714275898808,0.02675081057802399,0.021918584168175877,0.010889558508307615,-0.024691777432102144,0.013171588461092605,0.012320938194578744
ADAMTS3,-0.023493492523213765,0.009812096848124625,0.02085382431417947,-0.00672907621870572,0.007753377313009052,-0.029336618497249913,-0.03111989194082003,0.0388604350369072,0.06370096081903755,0.12352672597476327,-0.010460600402169836,0.008846717359349617,0.020812224889791984
CD34,0.03536750964754199,0.0034145429387874723,-0.03175365136541087,-0.00820988209976041,-0.0004778162728957156,0.00025336290076676064,0.045849005475082895,-0.04193765689707646,0.06805051117628726,0.03718581486558621,0.03717016812454741,0.011271260715326388,0.05965149269466182
CCL23,,,,,,,,0.02344324185689816,,,,,
PLAT,0.06189012942326043,-0.04906569008551168,-0.05810235847726834,-0.02372668911682052,-0.03702463327363414,0.026111999996813472,0.0055382934985636935,0.07427619763440035,0.07980940764705839,-0.07003699236325486,0.045676902798535805,0.03710912281461121,0.046842409224115304
NTF3,,,,,-0.010566944171597082,,,,-0.021138609348261277,,-0.0025552141962120836,,
LTA,,0.15849383126018007,,-0.021327522386379884,,,0.051541572989145,,,,,-0.006239580877428094,
CKLF,0.018971430199712893,-0.04001748570930094,0.016285792677598554,0.03325667370666753,-0.027571855849852542,0.026532060262946147,-0.01909217617350415,0.05540394369959747,0.09205663675014764,-0.00040469294734281,0.022542956667951794,0.058274346337275636,-0.02544154777347142
CD24,-0.007366899783193429,-0.010792008264791937,-0.11876442143977567,0.0803207154612715,-0.11596566416517044,-0.01504697814480623,0.028599520905957285,0.07909581172520837,-0.008138968837588313,0.015452882336306841,-0.001539148314938405,0.07127849030487428,-0.010096758289322286
HSP90AA1,-0.04401613587497403,0.029285001862806036,0.02061905579712951,0.13183562595793077,0.005180090829703066,-0.08636887800381338,0.06388200380529957,-0.03195047395469264,-0.1015725091715062,-0.0600817369524347,-0.05008788290572882,-0.13123652117527443,-0.02432507741478817
BMP4,0.01029652129019322,0.008920866301487688,-0.06874885193817894,-0.04530753352202151,-0.008872719203266564,-0.029140342654559077,-0.015958192413633034,-0.03662373853013635,0.029947619224593835,0.0008015270025074638,0.03114375212577493,0.0808054897568813,-0.05554398576169871
SCGB3A1,-0.025533735484464293,,-0.023960588735808898,,-0.01564721338968967,-0.03215953612091065,0.012755995891365399,-0.027699063989125472,-0.008554521730431126,,-0.02741148368141733,0.011502724678988285,-0.02228639568385634
IGFBP4,0.015259716836549926,-0.014594329745258348,-0.02160957494175097,-0.0003847817118418393,-0.007455118490383539,0.05737791275623874,-0.001703611124654302,-0.001682235591697852,-0.029090512032939872,-0.04667315040924229,-0.04962578224796717,0.0228146281741475,0.11716225503956969
RSPO4,,-0.02137354189986207,,-0.02480520692187422,-0.015647211100930744,,0.00019289215203605728,,,,0.06095810186042053,0.1718950387100938,0.0725843002436118
LEFTY2,0.07536124367938397,-0.013383552719984752,0.012508998593002817,-0.01631743715632687,0.01699137601816691,0.0892194017471848,0.03575626964269044,-0.020365873375589576,0.04030363721561521,-0.04982173551810245,-0.02510501645304191,0.01036796384618719,0.0567519746811875
PF4,-0.026487151801049966,-0.012026457023707748,,,,,,,0.009773026953450692,,,-0.02372573608296054,-0.029217551308587292
ANGPTL2,0.06345787922569093,0.011196759843993164,-0.03816134581545384,0.025138592411869384,-0.024371661028500753,-0.008158574438980564,-0.021407264334921156,-0.04561509461515123,0.03244424558945247,-0.049174495957982824,-0.008274955365041928,0.04012779131402267,0.09453557266784868
LRIG2,0.020913707760325445,-0.006226048763513385,0.03594138707344772,0.020565721177646986,-0.05983426750358047,-0.046139070523123306,-0.03589390651622728,-0.03647736741924037,0.005732351756860611,0.010302083330650812,0.003867658438422794,0.08998448438038338,0.05315802136706285
ICOSLG,0.02235599505539669,-0.030720702234405546,0.001273172278872856,0.07975178037669585,-0.02009966890611263,0.08056348987808885,0.004958466810422339,-0.043898407977272264,0.06904359162786664,-0.025524826562510372,0.008033032406927074,0.05733169742480345,-0.002840622510456475
WIF1,-0.018595044522357006,,0.10609579207170967,-0.004135512594086833,-0.00018551358032800535,-0.02036862655333275,-0.011688487778300151,,,,0.1331104584145191,,0.02472204967372828
NPPC,0.024000755659210907,,0.06185278308135776,-0.021021812660795898,-0.021745794225414512,0.0036147305938141546,0.008829627178069892,-0.019340749076103683,0.024767953371810824,0.04163015855066209,0.03455434730516638,,-0.04579732520912682
LYZ,0.015948209923060338,0.05191679827337455,-0.02436243987262166,-0.016344385001267187,-0.018051491716320218,0.05596787066287444,-0.017650151309443456,0.09409448266962143,0.017851128706286485,0.03023562936343764,0.012433540152885794,0.04886960076554871,0.0621414636579077
EREG,,,,,,-0.019990528690769102,,,-0.01824670384371055,,0.04135234200935151,0.05817018100704129,-0.018409615707672987
SPTAN1,0.04435967334708605,-0.051662340066389395,0.002159270170892878,0.03518769151865447,-0.014050497622161666,-0.028532757514537127,0.03234291215791109,-0.0032404762548420476,0.04413167326403125,-0.016922081908667258,0.005880580167003062,-0.04902761386496802,-0.09915560672039443
PTH2,,,,,,,,,,,0.0739334572636594,,
LIPC,-0.01108953535106171,0.05168746275929089,-0.016025477798003528,-0.021830588905600395,,0.026900167355459918,-0.029419940534890235,-0.04133129464496586,,-0.035683430587872954,,0.041575389491650724,-0.0002799125957897187
COL8A1,-0.07974487225634155,0.009399136483159804,0.023903851252626396,0.02231532964734193,-0.01796453628475556,0.057629182420392,-0.005438509226499003,0.030722367443573616,0.05705095709014412,-0.03249178179406141,0.028899625240203154,0.13691355806075745,-0.01682149895836583
GSTM2,-0.007026790608667289,0.03472510581835964,-0.01587279545689783,0.019227890277103626,0.03230129195068782,0.0021447304836399545,0.007769056191237058,0.06106365082024962,-0.013086345817506263,0.14082635137664531,-0.00019562679049805334,0.008766570357870098,-0.004113484228566842
SPX,0.024166800157409372,0.025524251174551385,-0.00841699698790576,-0.05847531962394973,-0.03825233234669684,-0.008064947625132143,0.010808826025173869,-0.051671710375489566,0.0006996679198530545,-0.030345281137427883,0.01717371912045698,-0.019515240718227175,-0.04515981134490398
MFGE8,0.004950269791160625,0.005159766631162702,0.019268521674168697,-0.005611794083119752,-0.04928807267274708,0.0057904226242062665,0.0299151901198271,0.027469269743540334,0.0035871159590744957,-0.0063380898429363074,0.02262284810377969,0.03368444860988226,0.015770526674101514
TGFA,-0.0036154541275917854,0.019536237803333575,-0.04046096039194618,0.017061854673386,-0.04674077139990997,-0.05282835332402161,-0.031519331912115,-0.09897131426910533,0.037293280032822666,-0.01953627691728272,0.028819790890308887,0.08327378038421815,0.02756674734813214
SLIT2,-0.008125192805270461,-0.0091368400915443,-0.01724699760963221,-0.031321240965823074,-0.04842729510199679,-0.02172877508439381,0.049066559880889746,-0.0111489383213787,-0.004924197297221452,-0.05646162737209902,-0.0005617696283597675,0.10847617279331223,0.08637375948205468
PLTP,0.00021075131792440012,0.005961713715886563,-0.016512786926784716,0.030201456366769252,-0.11404346247185654,0.09687928236721717,-0.015140367506153649,-0.047075325098200525,-0.00882144164721478,0.08398173512189937,0.016833300081586157,0.024059673085272692,0.02004811658499464
APOD,0.019009373795893326,-0.0738735195974475,-0.07008619801149872,0.059381275711432854,-0.07111020122223746,0.008031786968919949,0.015406642884040986,-0.08332132235716139,0.07392613838896575,-0.04113149541832745,0.005740998620636077,-0.003938205179089373,-0.09242858964594
B2M,0.08409110156891925,0.027508769448547795,-0.05644411188669002,0.09373636530562428,-0.07603214734842044,0.0962065265602149,-0.02176316393223999,0.04189047070664313,0.08567835352682124,0.012786256589096443,0.045295757022162327,0.015102719756480747,0.13300250845409992
OMG,0.05485816708595943,-0.04480765154275838,0.008384208444678127,0.049066946920039586,0.051106281169434,0.03533843931184787,0.04235473099213715,-0.025585185166160908,0.06451813832172962,0.054501750076597785,0.09335782793525188,0.054829932014705866,-0.0421821426876576
CXCL3,0.01642613872960409,0.05500600036733379,,-0.03287030373441418,-0.016739208422338843,0.009765697902872296,-0.01348755316323879,-0.022044897323017603,0.01144731860164118,0.006660834925477644,-0.017729245847233132,-0.027504939442945048,0.028937044132745827
CXCL10,0.11625152696706999,-0.04033338664548594,0.00382691144242065,0.08465271817321875,-0.02542808276466614,0.022312662621343092,0.04290704332358241,0.15160857474741832,0.1090414502647404,0.019706578043159017,0.034530275725659636,0.027433552977762215,0.043903478790917785
RSPO3,0.007597371238655022,,0.04252954404768206,-0.037464515401958234,-0.04064787990388573,-0.005416989466379597,-0.014094233108460892,,0.06533891806649583,,-0.02876256478369681,-0.01690841682068475,-0.02541693338109548
CORT,0.00946867063691733,-0.021478490673849212,-0.043184690146350686,0.0599838549070959,-0.054996853055658594,0.0022208135898061764,0.0009272346462074138,,0.03163638749185639,,0.03325978820921637,,
NCAN,0.09892967748040034,-0.05259990916820788,-0.009710123246476748,-0.02202880953996819,0.03246880125948632,0.019953671194281486,0.0032191820860937425,-0.0426904943254225,0.06633917975165748,-0.020919010471024815,0.06927504411342056,-0.060092322249017886,-0.038243945221936346
PRG4,-0.0025069664646813457,,,0.011779170248965819,,,-0.0164784883664701,,0.10699530830742078,,-0.025494133877596904,0.1273471617963829,-0.0038538285572179694
ZG16B,-0.004919319075257893,0.007837445813602757,,-0.01694665261608852,,,,,,,,-0.02108297609358449,-0.024925567812785147
TGM2,-0.04239485508584998,-0.019490871648170323,0.012695825629624529,-0.023817029721225312,-0.03450802935047856,-0.04994393495049707,0.0007770360788080433,-0.058884272877561775,-0.030529878483201253,0.012871152203573575,0.02053184123006522,0.03170723892384114,0.10496072230965094
VEGFC,0.017284642943203633,-0.018582459423105012,-0.027597624997171177,-0.026137562337315987,-0.03665116775048432,-0.022589210379186944,0.08461318261192942,-0.05521182558252048,0.014811000619502605,0.02044223291021286,0.07967350922696188,-0.018741147806475653,0.03540775388823192
WNT6,0.060247634303262895,-0.013383553071229445,-0.019252519197485943,-0.03771417095016426,,,-0.01467698842848517,,-0.03095743082228979,,-0.024500053355816485,0.04062413271347537,-0.02575558976056895
NRG4,-0.023517469159428615,,0.008354319308937612,0.02952068944359274,0.06431454174155568,-0.02516571701907001,0.049148968573370005,,,-0.02985627969315893,-0.02437752655526736,-0.01690841871571487,0.014659378833924668
PMCH,-0.027105148820643507,,,-0.0018154520599943992,,,,,0.04842507289493547,,0.037664103675859026,0.03540687669755095,0.023831634049257006
COL9A1,0.05223945260247058,-0.03324145434945444,-0.046322540448221955,-0.02563266808800082,-0.03314569785585367,-0.019713404545124737,-0.022355314125326896,0.0050486612405546165,0.033797319203911685,-0.01170207007006723,0.00498779328309796,0.07164748816699264,-0.009312564931484538
GDF11,-0.004812820564172335,0.027714755818682844,-0.052179863884001434,-0.05620792812158028,0.06215127103858908,0.10213810629084294,-0.06139890666835522,-0.05249227694752097,0.01137445821125516,0.027741206445295805,-0.005478676377720192,0.007721921469182777,-0.027251864328008097
RAET1E,,,,,,,,,,,,-0.018548415193583582,
IL24,,,,,,,,,-0.015663663996305525,,,,0.1060924399635427
SORBS1,0.04959719159164519,-0.015045010621765357,0.07619753058111928,-0.0159405266575374,-0.01015121464398632,0.093852657375219,0.03126512797475129,-0.009445345521864176,0.08573354944995908,-0.0004431023035831818,0.011077904676814089,0.008514192367181145,-0.037429813962577795
DLL1,0.036657808733409326,0.028825598011507508,-0.017624219908101774,0.02075365668821354,0.025193101860285897,0.004758148318229558,-0.010694514294523262,0.07030415716425278,0.07823413545409598,-0.021658691731412986,0.038707363273761446,-0.0007401350889609001,0.03823041487538706
TLN1,0.01857085178906157,-0.021717652926840605,-0.06353265638995567,0.0031869290514207256,-0.07878919714800545,0.06341896169544246,-0.03312963630684709,0.010743504340520004,0.005129401136436841,0.018818448713108973,-0.012597936045085226,0.035474315064163375,0.06216402553936042
COL2A1,0.03889509734525608,,-0.020857708521622352,,,,-0.013692635496035041,,0.01151723537913226,,0.020918523315856072,-0.02460746136118197,0.05352894157894486
SHH,,,0.02786721969301814,0.021449558181091538,-0.01796579153320291,,-0.013068151312394066,-0.018372295013122743,0.04265199048750229,0.011137299976479824,0.022257685467707386,-0.0011462777976171434,0.011353671369375398
PON2,0.1071993184806648,-0.010674840468877502,0.03232170838028049,-0.012806855522196476,-0.0328167530367667,0.05739915040061951,-0.0065577779773234035,0.005096706687783847,0.12455055752596343,0.058472001307544035,0.01711616334541064,0.08933661914954785,-0.01633244529981362
ICAM5,0.06203508312433287,-0.017227638531351935,0.05076696868976716,-0.031697505544755644,0.06994734244355894,-0.027163880624995085,0.07106866978539568,,-0.016024704022711868,,-0.028194877758697733,0.056577866568926466,0.008326429798034498
HPX,0.046756526891222575,,-0.01925252049620424,0.008755749372241972,0.0024131251955794232,,0.09912849128874192,0.03345423147469236,0.03587632815062749,0.06912233914541124,0.002386674614800134,0.01719506822564324,0.014250429148430612
SFRP2,0.017018269098899905,,-0.036600914691442846,0.03307547075494936,0.025408372641903706,0.13854979022452374,-0.025636368558330194,0.05364901260388389,0.049873924221061953,-0.06250524708420281,-0.008281134840682875,-0.0047775784367241865,0.09882645866816914
CFC1,,,0.01549646469420101,-0.021327523675312234,,-0.020534357039223076,,,,,,,-0.03427212985926897
CD70,0.024291902933765163,,,0.024770670094769572,,,,,0.018100699621623112,,0.047032803638298884,-0.02579684786955385,0.035890614944254405
HP,0.005072616466264919,,,0.03356502044484417,-0.008069845191800346,0.08269752254932507,0.0014014963675971685,-0.0004376351350420006,-0.010059142464464236,-0.038238207061183534,0.028241246941583455,-0.025293145052449038,0.0008046457158294131
CXCL2,0.035197105605391736,0.02686839375537581,-0.02975560387999118,0.017436143289219233,0.0686101128666168,0.014819077515887942,-0.025865012305406308,0.06800926539428483,0.006613082007125673,0.03139530268500773,-0.04596558384358895,-0.03558036007241379,0.039784960707471576
NPPB,-0.03294099004762573,,,-0.01867524709250826,,,0.003072658854854713,,0.001375381953532608,,-0.020977614938758753,-0.01715170769277355,
CCK,0.12036996196423382,-0.04252408825239207,0.06628862814513467,-0.008597593802597015,0.12923715975521705,-0.0919162805564498,0.07779418348492172,0.03575947199909756,0.033676557913467436,0.0943871139510819,-0.010388024842336935,0.03426517212776167,-0.015976724226601898
SEMA6A,0.0012264009876347328,-0.01266224502883423,-0.09310132698505821,0.02000635290759812,-0.0421295202372528,-0.01705956821099697,-0.03173647476100443,-0.010505142362116436,0.00870453606071925,0.015868558521395744,-0.003811834961378088,0.02899085272655725,0.01910069539947136
IRAK4,0.07753408695998656,0.030896613727383757,-0.04314215027102612,-0.06140120116141491,-0.05063393067290071,0.020434426500142655,0.03184805081695277,0.0659943158778248,0.03764351754630476,-0.03442143033616058,0.019544377045551984,0.08479085755882852,0.008418731192083627
GSTP1,0.036460596142119724,0.048814384174832144,-0.06221820871975187,0.06558351054311323,-0.04607228622224971,0.05085162703250635,0.031199528507354586,-0.05856192793951405,0.07958773176796953,-0.012184657372685915,0.01348364696288847,-0.005928039900061363,0.03173340826622763
VCAM1,0.059909669593090596,-0.02477432264272433,-0.02541547523413019,0.007555040556064921,-0.015396434319547765,-0.031420286501633525,-0.01582570592133763,0.015251294856354378,0.006732860237561563,-0.014340465682270808,-0.06406814028977971,0.11982095782922375,-0.02111563018414464
NXPH3,-0.0018695795140139348,-0.0017350013151175155,-0.004922709426059145,0.061396868456120086,-0.0339671819973682,0.02623364962231134,-0.02165323156101606,-0.038427987337010125,0.03713260243594382,0.0334522438362356,0.02019716344901471,0.07159886680852637,-0.05624704021728218
MTMR4,0.042886089151586454,-0.01492084288798728,-0.006846616517093265,0.03841080689072008,-0.019001385271615136,0.02946877121513086,0.033858773869659346,0.010910959988487174,0.04560996384377263,0.041793852158224405,0.009877092110426443,0.08108874488785425,0.03466833561791788
LAMC2,-0.02585523277322775,,-0.026379066061728223,-0.023510052600741977,,,,,0.0197887395558029,-0.028866407308085807,-0.013623713125730803,0.018269455460330746,0.16232250215130314
IL10,0.030097492545205377,0.09896615473443958,,0.05199178701269155,,0.07471922350499564,0.02950527796683673,0.007187920704208678,0.07414807958948214,0.007436558843028068,-0.03392583282964813,0.12750078888840632,0.0007773823419462404
SEMA4D,-0.004105275785292002,0.008133829898125135,0.018348262683619176,0.040812268896117714,0.012699148610085708,-0.0016227343150452813,0.05389957435436287,-0.04205375103663938,0.017125266112787575,-0.005384603495132641,0.04623827386559159,0.07472273681467631,0.02110908850941571
TRH,-0.008479424852228171,,-0.03608706980954396,0.10515939583463087,,0.0388358440313004,0.035249997633962235,-0.0007660674592266961,0.0854213675979572,0.03333813604836711,0.04577682693608064,-0.019211062834707093,0.19271816520375054
SEMA6D,0.017455276657975565,0.007774247854193887,-0.06814903276963459,-0.007921165481720529,0.04840143396329415,-0.0002111257324750423,0.007783045881491863,-0.11601520199142577,0.025776520395206625,0.05489796456327835,0.021852070783882457,0.0496454400898487,0.017528656120031898
CEL,,,,,,,,,-0.02557300852681963,-0.01025620614164366,0.019877858019179503,0.010162125051142678,-0.03984773375593084
PDCD1LG2,-0.045306006104684104,0.013352577721500716,-0.018524716754263332,0.07286862087031233,-0.059764273862068756,-0.04578054109336966,0.02721500801029008,-0.10288248033578688,0.09620603824704375,0.0062163118699076845,-0.031299373447263676,0.044799999801923805,-0.014313761698250872
SPINT1,0.03572473600811466,-0.04306756643871588,-0.007751257004117434,-0.005949391687751573,0.030810971558479762,-0.013773039353976085,-0.02209539411695349,0.09361478145646723,0.0015877021267598412,0.006366660399509804,0.07595960700292331,0.06289879507665785,0.08165546709100675
CTHRC1,0.026922205247304126,-0.020076839906097894,-0.07048261693932413,0.020847890664109234,-0.004094058198068162,-0.0035917884130979337,0.04375351598632082,0.018659933457299015,-0.026626422793042375,0.006227481611903225,0.019717441229707228,-0.03266939632785355,0.08032850481635158
PODXL,0.05466711951976656,-0.03111095300155781,-0.019537929296597457,-0.02447925462103009,-0.011493842412908292,0.039709011358271,0.06365324650821325,-0.07392437314079554,0.03324828099727078,0.029181062848992228,0.04027786062720145,-0.04332461043992306,0.13918722028927763
JAM3,0.02327335949413181,0.03237903794246049,0.04753747834560973,-0.020984583933652,-0.011630556579114234,0.05387223041670392,-0.06369547112561025,0.016233924204902078,0.024269717004702186,-0.02640914585498481,-0.01951294745216893,0.029979641910387576,0.09031527849276487
