,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.02030395478834297,,,,,,,,,,-0.017760866780547304,,
BMP1,0.03336934210799977,-0.01148903614825964,0.0016373713595884674,0.034660437702963655,-0.008424483357419384,0.024202006584220084,0.09354427913892,-0.036119311402247084,-0.04586280117626375,-0.030754661716904497,-0.024306671854707546,-0.1477583264324253,0.06016056207903172,-0.007678285669292882,-0.0026200849623982717,-0.08319282884930357,0.04496239250761984,-0.022238061174823222,-0.053870944692110956,0.11966175639730944
NDP,0.017913893588654698,0.02899058864868165,0.04238292916621329,0.0036824180426798634,0.0014092048150199886,0.09685589207563487,0.010442447312502086,-0.05409359972191684,0.0446872118978038,-0.0047548970138363315,0.012996298573953756,0.00799329165998547,-0.029821063010654333,0.05941889102420915,0.048254351956173946,-0.04055219326769858,0.07177592856286648,0.07132285478522009,-0.042294318711243784,-0.042173700790541155
TNFSF18,-0.02962342953455541,0.05012514024255397,-0.04868138782861236,,,,0.03903977628113353,-0.030150763319263283,-0.014682541467341378,,,,-0.04663385688395152,,,,0.012659434159809567,-0.0018956013996053553,-0.03543514152928804,
IL36G,,,,,,,,,,,,-0.024801078405027235,,,,,,,,
RTN4,0.10149079616513504,0.02318329889461495,0.014529522731158939,-0.06986726223309701,-0.009267595307184226,0.024842736058506665,0.03616174476939822,0.07211842418047634,0.08879394836315327,0.13424965230977867,0.17887114758422606,0.17479413253147008,-0.10659127667483524,-0.011666537169075463,0.05711488910950586,0.09810814091256287,-0.010935137888624902,0.022148533334701515,0.08513113946846546,0.08907302462048029
HEBP1,0.040915567044711484,0.02522581878242483,-0.01097869592174313,0.03256053581870781,0.002996469127389198,-0.04671649971612345,-0.00822250352112523,-0.0868835933712444,0.015531455281816571,-0.008665942305248817,-0.048955788805387805,0.037649590502992096,0.009857899432509795,0.03465067141006131,0.020075630241150645,0.05615478191903586,0.028119427051255752,0.05959498227984431,-0.04864792895215196,-0.018535245298078065
WNT7B,0.11084279990742092,0.04409733195241171,0.05511906870114951,-0.03985031724582914,0.03659653530923101,-0.004229915329513357,0.050552735065186705,0.05848270355237596,-0.013930419077386286,0.07264729601692553,,0.02373871968114352,,-0.000936813851441576,-0.006469139300349217,0.03823334550546546,0.06351484258893654,0.031529778321256106,-0.020791122501892467,0.0033727836313884874
PTMA,-0.026258349796937842,-0.022931702687803576,0.03692165272401678,0.032773026352499506,-0.020160120448949017,-0.06309821083206511,-0.026255127097655723,-0.007252698915137629,0.04032774041377424,-0.04037425269058526,-0.18408347906289885,-0.2275560386958645,-0.037199748577533075,0.06402818764486856,0.016109012674158707,0.04363506138230096,-0.027219119703231025,-0.10935028741496373,-0.0791509783479507,-0.09551008545947871
FASLG,,,,,,,,,,,,,,,,,,-0.015403993699561419,,
CEACAM1,,-0.02755797205218306,-0.023206896975398128,,-0.001988812842807476,-0.0064691598698322535,,-0.020344926524216232,0.06429020382013505,,,,-0.03279151582516098,-0.012584578023363989,0.084383266677599,0.010749413076691236,,-0.02143239479807837,,
PDAP1,-0.10397310899889833,0.00648768397960666,0.11193087731992313,0.06931694646671294,0.01586880396551191,-0.028224376308608808,0.08448003672133449,-0.01690142204723427,-0.01827633030257771,0.016374155837507422,0.03256697515284579,-0.11613697224381889,0.03870196540994982,0.028428448741443704,-0.057460570069266054,-0.0002094709785786759,-0.06335651770397442,0.08094380616936,0.004613944767344787,0.006435170306228142
QDPR,0.08905483343309857,0.025890383546732683,-0.020148981911798508,-0.02959871239978077,0.037291757550278144,0.04492024174773131,0.029652772362581722,-0.015870118128483792,0.01046967555515869,-0.012329970202814395,-0.14482331360483783,0.0791447048158833,-0.04587864789598517,0.06387369998566594,0.04460400253015866,-0.06189129857509517,0.0099198584134946,0.036040995427204,0.048520799691466956,-0.017381583464570152
POMC,0.07000710950531555,-0.0018126954394137808,0.06481370681213411,,-0.022439429688702432,0.1272099456826226,0.045237597052477124,0.07551791122243233,-0.017036460050673455,-0.015240800172831645,-0.003656867242373994,0.01761091823512954,-0.005525961922694006,0.05787664958666225,0.026019960465959155,-0.01817196779404912,,0.029189779956768136,0.00901029793819377,0.04053691601352031
CCL18,-0.03972745476942055,-0.023875855189550047,,,,,,,,,-0.0148814406123024,,,0.11183626410551935,0.013482881808433428,0.020579024536419115,,,,
CCL17,,,,,-0.026640056613589813,,,,0.0581474193464915,-0.023621777838049453,,0.008583192752275133,,-0.028668226151769494,0.030766102329900805,,,-0.013961990117950216,,
VEGFD,-0.01721724501291361,-0.0036396988784823696,0.05653512595172291,,0.04325719877157626,-0.005563869049761755,,-0.03401457067974433,0.03836818349268987,0.05017839014076778,0.053204649690778746,0.031157010723811142,0.044460189447199594,,-0.004287835004306408,,,,,
TNFSF13,,0.0007836943252869785,,,-0.01837571482998174,,0.0524855514941902,,,,,,,-0.02833656029581417,-0.07173261175226384,0.010841195998419144,,-0.022749897537235674,-0.03854837952639743,
WNT5A,-0.012934870114257334,-0.0020878212707205472,0.03321124689099301,-0.04439519849687232,0.056298230288623526,-0.06355117179455996,0.009854371907500976,-0.07938368669250452,0.01850811356272039,0.026107582143604747,-0.0688759438507131,-0.020397891894821836,0.02293702751139962,-0.11001444583476758,0.009053386197445381,0.013772343641091898,-0.03734050292498701,-0.022935880037413228,0.03285911021677306,0.03777963243141413
CXCL8,-0.14132029288467426,0.011518269737176273,-0.031123239138504233,0.019896814683508266,0.03418652710607914,-0.002242397505316038,0.03054548432052118,0.008418046674255435,0.010420158737318268,-0.016135525161113388,-0.03299153861129465,-0.030155717698281605,-0.03939385724426477,-0.03736832784469108,-0.09778786213033094,0.038357481166297176,-0.07825830791397417,0.033344223373154465,-0.027861877387798432,0.00426624670704201
GRN,-0.07969344939362681,-0.05644376305503763,0.001035573025994203,-0.09117847179726005,0.0070375441765685035,-0.014239304549965555,-0.02158716289884028,-0.06967314087887747,-0.003978023260580349,-0.06281412469647403,-0.08177685835924527,-0.005725613748024489,-0.023096416858803304,0.003781915805251079,-0.020732120471178474,-0.06879306996226994,0.0969946701930118,-0.04352180443576799,0.006309849632482573,-0.004408775789990522
MIA,0.01076941855160592,0.015356013498056159,0.013707422651242885,0.1312610880782739,0.10541235040278032,-0.025108425689740258,0.07343932271936002,0.0009038806365144099,-0.035992454275349424,0.051560489139757595,,0.008051693516157542,0.041795012329117386,0.05687344271307258,0.10375771745102727,-0.07869966587559919,,0.024993711354189124,-0.006360287267913251,
COL4A4,0.03342522491603084,-0.023405808244601364,-0.022683117128816523,-0.04041141947111805,0.015511711089177654,-0.03443849904069004,-0.03269678140536885,-0.020008040379474408,-0.01911828182513175,-0.015187402668549543,,-0.032258436140372854,-0.005816117395921412,-0.062026242524194905,0.07460789932256782,-0.030467242570558602,,-0.0004978188696143375,-0.043083651033393545,
TAC1,0.1271006189263043,0.05487416137622716,0.01031238499519335,-0.039877534302274614,0.04627970977719114,0.1160199440242367,0.025137397902201344,0.05845798550005469,0.07244665076061392,0.02231367086677125,0.04988376036442278,0.19954812970998098,,,,0.011578278440118541,0.14302049928120034,-0.018354455724956673,0.06109157076794064,0.034913582166227045
RARRES2,-0.009273134703043853,0.01402858974898645,-0.0033361141423162315,-0.03086282307306525,0.019443910623529716,-0.04413513800356931,0.030049595268606788,-0.10166374536953296,0.07071154152079986,0.030016310824359158,-0.010164214408843436,-0.05826766716723761,0.09950707879760934,-0.028029069746669688,-0.04600977043434021,0.017000367904429242,0.05614569419630211,-0.015167528988101127,0.00016342468390198467,0.047757768457819594
FGF7,0.08581946498345143,,-0.010855724075547381,0.010802361783345728,0.03738931419416128,-0.03335524851652685,-0.030460083619028723,-0.04191070048683087,0.048520985314504654,0.012210101663414357,0.022830798862892514,-0.027351185746701676,-0.14720124735502657,0.04909890285958546,0.01057508429035989,0.03134859808472391,0.019026161135455716,0.07169986797440037,0.035084552436425775,0.05732472326264547
EFNA2,,,,,,,,,,,,,,,0.02168184836481537,,,,,
HBEGF,0.02525243689131751,-0.03587757575163003,0.06601715414421791,0.026318006393985387,0.08067091485535446,-0.030379534731808953,-0.002306829174256109,0.009056288065616105,-0.07148974575642894,-0.03057652882922498,-0.07757815020476838,-0.01357029648105262,-0.03666281520084762,-0.018356808547622314,0.04461011241549829,0.025879451235065305,0.022026646878595995,-0.015025786280306989,0.015339488763289723,-0.008156424183894409
CSF3,-0.016622443248064746,,,0.00788746650291816,-0.013401346433792502,-0.03139397009041479,,-0.021168121614528124,,,,,,-0.04716628580435657,-0.09375620190936196,0.0030453255679535503,-0.034329522014903975,-0.014699821703004708,-0.0002460687271219357,
PI3,-0.00851958946447857,0.03388127443890295,,0.042082851995612694,0.0824024626353162,0.01049250723841297,,-0.023835584326922756,,,,,,-0.0036934747749849707,-0.12318901298930217,0.0074800971983413865,,-0.03193782902362186,-0.06699679993825336,
PCSK1N,0.1728733462294243,0.009271520228917727,0.004112060544636599,0.015333170910031727,-0.07434788985693537,0.025856704961418977,0.023454899677985912,0.005962202741141248,0.0006339972537560143,0.018583646773792095,0.19294111456359644,0.16473969750832893,0.010524476756007558,-0.010603295955459023,0.02278610049621967,0.038741026124790585,0.04594258591237509,0.03944400210985257,0.03828390866713045,0.049189941353940024
NTS,,,,,,-0.029014461460613865,0.050301420351825436,-0.026018167806494245,-0.021840414627323373,-0.024693952011503404,-0.028676113961677366,,,-0.07658107864177828,-0.014971260017783825,0.0777425006108192,,-0.0020239744465099315,,
