,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.006511652444411779,,,,,,,,,0.020492632609744117,,,0.0016079563633877387,,
BMP1,-0.003744641768044539,0.07707811180457186,-0.006379892631758677,0.0311741516017561,0.059872018152081194,0.0030586248786601228,-0.007233551220838978,-0.09813344228880601,-0.1784638513765741,-0.0830011795108312,-0.049449998184491174,-0.10640424781718147,-0.27143602307167825,-0.10981671213177385,0.09252865943116789,-0.0061225881014099195,-0.06201797260695338,0.021029417012869166,-0.017661437425803953,0.00977271040976331,0.06213607271444027,0.011842334069792713,-0.10120521361724799
NDP,-0.017154926448716377,0.07064898560304192,0.05389744156385082,0.031120216082155164,-0.03437656022828124,-0.0027543303612096014,0.0546335596793787,0.037816768439920156,0.04921550325533297,-0.00486277155284756,0.05834693196180079,-0.02863417201436802,-0.006337397150245508,0.07744691949054626,0.0990442472960241,0.044721293905826014,0.12440742494678295,0.038139630150102716,0.0077514155674025,0.06972888863842631,0.003688303002985628,0.0158206079157048,0.035921603459989036
TNFSF18,0.12467221771136008,-0.042808811406923025,0.06592704909791557,-0.00466804898076643,,,,-0.0564657620665286,-0.02833448664942036,-0.01562628501971318,,,,-0.040761253365818484,3.317900521020459e-05,,,0.03361739059545753,,-0.04079964079602554,0.02453991699869714,-0.05808337539517692,
IL36G,,,,,,,,,,,,,-0.0206213117522759,,,,,,,,,,
RTN4,0.024352777705074057,0.1876954650970328,0.05381591199547466,0.018406902475596988,0.052203124667609464,0.06058109634805437,0.17345762953204685,0.32437562646628787,0.2093061911914368,0.09577212589726988,0.0737745684032505,0.2958698056329628,0.3893717611953948,-0.006344999784268452,0.07306721652548093,0.06714811944087083,0.006257039940848048,-0.006980673640656408,0.1745985163451222,0.0036906845767992564,0.017350886326946396,0.16468699109012316,0.005898157981750174
HEBP1,0.02195443084991002,-0.07330657738669287,0.03119497174918114,0.017214754561860123,-0.02028932627619554,-0.005805372311317976,-0.029804776414606715,-0.11313740587404124,-0.07128734496917005,-0.00868499663708214,-0.028543959329707644,-0.0992251924931182,-0.013481413725031378,0.03973151330892755,-0.03814881761801311,0.11130629596408502,0.044801306268823664,0.003164762173568576,0.0036377963346972473,-0.010349787304577734,0.030225779975615687,-0.02336038836596783,-0.019358761010501484
WNT7B,0.059508623393246744,0.2500094727169206,0.042317051175096286,0.06586984631602018,0.005039344205540529,0.06906795214410234,0.04913372595023492,0.04232972159157,0.08230925107641067,-0.039343880567564826,0.06450243967305941,,0.13058298073630517,-0.06091728711296004,,-0.028394402207233615,0.016886362474724855,-0.0328883837088568,0.019914702731852082,-0.0706495145869975,0.017292989939910172,0.02361255479185432,0.0765620085551732
PTMA,0.09967990543880839,-0.13056523678279636,0.01996379363197447,-0.025046824349667485,0.08779667337857994,0.00987051074750054,-0.14567177090576655,-0.3327486528214175,0.011524943068578888,0.06738608688022098,-0.0915796791432225,-0.32473279648270237,-0.4053244326248278,-0.013198071122768173,-0.042713801911063436,-0.029751869388727297,-0.03876465137395291,0.010936575338261147,0.030639354429538093,-0.04596785991728754,0.005335062151421467,-0.09463808492087655,-0.017751295227464898
FASLG,-0.007614838878975187,,,,,,,,,,,,,,,,,,,,0.004159517785349397,,
CEACAM1,-0.010501663928271097,,-0.06669658156784133,-0.019977522878577535,,0.02242131910690388,0.019562739732618035,,-0.031499552587621334,0.0391996039859522,,,,,0.0019294222891240234,0.052111050635042955,0.08340913397559542,0.03165693817512344,-0.03373059999077556,,-0.02163381712922269,,
