,MGH258,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
GDF10,,-0.053762662026703094,0.0009060369710026382,0.02632141541819761,-0.04269736008893859,0.002426218167579824
EFNB3,-0.013780560139490059,-0.10844804187163484,-0.05731695465464597,0.017101208805917898,0.051477835401826516,0.04580485516980079
LTB,-0.024748844398370225,0.020786837490315783,-0.06332814005427949,-0.05673677717595676,0.0012352269693483,0.01262531934510379
ANGPT2,0.0030098141838843483,0.07252591373083797,0.08530663358082596,0.0011654233890173796,0.0481722701272807,0.011077615606489151
ADAM17,0.003345541995735352,0.013890254119700483,0.06697059445118493,0.04857583598268553,0.006791399340619072,-0.014182935313173538
LRPAP1,-0.010665896743248917,-0.07830749921899793,-0.061117244258074986,-0.02973188808246279,-0.01866375731734908,-0.024667893611546036
NID1,-0.09193245294856006,0.055468932224677484,0.07369784156572401,-0.012715985955240944,0.02987323080185429,-0.01182955107319435
MST1,0.007617157521298707,0.010756246024868207,-0.0460810730237595,-0.06132867754293097,0.03083210933284553,0.08667232397471525
IL13,,,-0.036453431053200314,,,
DCN,-0.05796106749569225,-0.008669334807714086,0.1337498108239071,-0.012825410712879143,0.04602219832333038,-0.005211331227783104
IGFL2,,,,,-0.027469704815497056,
COL7A1,-0.008489819254631933,0.056244727669576916,0.007057292811586265,-0.04036692088369122,-0.0144642807427208,0.027048393404844488
CALR,-0.0037325505257316547,0.07076248746253411,0.003939955927755726,-0.02732306603446736,0.03397453843279526,0.0638614668658396
PIGA,-5.53555471431252e-05,-0.09230747313185202,-0.012976478596573485,-0.011818788355544148,-0.0116037028475028,-0.0082942865981136
CD200,-0.014955518281497977,0.023366504966847574,-0.03493125524463454,-0.018666359178993983,-0.010877677617300864,0.04001181018567663
GRP,,-0.04975366176400732,,,-0.025897152751516828,0.07048404077289883
CDH1,0.011750783475484293,-0.044093500716936705,-0.02938382686322832,-0.0230961518690243,-0.010916614850104976,-0.030388064837392002
LPL,-0.04545899725561843,0.09342500140826408,-0.11991641044625372,-0.06409003669355923,-0.010085120865745928,0.09199004501080442
SEMA5A,-0.013390473279481046,-0.013635093627231294,-0.0821659926791305,0.026586399410245078,-0.004241585329650967,0.02346266153647802
SEMA7A,0.006812534120954952,-0.020394174953118908,-0.07482330633937617,-0.006956029694949312,0.0335384264594943,-0.029601894710040457
SEMA4G,0.047816451881347664,-0.05495155156554876,-0.06722177570791837,0.06995646524986973,-0.011094408837982211,-0.050375911741054435
SEMA3B,-0.030083594926859376,0.0019258079200056468,0.021773494905485555,-0.014807292082118067,0.06398495712597081,0.06047324252017952
RPH3A,-0.0800173093367802,-0.017523424930606612,0.062460742806878626,-0.06584306265740596,-0.015753528566913002,0.050249170695461906
JAG2,-0.031982784256546846,-0.03457376279863456,-0.0319218693419857,-0.011209571084514279,0.018963758025276358,-0.046771225754639795
CGN,0.00781840809766851,0.06915194512358422,-0.08311350005210312,-0.06802563634544188,0.04858251384701042,0.11153754560543945
GDF15,-0.05280532981035959,0.0012444965864547106,-0.009868711982155463,-0.08551698176898265,0.02750831152827555,0.04334789885871013
SEMA4F,-0.043764576298625076,0.183213304353848,0.04589681151302506,0.01333151915989609,-0.012992142680575513,0.007175931368967477
NXPH1,-0.03798866082391509,-0.03904313174547384,0.0008209503643485405,0.05399294685380143,0.005714961653163153,0.08247250879178307
ARF1,-0.016066438372044967,-0.06440457896370531,0.08748979507072863,0.06261487321337755,-0.05153779232204409,0.0606630773358254
EBI3,-0.012965298787885953,0.07030809770543626,0.018869381963567983,0.1026514365558161,0.009376269673323676,0.056011254173549886
TIMP1,0.07278171517081361,0.04943899344228696,-0.056402751500396454,-0.08707740858315766,0.03798146747371974,0.04557443690241139
SEMA3C,0.07662699909787744,0.06940801965708153,0.024060139713473167,-0.018909182409843586,0.04324344827911656,0.025434155201856393
GAS6,0.020525796213620478,-0.040824279756752506,0.0305553930108307,-0.007152145822335944,-0.05735894971188206,-0.003219780799908902
MEPE,,0.013344036201935815,,0.057827636909658434,-0.03946362946752554,-0.05512671629663589
SERPINE1,-0.05087544049201499,-0.025098219204615836,-0.05928832098486477,-0.08088106486058849,-0.016497525243481335,0.023044008224798664
RSPO2,-0.0028170469888020543,,,0.005820405385603944,0.008303612916310713,0.008443529858216932
SHBG,-0.008287730499648226,0.15418471832188274,-0.03475248386750707,0.047219966842277236,0.05573369344736145,0.14308965714641
LGALS3BP,-0.06889400972580088,0.00980910825996128,0.01790787716727452,-0.0017330094640503162,0.009514237567858252,0.07737253913989875
LAMB1,-0.050618504380047016,0.11039124390704914,0.07473082930353879,-0.0243876300434559,0.03695229074076351,0.03431518232698791
SPTBN2,-0.06061132840099839,-0.00709873030878793,0.02462620000418361,0.022374889084715962,0.006297833336259771,-0.024566724536086704
COL1A2,0.00944449526217011,0.08950774277367922,0.14139933303037994,0.004957825769730486,0.060217573148815054,0.010430139028450839
DEFB1,,,,,,-0.028992162225776767
CEACAM16,,,0.009359184198246813,,,
WNT11,,,,0.034272298653564404,-0.027592814259639994,-0.026028274272709418
LGALS1,0.07593715441628908,0.10078881509273185,-0.05261291441963134,-0.04989376316808767,0.08005451547464218,0.009534970497900403
BCAN,-0.15675314532122261,-0.10175794864124302,-0.08920423649232018,0.0009794287177469693,-0.05962795454104272,0.046300015240810885
ANOS1,0.04544547125839163,0.0325918249060713,0.008550768547353562,0.037278472125536595,-0.03737560861213105,0.008025384911462331
EDA,-0.0034269048528425324,-0.04409348713393215,-0.003253188721759131,-0.028924306788418095,-0.002117218087888912,0.014891360777371224
FGF22,,,,-0.03004194206296179,-0.026165276430147183,-0.007704536534428093
SHANK1,-0.02799640048568424,,,-0.03531590453633859,-0.020988390398113784,-0.011595539196243326
NPVF,,,,-0.022300320034769866,0.010273067354505467,
RAET1G,,,,,,-0.023970809475701196
TGFB1,-0.023886854497258133,-0.04268836067602506,0.05777361789502341,0.016520171500934263,-0.011880391695328986,0.06432141811819801
MSTN,-0.08918594641751319,0.07182176650553088,0.0019566201521673656,-0.02525043979235902,0.07268581946830224,0.01392754884799046
WNT4,,-0.0377596507231749,,-0.009124930566709539,0.06133948422942311,0.011127307802945673
TNFSF4,-0.014201018178574741,-0.04374230158070728,0.1702772736064957,0.02780499254713857,-0.02742120954471249,0.07252217425939567
NTN1,-0.012466776310445437,0.06497902364719829,-0.0007476543080695966,0.03509506101562209,0.0028110441406402373,0.08259948731049538
CXCL12,-0.003163374470369679,0.048519534875392394,-0.03495399050643491,-0.034207254098823144,0.006251574837420396,-0.03736473766202687
GNRH1,-0.03610068520330377,0.03414452924470933,0.018507968775737876,-0.004536397747790466,-0.029188207364322875,-0.03287676312689509
FGF8,,,,0.09752586372535345,-0.032645578798937765,
RIMS1,-0.030018125230369407,0.08853709501356301,,-0.014954935165412941,-0.011216514120326159,0.003250607215852334
FGF14,-0.0802480049921474,0.053192033199680064,0.08920048277893293,0.03187357681396289,0.007646957655627848,0.07162529672633536
IGF1,0.04627925339123089,0.0228902132042908,-0.021555054523291973,0.018885909872055018,-0.02768951546841021,0.040763646773551224
TNFSF10,0.0525377167638396,0.00887266394785733,0.06798212040829713,0.13033290422027577,0.025128696452303492,-0.006739958935052054
GDF5,-0.023489359530961113,,,-0.002005041391152559,0.025156324127679375,-0.012128026048781283
CHAD,,,,0.04003467123354461,-0.0029905009133944305,
RGMA,0.00536577350222992,0.01584797791133509,0.01217643879453674,-0.02532767949289049,0.0006188051803491894,0.036529426427279986
WNT16,0.08270607575573713,,,,,-0.007803031296604093
CX3CL1,-0.011185516897883186,-0.03131344210108048,0.06308919363245155,0.008545889806609497,-0.0002218599054099044,0.015322641941740548
FGF1,0.1226650465808731,0.08808508834701001,0.09558847950620225,0.02952343122905086,-0.01882608982541259,-0.008945146341030361
ALOX5AP,0.057923755744217806,0.022662216077152124,0.011671680129292249,0.03824596232441318,0.07656840940685629,0.024722934225798292
IL1RN,-0.02090404257528791,,0.02471314536233092,-0.042070741386731975,-0.016887500086767846,0.029857890232083316
PCSK9,,,,-0.019451722069526875,-0.025076877409030134,
NPW,,0.08063827717373229,-0.03297564447784193,-0.04348997458705384,0.06560578510629386,-0.012443970344972367
CXCL9,-0.04735994087393854,0.01653722034142946,,,,0.04813214220657477
ANGPTL4,0.09158908612816191,-0.00580678869731888,-0.10667410686803096,-0.11070686247631524,0.05186076999037528,0.012874801397719932
UCN2,,,-0.013025949111901261,-0.03363409422504888,0.013994095911999084,
OBP2A,,-0.03695429537456337,0.026950501791445335,,,
COL4A3,,,,,-0.019843844750472843,-0.028734100329823244
NRG3,-0.03794092494087146,-0.023775880851967208,,0.10969272012587077,-0.04537275185266807,0.012071510360576002
IL23A,,0.009744826322266194,-0.04363731192336858,0.07168270722154102,0.00627266617117178,0.03197033232382765
COLQ,-0.03814081344977657,-0.008238286540545186,0.039261150831742746,0.017214693600313302,-0.058354424892354054,-0.046181198104611756
SCGB1A1,,,,,0.07614917329212104,
TNFSF12,-0.010556037027682458,-0.05115226768994311,0.01975381417576332,0.007815646448318014,-0.006075940310672326,0.012317759057878776
DKK2,,,,-0.022961399396254037,,0.024129297860657793
FYN,-0.031174400746754056,-0.0001321936012501659,8.501102608077148e-05,0.0059331793967618875,-0.07996723507842761,0.0659525442666315
ACE,-0.10304619948502765,0.14347087989177124,0.06721290428102487,0.01603261857861559,-0.02605707546230067,-0.0065949281918353825
IL18,0.023941005126471637,-0.03906794013480954,0.013048933130158412,0.02975198593587946,-0.05459611543456532,0.04653737839366992
PPBP,,,,0.03354967634400812,0.08242478465893387,-0.026865833162706135
CCL27,-0.003532648406292848,-0.03400547631552888,0.11527783899038253,-0.005901931189363958,-0.013376600297123823,0.015861818811263854
SERPING1,-0.04759011211345691,0.07961824362776093,0.048988459251958175,0.02672873076292122,-0.06016668528334801,0.025942806298946117
AZGP1,-0.04477337949653689,-0.0079336327424697,0.05549562142531788,-0.0772967673810409,0.06450969412673224,0.03897774735292298
INHA,0.024823012523191898,,0.024713547484980624,-0.046693678958260265,0.05115786016257093,-0.018942706239330663
SEMA3G,-0.022281651258785735,-0.047765960064822824,-0.059993261663435486,,,-0.049049102638572546
COL6A1,-0.030127158726573334,0.066995723271028,-0.13470319378162884,-0.008838012755964053,0.05999122808867495,0.046942480041921475
FGF17,,,,-0.049206343676229815,-0.0229737395937919,0.023246779722951846
TNFSF8,0.08444291265235665,-0.023419898516731492,-0.045516431702265804,0.09234656899670213,-0.02746970186005552,0.0896578351266117
FGF20,-0.03439581939122286,-0.029343737198710824,,-0.0281020467006791,0.042050592800230206,0.11673481829913473
ICAM3,-0.08179527306926666,-0.06974982289615292,-0.018868488326795194,-0.04795391085186198,-0.004731802640658678,0.06093975028934285
LAMA4,-0.043744225763352865,0.11403330838426974,0.08396578032270341,-0.037789804325391065,0.0174490124545898,0.047560153016619776
DLL4,-0.05961180788374136,0.034635779901733,0.1289958172661499,0.05622042888906269,0.013354430336456075,-0.02107040446760257
SEMA3A,-0.002676110262331565,-0.030800103777958405,0.06709025186077833,-0.10405825643802903,0.03367591782894425,0.04569175230965317
RLN2,,,0.06890106255798735,-0.017870352115369026,,-0.02631014438635043
C5,-0.05088101964849066,-0.050114854478049524,-0.01592468263290406,-0.0007176326753514582,0.17478162020687174,-0.001753813507812039
C1QA,0.07305592463236373,0.023546886007468414,-0.0036981770275740867,0.12298910247071741,0.01748863770932848,-0.04321600039048426
UTS2B,0.019730570569499332,,,,,
COL9A3,-0.001961893191274357,-0.0073717229170443075,0.009070307634520597,-0.0814854487403476,0.008358531145930083,0.045848176366971284
DLK1,,-0.057147555354617775,-0.037380448109613204,,,-0.04627034867201761
HGF,0.05044562133494253,-0.04610638446644242,-0.07187313925762968,0.01282513801590496,0.10187411974084412,0.028634809512649764
P4HB,-0.043368013267566986,-0.08973204059413233,-0.09978398223386747,-0.00523475474810902,0.03696550424329363,0.0398296102936163
ADCYAP1,-0.005026599035244706,0.03253367480635311,,0.005630969548107351,-0.004326845413205677,-0.004545938965122472
GREM1,0.11818611583270446,0.024183431794740876,-0.03574605446834091,0.0030777889063111586,0.030588957935881525,-0.009480398258105652
EGF,0.0012010531815968722,-0.006658594418095144,0.022442427021917528,-0.02184945278114097,-0.023942729998708886,-0.02279838010359479
VEGFB,-0.04562874818992488,-0.009790316051578438,-0.11266877116398358,-0.04115611672250599,0.028460739730185473,-0.04159394269110882
FARP2,-0.022253202530511416,-0.04253283475055624,-0.09791073918303389,-0.04429525200037996,-0.03775052590912432,0.031139411119876104
IHH,,,,-0.02339264149439507,-0.015559192691669547,
LAMA2,-0.08762537721250573,-0.06416805567824393,-0.035446479526143174,-0.052109842451227385,0.06903854046443308,0.03152700191706642
SERPINC1,,,,,-0.02394273190340585,
NRG1,,-0.03032788373153352,-0.06222953923595712,-0.013945722594502481,0.06675593045525062,-0.032163916894556104
SPINK1,,,,-0.04932385884955924,0.020885881633079476,-0.03120069770411651
EFEMP2,-0.09161139914874945,0.0437485310332905,-0.08719223818179168,-0.07185015783002013,0.0344423661006518,0.055944781323866155
SELPLG,-0.04468016131071558,-0.01864691606356051,0.022945818243951283,0.019280566675947186,0.004164349917221169,0.023301113473902464
GDF6,,,,-0.0005957174868883475,-0.025230952944759886,
HLA-E,-0.05819502050324403,0.020417430739793643,-0.02187469261688945,0.07061431324664108,0.03525218323597755,0.05090447802357835
PTN,-0.13468948425821436,-0.01552493696703675,0.01366048591627095,-0.019579966691931933,0.036692415555870404,0.11171659226950846
CD274,-0.03861916533929208,0.0505600436208456,0.03850260700386292,-0.05897872877950895,0.00508630004962915,-0.0017204898410757474
FGF10,,,-0.06515187882422195,,,
CD14,0.044043537536794936,-0.047556161629506204,0.07203429063613692,0.061004101195536384,0.03850190479173156,0.026498122968298562
SFTPD,,-0.038940564537482826,-0.04411318955242029,-0.017082025020708557,0.0013111585578314657,0.039645314791189316
SLIT1,-0.04503801981334707,0.03545541119515129,-0.18982651924823082,0.005232729213266046,0.0022343198537160347,0.04202289822342596
CNTF,-0.028256213416854623,,,,,
BST1,-0.06506515780337144,0.008464326225751885,-0.027985083716320473,0.07107870107039485,0.028639912727607776,-0.004130763865733466
AGTRAP,0.04723316432719877,0.10392168949731216,-0.08321910136062796,0.03297348231298803,0.03434121333391654,-0.04061173174902733
LAMC1,-0.06472695849223883,0.10385756102673206,0.020557987852194592,0.0053363574169196445,0.058900914597969804,0.023566776073908665
COL6A3,0.05327689781847838,-0.012178632536643412,0.06905093705553654,-0.019830658017194157,0.07131500294625115,0.0375180767977465
FN1,-0.07877320578564141,0.08394901217057868,0.09226412739362017,-0.08743090741712954,-0.005073571343355632,-0.03044213893462458
MIF,0.08500275376174782,-0.046161330942576496,-0.0747542484032012,-0.11450296388583767,0.045439417253693284,0.01753238392339627
JAG1,-0.09464698957657644,0.0750314553053255,-0.08950227885766839,0.04803360892879972,-0.0575954870710217,0.030527683608152986
NID2,0.0401302303168548,-0.021018882513342444,0.06540146241559561,0.02790946296309024,0.013272041163210128,0.007951014798320121
EFNB1,-0.016900401799603663,0.00906831383753443,-0.02331437340887332,-0.012655080521488398,0.022552912874566396,0.004138926398609691
COL4A2,-0.03907627439666865,0.09208829335592572,0.03496211111473002,0.023054671548040164,0.06935866195239199,-0.01861075733324049
SPP1,0.148241420175228,0.02409779055336439,-0.0566294548783032,0.07761762729204956,0.04966923562869157,0.08338628135657407
PODXL2,-0.013684813049254006,0.02873080183833009,0.013548556726910152,-0.020254168875099943,0.03673084237429157,0.018127683290425807
FGF9,-0.02583321735645968,,,-0.028377693899061914,-0.03271164721047886,0.009103231190348116
ITIH2,-0.02702465240709953,,,0.024770452334486742,0.014074532181177853,0.034400532953232664
ADAM10,-0.09808734954896971,0.03595962700660318,-0.019558140761225966,-0.044898195320972764,0.003904826651871144,0.07725343471589044
CFH,-0.04701176715284726,0.018442574296316724,0.06842975348513472,0.03703981456978616,0.004559136069067529,-0.00218704666790154
COL4A5,0.0781851524238839,-0.006054687233596998,-0.02546276491483234,0.05149717643037796,0.030159815428901292,0.1080946753369478
LTBP3,-0.10417128326670327,0.06793116087942577,0.02455640542946161,-0.07998804200316982,-0.005854239418289963,0.04961611158890645
GNB3,-0.017195874380736758,-0.07712500287893963,-0.08300607692662379,-0.04672436189734002,0.052979393035016566,-0.05341590705910437
COL6A2,-0.03915067202964221,0.04546881653140991,-0.08513079639061889,-0.05999761537023309,0.08744847787289257,0.02148299599004898
GDF9,0.005914527785111419,-0.02049324503218771,0.08869864314433235,-0.036645456891762206,-0.034663975383970064,0.03601535691761324
NCAM1,-0.002537671672217499,-0.055751431579585696,-0.09619199519214677,-0.014087163824061251,-0.10847008381394137,0.0027981786327308015
APOC2,0.02994522783737862,-0.020104648021882086,0.01848073286905348,0.0682447813972319,0.005924307273647074,-0.0107378125026328
BST2,-0.134625956130297,-0.002841490217590681,-0.0034037106034011506,0.02207910314271649,0.05261390652878809,-0.05498997400065355
COL5A1,-0.04934733926655486,0.06145058515924308,-0.021568846483475346,-0.027213127164330737,0.02601552581745635,0.0017516199436138102
CALM3,0.020445453900371648,-0.024568130036498152,-0.10759424385982942,-0.033730718521884646,-0.022605167468682522,0.01005241825824626
THBS2,-0.04574259149090668,-0.005294427977755904,-0.09531336642367817,0.0244051399557221,0.004854622014302377,0.05604390612734549
SERPINE2,-0.15444790568074618,0.15941150693804784,0.032841047412476794,0.034026228599530216,0.03623964002972981,0.06274340600594874
EFNB2,-0.016401123342955754,-0.057254594792169704,-0.05295832058228862,0.04135660124693241,0.01100980517499758,0.02273086756874557
PROK1,,,,-0.017870356079827218,0.004542062266179725,-0.030004678633804183
MMP9,-0.05133621645147583,0.11773766473167299,0.14234234544891092,-0.07511218518825083,0.054404700676149206,-0.020641967072381088
DMP1,,-0.035295775660236374,,,,-0.025455991277076297
NPPA,0.021333806463501637,-0.013971895922974122,-0.00568995951084235,-0.0066707571699910016,0.026573432688882483,0.12020448389390956
APOB,,,,,,-0.030004678162699593
C4B,,-0.03312051838662574,-0.03755009652265047,,,
NTNG2,0.006065522017048306,-0.06996575231310714,-0.01730552904078211,-0.047072290105259644,0.038703323897269895,-0.0453038736994563
LAMA1,-0.023596183220065483,-0.020927976209271445,,0.050416885464504554,0.007021750514425026,-0.005600755470493091
UCN,0.03938630590900322,-0.01873177734844011,-0.04169051994033432,0.0036553886378170404,0.03504251251169636,0.007681658788583013
ARTN,,,,0.03553595861538522,-0.0316785892621878,0.006675734554132282
PDGFD,0.00037454510677346545,-0.033744041735166055,0.05617230725042929,-0.016286688157926547,0.003647689531369623,-0.018014172193555902
EDN1,-0.018647024941634227,0.06955145164808742,-0.014128294189502354,-0.02174378736677781,0.0027320167765782733,0.0137005499630751
ARPC5,-0.022315785989122035,0.08407877407084051,0.029710255589183485,0.017296883456532818,-0.01025880543457724,0.004115807728742365
GSTO1,0.09764612529472852,0.012712340419992247,0.038180877889122604,-0.015144995081716838,0.03845576217001538,0.030621505084623073
PROK2,,,,-0.015527942279987396,0.06399918867089509,
SYK,0.053448894843026666,0.04893866130613927,-0.002059148805891349,0.040955513760101814,-0.011558753135986779,0.0166676925696202
ST6GAL1,0.0547797013405381,-0.05897451296525083,-0.04409837017781458,0.028519329652008745,-0.036186535407502086,-0.07391408196431708
WNT3,0.012500375226533335,-0.012578558903543665,0.011537417166087709,-0.012049470485097835,0.039231822623851255,0.06973717251352549
HSP90B1,-0.051390405243550964,0.01833309337163813,-0.09067856427575627,-0.029728677632672517,-0.002533360617476143,0.05269803635624668
ZP3,0.046672533780419974,-0.021505520476317565,-0.0068067209505307995,-0.02882048371638005,-0.038145418304596564,-0.04734978153158796
NRG2,-0.016521950198030877,-0.0455647224438651,-0.03815809597397479,-0.04370557218262205,-0.06007273930405414,0.0033723679286674873
MELTF,-0.020667320835247385,-0.018637414564156348,-0.009277857612045628,-0.03019012574156653,-0.05296367884247942,0.08594205475712773
NLGN1,-0.014680349863097955,0.10280006606690667,0.026607780962024864,0.056506209102201055,-0.018291243268471494,0.08185892486512338
SLIT3,0.012031903566506236,-0.0065842777813322475,-0.021808240301091825,-0.048331234531860306,0.054841923740447635,0.011103379629713618
CCL8,,0.022992733663757765,0.011529429267267577,-0.03412198856467566,-0.01718535499028353,0.03220975934095685
S100A4,0.053272163720924776,0.05144432520093681,0.03200282206890836,0.0020749021632746932,0.059526709558877185,0.04168174289258324
TNFSF13B,0.037099469650108755,0.017989913554580163,0.03792943861635464,0.030077198059535563,0.03965528957247305,0.03148182835928836
HSPG2,-0.030979748868423345,0.07598791325099802,0.09727484552628943,-0.018785676332502457,0.04264476846472741,0.030327498726180353
FAM3C,-0.049754747602129654,0.03073590583546254,0.06725012880797102,0.04689421428035719,-0.02873266173757154,0.01850958036675485
FLT3LG,-0.028687626207581453,-0.03192629881964467,0.06162559745081021,0.04124834780982857,0.07020908101606431,0.03792856403258683
A2M,0.06448316895581382,0.07595369458688,0.01897981921619201,0.053942944150789846,0.06224909575560376,0.025816555741556564
VCL,-0.046160452715193284,0.07122894624093506,-0.02209011959542791,0.03317269955353023,-0.02155979777291511,-0.006604771415165727
FGF2,-0.017928345434624533,0.10605628794313736,-0.14796151931786183,0.010027746152831852,0.039879437088962744,-0.0769203561450804
AGRP,-0.02157763653807403,-0.004698951634101836,-0.052498575366241584,-0.018411682153012036,0.06199971033043462,-0.022395251632541417
CNTN3,,,,-0.027129193451184478,-0.0436024069394715,0.03828743459512804
RNASE2,-0.021981323021921042,0.04395975970985191,-0.029869317749521007,0.07512328427451433,0.011827331094980681,0.04124710540616089
ADM2,,,,,,0.017977164307803318
GAL,,0.04372992797127563,-0.026088733043018113,-0.042934223666260686,-0.03081916531282254,0.03909240670469815
IL36B,,,,,,0.03181305351968231
CXCL6,,,,-0.044231209595016356,-0.07704641695770267,-0.024098372335006783
PDGFC,-0.03930512490436246,-0.03417027265965322,-0.02177353647364492,-0.051903819250745026,0.04703740465971545,0.0452946634792853
COL8A2,0.009628097087156933,0.01190553771303028,-0.05887848474976839,0.012135125041286063,0.03048306993411785,-0.02023624596572365
SPON2,-0.00479524857250393,0.10618169838983929,0.08145039094906797,0.008577150193922764,0.045313954244344964,-0.029848865612600174
LCN2,,,,-0.03892011076155811,-0.002037286514070044,
SEMA3D,0.12064771463897431,-0.03175190775355502,,,,0.017598672999364056
BMP6,,,,-0.018092736926730375,-0.006764838287900945,-0.024574771720290125
TIMP2,0.02340576853047886,0.04760474990824438,-0.04212787770544648,-0.00028992022066070015,-0.056067080143131595,0.08663495325635742
EFNA1,0.0241192038477281,-0.0013962130151647164,0.0104662547389559,-0.07901773065445936,0.037878172194780894,0.06345771659140506
S100A12,,,,-0.019703676030945912,,-0.02105611451461542
TFPI,-0.04681301789783426,0.07349270982141562,-0.01886862243856653,-0.0075827262196960996,0.007483543370004085,-0.041631673527645185
GPC3,-0.030504794321196623,0.034631253954328166,,0.021851973827968548,-0.03992584184024042,-0.0196978197801045
NMU,-0.0555043308976225,0.027086150815860736,-0.007247919132761974,0.007051556155977814,-0.03062914565134778,0.08635801173059901
SCGB3A2,,-0.02673890375523117,,0.05846687905488833,0.008599259435625657,-0.024574793717564495
LAMB3,-0.023531576903627213,0.05765182466502171,0.015692876236709032,0.016056156537514958,0.07689153324772004,0.06949477186172463
LGALS9,0.07505829935146113,0.023387757117642398,-0.07875639546017552,0.030381624034363033,0.005096394986098319,-0.004270358080921913
VIM,-0.12162515120480595,-0.08710941509596805,-0.11362105145107886,-0.03047020610302805,0.0860870141995978,0.055334057746150196
PLAU,-0.05239530080033425,0.1013956681067565,-0.05030427553200604,0.05777652366094253,-0.021856949920915785,0.08104560523263528
TGFB3,-0.05892380240156432,0.020141560795759905,0.024345319734310034,0.03232471949739486,-0.0028651928353958483,0.04819020506441128
APLN,-0.056350041802369945,0.08387454392430803,0.017511258695426732,-0.05218070536991885,0.055327214433275027,0.01201726032384927
SHANK2,0.08705622530951007,,-0.04910243843730553,0.00854047872200342,0.013812727844048,0.04953238007456696
LTF,,0.04143181741152353,0.02254497953367138,0.01701437633085365,0.004135612624221195,0.001433802366425099
PYY,,,,-0.009649739722528427,-0.029446621392427177,0.13585810595268402
PENK,-0.022231983891604353,-0.08248482614245818,,,,0.01647662755447467
CTF1,-0.04324320810427096,-0.06308053728815123,0.060589961208647944,-0.04123958262450377,0.034371660555818626,0.06597790834896017
COL3A1,0.008379319458350647,0.050851823515268166,0.10784343190683714,0.03297717493896798,0.03851674777843425,0.018335133410431248
S100A10,0.11696226064085102,-0.005832853731027981,-0.09625808748486718,0.012361810819532672,0.09135723220887708,0.021493128504639355
FGF13,-0.033068122371450265,-0.031751943825062856,,-0.06003920926110915,-0.05163389347820153,0.07084664637625916
SEMA4A,-0.03630901422690526,0.09129452796976266,0.06586604050362214,-0.008468132121531868,-0.0021656828159319387,-0.01801513195806551
EFNA4,-0.033047468886008104,0.07650604380465842,-0.048790959379003934,0.01484442566034673,0.022438598033954274,-0.0044040275495310305
HSPA8,0.004001951255867901,-0.05818079244645213,0.10421563718289477,-0.12766650184930547,-0.017055766355322674,-0.03242732520485816
NPB,0.04485253770829327,0.05922130124398547,-0.0638076831123043,0.0415054670063434,-0.008787446929510098,0.07250106888958427
ULBP1,,,-0.03642837200818913,0.012438290463414582,-0.008692119422867028,-0.001634389939536323
SEMA3E,-0.0009280643086329931,0.03028915676885704,0.012517649799096295,-0.005558162314199205,-0.03596439848654322,0.022148891238933
FGF3,,,,-0.04073725465570888,-0.06691884878258476,
ADAM9,0.03216742634579363,0.0134885974320222,0.0009147572397909132,0.019781208090208766,0.07071491395256507,0.05758743383868693
ASIP,0.0048105725492862406,-0.014579356677815899,-0.057592117034842516,-0.04763676697486166,0.00044911739746150556,0.02810832562566028
IBSP,,0.13497015005504726,0.06163617842035089,0.07666630735210797,0.009859651769796777,-0.043071327442803495
FAT4,-0.022803918668929175,0.016419464381697696,0.028622224391299106,-0.024593556285923662,0.05132735502415262,0.044454436888638975
MDK,0.0008929993111564241,-0.06641521353017192,0.04080715662300573,-0.04016402223198202,0.043356319314747524,0.08717694412562964
BMP5,,-0.014534638636459441,,-0.033505293791564715,0.04307505025100546,-0.014854158272959904
CAMP,,,,-0.027769575810964554,-0.04294939411700992,0.0013217881715054743
HSPA1A,0.047305783663412274,-0.0442739438299841,-0.11322006599728894,-0.04606359217641512,-0.03748509257125418,-0.03489683583953371
SEMA3F,-0.0018819266541039437,0.07477159757383026,0.030162151987535753,0.03786903520794765,-0.021126275464364172,0.0021438342173485335
ARF6,0.05424609821311969,0.008903281656498207,0.1000047497772806,0.0027512383086325722,0.05553426032065792,0.05442257546918596
IL6,0.003451075294118865,-0.040091599639367474,-0.016647763846466074,-0.019980088815276048,0.06056652310570016,-0.0019110043273789636
CALM1,0.03263358184141925,0.05165299363455446,0.10375213619091468,0.03659166865360995,0.049116156485586565,-0.054249579022469054
VIP,,-0.031751982744459194,,,,0.10108059859850034
NMB,-0.03271137074878508,-0.007262205354592815,-0.05785480737296129,-0.07757128425263836,-0.0010175840274070443,0.026617693472734485
CCL26,-0.004124568148274631,-0.07754865136251476,0.10392595331437703,-0.034093473504857405,-0.028859957540061553,0.044890036419639845
FBLN1,-0.04118174576427906,0.07881373550367456,0.0999540528052112,-0.023967965829455123,0.0366130350159481,-0.02510045164729638
SAA1,0.014272078445734296,0.008486309133882474,0.0927339064365651,0.03795417483136213,0.052745703335321255,0.025970182041413062
MICB,0.0029420272525803306,0.006084318476457996,0.16208926589073208,-0.02070812374166366,0.07905311961244674,0.061795436786139725
MMP13,,0.06840037176596057,,,,
F13A1,-0.033515725102554655,-0.04345814995194252,-0.05090391135376396,-0.008769390967466055,0.036720886237797776,0.0003755523998052603
CXCL11,-0.04839180098644411,,0.14408112766165918,,,-0.015771889892063226
