,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CEACAM1,-0.02469432083804265,-0.01271106884168044,-0.014734424370127792,,0.025618847126765005,-0.014343782285972643,,0.01814351503724687,0.04494306724030082,,,,,,-0.008851029901871355,-0.03644313295653913,-0.0344004335229535,0.015578358200996848,-0.0540727269660875,,0.029479778939504177,
PDAP1,0.0697190079640984,-0.0720765549593152,-0.0162922259594498,0.06638008665214536,0.027721062135196442,-0.05188053330155324,0.02063235881819443,0.117106849489847,0.012123946618781137,0.0033122889938745725,0.03140636483133846,0.0415998759076652,-0.04481022544672126,0.10570233201861257,-0.03041144130661402,-0.03612284893291003,0.05973477345574138,0.04871576684128625,0.09489055420602538,0.016006792633856952,-0.02496170459605697,0.028411740144925524
QDPR,-0.00527667295441546,-0.01629463970663459,-0.06764693146852947,0.050202584899457316,-0.037952698266549525,0.037596538029352526,-0.032198904944749786,-0.19809376672355572,0.041500534757862195,-0.02158637207946914,0.016062017836126548,0.07151544954694904,0.003798050640507434,0.050148117922650295,0.11049642771302003,-0.003943802549017997,-0.0886911196174459,-0.10088361173150458,-0.10763014002498875,0.03543269325126451,-0.04364059258252705,-0.10191951787812166
POMC,0.03664243212733607,0.019386304835429424,-0.02618072133737931,,-0.04636712659481683,0.008934446502013126,-0.031777018022362685,0.08488505908554919,-0.015953369606575812,0.011518817565151555,0.07252995012495277,0.050884667674223547,-0.01599492709116326,0.14353362850948775,-0.00962376604252795,-0.006543601214355635,0.009356867562600442,0.00442885795530532,0.005219580343852471,,0.062489065133375314,-0.01709954048065257
CCL18,,-0.011855479846139919,,,,,,,,,0.07508126568639618,0.05006432988914396,,,0.07360851716405285,,0.10502166693660231,0.07926478500596068,0.02657982041480463,,,
CCL17,,,,,-0.05328764527067774,,,,0.16062912380415553,0.04560813160265777,,,-0.01520585812452089,,,,0.027998430634105675,0.07683224306625898,,,-0.006176940436848282,
VEGFD,,0.0194066582129247,-0.021104106751986602,,-0.05589311618027153,-0.01372331877267909,,0.06409337912160266,0.042036654736773885,-0.01022505146928686,-0.03264361042712671,0.0038340085763860074,-0.016296589128213457,,-0.07135235862993589,-0.04954364064587433,,0.03093851080778358,,,,
TNFSF13,,0.0037723117536099756,,,-0.023324123852402807,,-0.010626867191893928,,,,,,,,,,0.025384117507111743,0.011314350411957412,0.06284059097333378,,0.0316041769972633,-0.05377766071319417
WNT5A,-0.03002681849737299,0.03914187642419377,0.005491295763529994,0.07755053027073033,0.05188913539484915,-0.02479274697774195,0.14191160963456007,0.14672470291032128,0.013909298781119813,0.01642317432875812,-0.05271609728870807,0.05119528686675261,-0.01392492727264528,0.1347398167267537,0.09983858401204303,-0.04969521267899035,0.11141261471969358,0.042589891962833484,0.04606396961609512,-0.08637792393442313,0.13643169200123167,0.10148945866262402
CXCL8,,0.008251368627088878,-0.01976063468226022,-0.07795453999488937,-0.05435502901623309,-0.06316887028852716,-0.03564864010123378,0.11106229625083072,-0.029792245951872125,0.014959669042527093,0.044687783541068664,-0.04423499815727845,-0.021645291091474363,,0.01738617342938368,-0.07420934268516045,0.15074150946345236,0.2133471035120315,0.03546873170763244,0.0031914362535358145,0.043604358083611995,0.13503413353308252
GRN,0.011896780960279305,0.08742681416806701,0.024692330725761595,0.05875548634780652,0.013447396225785585,-0.008974641438234442,0.05934844051192602,0.15208581862697088,-0.006473153085558399,0.0008430228939163231,0.06914270194928573,-0.005064021572946562,0.015583821022461284,0.07488714118908021,-0.12468683572728316,0.11577688239780747,0.13828732886402403,0.10140364232047071,-0.003959959360971352,0.17490034793359502,0.19215181686814528,0.10089534595492465
MIA,0.01589935150645655,0.017783923766729954,0.04853641017126533,-0.04705359629038984,-0.015514110517538284,-0.04164129096753954,0.11425111779721761,0.04799803807067811,-0.03370423928413056,0.003972546545484067,,0.044129322022770756,-0.0223189256440085,0.13545197847620302,-0.05949877763683943,0.13888758589866057,-0.0014414249134184112,-0.02183381521233896,0.11600074899803699,,-0.1064028673768678,-0.015015564109043096
COL4A4,-0.031383335389308174,-0.011637664891052925,0.0652010470745462,0.02976824764682512,0.07411136716679452,-0.0857152289304126,-0.023845098529022994,0.039004139670163536,-0.017902839867660822,-0.01755307931787421,,,-0.006495873435896964,,,0.060250855809584246,0.035724991043725,-0.026219181892849656,0.032309976764454774,,0.09554814569705494,0.017457944168414972
TAC1,-0.02709845974541869,0.0453098113835372,-0.005441120557861397,-0.002918382677204657,0.05721448636629334,0.11326571089127588,-0.10845696187892823,-0.08941812506228365,0.03150561421077725,0.0009719150933154858,0.01712461988139604,,0.10791125770562496,,,,,,-0.10347662168629486,-0.01602553395279396,0.0480528562880215,0.03031855432691004
RARRES2,0.00030202562353826733,0.022588088084521174,0.02798453475330722,0.05749834803014488,0.06265606139086503,0.0015908154850987886,0.07331061362936687,0.17530920134200387,0.07514614689876502,0.0037405459635936563,0.0778976486859833,-0.054359743807252434,-0.006455880338148676,0.005104127218724652,-0.019196881843246444,0.01034130294080081,0.2502248897055029,0.1958475504362556,0.024045525874198673,0.05362211643605151,-0.01947496690577803,0.10546140700248548
FGF7,0.07607835527833377,,-0.0238198867863559,0.049427081135931694,0.014399522847656448,0.014951373779060535,0.0470897025841786,0.016745365945104312,-0.01238940572082107,-0.019012559450522545,-0.0029743139031673587,0.055276229549590515,0.0032648877328015635,0.0022409156359649842,0.04903738009418894,-0.04181435792632936,-0.02775832990290071,0.046021262092225984,0.00642052565849357,0.03292793200935047,-0.020436043641592853,0.042574565699345104
EFNA2,,,,,,,,,,,,,,,,,,-0.008492344869197583,,,,
HBEGF,0.023391232820060736,0.07700326426074768,0.026122509105623037,0.019641479771060004,-0.02266047662744409,-0.03102841024132952,0.1302995339594313,0.1011123893983448,-0.004542918612229522,0.040486808198235545,0.11067312194265183,0.06801112858413463,-0.014866105759018021,0.18645847359641657,0.16665220445029275,0.037368372049833315,0.027039499595475934,0.12149214049281168,0.056059780376025437,-0.08637191499073528,0.06021700660420056,0.14446480823357144
CSF3,,,,-0.03595849392743089,-0.03932588290291072,-0.021287163906841638,,0.06539948742066394,,,,0.046548244341664206,,,,,0.22106576086150828,0.19915895432035746,-0.05109897149968328,0.025882313260565632,-0.03419213457943204,0.03758255219138036
PI3,,0.038078201712418255,,-0.029642086818566126,-0.0567871083706026,0.018301384950995987,,0.06048893184031535,,,,,,,0.062392032541061446,,0.24482930616491966,0.3094886477848991,0.1479826921647302,,-0.025550184994312317,0.10495645630452381
PCSK1N,-0.025320276460989985,0.03287447650278192,0.006431561629709286,0.07585756115587049,0.0022034436241604605,0.001497596170003471,-0.06001452191843535,-0.05292379079490866,0.027080484894033467,-0.05063317929601763,-0.08601197060010102,0.03882992522123257,0.022088774658294032,0.021226104380340186,0.06382146671203436,-0.006684138218157958,0.03984701752955531,-0.10607576550015478,0.12225724206849091,-0.044582194090522664,-0.11460204565745533,-0.06671458068381891
NTS,,,,,,0.02112856566831933,-0.02910944750255182,-0.04172726810350464,-0.02045191347698908,0.03416134044789554,-0.010571411937493164,,,,,,-0.03267879751234488,-0.05667778757456742,-0.0919561487053056,,-0.02453586928326798,
SFRP1,0.032265243330651464,0.02627936457709147,0.08633525627861692,,-0.024397984581544182,0.07681830468920836,0.1336970617418422,0.04165532515437776,-0.03797491265873467,-0.03719121804422019,0.05975308085595295,0.03517265107274326,0.017119620281350306,0.10591290048489546,0.019390618713924276,-0.046361986662665236,0.11390157147151606,0.007866961289642321,-0.003573342578569328,0.05395166143587609,0.12419732515600651,0.08098948651705128
CXCL13,,,0.0995383477157461,0.06783228295828869,,0.07651668460113863,,,,,,0.05302785349644552,,,,,0.07511849904077444,0.12747320752003352,-0.0307590253159591,,,0.08189687046668624
MICA,0.09279276560070315,0.094854402711948,-0.034063177725409205,0.056947811615634863,-0.025644929945947286,-0.05111815988058432,-0.037464767727595896,0.13950008246571255,0.07216180942884347,0.048358206264003244,0.004014229426242904,-0.015273272436882337,0.026932296494566695,0.12205552167795854,0.08266507417903998,0.05801405918884477,0.06238164595139913,0.09729950545947959,-0.04462127801889536,-0.059026783880557536,0.10313460992858957,-0.010541375688672675
TG,0.041646944367507495,0.08914432500297807,-0.020035848388117217,,-0.027553761911367335,-0.03320562706850987,-0.033599976054730765,-0.02548164005330104,-0.01727576548987896,-0.012183864520316286,,-0.031308230102304796,-0.022841344494298577,0.04496451766122948,-0.03733589077881884,-0.013975291813077998,-0.042134803971884086,-0.020294684011049793,-0.011172402838069275,,0.04257140539067664,0.07768660375395296
ADA,0.038097989161460226,0.024610696788022225,0.0849885459219738,0.09972309095513093,0.009418418484098101,-0.03047108384860995,0.06592418667868902,0.11082740482181616,-0.035127447465449185,-0.025491842298231964,0.09455969739818594,0.009696608108763861,0.022520926351624816,0.046905894979733374,0.026229542806727593,-0.013458891759601637,0.0062251203365829705,0.024229150525099975,-0.03694437330185027,0.03283884597834635,0.17609238377947847,0.06103293431223171
LAMC3,0.02453478768424618,0.0895567098093525,-0.03562910237462736,-0.03243122538991602,-0.04456555443601565,-0.013755494199038364,0.04826584658805994,0.19660482924406938,0.006137517336004917,-0.04439265956759542,-0.012426725795636698,0.005453032212657394,0.06511788686625299,0.08642071982344689,0.1256096663252609,0.04297467019172861,-0.020933124436883496,0.032406222596372734,0.02182818580960735,-0.0034460400205344886,0.17008052826459813,0.08786529195841476
CCL7,,0.11062786791626537,,,0.011191845586999503,-0.020570326102933766,,,,,,,,,,,0.11540111185655785,,,,-0.03583004263526964,0.09242041051046798
NGF,,0.18475306201888364,,,-0.033117823087068246,-0.021956682128052723,0.013015274723228424,,,,-0.02938975474781954,-0.033369844817335605,,,,0.035465166070487365,-0.018162237222395763,-0.041316233423091674,0.025596605993700727,,0.216441286268594,0.10471004977146807
TNFSF15,,,,,0.029854536554061027,-0.01523019964280289,0.039576971379330236,,,,,0.04465045773203623,,0.08708446342048053,,0.029258666111681098,0.03247630612435349,,-0.027316803358669883,,0.10354885014334812,0.13851152750669551
HMGB1,0.09844060232652475,-0.04478999285212379,0.017967497917825852,0.014101188588906532,-0.007919118298185894,0.029662156274997502,0.08302135872619958,0.08393998850984863,-0.012727850640320244,0.04416048476823324,0.06947828338035734,-0.021016084260135317,-0.034901162096979174,-0.09173961380305753,-0.07525898544408927,-0.07796369421702726,0.015922636573362785,0.07924367821795489,0.08443218649861849,0.11216408284127473,-0.10611708266886746,-0.021168062208285852
ITGB3BP,-0.037508211143809846,0.018472747904161747,0.019368703554077393,0.08301133010474081,-0.01655157995232794,0.012738523103642672,0.12325557903876422,0.09736936610296183,0.04155039536677159,0.08256610079020711,0.05527164043282845,0.07146229659693129,-0.012138469250128224,0.15685153141550465,-0.07813708816492682,-0.011994327382596353,0.07793978483561513,0.061625856309202434,0.06157339121703466,0.01805997835456149,0.034481533181894994,0.05107016481469288
AANAT,,-0.030287019187277144,,,0.05769224485262601,-0.013723320731760186,,-0.037455179044767604,0.12337581211660498,-0.010528569424272103,-0.027630691702398534,,-0.020397204218005227,,0.10749743191079376,,0.0402765084178177,0.009838346407257783,,,-0.037909679298938036,0.012411660945279382
RELN,0.07921387222482532,0.01696934259157604,0.04337995164279474,-0.04595725657375225,0.0023769499091014865,-0.04131365527771717,-0.07567020835837944,-0.05286184183237774,0.03688294390321928,0.01405307577251801,0.01463607425102519,,0.007171758959459026,,,0.06967889346369296,,,0.05602408892361213,0.0008667912422960641,,0.0552354586775867
IL15,-0.009097126646557489,0.005282128035491256,-0.025525364315849914,,-0.034262252975398685,-0.03583658779771223,-0.02770242102055814,0.030687454360270303,-0.01532852128579147,0.019452533056554113,-0.017309261492466085,-0.0474587387821947,-0.018917464168756608,0.08965077215172729,-0.08035798664978919,0.013773416497202139,0.0065139494951922325,-0.03510514934019129,0.04057907980405078,-0.03752880153075296,0.08214562540103501,0.02961522459708514
UTS2,,,,,,,,0.021754858459773572,,,,,,0.06407303525585045,-0.001983861844576674,,0.0530089631448649,,,,,
BSG,0.012513019756941163,-0.013091498869688042,-0.014523892611410467,0.003735241463890882,0.013459035677368501,0.003377771854260074,0.11991264767013667,0.07157244161863122,-0.047987504943275534,0.0024219911801112996,-0.04428659675376587,-0.051560109525552476,-0.04721118438836109,0.2374557458523577,0.07246417902888407,0.005475573274695834,0.29562260390436645,0.18532757946891545,0.18008159460708725,0.03559712274902547,-0.026552391972576455,0.09778880805883504
ADAMTS3,0.01760134345871539,0.005415464979895446,-0.005056090603271523,,0.04531387551234439,-0.0427531701137237,0.01661145479818514,0.19973195593267226,0.02672849732355552,0.03627857406781906,0.020961186655852143,-0.06161358436422762,-0.03143471998177061,0.13407638702977298,0.07092364135156559,,-0.015695737256479516,-0.019232521126571173,0.0035442306985592935,0.05281346430810141,-0.013312956478662607,0.019958491124022974
CD34,-0.011043484080453792,0.0680332575844,0.010911396790204352,-0.02759501270004384,-0.009341773214066621,0.043928929416673666,-0.007673096976299459,0.18918625504238987,0.04729253749248968,-0.0029115589613959935,0.019956068391224407,0.00783340456949727,-0.027341425419988928,-0.01750212871813536,0.08571520329404445,-0.015763806159348685,0.025674470633329338,-0.003210809408695165,0.0750519932302728,0.12377318144401092,0.19583954282856605,0.05889810989012891
CCL23,,,,,,,,0.013190407097152756,,,,,,0.18637686875673024,,,,,,,,
PLAT,0.03330364223154414,0.05156050765849245,0.04894099344591404,-0.0025586898896131365,0.10135245513169279,0.0209998707862841,0.08786020970758934,0.14867351848510946,-0.03994397038305444,-0.030041866707716223,-0.009082256435509306,0.004605071800754978,-0.028575164220173564,0.05981397148932552,0.08727961732236036,0.023602489536582873,0.014586922609672329,-0.11366729572649709,0.20745805956759228,0.04816545172480802,0.09744886740024607,0.12336825689920648
NTF3,,,,,,,,,,0.017830322961058093,,-0.04072091146691726,,,,,0.02925177818362702,-0.15472623137241379,-0.013880502936125694,,,
LTA,,,-0.014734425882143654,,-0.028664729703392632,,,,-0.014962976705864883,,,,-0.018917466503937212,,,,,,,,-0.010165373826433994,
CKLF,-0.007927570970580158,-0.06498448596831645,0.05373088414158325,-0.0030488816644671252,-0.005882400835380008,-0.0508953008331984,0.1258028809863995,0.11360912967704123,0.045143863802735266,0.041123881262269006,0.014891216098801993,0.028320022583251486,-0.02641469489454629,0.11563174266061993,-0.0122725811972393,0.016177402279461336,0.019608532835786396,-0.007937293612688264,0.053016387595867936,0.06694849347954496,-0.011197361631491527,-0.07904758639878179
APELA,,,,,,,,,,,,0.05541865352928908,,,,,,,,,,
CD24,0.04452851551022057,-0.007717690676000965,-0.02068137904556131,0.028690560667284013,-0.040293347220649735,-0.0014469287648865257,0.0727244399837287,-0.0308849201074112,0.02521344822104315,0.029485749629479665,0.07412425066081191,0.05702037819031916,-0.016521450235586797,0.1652557891656066,-0.04014209846685611,0.006075236586566054,-0.08393962955818014,-0.11838258126186132,-0.12617585910242224,-0.01050240276353187,-0.036437342077745204,0.03983245734276441
HSP90AA1,0.038553608576473844,-0.06085650550354872,0.05531212613833832,-0.12285193198746562,0.002237548962286286,0.06644308616521671,-0.09153178075499672,-0.18610040110313805,0.035182851821148504,0.003628700051600347,-0.0917472966154016,0.002028873746868924,0.034561051011796524,-0.09460411268510463,-0.06804186033947741,0.03192344046439545,0.08989438942351961,0.23984134376632077,-0.024967657256617558,-0.08112346869490929,-0.0511919519596761,0.026398400807118
BMP4,0.0698674587049021,0.0520323997272237,-0.01561935516720137,0.06331652396534451,-0.05364061845357537,-0.026632320723849034,0.145926590151697,-0.034124532589085335,0.01130841306649622,-0.010965378835087082,0.018457930640804924,0.04639846788985224,0.06786873095561748,0.10545624931224207,0.04164989693886381,0.05059162812819527,-0.061249875459932906,-0.004261628998735554,-0.008203354805048796,,0.08042594042945951,0.06742638688621112
SCGB3A1,,0.04375871926589721,,-0.017404922281914023,,-0.016342780853038984,-0.001687118743256385,,,0.02620573925267179,-0.048637749790022736,-0.051238217009364775,-0.013200357953415783,0.0902029910189869,-0.05855052800392412,0.07441803698239836,-0.015596692549624848,-0.029665070101019625,0.0686581871457804,,-0.0010211355609583295,0.01421610855286297
IGFBP4,0.03659803488032616,0.05685616212215544,0.010040665110465119,0.09973291512444592,-0.08567215213627864,-0.03134247073193798,0.06613743537440246,0.1982501575114018,-0.004703435690282217,-0.00696779635613142,0.07698146923500802,0.05497182849655799,0.0025394273546768147,0.03657895679117387,0.04220825205379099,0.042519269758136025,0.13990912956714913,0.14110504302963112,0.12203081105182784,0.10557139176921354,0.2528492955809449,0.10995935553148335
RSPO4,,,-0.023819882264151902,,0.0025608442096073545,-0.018862225707812017,,,-0.01740285283175655,0.020113904896797898,,,-0.013183320627241594,,,0.035918583855917854,,,-0.02145716216624447,,0.013502378866157648,0.02456098130528182
LEFTY2,0.04579208798274702,0.05114222808734967,-0.01491538705001271,0.1646179470922071,-0.015405520041170098,0.010488065636264894,0.11061757239824449,0.2414425824807567,-0.007864916257750135,-0.027954237321310683,-0.02938975474781954,-0.02509594067098287,0.03496128379387712,0.08889024704900668,-0.005334652713488226,,-0.008254042242475189,0.0071665653912365845,-0.0813938624626302,0.1143826937943226,0.03138982474665561,0.1319341103864517
PF4,,0.041958214200600925,-0.013402962957742163,,-0.03149556347198386,,,,,,,,,,,,,-0.021856790385317643,,,0.037032901152050164,-0.04407514394040286
ANGPTL2,0.06261893913257953,0.025865227126199222,-0.028399923522686683,0.11803254526900853,0.05070689286098504,-0.011756576144043952,0.1381415467423179,0.10665320316141194,0.028348383736823034,-0.01951653472633521,0.05838773924490691,0.05890696085067475,-0.035657126507051454,0.20942038310925998,-0.04841431740700871,0.10791979948587992,-0.06185348085541593,-0.05564551010381886,0.07865598915443456,-0.025173849090213328,0.08915446025899185,0.11978110073106749
LRIG2,0.013105903281687956,-0.019832694919308433,0.010038268115465153,0.023079755049579757,-0.029813311316745507,-0.0031360359944359113,0.0746339520986754,0.11939684977820308,-0.06683228932880389,0.037944168016702015,0.02952177207252597,0.019497370221236526,-0.040163582135267474,0.07210485882895908,0.02065875001601158,0.004740631766509822,0.0363548869272444,0.10793717257471609,0.0688607997153501,0.1677035843539727,0.0847465133135214,0.02046074290313987
ICOSLG,0.029146714135370712,0.06637170594032264,-0.0352426748118707,-0.022170013326756537,-0.014649472875450547,-0.032295371890516664,-0.007198202186525224,0.027598578437114413,0.06333743060559086,0.016013853250910804,0.06886469637474217,-1.0842491103758704e-05,-0.0006926776563476923,0.0726526383257483,0.02073264385730289,0.0970208998284553,0.08576317833667267,0.0020032326877073,0.051620841814027256,-0.03775255713053397,0.11418875662731674,0.07857065362616733
WIF1,,-0.020149290790479987,,0.12330188163743912,,0.049801666907235635,-0.1593252566518926,-0.07175220064104125,0.027707701062775963,0.010758706881011113,-0.051251856062449884,,-0.005259646518939295,,,,,,-0.0914173487679321,-0.038188807368249165,,-0.003924378002213912
NPPC,-0.005636013693176764,0.05993586580908571,,-0.007165045461733312,0.033528103052469733,0.022879336697499315,-0.01801683823079717,-0.031116329825118454,0.01762706553982199,-0.019016352927476936,-0.039874314591963625,,-0.03919758302106532,-0.015348348221554762,-0.006459593212270072,0.07318729684114032,-0.02480392246528933,-0.008409337470646329,-0.011533484717007825,-0.06518512791399948,,0.017208219355566563
LYZ,-0.015878295590447282,0.09162537109549264,0.013527910852463085,0.0313677562375511,0.03643614915388934,-0.03021795659035757,0.06532144684858404,0.15242146639584564,-0.01359608547128492,0.01005255927246626,0.13833738590895314,0.017901028474879684,0.0074892336934298115,0.13746011966140229,-0.09650943769718615,-0.09649729159461637,0.07648247035131664,0.08293295650562701,0.01587716590566658,-0.04873097092190172,0.1349815143502895,0.05003276806464861
EREG,,,,0.029987037612687596,,-0.026543627001633388,,,,,-0.030233468821700353,0.016002813749006306,,,,,0.21679167417810624,0.18134560288174545,-0.03888396441756457,,-0.015387354382392488,-0.0061629137656915335
SPTAN1,-0.008044340664873058,0.041844785525921406,0.035827037349365785,0.054327585276713296,0.11248635876895538,0.025349826852616466,-0.05603495397907575,-0.040336577650065014,-0.005431417044347902,-0.001732158302984129,-0.07350973341770924,0.045665920442150544,0.028499112238629595,0.04893009050942599,0.07986674867023923,0.062494833228012435,-0.00801905919772646,-0.1633604790633811,-0.13481585056616532,-0.07977192677542214,-0.027761244438616144,-0.044398613440475375
PTH2,,,,,,,,,,,,,,,,,,,0.024771550646255733,,,
LIPC,0.030961832820193744,-0.01313383359083357,-0.020172175567039912,,-0.05937981607842562,0.021025771475886423,-0.04295935173153001,0.09813187509453508,0.03214984849791126,,-0.054147591619499544,-0.0007007609302544757,0.06889137898988122,0.0733697008171439,-0.0031349384131675218,0.045185278903403715,,,,,0.07101179496682924,0.002084734361395231
COL8A1,0.050785300345597605,0.11819983529762082,0.003975420826788189,-0.00020096937129662241,0.052332595501396295,-0.032106398064018826,0.193648953219666,0.10137757851317959,-0.04396847895960447,0.03820110527992257,0.06357024820268489,0.02232983318626991,-0.006370247035982593,0.10552478736907123,0.13037687559339867,0.060913469942769534,0.0016976085366149653,0.07897714635704897,0.04618287225817306,0.1664341141407694,0.10086966767206916,0.08253241889785595
GSTM2,0.08037765020686843,0.06826889737749788,-0.00641189572340096,0.08098105920732461,0.08713187472732034,0.020608511037310383,-0.023426127176211987,0.04099324905227523,-0.013967342806653396,-0.018558286212278594,0.03340614860663656,-0.0025877362218724776,-0.0008052419977163391,0.03628573834735042,0.013601902194616128,-0.08249824884392745,-0.004715317530350852,-0.0956794220700205,-0.0740383854308994,0.07711732924599445,-0.002133622635421933,0.030715474429928454
IL4,,,,,,,,,,,,,,,0.08285192117913828,,,,,,,
SPX,0.04414350473299963,-0.011067081015663381,-0.03289074036478908,,-0.04231105461454388,-0.017192688350135262,-0.027482919772332755,-0.019104946946848205,0.04993395250340864,0.009607125080361649,0.012009969421372505,,0.05158871704942466,-0.06240404371467558,,,-0.025058825145881102,0.001997297318633905,-0.15397938570497302,0.07886234342523522,-0.05789084319972334,-0.06182381065935598
MFGE8,0.002137538914703144,0.11098006604059746,0.02482223489720601,0.023042365358806917,0.03308723193278887,0.0172027493218248,0.012453919702762238,0.035125218273280384,0.0007320534390585882,0.06087263376308171,-0.025581189579608216,0.06713682938466288,-0.054890309756509104,0.07417609079722211,0.12920088652204262,0.015412487440443033,-0.025396675644597543,0.051916590676050256,-0.0026961739678136453,0.10254712031899803,0.1824358693949236,0.1979986734849695
TGFA,0.018045969382647853,0.019186443623189123,0.024438822878063014,-0.025339376754123986,-0.05658813963978257,-0.031686136630628074,0.08029239001937885,0.0989939738471014,-0.036190607051514875,-0.0162986380113689,-0.037417033852149596,-0.00359807531134435,-0.01066154829414228,0.10103446058365434,-0.034621125308502115,-0.011626669982092958,0.08509877632215122,-0.014101404013998092,0.02861992931224715,-0.05642469329606859,0.011267771072693297,0.10026562125660843
SLIT2,-0.03229799575675735,0.006024656418678506,-0.006397536365949231,-0.017941203494648762,-0.00926996736719844,0.024457170864593546,0.0002356516163813166,-0.006710973758988165,0.028327631222402772,0.027388065849636,-0.08088024069223929,-0.013719128573859738,0.04846307901309725,0.05194256907918869,-0.04789896617000581,-0.04047722063888829,0.10595300420563433,0.05282074076679532,0.12871309126096056,0.037909968803554794,0.020683082937230406,0.09690268727832471
PLTP,-0.023707594318278093,0.04285376904952549,-0.03702663395457443,0.11223799967172018,0.0027654010163848685,-0.023329587234294125,0.004080598754713759,0.19445809671110556,-0.01252382392774861,0.015712740919091278,0.12907681200525692,-0.017358032068007668,0.04334946675863595,0.1126324038133389,-0.02675985280435432,0.017482070101296616,0.14170398896560218,0.07858401238059981,0.005640596305831785,0.11957560201998492,0.10152986256920864,0.09200278968945859
APOD,0.009515262044573673,-0.005623677121242071,-0.011544747659744968,0.05149758975060472,0.06386190919746867,-0.07247139756042857,0.025841250194573947,-0.06116339375884916,0.06390175852500382,-0.0013369562120534204,0.020681490822892327,0.0346194435356346,0.010384360716852557,-0.19580858346472513,0.02359364065962681,-0.06850156667003286,-0.08058802185166353,-0.22199464416846265,0.009511113835779583,0.14805251776380401,0.04643272765088579,-0.026400296081351138
