,UKF248,UKF259,UKF266,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HMGB1,0.021311389767054947,-0.018939352127847007,-0.008290620921536438,-0.027501428138047214,0.05293948852981223,-0.0764979607371199,0.022375922303327078,0.03444535918086153,0.0067317267099997755,0.07660360148055388,0.0035858014421951395,0.0022039367307679805
ITGB3BP,0.011479697527951532,-0.009595676278851472,0.0650687420740666,-0.06350070266268017,-0.005435087180647298,-0.06242851441639794,0.038295537569347095,0.05066759465079858,0.016810064986538125,-0.04544687395597738,-0.005696058724533876,-0.008806776803542445
AANAT,-0.024333084878624785,0.006454966120661895,,-0.012031463432730795,,0.015418671777789071,-0.03612332527812604,-0.030834386389515585,,,0.003829299357707767,-0.028062068532120697
RELN,0.08886735856005142,-0.02416011056889132,0.019084390897135126,-0.015572600572147403,0.0101835409550598,,,0.07812166138213836,0.05619918291984294,-0.004504742261853057,,0.01904215836897617
IL15,-0.029277483419988568,0.019055578776693186,-0.015147761895580657,0.017093218871497697,-0.023141924449888256,0.02948956817356315,-0.04418960914511809,0.04442914852924002,-0.01182787311006795,0.017925665568112793,0.040874932617760325,0.03411900369994872
UTS2,,,,,,0.03786359347626382,,,,,,
BSG,0.009760520035546583,-0.049197301131378324,-0.007523287238519322,0.006245178578502145,0.06394274054629469,0.08666830767069059,0.04544127843214879,0.06016538391928548,-0.02215877298686667,-0.12742486917708157,0.03855287208642963,0.08863479276787554
ADAMTS3,-0.032112416748604475,0.0891558997690493,-0.02439866235699702,-0.010678051622728316,,0.005128575619841604,-0.029662330677734924,-0.06670469464709491,-0.03418308866522538,-0.04174436792560315,0.07817875049162705,0.029622962791893297
CD34,-0.025029760520340807,-0.032785302684360314,-0.030839580037866725,-0.0402116454210277,-0.014647666774705286,0.001466859401304914,-0.01817090201771417,-0.02630869871179059,0.02450025617708881,-0.05011229110155215,0.0202443343711209,0.10610942216825608
PLAT,0.0665605363198571,0.018081325225108635,-0.06302095237902608,-0.04262084554870358,-0.011912027466206577,0.09014890118980208,0.05736779946282246,0.05447839911295628,0.04328795953507073,0.10506274600023832,-0.024014023364387783,0.08487131606640572
NTF3,,,,,,0.0756621484924272,-0.022637080850629897,,0.006155379061577737,,,
LTA,,0.015120711262217099,,-0.011587553160305459,,,,,,,-0.02516689711734757,
CKLF,-0.03234973703043359,0.034270536530530527,0.024247622181826616,0.03828478336495559,0.010177261145493846,-0.04652969693504932,0.06084927343311407,-0.030188731222757375,0.015532454294692017,0.04694129563505853,0.00360557972142003,0.009891516301932565
CD24,0.017254246942541827,-0.022020177152746925,-0.060871794786465386,0.008964884896814539,-0.08529335893581284,0.09061749024278305,0.0032662480316625487,-0.059814533943537564,0.028761318632062535,-0.038711688789265494,0.006240613978014917,-0.003361324190317378
HSP90AA1,-0.03325363072228427,0.04473724149613998,-0.052995024394425765,0.06952363543593351,0.016703468597786385,0.03874583707718009,-0.02647075835455973,-0.0006093330397140345,0.06479586311960762,0.12940033555162997,0.0010518002046322427,-0.10196802091128628
BMP4,0.02801556553057156,-0.0095981993904714,-0.04857786471423424,-0.00021989456699971494,-0.08048131618681315,-0.018328531602659837,0.01519355353955632,-0.002637938394531632,-0.005448709920688338,,-0.020013889659293432,0.04618354050822583
SCGB3A1,0.0633018382409873,,-0.019336385967775958,,-0.042627123115905885,-0.02701102337323184,-0.017222019108778477,,-0.039322041274784676,,0.04002359220475142,-0.002005667020763589
IGFBP4,-0.0320670688839321,-0.07293535797347389,-0.029191892840150096,-0.00245527201950059,0.017514105625389957,-0.059949598550697716,0.07356222604089392,0.10167699453356441,-0.01725165839467033,0.1161403710473432,0.05293622807473983,0.1624854305900606
RSPO4,,-0.02695031093159686,,-0.013477029757715937,-0.038976272277051506,,,,-0.03192501795118566,,-0.033192502904008395,0.050984904597655145
LEFTY2,0.034776967907766534,-0.0020877292791168676,0.07801227824948219,-0.01485736577426429,,-0.03281135277212564,-0.017340636647787473,0.09563471398087149,-0.02527274458773148,-0.03647692318118261,0.027823058474272504,0.012786360190542212
PF4,-0.01739787312720011,-0.01198557656263833,,,,,0.05928230942855662,,,,-0.025166891293540904,-0.008606833565215188
ANGPTL2,-0.01638594272324065,-0.05014444847970683,-0.03621878464117175,-0.021252335806930377,0.07553309704652031,0.029824568555185896,0.054142674630525446,0.01965166586104707,-0.05297166808737843,-0.10851154905176189,-0.021175814504960058,0.06347483703008486
LRIG2,0.04692837095151193,0.04072702974005355,0.014765982411060372,0.014197083740983735,-0.02793748425520922,0.012492866477480003,0.062248714469345684,0.04249378905118399,0.0007531837917421093,-0.026652241733149173,0.08601507405682514,0.01626811900412916
ICOSLG,0.01706837595566472,0.024989637476717303,0.08313230723941202,0.019011408294923784,0.060140089555398756,0.08629614314909062,0.018021255606805574,0.04943101290368617,-0.034802472883904104,0.05349637022199454,-0.041023106704840925,0.015000805267893522
WIF1,0.0032046501615637956,,0.1080229816992232,0.09391309049756565,,,,,-0.02967739650371735,-0.03694723398566482,,-0.03135607878750009
NPPC,-0.02392032788749408,0.06067748259475733,-0.03709678812233877,-0.02028690954289496,-0.054313079715465784,0.09468785263722534,0.0733338451644303,-0.017233144836134962,0.03497557683354792,0.009260838210019343,,-0.013656924595087331
LYZ,-0.025143325021733953,0.016967048657509917,0.0041110184252524705,0.021953664867970284,0.06428462960041162,0.003707248169906472,0.006568200968257046,0.03015024261925751,0.0277668370270342,-0.07394809852811048,0.010750663943474984,-0.010037686309977771
EREG,,,,,,0.02158235108260397,0.06266475347083432,,-0.03976314811625447,,-0.026435066100602072,0.09878971434562786
SPTAN1,0.021025342819330398,0.08235522282364223,-0.015080938539881891,0.01414532216653258,0.05024787628379599,0.08429972531532053,-0.01614304835299425,0.07768818031970436,-0.0035633140889896474,-0.02033530488306436,0.12841730664501766,0.00902593959614177
PTH2,,,,,,,,,-0.03482458535418563,,,
LIPC,-0.021299569648033666,0.03184558706812027,-0.023490294611247166,-0.02519667960178463,-0.04572332428054353,,,0.05191448863460808,,,0.022215974780157546,0.02765474715901564
COL8A1,-0.029564922166310587,0.06602870393373954,-0.04774435923447212,-0.0014492521302733954,-0.043774936637979565,0.019914465665804983,0.05216840920843811,0.08253563989429852,-0.057309022508176495,-0.047479575380983734,-0.011497836176181726,0.030800962841924188
GSTM2,-0.00287323154513242,0.04746875563402965,0.045688248732862355,-0.01349660808431712,-0.0034082474099323638,-0.03253041382344222,-0.025451721937462344,-0.024358418881569865,-0.04333016826414692,0.07483769523789736,0.04201993903498466,-0.01010396064610841
SPX,0.056375061053094616,-0.018116571622605174,0.09149753390955631,0.06956528184091351,,0.07910846024081371,0.02639039235417296,0.03286668458214854,-0.0273367528175378,-0.000981538087983068,-0.012707899807647924,-0.0063223488961298546
MFGE8,-0.04471824795023375,-0.04010961601758395,0.04144107899479794,-0.030858077051086914,-0.02210118518922971,-0.009787044625411322,0.010487182794514122,0.07077794495532816,-0.05222439442532762,-0.08354735953908665,0.011335334746823241,0.0911886921226321
TGFA,0.0276359240490699,0.12214470630827255,0.0822663320852234,-0.007589305947499243,0.05229136893338032,0.05210524351501365,0.04681704993396336,0.038737966481485434,-0.03809281295889807,0.008467390428641844,-0.003914037593587313,0.0424938262315703
SLIT2,-0.005602017879707499,0.1257486950617059,0.03431143476119787,-0.003283371663774854,0.025629822352390638,0.017286977398472316,0.027295548670165325,-0.04754725669326319,0.06908607471314068,-0.010740598729873927,-0.014266679739656578,0.02992270804711627
PLTP,0.03307757785185404,0.03859959515924761,0.006820964761321667,0.026723255913616073,-0.056183805483024596,-0.10342794920914605,0.008149594493006628,-0.00035970881488848913,0.016186302988423818,-0.042887972698589696,0.08297284408817471,0.061742699119411576
APOD,-0.022287271724421895,-0.03170937459481674,-0.035673787114272444,0.0079973868720894,0.021282851471107738,0.011196128197737694,0.012427530974999226,0.0014292425489474952,-0.03760491687064249,0.004857439649532966,0.0649341922076373,0.09330503622646527
B2M,-0.03391192037531441,-0.06286159984347353,-0.09972559987474075,-0.032762580933793896,0.06556605132103156,-0.05032591557641921,0.05314441343221943,0.03704580846140181,-0.015520642091730074,-0.06283182531839479,-0.01043839820736083,0.04730507315409427
OMG,0.03052557873161905,0.007623572531519105,0.04215883266227149,0.02196864761100074,0.01444724093313499,-0.06098363653356603,0.006114739019095415,0.013666278232758355,0.022258649782791063,-0.028096777012236295,0.03475503846973382,0.007092557322102497
CXCL3,-0.00892160934260327,-0.011407285184843952,,0.011028072134509365,,0.007535546283623318,0.020888369769676375,0.03446278777518267,0.001289798810118511,-0.05063829704764178,0.08818165628787954,0.0484820308605063
CXCL10,0.05571741748455463,0.0026720273705577724,0.051945810592179134,0.001848863268919001,-0.06117412398990473,-0.032291865831022525,0.02154241513225883,-0.05510817777333015,-0.04362259920786641,,0.14955028738743478,-0.016289733323867742
RSPO3,-0.02278212735900512,0.006455472685839691,0.01452569472563275,0.04753715198975761,,0.11564121567119735,0.0923691305900298,,-0.01738093354628924,-0.06347597514027502,-0.017935472542732294,-0.03827501332843001
CORT,-0.009452274675055161,-0.011880690640627741,0.00947341533659991,-0.038995141814607455,,-0.0002147912236718995,-0.032185714944135295,,0.01808859079810701,0.007864263870868608,,
NCAN,0.07446560013205235,-0.03544710741059411,0.02074161784138266,0.008780848298019282,0.16113726348276508,0.00675634770500237,-0.023579309533864983,0.01890331009425708,-0.07928020122752835,-0.04632070739978844,0.05964061422000392,0.0011737512219467297
PRG4,-0.02522252998364092,-0.013737362833923352,,0.0465360733530048,,-0.05164152902697966,-0.04749199197418352,,-0.024707050305196765,,0.04773291553776659,0.01451195368790281
ZG16B,-0.023257187796463047,0.058024377508357754,,-0.009207362886350112,,,,,,,0.016318142644508093,0.0608226043509082
TGM2,0.04671271633173644,0.016968035225051727,0.011773950473456375,-0.013632534807384489,-0.06395625140979277,-0.008038423353721945,0.09041090523908189,0.03114622025887277,-0.0018241646549220813,0.1478891685140385,0.055494007994371895,0.05978197316709817
VEGFC,0.011311995461251757,-0.024483658882694874,-0.031053094605907182,-0.024793156636533472,0.007756796504318313,-0.03586881892966295,0.014791129247141389,-0.006495186985836422,-0.05448696182842622,,-0.03536445451025556,0.09331724851752675
WNT6,-0.027060655762627107,-0.0190005416614998,-0.015536936348239385,-0.020490657698756486,,0.0458366218291284,0.07213195222796717,,0.031236347541333514,,-0.011496590208753758,-0.024434772901106124
NRG4,-0.015447260912831003,-0.016718998996541768,0.1148910194799125,-0.017688834909469545,-0.00023972910484085916,,,0.018701797429986258,-0.0032905017794066325,,-0.017935474552870857,-0.036746150663967685
PMCH,-0.017803799510702396,0.04155226891817398,,-0.013477029107303687,,-0.04479372423828364,0.0010410246089487588,,-0.024272729004678112,,0.03551197256370037,0.0899216114745691
COL9A1,-0.014416139705446862,-0.017461774203598894,-0.02750944626917924,-0.0014696485778236254,-0.044879354842457767,-0.00010631230518200726,-0.011388109662978077,0.062253577697922224,0.026584381255637494,,0.009981356675106419,0.021084742413139825
GDF11,-0.00033992335707742135,-0.04652188578941544,-0.03406712854680402,0.010833670019509224,-0.0387019073513946,-0.005934690103119069,0.05697634309949713,-0.01230583708453775,0.01049384718782473,-0.052376604777382395,0.07480576027329697,0.00986402335965587
RAET1E,,,,,,,,,,,0.1499759521522117,
IL24,,,,,,-0.045162441501053655,0.026156847975322618,,,,,-0.015000779906880318
SORBS1,0.025585705673843277,-0.028010364099590162,0.06684753204831399,0.04271942079149149,-0.03935856527244541,0.05144076897540692,0.018067445104624606,0.005929285081802813,-0.019988889475953578,-0.015032904818030011,0.007582273297566506,0.027146130552926577
DLL1,0.04915618645082973,0.02509139250805228,-0.046218563141739236,-0.03549233454895348,-0.01748508363509239,0.017028569047007804,-0.028624110854526354,0.029287462181692238,-0.048160000452204935,-0.14730099711277106,0.09877535711482341,0.07014310302553789
TLN1,-0.05139346187743929,0.03900653554858392,-0.034694690525371365,-0.008486526248277433,0.0271945216335245,0.027378225704894628,0.052689583848174244,0.019323500695184806,-0.04357394010958277,-0.01265663987001298,-0.0646825381047927,0.06136071524322436
COL2A1,0.028314104853262995,,0.1341257686181398,,,-0.04933463039876902,0.012483247885943965,,-0.01268513589221406,,0.02239405766460218,-0.01773921728282267
SHH,,0.0660447016585531,0.021438953631821366,-0.02941116870928414,,0.006533277401800445,0.021885473240591872,0.10500891696574524,-0.0002527011187084402,,0.002142283798434565,-0.05115973925883943
PON2,0.030180542552889725,-0.004898356309768799,-0.022906356203515887,-0.020774015400415038,-0.06009690421285987,0.00802415706706518,0.05039126293931466,0.10271798507990983,-0.042996227553983794,-0.05218411620448602,0.04092044427859963,0.08620657720910643
ICAM5,0.004974536259454985,0.12030131716863748,0.022184360049283765,0.027647404493921363,,0.09368986461436055,0.019546518912015625,,-0.007023125886931723,-0.046691278840978935,-0.0047867453059341255,0.011021852476552782
HPX,-0.015296192500561842,0.03489254748595866,0.031064455654018067,-0.018068879011719927,-0.01589421191491456,0.04324023418339334,0.01882162083767655,-0.048379808810275905,-0.04827150687732106,,0.044167327472267176,0.0046664759238616215
SFRP2,-0.022297925809689343,-0.016258105637614075,0.07974316107415358,-0.015059229083082064,,0.008239862588119071,0.023770875060273627,0.029799930191887973,0.020957272107378074,0.025484847505377488,0.062007050785607865,0.11830060537723844
CFC1,,,0.04352754030433097,-0.011587553860601155,,,,,,,,-0.03251456160520692
CD70,0.0231038593018579,-0.027634153698992855,,0.02960115861672139,0.08569096449596296,0.046087458862834066,0.04136477281206647,,0.008431746574467974,,0.06588172858013955,0.0004306709005202824
HP,-0.05702556991703605,-0.02001515402070501,,0.0024938584446615214,0.04619355850433831,-0.07995064169086684,0.018418385787983015,0.008583264429011132,0.036350043278431166,,-0.01056357883505097,0.018349069512843444
CXCL2,0.02093511242347821,0.06072590386073984,-0.024013009349302086,0.049547889732907295,-0.030646062434267617,-0.030870981977790445,0.0628241468819643,-0.032776925667095516,0.05061425669006118,-0.025616211235013796,0.019029316760432693,0.04086119067292726
NPPB,-0.021637024993764555,0.010947966626454746,,-0.010146533410954308,,-0.045411557247959804,0.02506541179066921,,-0.03627810219706441,,-0.018193541456133337,
CCK,0.020422265825097877,0.06346340775053481,0.0568104003367776,0.035250506791869,,0.07374763106480228,0.0008996345078874105,-0.06669284509134349,-0.0026504411272074936,-0.033655960883629286,0.08177763592984699,-0.060109191649154646
SEMA6A,0.049170825123987724,0.027269075634951605,-0.04514493026998314,0.007669887653607747,0.04529466173191753,-0.028431238382706007,0.015642138123484327,-0.021275188234852756,-0.008716379907309281,-0.02695425525062407,0.044783876569220775,0.04933545285390106
IRAK4,-0.013415926127494768,0.020954338855179725,-0.01668283116255451,0.00974835812465562,0.07162651796720079,-0.06746036585278066,0.07962937306934981,-0.015074290722958692,0.0017862121206300547,-0.07455162849637953,-0.013964401612430193,0.01793755768220466
GSTP1,0.004908474318670321,0.009516898959410505,-0.02448702039263677,0.04430440975208402,0.027954021981548883,0.09627859763129477,0.0029582077386436584,-0.03063150243915905,-0.07577760312316466,0.056709360330870755,0.017815114416011347,0.0008665960835160328
VCAM1,0.01531932345427103,-0.02999556738499994,-0.05341460514589863,-0.0014330219783024142,-0.042291686249364496,0.01563232609494985,0.08981869630276161,0.031470962053750336,-0.047718984328318004,0.05242288981050971,0.04961261121374611,0.012602910635344874
NXPH3,0.00935778860554798,-0.005394102043064816,-0.031186919371355547,0.053267804488834204,0.00887434006707635,0.07704898592993338,0.04913700850875653,0.01464157238324567,0.04011834863910101,0.0762251724158636,0.03936932024358808,0.025798256719840786
MTMR4,0.02609044003595125,0.03301107416771695,0.028863417568337057,-0.008819992384025081,0.011906858064517049,-0.0015143042421234872,0.027116147901382635,-0.07389229150419786,-0.00410862302945118,-0.049807431181166706,-0.02544066218477516,-0.010851438638457628
LAMC2,-0.016982802184303234,-0.03190797044367401,-0.021288116434164773,-0.01277335357465853,0.09399390131071544,-0.04679443385221339,-0.0397486281973392,0.06480216843519375,-0.023560469506262866,,0.07380294737162389,-0.035385176334567586
IL10,-0.03588279431248947,-2.3219895857315813e-05,,0.007920946579943924,0.17312808617687014,-0.04538002168726307,-0.044618151179849776,0.02992365181624142,-0.004935461101577976,,-0.0038491676643865247,0.049670626116396235
SEMA4D,0.007928325111122856,-0.01844329147858232,-0.03895248757619928,0.033280732031046104,-0.024024943013055775,0.07768962780699128,0.041665913533567585,0.003698199993980049,-0.05546281196995117,-0.09152794413334189,0.048160266046733936,0.0007951055446822423
TRH,0.005059943799338689,0.009985565250425153,-0.029122552787718883,0.028070101743822254,,0.019566043040666482,-0.062477932674587844,0.023197141673640353,-0.026650141858287606,-0.0381960427263704,0.02005076071944303,-0.0141750283183446
SEMA6D,0.023782634588027072,0.009540365595789562,-0.020414729769829214,0.019318225646190568,0.047716659838881834,0.006094564967470883,0.040274674782134305,0.03859466607680051,-0.00165180422419743,-0.019982087051583317,0.010187593245834903,0.018936595092211267
CEL,,,,,0.01973146028481248,0.05684872555454943,-0.03277248984295834,0.03645477512034282,-0.0065641963930997155,,-0.016947046377529154,0.05735940925250909
PDCD1LG2,-0.015849792226266264,0.006601655097775919,-0.014949593979251155,-0.0309837998686458,-0.035112921193849525,0.009195367740436737,-0.0053248850906996254,0.016637072664159886,0.021020598587391713,,-0.029030746500303687,0.0056630060907007975
SPINT1,0.04594284847581345,0.12596871817338073,-0.01933639187601445,0.15700926833387605,0.002019326934133097,0.010834681884420194,-0.016009082837336423,-0.0767294009070197,-0.017652606036287398,,0.07268450109726494,0.08599523607551188
CTHRC1,-0.046291960734547236,0.02769891864794488,-0.032373634193040714,0.007708532976134893,-0.04513689014038259,-0.03670892732176869,0.058150324364244034,0.04077339957400256,-0.013574173322874873,,0.0318511988137002,0.09717302324839676
PODXL,-0.008439374110817032,-0.020850115483125438,-0.07285176494429219,-0.014440715829231118,-0.020119099524210034,-0.008259718609408597,0.0866493604059089,0.046249541716467744,-0.049403351190455504,0.0016505042762804442,0.025973916197955024,0.11628288213381038
JAM3,0.003998293300955971,0.05775962368797595,0.022476136400800685,-0.01946566651257998,-0.022271809405877436,0.042405649625157145,0.07843389770362132,0.013294199139512233,-0.009273761583004015,-0.12247545259292095,-0.0006122930658214819,0.03626622493532258
TGFB2,-0.03023807984662002,0.022713601015411897,-0.05579727308177971,0.015394282189677273,-0.04002810373322664,0.022687983103780212,0.00786152577464739,0.03012202056068118,0.03551520612711046,0.02920879248008444,0.011039794237139685,0.07299916034163306
COL18A1,-0.03214165478031751,-0.07149939910054112,-0.04903745554223218,-0.06269919845087106,0.026081578909856417,0.059926197799857285,0.05251986258827825,0.04667763853874966,-0.030367415305381208,0.04482467144248922,0.0049755129221759325,0.09912707832103017
NODAL,0.00681604962433384,-0.006406236620740806,-0.031649717533912214,,0.014234277233585406,0.00233738152212787,-0.016021434620347955,-0.0020648877582444937,-0.026943163948283468,,-0.027889127711585228,0.011830506658843016
INHBB,0.032821852153827234,-0.022684990741840345,0.03686959420235429,0.018315726885780734,-0.02080442729503756,0.0752836123754244,0.03023107303938663,0.017329965818632994,-0.009433969074988077,-0.04671348716496587,0.05002115779213912,0.07957462323664506
LCN1,0.02255612295387012,,,,,-0.00686239247052071,0.01517425070070987,,,,-0.020607329116328958,0.01511336916600137
ARF4,-0.03309465381898129,0.008946840044209921,-0.027121241350998825,-0.04450869201761526,0.011789907369305583,-0.107699341488597,0.03216625186548013,-0.020062566506641174,0.042680207938439164,0.01416235996393761,-0.035067426637923504,0.013150965412086523
CXCL14,-0.020497410855798415,0.006716919777730215,0.07120282593492719,-0.02049900813272154,-0.004227470043925712,0.02722529099655927,0.02290717567412253,0.027206417654205298,0.011250780384906648,-0.06289701689125465,0.0018347072658874395,-0.001938150414852349
